ɿ
ʦ [1] 姿兹资咨滋知蜘支脂枝肢□{大声说话}之芝 [3] 紫滓子姊指旨纸芝址止只{～有} [5] 至自字制治志痣智致滞稚
ʦʰ [1] 慈疵磁瓷差{参～}辞祠=饲词雌池迟痴持驰城- [3] 耻此侈齿豉 [5] 翅次赤赐刺伺
s [1] 时师施狮尸诗思斯撕厮司丝匙私祠- [3] 始矢驶使屎死史 [5] 势逝嗜试侍仕柿氏世誓是柿事视士示市祀寺四似饲巳
i
p [1] 鼻屄□{～斗：耳光} [3] 彼比鄙笔 [5] 碧避陛毙弊痹币闭臂蔽敝蓖=庇
pʰ [1] 脾疲坯批皮枇琵 [3] 痞脾譬 [5] 屁
m [1] 靡糜眉-迷弥谜明- [3] 米 [5] 幂觅命-泌
t [1] 低钉-提-{～起来} [3] 底诋抵顶- [5] 地递弟第帝定-
tʰ [1] 提=啼蹄梯题堤听- [3] 体 [5] 替剃屉涕
n [1] 呢{～绒}泥尼倪 [3] 你拟 [5] 腻逆匿
l [1] 梨黎离梨篱璃狸厘凌- [3] 鲤里理礼李 [5] 丽砺痢励隶例厉吏利荔
ʨ [1] 饥鸡几{～乎}讥机肌脐-{肚不～}基稽 [3] 己挤几{～个}井- [5] 记计继寄际技妓济剂纪忌既祭季冀净-镜-
ʨʰ [1] 岂奇期其棋欺齐旗祈骑期脐=妻凄栖祁鳍畦晴-青-清- [3] 启起企杞 [5]器汽气弃砌契
ɕ [1] 西稀希熙稀牺兮溪曦嬉奚犀 [3] 喜洗禧玺醒-{～不得} [5] 细戏系
ø [1] 衣依伊仪宜夷医移遗疑姨营-{～村} [3] 以倚矣椅蚁已影- [5] 议亿毅异艺易忆意义翼译抑
u
p [3] 捕补堡-{杨家～}哺 [5] 步布部簿怖抱-
pʰ [1] 菩葡蒲脯铺{～床} [3] 谱浦普朴 [5] 铺{床～，店～}
m [1] 模{～子}谋 [3] 母拇牡某亩 [5] 暮墓幕牧慕募牧
f [1] 夫芙扶肤敷符俘孵浮麸 [3] 府斧釜腐甫腑俯辅埠否 [5] 富附付负父妇阜赋复赴傅副
t [1] 都{～是，～城} [3] 堵肚{牛～}赌 [5] 肚{～子}度杜渡镀妒
tʰ [1] 图涂屠徒途 [3] 土吐{～痰} [5] 兔吐{～血，呕～}
ʦ [1] 猪诸租朱珠蛛株诛 [3] 主拄组阻祖煮 [5] 助驻柱注蛀住著{显～}铸
ʦʰ [1] 除锄厨橱初粗 [3] 储{～蓄}础禇处{～理，相～}楚□{～了：擦掉} [5] 醋处{～所}雏
s [1]书舒殊梳疏枢输蔬酥苏 [3] 署暑薯蜀黍鼠数{～一～} [5] 庶数{～目}竖树恕素塑速诉
ʐ [1] 儒如茹 [3] □{～出去：伸出去}乳汝擩
k [1] 孤姑辜箍 [3] 古估鼓股贾□{～住：逼迫} [5] 固故顾雇
kʰ [1] 枯 [3] 苦 [5] 裤库
x [1] 呼壶湖胡糊葫狐弧 [3] 虎 [5] 互户护糊{迷～}
ø [1] 乌梧无污吴蜈巫诬 [3] 五舞武鹉侮吾午伍 [5] 务误雾恶{好～}悟
y
n [5] 女
l [1] 驴 [3] 铝吕旅缕履屡 [5] 氯滤虑
ʨ [1] 居驹拘矩{规～} [3] 举 [5] 巨剧锯据句拒距具聚惧
ʨʰ [1] 区蛆趋渠{～道}驱瞿 [3] 娶取 [5] 趣去
ɕ [1] 徐需虚墟嘘吁须 [3] 许 [5] 叙序绪婿絮
ø [1] 余于鱼渔淤娱愚余虞榆愉迂裕盂 [3] 雨羽予禹与{给～}语宇 [5] 玉豫愈裕誉遇喻愉寓御预
ar
ø [1] 儿而 [3] 耳饵尔 [5] 贰二
a
p [1] 巴芭笆疤叭爬- [3] 把□{～～：屎} [5] 爸把{刀～}罢霸坝灞
pʰ [1] 爬=趴琶耙 [5] 怕帕
m [1] 妈麻蟆 [3] 马码蚂 [5] 骂
v [1] 蛙娃洼 [3] 瓦 [5] 凹
t [1] □{～：父亲} [3] 打 [5] 大=
tʰ [1] 它他她
n [1] 拿 [3] 哪 [5] 那
l [1] 垃 [3] □乎{～：粗心} [5] □{～呱：聊天}
ʦ [1] 楂渣碴 [3] 咋 [5] 诈炸乍榨
ʦʰ [1] 茶查钗叉搽茬 [3] 衩 [5] 岔诧杈差{成绩}～
s [1] 沙纱砂仨鲨 [3] 洒傻 [5] 厦{大～}沙{挑拣}
k [5] 尬
kʰ [3] 卡{～住：阻挡}
x [1] 霞-哈{～一口气} [5] 夏-下-吓-
ø [1] 阿啊
ia
p [1] □{象声词，东西落地的声音}
pʰ [1] □{象声词，两个振动的物体接触时发出的声音}
l [3] 俩
ʨ [1] 家加痂嘉稼佳 [3] 假贾{姓} [5] 架假{放～}驾稼嫁
ʨʰ [3] 卡{～子}
ɕ [1] 虾霞=暇瑕侠 [5] 夏=下=吓={～一跳}厦{～门}
ø [1] 桠丫{～鬟}牙=芽鸦崖=涯衙 [3] 哑雅 [5] 亚讶
ua
ʦ [1] 抓 [3] 爪
ʦʰ [1] □{形容速度快而发出的声音}
s [3] 耍
k [1] 瓜 [3] 剐寡 [5] 卦挂
kʰ [1] 夸 [3] 垮 [5] 跨挎胯
x [1] 花哗华{中～}骅 [5] 画话桦化华{～山}
ie
p [1] 边编鞭蝙 [3] 扁贬匾 [5] 变便{方～}遍{一～}辨辩辫
pʰ [1] 便{～宜}篇偏 [3] 苤 [5] 片骗
m [1] 眠=棉绵 [3] 免冕缅勉娩 [5] 面{～条，～孔}
t [1] 爹颠掂 [3] 点典 [5] 店电殿惦奠佃垫
tʰ [1] 天田甜添填 [3] 舔腆
n [1] 年粘拈黏蔫{～了：食物物不新鲜，花～了} [3] 撵碾捻眼- [5] 念
l [1] 连怜莲镰{～刀}廉帘联 [3] 脸敛 [5] 练链炼殓恋
ʨ [1] 尖兼监坚间{房～，中～}歼艰肩奸煎皆秸街阶 [3] 减碱茧简俭检拣柬解={～开}剪姐 [5] 鉴渐舰间{～或，～断}剑箭践件贱溅健饯腱建键谏涧见荐借届界介芥械戒
ʨʰ [1] 千铅签迁谦牵钱笺乾{～坤}潜黔前钳茄前锹-{铁～} [3] 浅且遣 [5] 嵌欠歉妾
ɕ [1] 些鞋=斜邪协仙鲜{新～}先纤弦掀弦咸=嫌贤闲衔= [3] 显险写 [5] 谢解{姓}懈蟹泻泄卸现线县献宪限馅陷羡
ø [1] 盐淹=阉腌嫣岩胭烟研颜檐阎炎言严蜓延沿爷焉椰耶 [3] 眼=演掩野俨也冶 [5] 验燕宴雁晏焰堰厌谚砚艳液夜腋
ye
ʨ [1] 捐 [3] 卷{～起} [5] 圈{猪～}卷{试～}倦眷绢娟倔
ʨʰ [1] 拳颧泉圈{圆～}权全痊瘸 [3] 犬 [5] 劝券
ɕ [1] 炫玄眩旋{～转}宣悬靴喧 [3] 选癣 [5] 旋{～风}□{～吃～做}
ø [1] 元园圆援员冤缘渊原源袁辕猿轩 [3] 远 [5] 院愿怨
ɯ
p [1] 播波玻菠 [3] 簸{～一～} [5] 簸{～箕}薄{～荷}
pʰ [1] 婆坡颇 [3] □{~出去} [5] 破
m [1] 磨{～刀}馍摩魔 [5] 磨{石～}
v [1] □{~断：折断} [5] 卧
t [1] 多兜 [3] 抖陡蚪斗{升～} [5] 斗{～牛}痘逗窦豆大-{～小}
tʰ [1] 鸵驮陀拖投偷头{带～} [5] 透
n [1] 挪弩驽奴 [3] 努 [5] 怒
l [1] 鲈卢芦庐泸炉啰罗萝箩锣螺骡楼搂{～取} [3] 鲁卤虏橹裸篓娄搂{～抱} [5]路鹭露赂陋漏摞-
ʦ [1] 州洲粥舟邹周遮 [3] 肘走帚者 [5] 蔗奏昼皱宙纣骤咒
ʦʰ [1] 车稠愁抽绸稠酬畴筹仇蛇- [3] 扯丑 [5] 臭凑
s [1] 奢佘赊搜蛇=收飕馊 [3] 舍{～得}手叟守首 [5] 舍{宿～}赦麝社射兽受瘦授售嗽寿
ʐ [1] 蹂揉 [3] 惹 [5] 肉
k [1] 哥戈隔歌沟勾 [3] 狗苟 [5] 够构个购媾
kʰ [1] 棵颗科苛抠 [3] 可{～爱}口 [5] 扣叩寇蔻课
x [1] 猴侯喉禾河荷何和 [3] 吼 [5] 候厚后贺
ø [1] 阿俄蛾讹鹅荷{薄～}欧鸥殴瓯呕 [3] 偶藕袄-我 [5] 饿怄沤
iɯ
m [5] 谬
t [1] 丢
n [1] 牛 [3] 扭纽
l [1] 流溜{～走}硫琉留榴瘤刘 [3] 柳缕 [5] 六溜{一～}遛馏
ʨ [1] 纠鸠揪究 [3] 久酒灸九韭 [5] 就舅旧救疚柩咎
ʨʰ [1] 丘囚求秋裘泅
ɕ [1] 休羞修 [3] 朽 [5] 嗅袖秀绣宿{星～}锈
ø [1] 邮由优犹忧悠尤油游幽 [3] 有酉友莠 [5] 又臼诱柚釉幼右佑
uɯ
t [3] 朵躲 [5] 舵惰剁堕
tʰ [3] 妥椭 [5] 唾
n [5] 糯
l [5] 摞=
ʦ [3] 左佐 [5] 坐作座做
ʦʰ [1] 搓矬 [5] 锉措错{～误，交～}挫
s [1] 梭嗦蓑 [3] 所唢琐锁{～子}
k [1] 锅 [3] 果裹 [5] 过
x [1] 火伙和{～气，～面} [5] 货祸
ø [1] 窝倭
ai
p [1] 掰背{～着}悲杯碑卑 [3] 摆 [5] 拜败稗备被倍焙辈背{～后}贝
pʰ [1] 牌排胚丕呸赔陪培裴 [5] 派配沛佩
m [1] 埋梅煤媒玫枚酶楣眉=霉 [3] 买每美 [5] 迈卖魅媚妹寐昧
v [1] 歪 [3] 崴 [5] 外□{指示代词}
t [1] 呆 [3] 逮歹 [5] 带戴待代袋怠贷大{～夫}
tʰ [1] 台抬胎苔 [5] 太泰态
n [1] 挨-{～打} [3] 奶乃 [5] 奈耐内-
l [1] 来 [3] □{不～：摆} [5] 赖癞
ʦ [1] 灾斋栽贼 [3] 宰载{车～} [5] 在再寨载{～满}债
ʦʰ [1] 差{出～}猜裁才财材豺柴 [3] 采睬彩踩 [5] 蔡菜
s [1] 筛塞鳃腮{腮帮子} [3] □{运动过程中把液体或固体弄出来} [5] 晒赛
k [1] 该 [3] 改 [5] 丐盖溉概
kʰ [1] 开葵- [3] 凯慨楷 [5] 忾
x [1] 孩瞎-鞋- [3] 海 [5] 害氦亥解-{～州}
ɣ [1] 哀挨=埃癌 [3] 矮蔼 [5] 爱艾碍隘
uai
ʦ [5] 拽
ʦʰ [1] 揣{～着} [3] 揣{～测} [5] 踹
s [1] 摔衰 [3] 甩 [5] 帅蟀率
k [1] 乖 [3] 拐 [5] 怪
kʰ [1] 快块会{～计}筷侩脍刽溃{～脓}
x [1] 怀槐淮回恢灰辉挥 [3] 悔 [5] 坏会{学～，开～}绘惠汇卉彗慧晦贿秽
ei
f [1] 飞肥非妃菲{芳～} [3] 菲{不～}匪 [5] 费废痱肺吠
v [1] 危威桅为{作～}微维唯违围惟 [3] 尾违委伟苇韦纬伪萎 [5] 位为{因～，作～}慰卫未味喂畏谓胃魏
n [5] 内=
ʦ [1] 贼
k [3] 给
uei
t [1] 堆 [3] □{撞} [5] 对队兑
tʰ [1] 颓推 [3] 腿 [5] 退蜕
n [3] 馁
l [1] 雷 [3] 垒累{～积}儡{傀～}磊 [5] 类累{很～}泪
ʦ [1] 锥追 [3] 嘴 [5] 醉罪最缀坠赘
ʦʰ [1] 吹炊催崔槌垂捶锤 [3] 璀 [5] 翠脆悴粹瘁
s [1] 随隋虽谁绥 [3] 水髓 [5] 睡隧{～道}遂穗岁税碎祟
ʐ [3] 蕊 [5] 瑞芮锐
k [1] 龟归闺规 [3] 诡轨鬼 [5] 柜贵瑰跪=桂
kʰ [1] 窥亏奎魁盔睽葵=傀逵 [5] 愧跪-
x [1] 徽麾 [5] 毁
au
p [1] 包褒胞雹刨- [3] 饱宝堡=保 [5] 豹报抱=鲍刨{～子}爆暴
pʰ [1] 剖袍抛袍刨= [3] 跑 [5] 炮泡
m [1] 毛矛茅锚猫 [3] 卯 [5] 茂貌贸冒帽
t [1] 刀叨 [3] 倒{打～}祷导岛捣 [5] 到倒{～茶}道稻=盗
tʰ [1] 逃萄桃陶淘涛滔稻-韬 [3] 讨 [5] 套
n [1] 挠 [3] 脑恼 [5] 闹
l [1] 牢捞劳唠 [3] 老 [5] 酪涝
ʦ [1] 召凿遭糟昭招糙-朝{～气} [3] 澡枣早爪{～牙}蚤找沼 [5] 兆造噪燥躁灶皂肇照赵罩诏笊
ʦʰ [1] 糙=操{节～，～作}潮朝嘲钞抄超槽曹巢 [3] 草炒吵 [5] □{性交}
s [1] 烧臊搔骚梢稍捎韶勺芍 [3] 少{多～}扫{～地}嫂 [5] 绍邵扫{～帚}少{～年}臊{害～}
ʐ [1] 饶 [3] 扰 [5] 绕{～圈}
k [1] 膏糕羔高 [3] 搞稿 [5] 告
kʰ [3] 考拷烤 [5] 犒铐靠
x [1] 毫豪嚎壕蒿 [3] 好{～坏} [5] 好{喜～}号浩耗
ø [1] 凹熬敖 [3] 袄={棉～} [5] 奥懊澳傲
iau
p [1] 彪膘镖飙标 [3] 婊表 [5] 摽鳔
pʰ [1] 漂{～浮}瓢嫖飘 [3] 漂{～白} [5] 漂{～亮}票
m [1] 苗瞄描 [3] 藐邈秒渺缈 [5] 庙妙
t [1] 凋碉雕刁叼貂 [3] □{男性生殖器} [5] 掉吊钓调{～动}
tʰ [1] 条迢笤挑调{～和} [3] 挑 [5] 眺跳
n [3] 咬-鸟 [5] 尿
l [1] 聊辽疗潦撩燎嘹僚寥 [3] 了{明～} [5] 招料瞭廖
ʨ [1] 娇骄教{～课}交胶郊蕉焦浇椒 [3] 矫搅狡绞饺剿侥缴 [5] 觉窖酵轿较教{～授}叫校{～对}
ʨʰ [1] 樵锹=悄敲荞乔桥侨 [3] 巧 [5] 窍俏翘鞘
ɕ [1] 箫萧肖宵霄销消硝嚣淆 [3] 晓小 [5] 笑孝校{学～}效
ø [1] 要{～求}腰姚夭妖邀窑遥谣摇尧姚吆肴 [3] 舀杳咬= [5] 耀要{重～}
æ̃
p [1] 班搬扳般颁斑 [3] 板版扁- [5] 扮瓣办半拌伴绊
pʰ [1] 攀盘潘 [5] 盼畔叛判
m [1] 蛮馒瞒 [3] 满 [5] 慢漫曼幔
f [1] 帆矾藩繁樊凡翻番梵烦 [3] 反返 [5] 犯泛贩范饭
v [1] 玩完豌顽弯湾丸 [3] 晚挽惋碗婉皖 [5] 腕万蔓{藤～}
t [1] 丹耽担{～任}单 [3] 胆掸 [5] 担{挑～}诞淡弹{子～}旦坦-{许～}但蛋□{中空架着}
tʰ [1] 弹{～跳}昙痰谈坛贪潭谭坍谈滩摊檀 [3] 毯坦= [5] 叹探炭
n [1] 楠男南难{～易} [5] 难{灾～}
l [1] 蓝篮兰栏拦婪岚阑 [3] 懒揽缆榄览 [5] 烂滥
ʦ [1] 瞻簪粘{～住}沾 [3] 斩展盏攒 [5] 暂蘸战站占赞栈绽
