#a	1	2	3	5	6	7	8
ts	遮-斋	齐	剂借={~口}挤	济柘纃{~布}	助□{做~:倒霉}		
tsh	初妻栖		础楚={1，~国}	粞{糯米粉}			
s	蔬梳西犀疏		所洗黍	细{~弟:小弟}疏	□{多}穧{多}		
0	□{右，~爿：右边}	鞋	矮		会-{训，本字解}解-{1}		
#e							
p				□{跑}躃{跑}臂闭	避		
ph	披批削						
m	□{~囝：会吸血的小飞虫}						
t	堤	池	裏-		弟-{2，阿~}		
th		啼-		剃			
n							
l		离篱		例离{距~}	荔例隶		
k	鸡规窥闺圭			计继季桂既			
kh	稽□{~一点：占些便宜}		启	契企			
x		奚兮	□{白眼}	废肺戏费	惠慧系吠=		
ŋ		宜{便~}			艺毅谊义议系{关~}		
ts	支枝=妓脂芝栀		紫	祭穄制际笊{~篱}			
tsh	眵		侈	刺厕翅			
s	些施	匙	玺	世势□{lau11~:时候}□{无~：没意思}	誓逝嗜豉{豆~}		
0		移而儿{~童}	椅	翳{目~}			
#ek							
p						鳖憋别{1，~针}	别{2，离~)
ph						撇劈	瞥
m							灭蔑
t						跌哲辙	碟蝶谍牒秩
th						铁拆=彻撤澈	
n							
l						□{舔舐}裂=肋勒	列烈舌劣
k						荚劫揭结洁	杰
kh						缺{1，缺角}乞-	
x							协胁{~从}页穴狭
ŋ						□{ŋau11~：长得不正}	业孽逆=
ts						接褶哲折浙节=	捷睫
tsh						妾砌切=	蠞{梭子蟹}蠘{梭子蟹}
s						薛设涉泄	蚀{~本：亏本}涉舌
0						□{挖出来}	热叶{姓氏}
#ø							
p							
ph							
m							
t		伫{在}					
th			铲				
n							
l							
k							
kh				去-{1}			
x	□{起哄}						
ŋ							
ts	资咨姿之芝辎	磁兹滋瓷慈	子		自		
tsh		□{倒掉}	此	次			
s	私师=思-司-斯-厮撕	嗣祠{1}辞词饲=	史玺	四=肆=赐=	士似祀事=		
0							
#øk							
p							
ph							
m							
t						贮{盛饭}	着-{着火}
th							
n							箬{叶子}
l						掠略{侵~}	略
k						决诀羯{阉}□{阉}脚	
kh						缺却怯厥阙	剧
x						歇	
ŋ							虐瘧
ts						酌借-	着=爵嚼
tsh						鹊雀尺芍绰焯斥	席-{草席}蓆{草席}
s						削□{亲，好~：可爱}	石-蜀-{一，单说}
0						约阅钥跃	阅悦若{1}弱药钥跃曰欲
#ɔ							
p	玻褒	婆	宝保堡	报	暴		
ph	颇坡菠波	袍		破=	抱{1}		
m	莫馍	魔=摩毛磨=无-{没有}	母-{鸡~：母鸡}拇某	□{撞击}	冒帽磨		
t	多刀	驮驼坨陶淘萄逃掏{拿，取}择{2，~菜}	祷岛倒{躺}	倒{倒掉}到=□{趟，次}	惰道稻盗导		
th	涛滔叨	桃萄	讨	套			
n		挪□{转}	哪脑恼□{摇摆慢行}	□{粪~：垃圾}	糯		
l	啰唠捞=	罗锣劳牢□{焯}	老=	□{鞋~：雨靴}			
k	哥歌戈高膏篙羔糕	□{用棍子打}桦{~柴}	稿蒿	告			
kh	柯	炣{用清水慢煮}□{用清水慢煮}	可考	靠烤			
x		豪壕喉-亳何荷嚎	好{与坏相对}	耗好{爱~}	号-浩贺		
ŋ		蛾俄娥遨讹熬	我=		卧饿傲鏊		
ts		曹槽嘈遭	左枣	做造-	座坐=皂		
tsh	搓		草={1，包粽子的料}	错措糙造=臊			
s	梭蓑唆骚□{家禽啄物}		琐锁嫂	躁燥	皂		
0	倭	河	袄藕	奥澳懊			
#ɔk							
p						博□{詈语}	薄泊箔
ph						粕朴	
m						漠	寞
t						桌卓	骆□{摘}
th						托拓	
n						乇{东西}	
l						□{装入}	落酪洛络
k						各阁搁	
kh							
x						□{烙，~鱼}	鹤
ŋ						鄂	岳
ts						作卓	浊昨
tsh							
s						刷索{绳子}欶{吮吸}□{吮吸}	镯
0						恶-{乖}□{乖}	学-
#o							
p	夫-{姊~}	柎{量词，一~花}菩{量词，一~花}	补斧-颇	布怖	部薄簿步埠		
ph	铺-{动词}麸铺{店~}□{~屑：头皮屑}潽{溢出}	□{推}	普谱浦				
m	摸荸夫{丈~侬：男人；做~侬：女人}	模摹	牡亩某拇	墓募暮慕晡{前~：昨天}	雾-晡{前~:昨天}暮慕		
t	□{~丽：漂亮}	屠厨	躲□{躺下}朵剁躲		舵=墿{道路}		
th	拖=		妥唾={~弃}				
n							
l			虏裹{包~}		□{找}		
k			果={水~}裹={包~}过{1，菜老}	过{2}句个			
kh	镬{锅}科窠靴颗	瘸{~骹}		课			
x		和禾		货	祸		
ŋ	晡{暝~:晚上}	吾			误悟		
ts	朱株珠硃		主	注铸			
tsh				厝			
s	输{1，~赢}	□{两物品间的缝}			□{垫}		
0	芋蜗娲窝			沃{淋雨}	□{菜和粥和在一块}		
#ok							
p						剥髪發-{1，~ 芽、~癫痨疾}	拨缚勃
ph							曝瀑□{泡泡}
m						□{~tøŋ:不知道}	没
t						掇{拿东西}□{用肩抗}	夺
th						□{烫}脱	
n							诺
l						劣	绿录
k						骨郭廓□{剐蹭}	滑猾局□{裤~：内裤}
kh						曲窟扩壑	
x						霍豁忽郝	核
ŋ							月狱玉-
ts						烛拙缀	绝觫
tsh						粟啜猝□{谷}	□{重复}
s						缩雪说刷率{~领}	□{按摩}
0						沃{淋雨}	越粤
#i							
p	碑卑悲□{~li42：榕树}	脾琵枇	比鄙彼	蔽敝弊币毙泌痹庇秘滗{去滓}	被={~动}备匪□{味道}篦{~梳}蓖婢陛俾		
ph	丕胚匪悲	疲皮=肥=	痞疕{痂}	鼻			
m	咪	迷谜微眉楣唯惟维遗弥糜={~粥}	米美尾=	眯媚	味□{一口气把水喝下去}未=		
t	知	迟	抵=底=	智置蒂致	地痔治=雉{~鸡}稚		
th		提持驰蜘锄堤	耻				
n	□{~斗：斗笠}	尼=呢	你	饵	二贰弍腻=□{ka11~：自己}		
l		来-梨狸	李理鲤里裏=	利{1，~益}	厉{~害}励利{2，刀~}痢吏		
k	肢饥肌基机讥枝-箕稽	奇=其旗象棋期鳍祈祁	齿{又}杞己纪麂幾=几{茶~}	纪记既	技忌妓		
kh	欺=㩻{歪}	骑	齿-启起杞岂虮{蚂蟥}	器弃气汽	柿茄{番~}		
x	牺熙希稀嬉妃飞=		喜				
ŋ		疑仪宜=	耳=		耳-		
ts	膣{女阴，老~}	鲥	姊旨指=只止趾-址黹{针~}籽	致至志痣	稚字		
tsh	鳃雌痴		齿=矢	饲-{1，养}	市		
s	斯=司={公~}户丝诗蟋{~蟀}	时鹚糍{白果}	死始=	四-肆-试	视氏是示嗜寺嗣侍饲={2，~料}		
0	伊医衣依	姨夷胰{~皂：肥皂}贻饴而儿=	以已尔矣倚=	意异忆亿抑	肄{~业}异易{1，容~}		
#ik							
p						笔毕必逼弼□{脸裂}□{~痧}	狱□{熏昆虫}
ph						匹碧辟僻=	
m						□{躲藏}	密=蜜
t						滴嫡的{目的}鏑适{~应}	秩值直植笛敌狄侄轴蛰
th						剔踢饬	
n						□{kau11~：小鱿鱼}□{si44~：怎么}笠{~斗}	入日匿溺
l						栗□{跳}□{pi44~树：榕树}得{1，晓~}	立力历蛰疬笠{1，草~}
k						急级桔吉击激圾戟橘	及极
kh						泣迄乞-{给}□{~kui44：黑}	
x						熻{焖}	
ŋ						吸级抑	
ts						辑缉执质即鲫积织{1}职席绩瘠稷迹=脊	籍集疾寂
tsh						膝七漆戚拭{~桌}赤=□{低头}	
s						昔袭湿悉饰失室息熄惜={1}媳锡析识式适释穑屑蚀	习夕实食=蚀翼-
0						一乙益={1}译□{刺}揖	亦逸译疫役液腋翼=易{2，交~}
#u							
p		蒲{~扇}菩脯浮孵葡莆瓠 {金~:南瓜}□{~蝇:苍蝇}蚨{~蝇:苍蝇}□{火烤}炮{火烤}匏		富-	赴讣妇-孵腐		
ph	铺=	浮烰{油炸}	殕{霉}				
m			母={~亲}姆				
t	都	徒途图涂{1，动词}	肚={1，腹~}赌堵	妒	肚-{2，猪~}杜度渡镀踱		
th		塗{2，泥土}	土拄	吐兔			
n		□{~ne42：母亲}奴农	努	怒			
l	□{嘴~:口水}	庐炉芦卢鸬驴=	辱鲁橹卤□{搅和}	露褥	路=赂鹭□{贴~：蹲下}		
k	姑孤菇估辜鸪蛄{虾~}	狐葫糊-沽股{1，屁股}	古估牯鼓臌壶贾{2，商~}股{2，~票}	故固雇锢顾□{还，副词}	舅-旧-		
kh	枯箍呼-{~鸡}丘		苦	裤库酷	臼-		
x	呼=乎肤夫=敷俘	胡狐湖壶符芙巫诬乎呼{~吸}糊=蝴	虎浒府俯腑抚辅甫	付赋傅负复副戽赴讣富=	互户护沪附扶腐=阜妇=父{师~}		
ŋ		吴梧吾牛-	午五=伍=		五-伍-		
ts	租	慈	祖组阻诅梓	著诅{~咒}			
tsh	粗		楚{2，清~}	醋			
s	苏稣酥	祠{2}辞{2，推~}		素诉塑数赐-漱=	巳		
0	乌污巫诬	无=	武舞侮鹉抚	□{躲藏}恶{可~}{1}坞	务有鹜雾=		
#uk							
p						腹不	蔔{萝~}匍
ph						扑覆-{正面倒下}	仆
m							木目=穆牧没
t						笃督	独毒
th						□{堵，塞}	突凸读=
n							
l						□{消水}	赂律率禄陆{~地}鹿=
k						谷	掘倔
kh						哭屈□{折叠}酷	
x						福幅蝠腹=復{答~}彿佛{仿~}覆=	佛{~教}服伏袱
ŋ							
ts						卒祝嘱足	族蜀
tsh						猝出触促	
s						述叔=淑速肃宿粟-戍恤束蟀	术蜀=俗赎续属
0						屋熨握	物勿
#y							
p							
ph							
m							
t	猪蛛	除		著	箸		
th	储-{~藏}	锄蜘					
n		儒□{歪斜状}	女汝你				
l		驴	铝吕闾旅履	□{~一刀}	虑滤		
k	居车={象棋}拘驹马俱	渠瞿	举巨矩拒距	据锯	巨拒距具惧俱		
kh	驱区			去=			
x	墟虚嘘		许				
ŋ		鱼渔娱愚	语		遇		
ts	储{~蓄}诸书		煮	驻	聚住注{~意}柱=		
tsh	雏趋		取娶鼠	处趣			
s	需须舒输{2，焉~}	徐殊薯	绪暑荠{荸~}始-署	絮庶恕戍	序叙署薯树=竖		
0	淤於迂于盂=	如余餘予俞愉榆瑜儒于於	雨与羽宇禹乳		誉预豫喻愉裕愈□{磨损}		
#ai							
p		徘	摆{摇~}	拜	败		
ph			歹{~囝}	派			
m		埋		□{坏}	迈□{背}		
t	呆颱{风~：台风}	台𧉟{鸡~}		戴带	待贷袋=代=事-大={1，~学}		
th	胎苔筛梯-抬𥭘{筛}	治-{杀}刣{杀}	腿-{骹~：大腿}	态太泰			
n		捏	乃=	奶婿	乃耐奈捺柰		
l		来=雷{1}	篓		赖		
k	该皆阶□{嗦子}胲{嗦子}		改解=	芥=盖丐概溉届界戒介{2}□{再}			
kh	开=		凯楷	慨概溉			
x		孩累□{陶瓷}䀁{陶瓷}谐	海	□{那里}	亥械害懈骇		
ŋ		崖涯□{坏}		艾=尬	碍		
ts	灾裁	才财材{1}裁豺脐	宰指-趾-	再债□{这}	寨载在		
tsh	差{2，出~}釵猜		采採彩睬材{2，棺~}	菜蔡			
s	腮鳃狮师-{~父}	□{挺出}	屎使-驶	婿	□{~菩萨}		
0	哀埃挨{~打}	螠{~囝:小螃蟹}	爱□{再}蔼倚-	爱=隘			
#aik							
p						北八	拔帛
ph						拍迫魄	
m							墨默密-目-
t						得德□{找钱}□{用角顶}	特
th						贴帖	读-叠沓
n						□{凹}	捏
l						落{1，掉}□{舔}	肋裂勒鹿六漉{捞}簏{抽屉}
k						结{1，系}角革洁□{镰~}	□{给小孩把尿}
kh						刻克壳□{形容词，逼仄}	□{扔}
x						血黑	或惑获域
ŋ							逆
ts						责汁节-则泽择{1}宅	截
tsh						侧测策彻撤澈=	贼
s						涩塞色啬瑟虱□{配菜吃}	截{1，切}十
0						□{摁}	狭-{距离窄}
#oi							
p	杯飞-	培陪赔裴		贝褙辈背{椅~}杮{柴~}浿{小渠}	倍焙辈背{~书}佩		
ph	胚坯	皮-裴		沛配	被-{棉~}		
m		梅枚媒煤糜-	每尾-	妹	未-{副词}寐昧		
t	堆		短-	对兑块-	袋-兑代-{上~}		
th	推	颓	腿-	退□{小洞}蜕			
n			馁	□{哪里}	内		
l		螺擂骡脶雷={2，姓氏}			攉		
k			馃粿果-{1，~子：水果}裹-{~粽}	鳜髻{鸡~：鸡冠}绘刽桧			
kh	盔魁{填~:猜谜}奎		□{合掌揖拜}				
x	灰恢	回茴	火伙	贿悔岁-	汇绘会{2，开~}		
ŋ							
ts	锥			最缀赘{累~}晬{做~：做一周岁}	罪		
tsh	催崔吹炊		髓{骨~}	碎-莝{砍}脆□{寻找}揣{寻找}			
s	虽衰瘦			碎=岁=税隧遂穗赛帅	坐-		
0	煨			爱-{要}秽	卫		
#au							
p	包胞	刨	饱=	鲍豹			
ph	抛=□{老~：柚子}刨	跑		泡{~茶}炮=	雹泡{~沫}		
m		茅矛猫	卯铆		貌		
t	兜蔸		斗-抖={抖掉}陡	罩昼	豆痘脰{脖子}逗		
th	偷	头-投	擤㪗{展开}	透毒{毒害}			
n			绕		闹		
l	捞=	楼-搂刘流-留-		□{捅}	老-漏-陋		
k	郊交=勾钩沟狡阄	猴-	九-垢	遘{到}教=较够	厚-		
kh	阄	抠{刮表面}□{刮表面}	叩				
x	薅	毫		酵孝{~顺}	效校		
ŋ		肴淆	咬=	藕□{连读音，硬~：结冰}			
ts	糟	巢	爪找蚤澡走	挠灶□{指甲抓人}			
tsh	操抄钞□{搅拌}		草-{2}吵=	臭-			
s	骚稍			嗽哨扫			
0		号-{哭}		拗=	後-		
#auk							
p						驳髮-	雹
ph							
m						幕膜□{腐烂}	
t						琢啄	铎
th							
n							
l							乐{1，快~}
k						国	
kh						叩确磕榷扩	
x							学={~习}
ŋ							乐{2，音~}
ts							
tsh						撮绰戳磋	
s							
0						恶{2}	
#ɛu							
p							
ph		浮=	否剖				
m		谋			贸茂		
t	雕	条愁-投	斗=抖-{发抖}陡	吊{上~}鬥{~争}掉			
th							
n	□{做~：撒娇}	□{弯}	鸟=				
l	□{馊}	楼=寮{~囝：茅棚}			廖寥料漏=		
k	勾=狡=		苟狗{~腿}绞=	构购			
kh			口=	扣寇叩			
x		喉=侯猴=娆{轻佻}			後=后=候=厚=		
ŋ		尧	偶				
ts	邹		鸟-	皱=奏咒骤	骤		
tsh		愁=		凑			
s	搜梢馊	□{均匀}□{常常}	叟	瘦=			
0	鸥枵{饿}欧瓯		呕	□{叫}			
#eu							
p	膘鳔=标彪□{投掷}		表裱				
ph	飘	嫖瓢	漂{~白}	票缥	漂{~亮}		
m		苗描猫=锚=	秒渺藐		庙妙谬缪		
t	刁貂朝{今~}	朝{~代}潮沼稠调{~味}		钓吊-	赵兆召宙调{~动}		
th	挑		挑{~明}	跳			
n				皱=□{傻}绉	尿		
l	□{~藠：藠头}	燎撩{1}疗辽聊潦	了瞭{~解}		料撩{2，惹}		
k	娇骄	乔桥侨荞	缴侥饺矫	叫	轿挢{撬}藠		
kh	敲跷{~骹}		巧□{跛状}	翘窍绕=			
x	侥{~幸}嚣	娆{轻佻}	晓否				
ŋ		尧					
ts	蕉焦=椒召招昭沼浇		少-	照诏	奏凑		
tsh	锹超缲{~边}			俏笑			
s	消宵霄硝烧萧箫嚣销	韶	小	鞘肖俏少=	绍邵		
0	妖邀腰要={~求}吆夭	摇谣窑姚	舀扰	要={重~}	耀鹞{纸~:风筝}跃		
#ia							
p							
ph		□{走不稳状}					
m							
t	爹				蛎-		
th				□{~样}			
n			惹				
l							
k	□{□tɔ22~：婆婆}	岐枷		寄			
kh	奇-	欺-{~人}	挤企-	崎{陡}徛{1，~厝：建房}	徛{2，站立}		
x	□{裂开}	□{腻味}					
ŋ	□{单数}	鹅蜈		艾-	外-蚁		
ts	遮=		姐者纸	蔗笊			
tsh	车-奢	斜-	且	□{传染}			
s	奢赊□{漏}	邪蛇佘畲吃斜=	写捨{舍得}	泻卸赦舍{宿~}	谢社泄射麝泻翼		
0		耶爷	野□{很}		也夜□{撒}		
#iak							
p						壁	
ph						僻-避{2}	
m						□{无力地躺着}□{相抵}	
t						摘	籴
th						拆-{1}獭	
n						聂摄镊蹑□{闪动}	搦{抓住}
l						趿{鞋~：拖鞋}靸{鞋~：拖鞋}	□{晒东西圆形竹器}𥷒{晒东西圆形竹器}
k						挟{1，夹}峡	夹狭=峡
kh						摄□{闭眼}□{~相}	屐
x						赫许{2，那个}吓	□{腹鳍}
ŋ						□{镊}挟{2，用筷子夹}	额
ts						雀{1，麻~}迹-隻□{这}□{溅}	
tsh						织{2}恰脊赤-{~肉：瘦肉}	勺{勺子}杓{勺子}
s						摄{雷~：闪电}削=	射食-
0						益-	□{提手}
#iu							
p							
ph							
m							
t	丢	橱	□{触碰到}	宙?{声调存疑}	住-粙{稻}		
th	抽	筹畴绸	丑		柱-		
n	□{尾~：尾端}	揉	纽扭=口{弄烂}	扭-{两个指头掐肉}			
l	溜=鬚{嘴~}榴{1，房子的量词}	留=榴{2}瘤流=硫琉	柳	溜-{逃跑}馏-			
k	纠勼{收缩}□{~劲：用力}	求球葵{~花}仇稠□{住}□{缩}	韭灸久=九=	救究灸	舅=旧=		
kh	邱丘鸠		纠	糗{饭硬}	柩臼=		
x	休		朽	嗅-			
ŋ		牛=					
ts	周舟洲州睭{目~}珠{目~}		酒	蛀咒	就		
tsh	秋揫	愁=仇酬	手	树-嗅=臭=			
s	修羞收	囚泅	首守	秀绣锈袖兽宿{星~}	受寿授售袖鼬		
0	优忧幽悠	尤邮由油游柔	友有=	幼莠	诱酉又佑釉右柚=		
#iuk							
p							
ph							
m							
t						竹筑□{塞入}	逐
th						□{收縮}	
n							肉
l							
k						菊掬	
kh						菊麯曲{歌~}乞	
x						蓄畜旭	
ŋ							玉=
ts						粥叔-	
tsh						□{讨厌}	揉
s						孰宿{水果成熟}	熟{饭菜成熟}
0						□{~□naŋ35起：起来}郁	育浴辱褥
#ua							
p			簸				
ph				破-剖			
m		磨-麻-蘑魔-					
t					大-舵-		
th	拖-						
n					夥{多少}		
l		箩		捋{涂刺~}			
k	瓜□{不嫩}		寡剐	卦挂褂芥-{~菜}			
kh	夸		垮	跨			
x	花	华铧		化	桦		
ŋ							
ts	抓			□{这么}			
tsh							
s	纱沙-莎		耍				
0	蛙洼娃挖		我-	□{~市：畅销}	话画瓦		
#uak							
p						拨钵	跋{摔倒}钹
ph						泼	□{~水：打水}
m						抹	末抹
t							
th							
n							□{用手转}
l							
k						刮	
kh						阔括	
x						发=法	乏猾罚伐筏划{~船}□{迈，跨}伐{迈，跨}
ŋ							
ts							
tsh							
s							
0						挖	活袜划曰
#ui							
p		肥-		痱	吠-		
ph				屁-呸{吐出}啡{吐出}			
m							
t	追	捶			队坠		
th		锤垂槌		□{物重垂下}			
n							
l			儡垒蕾		累=锐泪类		
k	闺圭规龟归	逵葵	诡轨癸鬼幾-	贵癸	跪=柜		
kh	奎开-亏窥		傀	愧跪-	溃		
x	辉挥非徽麾		毁诲	讳			
ŋ		危			魏伪		
ts	锥		水	醉	粹		
tsh				喙{嘴}翠			
s	虽𤸬{瘦}衰{瘦}	随隋谁		穗睡=	遂瑞隧		
0	威	为违围桅韦	委苇纬萎贿	畏慰伟纬	卫为位胃谓猬		
#uai							
p							
ph							
m							
t							
th							
n							
l							
k	乖=		拐蒯	怪			
kh				会{2，~计}快={~乐}			
x		怀淮槐		坏			
ŋ					外=		
ts							
tsh							
s				帅			
0	歪						
#aŋ							
p	班斑颁扳般	平-坪	板-	棒柄	病-		
ph	攀潘=	庞膨彭评		胖盼□{空虚}泛{空虚}冇{空虚}			
m	网-{1，动词}	蛮馒瞒庞芒盲虻明-暝{~晡}	蜢		漫幔		
t	耽担{动词}丹单	谈痰坛弹{动词}澹{湿}□{透过阳光看}掸	胆掸	担{名词}旦诞但	郑淡弹{名词}		
th	贪摊滩瘫	檀潭谭坛檀	毯坦	探炭叹□{托}			
n	㬹{骹~:脚后跟}	南男难{形容词}	赧	难{名词}□{~起：起来}			
l		蓝篮兰拦栏	览榄缆揽{拥抱}㘓{口水}懒={~惰}		滥烂两-		
k	甘柑尴监{~督}干乾肝竿间奸菅更-{1，三~}杆艰	衔含-寒-	感赣锏敢橄秆擀赶哽简㔶{盖上}	监{太~}谏涧鉴间{~断}幹{~部}	汗-		
kh	堪龛刊看{1，~守}勘坑炕		坎砍舰	看{2}炕			
x	憨蚶酣鼾杏夯	含=衔=涵函韩咸鼾寒=闲=	罕	喊汉	撼翰憾陷		
ŋ		颜癌	眼		岸{1}雁谚彦		
ts	簮脏{1，不干净}争-	惭残谗馋	斩盏井	赞栈	暂站栈錾		
tsh	参{1，~加}掺搀青-{不成熟，黑色}	搀?{疑为阴平}	惨铲醒-	灿			
s	三杉衫珊删山疝生-牲-甥舢	晴-	伞产省-	散陕性-姓-疝			
0	庵安鞍肮	桁{檩子}	饮-{米汤}	暗案按晏{晚}	陷馅旱焊		
#aiŋ							
p	崩	朋棚鹏爿	版板=扳		扮办		
ph	烹	硼					
m		盟萌	猛蟒蠓{~囝}	梦-	慢孟网-{2，名词}		
t	灯登冬东-	猜填澄腾铜桐筒-	点-等=	店冻-	垫奠橂{谷物饱满}殿邓洞重-{形容词}动-		
th	通-蛏	虫沉-桐	桶捅筒	舔			
n		能侬{人}脓		嫰{1，软}𬂌{乳房，奶}□{乳房，奶}	念-{~经}		
l		聋笼咙砻	冷		弄		
k	羹庚耕工蚣更={~改}公-	鹹悬-{高}	减拣港埂梗耿	惯-更={2，~加}	县共-{~色：一样}		
kh	牵坑空-		犬肯=				
x	亨	弘行=恒衡宏还-	很狠	苋巷	幸杏		
ŋ					砚硬		
ts	曾增憎征争=筝针臻榛棕鬃	层曾{~经}	剪	粽荐{草~：草垫}	赠蹭		
tsh	葱千	蚕塍	宪				
s	双僧生=森牲=参-{人~}	前-榛{~子}	搡{推}𢱤{推}	送=			
0	阴-荫莺鹦	闲-红-	□{沾边}	按瓮揞	限		
#eiŋ							
p	鞭编边		扁匾贬蝙	变遍	辩辨辫汴便{方便}		
ph	篇偏编			片骗			
m		绵棉	免勉娩缅渑{~池}		麵{~条}		
t	甜颠癫	缠田霆{~雷：闪电}	展典		电佃奠		
th	添天		忝	䋎{缝}			
n	拈	鲇黏年□{女婿}粘	撵染		拧□{~死：掐死}		
l		廉镰连联怜-莲帘林	脸=□{滚动}辇		殓敛练炼恋		
k	兼间{房~}肩坚	亁{~坤}虔墘舷□{沿}	检茧	剑谏涧荐见	俭		
kh	谦	□{牵住}擒	遣	欠歉			
x		嫌贤弦玄悬=	险显		现苋		
ŋ			研碾	砚瘾	验		
ts	尖歼煎笺毡斟占瞻詹	钱前=潜	溅践饯{~行}	战占箭荐{推~}颤	贱践饯		
tsh	笺签迁千铅歼鲜		浅				
s	仙先腥羶	蝉禅婵檐盐{1，名词}		盐{2，动词，腌}	善膳羡		
0	淹腌掩焉烟燕{1，~国}	延筵涎圆-沿	掩演	厌堰燕{2}宴	院艳		
#øoŋ							
p							
ph							
m							
t	张-	场长={~乐：地名}□{mok5~：不知道}	长={局~}	涨仗帐账胀	长-{剩}丈{阿~：姑丈}		
th	张{量词}			畅仗	杖		
n		娘{1，姨~}		让娘{2，阿~：姨妈}			
l		良凉量{动词}粮梁粱	两=辆		亮谅辆{车~}量{大~}		
k	捐绢娟疆僵姜缰	强	强{勉~}	建毽	键健腱件		
kh	羌腔		强{勉~}				
x	香乡		响享晌	向宪献饷			
ŋ		言	仰				
ts	章樟漳张=詹瞻将{~军}		蒋奖桨掌	浆酱障将{大~}瘴	匠		
tsh	枪昌菖鲳	墙	抢厂	唱倡	匠像象橡绱{将鞋帮与鞋底缝合}		
s	商箱厢湘伤相{1，~信}宣喧襄镶□{细看}	详祥常尝偿	赏晌馋想鲞{咸鱼干}	相{2，~片}	痒-上尚		
0	央殃渊焉	沿缘然燃羊洋烊杨阳扬疡□{~phɛ11：青蛙}	养仰{信~}痒=		样		
#ɔuŋ							
p	帮邦	旁螃滂	榜绑膀傍	谤傍			
ph	乓			□{膨大}	碰蚌		
m		忙芒茫虻	蟒莽		望{1，动词，看}		
t	当{1，~兵}	长{2，形容词}堂棠螳唐塘肠	挡党涨	当{2，~铺}	丈荡宕撞		
th	汤窗	糖塘唐	趟躺倘	烫			
n		囊瓤		嚷-□{乱}	酿{~酒}		
l	□{背脊~}□{街~：街上}	狼郎廊螂	朗□{汗衫}	晾	浪		
k	岗冈刚缸钢纲光江扛豇	狂	讲广	杠降{1，下~}钢冈{山~}			
kh	康糠慷筐眶		旷矿圹	囥{藏}炕抗	□{空格}		
x	荒慌方芳	航杭谎妨防黄横簧皇蝗楻{~桶：大水桶}行{量词}	仿纺晃	况放=幻	项		
ŋ		昂			戆{傻}		
ts	庄装妆	存藏		葬壮	状藏{西~}臟{2，内~}		
tsh	仓苍疮餐窗=囱	床		创闯			
s	桑霜孀丧		爽	逊丧			
