a
p[1]巴疤扒芭琶杷[3]把{(~守|～屎)}靶[5]把{(~子)}霸罢壩耙{(~地)}
pʰ[1]趴[2]爬扒{(~手)}耙{(~子)}[5]怕
m[1]妈[2]麻蟆[3]马码蚂[5]骂
t[3]打[5]大
n[2]拿
n[2]哪[5]那娜
l[1]拉垃[2]喇
x[1]哈{(~气)}[2]哈{~蟆}
ʦ[1]臜{(腌~:作弄戏弄)}查{(姓)}渣[2]咋{(~搞的：怎么搞的)}[3]胙{(~肉：米粉肉)}拃{(张开手指丈量)}[5]乍诈炸榨栅{(～栏)}
ʦʰ[1]叉差{(~别)}[2]察茶搽茬查{检~}[5]叉杈岔诧
s[1]沙纱砂痧鲨[3]洒撒傻[5]厦{大~}啥
Ǿ[1]阿啊腌[2]儿[3]而耳迩饵尔[5]二

ᴇ
p[2]别{(副词)}[3]摆[5]拜败
pʰ[2]排牌徘[5]派
m[2]埋[3]买[5]卖迈
f[5]□{叫痛声}
v[1]歪[3]踒{~脚：扭伤脚}[5]外
t[1]呆[3]歹逮[5]待戴贷代袋带大{~夫}
tʰ[1]胎[2]台抬苔[5]太汰泰态
n[1]奶{~~:祖母}[3]奶乃[5]耐奈
l[2]来莱[5]赖癞
k[1]该[3]改[5]盖概溉丐
kʰ[1]开揩[3]凯楷恺
x[2]孩[3]海[5]亥害骇
ɣ[1]哀挨唉[2]埃呆{~板}癌蔼霭[3]矮[5]爱艾隘碍暧哎
ʦ[1]栽灾斋[3]宰载[5]在再债寨
ʦʰ[1]猜差{出～}钗[2]才财材裁柴豺[3]采睬彩[5]蔡菜
s[1]塞{~给}腮筛[5]赛晒

ə
k[1]嗝[5]个{~别}
kʰ[1]科棵颗窠苛柯蝌[3]可[5]课嗑{~瓜子}
x[1]□{讨好人}[2]河何荷和{~气}禾
ɣ[1]屙[2]鹅讹蛾俄
ʦ[3]者赭
ʦʰ[1]车[3]扯
s[1]赊[2]蛇奢佘[5]舍{~得}[5]社舍{宿~}射赦麝
z[3]惹

ɿ
ʦ[1]兹滋支枝肢芝蜘之知[3]子仔籽紫纸只{~有}旨指止[5]字至志治智稚致制痔置
ʦʰ[1]嗤痴匙[2]词祠瓷慈辞磁雌池驰迟持[3]耻齿侈[5]次剌赐伺{~候}翅豉{豆~}斥
s[1]师狮撕思司丝私尸诗[2]时鲥[3]死史驶屎矢[5]四寺饲似肆示视市世式是试誓

i
p[1]屄{女阴}[3]比匕彼妣鄙[5]敝弊蔽闭蓖避秘泌必
pʰ[1]批胚{~胎}坯披[2]皮疲脾琵枇啤此庇[5]屁僻譬
m[1]咪[2]迷谜醚眯糜靡弥猕[3]米[5]密蜜
t[1]低[3]底抵诋[5]帝地弟第递蒂棣缔
tʰ[1]梯[2]提提题啼[3]体[5]剃涕屉替
n[2]尼泥霓倪[3]你拟[5]腻
l[2]犁梨黎离篱璃厘鹂[3]礼李里理鲤俚[5]丽利痢例厉励荔隶
ʨ[1]鸡稽饥肌几{~乎}机讥矶唧{~咕}屐畸嵇[3]几{~个}挤济己[5]济{救~}荠计继系{~鞋带}寄冀记忌既技际季剂纪祭
ʨʰ[1]妻凄栖期欺[2]齐祁其奇棋旗骑耆脐鳍岐[3]企启杞岂[5]气汽迄弃契器砌憩
ɕ[1]西牺奚兮希稀犀{~牛}熙熹嘻嬉[2]溪[3]喜禧嬉洗铣[5]细系{关~}戏
Ǿ[1]衣依伊医椅[2]宜仪移夷姨遗饴怡贻疑沂颐彝[3]已以矣椅[5]义亿忆异艺呓蚁议易意逸毅翼裔

u
p[3]补捕哺[5]布步怖部埠簿
pʰ[1]铺{~设}潽{汤沸溢出}[2]蒲葡匍菩瀑[3]普浦埔圃脯谱朴{~素}[5]铺{店~}埠²
