tsɿ¹³资兹滋姿咨淄锱孶
xu⁵⁵虎唬浒琥午{（白读：晌～）}
xu³¹³户沪护
tʂu¹³朱猪珠蛛株诸
tʂu⁴²竹轴{（白读）}
tʂu⁵⁵主拄煮嘱瞩帚{（白读）}
tʂu³¹³住注蛀驻柱著助祝箸贮炷
tʂʰu¹³出初
tʂʰu⁴²除锄厨雏橱
tʂʰu⁵⁵楚础杵
tʂʰu³¹³搐矗处怵
ʂu¹³输疏蔬枢书{（文读）}梳{（文读）}叔{（文读）}抒舒
ʂu⁴²熟{（文读）}赎{（文读）}
ʂu⁵⁵数鼠{（文读）}暑{（文读）}属薯
ʂu³¹³树{（文读）}漱恕竖
ʐu¹³输{（白读，～赢）}
ʐu⁴²如
ʐu⁵⁵乳儒辱
ʐu³¹³入褥{（文读）}
tsu¹³租
tsu⁴²族卒足{（文读）}
tsu⁵⁵组祖阻诅
tsʰu¹³粗
tsʰu³¹³醋促簇蹙猝蹴
su¹³苏酥蘇
su⁴²俗
su³¹³素速诉宿{（～舍）}塑粟肃簌
u¹³乌屋呜污巫钨诬
u⁴²无芜吴
u⁵⁵午五武舞伍鹉忤吾捂
u³¹³物误勿务恶雾杌
ly⁴²驴
ly⁵⁵吕侣铝旅缕闾榈捋褛
ly³¹³绿律虑滤率
tɕy¹³居车{（棋子）}拘驹锔鞠掬
tɕy⁴²局菊橘桔
tɕy⁵⁵举矩莒
tɕy³¹³句巨聚具俱剧据锯踞飓
tɕʰy¹³区驱趋黢屈蛆躯曲蛐岖
tɕʰy⁴²渠朐衢
tɕʰy⁵⁵取娶
tɕʰy³¹³去趣
ɕy¹³蓿虚墟嘘需须戌
ɕy⁴²徐
ɕy⁵⁵许
ɕy³¹³旭煦序叙绪絮续婿
ȵy⁵⁵女
y¹³淤迂
y⁴²鱼渔娱榆余于盂谀竽愚瑜愉俞隅
y⁵⁵语雨羽
y³¹³玉预豫浴欲裕誉寓遇御喻愈谕狱育郁芋
a
pa0吧琶
pa¹³八巴芭疤笆吧{（酒～）}
pa⁴²拔跋
pa⁵⁵把{（～握）}靶
pa³¹³把{（刀～）}爸罢坝壩
pʰa¹³趴啪
pʰa⁴²爬扒耙{（～子）}
pʰa³¹³怕
ma0吗
ma¹³妈抹
ma⁴²麻
ma⁵⁵马码玛蚂
ma³¹³骂
fa¹³发{（发～）}刷{（白读）}
fa⁴²乏罚伐阀筏垡
fa⁵⁵法砝
fa³¹³发{（毛～）}
ta0瘩
ta¹³搭褡耷
ta⁴²达打{（量词，一～毛巾）}沓{（一～钱）}
ta⁵⁵打{（动词）}
ta³¹³大
tʰa¹³他她它塌榻沓趿踏
tʰa⁵⁵塔
tʰa³¹³拓
na⁴²拿
na⁵⁵哪
na³¹³那呐纳捺
la0啦
la¹³拉垃邋
la⁴²拉{（～家常）}旯
la⁵⁵蝲
la³¹³辣腊蜡
ka¹³嘎{（象声词）}
ka⁵⁵玍
kʰa¹³咖
kʰa⁵⁵卡
xa¹³哈{（～～笑）}
xa⁵⁵哈{（惊叹）}
ɣa¹³啊阿{（～姨）}腌{（～臜）}
tʂa¹³喳扎渣楂吒咋{（～呼）}
tʂa⁴²炸{（油～）}铡闸
tʂa⁵⁵眨
tʂa³¹³炸{（～弹）}诈蚱诈榨
tʂʰa¹³杈{（木～）}差{（～别）}插嚓叉{（～叉）}
tʂʰa⁴²茶搽查茬
tʂʰa⁵⁵衩蹅
tʂʰa³¹³杈{（树～）}岔刹差{（出～）}
ʂa¹³沙{沙尔希德ʂɐr¹³ɕi¹³tə <阿> ①证人：念衣扎布的人是新婚夫妇死后的～；②媒人。}纱杀痧裟莎砂鲨
ʂa⁴²啥
ʂa⁵⁵傻
ʂa³¹³厦霎煞
tsa¹³砸
tsa⁴²杂砸
tsa⁵⁵咋
tsʰa¹³擦
sa¹³仨撒{（～手）}
sa⁵⁵洒撒{（～网）}
sa³¹³萨{（拉～）}飒
pia⁴²□{象声词，多用来形容鞭子的抽打声。}
pʰia¹³□{象声词。}
pʰia⁴²□{象声词。}
lia⁵⁵俩
tɕia¹³家加嘉佳痂葭枷茄袈
tɕia⁴²荚颊
tɕia⁵⁵假贾甲钾
tɕia³¹³嫁价架驾稼
tɕʰia¹³掐
tɕʰia⁵⁵卡{（发～）}
tɕʰia³¹³恰
ɕia¹³瞎虾哈{（～腰）}
ɕia⁴²霞侠狭峡暇瑕遐匣辖黠狎
ɕia³¹³下吓夏
ia¹³鸭丫押压鸦呀
ia⁴²牙{ia⁴²ʐʅ³¹³ <波> 伙伴：我也去县城哩，我俩搭个～}芽衙涯蚜
ia⁵⁵哑雅
ia³¹³讶亚轧
kua¹³瓜呱{（～～叫）}刮{（～风）}
kua⁵⁵剐寡呱{（拉～）}刮{（～脸）}
kua³¹³挂卦褂
kʰua¹³夸
kʰua⁵⁵垮
kʰua³¹³跨挎胯
xua¹³花
xua⁴²滑划{（～船）}桦哗铧猾
xua³¹³话化划{（计～）}画
tʂua¹³抓
tʂua⁵⁵爪{（～子）}
tʂʰua⁵⁵歘{（强取，一把～过来）}
ʂua¹³刷{（文读）}
ʂua⁵⁵耍
ua0哇
ua¹³挖蛙娲洼凹{（白读）}
ua⁴²娃
ua⁵⁵瓦搲{（舀，～面）}
ua³¹³袜瓦{（动词，～房顶）}□{（藏匿、侵吞，～起来）}
pɛ¹³掰{（～开）}伯
pɛ⁴²白
pɛ⁵⁵百柏摆
pɛ³¹³拜败稗
pʰɛ¹³拍
pʰɛ⁴²排牌徘
pʰɛ³¹³派湃
mɛ⁴²埋
mɛ⁵⁵买
mɛ³¹³卖麦脉
fɛ¹³摔{（白读）}衰{（白读）}
fɛ⁵⁵甩{（白读）}
tɛ¹³呆
tɛ⁵⁵逮歹
tɛ³¹³带戴代贷大{（～夫）}待怠殆袋
tʰɛ¹³胎苔{（舌～）}
tʰɛ⁴²抬台苔{（～藓）}
tʰɛ³¹³太泰态汰肽
nɛ⁵⁵奶乃
nɛ³¹³耐奈
lɛ¹³来{（～跳皮筋）}
lɛ⁴²来莱
lɛ⁵⁵攋
lɛ³¹³赖癞籁
kɛ¹³该垓
kɛ⁵⁵改
kɛ³¹³盖丐钙概溉
kʰɛ¹³开揩
kʰɛ⁵⁵凯楷恺铠慨
kʰɛ³¹³忾
xɛ¹³咳{（～声叹气）}
xɛ⁴²孩还核{（白读，～心）}
xɛ⁵⁵海
xɛ³¹³害亥骇
ɣɛ¹³哀埃唉挨{（～近）}
ɣɛ⁴²捱{（～打）}皑
ɣɛ⁵⁵蔼
ɣɛ³¹³艾隘爱碍
tʂɛ¹³摘斋
tʂɛ⁴²择{（白读，～菜）}翟宅
tʂɛ⁵⁵窄
tʂɛ³¹³债寨
tʂʰɛ¹³拆钗差{（出～）}
tʂʰɛ⁴²豺柴
ʂɛ¹³筛
ʂɛ⁵⁵色{（掉～）}
ʂɛ³¹³晒
tsɛ¹³栽灾
tsɛ⁵⁵载{（记～）}宰崽
tsɛ³¹³在再载{（装～）}
tsʰɛ¹³猜
tsʰɛ⁴²才材财裁
tsʰɛ⁵⁵采彩踩睬
tsʰɛ³¹³蔡菜
sɛ¹³腮鳃塞{（堵～）}
sɛ³¹³塞{（边～）}赛
tɕiɛ¹³街秸皆阶
tɕiɛ⁵⁵解{（～开）}
tɕiɛ³¹³界介芥疖诫戒解{（押～届）}
ɕiɛ⁴²鞋
ɕiɛ³¹³械蟹懈邂
iɛ⁴²涯崖
iɛ⁵⁵矮{（个子～）}唉{（叹词，用在反问句前：～，你怎么这样说？）}
kuɛ¹³乖
kuɛ⁵⁵拐
kuɛ³¹³怪
kʰuɛ⁵⁵蒯㧟
kʰuɛ³¹³快块会{（～计）}筷侩脍
xuɛ⁴²怀淮槐徊踝
xuɛ³¹³坏
tʂuɛ⁵⁵跩
tʂuɛ³¹³拽
tʂʰuɛ¹³揣{（～到怀里）}
tʂʰuɛ⁵⁵揣{（～摩）}
tʂʰuɛ³¹³踹
ʂuɛ¹³衰{（文读）}摔{（文读）}
ʂuɛ⁵⁵甩
ʂuɛ³¹³帅率蟀
uɛ¹³歪
uɛ⁵⁵崴
uɛ³¹³外
pie¹³憋鳖
pie⁴²别{（分～）}蹩
pie⁵⁵瘪
pie³¹³别{（～扭）}
pʰie¹³撇{（～汤）}
pʰie⁵⁵撇{（～嘴）}
mie³¹³灭蔑篾乜
tie¹³爹跌
tie⁴²叠碟迭谍蝶牒喋
tʰie¹³贴帖
tʰie⁵⁵铁
lie¹³咧{（胡～～）}
lie⁵⁵咧{（～嘴）}
lie³¹³列裂烈猎劣冽
tɕie¹³接嗟揭
tɕie⁴²杰捷截竭节洁诘睫桀
tɕie⁵⁵姐解{（～释）}
tɕie³¹³借褯
tɕʰie¹³切
tɕʰie⁴²茄
tɕʰie⁵⁵且
tɕʰie³¹³妾怯惬窃挈
ɕie¹³些歇楔
ɕie⁴²斜邪胁协携
ɕie⁵⁵血写
ɕie³¹³谢泄泻卸亵
ȵie¹³捏
ȵie⁴²苶
ȵie³¹³聂涅镊孽蹑啮
ie¹³噎掖
ie⁴²爷
ie⁵⁵也野冶
ie³¹³夜液腋业叶页曳
pə¹³波玻剥菠播拨饽泊
pə⁴²薄{（厚～）}帛勃脖博钹驳
pə⁵⁵钵跛簸
pə³¹³薄{（～荷）}擘
pʰə¹³坡泼颇
pʰə⁴²婆
pʰə³¹³破魄
mə¹³摸
mə⁴²模魔摩磨{（动词，磨刀）}摹膜蘑
mə⁵⁵抹{（～灰）}
mə³¹³磨{（名词，石～）}莫陌
fə¹³说{（白读）}
fə⁴²勺{（白读，～子）}
tʰə³¹³特
kə¹³割歌搁{（～起来）}鸽疙戈胳
kə⁴²隔搁{（～了脚）}阁
kə⁵⁵葛哥
kə³¹³各个
kʰə¹³磕轲苛坷瞌嗑{（唠～）}克科棵颗蝌
kʰə⁴²壳咳{（～嗽）}
kʰə⁵⁵渴可
kʰə³¹³课客刻{（～字；一～钟）}
xə¹³喝呵
xə⁴²禾河合和何荷盒核{（～桃）}蛤{（～蟆）}
xə³¹³吓{（恐～）}赫鹤贺褐喝{（～彩）}
ɣə¹³阿{（～胶）}屙婀
ɣə⁴²鹅蛾俄讹峨
ɣə⁵⁵恶{（～心）}
ɣə³¹³恶{（凶～）}饿
tʂə¹³遮
tʂə⁴²蔗蛰辙鹧折哲着{（咋～）}
tʂə⁵⁵者赭褶
tʂə³¹³这
tʂʰə¹³车
tʂʰə⁵⁵扯
tʂʰə³¹³撤彻澈掣
ʂə¹³奢赊
ʂə⁴²舌蛇折{（～本）}
ʂə⁵⁵舍{（～弃）}
ʂə³¹³舍{（宿～）}设射麝摄赦社慑
ʐə⁵⁵惹
ʐə³¹³热
tuə¹³多{多斯提tuə¹³sɿ¹³tʰi⁴² <波> 朋友：拿手的～（好朋友）。}哆掇
tuə⁴²夺铎踱
tuə⁵⁵躲朵
tuə³¹³剁跺舵堕惰
tʰuə¹³拖脱托
tʰuə⁴²坨驼砣鸵沱驮{（～不动）}
tʰuə⁵⁵妥
tʰuə³¹³唾{（～弃）}
nuə¹³搦
nuə⁴²挪娜
nuə³¹³懦糯诺
luə¹³啰{（～嗦）}落{（大大～～）}
luə⁴²罗锣螺骡萝箩摞
luə⁵⁵裸略掠
luə³¹³烙{（～饼）}落络洛骆
kuə¹³锅郭聒
kuə⁴²国帼
kuə⁵⁵果裹□{（吮吸，～奶）}掴
kuə³¹³过
kʰuə¹³棵{（白读，一～树）}
kʰuə³¹³扩阔括廓
xuə¹³豁
xuə⁴²活和{（～面）}
xuə⁵⁵火伙
xuə³¹³祸货和{（～食）}
tʂuə¹³桌茁捉拙
tʂuə⁴²着{（～火）}浊酌琢啄镯
tʂʰuə¹³戳{（～破）}龊
tʂʰuə³¹³辍{（～学）}
ʂuə¹³说{（文读）}
ʂuə³¹³硕朔烁铄
ʐuə³¹³弱若
tsuə¹³作撮嘬
tsuə⁴²昨
tsuə⁵⁵左佐
tsuə³¹³做作坐座
tsʰuə¹³搓撮{（用簸箕～）}
tsʰʊə⁴²矬
tsʰuə³¹³错挫措锉
suə¹³蓑梭娑削{（白读，～皮）}唆嗦
suə⁵⁵所索锁琐唢
suə³¹³缩
uə¹³窝蜗莴涡倭捼□{（役使牲口时让其转弯的口令）}
uə⁵⁵我
uə³¹³握卧幄
tɕyə¹³撅蹶
tɕyə⁴²觉决抉攫爵掘嚼绝
tɕyə⁵⁵角蹶{（尥～子）}
tɕyə³¹³倔{（～强）}
tɕʰyə¹³缺
tɕʰyə⁴²瘸
tɕʰyə⁵⁵□{（折，～断）}
tɕʰyə³¹³却确雀鹊
ɕyə¹³靴削{（剥～）}薛
ɕyə⁴²学穴
ɕyə⁵⁵雪血鳕
ɕyə³¹³谑
yə¹³约曰
yə⁵⁵哕
yə³¹³月钥{（白读）}药{（白读）}越粤悦岳乐阅
pei¹³杯卑碑悲
pei⁵⁵北笔{（白读）}
pei³¹³贝背倍被备狈焙辈
pʰei¹³披{（白读，～上衣服）}坯{（土～）}
pʰei⁴²培赔陪
pʰei³¹³配佩沛辔
mei¹³没{（～有）}
mei⁴²梅枚媒煤眉楣霉玫酶
mei⁵⁵美每镁
mei³¹³妹媚魅寐昧袂
fei¹³飞非绯扉妃水{（白读，喝～）}
fei⁴²肥
fei⁵⁵匪菲诽吠
fei³¹³肺沸费废痱睡{（白读，～觉）}
tei¹³得{（～劲）}德{（～州）}
tei⁵⁵兑{（对等抵偿，～啦）}
tei³¹³对队兑
tʰei¹³推忒
tʰei⁵⁵腿{（白读）}
tʰei³¹³退{（白读）}蜕褪{（～毛）}
nei⁵⁵恁馁
nei³¹³内
lei¹³勒
lei⁴²雷蕾镭擂{（～鼓）}
lei⁵⁵累{（积～）}磊儡垒
lei³¹³累{（劳～）}泪类肋擂{（打～）}
kei⁵⁵给{（～钱）}
xei¹³黑嘿
ɣei¹³欸{（象声词，形容较小的哭泣声）}
ʂei⁴²谁
tsei⁴²贼
tuei³¹³队兑对
tʰuei¹³推
tʰuei⁵⁵腿
tʰuei³¹³退褪
kuei¹³归瑰龟闺规圭
kuei⁵⁵鬼轨诡癸
kuei³¹³贵跪桂柜刽
kʰuei¹³盔亏窥岿
kʰuei⁴²葵傀魁逵奎睽
kʰuei³¹³溃愧喟馈聩愦篑
xuei¹³灰辉挥恢诙徽晖麾
xuei⁴²回茴蛔洄
xuei⁵⁵悔毁
xuei³¹³会汇烩绘慧惠贿讳卉喙晦诲荟
tʂuei¹³追锥椎
tʂuei³¹³坠缀惴赘
tʂʰuei¹³吹炊
tʂʰuei⁴²垂锤捶陲槌
ʂuei⁵⁵水{（文读）}
ʂuei³¹³睡{（文读）}
ʐuei⁵⁵蕊
ʐuei³¹³瑞锐睿
tsuei¹³堆{（白读，一～土）}
ʦuei⁵⁵嘴
ʦuei³¹³罪最醉
tsʰuei¹³崔催摧
tsʰuei³¹³脆翠萃粹淬悴瘁
suei¹³虽
suei⁴²随隋髓绥遂
suei³¹³岁碎穂秽祟
uei¹³威偎煨巍
uei⁴²为围圩帷帏维唯唯违闱
uei⁵⁵韦伟苇猥伪尾{（文读，～巴）}
uei³¹³喂卫位魏慰纬尉蔚未味胃渭谓猬
pɔ¹³包胞褒苞
pɔ⁴²雹
pɔ⁵⁵保堡饱宝褓
pɔ³¹³抱豹菢报刨{（～子）}暴爆鲍
pʰɔ¹³抛剖
pʰɔ⁴²咆刨{（动词）}炮{（～制）}
pʰɔ⁵⁵跑
pʰɔ³¹³泡炮{（枪～）}
mɔ¹³猫
mɔ⁴²毛茅矛锚牦蟊髦
mɔ⁵⁵卯铆
mɔ³¹³冒帽貌茂贸
fɔ⁵⁵否
tɔ¹³刀叨
tɔ⁵⁵倒导岛捣蹈祷
tɔ³¹³到悼倒道稻盗掇{（拾～）}
tʰɔ¹³涛掏韬滔绦
tʰɔ⁴²桃逃淘陶萄啕
tʰɔ⁵⁵讨
tʰɔ³¹³套
nɔ¹³孬
nɔ⁴²挠铙蛲
nɔ⁵⁵脑恼瑙
nɔ³¹³闹
lɔ¹³唠{（～叨）}捞
lɔ⁴²劳牢痨崂唠{（话～）}
lɔ⁵⁵老姥
lɔ³¹³涝酪耢落{（莲花～）}
kɔ¹³高膏{（名词，药～）}篙糕羔镐
kɔ⁵⁵搞稿睾槁缟皋
kɔ³¹³告诰郜膏{（动词，～油）}
kʰɔ⁵⁵烤考拷
kʰɔ³¹³靠铐犒
xɔ¹³蒿薅
xɔ⁴²豪嚎壕耗{（～油）}毫号{（哭～）}
xɔ⁵⁵好{（友～）}
xɔ³¹³好{（爱～）}号皓耗{（～损）}
ɣɔ¹³凹爊{（～白菜）}嗷
ɣɔ⁴²熬{（～药）}
ɣɔ⁵⁵袄
ɣɔ³¹³坳傲奥澳懊鏊
tʂɔ¹³招朝{（～夕）}昭钊
tʂɔ⁴²着{（～火）}
tʂɔ⁵⁵找爪{（～牙）}沼
tʂɔ³¹³照召赵罩兆肇
tʂʰɔ¹³超抄钞
tʂʰɔ⁴²朝{（～代）}巢潮嘲晁
tʂʰɔ⁵⁵吵炒
ʂɔ¹³烧捎梢鞘筲稍
ʂɔ⁴²韶
ʂɔ⁵⁵少
ʂɔ³¹³潲{（～雨）}绍少邵哨
ʐɔ⁴²饶{（～恕）}娆
ʐɔ⁵⁵扰绕{（围～）}
ʐɔ³¹³绕{（～路）}
tsɔ¹³遭糟
tsɔ⁵⁵早枣澡藻
tsɔ³¹³造灶皂燥躁
tsʰɔ¹³操
tsʰɔ⁴²曹漕槽螬
tsʰɔ⁵⁵草
tsʰɔ³¹³肏
sɔ¹³搔骚臊瘙
sɔ⁵⁵扫嫂
sɔ³¹³臊{（害～）}
piɔ¹³标彪膘镖
piɔ⁵⁵表裱婊
piɔ³¹³鳔摽{（～劲）}
pʰiɔ¹³飘漂{（～浮）}缥
pʰiɔ⁴²瓢嫖剽
pʰiɔ⁵⁵殍
pʰiɔ³¹³票漂{（～亮）}
miɔ¹³喵
miɔ⁴²苗瞄描
miɔ⁵⁵藐渺秒缈邈
miɔ³¹³妙庙
tiɔ¹³刁叼雕貂碉凋
tiɔ⁵⁵屌
tiɔ³¹³掉调吊钓
tʰiɔ¹³挑{（～担子）}佻
tʰiɔ⁴²调条迢笤
tʰiɔ⁵⁵挑{（～拨）}窕
tʰiɔ³¹³跳眺粜
liɔ⁴²嘹撩僚潦獠疗辽聊燎瞭寥
liɔ⁵⁵了{（～结）}燎{（烟熏火～）}
liɔ³¹³撂料镣
tɕiɔ¹³交胶郊教{（～给你）}焦蕉椒骄娇蛟浇
tɕiɔ⁴²嚼
tɕiɔ⁵⁵缴狡绞矫搅侥铰饺姣皎剿
tɕiɔ³¹³教{（～室）}校{（～对）}窖酵轿叫觉{（睡～）}
tɕʰiɔ¹³敲跷悄
tɕʰiɔ⁴²瞧樵憔乔桥侨荞谯
tɕʰiɔ⁵⁵巧
tɕʰiɔ³¹³俏峭窍撬翘诮
ɕiɔ¹³消宵霄硝销嚣箫逍肖{（生～）}萧潇
ɕiɔ⁵⁵小晓
ɕiɔ³¹³笑孝效校{（学～）}哮
ȵiɔ⁵⁵鸟袅
ȵiɔ³¹³尿
iɔ¹³妖夭幺吆要{（～求）}腰邀约{（用秤～）}
iɔ⁴²摇遥谣窑爻肴瑶
iɔ⁵⁵窈舀杳咬
iɔ³¹³要{（重～）}耀鹞钥{（～匙）}
təu¹³兜都
təu⁵⁵斗{（升～）}陡抖蚪
təu³¹³豆逗痘斗{（～争）}
tʰəu¹³偷
tʰəu⁴²头投
tʰəu³¹³透
ləu¹³搂{（～一把）}
ləu⁴²娄楼耧喽{（～罗）}搂{（用筢子～）}
ləu⁵⁵篓搂{（～抱）}
ləu³¹³漏露{（～头）}陋瘘
kəu¹³勾沟钩佝
kəu⁵⁵狗苟枸
kəu³¹³够构媾购
kʰəu¹³抠眍
kʰəu⁴²□{（不和善：那个人很～）}
kʰəu⁵⁵口
kʰəu³¹³扣叩寇
xəu¹³齁
xəu⁴²猴喉侯
xəu⁵⁵吼
xəu³¹³厚后候
ɣəu¹³欧殴鸥瓯讴
ɣəu⁵⁵呕偶藕
ɣəu³¹³怄沤
tʂəu¹³周粥州洲舟诌
tʂəu⁴²轴
tʂəu⁵⁵肘帚
tʂəu³¹³昼纣宙皱骤咒
tʂʰəu¹³抽
tʂʰəu⁴²稠愁仇筹酬惆
tʂʰəu⁵⁵丑瞅踌
tʂʰəu³¹³臭
ʂəu¹³收
ʂəu⁵⁵手守首
ʂəu³¹³瘦受授狩售寿兽
ʐəu⁴²柔揉糅蹂
ʐəu³¹³肉
tsəu⁵⁵走
ʦəu³¹³揍奏
tsʰəu³¹³凑
səu¹³搜馊嗖艘飕
səu⁵⁵擞叟
səu³¹³嗽
tiəu¹³丢
liəu¹³溜熘
liəu⁴²流刘留榴瘤硫琉浏馏
liəu⁵⁵柳绺
liəu³¹³遛六馏{（～馒头）}
tɕiəu¹³揪鸠纠究咎赳疚鹫灸
tɕiəu⁵⁵九久酒韭玖
tɕiəu³¹³就臼舅救旧
tɕʰiəu¹³秋丘邱蚯鳅
tɕʰiəu⁴²求球囚裘逑酋遒泅仇{（姓氏）}
tɕʰiəu⁵⁵糗□{（面条～了）}
ɕiəu¹³修休羞馐
ɕiəu⁵⁵朽
ɕiəu³¹³秀绣锈袖嗅
ȵiəu¹³妞
ȵiəu⁴²牛
ȵiəu⁵⁵纽扭忸
ȵiəu³¹³拗
iəu¹³优忧邮悠幽攸
iəu⁴²由油铀釉蚰尤犹酉疣游
iəu⁵⁵有友
iəu³¹³又右佑幼诱柚
pã¹³扳班般斑搬颁
pã⁵⁵板版
pã³¹³半伴拌办绊瓣扮
pʰã¹³潘攀
pʰã⁴²盘磐蟠
pʰã³¹³盼叛判畔
mã⁴²蛮瞒馒蔓{（～菁）}
mã⁵⁵满
mã³¹³蔓慢曼漫谩幔熳墁迈{（白读）}
fã¹³翻帆番幡拴{（白读）}
fã⁴²烦凡矾繁梵樊
fã⁵⁵反返
fã³¹³饭范犯贩泛
tã¹³耽单{（～数）}丹郸眈担{（扁～）}
tã⁵⁵胆掸
tã³¹³诞担{（～子）}旦但蛋弹{（子～）}氮
tʰã¹³贪坍瘫摊滩
tʰã⁴²弹{（～琴）}昙谭潭谈痰檀覃坛
tʰã⁵⁵毯坦袒忐
tʰã³¹³炭碳叹探
nã⁴²男南难{（困～）}楠喃
nã³¹³难{（灾～）}
lã⁴²兰蓝拦栏岚篮澜阑婪
lã⁵⁵揽览懒缆
lã³¹³烂滥
kã¹³干{（～燥）}甘柑泔肝竿杆{（电线～）}疳
kã⁵⁵杆{（秤～）}赶擀敢橄感
kã³¹³干{（～活）}赣
kʰã¹³勘堪刊
kʰã⁵⁵砍坎侃
kʰã³¹³看瞰
xã¹³憨鼾酣
xã⁴²含函寒韩邯涵
xã⁵⁵喊
xã³¹³撼旱汉汗悍焊捍憾
ɣã¹³安庵鞍
ɣã⁵⁵俺埯
ɣã³¹³岸按案暗
tʂã¹³沾粘瞻毡
tʂã⁵⁵展斩盏辗崭
tʂã³¹³湛占站战栈绽蘸
