兰溪	
tɕʰ	①溪欺牵伸1□(~□□iɔ³³xue⁴⁵：打哈欠）⑤启契企器弃起3（~风)气汽欠纤
dʑ	②ⓐ奇骑棋期旗钳⑥技其忌及1（来弗~）件健1（身体健壮）
ȵ	①儿2（慢慢~吃）黏②ⓐ泥年⑤议（会~）你3（读字)□（~线：针)⑥艺义谊疑染念1（~经）甘碾砚（~碗：砚台）□（□dɔ³³～猜：猜谜）⑨ⓐ尼（~姑）人2（□ɕy⁵³³～家：女人）阎1（~龙王：阎王）严1（~州府）
ɕ	①牺嬉（玩儿）熙希稀锨(火~：火铲）⑤戏喜嬉（蜘蛛）闪险十2（~二月）扇𱿹（~□n²¹³：蚯蚓)蚬（蚌~：蚌）□（老~子：老头子）
ʑ	⑥系（联~）鳝
ɡ	②ⓐ□（这)
Ø	①伊医衣依萁（莨~□pʰɔ⁴³⁴：蕨）烟宜（便~）②ⓐ移胰又1盐（名词)⑤姨2（~娘：姨母）已以2意忆亿厌艳厣（鳞：痂）堰䞁（量长度）燕沿（边~：旁边）⑥易（容~）以1遗又2盐（动词）□（磨损）⑨ⓐ檐（屋~头：屋檐）弦(~线：二胡的弦）胭（~脂)
#u	
p	⑤补谱布佈怖□（癞蛤~：癩蛤蟆)
pʰ	①铺(动词)潽(溢）⑤普浦铺(卧～)捕甫
b	②ⓐ婆1（婆婆)蒲菩葡荸（~荠)匏（弧子）鹁（~鸽：一种斑鸠）□（奶~：乳房）□（枫~：枫树的果子）⑥脯(~头前：胸脯）部簿□（~笼：竹子编的箱子)步埠伏（孵）□（在阳光下取暖）□（~仙姑：问巫婆）⓪耙1（四齿~）
m	⑤母2⑥暮慕墓募
f	①夫麸舞1（跳~）⑤肤（皮~）敷府斧赔父1（师~）辅付傅咐附妇1（新~）负1（欺~）富副□（□me³³~鱼：墨鱼）
v	②ⓐ符扶英浮⑥无2（~名指）父2武舞2务雾姿（~剧）妇2（弟~）
t	①多2（形容词）都（首~）⑤都（副词）朵躲赌肚（猪~）堵妒
tʰ	①拖2⑤土吐（~痰）吐（~血）兔
d	②ⓐ驼驮（抱)舵徒涂⑥大1（形容词）途图杜肚（~皮：肚子）度渡镀□（用毒药毒害致死）
n	②ⓐ□（抚摩)⑤努女1（~婿）⑥糯女2（儿~）⑨ⓐ奴（~才）
l	②ⓐ箩脶芦1（葫~）⑤卤萝（天~：丝瓜）⑥罗锣卢鲁路露□（~口：润嗓子）②ⓑ卢2芦2庐⓪炉（火~）⑨ⓐ螺（~蛳）
ts	①渣2遮2租⑤做诈蔗2祖组阻
tsʰ	①搓岔2车2（货～）粗初差2（出～）⑤锉醋措错楚础
dz	②ⓐ茶2搽2查2（检～）⑥助
s	①蓑（～衣）痧2苏酥（脆）酥梳蔬鬚鳃（鱼～）☐（～口：漱口）☐2（～☐mɔ455袋：褡裢）⑤梭锁捨2舍2（隔壁邻～）素诉塑所1数（名词）晒2☐（模子）
z	②ⓐ蛇2⑥射2麝坐座
k	①歌哥2家1加1嘉瓜姑孤菰菇鸪（～～：斑鸠）☐（面☐tɕiɑʔ54～：腮帮子）⑤个5（真～☐tɕʰiɤɯ434:实在）果裹馃过家3（用于地名。如，朱～、叶～）假（真～）架嫁价寡古牯股故固雇顾掛字（鸡食～：鸡嗦子）☐（☐tɕieʔ34～：继续、老是）卦☐（辫☐tɑʔ34～：辫子）☐（乌鳢～☐kæ̃0:腿肚子转筋）
kʰ	①科窠箍⑤可1课揢（抓）苦库裤
ŋ	②ⓐ鹅牙1芽华1（金～）吴⑥饿砑1（汽车轧）瓦误悟娱②ⓑ俄
x	①虾花呼☐（鼾）☐（～田：転田）☐（老～钩：佝偻）⑤火伙货下（～谷籽：撤谷种）化虎浒戽☐（～蚁：蚂蚁）
Ø	①乌污②ⓐ荷和1（～尚：～棋）胡湖壶糊1（浆～）⑤涴（屎）下3（～王：地名）哑掗（强迫给人）坞（山～：山谷）☐（遗失）☐（～肉：煮肉）☐（☐tʰɤɯ33～☐tɕʰieʔ0:呃逆）⑥河（黄～）祸下1（乡～）夏1（～天）糊2（烂～泥：泥土）户沪互护画1（名词）话☐（口～：嘴）⑨ⓐ桠（～枝：树枝）划1（〜算）梧（～桐树）狐（～狸）葫（〜芦）鬍（～鬚）蝴（～蝶）
#y	
tɕ	①猪2（～八戒）诸居车（～马炮）朱硃珠⑤举著（～名）据拄主矩註注蛀铸句☐（指，动词）②ⓑ猪3（“亥”的别称）
tɕʰ	①区驱⑤处（相～）鼠2取2娶趣
dʑ	②ⓐ除1厨橱株衢⑥储渠3（石～：地名）序绪拒距聚柱住具跪1②ⓑ除2（加减乘～）
ȵ	②ⓐ鱼渔愚鲇（～☐de213:鲇鱼）⑤女2语☐（花～：花蕾）⑥遇
ɕ	①疏书舒虚须需输（〜赢）⑤暑汝许2数（动词）☐（〜牙：换牙）☐（～人家：女人。连读调为533）
ʑ	⑥如乳竖树
Ø	②ⓐ余餘⑤雨2（落～）羽芋2（薯～：白薯）⑥於淤与誉预孟俞雨1（一☐ze11〜：一阵雨）芋（〜头）喻裕⑨ⓐ椅（交～発：椅子）围1（〜裙）
#yi	
l	⑤吕
tɕ	①专砖1捐⑤转（～侧：转身）卷（考～）☐（糯米晒得干透）
tɕʰ	①川穿⑤串1劝犬1（军～）
dʑ	②ⓐ缠传（宣～）橡船2拳权1颧⑥传（名词）
ȵ	②ⓐ愿1（发～：发誓）⑥软1⑨ⓐ原1（～因）
ɕ	①靴闩宣⑤楦
ʑ	②ⓐ船1
Ø	①冤渊②ⓐ丸圆员缘元1（状～）园玄⑤怨⑥院远县☐（簟～：簟）
#yu	
tɕ	①渣1遮1⑤蔗1
tɕʰ	①岔1车1（货～）差1（出～）☐（～钻：钻，名词）
dʑ	②ⓐ茶1搽1查1（检～）
ɕ	①痧1☐1（～☐mɔ455袋：褡裢）⑤捨1舍（隔壁邻～）晒1
ʑ	②ⓐ蛇1
#a	
p	①巴3（乡～佬）芭（〜蕉）⑤簸（动词）霸坝拜摆
pʰ	⑤破派☐（往田里放水）
b	②ⓐ排牌簰⑥罢败☐（花谢）
m	②ⓐ埋⑤妈（～妈：奶奶）马3（“午”的别称）码买2⑥买1卖☐（～☐ti45:等一下）
t	①多1（往～年：往年）⑤戴1（动词）带担（扁～）打3（量词）
tʰ	①拖1（～车）他⑤太1泰
d	②ⓐ☐（下沉）⑥大2（～学）汏（用棒槌洗衣服）☐（量词，用于路）
n	①奶（饲～：喂奶）☐（老鼠～：瘊子）⑥☐2（尔～：你们）
l	①拉⑤☐（锯，动词）⑥哪赖☐1（渠～：他们）⑨ⓐ癞（～蛤☐pu45：癞蛤蟆）
ts	①遮3⑤诈债
tsʰ	①叉差（～别）⑤蔡
s	①沙纱筛2（～茶）傻（～子）⑤洒2
z	⑥射3②ⓑ蛇3（“巳”的别称）
k	①家2（自～农：自己）蛤2（癞～☐pu45：癞蛤蟆）街⑤解（～开）解（押送）介界芥尬疥戒庎（～橱：碗橱）
kʰ	①揩⑤楷
ɡ	②ⓐ蛤1（～蟆：蛙的一种。黑色，很小）⑥懈（慢）☐（～农：硌人）
ŋ	⑤蚁2（白～）⑥我1（～农：我）外蚁1雁（～鹅：大雁）
x	⑤蟹
ɣ	⑥☐（流）
Ø	①☐（推）②ⓐ鞋⑤阿2（～妈：母亲）鸦（乌老～：乌鸦）矮⑥我2（～☐45：咱们）
#ia	
tɕ	①茄（番～：西红柿）加2（～减乘除）斋⑤假（暑～）驾☐（～了：知了）
dʑ	⑥☐（大～：大钹）
ȵ	⑥惹（理睬）
ɕ	①筛1（～茶）⑤洒1
ʑ	②ⓐ柴⑥夏（姓）厦（〜门）夏2（春～秋冬）☐（鱼的黏液）☐（～pɔ33花：杜鹃花）②ⓑ畲豺
Ø	②ⓐ爷1（父亲）也2⑤雅2（〜畈：地名）亚爷2（〜～）野2⑥耶（〜稣堂）雅1也1野1夜
#ua	
k	①乖⑤怪拐
kʰ	①夸垮（～台）⑤快
ɡ	②ⓐ怀1（～里）
Ø	①歪②ⓐ划2（～船）⑥坏②ⓑ华2（中～）怀2（彭德～）
#ya	
tɕ	①株（稻～：稻子的茬儿）抓2（～牌）☐（不锋利）☐（蹲：在）
tɕʰ	⑤☐（～水：倒水）
dʑ	②ⓐ瘸（～手：手残废）⑥射1（解大小便）
ɕ	①衰⑤帅
Ø	②ⓐ☐（喊）
#ɔ	
p	①波菠玻巴1（尾～）包胞☐（手巾～：手巾）☐（ʑia11～花：杜鹃花）⑤把2（～尿）保堡宝暴饱报豹☐（跳）☐（射尿～：尿床）
pʰ	①坡☐（柚子）☐（莨萁～：蕨）⑤炮泡
b	②ⓐ琶杷⑥☐（～牙：龅牙）耙（犁～）稗袍鲍爆鉋
m	②ⓐ磨（动词）麻痲蟆毛1猫⑤马2（〜鞍）蚂（～蟥）网2（嬉～☐pæ̃434：蜘蛛网）☐（☐ɕyu33～袋：褡裢）⑥磨（名词）马1冒帽卯②ⓑ毛2（姓）矛（～盾）⓪貌（相～）⑨ⓐ魔（〜鬼）茅（～铺屋：茅草盖起来的房子）☐（～蚣：蜈蚣）
t	①刀⑤岛到倒（打～）倒（～水）打2（～拄：助挑担用的棍子）
tʰ	⑤讨套
d	②ⓐ桃逃淘（挖）陶☐（～☐ȵi213猜：猜谜）⑥陀萄道稻导（领～）盗
n	①☐（椅子等不稳）⑤脑恼⑥闹
l	②ⓐ牢⑤老2（～鼠）佬⑥劳老1（形容词）⓪痨（肺～）⑨ⓐ萝（～ト）
ts	①渣糟⑤左佐早枣蚤澡躁灶爪2找2笊2罩
tsʰ	①抄⑤操（曹～）草糙钞炒2少
dz	⑥曹造2（改～）
s	⑤所2骚臊（尿～臭）扫嫂燥（干燥）☐（蒙～：赶快）
z	②ⓐ槽☐（～额头：额头突出）☐（～农：肚子里缺少油水的感觉）⑥皂造1噍（倒～）
k	①蜗（～牛）高1衙羔糕交胶茭☐（寻～：找遍）⑤稿告绞搞（玩儿）教1（～书）酵窖觉（睏一～）②ⓑ高2（崇～）
kʰ	①敲⑤考烤铐靠
ɡ	⑥藠（老～：藠头）☐（乌淋～：冰锥）
ŋ	②ⓐ牙2衙熬⑤我3☐（拧）⑥卧砑2（擀）鏊（〜盘：平底锅）
x	⑤好（形容词）好（爱～）
ɣ	⑥何浩②ⓑ和2（～平：地名）贺
Ø	①☐（叫）⑤袄奥澳凹⑥号
#iɔ	
p	①标2（目～）彪⑤标1（梢）表錶婊
pʰ	①飘⑤漂（～白）票
b	②ⓐ瓢嫖薸⑥☐（烫伤起的泡）
m	②ⓐ苗描⑤秒⑥庙妙
t	①刁雕⑤鸟钓吊☐（～酒：做白酒）
tʰ	①挑⑤跳粜
d	②ⓐ条笤（～帚）⑥掉调（空～）调（～动）⑨ⓑ☐（☐☐maʔ2tsʰi33～：垢）
l	②ⓐ捞聊了3（知～）☐（～子：舉丸）⑤了4⑥疗了1（讲～：讲完）料廖②ⓑ辽（～宁）
ts	①焦蕉椒
tsʰ	①锹缲⑤俏（漂亮）☐（种～：种牛痘）
dz	⑥剿（～匪）
s	①消宵硝销萧箫⑤小笑肖☐（菜园～：篱笆）
tɕ	①抓1（～痒）郊蛟昭招朝（三～：结婚后第三天）骄娇浇⑤爪1找1笊1教2（～育）较照叫饺☐（擦）
tɕʰ	①超跷（～脚：瘸子）☐（～角：牛互相顶角）⑤炒1巧耖
dʑ	②ⓐ朝（清～）潮桥荞☐（脚～：脚板底）⑥赵兆召轿撬☐（什么）②ⓑ乔侨
ȵ	②ⓐ饶（上～：地名）⑥绕（～毛线）尿
ɕ	①烧☐（掀）⑤孝少（多～）晓
ʑ	⑥效校（～长）韶（～山）绍邵
Ø	①妖邀腰☐（～鸭：赶鸭子）②ⓐ摇窑姚⑤要（〜求）要（需～）☐（折叠）⑥舀耀鹞尧⑨ⓐ☐（☐təʔ34～☐xue45：打盹儿）
#e	
p	①杯碑卑悲1⑤贝辈背（用背驮）背（～脊）悲2☐（鸟衔物）
pʰ	①胚坯⑤沛配
b	②ⓐ赔⑥培陪倍佩背（～书）焙☐（量词，用于针、刺等）⓪☐（棕榈～：棕榈树的叶子）
m	②ⓐ梅枚媒煤莓⑤美⑥每妹⓪莓（草～）⑨ⓐ☐（〜稗：稗子）☐（～☐fu455鱼：墨鱼）
v	②ⓐ覅（别，不要）𣍐（不会）
t	①堆⑤戴2（姓）对碓
tʰ	①胎苔（舌苔）梯推☐（用滚水烫后除毛）⑤腿退☐（鸡用爪挖）
d	②ⓐ臺⑥抬待怠贷代袋队兑☐（鲇～：鲇鱼）☐（～～橙：橙）
n	⑥耐内类
l	①来2（落～：在）裏2（家～）②ⓐ来1⑤来3（担～动：拿得动）⑥瘤（一种皮肤病）𨀤（倾斜）裏1（夜～）②ⓑ雷2（姓）⑨ⓐ雷1（响天～鼓：打雷）
ts	①灾⑤宰再（〜重）嘴（鸡～）醉
tsʰ	①猜催⑤彩采菜
dz	⑥在2
s	⑤赛碎岁☐（鸡～：鸡住的地方）
z	②ⓐ才（奴～）材财裁随⑥在1（自〜）罪☐（一～雨：一阵雨）
k	①该⑤改概盖几（〜个）
kʰ	①开
ɡ	⑥徛（站立）
ŋ	②ⓐ呆⑥碍⑨ⓑ艾（风～：艾）
x	⑤海
ɣ	②ⓐ☐（大声喊）⑥害2（万～）
Ø	①哀⑤爱☐（打饱～：暖气）⑥亥害1
#ie	
tɕ	⑤届
ɕ	⑤舍3（宿～）
ʑ	⑥社械
#ue	
ts	①追2⑤最
tsʰ	⑤翠
s	①虽⑤水2
k	①☐（“家里”的合音）闺规龟归⑤会（～计）刽癸鬼桂贵
kʰ	①盔亏⑤块
ɡ	②ⓐ葵⑥跪2轨柜②ⓑ逵（李～）
x	①恢灰挥辉徽⑤悔☐（☐təʔ34日～：打盹儿）
Ø	①煨威②ⓐ回（一～）围2⑤卫伟畏（吃～：吃腻）慰⑥回2汇（～款）会（开～）会（助动词）卫惠伪为（介词）位违胃⑨ⓐ茴（〜香）蛔（〜虫）为（难～情）危（～险）苇（芦～竹：芦苇）
#ye	
tɕ	①追1
tɕʰ	①吹炊
dʑ	②ⓐ槌锤捶②ⓑ垂（耳朵～）
ɕ	⑤税水1
ʑ	⑥瑞遂（～昌：地名）
#ɤɯ	
p	①疤般1（☐dʑiɔ11～景：什么时候）搬拚（扫进簸箕里）☐（抓）⑤把1（量词）般2（☐xæ̃33：怎么）半绊
pʰ	①潘⑤判
b	②ⓐ婆2（婆婆）爬耙2（～☐lɑ̃434：耙子）盘磐盆⑤般3（☐xæ̃33～：怎么）⑥伴⓪巴（下～）
m	②ⓐ瞒馒鳗⑤亩牡满2（～足）⑥茂贸满1（形容词）
v	⑥负2②ⓑ戊
t	①兜（盛）蔸（量词，棵，头）⑤斗1（一～：粪～：簸箕）抖（发抖）鬥短顿
tʰ	①偷贪吞☐（～☐☐u455tɕʰieʔ0：呃逆）⑤㪗（抖：～气：叹气）透
d	②ⓐ头投骰（～子）⑥豆痘段缎
n	②ⓐ南2男⑥暖
l	①☐（掏）②ⓐ楼篓（篾～：篓子）⑤卵（〜核子：翠丸）⑥漏陋
ts	①邹簪钻（～进去）⑤走荐1（稻秆～：用稻草编起来的床垫）钻（☐tɕʰyu33～：钻，名词）
tsʰ	①村⑤凑寸衬（帮～）☐（～☐pɑʔ34：亲嘴）
s	①搜酸孙⑤嗽算1蒜
z	②ⓐ蚕☐（摞）⑥鏨
k	①勾钩沟阄甘肝竿干1（～净）杆（栏～）☐（神～：龛）⑤锯狗苟够构购敢1（助动词）秆赶干（事～：事情）☐（☐uɑ̃33～床：装小孩子的棺材）
kʰ	⑤口扣寇磡（坎子）
ɡ	⑥厚1
ŋ	⑥藕
x	①☐（～☐tɕʰiɤɯ33病：气喘病）⑤许1（答应）鲎（虹）汉1（男子～）熯（把熟的食物蒸热）
ɣ	②ⓐ猴2（“申”的别称）
Ø	①欧瓯讴（叫）庵安1（〜静）鞍☐（老～：妻子）②ⓐ侯猴1⑤后2（～生）厚2（～仁：地名）暗（～槽：抽屉）⑥后1（～头）岸汗焊⑨ⓐ寒1（发～颤：发烧时一下子热一下子冷，也指发症疾）
#iɤɯ	
l	②ⓐ流1留榴☐（谷～：钯子）⑤柳⑥流2☐（滑）☐（搅拌）②ⓑ流3（～氓）⑨ⓐ硫（～磺）
ts	⑤酒
tsʰ	①秋鳅
s	①修⑤秀绣锈鏾2（阉鸡）☐（～牙齿：剔牙齿）
z	②ⓐ☐（眉毛☐kuəʔ34～起来：皱眉头）⑥就袖旋（螺蛳～：头发旋）
tɕ	①周舟州洲鸠皱☐（缩）☐（吮吸）⑤帚九久韭灸救究
tɕʰ	①抽丘邱☐（真个～：实在）☐（☐xɤɯ33～病：气喘病）⑤取1（索还）丑臭
dʑ	②ⓐ绸酬求1（～签）球1⑥求2球2臼舅售旧
ȵ	②ⓐ牛1⑤扭纽2⑥纽1（秤～）②ⓑ牛2（“丑”的别称）
ɕ	①馊收休⑤手首守瘦兽
ʑ	②ⓐ愁⑥受授寿
Ø	①忧优悠幽②ⓐ油犹⑤有2友2幼⑥尤由游有1友1（朋～）酉右⑨ⓐ邮（〜局）鱿（〜鱼）
#ɑ̃	
p	①班斑扳般4帮邦⑤扮板版榜绑
pʰ	⑤髈（～蹄：肘子）胖
b	②ⓐ爿☐（粪箕～：一种小簸箕）☐（老䏘～：老太婆，骂人话）⑥叛傍棒蚌办⓪旁（人字～：单立人儿）
m	②ⓐ蛮忙芒（〜种）明1（〜年）⑤晚1（〜娘：后母）明2（～年）☐（摸～～：捉迷）☐（☐ʑiɑ̃11～：如果）⑥网1慢万1（麻将牌里的一种花色）望3（从）盲2（文～）②ⓑ氓（流～）
f	①翻（干哕）番蕃（～芋：白薯）方肪坊芳⑤反畈（田～：田野）万3（～田：地名）纺放访
v	②ⓐ烦房⑥范範犯饭万2（数词）望4（希～）②ⓑ防亡
t	①耽担（拿）丹单（简～）当（～归；～主席）裆☐（☐bẽi33～小娘：伴娘）⑤胆疸掸党挡担（名词）旦当（〜店）☐（牚）
tʰ	①滩摊瘫汤⑤毯炭躺耥烫☐（～锣：一种小锣）
d	②ⓐ痰弹（〜琴）堂棠螳唐糖塘⑥淡淡壇弹（子〜）荡（摆动）盪（〜口：漱口）②ⓑ谭
n	②ⓐ难（形容词）瓤⑥难（避～）
l	①☐（耙～：耙子）②ⓐ蓝1篮拦栏郎廊狼1（单说）螂⑤懒2（～腰）☐（～头筛：一种孔比较大的筛子）⑥兰2懒1（形容词）烂朗㫰（晾）②ⓑ蓝2（姓）狼2（豺～虎豹）浪⑨ⓐ兰1（〜溪）榔（〜头）茛（～☐pʰɔ434：蕨）
ts	①赃⑤斩赞灒（溅）葬
tsʰ	①参（～加）餐仓苍菖☐（☐n̩11～谷：不很饱满的稻谷）⑤产2灿
dz	②ⓐ暂⑥站（车～）残栈藏（西～）臟
s	①三桑丧（出～：出殡）⑤散（鞋带～罢）散（分～）伞磉
k	①今1（～日）间（房～）冈刚纲钢缸江扛豆⑤碱裥讲港岗杠降1（〜落伞）☐（鞭痕）☐（橘子的瓣）
kʰ	①康糠慷⑤㦿（～门：窗户）抗亢炕囥（藏；放）☐（☐tsʰi33～：刚）
ɡ	⑥☐（搭板）
ŋ	②ⓐ颜⑤眼1（～晴）⑥岩癌眼2（近视～）昂
x	⑤苋⑥航项
Ø	②ⓐ鹹行（银～）绗降（投～）⑥馅限⑨ⓐ杭（～州）
#iɑ̃	
l	②ⓐ凉量（动词）粮梁⑤两2（☐kəʔ34～年：这两年）辆⑥良粱两1（～个）两（几～）亮谅量（产～）⑨ⓐ杨1（〜柳树）
ts	①将（〜来）浆⑤蒋奖桨酱将（麻～）
tsʰ	①枪⑤抢呛☐（箩～：箩的框架）
s	①相（～争）箱厢湘镶⑤想相（〜貌）
z	②ⓐ详祥⑥象像橡匠☐（～☐mɑ̃45:如果）
tɕ	①张章樟蟑疆僵薑姜障☐（剁）☐（〜头：抬头）⑤盏长（县～）涨掌仗帐账降2（～落伞）
tɕʰ	①昌腔⑤铲厂强（勉～）畅唱倡
dʑ	②ⓐ长1（～短）肠场偿强（形容词）⑥常丈（一～）杖状1（〜元）②ⓑ长2（～陵：地名）
ȵ	②ⓐ娘1（母亲）⑤娘2（～～：伯母）⑥壤嚷仰上（日～：白天）让1
ɕ	①杉衫山删（间苗）商伤香乡⑤产1（小～）赏享响向
ʑ	②ⓐ尝⑥嫌上（〜课）尚（和～）上1（～头）
Ø	①央秧上4（边～：旁边）☐（雇）②ⓐ羊1（山羊）洋烊杨2（姓）阳扬疡蛘⑤养3（～老）⑥养2（〜鱼）痒上3（日～：白天）让2（被）样②ⓑ羊2（“未”的别称）⓪裳（衣～）
#uɑ̃	
t	①端2
d	⑥团②ⓑ锻
s	⑤算2
k	①官棺观（参～）冠（鸡～）关光⑤管2（毛～：毛孔）馆贯灌2罐惯广☐（一～灯：一盏灯）
kʰ	①宽筐眶⑤款圹（骨～：墓穴）矿
ɡ	②ⓐ狂⑥掼（扔）☐（篮～：篮子的提梁）
x	①欢2（～迎）荒慌⑤况
Ø	①弯湾汪②ⓐ黄簧蝗磺凰王⑤豌缓碗还（担～你：还给你）晚2枉往⑥完换环笐（～竿：晾衣竿）☐（屋～片：瓦）⓪蟥（蚂～）⑨ⓐ皇（〜帝）隍（城～殿）☐（～☐kɤɯ455床：装小孩子的棺材）
#yɑ̃	
tɕ	①庄装妆桩⑤壮
tɕʰ	①疮⑤闯创
dʑ	⑥状2（告～）撞重1（叠上去）☐（落雨～☐tɕʰiɑʔ：淋雨）
ɕ	①霜双舂⑤爽☐（用力踏）
ʑ	②ⓐ床
Ø	⑥养1（～鱼）
#æ̃	
p	①颁奔绷☐（伤～：伤疤）☐（蟢网～：蝴蛛网）⑤柄☐（蒂）☐（拉，拔）
pʰ	①☐（～草席：两个人一起铺草席）
b	②ⓐ棚☐（拂）☐（翼～：翅膀）☐（〜背：捶背）⑥彭☐（～：聋子）☐（刺～窠：荆棘丛）
m	②ⓐ盲1（花鸡～：夜盲症）虻⑥猛孟
v	⑥凡繁
t	⑤打1
tʰ	⑤态太2叹（～阳筋：太阳穴）
d	⑥但蛋②ⓑ潭
n	⑤乃囡（女儿）⑥能2②ⓑ南2（越～）
l	⑥冷
ts	①争2（相～）㬹2（手〜头：肘）☐2（树～：树节疤）⑤☐2（肚子胀）☐2（妒～农：茨慕）
dz	②ⓐ橙2
s	①生2牲甥2⑤省（河南～）省2（节省）
z	⑥昨（～日）
k	①干（天～）干2（～燥）更（五～）庚羹（～勺：汤勺）耕☐（泥鳅等钻来钻进：乌鳢☐ku455～：腿肚子转筋）⑤感敢2粳（～稻米）哽
kʰ	①刊铅坑1⑤凯（袁世～）慨恳垦坑2（☐lẽi11～：畦间的狭道）
ɡ	②ⓐ行1（走）
ŋ	⑥硬
x	①亨☐（〜般：怎么）⑤汉2（单身～）
ɣ	⑥寒2韩衡②ⓑ含
Ø	①安2恩⑤案☐（打破；〜相打：打架）⑨ⓐ行2（〜头）桁（〜条：檩）樱（～珠：樱桃）
#iæ̃	
tɕ	①争1（相～）㬹1（手～头：肘）☐1（树～：树节疤）⑤☐1（肚子胀）☐1（妒～农：羡慕）
tɕʰ	①撑
dʑ	②ⓐ橙1
ɕ	①生1甥1⑤省1（节省）
#uæ̃	
k	①惊1（害怕）⑤梗
kʰ	①欢1（～喜：喜欢）
x	⑤☐（歪）
Ø	②ⓐ横⑨ⓐ顽（〜固）
#iɛ̃	
p	⑤扁=2
b	⑥辦=
m	⑤免=勉=⑥绵=
t	①颠=⑤典=2（～型）
tʰ	①天=3（〜干）
d	⑥电=2奠=
l	⑥廉=连=2炼=②ⓑ练=⑨ⓐ联=（〜系）
tsʰ	①迁=千=2
s	①仙=2先=2⑤选=
tɕ	①詹=坚=⑤减=监=（～督）检=2占=（～领）剑=简=涧=展=战=建=2（～设）⓪奸=（汉～）
dʑ	⑥健=2键=②ⓑ乾=（～坤）
ȵ	①拈=②ⓐ研=⑥验=念=2严=2言=
ɕ	⑤陕=宪=献=
ʑ	⑥贤=⓪然=（自～）
Ø	⑤掩=演=宴=⑥陷=阎=2（姓）现=②ⓑ延=（〜安）
#yɛ̃	
tɕ	①砖=2⑤卷=
tɕʰ	⑤串=2犬=2
dʑ	②ⓑ权=2
ȵ	⑤软=2⑥原=2源=愿=2
Ø	②ⓑ袁=⓪元=2（状～）
#ẽi	
p	①宾槟彬斌冰兵⑤饼併丙炳
pʰ	①喷拼⑤品聘
b	②ⓐ贫频凭平1坪评瓶屏萍☐（～☐tɑ̃33小娘：伴娘）⑥笨病並☐（称东西时秤尾低）②ⓑ平2（和～：地名）
m	②ⓐ民明3名1铭☐（☐☐sɑʔ5lɑʔ2～：近视眼）⑤闷敏⑥命名2（无～指）☐（含水）②ⓑ鸣
