#符号说明：-白=文

#ɿ
ts [1]知蜘支枝肢栀资姿咨兹滋辎之芝汁[3]紫纸姊脂旨指{中～}子梓滓止趾址籽[5]制智[6]滞自致雉稚至字牸{～牛}痔治志痣秩{～序}
tsʰ [1]疵{瑕～}眵{～糊：眼屎}痴嗤差{参～}[2]雌池驰瓷迟慈磁辞词祠持[3]此侈{奢～}豉耻齿[5]刺赐翅[6]次
s [1]斯厮撕施私师狮尸司丝思饲诗燍{～气}□{面～：浆糊}[2]时鲥匙嘶{拟声词}[3]豕死使史驶始[5]四肆{放～}视试[6]世势誓逝是氏示嗜似祀巳{辰～}寺嗣士仕柿俟事市恃侍{～奉}

#i
p [1]屄[3]彼鄙比秕{～谷}[5]闭箅{～子}蓖{～麻}庇{包～}痹{小儿麻～}[6]蔽敝弊币毙陛俾被{～窝}婢避备篦
pʰ [1]批披丕[2]皮疲脾琵{～琶}枇{～杷}啤{～酒}□{形容小孩听话}[3]匹{～配}[5]屁[6]譬{～喻}□{～圪虫：一种蛀虫}□{～子：一种吹奏玩具}
m [1]眯{～缝儿}咪[2]迷谜泥-糜弥靡猕眉-{～毛}谜{猜～}[3]米□{～嘴}[6]秘泌
t [1]低堤{～坝}[2]嘀{～～咕咕}[3]底抵[6]帝弟第递地[10]□{后～：后头}
tʰ [1]梯[2]题提{～提：舀油、醋等液体调味品的勺子}蹄啼[3]体[5]替涕剃□{量词，一～子酱油}
l [2]犁黎离篱璃梨厘狸[3]礼李里理鲤[6]例厉励丽隶荔{～枝}利痢吏栗{～子}历{日～}
tɕ [1]鸡饥肌基几{～乎}机{～关}讥饥辑{编～}[3]挤几{～个}己虮{虱子的卵}[5]祭际计继系{～鞋带}髻寄技妓纪记既季[6]济荠剂冀忌
tɕʰ [1]妻栖欺期凄[2]齐脐畦{菜～}奇骑岐祁鳍其棋旗祈歧[3]启企起杞岂乞{～讨}[5]契{～约}器弃气汽缉{～鞋口儿}[6]泣
ȵ [2]泥=倪尼[3]你拟[6]腻匿{～名信}逆
ɕ [1]西犀溪奚兮牺嬉熙希稀[2]徙□{一～地}[3]洗玺喜蟢[5]细戏[6]系{联～}
Ǿ [1]伊医衣依揖[2]宜仪移夷疑饴沂遗胰{～子：肥皂}[3]蚁倚椅矣已以尾-{～巴}[5]缢逸[6]艺谊义议易姨肄意异毅日{星期～}忆亿抑翼益亦译疫役呓

#u
p [3]堡-补捕[5]布[6]怖部簿步-讣抱{一～}菢{～小鸡儿}卜{萝～}
pʰ [1]铺{～路}[2]蒲菩脯{胸～}葡[3]谱普浦[5]铺{店～}□{圪～子：蚌}
m [3]某亩牡母拇[6]暮慕墓募幕牧
f [1]夫{大～}肤敷麸符[2]跗{～面：脚面最高处}俘孵扶芙浮[3]府腑俯甫脯{果～}斧抚釜腐辅否{～定}[5]付赋赴附富副负[6]傅{姓～}父妇{～女}阜缚{束～}
t [1]都{～城}嘟{圪～：拳头}[3]堵赌肚{牛～}睹[6]妒杜肚{～饥}度渡镀
tʰ [2]徒屠途涂{～料}图[3]土吐{～痰，呕～}[5]兔
n [2]奴[3]努呶{～嘴}[6]怒
l [2]卢炉芦{～苇}庐{茅～}如儒□{用蒸汽热熟食}[3]鲁橹虏卤乳擩[6]路露鹭
ts [1]租猪诸诛蛛株朱珠[3]祖组煮拄主帚{扫～}[5]驻注蛀铸[6]著{显～}柱住{～宿}炷{一～香}
tsʰ [1]粗殊-{特～}□{～出来：伸出来}[2]除厨雏[3]褚储{～蓄}处{相～}杵[5]醋[6]处{～长}
s [1]苏酥书舒枢输{～赢；运～}殊={特～}淑[3]暑鼠黍署薯曙[5]素诉塑漱{～口}[6]庶恕竖{～起来}树
k [1]姑孤箍菇辜咕[3]古估{～计}䀇{一～子粥}股{～份}鼓□{毛毛～：狗尾巴草}[5]故固雇顾
kʰ [1]枯[3]苦[5]库裤
x [1]呼乎[2]胡湖狐壶和{～啦：麻将用语}糊{圪～}[3]虎浒唬[6]户沪互护瓠斛
Ǿ [1]吾乌污坞巫诬戊[2]吴蜈梧无[3]五伍午武舞侮鹉[6]误悟恶{可～}务雾

#y
l [2]驴[3]吕旅缕屡履[6]虑滤律{～师}率{效～}
tɕ [1]居车{～马炮}拘驹[3]举[5]据锯句[6]巨拒距聚矩具惧剧{～烈}俱炬
