#漢字	音標	解釋				
#簡稱	/	汝城延寿				
#全稱	/	汝城延寿话				
#版本	/	2022-？-？				
#聲母	/	#聲母順序，用逗號分開。如：b,p,m,f				
#韻母	/	#韻母順序，用逗號分開。如：a,o,e				
#聲調	/	23 1 1a陰平 ꜀,44 2 1b 陽平 ꜁,31 3 2 上 ꜂,45 5 3a 阴去 ꜄,25 6 3b 阳去꜄,53 7 4a 阴入#每個聲調包括：五度調值 八聲 四聲 漢字調類 四角調類，調內用空格分隔，調間用逗號分開。				
#說明	/	來源： 参考自《湖南汝城延寿话语音研究》#HTML格式，僅允許一行，用<br>換行				
巴	pɑ1					
霸	pɑ2					
把	pɑ3					
百	pɑ7					
怕	pʰɑ2					
白	pʰɑ5					
马	mɑ1					
麻	mɑ2					
码	mɑ3					
脉	mɑ5					
花	fɑ1					
华	fɑ2					
伐	fɑ5					
划	fɑ6					
发	fɑ7					
打	tɑ3					
搭	tɑ7					
踏	tʰɑ7					
拿	nɑ1					
捺	nɑ7					
辣	lɑ5					
猎	lɑ7					
家	kɑ1					
嫁	kɑ2					
假	kɑ3					
客	kʰɑ7					
下	xɑ1					
哈	xɑ2					
夏	xɑ6					
吓	xɑ7					
谢	tɕʰiɑ1					
邪	tɕʰiɑ2					
泄	ɕiɑ2					
扎	tsɑ1					
炸	tsɑ2					
杂	tsɑ7					
差	tsʰɑ1					
茶	tsʰɑ2					
茬	tsʰɑ3					
乍	tsʰɑ6					
察	tsʰɑ7					
衫	sɑ1					
扇	sɑ2					
舍	sɑ3					
射	sɑ6					
杀	sɑ7					
阿	ɑ1					
哑	ɑ3					
鸭	ɑ7					
崖	ŋɑ2					
瓦	ŋɑ3					
惹	ȵiɑ3					
拍	pʰɑi1					
大	tʰɑi6					
哪	nɑi6					
雹	pɑu2					
没	mɑu2					
涝	lɑu2					
郝	xɑu3					
剿	tɕiɑu3					
削	ɕiɑu1					
着	tsɑu1					
少	sɑu2					
挠	ȵiɑu2					
邦	pɔŋ1					
绑	pɔŋ3					
庞	pʰɔŋ2					
蒙	mɔŋ2					
网	mɔŋ3					
梦	mɔŋ6					
荒	fɔŋ1					
仿	fɔŋ3					
铛	tɔŋ3					
当	tɔŋ2					
档	tɔŋ1					
汤	tʰɔŋ1					
糖	tʰɔŋ2					
躺	tʰɔŋ3					
荡	tʰɔŋ6					
囊	nɔŋ2					
郎	lɔŋ2					
朗	lɔŋ3					
狼	lɔŋ6					
冈	kɔŋ1					
杠	kɔŋ2					
岗	kɔŋ3					
广	kɔŋ7					
慷	kʰɔŋ1					
康	kʰɔŋ2					
杭	xɔŋ2					
项	xɔŋ6					
姜	tɕiɔŋ1					
酱	tɕiɔŋ2					
奖	tɕiɔŋ3					
腔	tɕʰiɔŋ1					
详	tɕʰiɔŋ2					
抢	tɕʰiɔŋ3					
像	tɕʰiɔŋ6					
箱	ɕiɔŋ1					
向	ɕiɔŋ2					
想	ɕiɔŋ3					
庄	tsɔŋ1					
障	tsɔŋ2					
掌	tsɔŋ3					
苍	tsʰɔŋ1					
畅	tsʰɔŋ2					
厂	tsʰɔŋ3					
丈	tsʰɔŋ6					
双	sɔŋ1					
尚	sɔŋ2					
赏	sɔŋ3					
上	sɔŋ6					
昂	ɔŋ2					
让	ȵiɔŋ2					
稗	ȵiɔŋ6					
跛	pei1					
妈	mei1					
米	mei3					
低	tei1					
滴	tei2					
底	tei3					
弟	tʰei1					
剃	tʰei2					
泥	nei2					
些	nei3					
犁	lei2					
鸡	kei1					
是	xei6	系				
崽	tsei3					
扯	tsʰei3					
细	sei2					
洗	sei3					
蚁	ŋei3					
知	tsɿ1					
智	tsɿ2					
址	tsɿ3					
给	tsɿ5					
竹	tsɿ7					
痴	tsʰɿ1					
