汉字	注释	音标																									
多		tɔu1																									
拖		tʰɔu1																									
驼		tɔu2																									
大		tʰai6																									
锣		lɔu2																									
左		tsɔu3																									
歌		kɔu1																									
哥		kɔu2																									
可		kʰɔu3																									
鹅		ŋɔu2																									
饿		ŋɔu6																									
河		hɔu2																									
贺		hɔu6																									
茄		kʰiu2																									
波		pɔu1																									
坡		pɔu1																									
破		pʰɔu3																									
婆		pʰɔu2																									
磨	~刀	mɔu2																									
磨	石~	hm̩6																									
朵		tɔu3																									
糯		nu6																									
螺		lɔu2																									
锉		tsʰɔu3																									
坐		tsʰɔu1																									
座		tsʰɔu1																									
唆		sɔu3																									
锁		sɔu3																									
果		kuɔ3																									
过		kuɔ3																									
课		kʰɔi3																									
火		fɔu3																									
货		fɔu3																									
禾		vɔu2																									
祸		fɔu6																									
靴		hɛi1																									
疤		pa1																									
把		pa3																									
霸		pa3																									
怕		pʰa3																									
爬		pʰa2																									
耙	犁~	pʰa2																									
麻		ma2																									
马		ma1																									
骂		ma3																									
拿		na3																									
茶		tsʰa2																									
榨		tsa3																									
叉		tsʰa1																									
查		tsʰa2																									
沙		sa1																									
家		ka1																									
加		ka1																									
假	真~	ka3																									
嫁		ka3																									
牙		ŋa2																									
芽		ŋa2																									
虾		ha2																									
下	方位	ha6																									
下	动词	ha6																									
哑		a3																									
姐		tsia3																									
借		tsia7																									
写		sia3																									
泻		sia3																									
邪		sia2																									
斜		tsʰia2																									
谢		tsʰia6																									
遮		tʃa1																									
蔗		tʃa3																									
车		tʃʰa1																									
扯		tʃʰa3																									
蛇		ʃa2																									
射		ʃa6																									
赊		ʃa1																									
舍	舍不得	ʃa3																									
社		ʃa6																									
惹		zia3																									
爷		zia2																									
野		zia3																									
夜		zia6																									
瓜		kua1																									
垮		kʰua1																									
瓦		ŋua3																									
花		fa1																									
化		fa3																									
补		pu3																									
布		pu3																									
铺	~设	pʰu1																									
部		pʰu6																									
簿		pʰu6																									
步		pʰu6																									
墓		hm̩6																									
都		tu1																									
赌		tu3																									
肚	猪~	tu3																									
土		tʰu3																									
兔		tʰu3																									
涂		tʰu2																									
图		tʰu2																									
杜		tʰu6																									
肚	腹~	tʰu6																									
度		tʰu6																									
炉		lu2																									
卤		sɛi1																									
路		lu6																									
露		lu6																									
租		tsu1																									
祖		tsu3																									
做		tsɔu3																									
粗		tsʰu1																									
醋		tsʰu3																									
错		tsʰɔu3																									
苏		su1																									
姑		ku1																									
箍		ku1																									
鼓		ku3																									
枯		kʰu1																									
苦		kʰu3																									
裤		kʰu3																									
吴		m2																									
五		m3																									
虎		fu3																									
胡		fu2																									
湖		fu2																									
户		fu6																									
乌		vu1																									
女		ŋy3																									
吕		ly6																									
徐		ʃy2																									
猪		tʃy1																									
除		tʃʰy2																									
苎		tʃʰy6																									
初		tsʰu1																									
锄		tʃʰy2																									
助		tsʰu6																									
梳		sɿ1																									
煮		tʃy3																									
书		ʃy1																									
鼠		tʃʰy3																									
薯		ʃy2																									
车	~马炮	ky1																									
锯		ky3																									
去		kʰy3																									
鱼		m2																									
语		ŋy3																									
虚		hy1																									
许		ʃy3																									
余		zy2																									
夫		fu1																									
斧		pu1																									
符		pʰu2																									
扶		fu2																									
辅		fu3																									
舞		vu3																									
雾		vu6																									
娶		tʰu3																									
鬚	鬍~	ʃy1																									
厨		tʃʰy2																									
柱		tʃʰy1																									
住		tʃʰy6																									
数	名词	su3																									
朱		tʃy1																									
主		tʃy3																									
蛀		tʃy3																									
输		ʃy1																									
竖		ʃy6																									
树		ʃy6																									
句		ky3																									
区		kʰy1																									
具		kʰy6																									
雨		vu3																									
芋		vu6																									
戴		tai3																									
台		tʰai2																									
待		tʰai6																									
代		tʰɔi6																									
袋		tʰɔi6																									
来		lɔi2																									
栽		tsai1																									
菜		tsʰɔi3																									
财		tsʰai2																									
该		kai1																									
改		kɔi3																									
开		kʰɔi1																									
碍		ŋɔi6																									
海		hɔi3																									
哀		ai1																									
爱		ɔi3																									
贝		poi3																									
带		tai3																									
太		tʰai3																									
蔡		tsʰai3																									
盖		kɔi3																									
害		hɔi6																									
拜		pai3																									
排		pʰai2																									
埋		mi2																									
阶		kai1																									
界		kai3																									
械		hai2																									
挨	~着	ai1																									
摆		pɛi2																									
派		pʰai3																									
牌		pʰɛi2																									
稗		pʰɛi6																									
买		mi1																									
卖		mi6																									
奶		nai3																									
债		tsai3																									
筛		tsʰɛi1																									
晒		sai3																									
街		kɛi1																									
鞋		hɛi2																									
蟹		hɛi3																									
矮		ɛi3																									
败		pʰai6																									
毙		pʰi6																									
例		li6																									
祭		tsi3																									
世		ʃɛi3																									
闭		pi3																									
批		pʰɛi1																									
米		mi3																									
低		tɛi1																									
堤		tʰi2																									
梯		tʰɔi1																									
体		tʰi3																									
替		tʰɛi3																									
题		tʰi2																									
提		tʰi2																									
弟		tʰɛi1																									
第		tʰi6																									
泥		ni2																									
犁		lɛi2																									
礼		li3																									
妻		tsʰi1																									
齐		tsʰɛi2																									
西		sɛi1																									
洗		sɛi3																									
细		sɛi3																									
鸡		kɛi1																									
启		kʰɛi3																									
杯		poi1																									
背	~脊	pɔi3																									
配		pʰɔi3																									
赔		pʰɔi2																									
倍		pʰɔi2																									
梅		mɔi2																									
妹		mɔi3																									
堆		toi1																									
对		toi3=/tɔi3-																									
推		tʰoi1																									
腿		tʰoi3																									
退		tʰoi3																									
队		tʰoi6																									
雷		loi2																									
催		tsʰoi1																									
罪		tsʰoi6																									
碎		tsʰoi3																									
块		kʰuai3																									
灰		fɔi1																									
悔		fɔi3																									
回		foi2																									
汇		fɔi6																									
最		tsoi3																									
外		ŋuai6																									
会	开~	foi6																									
会	~不~	vɔi6																									
乖		kuai1																									
怪		kuai3																									
怀		fai2																									
坏		fai6																									
柺		ku3																									
挂		kua3																									
歪		uai1																									
画		fa6																									
快		kʰuai3																									
话		va6																									
岁		sɛi3																									
税		fɛi3																									
卫		voi6																									
肺		pʰoi3																									
桂		koi3																									
碑		pi1																									
披		pʰi1																									
皮		pʰi2																									
被	~子	pʰi1																									
被	~迫	pʰi1																									
紫		tsɿ3																									
此		tsʰɿ3																									
知		ti1																									
池		tʃʰi2																									
支		ki1																									
纸		tʃi3																									
是		ʃi6																									
儿		zi2																									
寄		ki3																									
骑		kʰi2																									
义		ŋi6																									
议		ŋi6																									
戏		hi3																									
椅		zi3																									
移		zi2																									
易	容~	zi6																									
悲		pi1																									
比		pi3																									
备		pʰi6																									
鼻		pʰi6																									
眉		mi2																									
霉		mɔi2																									
美		mi3																									
地		tʰi6																									
梨		li2																									
利		li6																									
资		tsɿ1																									
瓷		tsʰɿ2																									
自		tsʰɿ6																									
私		sɿ1																									
死		si3																									
四		si3																									
迟		tʃʰi2																									
师		sɿ1																									
指	动、名	tʃi3																									
示		ʃi6																									
尸		ʃi1																									
屎		ʃi3																									
二		ŋi6																									
器		kʰi3																									
姨		zi2																									
李		li3																									
里	~面	li3																									
子		tsɿ3																									
慈		tsʰɿ2																									
字		tsʰɿ6																									
丝		sɿ1																									
祠		tsʰɿ2																									
饲		tsʰɿ2																									
痴		ti1																									
耻		tʃʰi3																									
士		tsʰɿ6																									
柿		tʃʰi6																									
事		sɿ6=/ʃɛi6-																									
使		sɿ3																									
之		tsɿ1																									
止		tʃi3																									
志		tʃi3																									
痣		tʃi3																									
齿		tʃʰi3																									
诗		ʃi1																									
始		ʃi3																									
试		sɿ3=/tʃʰi3																									
时		ʃi2																									
市		ʃi6																									
而		zi2																									
耳		ŋi3																									
基		ki1																									
欺		kʰi1																									
起		kʰi3																									
旗		kʰi2																									
记		ki3																									
疑		ŋi2																									
喜		hi3																									
医		zi1																									
意		zi3																									
以		zi3																									
机		ki1																									
几	~个	ki1																									
气		kʰi3																									
衣		zi1																									
随		soi2																									
吹		tʃʰɛi1																									
规		koi1																									
亏		kʰoi1																									
跪		kʰoi6																									
毁		foi3																									
委		voi3																									
类		loi6																									
泪		loi6																									
醉		tsoi3																									
追		tsoi1																									
锤		tʃʰy2																									
帅		sɔi3																									
水		fi3																									
龟		koi1																									
季		koi3																									
葵		kʰoi2																									
柜		kʰoi6																									
位		vi6																									
飞		poi1																									
匪		foi3																									
费		foi3																									
肥		pʰoi2																									
尾		moi1																									
味		moi6																									
归		koi1																									
鬼		koi3																									
贵		koi3																									
魏		voi6																									
威		voi1																									
围		vi2																									
伟		voi3																									
胃		voi6																									
宝		pɔu3																									
报		pɔu3																									
袍		pʰau2																									
抱		pʰɔu6																									
暴		pʰɔu6																									
毛		mɔu1=/hm̩1-																									
帽		hm̩6																									
刀		tɔu1																									
到		tɔu3																									
讨		tʰɔu3																									
套		tʰɔu3																									
桃		tʰɔu2																									
道		tʰɔu6																									
稻		tʰɔu6																									
脑		nau3																									
牢		lɔu2																									
捞		lɛu2																									
老		lɔu3																									
糟		tsɔu1																									
早		tsɔu3																									
造		tsʰɔu6																									
操	体~	tsʰau1																									
草		tsʰɔu3																									
曹		tsʰɔu3																									
造		tsʰɔu6																									
臊		sɔu1																									
扫	~地	sɔu3																									
嫂		sɔu3																									
扫	~帚	sɔu3																									
高		kɔu1																									
稿		kɔu3																									
告		kɔu3																									
考		kʰau3=/kʰɔu3-																									
靠		kʰɔu3																									
熬		ŋau2																									
傲		ŋau6																									
好	~坏	hɔu3																									
号	~数	hɔu6																									
袄		ɔu3																									
包		pau1																									
饱		pau3																									
豹		pau3																									
炮		pʰau3																									
跑		pʰau1																									
猫		ŋiau3																									
闹		nau6																									
罩		tsau6																									
抄		tsʰau1																									
炒		tsʰau3																									
巢		tsʰau2																									
交		kau1																									
搅		kau6																									
搞		kau3																									
教	~育	kau1																									
咬		ŋau1																									
孝		hau3																									
效		hau6																									
标		piu1																									
表		piu3																									
飘		pʰiu1																									
瓢		pʰiau2																									
苗		miu2																									
秒		miu3																									
庙		miu6																									
妙		miau6																									
椒		tsiu1																									
消		siu1																									
小		siu3																									
笑		siu3																									
朝	今~	tʃɛu1																									
超		tʰɛu1																									
潮		tʃʰɛu2																									
赵		tʃʰɛu6																									
招		tʃɛu1																									
照		tʃɛu3																									
烧		ʃɛu1																									
少	多~	ʃɛu3																									
绍		siau6																									
饶		ŋiau2																									
骄		kiau1																									
桥		kʰiu2																									
轿		kʰiu6																									
腰		zɛu1																									
要	需~	zɛu3																									
摇		zɛu2																									
窑		zɛu2																									
舀		zɛu3																									
耀		zɛu6																									
鸟		tɛu3																									
钓		tɛu3																									
挑		tʰɛu1																									
跳		tʰɛu2																									
条		tʰɛu2																									
调	音~	tʰiau6																									
尿		nɛu6																									
了		lɛu3																									
料		lɛu6																									
萧		siu1																									
缴		kiau3																									
叫		kiau3																									
晓		hiu3																									
亩		miu3																									
母		hm̩3																									
兜		tɛu1																									
斗	一~	tɛu3																									
斗	~争	tɛu3																									
偷		tʰɛu1																									
透		tʰɛu3																									
头		tʰɛu2																									
豆		tʰɛu6																									
楼		lɛu2																									
篓		loi3																									
漏		lɛu6																									
走		tsɛu3																									
沟		kɛu1																									
阄		kʰɛu1																									
狗		kɛu3																									
够		kɛu6																									
口		kʰɛu3																									
扣		kʰɛu3																									
藕		ŋɛu3																									
喉		hɛu2																									
猴		hɛu2																									
后	前~	hɛu6																									
厚		hɛu6																									
呕		au3																									
沤		ɛu3																									
富		fu3																									
浮		fu2=/pʰɔu2-																									
妇		fu6=/pu6-																									
谋		miu2																									
矛		mau2																									
纽		nɛu3																									
流		liu2																									
刘		liu2																									
留		liu2																									
柳		liu3																									
酒		tsiu3																									
秋		tsʰiu1																									
就		tsʰiu6																									
修		siu1																									
绣		siu3																									
袖		tsʰiu6																									
昼		tʃiu3																									
抽		tʃʰiu1																									
绸		tʃʰiu2																									
绉		kiu6																									
愁		sɛu2																									
搜		sɛu1																									
瘦		sɛu3																									
周		tʃiu1																									
州		tʃiu1																									
帚		siu3																									
咒		tʃiu3																									
臭		tʃʰiu3																									
收		ʃiu1																									
手		ʃiu3																									
守		ʃiu3																									
仇		tʃʰiu2																									
受		ʃiu6																									
寿		ʃiu6																									
九		kiu3																									
久		kiu3																									
救		kiu3																									
丘		kʰiu1																									
球		kʰiu2																									
舅		kʰiu1																									
旧		kʰiu6																									
牛		ŋiu2																									
休		hiu1																									
忧		ziu1																									
有		ziu1																									
右		ziu6																									
油		iu2																									
彪		piu1																									
纠		kiu1																									
幼		ziu3																									
答		tap7																									
搭		tap7																									
贪		tʰam1																									
探		tʰam3																									
踏		tʰap8																									
潭		tʰam2																									
南		nam2																									
男		nam2																									
纳		nap8																									
参	~加	tsʰam1																									
蚕		tsʰam2																									
杂		tsʰap8																									
感		kam3																									
鸽		kap7																									
含		ham2																									
合		hap8																									
暗		am3																									
担	~任	tam1																									
胆		tam3																									
担	挑~	tam1																									
塌		tʰap8																									
塔		tʰap7																									
痰		tʰam2																									
淡		tʰam6																									
篮		lam2																									
腊		lap8																									
蜡		lap8																									
甘		kam1																									
柑		kam1																									
敢		kam3																									
喊		hɛm3																									
站	车~	tsʰam6																									
赚		tʰan3																									
斩		tsam3																									
插		tsʰap7																									
杉		tsʰam3																									
减		kɛm3																									
咸		hɛm2																									
狭		hɛp8																									
衫		sam1																									
甲		kap7																									
衔		ham2																									
舰		lam3																									
鸭		ap7																									
压		ap7																									
贬		pien3																									
粘	~性	niam2																									
镰		liam2																									
猎		liap8																									
尖		tsiam1																									
接		tsiap7																									
签		tsʰiam1																									
占	~领	tʃam3																									
折	~叠	tʃap7																									
闪		ʃam3																									
染		ziam3																									
检		kiam3																									
钳		kʰiam2																									
验		ŋiam6																									
险		hiam3																									
厌		ziam3																									
盐		ziam2																									
檐		ziam2																									
