片	区	小片	方言点	声母	韵母	调值	调类	备注
一	于信片		南康	0	ie	24	阴入	
七	于信片		南康	tɕʰ	ie	24	阴入	
丄	于信片		南康	s	ɔ̃	44	阴平	上山。
丈	于信片		南康	tsʰ	ɔ̃	53	去声	
上	于信片		南康	s/s	ɔ̃/ɔ̃	44/53	阴平/去声	上下<br>上面。
下	于信片		南康	h/h	a/a	44/53	阴平/去声	底下<br>下面。
世	于信片		南康	s	ɿ	53	去声	
丗	于信片		南康	s	ɿ	53	去声	
丘	于信片		南康	ɕ	iu	44	阴平	
业	于信片		南康	n	ie	53	去声	
东	于信片		南康	t	əŋ	44	阴平	
丠	于信片		南康	ɕ	iu	44	阴平	
两	于信片		南康	t/t	iɔ̃/iɔ̃	21/44	上声/阴平	两个<br>斤两。
严	于信片		南康	n	iẽ	11	陽平	
中	于信片		南康	ts	əŋ	44	阴平	中间。
主	于信片		南康	ts	u	21	上声	
丼	于信片		南康	tɕ	iã	21	上声	
义	于信片		南康	n	i	53	去声	
乌	于信片		南康	v	u	44	阴平	
乖	于信片		南康	k	uæ	44	阴平	
乞	于信片		南康	tɕʰ	ie	24	阴入	
也	于信片		南康	0	ia	44	阴平	
习	于信片		南康	ɕ	ie	53	去声	
书	于信片		南康	s	u	44	阴平	
买	于信片		南康	m	æ	44	阴平	
乱	于信片		南康	l	oẽ	53	去声	
乳	于信片		南康	n	æ	21	上声	
亂	于信片		南康	l	oẽ	53	去声	
事	于信片		南康	s	ə	53	去声	
二	于信片		南康	n	i	53	去声	
亏	于信片		南康	kʰ	ue	44	陰平	
五	于信片		南康	0	ŋ̩	21	上声	
井	于信片		南康	tɕ	iã	21	上聲	
亖	于信片		南康	s	ɿ	53	去声	
亚	于信片		南康	0	a	53	去聲	
亞	于信片		南康	0	a	53	去声	
交	于信片		南康	k	ɔ	44	阴平	
产	于信片		南康	tsʰ	ã	21	上声	
亲	于信片		南康	tɕʰ	iŋ	44	阴平	
仓	于信片		南康	tsʰ	ɔ̃	44	阴平	
仙	于信片		南康	ɕ	iẽ	44	陰平	
件	于信片		南康	tɕʰ	iẽ	53	去声	
任	于信片		南康	0	iŋ	53	去声	责任。
休	于信片		南康	ɕ	iu	44	阴平	
会	于信片		南康	h/v	ue/æ	53/53	去声/去声	开会<br>不会。
伤	于信片		南康	s	ɔ̃	44	阴平	
伪	于信片		南康	v	e	53	去声	
伴	于信片		南康	pʰ	oẽ	53	去声	
位	于信片		南康	v	e	53	去声	
低	于信片		南康	t	i	44	阴平	
住	于信片		南康	tsʰ	u	53	去声	
余	于信片		南康	0	y	11	陽平	
佛	于信片		南康	f	o	53	去声	
作	于信片		南康	ts	o	53	去聲	
佳	于信片		南康	k	a	44	阴平	
來	于信片		南康	l	æ	11	阳平	
例	于信片		南康	l	ie	53	去声	
供	于信片		南康	tɕ	iŋ	44	阴平	供鸡。
侵	于信片		南康	tɕ	iŋ	44	阴平	
便	于信片		南康	pʰ	iẽ	11	阳平	便宜。
俗	于信片		南康	ɕ	io	55	阳入	
修	于信片		南康	ɕ	iu	44	阴平	
俻	于信片		南康	pʰ	i	53	去声	
倉	于信片		南康	tsʰ	ɔ̃	44	阴平	
個	于信片		南康	k/k	æ/o	53/53	去声/去声	一个。<br>个人
候	于信片		南康	h	ɜ	53	去声	
借	于信片		南康	ts	ia	53	去声	
倾	于信片		南康	tɕʰ	iŋ	44	阴平	
假	于信片		南康	k	a	21	上聲	真假、放假讀音亦同。
偏	于信片		南康	p	iẽ	44	阴平	
停	于信片		南康	tʰ	iŋ	11	阳平	
健	于信片		南康	tɕʰ	iẽ	53	去声	
偪	于信片		南康	p	i	55	阳入	
偶	于信片		南康	ŋ	ɜ	21	上声	
偷	于信片		南康	tʰ	ɜ	44	阴平	
傑	于信片		南康	tɕʰ	ie	53	去声	
備	于信片		南康	pʰ	i	53	去声	
傲	于信片		南康	ŋ	ɔ	53	去声	
傷	于信片		南康	s	ɔ̃	44	阴平	
傾	于信片		南康	tɕʰ	iŋ	44	陰平	
僊	于信片		南康	ɕ	iẽ	44	阴平	
像	于信片		南康	tɕʰ	iɔ̃	53	去声	
僞	于信片		南康	v	e	53	去声	
允	于信片		南康	0	yŋ	44	阴平	
