片	区	小片	方言点	声母	韵母	调值	调类	备注
严	于信片		贛縣(江西蟠龍鎮)	n	iẽ	211	陽平	
久	于信片		贛縣(江西蟠龍鎮)	tɕ	iu	31	上聲	
亏	于信片		贛縣(江西蟠龍鎮)	kʰ	ue	33	陰平	
井	于信片		贛縣(江西蟠龍鎮)	tɕ	iã	31	上聲	
仙	于信片		贛縣(江西蟠龍鎮)	ɕ	iẽ	33	陰平	
余	于信片		贛縣(江西蟠龍鎮)	0	i	211	陽平	
作	于信片		贛縣(江西蟠龍鎮)	ts	o	53	去聲	
假	于信片		贛縣(江西蟠龍鎮)	k	a	31	上聲	真假
催	于信片		贛縣(江西蟠龍鎮)	tsʰ	ue	33	陰平	
傾	于信片		贛縣(江西蟠龍鎮)	tɕʰ	iŋ	31	上聲	
免	于信片		贛縣(江西蟠龍鎮)	m	iẽ	31	上聲	
全	于信片		贛縣(江西蟠龍鎮)	tɕʰ	iẽ	211	陽平	
兩	于信片		贛縣(江西蟠龍鎮)	n	iõ	31	上聲	兒倆
冫	于信片		贛縣(江西蟠龍鎮)	p	iŋ	33	陰平	
判	于信片		贛縣(江西蟠龍鎮)	pʰ	ã	53	去聲	
利	于信片		贛縣(江西蟠龍鎮)	l	i	53	去聲	
升	于信片		贛縣(江西蟠龍鎮)	ɕ	iŋ	33	陰平	
印	于信片		贛縣(江西蟠龍鎮)	0	iŋ	53	去聲	
叔	于信片		贛縣(江西蟠龍鎮)	s/s	oʔ/uʔ	5/5	入聲/入聲	白讀<br>文讀
吸	于信片		贛縣(江西蟠龍鎮)	tɕ	iɛʔ	5	入聲	
告	于信片		贛縣(江西蟠龍鎮)	k	ɔ	53	去聲	
哥	于信片		贛縣(江西蟠龍鎮)	k	o	33	陰平	
块	于信片		贛縣(江西蟠龍鎮)	kʰ	uæ	53	去聲	
垕	于信片		贛縣(江西蟠龍鎮)	h	io	53	去聲	
墳	于信片		贛縣(江西蟠龍鎮)	f	əŋ	211	陽平	
妹	于信片		贛縣(江西蟠龍鎮)	m	e	53	去聲	
姐	于信片		贛縣(江西蟠龍鎮)	tɕ	ia	31	上聲	
姑	于信片		贛縣(江西蟠龍鎮)	k	u	33	陰平	
孝	于信片		贛縣(江西蟠龍鎮)	ɕ	iɔ	53	去聲	
季	于信片		贛縣(江西蟠龍鎮)	tɕ	i	53	去聲	
害	于信片		贛縣(江西蟠龍鎮)	h	æ	53	去聲	
家	于信片		贛縣(江西蟠龍鎮)	k	a	33	陰平	
容	于信片		贛縣(江西蟠龍鎮)	0	ieŋ	211	陽平	
寸	于信片		贛縣(江西蟠龍鎮)	tsʰ	əŋ	53	去聲	
尽	于信片		贛縣(江西蟠龍鎮)	tɕ/tɕʰ	iŋ/iŋ	53/53	去聲/去聲	文讀<br>白讀
尾	于信片		贛縣(江西蟠龍鎮)	m	i	33	陰平	
山	于信片		贛縣(江西蟠龍鎮)	s	ã	33	陰平	
左	于信片		贛縣(江西蟠龍鎮)	ts	o	31	上聲	
帐	于信片		贛縣(江西蟠龍鎮)	ts	õ	53	去聲	
幼	于信片		贛縣(江西蟠龍鎮)	0	iu	53	去聲	
张	于信片		贛縣(江西蟠龍鎮)	ts	õ	33	陰平	
得	于信片		贛縣(江西蟠龍鎮)	t	ɛʔ	5	入聲	
恩	于信片		贛縣(江西蟠龍鎮)	ŋ	eŋ	33	陰平	
感	于信片		贛縣(江西蟠龍鎮)	k	ã	31	上聲	
戴	于信片		贛縣(江西蟠龍鎮)	t	æ	53	去聲	
扁	于信片		贛縣(江西蟠龍鎮)	p	iẽ	31	上聲	
扫	于信片		贛縣(江西蟠龍鎮)	s	ɔ	53	去聲	掃地
提	于信片		贛縣(江西蟠龍鎮)	tʰ	i	211	陽平	
敏	于信片		贛縣(江西蟠龍鎮)	m	iŋ	31	上聲	
教	于信片		贛縣(江西蟠龍鎮)	k	ɔ	53	去聲	教育
曉	于信片		贛縣(江西蟠龍鎮)	ɕ	iɔ	31	上聲	
木	于信片		贛縣(江西蟠龍鎮)	m	oʔ	5	入聲	
朱	于信片		贛縣(江西蟠龍鎮)	ts	u	33	陰平	
梅	于信片		贛縣(江西蟠龍鎮)	m	e	211	陽平	
梯	于信片		贛縣(江西蟠龍鎮)	tʰ	i	33	陰平	
步	于信片		贛縣(江西蟠龍鎮)	pʰ	u	53	去聲	
毛	于信片		贛縣(江西蟠龍鎮)	m	ɔ	211	陽平	
油	于信片		贛縣(江西蟠龍鎮)	0	iu	211	陽平	
潘	于信片		贛縣(江西蟠龍鎮)	pʰ	ã	33	陰平	
灭	于信片		贛縣(江西蟠龍鎮)	m	iɛʔ	5	入聲	
燕	于信片		贛縣(江西蟠龍鎮)	0	iẽ	53	去聲	
王	于信片		贛縣(江西蟠龍鎮)	v	õ	211	陽平	
瓦	于信片		贛縣(江西蟠龍鎮)	ŋ	a	31	上聲	
田	于信片		贛縣(江西蟠龍鎮)	tʰ	iẽ	211	陽平	
盖	于信片		贛縣(江西蟠龍鎮)	k	æ	53	去聲	
破	于信片		贛縣(江西蟠龍鎮)	pʰ	o	53	去聲	
社	于信片		贛縣(江西蟠龍鎮)	s	a	31	上聲	
禮	于信片		贛縣(江西蟠龍鎮)	l	i	31	上聲	
禾	于信片		贛縣(江西蟠龍鎮)	v	o	211	陽平	
穅	于信片		贛縣(江西蟠龍鎮)	h	õ	33	陰平	
突	于信片		贛縣(江西蟠龍鎮)	tʰ	oʔ	5	入聲	
章	于信片		贛縣(江西蟠龍鎮)	ts	õ	33	陰平	
節	于信片		贛縣(江西蟠龍鎮)	tɕ	iɛʔ	5	入聲	
粗	于信片		贛縣(江西蟠龍鎮)	tsʰ	u	33	陰平	
粪	于信片		贛縣(江西蟠龍鎮)	f	əŋ	53	去聲	
絝	于信片		贛縣(江西蟠龍鎮)	f	u	53	去聲	
緊	于信片		贛縣(江西蟠龍鎮)	tɕ	iŋ	31	上聲	
纠	于信片		贛縣(江西蟠龍鎮)	tɕ	iu	33	陰平	
纺	于信片		贛縣(江西蟠龍鎮)	f/f	ã/õ	31/31	上聲/上聲	文讀<br>白讀
翁	于信片		贛縣(江西蟠龍鎮)	v	əŋ	33	陰平	
老	于信片		贛縣(江西蟠龍鎮)	l	ɔ	31	上聲	
