[pʰi{31}]琵枇
[mi{31}]迷谜弥微未
[mi{21}]□{不、没}
[ni{21}]拟
[li{55}]驴
[tʃi{55}]诛蛛株珠知蜘支枝肢资姿咨脂兹之芝
[tʃi{31}]池餈迟滋辞
[tʃi{33}]扯著主紫此纸只姊旨指子梓滓止趾址痣
[tʃi{35}]借遮者蔗註注智致稚至置志誌藉{～口}
[tʃi{22}]雌自雉字牸痔治
[tʃʰi{55}]车{～子}痴
[tʃʰi{31}]储苎殊驰瓷磁
[tʃʰi{33}]取侈耻嗤齿始
[tʃʰi{35}]趣刺赐翅次似
[ȵi{31}]儿
[ȵi{21}]乳蚁议耳饵
[ȵi{22}]仪义二贰
[ʃi{55}]奢舒输{～送}施尸屍诗
[ʃi{31}]蛇匙伺巳寺饲持时
[ʃi{33}]趋屎
[ʃi{21}]市侍
[ʃi{35}]世势试
[ʃi{22}]是氏豉示视祠
[ɬi{55}]须
[ɬi{35}]绪
[ki{31}]茄歧棋期旗祈
[ki{35}]既
[kʰi{31}]奇祁其
[ji{55}]伊
[ji{31}]如御禦余馀预豫儒愚娱遇寓迂禹榆逾愉愈喻裕宜谊移夷姨肄而疑遗
[ji{21}]与宇羽已以异亦欲慾
[ji{22}]誉
[pu{31}]婆菩
[pu{35}]佈怖
[pʰu{33}]谱普浦蒲捕甫
[pʰu{35}]簸破
[mu{55}]巫诬摸
[mu{31}]磨～{刀}暮募无
[mu{21}]武舞侮鹉牡戊
[mu{22}]磨{石～}慕墓
[fu{55}]敷俘麸
[fu{31}]符扶腐
[fu{21}]抚芙
[fu{35}]赋
[fu{22}]附负
[tu{55}]都
[tu{31}]屠途徒
[tu{33}]朵
[tu{22}]妒度镀
[tʰu{31}]涂
[nu{33}]努
[nu{22}]糯怒
[lu{31}]螺脶卢芦鸬庐
[lu{21}]鲁虏卤
[tʃu{21}]坐
[ɬu{33}]锁
[ku{55}]姑孤
[ku{33}]果裹
[ku{35}]过故固锢雇顾
[kʰu{55}]箍
[kʰu{35}]库
[hu{55}]呼乎
[hu{31}]禾胡湖狐壶瓠鬍
[hu{33}]火夥
[hu{35}]货
[hu{22}]户沪互护
[u{55}]乌污坞
[pa{55}]巴芭疤
[pa{31}]爬琶杷钯耙
[pa{33}]把
[pa{35}]霸欛壩坝爸
[pa{22}]罢
[pʰa{35}]怕
[ma{55}]妈
[ma{31}]麻痲
[ma{21}]马码
[ma{22}]骂
[wa{55}]花蛙洼蛙
[wa{31}]华铧桦
[wa{21}]瓦
[wa{35}]化画
[wa{22}]话
[ta{33}]打
[tʰa{55}]他
[na{31}]拿
[na{33}]哪那
[la{55}]瘌
[la{31}]锣
[tʃa{55}]查渣抓
[tʃa{31}]茶查
[tʃa{35}]左诈榨炸乍炸佐
[tʃʰa{55}]搓叉杈差{～别}岔钗
[ȵa{31}]牙芽衙砑
[ȵa{21}]雅
[ʃa{55}]莎沙纱
[ʃa{33}]洒耍
[ka{55}]家加嘉傢
[ka{33}]假{真～}贾
[ka{35}]驾嫁稼价
[kʰa{33}]假{～期}
[kʰa{35}]架
[ŋa{55}]桠
[ŋa{31}]鹅
[ŋa{21}]我
[ŋa{22}]饿
[ha{55}]虾
[ha{33}]蝦
[kʷa{55}]瓜
[kʷa{33}]寡剐
[kʷa{35}]挂卦
[kʷʰa{55}]夸垮跨
[ja{55}]伢
[ja{22}]厦霞下夏夜{晚饭叫～}
[a{55}]鸦丫
[a{33}]阿哑亚
[pɔ{55}]波菠玻
[pɔ{22}]薄{～荷}
[pʰɔ{55}]颇坡
[mɔ{55}]魔摩蟆模摹
[mɔ{22}]雾
[wɔ{55}]倭窝蜗
[tɔ{55}]多
[tɔ{31}]舵徒图
[tɔ{33}]躲垛堵赌
[tɔ{21}]肚
[tɔ{22}]惰杜渡
[tʰɔ{55}]拖
[tʰɔ{31}]驼驮
[tʰɔ{33}]妥椭土
[tʰɔ{35}]吐兔
[nɔ{31}]奴
[nɔ{22}]挪
[lɔ{55}]囉
[lɔ{31}]罗箩骡炉
[lɔ{21}]裸
[lɔ{22}]路露鹭
[tʃɔ{55}]租
[tʃɔ{31}]锄
[tʃɔ{33}]祖组阻
[tʃɔ{35}]做
[tʃɔ{22}]座助
[tʃʰɔ{55}]粗初
[tʃʰɔ{33}]楚础娶
[tʃʰɔ{35}]锉醋措
[ʃɔ{55}]梭唆梳疏蔬
[ʃɔ{31}]傻
[ʃɔ{33}]数{～一～}
[ʃɔ{35}]数{～量}漱
[ɬɔ{55}]蓑苏酥
[ɬɔ{33}]琐所
[ɬɔ{35}]素诉嗽
[kɔ{55}]歌哥锅戈
[kɔ{33}]古估牯股鼓
[kʰɔ{55}]科棵颗
[kʰɔ{35}]课
[ŋɔ{31}]蛾俄卧吾梧
[ŋɔ{21}]五伍午
[hɔ{55}]祸枯
[hɔ{31}]荷河何和
[hɔ{33}]可苦虎浒
[hɔ{35}]裤戽
[hɔ{22}]贺
[jɔ{31}]若
[ɔ{55}]乌
[ɔ{31}]哦
[kə{55}]嗰{这}
[kə{35}]个嘅{的}
[pɛ{31}]簰
[tɛ{55}]爹
[tɛ{33}]嗲
[nɛ{55}]呢
[tʃɛ{31}]谢
[tʃɛ{33}]姐
[tʃʰɛ{33}]且
[ʃɛ{55}]赊
[ʃɛ{31}]邪斜射{感～}佘
[ʃɛ{33}]捨赦舍
[ʃɛ{35}]社
[ʃɛ{22}]麝射{～击}
[ɬɛ{55}]些
[ɬɛ{33}]写
[ɬɛ{35}]泻卸
[hɛ{55}]靴
[kʷɛ{31}]瘸
[jɛ{31}]耶爷
[jɛ{21}]惹也野
[jɛ{22}]夜{晚上叫～}
[pai{31}]排牌
[pai{33}]摆
[pai{35}]拜
[pai{22}]稗败
[pʰai{35}]派
[mai{31}]埋迈
[mai{21}]买
[mai{22}]卖
[wai{55}]歪
[wai{35}]块快
[wai{22}]外怀槐淮坏
[tai{31}]台臺苔抬
[tai{35}]獃戴呆带
[tai{22}]贷待怠殆代袋大
[tʰai{55}]胎
[tʰai{35}]态太泰
[nai{21}]乃奶
[nai{22}]耐奈
[lai{55}]拉
[lai{31}]来
[lai{35}]癞
[lai{22}]赖
[tʃai{55}]灾栽斋
[tʃai{31}]材财裁豺才
[tʃai{35}]宰载再债
[tʃai{22}]在寨
[tʃʰai{55}]猜差{～事}
[tʃʰai{33}]彩采睬棌
[tʃʰai{35}]菜蔡
[ʃai{55}]衰摔
[ʃai{31}]柴
[ʃai{35}]晒
[ɬai{55}]腮鳃
[ɬai{33}]赛
[kai{55}]该皆阶楷佳街
[kai{33}]改解
[kai{35}]盖丐介界芥尬疥届戒
[kʰai{55}]揩
[kʰai{33}]凯
[kʰai{35}]概溉慨
[ŋai{31}]涯捱
[ŋai{22}]碍艾
[hai{55}]开
[hai{31}]孩械鞋
[hai{33}]海懈蟹
[hai{22}]亥害骇
[kʷai{55}]乖
[kʷai{33}]拐
[kʷai{35}]怪
[kʷʰai{35}]刽桧筷
[ai{55}]哀埃挨
[ai{33}]蔼矮
[ai{35}]爱隘
[pɐi{55}]跛
[pɐi{35}]闭
[pɐi{22}]鐾篦
[pʰɐi{55}]批
[mɐi{21}]米美寐
[mɐi{35}]眯
[tɐi{55}]低
[tɐi{31}]堤题提蹄啼
[tɐi{33}]底抵
[tɐi{35}]帝
[tɐi{22}]弟第递隶
[tʰɐi{55}]梯
[tʰɐi{33}]体
[tʰɐi{35}]替涕剃
[nɐi{31}]泥尼
[lɐi{31}]犁黎
[lɐi{21}]礼
[lɐi{22}]例厉励丽荔吏
[tʃɐi{55}]挤剂
[tʃɐi{31}]齐脐荠
[tʃɐi{33}]崽
[tʃɐi{35}]祭际制製济
[tʃɐi{22}]滞
[tʃʰɐi{55}]妻栖
[tʃʰɐi{35}]砌
[ʃɐi{55}]筛师狮
[ʃɐi{33}]使史驶
[ʃɐi{22}]誓逝词士仕柿事
[ɬɐi{55}]西犀
[ɬɐi{33}]洗
[ɬɐi{35}]细婿
[kɐi{55}]鸡
[kɐi{35}]计继髻
[kʰɐi{55}]稽溪
[kʰɐi{33}]启
[kʰɐi{35}]契
[ŋɐi{22}]艺毅伪
[hɐi{33}]系繫係
[hɐi{22}]繋
[kʷɐi{55}]圭闺龟
[kʷɐi{31}]癸逵葵
[pɔi{55}]杯
[pɔi{31}]培陪赔裴
[pɔi{21}]倍
[pɔi{35}]贝辈背后～
[pɔi{22}]背～诵
[pʰɔi{55}]胚坯
[pʰɔi{35}]沛配佩
[mɔi{31}]梅枚媒煤霉
[mɔi{21}]每
[mɔi{22}]妹
[tɔi{55}]堆
[tɔi{35}]对碓兑
[tɔi{22}]队
[tʰɔi{55}]推
[tʰɔi{33}]腿
[tʰɔi{35}]退蜕
[nɔi{22}]内
[lɔi{31}]雷
[lɔi{22}]累
[tʃɔi{22}]罪
[tʃʰɔi{55}]催崔
[ɬɔi{35}]碎
[hɔi{55}]盔恢灰徽
[hɔi{31}]回茴
[hɔi{22}]汇会{～不～}
[ɔi{55}]煨
[pui{55}]蓖碑悲
[pui{31}]皮疲脾便{～宜}
[pui{33}]弊彼譬比备
[pui{21}]被{棉～}
[pui{35}]蔽臂袐泌痹
[pui{22}]币毙俾婢避鄙庇被{～迫}
[pʰui{55}]披
[pʰui{35}]屁
[mui{31}]靡
[mui{21}]尾
[mui{22}]昧眉楣味
[fui{55}]非飞妃
[fui{31}]肥
[fui{21}]匪翡
[fui{35}]废肺疿费
[fui{22}]吠
[wui{55}]威
[wui{31}]桅危维惟唯讳违围苇
[wui{33}]贿悔绘慧毁萎委魏伟纬会{开～}
[wui{35}]惠畏慰
[wui{22}]卫位胃谓为
[tui{22}]地
[nui{21}]女汝你
[lui{31}]离篱璃梨釐狸
[lui{21}]吕旅屡儡履李里裏理鲤累{积～}垒
[lui{22}]虑滤利痢累{劳～}类泪
[tʃui{55}]猪褚朱硃追锥
[tʃui{31}]徐除厨随垂槌锤
[tʃui{33}]煮拄蛀铸嘴
[tʃui{21}]柱
[tʃui{35}]最缀醉
[tʃui{22}]序叙箸聚驻住赘坠
[tʃʰui{55}]蛆吹炊
[tʃʰui{31}]唾
[tʃʰui{33}]杵
[tʃʰui{35}]脆翠粹处
[ȵui{31}]鱼渔
[ȵui{21}]语
[ʃui{55}]书输{～赢}
[ʃui{31}]薯谁
[ʃui{33}]鼠水
[ʃui{35}]暑署税帅
[ʃui{22}]树睡
[ɬui{55}]鬚需斯廝撕私司丝虽绥思
[ɬui{31}]遂隧
[ɬui{33}]死
[ɬui{35}]嗉岁四肆矢
[ɬui{22}]秽髓瑞穗
[kui{55}]居车{～马炮}饥肌基机讥饥几
[kui{31}]佢{他}奎携畦
[kui{33}]举距矩妓己纪杞幾岂诡轨鬼
[kui{21}]徛{站立}
[kui{35}]锯句桂寄记季贵
[kui{22}]据渠巨拒俱具惧技忌跪柜
[kʰui{55}]枢拘区驱规亏窥归挥辉
[kʰui{31}]骑
[kʰui{33}]傀
[kʰui{35}]溃企愧
[hui{55}]墟虚嘘牺欺嬉熙希稀
[hui{33}]许起喜
[hui{21}]雨
[hui{35}]去戏器弃气汽
[hui{22}]芋易{容～}
[jui{35}]锐
[ui{55}]於淤于医衣依
[ui{33}]椅
[ui{35}]意餵
[pau{55}]包胞
[pau{31}]袍泡{不实}
[pau{33}]褒保堡宝饱
[pau{21}]抱
[pau{35}]报
[pau{22}]暴菢爆刨鉋曝瀑
[pʰau{55}]抛
[pʰau{33}]跑剖
[pʰau{35}]豹泡{～沫}炮
[mau{31}]毛茅矛
[mau{21}]卯
[mau{22}]冒帽貌藐茂贸
[tau{55}]刀叨
[tau{31}]桃逃淘陶萄
[tau{33}]岛倒
[tau{35}]到
[tau{22}]祷稻盗道
[tʰau{55}]滔涛
[tʰau{33}]讨
[tʰau{35}]套
[nau{21}]脑恼
[nau{22}]闹
[lau{31}]劳捞牢唠涝
[lau{21}]老柳
[tʃau{55}]糟
[tʃau{31}]曹槽巢
[tʃau{33}]早枣爪找帚
[tʃau{35}]灶罩
[tʃau{22}]造棹
[tʃʰau{55}]操抄钞
[tʃʰau{33}]草吵
[tʃʰau{35}]躁糙
[ȵau{55}]挠
[ȵau{21}]咬
[ʃau{35}]潲
[ɬau{55}]骚臊羞膻
[ɬau{33}]嫂
[ɬau{35}]扫
[kau{55}]高膏篙羔糕交郊胶狡
[kau{33}]稿搅搞饺
[kau{35}]告较教校{～对}觉{睡～}
[kʰau{35}]靠犒
[ŋau{31}]熬淆
[hau{55}]烤蒿薅酵敲
[hau{31}]豪壕毫
[hau{33}]考郝好{～坏}
[hau{35}]耗浩孝效好{爱～}校{学～}
[hau{22}]號号
[au{33}]拗
[au{35}]袄奥懊坳
[pɛu{31}]瓢
[mɛu{35}]猫锚
[lɛu{33}]撩
[lɛu{35}]□{蔫}
[tʃʰɛu{33}]炒
[kɛu{33}]绞
[ɛu{55}]吆
[piu{55}]标錶彪
[piu{33}]表
[pʰiu{55}]飘漂
[pʰiu{31}]嫖
[pʰiu{35}]票
[miu{31}]苗描
[miu{21}]渺秒妙
[miu{22}]庙谬
[tiu{55}]刁貂雕丢
[tiu{31}]条
[tiu{33}]屌{交媾}
[tiu{35}]钓吊
[tiu{22}]调掉
[tʰiu{55}]挑
[tʰiu{35}]跳
[niu{33}]鳥
[niu{22}]尿
[liu{31}]聊辽寥了
[liu{21}]瞭
[liu{22}]燎疗料廖
[tʃiu{55}]遭焦蕉椒招沼朝{～阳}
[tʃiu{31}]潮朝{～向}
[tʃiu{33}]剿
[tʃiu{35}]照
[tʃiu{22}]赵兆召诏
[tʃʰiu{55}]锹超
[ʃiu{55}]烧
[ʃiu{31}]韶
[ʃiu{33}]少{多～}
[ʃiu{35}]少{～年}
[ʃiu{22}]昭绍邵
[ɬiu{55}]稍悄俏消宵霄硝销鞘萧箫屑
[ɬiu{33}]小
[ɬiu{35}]笑
[kiu{55}]骄娇浇
[kiu{31}]乔侨桥
[kiu{33}]矫缴纠
[kiu{21}]荞
[kiu{35}]叫
[kiu{22}]轿
[kʰiu{33}]巧窍
[hiu{55}]嚣
[hiu{33}]绕侥晓
[jiu{31}]窖饶摇谣窰姚耀
[jiu{21}]扰
[jiu{22}]鹞
[iu{55}]妖邀腰要{～求}
[iu{35}]要{重～}
[pɐu{31}]脯{胸～}浮
[pɐu{33}]补脯{果～}辅
[pɐu{22}]部簿步
[pʰɐu{55}]铺
[pʰɐu{35}]舖
[mɐu{31}]谋
[mɐu{21}]某亩母拇
[mɐu{22}]务
[fɐu{55}]夫肤
[fɐu{31}]孵
[fɐu{33}]府腑俯斧否
[fɐu{35}]富副
[fɐu{22}]埠付傅父釜妇阜
[tɐu{55}]兜
[tɐu{31}]头投
[tɐu{33}]斗抖陡
[tɐu{35}]鬥
[tɐu{22}]豆逗
[tʰɐu{55}]偷
[tʰɐu{35}]透
[nɐu{33}]扭
[nɐu{21}]纽
[lɐu{31}]楼流刘留榴硫琉馏
[lɐu{21}]搂篓
[lɐu{22}]漏陋溜
[tʃɐu{55}]邹周舟州洲
[tʃɐu{31}]泅绸稠筹愁仇酬
[tʃɐu{33}]走酒
[tʃɐu{35}]奏昼皱咒
[tʃɐu{22}]就袖宙骤
[tʃʰɐu{55}]抽鞦秋
[tʃʰɐu{31}]囚
[tʃʰɐu{33}]丑醜
[tʃʰɐu{35}]湊臭嗅
[ȵɐu{31}]牛
[ȵɐu{35}]鼼{绉}
[ʃɐu{55}]馊收
[ʃɐu{33}]手首守
[ʃɐu{35}]瘦兽
[ʃɐu{22}]受寿授售
[ɬɐu{55}]修飕
[ɬɐu{33}]搜
[ɬɐu{35}]秀绣锈
[kɐu{55}]沟鸠
[kɐu{31}]求球
[kɐu{33}]狗苟纠九久韭
[kɐu{21}]舅
[kɐu{35}]够构购灸救究
[kɐu{22}]旧
[kʰɐu{35}]叩扣寇臼
[ŋɐu{55}]勾钩勾抠
[ŋɐu{31}]傲
[ŋɐu{21}]藕偶
[hɐu{31}]侯喉猴
[hɐu{33}]口
[hɐu{21}]吼厚
[hɐu{22}]后後候
[jɐu{55}]丘休朽忧优幽
[jɐu{31}]柔尤邮由油游犹悠
[jɐu{21}]有友酉柚
[jɐu{35}]诱幼
[jɐu{22}]又右佑釉
[ɐu{55}]欧殴
[ɐu{33}]呕
[ɐu{35}]沤怄
[fam{22}]犯
[tam{55}]耽担{～心}
[tam{31}]潭谭谈痰坛
[tam{33}]胆
[tam{21}]淡
[tam{35}]担{～子}
[tʰam{55}]贪
[tʰam{35}]探
[nam{31}]南男
[lam{31}]蓝篮
[lam{33}]榄
[lam{21}]览揽缆
[tʃam{55}]簪
[tʃam{31}]谗馋
[tʃam{33}]斩蘸
[tʃam{21}]錾
[tʃam{22}]暂栈站
[tʃʰam{55}]参{～加}
[tʃʰam{33}]惨
[tʃʰam{35}]杉渗
[ʃam{55}]衫
[ʃam{31}]蚕
[ɬam{55}]三
[kam{55}]甘柑泔监
[kam{33}]感敢橄减
[kam{35}]尴监鉴
[kʰam{55}]堪
[ŋam{31}]崖岩
[ham{55}]勘
[ham{31}]龛含函咸鹹陷衔
[ham{33}]坎砍
[am{55}]庵
[am{35}]暗
[nɛm{55}]拈
[kɛm{31}]钳
[kɛm{21}]□{舔}
[hɛm{35}]喊
[tim{31}]甜
[tim{33}]点典腆
[tim{35}]掂店
[tim{22}]垫
[tʰim{55}]添掭
[nim{55}]黏研
[nim{31}]严俨鲇
[nim{22}]验念
[lim{31}]廉镰簾
[lim{21}]殓敛
[lim{22}]楞
[tʃim{55}]尖沾粘瞻
[tʃim{35}]占佔
[tʃim{22}]渐
[tʃʰim{55}]歼籤签迁笺
[ȵim{21}]染淹
[ʃim{33}]陕闪
[kim{55}]兼
[kim{33}]检
[kim{35}]剑
[kim{22}]俭
[him{55}]谦
[him{31}]盐歉
[him{33}]险显
[him{35}]欠嫌劝
[jim{31}]炎阎檐焰
[im{55}]阉
[im{33}]掩
[im{35}]厌
[lɐm{31}]林淋临
[tʃɐm{55}]簪针斟
[tʃɐm{31}]潜寻沉
[tʃɐm{33}]寝枕
[tʃɐm{35}]浸
[tʃʰɐm{55}]侵
[ȵɐm{33}]饮
[ȵɐm{22}]壬吟淫任
[ʃɐm{55}]森参{人～}深
[ʃɐm{31}]蟾甚
[ʃɐm{33}]沈审婶
[ɬɐm{55}]心
[kɐm{55}]今金
[kɐm{31}]琴禽擒
[kɐm{33}]锦
[kɐm{21}]妗
[kɐm{35}]禁襟{衣～}
[kɐm{22}]揿
[kʰɐm{55}]襟{连～}
[hɐm{55}]钦掀欣
[hɐm{35}]憾
[jɐm{55}]音阴荫
[əm{33}]揞
[kʰəm{33}]□{盖，动词}
[pan{55}]班斑颁
[pan{33}]板版扳{～手}
[pan{22}]扮瓣办
[pʰan{55}]攀襻
[pʰan{35}]盼
[man{55}]扳{～动}
[man{31}]蛮
[man{21}]幔晚
[man{22}]慢馒漫万蔓
[fan{55}]藩翻番
[fan{31}]凡帆范烦矾繁
[fan{33}]反
[fan{35}]範贩
[fan{22}]泛饭
[wan{55}]弯湾
[wan{31}]玩桓顽幻环患还
[wan{21}]挽
[tan{55}]丹单
[tan{31}]掸弹{～琴}
[tan{35}]旦诞
[tan{22}]但蛋
[tʰan{55}]滩摊
[tʰan{31}]檀
[tʰan{33}]毯
[tʰan{35}]坦炭叹
[tʰan{22}]弹{～药}
[nan{31}]难{～处}
[nan{22}]难{灾～}
[lan{31}]兰拦栏
[lan{21}]懒
[lan{22}]滥烂
[tʃan{31}]惭残禅
[tʃan{33}]盏
[tʃan{35}]赞灒
[tʃan{22}]赚
[tʃʰan{55}]餐
[tʃʰan{31}]蝉
[tʃʰan{33}]铲产
[tʃʰan{35}]灿颤
[ȵan{21}]眼
[ʃan{55}]珊山删疝闩拴
[ʃan{31}]涎
[ɬan{33}]散{闲～}
[ɬan{35}]伞散{解～}
[kan{55}]肝竿艰间奸涧锏干
[kan{33}]碱杆秆擀赶简拣茧
[kan{21}]柬
[kan{35}]幹间
[kan{22}]谏
[ŋan{31}]颜碾
[ŋan{33}]雁
[ŋan{22}]岸
[han{55}]看{～守}
[han{31}]寒韩闲
[han{33}]刊罕
[han{21}]旱
[han{35}]汉翰憾看{～见}
[han{22}]汗焊限苋
[kʷan{55}]关
[kʷan{35}]惯
[an{55}]安鞍
[an{35}]按案晏
[pɛn{33}]蝙扁匾
[nɛn{21}]撚
[ɛn{35}]燕{～子}
[pin{55}]鞭边辫
[pin{33}]贬
[pin{35}]变
[pin{22}]辨辩便{～利}
[pʰin{55}]编篇偏
[pʰin{35}]骗遍片
[min{31}]绵棉眠
[min{21}]免勉娩缅
[min{22}]面麺
[win{55}]楦
[win{31}]然燃言完丸圆员缘元袁辕园援
