[pʰi{31}]琵枇
[win{21}]远软
[win{22}]院县
[tin{55}]颠
[tin{31}]田填
[tin{22}]电殿奠佃
[tʰin{55}]天
[nin{31}]年
[lin{31}]连联怜莲恋
[lin{21}]链
[lin{22}]练楝
[tʃin{55}]煎毡专砖尊遵
[tʃin{31}]钱前全泉传
[tʃin{33}]剪
[tʃin{35}]箭践展战腱转
[tʃin{22}]贱荐
[tʃʰin{55}]千
[ȵin{21}]演
[ȵin{22}]愿
[ʃin{31}]船
[ʃin{35}]搧扇
[ʃin{22}]善膳
[ɬin{55}]仙先宣喧鲜{新～}
[ɬin{33}]癣选损鲜{～见}
[ɬin{35}]线羡
[ɬin{22}]缠旋
[kin{55}]肩坚绢捐
[kin{31}]乾犍权
[kin{35}]舰建见
[kin{22}]件键健
[hin{55}]牵
[hin{31}]贤弦玄悬眩
[hin{33}]遣
[hin{35}]宪献犬
[hin{22}]现
[kʷin{31}]眷拳
[kʷin{33}]卷捲券
[kʷin{22}]倦
[kʷʰin{55}]圈
[jin{31}]延筵沿铅原源阮
[in{55}]烟咽寃渊姻
[in{35}]艳谚燕{文，海～}宴怨
[pɐn{55}]彬宾槟殡鬓奔
[pɐn{31}]贫频
[pɐn{22}]笨
[pʰɐn{33}]品
[pʰɐn{35}]喷
[mɐn{31}]民文纹蚊闻
[mɐn{21}]敏闽
[mɐn{35}]璺
[mɐn{22}]问
[fɐn{55}]分芬纷
[fɐn{31}]坟
[fɐn{33}]粉焚
[fɐn{35}]粪奋愤忿训
[fɐn{22}]份
[wɐn{55}]昏婚温瘟荤
[wɐn{31}]馄浑伝{我们叫～队}
[wɐn{33}]稳
[wɐn{33}]允
[tɐn{55}]敦墩蹲
[tɐn{31}]臀沌
[tɐn{33}]囤
[tɐn{35}]扽
[tɐn{22}]顿屯豚盾钝遁
[tʰɐn{55}]吞饨
[lɐn{31}]邻鳞磷仑轮
[lɐn{22}]论{理～}伦沦
[tʃɐn{55}]津珍臻真
[tʃɐn{31}]秦陈尘臣存
[tʃɐn{33}]準
[tʃɐn{35}]进晋镇振震俊
[tʃɐn{22}]尽阵
[tʃʰɐn{55}]亲{～人}伸椿春
[tʃʰɐn{35}]亲{～家}趁衬诊疹
[ȵɐn{31}]人仁寅
[ȵɐn{21}]忍刃韧
[ȵɐn{22}]认孕
[ʃɐn{55}]身申
[ʃɐn{31}]神娠辰晨唇舜纯
[ʃɐn{21}]肾
[ʃɐn{22}]慎顺醇
[ɬɐn{55}]辛新薪
[ɬɐn{31}]吝旬循巡殉
[ɬɐn{35}]信讯逊迅
[kɐn{55}]跟根龈巾斤筋
[kɐn{31}]勤芹
[kɐn{33}]紧仅谨
[kɐn{21}]近
[ŋɐn{31}]银
[hɐn{55}]勋
[hɐn{31}]痕
[hɐn{33}]恳垦很
[hɐn{22}]恨
[kʷɐn{55}]均钧君军
[kʷɐn{31}]群
[kʷɐn{33}]滚
[kʷɐn{35}]棍
[kʷʰɐn{55}]昆崑坤
[kʷʰɐn{33}]混菌
[kʷʰɐn{35}]困
[jɐn{55}]恩因
[jɐn{21}]引隐
[jɐn{35}]印
[pən{55}]冰兵
[pən{31}]平坪评瓶屏萍
[pən{33}]禀丙秉柄饼
[pən{35}]迸并
[pən{22}]病並
[pʰən{35}]聘姘拼
[mən{31}]鸣明名铭
[mən{22}]命
[wən{55}]熏薰兄
[wən{31}]魂匀云{白～}韵晕迎盈型刑营萤
[wən{21}]永泳咏
[wən{22}]运
[tən{55}]丁钉靪疔钉汀
[tən{31}]亭停廷庭蜓
[tən{33}]顶鼎
[tən{35}]订
[tən{22}]锭定
[tʰən{55}]厅
[tʰən{33}]挺
[tʰən{35}]听
[nən{31}]凝宁
[lən{31}]陵凌灵零铃伶翎
[lən{21}]领岭
[lən{22}]令另论{议～}
[tʃən{55}]徵蒸精晶睛贞侦征正{～月}
[tʃən{31}]惩乘丞情晴逞呈程
[tʃən{33}]准井整
[tʃən{35}]证症政正{公～}
[tʃən{22}]静靖净郑
[tʃʰən{55}]清青蜻称{～呼}
[tʃʰən{33}]请
[tʃʰən{35}]秤称{对～}
[ȵən{22}]润闰
[ʃən{55}]升塍声
[ʃən{31}]拯绳承成城诚
[ʃən{35}]圣胜盛
[ʃən{22}]剩
[ɬən{55}]星腥
[ɬən{33}]笋榫醒
[ɬən{35}]性姓
[kən{55}]京惊经
[kən{31}]澄鲸琼
[kən{33}]景警竟颈
[kən{35}]劲茎境敬镜径
[kən{22}]竞
[kʰən{55}]卿
[kʰən{33}]倾顷
[hən{55}]轻兴{～旺}
[hən{31}]赢形
[hən{35}]杏庆兴{高～}
[kʷən{31}]裙
[kʷʰən{33}]捆
[jən{31}]仍
[ən{55}]鹰蝇莺鹦樱英婴缨应{～该}
[ən{33}]影映
[ən{35}]应{答～}
[pɔn{33}]本
[tʰɔn{35}]褪
[nɔn{22}]嫩
[lɔn{31}]鸾
[lɔn{21}]卵
[tʃʰɔn{55}]川村
[tʃʰɔn{35}]寸
[ɬɔn{55}]孙
[pun{55}]般搬
[pun{31}]盘盆
[pun{21}]绊伴拌
[pun{35}]半
[pʰun{55}]潘
[pʰun{35}]拚判叛
[mun{31}]门闷瞒
[mun{21}]满
[fun{33}]款
[wun{21}]皖缓
[wun{22}]唤焕换
[tun{55}]端
[tun{31}]团糰断
[tun{33}]短
[tun{22}]锻段缎椴
[nun{22}]暖
[lun{22}]乱
[tʃun{55}]钻{～研}
[tʃun{35}]钻{～子}
[tʃʰun{55}]穿
[tʃʰun{33}]浅喘
[tʃʰun{35}]纂攒窜篡串
[ɬun{55}]酸
[ɬun{35}]算蒜
[kun{55}]官棺观冠{鸡～}
[kun{33}]管馆
[kun{35}]贯灌罐冠{～军}
[hun{55}]宽欢
[un{33}]碗腕
[paŋ{55}]帮邦浜
[paŋ{31}]旁螃傍庞彭膨
[paŋ{33}]绑
[paŋ{21}]蚌
[paŋ{22}]棒
[pʰaŋ{35}]胖
[maŋ{55}]莽
[maŋ{31}]忙芒茫虻
[maŋ{21}]蟒
[taŋ{55}]当{应～}
[taŋ{31}]堂棠螳唐糖塘
[taŋ{33}]党挡
[taŋ{35}]当{～铺}
[taŋ{22}]荡
[tʰaŋ{55}]汤
[tʰaŋ{33}]倘
[tʰaŋ{35}]熨躺烫趟
[naŋ{31}]囊
[laŋ{31}]郎廊狼蜋
[laŋ{21}]朗
[laŋ{22}]浪
[tʃaŋ{55}]赃脏{肮～}庄装桩
[tʃaŋ{31}]藏{收～}
[tʃaŋ{35}]葬壮
[tʃaŋ{22}]脏{肝～}肠状藏{西～}
[tʃʰaŋ{55}]仓苍疮窗
[tʃʰaŋ{33}]橙
[ʃaŋ{31}]床
[ʃaŋ{33}]爽
[ɬaŋ{55}]桑丧{～事}
[ɬaŋ{33}]磉嗓搡
[ɬaŋ{35}]丧{～失}
[kaŋ{55}]冈岗刚纲缸江
[kaŋ{31}]扛
[kaŋ{33}]讲
[kaŋ{35}]钢杠降{下～}虹{彩虹叫～骨}
[kʰaŋ{33}]梗
[kʰaŋ{35}]抗炕
[ŋaŋ{35}]昂
