字	片	区	小片	方言点	声母	韵母	调值	调类	备注
庭	閩東區	侯官片		馬祖	t	iŋ	51	陽平	
康	閩東區	侯官片		馬祖	kʰ	ouŋ	55	陰平	
开	閩東區	侯官片		馬祖	kʰ/kʰ	ai/ui	55/55	陰平/陰平	開水<br>開會。
当	閩東區	侯官片		馬祖	t	ouŋ	55	陰平	
忠	閩東區	侯官片		馬祖	t	yŋ	55	陰平	
思	閩東區	侯官片		馬祖	s	y	55	陰平	
怪	閩東區	侯官片		馬祖	k	uɑi	312	陰去	
悶	閩東區	侯官片		馬祖	m	ɔuŋ	131	陽去	
戍	閩東區	侯官片		馬祖	tsʰ	uɔ	312	陰去	房屋。
我	閩東區	侯官片		馬祖	ŋ	uai	33	上聲	
房	閩東區	侯官片		馬祖	p	ouŋ	51	陽平	
扁	閩東區	侯官片		馬祖	p	ieŋ	33	上聲	
才	閩東區	侯官片		馬祖	tsʰ	ɑi	51	陽平	
拳	閩東區	侯官片		馬祖	k	uŋ	51	陽平	
捐	閩東區	侯官片		馬祖	k	yoŋ	55	陰平	
握	閩東區	侯官片		馬祖		ouk	13	陰入	
搓	閩東區	侯官片		馬祖	tsʰ/tsʰ	o/uo	55/55	陰平/陰平	
救	閩東區	侯官片		馬祖	k	iːu	312	陰去	
新	閩東區	侯官片		馬祖	s	iŋ	55	陰平	
施	閩東區	侯官片		馬祖	s	ie	55	陰平	
普	閩東區	侯官片		馬祖	pʰ	uo	33	上聲	
曹	閩東區	侯官片		馬祖	ts	o	51	陽平	
柳	閩東區	侯官片		馬祖	l	iu	33	上聲	
桶	閩東區	侯官片		馬祖	tʰ	øyŋ	33	上聲	
梅	閩東區	侯官片		馬祖	m	uːi	51	陽平	
汁	閩東區	侯官片		馬祖	ts	aik	13	陰入	
江	閩東區	侯官片		馬祖	k/k	ouŋ/øyŋ	55/55	陰平/陰平	連江<br>江邊。
沉	閩東區	侯官片		馬祖	tʰ	eiŋ	51	陽平	
涼	閩東區	侯官片		馬祖	l	yoŋ	51	陽平	
灯	閩東區	侯官片		馬祖	t	eiŋ	55	陰平	
烂	閩東區	侯官片		馬祖	l	ɑŋ	131	陽去	
玉	閩東區	侯官片		馬祖	ŋ/ŋ	uoʔ/yk	44686	陽入/陽入	
珠	閩東區	侯官片		馬祖	ts/ts	iu/uo	55/55	陰平/陰平	眼珠。<br>出珠
瓦	閩東區	侯官片		馬祖	ŋ	uɑ	131	陽去	
甥	閩東區	侯官片		馬祖	s	eiŋ	55	陰平	
疲	閩東區	侯官片		馬祖	pʰ	i	51	陽平	
痰	閩東區	侯官片		馬祖	tʰ	aŋ	51	陽平	
登	閩東區	侯官片		馬祖	t	eiŋ	55	陰平	
百	閩東區	侯官片		馬祖	p	ɑʔ	13	陰入	
皇	閩東區	侯官片		馬祖	0/h	uoŋ/uoŋ	51/51	陽平/陽平	
眉	閩東區	侯官片		馬祖	m	uːi	51	陽平	
睡	閩東區	侯官片		馬祖	s	uːi	312	陰去	
矮	閩東區	侯官片		馬祖		e	33	上聲	
石	閩東區	侯官片		馬祖	s/s	ik/uoʔ	44686	陽入/陽入	
秫	閩東區	侯官片		馬祖	s	uk	5	陽入	
空	閩東區	侯官片		馬祖	kʰ/kʰ	ouŋ/øyŋ	55/55	陰平/陰平	
糟	閩東區	侯官片		馬祖	ts	au	55	陰平	
糠	閩東區	侯官片		馬祖	kʰ	ouŋ	55	陰平	
緊	閩東區	侯官片		馬祖	k	iŋ	33	上聲	
纹	閩東區	侯官片		馬祖		uŋ	51	陽平	
肝	閩東區	侯官片		馬祖	k	aŋ	55	陰平	
舅	閩東區	侯官片		馬祖	k	iːu	131	陽去	
芭	閩東區	侯官片		馬祖	p	a	55	陰平	
若	閩東區	侯官片		馬祖		yok	5	陽入	
菊	閩東區	侯官片		馬祖	k	øyk	13	陰入	
葉	閩東區	侯官片		馬祖		iek	5	陽入	
蓝	閩東區	侯官片		馬祖	l	aŋ	51	陽平	
虛	閩東區	侯官片		馬祖	h	y	55	陰平	
螺	閩東區	侯官片		馬祖	l	oy	51	陽平	
衣	閩東區	侯官片		馬祖	0/0	i/y	55/55	陰平/陰平	衣裳<br>胎盤。
补	閩東區	侯官片		馬祖	p	uo	33	上聲	
袄	閩東區	侯官片		馬祖		o	33	上聲	
袴	閩東區	侯官片		馬祖	kʰ	ou	312	陰去	
裹	閩東區	侯官片		馬祖	k	ui	33	上聲	
許	閩東區	侯官片		馬祖	h	y	33	上聲	
誰	閩東區	侯官片		馬祖	s	uːi	51	陽平	
让	閩東區	侯官片		馬祖	n	yɔŋ	131	陽去	
讲	閩東區	侯官片		馬祖	k	ouŋ	33	上聲	
许	閩東區	侯官片		馬祖	h	y	33	上聲	
貳	閩東區	侯官片		馬祖	n	ei	131	陽去	
赖	閩東區	侯官片		馬祖	l	ɑi	312	陰去	
起	閩東區	侯官片		馬祖	kʰ	i	33	上聲	
轉	閩東區	侯官片		馬祖	t	yoŋ	33	上聲	
车	閩東區	侯官片		馬祖	k	y	55	陰平	
输	閩東區	侯官片		馬祖	s	uo	55	陰平	
过	閩東區	侯官片		馬祖	k	uɔ	312	陰去	
迎	閩東區	侯官片		馬祖	ŋ	iaŋ	51	陽平	
迷	閩東區	侯官片		馬祖	m	i	51	陽平	
遛	閩東區	侯官片		馬祖	l	iːu	51	陽平	
郎	閩東區	侯官片		馬祖	l	ouŋ	51	陽平	
鐵	閩東區	侯官片		馬祖	tʰ	iɛk	13	陰入	
银	閩東區	侯官片		馬祖	ŋ	yŋ	51	陽平	
锁	閩東區	侯官片		馬祖	s	o	33	上聲	
锄	閩東區	侯官片		馬祖	tʰ	y	51	陽平	
锅	閩東區	侯官片		馬祖	k	uo	55	陰平	
門	閩東區	侯官片		馬祖	m	uoŋ	51	陽平	
閑	閩東區	侯官片		馬祖		eiŋ	51	陽平	
闷	閩東區	侯官片		馬祖	m	ɔuŋ	131	陽去	
隔	閩東區	侯官片		馬祖	k	ɑʔ	13	陰入	
雞	閩東區	侯官片		馬祖	k	ie	55	陰平	
順	閩東區	侯官片		馬祖	s	ouŋ	131	陽去	
饮	閩東區	侯官片		馬祖		aŋ	33	上聲	
饼	閩東區	侯官片		馬祖	p	iaŋ	33	上聲	
鳥	閩東區	侯官片		馬祖	ts	iau	33	上聲	
鹅	閩東區	侯官片		馬祖	ŋ/ŋ	ia/o	51/51	陽平/陽平	
麻	閩東區	侯官片		馬祖	m/m	a/uai	51/51	陽平/陽平	
齐	閩東區	侯官片		馬祖	ts	e	51	陽平	
齿	閩東區	侯官片		馬祖	kʰ	i	33	上聲	
一	闽东区	侯官片		马祖		eik	13	阴入	
丁	闽东区	侯官片		马祖	t	iŋ	55	阴平	
七	闽东区	侯官片		马祖	tsʰ	eik	13	阴入	
三	闽东区	侯官片		马祖	s	aŋ	55	阴平	
下	闽东区	侯官片		马祖	0/h/k	ɑ/ɑ/iɑ	131/131/131	阳去/阳去/阳去	下面<br>等下<br>低下。
丑	闽东区	侯官片		马祖	tʰ	iu	33	上声	
世	闽东区	侯官片		马祖	s	iɛ	312	阴去	
丗	闽东区	侯官片		马祖	s	iɛ	312	阴去	
丙	闽东区	侯官片		马祖	p	iŋ	33	上声	
业	闽东区	侯官片		马祖	ŋ	iek	5	阳入	
东	闽东区	侯官片		马祖	t/t	øyŋ/uŋ	55/55	阴平/阴平	东边。<br>股东
两	闽东区	侯官片		马祖	l/l	ɑŋ/yoŋ	131/33	阳去/上声	几两。<br>两只
严	闽东区	侯官片		马祖	ŋ	ieŋ	51	阳平	
丫	闽东区	侯官片		马祖		a	55	阴平	
中	闽东区	侯官片		马祖	t/t	uŋ/yŋ	55/55	阴平/阴平	
主	闽东区	侯官片		马祖	ts/ts	u/uo	33/33	上声/上声	主任<br>主席。
丼	闽东区	侯官片		马祖	ts	iaŋ	33	上声	
举	闽东区	侯官片		马祖	k	y	33	上声	
义	闽东区	侯官片		马祖	ŋ	iɛ	131	阳去	
乌	闽东区	侯官片		马祖		u	55	阴平	
乐	闽东区	侯官片		马祖	ŋ/ŋ	ouk/yok	44686	阳入/阳入	
乙	闽东区	侯官片		马祖		eik	13	阴入	
九	闽东区	侯官片		马祖	k	au	33	上声	
乞	闽东区	侯官片		马祖	kʰ	øyk	13	阴入	
也	闽东区	侯官片		马祖		iɑ	131	阳去	
习	闽东区	侯官片		马祖	s	ik	5	阳入	
乡	闽东区	侯官片		马祖	h	yoŋ	55	阴平	
书	闽东区	侯官片		马祖	ts	y	55	阴平	
买	闽东区	侯官片		马祖	m	e	33	上声	
乱	闽东区	侯官片		马祖	l/l	uɑŋ/uɔŋ	131/131	阳去/阳去	
亂	闽东区	侯官片		马祖	l/l	uɑŋ/uɔŋ	131/131	阳去/阳去	
了	闽东区	侯官片		马祖	l	iu	33	上声	
事	闽东区	侯官片		马祖	s	øy	131	阳去	
二	闽东区	侯官片		马祖	n	ei	131	阳去	
亏	闽东区	侯官片		马祖	kʰ	ui	55	阴平	
五	闽东区	侯官片		马祖	ŋ	ou	131	阳去	
井	闽东区	侯官片		马祖	ts	iaŋ	33	上声	
交	闽东区	侯官片		马祖	k	au	55	阴平	
亥	闽东区	侯官片		马祖	h	ɑi	131	阳去	
产	闽东区	侯官片		马祖	s	aŋ	33	上声	
京	闽东区	侯官片		马祖	k	iŋ	55	阴平	
今	闽东区	侯官片		马祖	k	iŋ	55	阴平	
介	闽东区	侯官片		马祖	k/k	ɑi/e	312/312	阴去/阴去	
仓	闽东区	侯官片		马祖	tsʰ	ouŋ	55	阴平	
代	闽东区	侯官片		马祖	t	ɑi	131	阳去	
以	闽东区	侯官片		马祖		i	33	上声	
任	闽东区	侯官片		马祖		eiŋ	131	阳去	主任。
伍	闽东区	侯官片		马祖	ŋ	u	33	上声	
休	闽东区	侯官片		马祖	h	iu	55	阴平	
会	闽东区	侯官片		马祖	h	uːi	131	阳去	
伞	闽东区	侯官片		马祖	s	aŋ	33	上声	
伟	闽东区	侯官片		马祖		ui	33	上声	
伤	闽东区	侯官片		马祖	s	yoŋ	55	阴平	
伯	闽东区	侯官片		马祖	p	ɑʔ	13	阴入	
位	闽东区	侯官片		马祖		uːi	131	阳去	
住	闽东区	侯官片		马祖	t/ts	iːu/øy	131/131	阳去/阳去	
佛	闽东区	侯官片		马祖	h	uk	5	阳入	
佩	闽东区	侯官片		马祖	p	uːi	131	阳去	
佳	闽东区	侯官片		马祖	k	a	55	阴平	
來	闽东区	侯官片		马祖	l/l	ɑi/i	51/51	阳平/阳平	将来<br>常来。
侬	闽东区	侯官片		马祖	n	øyŋ	51	阳平	
便	闽东区	侯官片		马祖	p	eiŋ	51	阳平	
俊	闽东区	侯官片		马祖	ts	ouŋ	312	阴去	
俗	闽东区	侯官片		马祖	s	yk	5	阳入	
保	闽东区	侯官片		马祖	p	o	33	上声	
信	闽东区	侯官片		马祖	s	eiŋ	312	阴去	
俭	闽东区	侯官片		马祖	k	iɛŋ	131	阳去	
修	闽东区	侯官片		马祖	s				
倉	闽东区	侯官片		马祖	tsʰ	ouŋ	55	阴平	
倒	闽东区	侯官片		马祖	t/t	au/o	33/33	上声/上声	倒楣<br>跌倒。
倚	闽东区	侯官片		马祖		ai	33	上声	
债	闽东区	侯官片		马祖	ts	ɑi	312	阴去	
假	闽东区	侯官片		马祖	k	a	33	上声	
偉	闽东区	侯官片		马祖		ui	33	上声	
停	闽东区	侯官片		马祖	t	iŋ	51	阳平	
健	闽东区	侯官片		马祖	k	yɔŋ	131	阳去	
偷	闽东区	侯官片		马祖	tʰ	au	55	阴平	
傘	闽东区	侯官片		马祖	s	aŋ	33	上声	
備	闽东区	侯官片		马祖	p	ei	131	阳去	
債	闽东区	侯官片		马祖	ts	ɑi	312	阴去	
傷	闽东区	侯官片		马祖	s	yoŋ	55	阴平	
價	闽东区	侯官片		马祖	k	ɑ	312	阴去	
儂	闽东区	侯官片		马祖	n	øyŋ	51	阳平	
儉	闽东区	侯官片		马祖	k	iɛŋ	131	阳去	
元	闽东区	侯官片		马祖	ŋ	uoŋ	51	阳平	
兄	闽东区	侯官片		马祖	h/h	iaŋ/iŋ	55/55	阴平/阴平	
先	闽东区	侯官片		马祖	s/s	eiŋ/iŋ	55/55	阴平/阴平	先走<br>先生。
光	闽东区	侯官片		马祖	k	uoŋ	55	阴平	
克	闽东区	侯官片		马祖	kʰ	aik	13	阴入	
兒	闽东区	侯官片		马祖	n	ie	51	阳平	
兔	闽东区	侯官片		马祖	tʰ	ou	312	阴去	
入	闽东区	侯官片		马祖	n	ik	5	阳入	
全	闽东区	侯官片		马祖	ts	yoŋ	51	阳平	
兩	闽东区	侯官片		马祖	l/l	ɑŋ/yoŋ	131/33	阳去/上声	几两。<br>两只
八	闽东区	侯官片		马祖	p	aik	13	阴入	
公	闽东区	侯官片		马祖	k/k/k	ouŋ/øyŋ/uŋ	55/55/55	阴平/阴平/阴平	碗公<br>猪公。<br>关公
六	闽东区	侯官片		马祖	l	øyk	5	阳入	
兰	闽东区	侯官片		马祖	l	aŋ	51	阳平	
关	闽东区	侯官片		马祖	k/k	uaŋ/uɔŋ	55/55	阴平/阴平	
兵	闽东区	侯官片		马祖	p	iŋ	55	阴平	
典	闽东区	侯官片		马祖	t	ieŋ	33	上声	
再	闽东区	侯官片		马祖	ts	ɑi	312	阴去	
写	闽东区	侯官片		马祖	s	ia	33	上声	
军	闽东区	侯官片		马祖	k	uŋ	55	阴平	
冥	闽东区	侯官片		马祖	m	aŋ	51	阳平	
准	闽东区	侯官片		马祖	ts	uŋ	33	上声	
凊	闽东区	侯官片		马祖	tsʰ	eiŋ	312	阴去	
凡	闽东区	侯官片		马祖	h	uaŋ	51	阳平	
凶	闽东区	侯官片		马祖	h	yŋ	55	阴平	
凿	闽东区	侯官片		马祖	tsʰ	øyk	5	阳入	
刀	闽东区	侯官片		马祖	t	o	55	阴平	
分	闽东区	侯官片		马祖	h/p	uŋ/uoŋ	55/55	阴平/阴平	十分<br>分东西。
刘	闽东区	侯官片		马祖	l	ɑu	51	阳平	
初	闽东区	侯官片		马祖	tsʰ	ø	55	阴平	
判	闽东区	侯官片		马祖	pʰ	uɑŋ	312	阴去	
到	闽东区	侯官片		马祖	t	ɔ	312	阴去	
刷	闽东区	侯官片		马祖	s	ɔuk	13	阴入	
剃	闽东区	侯官片		马祖	tʰ	iɛ	312	阴去	
削	闽东区	侯官片		马祖	s	uɔʔ	13	阴入	
前	闽东区	侯官片		马祖	s/ts	eiŋ/ieŋ	51/51	阳平/阳平	
剪	闽东区	侯官片		马祖	ts	eiŋ	33	上声	
割	闽东区	侯官片		马祖	k	ɑk	13	阴入	
劃	闽东区	侯官片		马祖		uaʔ	5	阳入	
劉	闽东区	侯官片		马祖	l	ɑu	51	阳平	
劍	闽东区	侯官片		马祖	k	iɛŋ	312	阴去	
劒	闽东区	侯官片		马祖	k	iɛŋ	312	阴去	
劔	闽东区	侯官片		马祖	k	iɛŋ	312	阴去	
劝	闽东区	侯官片		马祖	kʰ	uɔŋ	312	阴去	
办	闽东区	侯官片		马祖	p	aiŋ	131	阳去	
功	闽东区	侯官片		马祖	k/k	øyŋ/uŋ	55/55	阴平/阴平	功夫。<br>功课
加	闽东区	侯官片		马祖	k	a	55	阴平	
务	闽东区	侯官片		马祖		ou	131	阳去	
助	闽东区	侯官片		马祖	ts	ɔ	131	阳去	
劫	闽东区	侯官片		马祖	k	iɛk	13	阴入	
劳	闽东区	侯官片		马祖	l	o	51	阳平	
势	闽东区	侯官片		马祖	s	iɛ	312	阴去	
勇	闽东区	侯官片		马祖		yŋ	33	上声	
勒	闽东区	侯官片		马祖	l	ɔyk	13	阴入	
務	闽东区	侯官片		马祖		ou	131	阳去	
勞	闽东区	侯官片		马祖	l	o	51	阳平	
勢	闽东区	侯官片		马祖	s	iɛ	312	阴去	
勸	闽东区	侯官片		马祖	kʰ	uɔŋ	312	阴去	
包	闽东区	侯官片		马祖	p	au	55	阴平	
匏	闽东区	侯官片		马祖	p	u	51	阳平	
化	闽东区	侯官片		马祖	h	uɑ	213	阴去	
北	闽东区	侯官片		马祖	p	ɔyk	13	阴入	
匙	闽东区	侯官片		马祖	s	ie	51	阳平	
匪	闽东区	侯官片		马祖	pʰ	ui	33	上声	
区	闽东区	侯官片		马祖	kʰ	y	55	阴平	
區	闽东区	侯官片		马祖	kʰ	y	55	阴平	
十	闽东区	侯官片		马祖	s	eik	5	阳入	
午	闽东区	侯官片		马祖	ŋ	ou	131	阳去	
半	闽东区	侯官片		马祖	p	uɑŋ	312	阴去	
卖	闽东区	侯官片		马祖	m	ɑ	131	阳去	
南	闽东区	侯官片		马祖	n	aŋ	51	阳平	
博	闽东区	侯官片		马祖	p	ɔuk	13	阴入	
卯	闽东区	侯官片		马祖	m	au	33	上声	
印	闽东区	侯官片		马祖		eiŋ	312	阴去	
危	闽东区	侯官片		马祖		uːi	51	阳平	
卵	闽东区	侯官片		马祖	l	ouŋ	131	阳去	
厅	闽东区	侯官片		马祖	tʰ	iŋ	55	阴平	
历	闽东区	侯官片		马祖	l	ik	5	阳入	
压	闽东区	侯官片		马祖	0/0	aik/ɑk	13/13	阴入/阴入	压住。<br>血压
厚	闽东区	侯官片		马祖	k	ɑu	131	阳去	
县	闽东区	侯官片		马祖	k	eiŋ	51	阳平	
参	闽东区	侯官片		马祖	s	eiŋ	55	阴平	
參	闽东区	侯官片		马祖	s	eiŋ	55	阴平	
又	闽东区	侯官片		马祖		ou	131	阳去	
发	闽东区	侯官片		马祖	h/p	uɔʔ/uɔʔ	13/13	阴入/阴入	
受	闽东区	侯官片		马祖	s	iːu	131	阳去	
变	闽东区	侯官片		马祖	p	iɛŋ	312	阴去	
叛	闽东区	侯官片		马祖	pʰ	uɑŋ	131	阳去	
口	闽东区	侯官片		马祖	kʰ/kʰ	au/iau	33/33	上声/上声	开口难。<br>出口
叩	闽东区	侯官片		马祖	kʰ	au	33	上声	
叫	闽东区	侯官片		马祖	k	iːu	312	阴去	
可	闽东区	侯官片		马祖	kʰ	o	33	上声	
史	闽东区	侯官片		马祖	s	y	33	上声	
各	闽东区	侯官片		马祖	k	ɔuk	13	阴入	
合	闽东区	侯官片		马祖	h	ak	5	阳入	
吉	闽东区	侯官片		马祖	k	eik	13	阴入	
同	闽东区	侯官片		马祖	t/t	øyŋ/uŋ	51/51	阳平/阳平	同岁。<br>同学
名	闽东区	侯官片		马祖	m	iaŋ	51	阳平	
吐	闽东区	侯官片		马祖	tʰ	ou	312	阴去	
君	闽东区	侯官片		马祖	k	uŋ	55	阴平	
吞	闽东区	侯官片		马祖	tʰ	ouŋ	55	阴平	
吠	闽东区	侯官片		马祖	p	uːi	131	阳去	
含	闽东区	侯官片		马祖	k	aŋ	51	阳平	
吮	闽东区	侯官片		马祖	s	uɔŋ	131	阳去	
吹	闽东区	侯官片		马祖	tsʰ	ui	55	阴平	
呂	闽东区	侯官片		马祖	l	y	33	上声	
告	闽东区	侯官片		马祖	k	ɔ	312	阴去	
周	闽东区	侯官片		马祖	ts	iu	55	阴平	
呪	闽东区	侯官片		马祖	ts	ou	312	阴去	
味	闽东区	侯官片		马祖	0/0/m	ei/uːi/ei	131/131/131	阳去/阳去/阳去	口味<br>腥味<br>趣味。
命	闽东区	侯官片		马祖	m/m	eiŋ/iɑŋ	131/131	阳去/阳去	
品	闽东区	侯官片		马祖	pʰ	iŋ	33	上声	
响	闽东区	侯官片		马祖	h	yoŋ	33	上声	
哥	闽东区	侯官片		马祖	k	o	55	阴平	
唱	闽东区	侯官片		马祖	tsʰ	yɔŋ	312	阴去	
商	闽东区	侯官片		马祖	s	ouŋ	55	阴平	
問	闽东区	侯官片		马祖		ouŋ	131	阳去	
啼	闽东区	侯官片		马祖	tʰ	ie	51	阳平	
喉	闽东区	侯官片		马祖	h	ɔ	51	阳平	
喘	闽东区	侯官片		马祖	tsʰ	uaŋ	33	上声	
喙	闽东区	侯官片		马祖	tsʰ	uːi	312	阴去	
喜	闽东区	侯官片		马祖	h	i	33	上声	
單	闽东区	侯官片		马祖	t	aŋ	55	阴平	
喻	闽东区	侯官片		马祖		øy	131	阳去	
嘉	闽东区	侯官片		马祖	k	a	55	阴平	
嘗	闽东区	侯官片		马祖	s	yoŋ	51	阳平	
嚴	闽东区	侯官片		马祖	ŋ	ieŋ	51	阳平	
四	闽东区	侯官片		马祖	s	ei	312	阴去	
回	闽东区	侯官片		马祖	h	uːi	51	阳平	
因	闽东区	侯官片		马祖		iŋ	55	阴平	
团	闽东区	侯官片		马祖	tʰ	uaŋ	51	阳平	
困	闽东区	侯官片		马祖	kʰ	ɔuŋ	312	阴去	
国	闽东区	侯官片		马祖	k	uɔk	13	阴入	
图	闽东区	侯官片		马祖	t	u	51	阳平	
圆	闽东区	侯官片		马祖		uoŋ	51	阳平	
國	闽东区	侯官片		马祖	k	uɔk	13	阴入	
圍	闽东区	侯官片		马祖		uːi	51	阳去	
園	闽东区	侯官片		马祖	0/h	uoŋ/uoŋ	51/51	阳平/阳平	
圖	闽东区	侯官片		马祖	t	u	51	阳平	
團	闽东区	侯官片		马祖	tʰ	uaŋ	51	阳平	
土	闽东区	侯官片		马祖	tʰ	u	33	上声	
在	闽东区	侯官片		马祖	ts	ɑi	131	阳去	
址	闽东区	侯官片		马祖	ts	i	33	上声	
均	闽东区	侯官片		马祖	k	iŋ	55	阴平	
坐	闽东区	侯官片		马祖	s/ts	ɔy/ɔ	131/131	阳去/阳去	
坑	闽东区	侯官片		马祖	kʰ	aŋ	55	阴平	
坛	闽东区	侯官片		马祖	t	aŋ	51	阳平	
坡	闽东区	侯官片		马祖	pʰ	o	55	阴平	
坤	闽东区	侯官片		马祖	kʰ	ouŋ	55	阴平	
坼	闽东区	侯官片		马祖	tʰ	iɛʔ	13	阴入	
垻	闽东区	侯官片		马祖	p	ɑ	312	阴去	
埋	闽东区	侯官片		马祖	m	uɑi	51	阳平	
城	闽东区	侯官片		马祖	s	iaŋ	51	阳平	
培	闽东区	侯官片		马祖	p	uːi	51	阳平	
基	闽东区	侯官片		马祖	k	i	55	阴平	
堂	闽东区	侯官片		马祖	t	ouŋ	51	阳平	
堆	闽东区	侯官片		马祖	t	oy	55	阴平	
報	闽东区	侯官片		马祖	p	ɔ	312	阴去	
塍	闽东区	侯官片		马祖	tsʰ	eiŋ	51	阳平	
塔	闽东区	侯官片		马祖	t	ɑk	13	阴入	
塗	闽东区	侯官片		马祖	tʰ	u	51	阳平	
塘	闽东区	侯官片		马祖	t	ouŋ	51	阳平	
塞	闽东区	侯官片		马祖	s	eik	13	阴入	
墜	闽东区	侯官片		马祖	t/tʰ	uːi/uːi	131/131	阳去/阳去	
墨	闽东区	侯官片		马祖	m	øyk	5	阳入	
壁	闽东区	侯官片		马祖	p	iɑʔ	13	阴入	
壇	闽东区	侯官片		马祖	t	aŋ	51	阳平	
壓	闽东区	侯官片		马祖	0/0	aik/ɑk	13/13	阴入/阴入	压住。<br>血压
士	闽东区	侯官片		马祖	s	øy	131	阳去	
壶	闽东区	侯官片		马祖	h	u	51	阳平	
壺	闽东区	侯官片		马祖	h	u	51	阳平	
壻	闽东区	侯官片		马祖	s	ɑi	312	阴去	
备	闽东区	侯官片		马祖	p	ei	131	阳去	
外	闽东区	侯官片		马祖	ŋ/ŋ	iɛ/uːi	131/131	阳去/阳去	外公。<br>外国
多	闽东区	侯官片		马祖	t/t	o/uo	55/55	阴平/阴平	
夜	闽东区	侯官片		马祖		iɑ	131	阳去	
大	闽东区	侯官片		马祖	t	ɑi	131	阳去	大陆。
太	闽东区	侯官片		马祖	tʰ	ɑi	312	阴去	
头	闽东区	侯官片		马祖	tʰ	ɑu	51	阳平	
夹	闽东区	侯官片		马祖	k	ɑk	13	阴入	
夾	闽东区	侯官片		马祖	k	ɑk	13	阴入	
契	闽东区	侯官片		马祖	kʰ	iɛ	312	阴去	
奖	闽东区	侯官片		马祖	ts	yoŋ	33	上声	
套	闽东区	侯官片		马祖	tʰ	ɔ	312	阴去	
女	闽东区	侯官片		马祖	n	y	33	上声	
奴	闽东区	侯官片		马祖	n	u	51	阳平	
好	闽东区	侯官片		马祖	h	o	33	上声	
如	闽东区	侯官片		马祖	0/l	y/u	51/51	阳平/阳平	
妇	闽东区	侯官片		马祖	p	ou	131	阳去	
妖	闽东区	侯官片		马祖		iu	55	阴平	
妙	闽东区	侯官片		马祖	m	iːu	131	阳去	
妹	闽东区	侯官片		马祖	m	uːi	312	阴去	
妻	闽东区	侯官片		马祖	tsʰ	e	55	阴平	
妾	闽东区	侯官片		马祖	tsʰ	iɛk	13	阴入	
姐	闽东区	侯官片		马祖	ts	ia	33	上声	
姓	闽东区	侯官片		马祖	s	ɑŋ	312	阴去	
姨	闽东区	侯官片		马祖		i	51	阳平	
娇	闽东区	侯官片		马祖	k	iu	55	阴平	
娘	闽东区	侯官片		马祖	n/n	øyŋ/yoŋ	51/51	阳平/阳平	
娠	闽东区	侯官片		马祖	s	iŋ	55	阴平	
婚	闽东区	侯官片		马祖	h	uoŋ	55	阴平	
