繁體	简体	吳拼	備注
粉	粉	fəŋ³⁴	
糞	粪	fəŋ⁴⁴	
奮	奋	fəŋ⁴⁴	
焚	焚	vəŋ²²	
墳	坟	vəŋ²²	
文	文	vəŋ²²	
紋	纹	vəŋ²²	
蚊	蚊	vəŋ²²	文讀
聞	闻	vəŋ²²	文讀
憤	愤	vəŋ¹³	
忿	忿	vəŋ¹³	
份	份	vəŋ¹³	
吻	吻	vəŋ¹³	
刎	刎	vəŋ¹³	
問	问	vəŋ¹³	文讀
敦	敦	təŋ⁵¹	
墩	墩	təŋ⁵¹	
蹲	蹲	təŋ⁵¹	
登	登	təŋ⁵¹	
燈	灯	təŋ⁵¹	
等	等	təŋ³⁴	
頂	顶	təŋ³⁴	白讀，如：屋頂、樓頂
頓	顿	təŋ⁴⁴	
凳	凳	təŋ⁴⁴	
鐙	镫	təŋ⁴⁴	
吞	吞	tʰəŋ⁵¹	
氽	氽	tʰəŋ³⁴	油炸
褪	褪	tʰəŋ⁴⁴	
屯	屯	dəŋ²²	
豚	豚	dəŋ²²	
飩	饨	dəŋ²²	餛飩
臀	臀	dəŋ²²	
騰	腾	dəŋ²²	
謄	誊	dəŋ²²	
藤	藤	dəŋ²²	
疼	疼	dəŋ²²	
停	停	dəŋ²²	白讀，如：停晌（休息一會兒）
囤	囤	dəŋ¹³	
沌	沌	dəŋ¹³	
盾	盾	dəŋ¹³	
鈍	钝	dəŋ¹³	
遁	遁	dəŋ¹³	
鄧	邓	dəŋ¹³	
論	论	ləŋ²²	論語
侖	仑	ləŋ²²	
倫	伦	ləŋ²²	
淪	沦	ləŋ²²	
輪	轮	ləŋ²²	
論	论	ləŋ¹³	議論
楞	楞	ləŋ¹³	
愣	愣	ləŋ¹³	
尊	尊	tsəŋ⁵¹	
撙	撙	tsəŋ⁵¹	
遵	遵	tsəŋ⁵¹	
曾	曾	tsəŋ⁵¹	姓
增	增	tsəŋ⁵¹	
憎	憎	tsəŋ⁵¹	
爭	争	tsəŋ⁵¹	文讀
箏	筝	tsəŋ⁵¹	
睜	睁	tsəŋ⁵¹	文讀
參	参	tsʰəŋ⁵¹	參差
忖	忖	tsʰəŋ³⁴	
襯	衬	tsʰəŋ⁴⁴	
村	村	tsʰəŋ⁴⁴	
寸	寸	tsʰəŋ⁴⁴	
岑	岑	dzəŋ²²	
存	存	dzəŋ²²	
曾	曾	dzəŋ²²	曾經
澄	澄	dzəŋ²²	
橙	橙	dzəŋ²²	
贈	赠	dzəŋ¹³	
能	能	nəŋ²²	
嫩	嫩	nəŋ¹³	
寧	宁	nəŋ¹³	白讀，如：寧可
森	森	səŋ⁵¹	
參	参	səŋ⁵¹	人蔘
孫	孙	səŋ⁵¹	
僧	僧	səŋ⁵¹	
生	生	səŋ⁵¹	文讀
笙	笙	səŋ⁵¹	
損	损	səŋ³⁴	
滲	渗	səŋ⁴⁴	
遜	逊	səŋ⁴⁴	
層	层	zəŋ¹³	
跟	跟	kəŋ⁵¹	
根	根	kəŋ⁵¹	
更	更	kəŋ⁵¹	更換；文讀
耿	耿	kəŋ³⁴	文讀
更	更	kəŋ⁴⁴	更加
坑	坑	kʰəŋ⁵¹	文讀
懇	恳	kʰəŋ³⁴	
墾	垦	kʰəŋ³⁴	
啃	啃	kʰəŋ³⁴	
肯	肯	kʰəŋ³⁴	
艮	艮	ɡəŋ¹³	性情執拗
哼	哼	həŋ⁵¹	訓斥
很	很	həŋ³⁴	
浫	浫	həŋ⁴⁴	液體被吸收並滲透
洵	洵	həŋ⁴⁴	洵鼻涕
痕	痕	ɦəŋ²²	
恆	恒	ɦəŋ²²	
衡	衡	ɦəŋ²²	
恨	恨	ɦəŋ¹³	
恩	恩	əŋ⁵¹	
彬	彬	piŋ⁵¹	
賓	宾	piŋ⁵¹	
檳	槟	piŋ⁵¹	
冰	冰	piŋ⁵¹	
兵	兵	piŋ⁵¹	
稟	禀	piŋ³⁴	
丙	丙	piŋ³⁴	
秉	秉	piŋ³⁴	
餅	饼	piŋ³⁴	
併	并	piŋ³⁴	合併
殯	殡	piŋ⁴⁴	
鬢	鬓	piŋ⁴⁴	
柄	柄	piŋ⁴⁴	
拼	拼	pʰiŋ⁵¹	
姘	姘	pʰiŋ⁵¹	
品	品	pʰiŋ³⁴	
聘	聘	pʰiŋ⁴⁴	
貧	贫	biŋ²²	
頻	频	biŋ²²	
憑	凭	biŋ²²	
平	平	biŋ²²	
坪	坪	biŋ²²	
評	评	biŋ²²	
瓶	瓶	biŋ²²	
屏	屏	biŋ²²	
萍	萍	biŋ²²	
病	病	biŋ¹³	
並	并	biŋ¹³	並列
閩	闽	miŋ²²	
民	民	miŋ²²	
鳴	鸣	miŋ²²	
明	明	miŋ²²	
名	名	miŋ²²	
銘	铭	miŋ²²	
憫	悯	miŋ¹³	
敏	敏	miŋ¹³	
抿	抿	miŋ¹³	
皿	皿	miŋ¹³	
命	命	miŋ¹³	
丁	丁	tiŋ⁵¹	
釘	钉	tiŋ⁵¹	鐵釘
靪	靪	tiŋ⁵¹	
疔	疔	tiŋ⁵¹	
頂	顶	tiŋ³⁴	文讀
鼎	鼎	tiŋ³⁴	
釘	钉	tiŋ⁴⁴	釘住
訂	订	tiŋ⁴⁴	
廳	厅	tʰiŋ⁵¹	
汀	汀	tʰiŋ⁵¹	
艇	艇	tʰiŋ³⁴	
挺	挺	tʰiŋ³⁴	
聽	听	tʰiŋ⁴⁴	
亭	亭	diŋ²²	
停	停	diŋ²²	文讀
廷	廷	diŋ²²	
庭	庭	diŋ²²	
蜓	蜓	diŋ²²	蜻蜓
錠	锭	diŋ¹³	
定	定	diŋ¹³	
拎	拎	ʔliŋ⁵¹	
林	林	liŋ²²	
淋	淋	liŋ²²	
臨	临	liŋ²²	
鄰	邻	liŋ²²	
鱗	鳞	liŋ²²	
磷	磷	liŋ²²	
陵	陵	liŋ²²	
凌	凌	liŋ²²	
菱	菱	liŋ²²	
靈	灵	liŋ²²	
零	零	liŋ²²	
鈴	铃	liŋ²²	
伶	伶	liŋ²²	
翎	翎	liŋ²²	
賃	赁	liŋ¹³	
吝	吝	liŋ¹³	
領	领	liŋ¹³	
嶺	岭	liŋ¹³	
令	令	liŋ¹³	
另	另	liŋ¹³	
針	针	tɕiŋ⁵¹	
斟	斟	tɕiŋ⁵¹	
今	今	tɕiŋ⁵¹	
金	金	tɕiŋ⁵¹	
禁	禁	tɕiŋ⁵¹	禁不住
襟	襟	tɕiŋ⁵¹	
津	津	tɕiŋ⁵¹	
巾	巾	tɕiŋ⁵¹	
斤	斤	tɕiŋ⁵¹	
筋	筋	tɕiŋ⁵¹	
徵	征	tɕiŋ⁵¹	
蒸	蒸	tɕiŋ⁵¹	
莖	茎	tɕiŋ⁵¹	
京	京	tɕiŋ⁵¹	
荊	荆	tɕiŋ⁵¹	
驚	惊	tɕiŋ⁵¹	
精	精	tɕiŋ⁵¹	
晶	晶	tɕiŋ⁵¹	
睛	睛	tɕiŋ⁵¹	
貞	贞	tɕiŋ⁵¹	
偵	侦	tɕiŋ⁵¹	
正	正	tɕiŋ⁵¹	正月
征	征	tɕiŋ⁵¹	
經	经	tɕiŋ⁵¹	
枕	枕	tɕiŋ³⁴	
錦	锦	tɕiŋ³⁴	
緊	紧	tɕiŋ³⁴	
謹	谨	tɕiŋ³⁴	
拯	拯	tɕiŋ³⁴	
境	境	tɕiŋ³⁴	
景	景	tɕiŋ³⁴	
警	警	tɕiŋ³⁴	
井	井	tɕiŋ³⁴	
整	整	tɕiŋ³⁴	
頸	颈	tɕiŋ³⁴	
浸	浸	tɕiŋ⁴⁴	
禁	禁	tɕiŋ⁴⁴	禁止
進	进	tɕiŋ⁴⁴	
晉	晋	tɕiŋ⁴⁴	
勁	劲	tɕiŋ⁴⁴	
證	证	tɕiŋ⁴⁴	
症	症	tɕiŋ⁴⁴	
鯽	鲫	tɕiŋ⁴⁴	又音
敬	敬	tɕiŋ⁴⁴	
竟	竟	tɕiŋ⁴⁴	
鏡	镜	tɕiŋ⁴⁴	
正	正	tɕiŋ⁴⁴	
政	政	tɕiŋ⁴⁴	
勁	劲	tɕiŋ⁴⁴	勁敵
徑	径	tɕiŋ⁴⁴	
經	经	tɕiŋ⁴⁴	經緯
欽	钦	tɕʰiŋ⁵¹	
親	亲	tɕʰiŋ⁵¹	
稱	称	tɕʰiŋ⁵¹	
卿	卿	tɕʰiŋ⁵¹	
清	清	tɕʰiŋ⁵¹	
蟶	蛏	tɕʰiŋ⁵¹	蟶子
輕	轻	tɕʰiŋ⁵¹	
青	青	tɕʰiŋ⁵¹	
蜻	蜻	tɕʰiŋ⁵¹	蜻蜓
傾	倾	tɕʰiŋ⁵¹	
寢	寝	tɕʰiŋ³⁴	
請	请	tɕʰiŋ³⁴	
逞	逞	tɕʰiŋ³⁴	逞能
頃	顷	tɕʰiŋ³⁴	
侵	侵	tɕʰiŋ⁴⁴	
撳	揿	tɕʰiŋ⁴⁴	按
趁	趁	tɕʰiŋ⁴⁴	
秤	秤	tɕʰiŋ⁴⁴	
慶	庆	tɕʰiŋ⁴⁴	
磬	磬	tɕʰiŋ⁴⁴	
沉	沉	dʑiŋ²²	
琴	琴	dʑiŋ²²	
禽	禽	dʑiŋ²²	
擒	擒	dʑiŋ²²	
秦	秦	dʑiŋ²²	
陳	陈	dʑiŋ²²	
塵	尘	dʑiŋ²²	
臣	臣	dʑiŋ²²	
勤	勤	dʑiŋ²²	
芹	芹	dʑiŋ²²	
澄	澄	dʑiŋ²²	
懲	惩	dʑiŋ²²	
橙	橙	dʑiŋ²²	
乘	乘	dʑiŋ²²	
承	承	dʑiŋ²²	
丞	丞	dʑiŋ²²	
擎	擎	dʑiŋ²²	
鯨	鲸	dʑiŋ²²	
情	情	dʑiŋ²²	
晴	晴	dʑiŋ²²	
呈	呈	dʑiŋ²²	
程	程	dʑiŋ²²	
成	成	dʑiŋ²²	
城	城	dʑiŋ²²	
誠	诚	dʑiŋ²²	
盡	尽	dʑiŋ¹³	
陣	阵	dʑiŋ¹³	
僅	仅	dʑiŋ¹³	
近	近	dʑiŋ¹³	
剩	剩	dʑiŋ¹³	
競	竞	dʑiŋ¹³	
靖	靖	dʑiŋ¹³	
鄭	郑	dʑiŋ¹³	
勁	劲	dʑiŋ¹³	勁道：力氣
壬	壬	ȵiŋ²²	
任	任	ȵiŋ²²	姓
吟	吟	ȵiŋ²²	
人	人	ȵiŋ²²	白讀
銀	银	ȵiŋ²²	
仍	仍	ȵiŋ²²	
凝	凝	ȵiŋ²²	
迎	迎	ȵiŋ²²	
認	认	ȵiŋ¹³	白讀
寧	宁	ȵiŋ¹³	白讀
佞	佞	ȵiŋ¹³	
心	心	ɕiŋ⁵¹	
深	深	ɕiŋ⁵¹	
辛	辛	ɕiŋ⁵¹	
新	新	ɕiŋ⁵¹	
薪	薪	ɕiŋ⁵¹	
伸	伸	ɕiŋ⁵¹	
欣	欣	ɕiŋ⁵¹	
升	升	ɕiŋ⁵¹	
聲	声	ɕiŋ⁵¹	
星	星	ɕiŋ⁵¹	
腥	腥	ɕiŋ⁵¹	
馨	馨	ɕiŋ⁵¹	
沈	沈	ɕiŋ³⁴	
審	审	ɕiŋ³⁴	
嬸	婶	ɕiŋ³⁴	
省	省	ɕiŋ³⁴	反省
醒	醒	ɕiŋ³⁴	
信	信	ɕiŋ⁴⁴	
訊	讯	ɕiŋ⁴⁴	
釁	衅	ɕiŋ⁴⁴	
迅	迅	ɕiŋ⁴⁴	
勝	胜	ɕiŋ⁴⁴	
興	兴	ɕiŋ⁴⁴	
性	性	ɕiŋ⁴⁴	
姓	姓	ɕiŋ⁴⁴	
聖	圣	ɕiŋ⁴⁴	
尋	寻	ʑiŋ²²	
繩	绳	ʑiŋ²²	
塍	塍	ʑiŋ²²	田塍
椹	椹	ʑiŋ¹³	桑椹
甚	甚	ʑiŋ¹³	
慎	慎	ʑiŋ¹³	
靜	静	ʑiŋ¹³	
淨	净	ʑiŋ¹³	文讀
盛	盛	ʑiŋ¹³	
淫	淫	ɦiŋ²²	
寅	寅	ɦiŋ²²	
蠅	蝇	ɦiŋ²²	
盈	盈	ɦiŋ²²	
贏	赢	ɦiŋ²²	
形	形	ɦiŋ²²	
型	型	ɦiŋ²²	
刑	刑	ɦiŋ²²	
陘	陉	ɦiŋ²²	
螢	萤	ɦiŋ²²	文讀
滎	荥	ɦiŋ²²	滎陽
營	营	ɦiŋ²²	
塋	茔	ɦiŋ²²	
行	行	ɦiŋ²²	行爲，文讀
引	引	ɦiŋ¹³	
尹	尹	ɦiŋ¹³	
幸	幸	ɦiŋ¹³	
穎	颖	ɦiŋ¹³	
行	行	ɦiŋ¹³	品行，文讀
音	音	iŋ⁵¹	
陰	阴	iŋ⁵¹	
因	因	iŋ⁵¹	
姻	姻	iŋ⁵¹	
殷	殷	iŋ⁵¹	
鷹	鹰	iŋ⁵¹	
鶯	莺	iŋ⁵¹	文讀
鸚	鹦	iŋ⁵¹	鸚鵡
櫻	樱	iŋ⁵¹	文讀
英	英	iŋ⁵¹	
嬰	婴	iŋ⁵¹	
纓	缨	iŋ⁵¹	
飲	饮	iŋ³⁴	
隱	隐	iŋ³⁴	
影	影	iŋ³⁴	
蔭	荫	iŋ⁴⁴	
印	印	iŋ⁴⁴	
熨	熨	iŋ⁴⁴	
應	应	iŋ⁴⁴	
映	映	iŋ⁴⁴	
滾	滚	kuəŋ³⁴	
棍	棍	kuəŋ⁴⁴	
昆	昆	kʰuəŋ⁵¹	
坤	坤	kʰuəŋ⁵¹	
捆	捆	kʰuəŋ³⁴	
困	困	kʰuəŋ⁴⁴	
睏	睏	kʰuəŋ⁴⁴	睡覺
昏	昏	huəŋ⁵¹	
婚	婚	huəŋ⁵¹	
葷	荤	huəŋ⁵¹	
魂	魂	ɦuəŋ²²	
餛	馄	ɦuəŋ²²	餛飩
渾	浑	ɦuəŋ²²	
混	混	ɦuəŋ¹³	
溫	温	uəŋ⁵¹	
瘟	瘟	uəŋ⁵¹	
穩	稳	uəŋ³⁴	
搵	搵	uəŋ⁴⁴	蘸
崩	崩	poŋ⁵¹	又音
捧	捧	pʰoŋ³⁴	
碰	碰	pʰoŋ⁴⁴	文讀
篷	篷	boŋ²²	
蓬	蓬	boŋ²²	
蒙	蒙	moŋ²²	
夢	梦	moŋ²²	文讀
懵	懵	moŋ¹³	
風	风	foŋ⁵¹	
楓	枫	foŋ⁵¹	
瘋	疯	foŋ⁵¹	
丰	丰	foŋ⁵¹	
豐	丰	foŋ⁵¹	
封	封	foŋ⁵¹	
峯	峰	foŋ⁵¹	
峰	峰	foŋ⁵¹	
蜂	蜂	foŋ⁵¹	
鋒	锋	foŋ⁵¹	
諷	讽	foŋ³⁴	
瘋	疯	foŋ⁴⁴	縱情嬉鬧
馮	冯	voŋ²²	
逢	逢	voŋ²²	
縫	缝	voŋ²²	縫衣服
鳳	凤	voŋ¹³	
奉	奉	voŋ¹³	
俸	俸	voŋ¹³	
縫	缝	voŋ¹³	一條縫
東	东	toŋ⁵¹	
冬	冬	toŋ⁵¹	
董	董	toŋ³⁴	
懂	懂	toŋ³⁴	
凍	冻	toŋ⁴⁴	
棟	栋	toŋ⁴⁴	
通	通	tʰoŋ⁵¹	
捅	捅	tʰoŋ³⁴	
統	统	tʰoŋ³⁴	
痛	痛	tʰoŋ⁴⁴	
同	同	doŋ²²	
銅	铜	doŋ²²	
桐	桐	doŋ²²	
筒	筒	doŋ²²	
童	童	doŋ²²	
瞳	瞳	doŋ²²	
桶	桶	doŋ¹³	
動	动	doŋ¹³	
洞	洞	doŋ¹³	
籠	笼	loŋ²²	
聾	聋	loŋ²²	
隆	隆	loŋ²²	
龍	龙	loŋ²²	
攏	拢	loŋ¹³	
弄	弄	loŋ¹³	
隴	陇	loŋ¹³	
壟	垄	loŋ¹³	
六	六	loŋ¹³	兒化音，如：十五六
珍	珍	tsoŋ⁵¹	
真	真	tsoŋ⁵¹	
肫	肫	tsoŋ⁵¹	肫肝
棕	棕	tsoŋ⁵¹	
鬃	鬃	tsoŋ⁵¹	
宗	宗	tsoŋ⁵¹	
中	中	tsoŋ⁵¹	當中
終	终	tsoŋ⁵¹	
蹤	踪	tsoŋ⁵¹	
鍾	钟	tsoŋ⁵¹	
鐘	钟	tsoŋ⁵¹	
盅	盅	tsoŋ⁵¹	
供	供	tsoŋ⁵¹	白讀，舊
診	诊	tsoŋ³⁴	
疹	疹	tsoŋ³⁴	
準	准	tsoŋ³⁴	
總	总	tsoŋ³⁴	
冢	冢	tsoŋ³⁴	
種	种	tsoŋ³⁴	種類
腫	肿	tsoŋ³⁴	
鎮	镇	tsoŋ⁴⁴	
振	振	tsoŋ⁴⁴	
震	震	tsoŋ⁴⁴	
俊	俊	tsoŋ⁴⁴	
糉	粽	tsoŋ⁴⁴	
粽	粽	tsoŋ⁴⁴	
中	中	tsoŋ⁴⁴	中獎
衆	众	tsoŋ⁴⁴	
眾	众	tsoŋ⁴⁴	
縱	纵	tsoŋ⁴⁴	
種	种	tsoŋ⁴⁴	種樹
皴	皴	tsʰoŋ⁵¹	臉皴
椿	椿	tsʰoŋ⁵¹	
春	春	tsʰoŋ⁵¹	
聰	聪	tsʰoŋ⁵¹	
匆	匆	tsʰoŋ⁵¹	
蔥	葱	tsʰoŋ⁵¹	
囪	囱	tsʰoŋ⁵¹	
充	充	tsʰoŋ⁵¹	
從	从	tsʰoŋ⁵¹	
衝	冲	tsʰoŋ⁵¹	
舂	舂	tsʰoŋ⁵¹	
蠢	蠢	tsʰoŋ³⁴	
寵	宠	tsʰoŋ³⁴	
蹱	蹱	tsʰoŋ⁴⁴	走路不穩
銃	铳	tsʰoŋ⁴⁴	放銃
叢	丛	dzoŋ²²	
蟲	虫	dzoŋ²²	
崇	崇	dzoŋ²²	
從	从	dzoŋ²²	跟從
重	重	dzoŋ²²	
仲	仲	dzoŋ¹³	
齈	齈	ʔnoŋ⁴⁴	多涕鼻疾
膿	脓	noŋ²²	
農	农	noŋ²²	
儂	侬	noŋ²²	
身	身	soŋ⁵¹	
申	申	soŋ⁵¹	
娠	娠	soŋ⁵¹	
荀	荀	soŋ⁵¹	
旬	旬	soŋ⁵¹	
松	松	soŋ⁵¹	
嵩	嵩	soŋ⁵¹	
鬆	松	soŋ⁵¹	
筍	笋	soŋ³⁴	
榫	榫	soŋ³⁴	榫頭
慫	怂	soŋ³⁴	
殉	殉	soŋ⁴⁴	
舜	舜	soŋ⁴⁴	
送	送	soŋ⁴⁴	
宋	宋	soŋ⁴⁴	
叔	叔	soŋ⁴⁴	兒化音
神	神	zoŋ²²	
辰	辰	zoŋ²²	
晨	晨	zoŋ²²	
腎	肾	zoŋ²²	
人	人	zoŋ²²	文讀
仁	仁	zoŋ²²	
循	循	zoŋ²²	
巡	巡	zoŋ²²	
脣	唇	zoŋ²²	
純	纯	zoŋ²²	
蓴	莼	zoŋ²²	
任	任	zoŋ¹³	責任
紉	纫	zoŋ¹³	縫紉
慎	慎	zoŋ¹³	又音
忍	忍	zoŋ¹³	
刃	刃	zoŋ¹³	
認	认	zoŋ¹³	文讀
韌	韧	zoŋ¹³	
順	顺	zoŋ¹³	
醇	醇	zoŋ¹³	
潤	润	zoŋ¹³	
誦	诵	zoŋ¹³	
頌	颂	zoŋ¹³	
訟	讼	zoŋ¹³	
公	公	koŋ⁵¹	
蚣	蚣	koŋ⁵¹	蜈蚣
工	工	koŋ⁵¹	
功	功	koŋ⁵¹	
弓	弓	koŋ⁵¹	
躬	躬	koŋ⁵¹	
宮	宫	koŋ⁵¹	
恭	恭	koŋ⁵¹	
拱	拱	koŋ³⁴	
鞏	巩	koŋ³⁴	
攻	攻	koŋ⁴⁴	
貢	贡	koŋ⁴⁴	
汞	汞	koŋ⁴⁴	
供	供	koŋ⁴⁴	文讀
空	空	kʰoŋ⁵¹	空箱子
孔	孔	kʰoŋ³⁴	
恐	恐	kʰoŋ³⁴	
控	控	kʰoŋ⁴⁴	
空	空	kʰoŋ⁴⁴	空餘
共	共	ɡoŋ¹³	
轟	轰	hoŋ⁵¹	轟出去
烘	烘	hoŋ⁵¹	
哄	哄	hoŋ³⁴	
轟	轰	hoŋ⁴⁴	轟炸
弘	弘	ɦoŋ²²	
宏	宏	ɦoŋ²²	
紅	红	ɦoŋ²²	
洪	洪	ɦoŋ²²	
鴻	鸿	ɦoŋ²²	
虹	虹	ɦoŋ²²	
哄	哄	ɦoŋ¹³	起鬨
翁	翁	oŋ⁵¹	
屋	屋	oŋ⁵¹	兒化；五角屋兒：一種傳統小房子
蓊	蓊	oŋ³⁴	
甕	甕	oŋ⁴⁴	
蕹	蕹	oŋ⁴⁴	蕹菜
均	均	tɕyoŋ⁵¹	
鈞	钧	tɕyoŋ⁵¹	
君	君	tɕyoŋ⁵¹	
軍	军	tɕyoŋ⁵¹	
迥	迥	tɕyoŋ³⁴	
菌	菌	tɕʰyoŋ⁴⁴	
羣	群	dʑyoŋ²²	
裙	裙	dʑyoŋ²²	
瓊	琼	dʑyoŋ²²	
窮	穷	dʑyoŋ²²	
窘	窘	dʑyoŋ¹³	
郡	郡	dʑyoŋ¹³	
戎	戎	ȵyoŋ²²	
絨	绒	ȵyoŋ²²	
濃	浓	ȵyoŋ²²	
薰	熏	ɕyoŋ⁵¹	
勳	勋	ɕyoŋ⁵¹	
薰	薰	ɕyoŋ⁵¹	
兄	兄	ɕyoŋ⁵¹	
胸	胸	ɕyoŋ⁵¹	
兇	凶	ɕyoŋ⁵¹	
凶	凶	ɕyoŋ⁵¹	
訓	训	ɕyoŋ⁴⁴	
嗅	嗅	ɕyoŋ⁴⁴	用鼻子聞
勻	匀	ɦyoŋ²²	
云	云	ɦyoŋ²²	
雲	云	ɦyoŋ²²	
螢	萤	ɦyoŋ²²	白讀；火螢頭：螢火蟲
榮	荣	ɦyoŋ²²	
熊	熊	ɦyoŋ²²	
雄	雄	ɦyoŋ²²	
融	融	ɦyoŋ²²	
茸	茸	ɦyoŋ²²	蔘茸
冗	冗	ɦyoŋ²²	
容	容	ɦyoŋ²²	
蓉	蓉	ɦyoŋ²²	芙蓉
熔	熔	ɦyoŋ²²	
庸	庸	ɦyoŋ²²	又音
閏	闰	ɦyoŋ¹³	
允	允	ɦyoŋ¹³	
韻	韵	ɦyoŋ¹³	
運	运	ɦyoŋ¹³	
暈	晕	ɦyoŋ¹³	
孕	孕	ɦyoŋ¹³	
詠	咏	ɦyoŋ¹³	
用	用	ɦyoŋ¹³	
雍	雍	yoŋ⁵¹	
臃	臃	yoŋ⁵¹	
庸	庸	yoŋ⁵¹	又音
永	永	yoŋ³⁴	
泳	泳	yoŋ³⁴	
詠	咏	yoŋ³⁴	又音
擁	拥	yoŋ³⁴	
甬	甬	yoŋ³⁴	
勇	勇	yoŋ³⁴	
涌	涌	yoŋ³⁴	
壅	壅	yoŋ⁴⁴	施肥
八	八	paʔ⁵	
鉢	钵	paʔ⁵	
撥	拨	paʔ⁵	
不	不	paʔ⁵	
百	百	paʔ⁵	
柏	柏	paʔ⁵	
伯	伯	paʔ⁵	
迫	迫	paʔ⁵	
蘗	蘗	paʔ⁵	黃蘗，藥名
潑	泼	pʰaʔ⁵	
泊	泊	pʰaʔ⁵	梁山泊
迫	迫	pʰaʔ⁵	又音
拍	拍	pʰaʔ⁵	
帕	帕	pʰaʔ⁵	
魄	魄	pʰaʔ⁵	
拔	拔	baʔ²³	
鈸	钹	baʔ²³	
白	白	baʔ²³	
帛	帛	baʔ²³	
鼻	鼻	baʔ²³	又音
抹	抹	maʔ²³	
末	末	maʔ²³	
沫	沫	maʔ²³	
抹	抹	maʔ²³	
襪	袜	maʔ²³	
沒	没	maʔ²³	
默	默	maʔ²³	
𢫦	𢫦	maʔ²³	打
陌	陌	maʔ²³	
麥	麦	maʔ²³	
脈	脉	maʔ²³	
法	法	faʔ⁵	
發	发	faʔ⁵	
佛	佛	faʔ⁵	彷彿
乏	乏	vaʔ²³	
伐	伐	vaʔ²³	
筏	筏	vaʔ²³	
罰	罚	vaʔ²³	
佛	佛	vaʔ²³	
物	物	vaʔ²³	
勿	勿	vaʔ²³	
答	答	taʔ⁵	
搭	搭	taʔ⁵	
掇	掇	taʔ⁵	兩手掇起
得	得	taʔ⁵	
德	德	taʔ⁵	
拓	拓	tʰaʔ⁵	拓本
塔	塔	tʰaʔ⁵	
榻	榻	tʰaʔ⁵	
塌	塌	tʰaʔ⁵	
溻	溻	tʰaʔ⁵	
獺	獭	tʰaʔ⁵	水獺
脫	脱	tʰaʔ⁵	
忒	忒	tʰaʔ⁵	忒好
踏	踏	daʔ²³	
沓	沓	daʔ²³	一沓紙
達	达	daʔ²³	
奪	夺	daʔ²³	
突	突	daʔ²³	
特	特	daʔ²³	
臘	腊	laʔ²³	
蠟	蜡	laʔ²³	
鑞	镴	laʔ²³	錫鑞
獵	猎	laʔ²³	又音
辣	辣	laʔ²³	
瘌	瘌	laʔ²³	
捋	捋	laʔ²³	捋袖
肋	肋	laʔ²³	
勒	勒	laʔ²³	
扎	扎	tsaʔ⁵	
眨	眨	tsaʔ⁵	
札	札	tsaʔ⁵	
卒	卒	tsaʔ⁵	
則	则	tsaʔ⁵	
側	侧	tsaʔ⁵	
窄	窄	tsaʔ⁵	
摘	摘	tsaʔ⁵	
責	责	tsaʔ⁵	
柵	栅	tsaʔ⁵	
隻	只	tsaʔ⁵	一隻
插	插	tsʰaʔ⁵	
擦	擦	tsʰaʔ⁵	
察	察	tsʰaʔ⁵	
徹	彻	tsʰaʔ⁵	又音
撤	撤	tsʰaʔ⁵	
撮	撮	tsʰaʔ⁵	
黢	黢	tsʰaʔ⁵	黢黑
側	侧	tsʰaʔ⁵	又音
測	测	tsʰaʔ⁵	
拆	拆	tsʰaʔ⁵	
㿭	㿭	tsʰaʔ⁵	皴
策	策	tsʰaʔ⁵	
冊	册	tsʰaʔ⁵	
赤	赤	tsʰaʔ⁵	
斥	斥	tsʰaʔ⁵	
尺	尺	tsʰaʔ⁵	
轍	辙	dzaʔ²³	
澤	泽	dzaʔ²³	
擇	择	dzaʔ²³	
宅	宅	dzaʔ²³	
納	纳	naʔ²³	
捺	捺	naʔ²³	撇捺
澀	涩	saʔ⁵	
撒	撒	saʔ⁵	
薩	萨	saʔ⁵	
殺	杀	saʔ⁵	
瑟	瑟	saʔ⁵	
蝨	虱	saʔ⁵	
率	率	saʔ⁵	率領
蟀	蟀	saʔ⁵	
塞	塞	saʔ⁵	
色	色	saʔ⁵	
嗇	啬	saʔ⁵	
雜	杂	zaʔ²³	
閘	闸	zaʔ²³	
炸	炸	zaʔ²³	用油炸
鍘	铡	zaʔ²³	
賊	贼	zaʔ²³	
宅	宅	zaʔ²³	又音
石	石	zaʔ²³	
蛤	蛤	kaʔ⁵	隔離
鴿	鸽	kaʔ⁵	
夾	夹	kaʔ⁵	
甲	甲	kaʔ⁵	盔甲
胛	胛	kaʔ⁵	肩胛
割	割	kaʔ⁵	
葛	葛	kaʔ⁵	
胳	胳	kaʔ⁵	
格	格	kaʔ⁵	
革	革	kaʔ⁵	
隔	隔	kaʔ⁵	
磕	磕	kʰaʔ⁵	
掐	掐	kʰaʔ⁵	
渴	渴	kʰaʔ⁵	
刻	刻	kʰaʔ⁵	
克	克	kʰaʔ⁵	
客	客	kʰaʔ⁵	
茄	茄	ɡaʔ²³	番茄
軋	轧	ɡaʔ²³	
扤	扤	ʔŋaʔ⁵	搖動，晃動；如：頭扤扤
額	额	ŋaʔ²³	
嚇	吓	haʔ⁵	
喝	喝	haʔ⁵	
瞎	瞎	haʔ⁵	
黑	黑	haʔ⁵	
赫	赫	haʔ⁵	
合	合	ɦaʔ²³	
盒	盒	ɦaʔ²³	
狹	狭	ɦaʔ²³	
峽	峡	ɦaʔ²³	
洽	洽	ɦaʔ²³	
