i
p[1]碑卑[3]比[5]闭箅{一种有洞眼用以隔物的器具}臂秘泌庇痹髀
pʰ[1]币毙披被{～子；～打}婢备鼻[2]皮疲脾琵枇[5]屁
m[2]迷谜弥
f[1]非飞={～机}妃挥辉匪[3]水
v[1]位微徽威未味={～觉}[2]为{作～}维惟唯违围[5]为{～了么个：为什么}
t[1]知-{～觉}[5]帝
tʰ[1]第递地[2]题提[3]体
n[3]你
l[1]吕虑滤厉励利鲤[2]驴黎离{～别；～开}篱璃梨厘狸[3]旅礼李里{～面；邻～}理[5]丽隶荔吏
ʨ[3]姊[5]祭际济剂{药~}
ʨʰ[1]妻聚[2]徐脐糍[3]取娶[5]趣
ɕ[1]墟{赴～}虚嘘序叙绪须{胡～；必～}需输{～赢}西栖犀牺熙希稀[3]许死喜[5]系{～统；连～}戏四
k[1]居车{～马炮}拘驹支-{量词，一～烟}枝-{竹～}肢技妓饥{～饿；～荒}肌几{茶～；～乎}基机[3]佢{他}举矩己纪{年～；～律}几{～个}[5]渠巨拒距据锯句具惧计继系{～鞋带}寄杞记忌既
kʰ[1]区{～域}驱徛{立}欺崎{陡}[2]奇骑岐其棋期旗[3]启企起岂[5]去祛器弃气汽
Ǿ[1]预豫芋喻裕医衣依[2]娱={文~}如於{～此}余馀于盂榆逾愉儿移谊夷姨而遗寅[3]与雨宇禹羽倚椅已以[5]誉愈寓易{难～}意异毅

a
p[1]巴芭疤笆[2]□{背人的动作}[3]把{～握；柄}罢靶[5]霸坝爸
pʰ[2]爬琶杷钯耙[5]怕帕
m[1]马码玛[2]麻蟆妈嫲[5]骂
f[1]花画话[2]华{中～；～山,姓}划{～算}[5]化
v[1]蛙洼
t[1]爹[3]打
tʰ[1]他
n[1]拿[3]哪
l[2]喇[5]□{缝隙，裂缝}
ʦ[1]楂渣遮抓[3]者[5]诈榨炸{～弹}蔗
ʦʰ[1]叉差{～不多；出～}岔车{马～}赊钗[2]茶搽{涂}查{调～}[3]扯
s[1]沙纱社射砂鲨[2]蛇[3]洒舍{～得}[5]赦舍{宿~}
z[1]夜[2]爷[3]惹也野
k[1]家{～具；搬～}加嘉佳[3]假{真～；放～}贾{姓}[5]架驾嫁稼价
ŋ[2]牙芽衙伢{小孩子}涯崖[3]瓦
x[1]下{底～；～降}夏{姓；春～}厦{～门；大~}[2]虾{鱼～；～蟆}霞
Ǿ[1]鸦阿[3]哑[5]亚

ia
v[1]挖
ʨ[3]姐[5]借
ʨʰ[1]谢[2]斜[3]且
ɕ[2]邪[3]写[5]泻卸

ua
k[1]瓜[3]寡剐[5]挂卦
kʰ[1]夸跨[3]侉垮

ɤ
p[1]□{蹲下}埠晡{傍晚}[3]补斧-{～头}[5]布佈怖
pʰ[1]铺{～路；店～}部簿步孵{～小鸡}[2]蒲菩脯{胸～}扶-{帮～}[3]谱普浦甫脯{猪肉~}[5]捕
f[1]呼乎户沪互护夫肤敷符父腐辅傅妇负阜扶={～手}[2]胡{～子；～来}湖糊狐壶葫俘芙[3]虎浒府腑抚斧={～正}[5]付赋赴附富副驸
v[1]乌污巫诬[2]无={～故}[3]武舞鹉[5]务雾
t[1]都{首～}[3]堵赌肚{鱼～；腹～}杜[5]妒
tʰ[1]度渡镀[2]徒屠途涂图[3]土[5]吐{～痰；呕～}兔
n[2]奴[3]努[5]怒
l[1]路赂[2]卢炉鲈芦鸬庐[3]鲁橹虏卤[5]露鹭
ʦ[1]租猪诛蛛株朱珠资姿咨脂之芝知={～识}支={～持}枝={金～}[3]祖组阻煮主紫纸旨指子梓止趾址[5]著注{～释；专~}蛀滞制{～造；～度}智致稚至置志{县～；～向}痣
ʦʰ[1]粗初助柱住自痔字治[2]除锄厨池驰瓷迟慈磁辞词祠持饲-{～料}橱[3]楚础处{相～}鼠此耻齿[5]醋处{～所}刺翅次试-{考~}
