cid	character	initial	final	tone	note
1	多	t	ɔ	42	
2	拖	l	ɔ	42	
3	大	l	ai	42	
4	锣	l	ɔ	224	
5	左	ts	ɔ	354	
6	歌	k	ɔ	42	
7	个	k	ɔ	435	
8	可	ɡ	ɔ	354	
9	鹅	ŋ	ɔ	224	
10	饿	ŋ	ɔ	212	
11	河	x	ɔ	224	
12	茄	dʑ	ia	323	
13	破	b	ɔ	212	
14	婆	b	ɔ	323	
15	磨	m	ɔ	212	
16	磨	m	ɔ	212	
17	躲	t	ɔ	354	
18	螺	l	ɔ	224	
19	坐	dz	ɔ	42	
20	锁	s	ɔ	354	
21	果	k	uɔ	354	
22	过	k	uɔ	435	
23	课	ɡ	ɔ	212	
24	火	ɸ	uɔ	354	
25	货	ɸ	uɔ	435	
26	祸	ɸ	uɔ	212	
27	靴	ɕ	ia	42	
28	把	p	a	354	
29	爬	b	a	323	
30	马	m	a	354	
31	骂	m	a	212	
32	茶	dz	a	323	
33	沙	s	a	42	
34	假	k	a	354	
35	嫁	k	a	435	
36	牙	ŋ	a	224	
37	虾	x	a	42	
38	下	x	a	42	
39	夏	x	a	42	
40	哑	ŋ	a	354	
41	姐	tɕ	ia	354	
42	借	tɕ	ia	435	
43	写	ɕ	ia	354	
44	斜	dʑ	ia	323	
45	谢	dʑ	ia	42	
46	车	dʐ	a	42	
47	蛇	ʂ	a	224	
48	射	ʂ	a	212	
49	爷	∅	ia	224	
50	野	∅	ia	354	
51	夜	∅	ia	212	
52	瓜	k	ua	42	
53	瓦	ŋ	a	354	
54	花	ɸ	ua	42	
55	化	ɸ	ua	435	
56	华	ɸ	ua	224	
57	谱	b	u	354	
58	布	p	u	435	
59	铺	b	u	212	
60	簿	b	u	42	
61	步	b	u	42	
62	赌	t	u	354	
63	土	l	u	354	
64	图	l	u	323	
65	杜	l	u	42	
66	奴	n	u	224	
67	路	l	u	212	
68	租	ts	u	42	
69	做	ts	u	435	
70	错	dz	ɔ	212	
71	箍	ɡ	u	42	
