字	IPA	注释	1阴平33 2阳平21 3阴上11 4阳上42 5阴去45 7阴入5 8阳入3 9其他53					
听	tʰiə33							
拖	tʰuə33							
锣	lo21							
左	tso11							
歌	ko33							
螺	lo21							
螺	lɛ21							
课	kʰuə45							
火	huə11							
□	mouʔ5	躲						
果	kuə11							
鹅	ŋo21							
饿	ŋo33							
河	ho21							
茄	kiə21							
婆	pʰo21							
磨	vuə21							
磨	mo45							
货	huə45							
祸	hua42							
靴	kʰuə33							
把	pɛ45							
爬	pʰɛ21							
骂	mɛ33							
茶	tɛ21							
见	ki45							
城	θiə21							
楼	lau21							
鼓	kou11							
鼓	ku11							
三	θa33							
声	θiə33							
侬	noŋ11	训，“我”的谦称，“你”的昵称，对小孩的爱称						
□	noŋ11	“我”的谦称，“你”的昵称，对小孩的爱称						
味	vi33							
□	vi33	副词，就						
辞	θu21							
嘱	tsiaʔ5							
兄	hiə33							
这	ziə45	近指代词，辛世彪记录						
这	ziə53	近指代词，吴正伟记录						
□	ziə45	近指代词，辛世彪记录						
□	ziə53	近指代词，吴正伟记录						
候	hau33							
更	kɛ33							
夜	mɛ21	训“暝”						
暝	mɛ21							
大	tuə33							
半	puə45							
转	tsuan11							
头	tʰau21							
回	tui11	训“转”						
转	tui11							
家	kɛ33							
庭	tiə21							
到	kau45							
遘	kau45	到						
步	pou33							
箍	kʰou33							
古	kou11							
租	tsou44							
奴	nou21							
错	tsʰo45							
谱	pʰu11							
布	pou45							
铺	pʰu33							
簿	pʰou42							
□	puəʔ5	赌						
塗	tʰou21							
图	tʰu21							
吴	ŋou21							
虎	hou11							
瓶	pan21							
户	hou42							
乌	ou33							
鱼	hu21							
吕	li21							
徐	ɕi21							
猪	tu33							
初	tsʰoi33							
锄	tʰu21							
所	θo11							
渠	kiʔ5							
锯	ku45							
举	ki11							
鼠	tsʰu11							
取	ɕi11							
雾	mu45							
武	vu11							
付	pʰu42							
余	zi21							
许	kʰou11							
来	lai21							
谁	tiaŋ42	训，“底侬”的合音						
□	tiaŋ42	谁，“底侬”的合音						
肯	kʰin11							
舍	θiə11							
与	kaŋ33	训“共”						
共	kaŋ33							
是	θi42							
同	taŋ21							
一	zaʔ3	训，基数词						
蜀	zaʔ3	一，基数词						
性	θɛ45							
命	miə33							
千	tsʰai33							
由	zou21							
百	pɛʔ5							
端	tuan33							
载	tsai45							
在	tu42	训						
伫	tu42							
肚	tou11							
怎	tsa33							
样	iə33							
起	kʰi11							
行	kiə21							
你	lu11	训“汝”						
汝	lu11							
不	vo21	训						
无	vo21							
乡	hiə33							
中	tsoŋ33							
慢	man33							
安	an33							
处	θi11							
看	mo33	训“望”						
望	mo33							
寸	tsʰun45							
尺	ɕiəʔ5							
的	ti42							
量	liə21							
脚	kʰa33	训“骹”						
骹	kʰa33	脚						
印	in45							
痕	hun21							
路	lou33							
上	tsiə33							
上	tsiə42							
好	ho11							
比	pi11							
鸳	in33							
鸯	iaŋ33							
鸟	tsiau11							
对	tui45							
相	θiə33							
陪	pʰui21							
双	θiaŋ33							
倒	to45							
想	θiə42							
问	mui33							
心	θin33							
里	lai42							
怕	kiə33	训“惊”						
惊	kiə33							
出	tsʰuiʔ5							
出	tsʰuiʔ5	相似，像						
门	mui21							
个	kai21	量词，结构助词“的”						
多	tsoi33	训						
多	to33							
□	tsoi33							
关	kuan33							
口	kʰau11							
畏	ui45							
人	naŋ21	训“侬”						
侬	naŋ21	人						
盘	pʰuan21							
两	no42							
一	ziə21	训，序数词						
蜀	ziə21	一，序数词						
只	na33	训						
□	na33	只是；但						
查	tsʰa21							
讲	koŋ11							
□	nan11	咱们						
胞	pau33							
妹	muə33							
引	tsʰuə33	训						
□	tsʰuə33	带领						
去	kʰu45							
去	hu45							
北	paʔ5							
排	pai21							
爿	pai21							
寻	tʰeŋ21	训						
□	tʰeŋ21	探访、寻找						
亲	ɕin33							
情	tsiə21	亲~：亲戚						
有	u42							
本	pun11							
领	liə11							
放	paŋ45							
凉	liə21							
啦	la45							
嘴	tsʰui45	训“喙”						
喙	tsʰui45	嘴						
舌	ɕiʔ3							
灵	leŋ21							
精	tseŋ33							
会	oi42	训“解”						
解	oi42	会						
翻	huan33	~反：指口才好，能说会道						
反	pai11	翻~：指口才好，能说会道						
谎	huan11	骗人						
得	tiʔ5							
途	tʰu21							
恶	oʔ5							
入	ziʔ3							
熟	θiaʔ3							
父	pɛ42							
惯	kuai45	熟识						
母	mai11	训						
□	mai11	母						
伸	tsʰun33							
提	tʰoi21							
层	tiaŋ21	训“重”						
重	tiaŋ21	层						
弄	laŋ42							
痛	tʰiə45	训						
□	tʰiə45	痛						
早	tsa11							
十	tsaiʔ3							
肠	to21							
断	tui45							
九	kau11							
节	tsaiʔ5							
眼	maʔ3	训“目”						
目	maʔ3							
水	tsui11							
流	lau21							
深	ɕin33							
海	hai11							
洋	iə21							
着	tiəʔ3							
凑	tsʰau45							
□	tsʰau45	一起						
割	kuəʔ5							
胸	hiaŋ33							
可	kʰo11							
怜	lin21							
又	zou33							
姐	tsɛ11							
姐	tsɛ33							
姨	i21							
娘	niə21							
哎	oiʔ5							
更	keŋ45							
下	ɛ42							
夏	hia45							
虾	hɛ21							
牙	ŋɛ21							
嫁	kɛ45							
假	kɛ11							
□	ŋoŋ11	哑						
借	tsiəʔ5							
缺	kʰuəʔ5							
舅	ku42							
共	koŋ42	~肚：同胞						
干	kʰo11	训“洘”						
洘	kʰo11							
