ɑ
p[35]巴疤爸琶杷[32]八[52]把[324]欛坝坝霸耙耙罢
pʰ[32]爬拔[324]怕帕
m[35]妈[32]麻[52]马码[324]骂
f[32]法发发乏罚伐筏
t[32]答搭达[52]打[324]大大
tʰ[35]他[32]踏搨塔塌榻沓
l[35]挪拉[32]纳蜡腊辣[52]哪[324]那
ts[35]渣[324]楂诈榨炸
s[35]纱[52]洒
tʂ[32]杂眨札扎闸煠铡[324]查栅
tʂʰ[35]叉差[32]擦茶搽插察查[52]叉[324]岔
ʂ[35]萨沙痧杉[32]杀煞[52]洒
x[35]呵[52]傻[324]下

ai
p[35]跛[52]摆[324]拜稗败
pʰ[32]牌簰排[324]派
m[32]埋[52]买[324]卖迈
t[35]呆呆[324]带戴贷待怠代袋
tʰ[35]胎苔殆[32]台抬台[324]太泰态
l[32]来[52]乃奶[324]獭奈耐赖癞癞
tʂ[35]灾栽斋[32]滓[52]宰[324]载再载在载寨债
tʂʰ[35]猜差[32]才材财裁豺柴[52]踩彩采睬踩[324]菜蔡
ʂ[35]鳃筛[324]赛晒
k[35]该皆阶阶街[52]改解[324]盖丐
kʰ[35]开[32]揩[52]凯楷[324]溉概慨
ŋ[35]哀埃[32]蔼挨崖捱岩[52]矮[324]爱碍艾
x[32]孩鞋蟹[52]海[324]亥害

an
p[35]班斑颁搬般[52]扳板版[324]扮半绊办瓣伴拌畔蚌
pʰ[35]攀潘[32]盘[324]盼襻判叛
m[32]蛮瞒馒漫[52]满[324]慢鳗蔓
f[35]翻番[32]凡帆烦矾繁[52]反[324]贩泛范犯饭
t[35]耽担担单丹掸[52]胆疸[324]旦淡诞弹但蛋
tʰ[35]贪探坍滩摊[32]潭谭痰谈弹坛檀[52]毯坦[324]叹炭
l[32]南男难难蓝篮兰拦栏[52]漤览揽榄缆懒[324]滥烂
ts[35]簪
s[324]散
z[32]然燃[52]染冉
tʂ[35]粘黏簪沾粘砧瞻毡[52]展斩盏[324]赞灒溅钻钻暂站站蘸栈占占战颤
tʂʰ[35]参餐参渗[32]蚕惭残缠搀馋[52]惨产[324]灿
ʂ[35]三衫山扇[32]蝉禅禅[52]伞闪陕[324]散扇善鳝膳
k[35]甘柑尴干干竿肝杆[52]感敢橄秆擀赶[324]干间
kʰ[35]堪龛勘刊[52]坎砍埂[324]看看
ŋ[35]庵淹阉安鞍[32]硙[324]暗按案晏岸雁
x[35]憨鼾酣[32]含函咸寒韩[52]喊罕憾[324]限苋汉陷馅旱汗焊

ɑŋ
p[35]帮邦[52]榜绑[324]傍棒
pʰ[32]谤旁螃庞[324]胖
m[32]忙芒茫盲芒[52]莽蟒氓
f[35]方芳[32]房防[52]肪坊仿妨纺彷访[324]放
t[35]当当[52]党挡[324]荡宕
tʰ[35]汤烫[32]堂唐糖塘棠[52]躺[324]趟荡
l[32]囊狼郎廊螂[52]朗[324]浪
ts[324]臓
s[35]桑磉[324]丧丧
z[32]氄瓤[52]酿壤嚷[324]让
tʂ[35]赃张章樟獐瘴[52]涨掌[324]脏葬藏帐胀账丈杖仗障
tʂʰ[35]仓苍舱窗昌娼倡[32]藏长肠场长[52]厂[324]畅唱
ʂ[35]商伤[32]常尝偿裳[52]嗓搡赏[324]上尚
k[35]刚缸纲钢岗[52]港[324]扛虹
kʰ[35]康糠慷[324]抗炕
ŋ[35]肮[32]昂
x[32]行杭航[324]项巷

au
p[35]褒包胞鲍雹[52]保宝堡饱[324]报豹爆抱抱暴菢曝
pʰ[35]抛脬[32]袍刨刨[52]跑[324]泡炮泡
m[32]毛茅矛[52]卯[324]冒帽貌藐
t[35]刀[52]倒岛祷倒[324]到稻道盗
tʰ[35]叨滔搯[32]桃逃淘陶萄涛[52]讨[324]套导
l[35]捞[32]劳牢唠涝[52]姥脑恼老[324]闹
ts[324]召
tsʰ[35]超[32]曹
s[52]嫂[324]臊臊
tʂ[35]糟遭朝招昭沼[32]着[52]早枣蚤澡爪找[324]灶皂罩赵兆照诏
tʂʰ[35]操抄钞[32]槽潮朝巢[52]草炒吵[324]躁糙缲缲造
ʂ[35]骚梢筲稍潲烧[32]杓[52]扫扫少[324]哨少绍邵
ʐ[32]饶[52]扰绕
k[35]高糕羔膏[52]稿搞[324]告觉窖窑
