汉字	音标	注释
钳	kʰiŋ²²	
验	liŋ⁴⁴▲	
险	siŋ³¹⁴	
厌	iŋ⁴⁵	
盐	iŋ²²	
阎	iŋ²²	
檐	iŋ²²	
艳	iŋ⁴⁵▲	
叶	i³	
页	i⁵	
剑	kiŋ⁴⁵	
劫	ki⁵	
欠	kʰiŋ⁴⁵	
严	ŋɛŋ²²▲	
业	i³	
胁	si⁵	
点	tiŋ³¹⁴	
点	tiŋ³一~：一滴	
店	tiŋ⁴⁵	
添	tʰiŋ⁴⁴	
帖	tʰi³	
贴	tʰi⁵	
甜	tʰiŋ²²	
叠	tʰi⁵	
碟	tʰi³	
谍	tʰi³	
拈	liŋ⁴⁴▲	~起
念	liŋ⁴⁴	
兼	kiŋ⁴⁴	
谦	kʰiŋ⁴⁴	
歉	kʰiŋ⁴⁴	
嫌	siŋ²²	
协	si⁵	
法	fou³	
泛	foŋ⁴⁵	
凡	foŋ²²	
范	foŋ⁴⁴	
犯	foŋ⁴⁴	
禀	lɛŋ³¹⁴话音▲	
禀	pɛŋ³¹⁴字音	
品	pʰɛŋ³¹⁴	
林	lɛŋ²²	
临	lɛŋ²²	
立	lai⁵	
笠	lai⁵	
粒	lai⁵	
浸	tsɛŋ⁴⁵	
侵	tsʰɛŋ⁴⁴	
寝	tsʰɛŋ³¹⁴	
集	tsʰai⁵	
心	sɛŋ⁴⁴	
寻	tsʰɛŋ²²	
习	sai⁵	
沉	tsʰɛŋ²²	
森	sɛŋ⁴⁴	
参	sei⁴⁴▲	人~
针	tsɛŋ⁴⁴	
针	tsɛŋ³顶~	
枕	tsɛŋ³	~头
执	tsɿ⁵	
汁	tsɿ⁵	
深	sɛŋ⁴⁴	
沈	sɛŋ³¹⁴	
审	sɛŋ³¹⁴	
湿	sɿ⁵	
十	sɿ⁵	
壬	ŋɛŋ²²	
任	ŋɛŋ²²	姓氏
入	ŋi⁵	
今	kɛŋ⁴⁴	
今	kɛŋ³如~	
金	kɛŋ⁴⁴	
锦	kɛŋ³¹⁴	
禁	kɛŋ⁴⁵	~止
急	ki⁵	
级	kʰi³▲	
琴	kʰɛŋ²²	
及	kʰi⁵	
吸	kʰi⁵	
音	iɛŋ⁴⁴	
阴	iɛŋ⁴⁴	
饮	ŋɛŋ³¹⁴▲	~酒
丹	toŋ⁴⁴	
单	toŋ⁴⁴	
旦	toŋ⁴⁵	
摊	tʰoŋ⁴⁴	
滩	tʰoŋ⁴⁴	
坦	tʰoŋ³¹⁴	
炭	tʰoŋ³	
弹	tʰoŋ²²	~琴
但	toŋ⁴⁴▲	
弹	toŋ³¹⁴▲	子~
达	tʰou⁵	
难	loŋ²²	~易
难	loŋ⁴⁴	患~
捺	la⁴⁵▲	撇~
兰	loŋ²²	
栏	loŋ²²	
懒	loŋ⁴⁵	
烂	loŋ⁴⁴	
辣	lou⁵	
赞	tsoŋ⁴⁵	
餐	tsʰoŋ⁴⁴	
灿	tsʰoŋ⁴⁵	
擦	tsʰou⁵	
残	tsʰoŋ²²	
散	soŋ³¹⁴	~开
伞	soŋ⁴⁵	
散	soŋ⁴⁵	分~
干	koŋ⁴⁴	~湿
肝	koŋ⁴⁴	
秆	koŋ³¹⁴	
干	kaŋ⁴⁵▲	~活
割	kou⁵	
刊	kʰoŋ⁴⁴	
岸	ŋoŋ³	
汉	hoŋ⁴⁵	
鼾	/	
寒	hoŋ²²	
韩	hoŋ²²	
旱	hoŋ⁴⁵	
汗	hoŋ⁴⁴	
安	oŋ⁴⁴	
案	oŋ⁴⁵	
扮	poŋ⁴⁵	
八	pa⁵	
盼	pʰaŋ⁴⁵	
办	pʰaŋ⁴⁴	
拔	pʰa⁵	
抹	mou⁵	~布
盏	tsaŋ³¹⁴	
铲	tsʰaŋ³¹⁴	
铲	tsʰaŋ³门~	
察	tsʰa⁵	
山	saŋ⁴⁴	
产	tsʰaŋ³¹⁴▲	
杀	sa⁵	
艰	kaŋ⁴⁴	
间	kaŋ⁴⁴	
简	kaŋ³¹⁴	
拣	kaŋ³¹⁴	
眼	ŋɛŋ⁴⁵▲	
眼	ŋoŋ²²窟窿▲	
眼	ŋɛŋ³脚~珠	
闲	haŋ²²	
限	haŋ⁴⁴	
苋	haŋ⁴⁴	
班	paŋ⁴⁴	
扳	poŋ³¹⁴▲	
板	poŋ³¹⁴	
攀	pʰoŋ⁴⁴	
蛮	moŋ²²	
慢	moŋ⁴⁴	
铡	tsa⁵	动词
铡	tsa³	~刀，名词
删	saŋ⁴⁵▲	
奸	kaŋ⁴⁴	
谏	kaŋ⁴⁵▲	
颜	ŋoŋ²²	
雁	ŋoŋ²²	
瞎	ha⁵	
辖	ha⁵	
晏	oŋ⁴⁵	晚
鞭	piŋ⁴⁴	
编	pʰiŋ⁴⁴▲	
变	piŋ⁴⁵	
篇	pʰiŋ⁴⁴	
偏	pʰiŋ⁴⁴	
骗	pʰiŋ⁴⁵	
便	pʰiŋ²²	~宜
辩	pʰiŋ⁴⁴	
便	pʰiŋ⁴⁴	方~
别	pʰi⁵	离~
棉	miŋ²²	
免	miŋ³¹⁴	
面	miŋ⁴⁴	脸~
面	miŋ³对~	脸~
灭	mi⁵	
碾	ŋɛŋ³¹⁴话音	
碾	tsiŋ³¹⁴字音▲	
连	liŋ²²	
联	lyẽ²²~衣	
联	liŋ²²	
列	li⁵	
烈	li⁵	
裂	li⁵	
煎	tsiŋ⁴⁴	
剪	tsiŋ³¹⁴	
剪	tsiŋ³铰~	
箭	tsiŋ⁴⁵	
迁	tsʰiŋ⁴⁴	
浅	tsʰiŋ³¹⁴	
钱	tsʰiŋ²²带路~	
钱	tsʰiŋ³	
践	tsʰiŋ⁴⁵	
贱	tsʰiŋ⁴⁴	
仙	siŋ⁴⁴	
鲜	siŋ⁴⁴	新~
癣	syẽ³¹⁴	
线	siŋ⁴⁵	
线	siŋ³禾~	
薛	si⁵	
展	tsiŋ³¹⁴	
哲	tsi⁵	
撤	tsʰi⁵	
彻	tsʰi⁵	
缠	tsʰiŋ²²	
战	tsiŋ⁴⁵	
折	tsi⁵	~断
舌	si⁵	
舌	si³	lou⁴⁴~
扇	siŋ⁴⁵▲	~动
扇	siŋ³	~子
设	si⁵	
蝉	siŋ²²	
善	siŋ⁴⁵	
折	si⁵	~本
然	iŋ²²	
燃	iŋ²²	
热	ŋi⁵	
乾	kʰiŋ²²	~坤
件	kʰiŋ⁴⁴一~事	
件	kʰiŋ⁴⁵一~衣▲	
杰	kʰi³	
孽	ŋi⁵	
延	iŋ²²	
演	iŋ³¹⁴	
建	kyẽ⁴⁵	
揭	kʰi⁵🔺	
健	kyẽ⁴⁵▲	
言	nɛŋ²²	
掀	kʰiŋ⁴⁴	
宪	siŋ⁴⁵	
献	siŋ⁴⁵	
歇	si⁵	
边	piŋ⁴⁴	
边	piŋ³侧~	
扁	piŋ³¹⁴	
遍	pʰiŋ⁴⁵▲	
片	pʰiŋ⁴⁵	
撇	pʰi³	~捺
辫	piŋ⁴⁴▲	
眠	miŋ²²	
面	miŋ⁴⁴	~条
篾	mi⁵	
颠	tiŋ⁴⁴	
典	tiŋ³¹⁴	
天	tʰiŋ⁴⁴	
铁	tʰi⁵	
田	tʰiŋ²²	
填	tʰiŋ²²	
电	tʰiŋ⁴⁵▲	
垫	tʰiŋ⁴⁵▲	
年	liŋ²²	
年	liŋ³前~	
捏	li⁵	
怜	liŋ²²	
莲	liŋ²²	
练	liŋ⁴⁴	
荐	tsiŋ⁴⁵	
节	tsi⁵	
节	tsi³五月~	
千	tsʰiŋ⁴⁴	
切	tsʰi⁵	
前	tsʰiŋ²²	
截	tsʰi⁵	
先	siŋ⁴⁴	
屑	si³	木~
肩	kaŋ⁴⁴	
坚	kiŋ⁴⁴	
见	kiŋ⁴⁵	
结	kei⁵	
结	ki³死~	
洁	ki⁵	
牵	kʰiŋ⁴⁴	
研	ŋɛŋ³¹⁴🔺	
显	siŋ³¹⁴	
贤	siŋ²²	
现	siŋ⁴⁴	
烟	iŋ⁴⁴	
燕	iŋ⁴⁵	~子
宴	iŋ⁴⁵	
般	poŋ⁴⁴	
搬	poŋ⁴⁴	
半	poŋ⁴⁵	
钵	pou⁵	
拨	pou⁵	
潘	pʰoŋ⁴⁴	
拼	pʰɛŋ⁴⁵▲	~命
判	pʰoŋ⁴⁵	
泼	pʰou⁵	
盘	pʰoŋ²²~点	
盘	pʰoŋ³	
伴	pʰoŋ⁴⁵▲	
叛	pʰoŋ⁴⁵▲	
馒	moŋ⁴⁴▲	
满	moŋ⁴⁵	
漫	moŋ⁴⁴	
末	mu⁵▲	
端	tuaŋ⁴⁴	
短	tuaŋ³¹⁴	
锻	tʰuaŋ⁴⁴▲	~炼
脱	tʰua⁵	
团	tʰuaŋ²²	
断	tʰuaŋ⁴⁵	~绝
段	tʰuaŋ⁴⁴	
缎	tʰuaŋ³	
夺	tʰua⁵▲	
暖	luaŋ⁴⁵	
卵	luaŋ³¹⁴男阴	
卵	luaŋ³鸡~	
乱	luaŋ⁴⁴	
钻	tsuaŋ⁴⁵▲	~洞
钻	tsuaŋ³	~子
窜	tsʰyẽ³¹⁴▲	
酸	suaŋ⁴⁴	
算	suaŋ⁴⁵	
蒜	suaŋ⁴⁵	
官	kuaŋ⁴⁴	
观	kuaŋ⁴⁴	参~
管	kuaŋ³¹⁴	
馆	kuaŋ³¹⁴	
灌	kuaŋ⁴⁵	
冠	kuaŋ⁴⁵	~军
罐	kuaŋ⁴⁵	
括	kʰua⁵▲	包~
宽	kʰuaŋ⁴⁴	
款	kʰoŋ³¹⁴	
阔	kʰua⁵	
欢	foŋ⁴⁴话音	
欢	kʰuaŋ⁴⁴字音	
唤	foŋ⁴⁴▲	
完	yẽ²²	
丸	yẽ³	
缓	foŋ⁴⁵	
换	foŋ⁴⁴	
活	fa³	
碗	uaŋ³¹⁴	
顽	ŋoŋ²²	
幻	foŋ⁴⁵▲	
滑	ua⁵	
猾	ua⁵	
挖	uei⁴⁴话音▲	
挖	ua⁵字音	
篡	tsʰyẽ⁴⁵	
闩	suaŋ⁴⁴	
刷	sua³~牙	
刷	tsʰye³牙~▲	
关	kuaŋ⁴⁴	
惯	kuaŋ⁴⁵	
刮	kua⁵	
刮	kua³镰~	
还	uoŋ²²话音	~原
还	foŋ²²字音	~原
环	foŋ²²	
患	foŋ⁴⁴	
弯	uaŋ⁴⁴	
恋	liŋ⁴⁴	
劣	li⁵▲	
全	tsʰyẽ²²	
泉	tsʰyẽ²²	
绝	tsʰye⁵	
宣	syẽ⁴⁴	
选	syẽ³¹⁴	
雪	sye⁵	
旋	tsʰyẽ⁴⁴	头发~
转	tsyẽ⁴⁵	~圈
传	tsʰyẽ²²	~达
传	tsʰyẽ⁴⁵▲	~话
专	tsyẽ⁴⁴	
砖	tsyẽ⁴⁴	
穿	tsʰyẽ⁴⁴	
串	tsʰyẽ⁴⁵	
船	syẽ³	
说	sye⁵	
软	ŋyẽ⁴⁵	
卷	kyẽ³¹⁴	~起
卷	kyẽ³	考~
圈	kʰyẽ⁴⁴走一~	
圈	kʰyẽ³画~	
拳	kʰyẽ²²	
权	kʰyẽ²²	
倦	kʰyẽ³¹⁴▲	
圆	yẽ²²	
员	yẽ²²	
院	yẽ⁴⁵▲	
缘	ŋyẽ²²▲	
铅	yẽ³	
沿	ŋyẽ²²▲	
阅	ye⁵	
反	foŋ³¹⁴	
贩	pʰoŋ⁴⁵动词	
贩	foŋ⁴⁵~子佬	
发	fou⁵	
翻	foŋ⁴⁴	
烦	foŋ²²	
饭	foŋ⁴⁴	
罚	fou⁵	
晚	moŋ³¹⁴~崽	
晚	uaŋ³¹⁴字音▲	
万	uoŋ⁴⁴	
袜	mou⁵	
劝	kʰyẽ⁴⁵	
元	yẽ²²	
原	ŋyẽ²²	
愿	ŋyẽ⁴⁴	
月	ŋye³	
月	ŋie³向~葵▲	
冤	yẽ⁴⁴	
袁	yẽ²²	
园	yẽ²²	
远	yẽ⁴⁵	
越	ye⁵	
粤	ye⁵	
决	kʰye⁵▲	
诀	kye⁵	
缺	kʰye⁵	
血	sye⁵	
悬	syẽ²²	
玄	syẽ²²	
县	yẽ⁴⁴	
穴	yẽ³	
渊	yẽ⁴⁴	
吞	tʰɛŋ⁴⁴	
根	kɛŋ⁴⁴	
跟	kuaŋ⁴⁴~头▲	
跟	kɛŋ⁴⁴	
垦	kʰɛŋ³¹⁴	
痕	hɛŋ²²	
很	hɛŋ⁴⁵	
恨	hɛŋ⁴⁵▲	
恩	ɛŋ⁴⁴	
宾	pɛŋ⁴⁴	
笔	pai³	
毕	pai⁴⁵▲	
必	pai⁵	
匹	pʰai⁵	
贫	pʰɛŋ²²	
频	pʰɛŋ²²	
民	mɛŋ²²	
敏	mɛŋ³¹⁴	
密	mai⁵	
蜜	ma⁵▲	
邻	lɛŋ²²	
鳞	lɛŋ²²	
栗	lai⁵	
津	tsɛŋ⁴⁴	
进	tsɛŋ⁴⁵	
亲	tsʰɛŋ⁴⁴	~戚
七	tsʰai⁵	
漆	tsʰai⁵	
秦	sɛŋ²²▲	
尽	tsʰɛŋ⁴⁴	
疾	tsʰai⁵	
辛	sɛŋ⁴⁴	
新	sɛŋ⁴⁴	
信	sɛŋ⁴⁵	
讯	sɛŋ⁴⁵	
悉	sai⁵	
膝	tsʰai⁵🔺	
珍	tsɛŋ⁴⁴	
镇	tsɛŋ⁴⁵	
陈	tsʰɛŋ²²	
尘	tsʰɛŋ²²	
阵	tsʰɛŋ³¹⁴打眼~🔺	
阵	tsʰɛŋ⁴⁴	
侄	tsʰɿ³	
衬	tsʰɛŋ⁴⁵	
虱	sye⁵	
真	tsɛŋ⁴⁴	
诊	tsɛŋ³	
振	tsɛŋ⁴⁵	
震	tsɛŋ⁴⁵	
震	tsɛŋ³打冷~	
质	tsɿ⁵	
神	sɛŋ²²	
实	sɿ⁵	
身	sɛŋ⁴⁴	
申	sɛŋ⁴⁴	
伸	sɛŋ⁴⁴	
失	sɿ⁵	
室	sɿ⁵	
晨	sɛŋ²²	
臣	sɛŋ²²	
肾	sɛŋ⁴⁵	
慎	sɛŋ⁴⁵	
人	ŋɛŋ²²	
人	ŋɛŋ³	
仁	ŋɛŋ²²	
忍	ŋɛŋ⁴⁵	
认	ŋɛŋ⁴⁴	
日	ŋi⁵~子	
日	ŋi³今~	
巾	kɛŋ⁴⁴	
紧	kɛŋ³¹⁴	
吉	ki⁵	
仅	kɛŋ³¹⁴🔺	
银	ŋɛŋ³	
因	iɛŋ⁴⁴	
印	iɛŋ⁴⁵	
乙	ye³	
一	i⁵	
引	iɛŋ³¹⁴	
引	iɛŋ³纸~🔺	
逸	i⁵	
斤	kɛŋ⁴⁴	
筋	kɛŋ⁴⁴	
谨	kɛŋ³¹⁴	
劲	kɛŋ⁴⁵	
勤	kʰɛŋ²²	
芹	kʰɛŋ²²	
近	kʰɛŋ⁴⁵	
欣	kʰɛŋ⁴⁴	
殷	iɛŋ⁴⁴	
隐	iɛŋ³¹⁴	
奔	pɛŋ⁴⁴	
本	pɛŋ³¹⁴	
不	pu⁴⁵🔺	
盆	pʰɛŋ³	
笨	pɛŋ⁴⁵🔺	
勃	pʰu⁵	
门	mɛŋ³	
闷	mɛŋ³¹⁴	
没	mu⁵	沉~
墩	tɛŋ⁴⁴	
顿	tɛŋ⁴⁵	
盾	tʰɛŋ⁴⁵	
钝	tʰɛŋ⁴⁵🔺	
突	tʰu⁵	
嫩	lɛŋ⁴⁴	
论	lɛŋ⁴⁴	议~
尊	tsɛŋ⁴⁴	
卒	tsu³	
村	tsʰɛŋ⁴⁴	
寸	tsʰɛŋ⁴⁵	
存	tsʰɛŋ²²	
孙	sɛŋ⁴⁴	
损	sɛŋ³¹⁴	
昆	kʰuɛŋ⁴⁴▲	
滚	kuɛŋ³¹⁴	
棍	kuɛŋ³	
骨	ku⁵	
坤	kʰuɛŋ⁴⁴	
捆	kʰuɛŋ³¹⁴	
困	kʰuɛŋ⁴⁵	
窟	fu³	
昏	kʰuɛŋ⁴⁴	
婚	kʰuɛŋ⁴⁴	
忽	kʰu⁵	
魂	fɛŋ²²	
浑	fɛŋ²²	
混	kʰuɛŋ⁴⁴🔺	相~
温	uɛŋ⁴⁴	
瘟	uɛŋ⁴⁴	
稳	uɛŋ³¹⁴	
伦	lɛŋ²²	
轮	lɛŋ²²	
律	luai³	
遵	tsɛŋ⁴⁴	
俊	tsɛŋ⁴⁵	
笋	sɛŋ³¹⁴	
迅	sɛŋ⁴⁵	
戌	sye⁵	
恤	sye⁵	
旬	sɛŋ²²	
巡	sɛŋ²²	
殉	sɛŋ²²▲	
准	tsɛŋ³¹⁴	
春	tsʰɛŋ⁴⁴~季	
春	tsʰuɛŋ³鸡~	
蠢	tsʰɛŋ³¹⁴	
出	tsʰy⁵	
唇	sɛŋ²²	
顺	sɛŋ⁴⁴	
术	sy³	
述	sy⁵	
舜	sɛŋ⁴⁴🔺	
纯	sɛŋ²²	
闰	iɛŋ⁴⁴	
均	kɛŋ⁴⁴	
橘	ki⁵🔺	
菌	kʰuɛŋ³	
匀	iɛŋ²²	
允	iɛŋ³¹⁴	
分	fɛŋ⁴⁴	
粉	fɛŋ³¹⁴	
奋	fɛŋ⁴⁵	
粪	fɛŋ⁴⁵	
纷	fɛŋ⁴⁴	
坟	fɛŋ²²	
愤	fɛŋ⁴⁵	
份	fɛŋ⁴⁴一~	
份	fɛŋ³月~	
佛	fu³	
文	mɛŋ²²	
闻	mɛŋ²²	
蚊	mɛŋ³¹⁴🔺	
问	mɛŋ⁴⁴	
物	mu⁵	
君	kɛŋ⁴⁴	
军	kɛŋ⁴⁴	
屈	ky⁵▲	
群	kʰɛŋ²²	
裙	kʰuɛŋ²²	
掘	ki⁵🔺	
熏	fɛŋ⁴⁴	
勋	fɛŋ⁴⁴	
训	fɛŋ⁴⁵	
云	iɛŋ²²	
运	iɛŋ⁴⁴	
晕	iɛŋ⁴⁴▲	
帮	poŋ⁴⁴	
榜	poŋ³¹⁴	
榜	poŋ³公~	
博	po⁵	
旁	pʰoŋ²²	
傍	pʰoŋ²²▲	
薄	pʰo⁵	
忙	moŋ²²	
蟒	moŋ³¹⁴	
莫	mo⁵	
膜	mo⁵	
幕	mo⁵	
当	toŋ⁴⁴	
党	toŋ³¹⁴	
汤	tʰoŋ⁴⁴	
烫	tʰoŋ⁴⁵	
托	tʰo⁵	委~
托	tʰo⁵	~运
堂	tʰoŋ²²	
唐	tʰoŋ²²	
糖	tʰoŋ²²	
塘	tʰoŋ³	
荡	tʰoŋ⁴⁵	
诺	lo⁵	
郎	loŋ²²	
狼	loŋ²²	
廊	loŋ²²	
朗	loŋ³¹⁴	
浪	loŋ⁴⁴	
落	lo⁵	
洛	lo⁵	
乐	lo⁵	快~
络	lo⁵	
脏	tsoŋ⁴⁴	肮~
葬	tsoŋ⁴⁵	
作	tso⁵	
仓	tsʰoŋ⁴⁴	
藏	tsʰoŋ²²	躲
藏	tsʰoŋ²²🔺	西~
脏	tsʰoŋ⁴⁵🔺	内~
凿	tsʰo⁵动词	
凿	tsʰo³名词	
昨	tso⁵🔺	
桑	sioŋ⁴⁴🔺	
嗓	soŋ³¹⁴	
丧	soŋ³¹⁴🔺	~失
索	so⁵	
刚	koŋ⁴⁴	
缸	koŋ⁴⁴	
缸	koŋ³罐子	
纲	koŋ⁴⁴	
钢	koŋ³	
各	ko⁵	
阁	ko⁵	
康	kʰoŋ⁴⁴	
糠	hoŋ⁴⁴	
抗	kʰoŋ⁴⁵	
昂	ŋoŋ³¹⁴🔺	
行	hoŋ²²	
航	hoŋ²²	
鹤	ho³	
恶	o⁵	凶~
娘	lioŋ²²舅~	
娘	lioŋ³酒~	
凉	lioŋ²²	
良	lioŋ²²	
量	lioŋ²²	丈~
粮	lioŋ²²	
两	lioŋ⁴⁵	~尺
两	lioŋ³¹⁴	二~
亮	lioŋ⁴⁴	
量	lioŋ⁴⁴	重~
略	liau⁵	
将	tsioŋ⁴⁴	~来
浆	tsioŋ⁴⁴	
蒋	tsioŋ³¹⁴	
奖	tsioŋ³¹⁴	
酱	tsioŋ⁴⁵	
将	tsioŋ⁴⁵	大~
爵	tsiau³	
雀	tsiau³	
枪	tsʰioŋ⁴⁴	
抢	tsʰioŋ³¹⁴	
墙	tsʰioŋ²²	
匠	tsʰioŋ⁴⁴	
相	sioŋ⁴⁴	互~
箱	sioŋ⁴⁴木~	
箱	sioŋ³柜~	
想	sioŋ³¹⁴	
相	sioŋ⁴⁵	~片
削	siau⁵	
详	tsʰioŋ²²	
祥	tsʰioŋ²²	
象	tsʰioŋ⁴⁴	
像	tsʰioŋ⁴⁴	
张	tioŋ⁴⁴装	
张	tsoŋ⁴⁴	
长	tsoŋ³¹⁴	成~
涨	tioŋ⁴⁵话音	
涨	tsoŋ⁴⁵字音	
帐	tsoŋ⁴⁵	
账	tsoŋ⁴⁵	
胀	tioŋ⁴⁵	
着	tiu⁵	~衣
畅	tsʰoŋ⁴⁵	
长	tsʰoŋ²²	~短
肠	tsʰoŋ²²	
场	tsʰoŋ²²	
丈	tsʰoŋ⁴⁵~公佬	
丈	tsʰoŋ⁴⁴一~	
仗	tsoŋ⁴⁵🔺	
杖	tsʰoŋ⁴⁴	
着	tsʰiu⁵	睡~
庄	tsoŋ⁴⁴	
装	tsoŋ⁴⁴	
壮	tsoŋ⁴⁵	
疮	tsʰoŋ⁴⁴	
闯	tsʰoŋ³¹⁴	
创	tsʰoŋ⁴⁵	
床	tsʰoŋ²²	
状	tsʰoŋ³	
霜	sioŋ⁴⁴🔺	
爽	soŋ³¹⁴	
章	tsoŋ⁴⁴	
樟	tsoŋ⁴⁴	
掌	tsoŋ³¹⁴	
障	tsoŋ⁴⁵	
昌	tsʰoŋ⁴⁴	
厂	tsʰoŋ³¹⁴	
唱	tsʰoŋ⁴⁵	
倡	tsʰoŋ⁴⁵	
商	sioŋ⁴⁴	
伤	sioŋ⁴⁴	
赏	sioŋ³¹⁴	
常	sioŋ²²	
尝	sioŋ²²	
上	sioŋ⁴⁵	~山
尚	sioŋ⁴⁴	
上	sioŋ⁴⁴	~山
壤	ŋioŋ⁴⁴	
让	ŋioŋ⁴⁴	
若	io³	
弱	ŋiau³	
疆	kioŋ⁴⁴	
姜	kioŋ⁴⁴	生~
姜	kioŋ⁴⁴	姓~
脚	kiu⁵	
脚	kiu³残汁	
却	kʰiau⁵	
强	kʰioŋ²²	~大
强	kʰioŋ³¹⁴	勉~
仰	ŋoŋ³¹⁴	
虐	ŋiau⁵	
香	sioŋ⁴⁴	
乡	sioŋ⁴⁴	
响	sioŋ³¹⁴	
享	sioŋ³¹⁴	
向	sioŋ⁴⁵	
央	ioŋ⁴⁴	
秧	ioŋ⁴⁴扯~	
秧	ioŋ³菜~	
约	io⁵~定	
约	io³条~	
羊	ioŋ²²发~倜	
羊	ioŋ³	
洋	ioŋ²²	
杨	ioŋ²²	
阳	ioŋ²²	
养	ioŋ⁴⁵	
痒	ioŋ⁴⁵	
样	ioŋ⁴⁴一~	
样	ioŋ³榜~	
药	io⁵	
跃	io⁵	
光	koŋ⁴⁵月~~	
光	kuaŋ⁴⁴松~	
广	kuaŋ³¹⁴	
郭	ko⁵	
旷	kʰoŋ⁴⁵	
扩	kʰoŋ⁴⁵🔺	
荒	foŋ⁴⁴	
慌	foŋ⁴⁴	
谎	foŋ⁴⁴	
霍	kʰo⁵	
黄	uoŋ²²	
皇	uoŋ²²	
晃	foŋ³¹⁴🔺	
镬	o⁵	锅
汪	uoŋ⁴⁴	姓氏
方	foŋ⁴⁴	
放	foŋ⁴⁵	
芳	foŋ⁴⁴	
妨	foŋ³¹⁴🔺	
纺	foŋ³¹⁴	
仿	foŋ³¹⁴	
访	foŋ³¹⁴	
房	foŋ²²	
防	foŋ²²	
亡	moŋ²²	
网	moŋ³¹⁴动词	
网	moŋ³名词	
忘	moŋ²²▲	
望	moŋ⁴⁴	
匡	kʰioŋ⁴⁴🔺	
筐	kʰioŋ⁴⁴🔺	
狂	kʰoŋ²²	
况	kʰoŋ⁴⁵	
枉	uoŋ³¹⁴	
王	uoŋ²²	
往	uoŋ³¹⁴	
旺	uoŋ⁴⁴	
邦	poŋ⁴⁴	
绑	poŋ³¹⁴	
剥	po⁵	
驳	po⁵	
胖	pʰoŋ⁴⁵	
朴	pʰie³	
庞	pʰoŋ²²	
棒	pʰiẽ³¹⁴🔺	
蚌	pʰoŋ⁴⁵	
雹	pʰo⁵	
桩	tsoŋ⁴⁴	
桌	tso³	
卓	tso⁵	
琢	tso⁵	
戳	tsʰo⁵	
撞	tsʰoŋ⁴⁴	
浊	tsʰo⁵	
捉	tso⁵	
窗	tsʰoŋ⁴⁴~帘	
窗	tsʰyẽ³皓~🔺	
镯	tsʰo³	
双	sioŋ⁴⁴🔺	
朔	so⁵	
江	koŋ⁴⁴	
讲	koŋ³¹⁴	
港	koŋ³¹⁴	
降	koŋ⁴⁵	下~
觉	ko⁵	感~
角	ko⁵	
腔	hiẽ⁴⁴🔺	
确	kʰo⁵	
壳	kʰo⁵	
岳	ŋo⁵	
乐	lo⁵	音~
降	hoŋ²²	投~
项	hoŋ⁴⁴	
巷	hoŋ⁴⁴字音	
巷	hoŋ³话音	
学	ho⁵~堂	
学	ho³放~	
握	ei⁵话音▲	
握	o⁵字音	
崩	paŋ⁴⁴	
北	pa⁵	
朋	pʰiẽ²²▲	
墨	mei³▲	
默	ma⁵	
登	taŋ⁴⁴	
灯	taŋ⁴⁴	
等	taŋ³¹⁴	
凳	taŋ³	
得	tai⁵话音	
得	ta⁵字音	
德	ta⁵	
腾	tʰaŋ²²	
藤	tʰaŋ²²	
邓	tʰaŋ⁴⁴	
特	tʰa⁵	
能	laŋ²²	
肋	la⁵	
勒	la⁵	~紧
曾	tsaŋ⁴⁴	姓~
增	tsaŋ⁴⁵▲	
则	tsa³	
曾	tsʰaŋ²²	~经
层	tsʰaŋ²²	
赠	tsaŋ⁴⁵▲	
贼	tsʰa⁵	
僧	tsaŋ⁴⁴▲	
塞	sai⁵	~住
肯	haŋ³¹⁴话音	
肯	kʰaŋ³¹⁴字音	
刻	kʰa⁵	
克	kʰa⁵	
黑	hai⁵	
恒	haŋ²²	
冰	paŋ⁴⁴	
逼	pai⁵	
凭	pʰaŋ²²	
凌	laŋ²²	
菱	laŋ²²	
陵	laŋ²²	
力	la⁵	
即	tsa⁵	
鲫	tsa⁵	
息	sai⁵	
息	sa³重孙	
熄	sai⁵	
征	tsaŋ⁴⁴	~求
澄	tsʰaŋ²²	
惩	tsʰaŋ²²	
直	tsʰa⁵	
值	tsʰa⁵	
侧	tsa⁵	
测	tsʰai⁵~验	
测	tsʰa⁵~量	
色	sa³	
蒸	tsaŋ⁴⁴	
证	tsaŋ⁴⁵	
症	tsaŋ⁴⁵	
织	tsa⁵	
职	tsa⁵	
称	tsʰaŋ⁴⁴	~呼
秤	tsʰaŋ³	
乘	saŋ²²	
绳	saŋ²²	
剩	saŋ⁴⁴	
食	sei⁵	
蚀	sei⁵	
升	saŋ⁴⁴	
胜	saŋ⁴⁵	~败
识	sa⁵	
式	sa³	
饰	sa⁵	
承	saŋ²²	
丞	saŋ²²	
殖	tsʰa⁵▲	
植	tsʰa⁵▲	
扔	iaŋ⁴⁴▲	
极	kʰa⁵	
兴	haŋ⁴⁴	~旺
兴	haŋ⁴⁵	高~
应	iaŋ⁴⁴▲	~该
鹰	iaŋ⁴⁴	
应	iaŋ⁴⁵	答~
忆	a⁵	
忆	ia⁵	
亿	a⁵	
亿	ia⁵	
蝇	iaŋ³	
孕	iɛŋ⁴⁵▲	
翼	ia⁵	
国	kua⁵	
弘	hiẽ²²	
或	fa⁵	
域	ua⁵	
百	pou⁵	
柏	pa³	
伯	pa³	
伯	pou³	
迫	pai⁵▲	
