"拼音"	"IPA"	"調號"	"單字"
"bi"	"pi"	5	"貝[(1)寶一]敝蔽弊潷[倒：～米湯]斃閉幣痹憋背[打～躬：手頭拮据]備[(2)準～]輩[(1)長～]"
"bi"	"pi"	6	"倍[(1)多兩～]被[(1)～窩]篦蹩[扭：～嘚腳]備[(1)劉～：人名]"
"bi"	"pi"	7	"百[(2)～把塊錢]北[(1)～京]筆畢必碧逼煏[火勢逼人：火好～人]璧壁[(2)～櫃]臂柏[(1)～樹]"
"pi"	"pʰi"	1	"批披匹蓖[～麻]坯[篾～：篾片]㓟[削去枝椏]"
"pi"	"pʰi"	3	"鄙庇痞秕𥣘[～穀：秕子]剖[(1)劃破：～開]"
"pi"	"pʰi"	5	"屁配[(2)～對]"
"pi"	"pʰi"	6	"鼻別撇弼[～時：汨羅鎮名]辟闢避霹薛白[(2)搭～：搭腔]劈[(2)～頭蓋臉]"
"mi"	"mi"	1	"眯咪𥽰[～爛：很爛]"
"mi"	"mi"	2	"眉[(1)～毛]迷謎[(2)～語]靡"
"mi"	"mi"	3	"米美[(1)～華：人名用字]"
"mi"	"mi"	5	"尾[～巴]"
"mi"	"mi"	6	"沕[插～子：潜泳]謎[猜～]"
"mi"	"mi"	7	"汨密蜜覓秘篾蔑衊墨[～水；～黑：很黑]脈滅搣[用手指撕扯：～橘子]默"
"di"	"ti"	1	"低爹[～～：父親]得[打～好]"
"di"	"ti"	2	"堤題提[(2)～拔]啼蹄"
"di"	"ti"	3	"抵牴底敵[(2)～對]"
"di"	"ti"	5	"帝蒂締[(2)～造]對[(1)～門]隊[(2)排～]兌[(1)～現]弟[子～兵]第[門～]遞[郵～員]"
"di"	"ti"	6	"地弟[徒～]第[～一名]遞[～紙條子]"
"di"	"ti"	7	"得[～到]的[～確]德嫡滴[(2)～水不漏]嘀[～答：滴水聲]"
"ti"	"tʰi"	1	"梯推[(1)～遲]"
"ti"	"tʰi"	3	"體剔[把肉～下來]"
"ti"	"tʰi"	5	"屜替剃退[(1)～錢]褪[(1)衣～色]"
"ti"	"tʰi"	7	"狄[(2)～仁杰：人名]隸逮[～捕]笛帖貼鐵迭跌敵[(1)～人]蝶碟疊"
"li"	"li"	1	"俚[我～：我們；妹～：女兒]裏[屋～：家]"
"li"	"li"	2	"離[～開]籬璃漓灕梨犁狸黎驢[(1)叫～子：驢子]躒[跑]"
"li"	"li"	3	"李[姓]里[一～路]理鯉禮覥[～面：(女性)長得漂亮]"
"li"	"li"	5	"厲瀝勵麗[(2)美～]利[(2)～利]李[～子]"
"li"	"li"	6	"痢栗慄𢯰[去掉渣汁：把米湯～出來]內[(2)～才：才能]離[～得腕：脫臼]麗[(1)秀～]利[(1)對他有～]哩[哈哈～笑：哈哈大笑貌]璃[玻～]"
"li"	"li"	7	"立力歷曆旅例列裂烈[(2)發～：哭鬧、震怒]律率[圓週～]粒笠獵靂劣捩[歪斜、扭：把腦殼～轉]"
"zi"	"tsi"	2	"徐[(1)姓～]齊臍[～帶]"
"zi"	"tsi"	3	"姐[(2)小～]擠嘴"
"zi"	"tsi"	5	"際濟劑臍[肚～]集藉籍借[(2)假～]醉[(1)酒好～人]祭[打牙～]唧[～唧：貓或呼貓聲]"
"zi"	"tsi"	6	"罪[(1)]聚[(1)～錢]"
"zi"	"tsi"	7	"接節鯽即脊窄[(1)狹～]即跡蹟責績唧[吮吸：～奶]積則[(1)原～]廁[(1)～所]側[(1)～邊：側面]"
"ci"	"tsʰi"	1	"趨[(1)～勢]妻淒悽蛆黢[～黑：很黑]"
"ci"	"tsʰi"	3	"取[(1)～錢]娶[(1)～親]"
"ci"	"tsʰi"	5	"趣[(1)興～]砌翠[(1)～蛾：人名]契脆[(1)～骨頭：軟骨]"
"ci"	"tsʰi"	7	"漆冊[(1)第六～]戚慼鏚捷妾且切七柒絕疾賊截測[(1)～量]擇[(2)選～]澤[(1)色～]策[(1)政～]嘁[打～～：說悄悄話]廁[(2)女～所]側[(2)～面]"
"si"	"si"	1	"鬚[(1)鬍～]需[(1)～要]西[～邊]屑[(1)垃圾：把～掃乾]胥些[(2)一～：表示不定的較少的數量]荽[芫～菜]"
"si"	"si"	2	"邪[(2)歪風～氣]隨[(1)～便]隋[(1)姓]"
"si"	"si"	3	"洗寫[(2)描～]"
"si"	"si"	5	"卸洩謝[(2)姓]序[(2)秩～]敘[(2)記～]絮[(1)棉～]細[～來：小時候]隧[(1)～道]嗉[雞～袋]髓歲[(1)九～]"
"si"	"si"	6	"緒[(1)光～年]璽序[(1)順～]敘[(1)～譜：修家譜]西[東～]"
"si"	"si"	7	"雪瀉[肚裏～]塞[(1)堵：～缺口]色席蓆析[(文)]息熄媳昔惜錫[(2)無～]夕悉習膝虱婿戌隙澀蟋[壁～：蟋蟀]"
"zhi"	"tɕi"	1	"几[茶～]機譏飢饑基稽屐雞箕[筲～：竹製洗菜用具]"
"zhi"	"tɕi"	2	"期棋旗騎奇其歧祁麒芪[黃～：一種藥材]"
"zhi"	"tɕi"	3	"己弆[藏(物)：把錢～噠]麂"
"zhi"	"tɕi"	5	"鋸[(1)一把～]計繼繫[～鞋帶]寄技妓紀[～念]記杞[枸～]季忌[(2)～日]既"
"zhi"	"tɕi"	6	"徛[站]佢[他，第三人稱代詞]忌[(1)～口]"
"zhi"	"tɕi"	7	"急擊激紀[年～]結潔吉革[(1)文～]格[(1)～外]隔[(2)～離]給[(1)獎～他]級"
"chi"	"tɕʰi"	1	"欺"
"chi"	"tɕʰi"	3	"啓起豈"
"chi"	"tɕʰi"	5	"去[到長沙～]企器棄气氣炁汽"
"chi"	"tɕʰi"	7	"乞杰傑克[(1)～星]極刻[(1)～字]及泣客[(2)～氣]吸[(2)～收]"
"gni"	"ȵi"	2	"疑儀尼妮泥[～巴]人[媒～公：煤人]"
"gni"	"ȵi"	5	"議蟻誼[(2)友～]藝[(2)文～]義[(2)]"
"gni"	"ȵi"	6	"義[(1)]誼[(1)情～]藝[(1)手～：工匠活]泥[～ɕi[(4)(5)(5)]：蚯蚓]"
"gni"	"ȵi"	7	"熱[(1)～天]膩日[(1)～子]你捏[(2)～泥菩薩]孽聶躡擬逆匿業額[(3)～外]"
"shi"	"ɕi"	1	"奚溪犀犧希稀[和「密」相對；～爛：很破爛]熹熙羲曦兮"
"shi"	"ɕi"	2	"攜[單手提、抱：～柴]"
"shi"	"ɕi"	3	"喜禧"
"shi"	"ɕi"	5	"戲系[(2)～統]"
"shi"	"ɕi"	6	"繫[(1)繩：籮筐～]"
"shi"	"ɕi"	7	"協黑覈[(2)～對]歇吸[(1)～鐵石]"
"gi"	"ki"	7	"革[(2)～命]格[(2)～調]給[(2)供～]"
"ki"	"kʰi"	7	"克[(2)～制]客[(3)]刻[～苦]"
"ngi"	"ŋi"	7	"額[(2)總～]"
"i"	"i"	1	"醫衣依[(2)～靠]伊"
"i"	"i"	2	"移迻夷姨胰遺飴彝依[(1)～時：按時]爺[青天老～]"
"i"	"i"	3	"椅"
"i"	"i"	5	"意異[(2)～同]毅逸肄憶億益亦譯翼懿夜[(3)子～]液"
"i"	"i"	6	"佾[量詞，行：栽一～禾]易宜[便～]敥[撒：～禾種]異[(1)～故～樣：各種各樣]夜[(2)晝～]"
"i"	"i"	7	"一壹噎[打～：打嗝]揖[作～]已以頁葉乙𥣘[稻穀空殼或不飽滿：～殼子]醃[擦鹽或用鹽水泡：～肉]"
"fu"	"fu"	1	"夫伕膚麩敷呼"
"fu"	"fu"	2	"湖胡[(2)姓～]糊[(2)～塗]煳[焦：～飯]葫[(2)]狐壺符扶芙俘和[打麻將獲勝：～牌]"
"fu"	"fu"	3	"虎唬府俯腑斧腐輔滸"
"fu"	"fu"	5	"付傅[姓]婦[(2)～科]負[(2)勝～]副幅富服[量詞，一～藥]賦護[(2)～士]"
"fu"	"fu"	6	"婦[(1)寡～]負[(1)～擔]互戶護[(1)～戀：公雞和母雞交配]父附[(2)～近]傅[師～]"
"fu"	"fu"	7	"護[(3)保～]附[(1)～帶]忽[(2)疏～]斛[～桶：裝稻穀的圓木桶]復複腹伏福蝠佛沸拂服[衣～]覆"
"gu"	"ku"	1	"姑估[～計]孤箍辜"
"gu"	"ku"	2	"跍[蹲；站：～開些，怕炸噠人；呆：～到屋裏]葫[(1)～蘆]"
"gu"	"ku"	3	"股鼓[(2)打～]古估[猜：～謎]牯[牛～：公牛]酤[買：～酒]蠱蛄[螃～：螃蟹]"
"gu"	"ku"	5	"故固僱顧酷過[(1)～河去]"
"gu"	"ku"	6	"汩[～泡：冒泡沫]鼓[(1)～嘴巴]"
"gu"	"ku"	7	"谷穀骨[(2)]"
"ku"	"kʰu"	1	"枯𣗺[油類植物榨油後用渣滓壓成的餅：茶～]"
"ku"	"kʰu"	3	"苦"
"ku"	"kʰu"	5	"庫褲窟"
"ku"	"kʰu"	7	"哭"
"u"	"u"	1	"污巫誣烏嗚[～呼哀哉]"
"u"	"u"	2	"鬍[(1)～子]吳蜈[(2)～蚣]吾梧無禾[(1)割～：割稻]和[(1)～尚]糊[(1)粘：血～到面上]"
"u"	"u"	3	"五伍武鵡舞午侮"
"u"	"u"	5	"物誤[(2)～誤]悟[(2)～性高]嗚[火車鳴聲、颳風聲等]務[(2)任～]"
"u"	"u"	6	"務[(1)～農]霧戊誤[(1)～工]悟[(1)覺～]"
"u"	"u"	7	"屋"
"zhy"	"tɕy"	1	"朱硃誅蛛株珠諸拘駒豬殊[(1)文～菩薩]車[～馬炮]居鳩"
"zhy"	"tɕy"	2	"瞿除廚渠儲[～蓄所]錘[(1)鐵～]槌[(1)擂～：搗衣棒]捶[(1)打：～他幾下]局[(2)勞動～]"
"zhy"	"tɕy"	3	"煮主舉矩"
"zhy"	"tɕy"	5	"俱著駐注註蛀鑄巨鉅拒距具懼句劇據鋸[(2)鋼～]局[(1)～長]聚[(2)]"
"zhy"	"tɕy"	6	"櫥[碗～]柱住箸[一～菜]"
"zhy"	"tɕy"	7	"橘菊[(2)秋～]"
"chy"	"tɕʰy"	1	"趨[(2)～炎附勢]區驅吹[(1)～牛皮]"
"chy"	"tɕʰy"	3	"處[～哩公：剛長出不久的瓜果]取[(2)～捨]娶[(2)嫁～]杵"
"chy"	"tɕʰy"	5	"處[到～]去[(2)～年]"
"chy"	"tɕʰy"	7	"出齣屈曲[(2)～解]"
"shy"	"ɕy"	1	"書舒輸須[(2)～知]需[(2)軍～]虛墟殊[(3)懸～]"
"shy"	"ɕy"	2	"誰[(1)]殊[(2)特～]徐[(2)～緩]"
"shy"	"ɕy"	3	"許水鼠署暑"
"shy"	"ɕy"	5	"庶緒[(2)情～]術述敘[(3)～舊]絮[(2)柳～]恕序[(3)～幕]"
"shy"	"ɕy"	6	"樹薯豎睡[(1)瞌～]"
"y"	"y"	1	"迂紆[使彎曲：～嘚腳]淤遺[澆：～糞；栽：～菜]"
"y"	"y"	2	"如余餘愚虞娛榆愉渝瑜魚漁儒于於盂竽[(2)濫～充數]"
"y"	"y"	3	"女語雨宇禹羽乳汝予"
"y"	"y"	5	"餵[～飯]役疫譽預豫寓裕喻諭愈癒毓域御禦獄[(2)監～]玉育[(2)德～]郁鬱遇[(2)機～]聿籲"
"y"	"y"	6	"芋竽[(1)～籃：裝小紗錠的專用竹籃]遇[(1)～到他]緯[～紗：織布時由梭子帶動的紗]"
"y"	"y"	7	"日[(2)星期～]與入[～孃：詈語]熨[～貼：好、完成]"
"ba"	"pa"	1	"碑[(1)石～]杯[(1)～子：茶杯]𨃅[～子：瘸腿人]揹[(1)～不動]悲[(1)～觀]"
"ba"	"pa"	2	"排牌簰[竹～]賠[(1)～錢]"
"ba"	"pa"	3	"擺襬"
"ba"	"pa"	5	"拜湃背[(1)～裏：廁所]"
"ba"	"pa"	6	"敗背[(1)～書]焙"
"ba"	"pa"	7	"八捌"
"pa"	"pʰa"	1	"胚坯[磚～]"
"pa"	"pʰa"	5	"派配[(1)般～]"
"pa"	"pʰa"	7	"拔"
"ma"	"ma"	1	"痗[人沒有精神、幹勁]"
"ma"	"ma"	2	"埋梅媒[(1)話～：說媒]煤[(1)～爐子]霉[(1)～豆腐：腐乳]"
"ma"	"ma"	3	"買賣"
"ma"	"ma"	5	"妹[(2)～～]"
"ma"	"ma"	6	"妹[(1)～唧：女孩]"
"ma"	"ma"	7	"抹"
"fa"	"fa"	1	"灰"
"fa"	"fa"	2	"懷[(2)～化：地名]淮槐"
"fa"	"fa"	6	"壞會[學～嘚]"
"fa"	"fa"	7	"法發乏罰伐閥"
"da"	"ta"	1	"堆[(1)～尖：很滿]"
"da"	"ta"	2	"臺檯颱抬"
"da"	"ta"	3	"歹逮[抓：一手～噠]"
"da"	"ta"	5	"帶戴代[(2)朝～]貸待[(2)接～]碓[搗米器具]怠[(2)～工]隊[(1)生產～]"
"da"	"ta"	6	"袋大[(1)～哥]代[(1)上～]待[(1)～客]怠[(1)～慢]"
"da"	"ta"	7	"躂[摔跤]答搭嗒[～嘴：喫東西時嘴裏發出響聲]"
"ta"	"tʰa"	1	"胎推[(1)～磨]"
"ta"	"tʰa"	3	"腿[(1)後～]"
"ta"	"tʰa"	5	"泰太態"
"ta"	"tʰa"	6	"遢[邋～：骯髒]"
"ta"	"tʰa"	7	"榻塌踏蹋[踢：～一腳]達趿[趿拉：～雙鞋]塔獺"
"la"	"la"	2	"來雷[(1)～公：雷]擂[(1)～幾下]"
"la"	"la"	3	"乃奶鋁[(1)～鍋]"
"la"	"la"	5	"賴[(2)依～]耐[(2)～心]奈柰[～李：一種李子]"
"la"	"la"	6	"癩賴[(1)～賬]內[(1)～裏：裏面]累[(1)好～]耐[(1)～煩]"
"la"	"la"	7	"捺[動：莫～]臘辣納[(1)出～]邋"
"za"	"tsa"	1	"災栽齋哉"
"za"	"tsa"	2	"豺才纔財材裁柴"
"za"	"tsa"	3	"崽宰仔"
"za"	"tsa"	5	"寨債載再最[(1)]"
"za"	"tsa"	6	"在[(2)～處：到處]淋[(訓讀)～雨]"
"za"	"tsa"	7	"眨紮[～掃把]扎[～齊：很齊]啄砸"
"ca"	"tsʰa"	1	"猜催[(1)～他快來]搓[(1)揉：～背]差[出～]"
"ca"	"tsʰa"	3	"采採彩綵"
"ca"	"tsʰa"	5	"菜蔡"
"ca"	"tsʰa"	7	"雜察擦插"
"sa"	"sa"	1	"鰓腮篩衰塞[(2)桌腳下～紙]"
"sa"	"sa"	3	"灑[(2)瀟～]甩[在意、重視：冇～幾；炫耀：～牌子]"
"sa"	"sa"	5	"賽寨曬帥碎[(1)～末]"
"sa"	"sa"	7	"殺灑[(1)～水]靸[將鞋後跟踩在腳下穿]撒[掉：～飯]"
"ga"	"ka"	1	"該皆[(1)～大歡喜]街[(1)上～]階[(1)臺～]"
"ga"	"ka"	3	"改解[(1)～開]"
"ga"	"ka"	5	"界介芥疥屆戒蓋丐械解[～板子：鋸木板]"
"ga"	"ka"	7	"夾[(1)雙層：～下巴；重複：買～嘚]甲[(1)～婆：帶殼的昆蟲；手子～：指甲]隔[～壁]"
"ka"	"kʰa"	1	"揩開"
"ka"	"kʰa"	3	"凱楷"
"ka"	"kʰa"	5	"概慨溉"
"ka"	"kʰa"	7	"掐"
"nga"	"ŋa"	1	"哀挨[～近]"
"nga"	"ŋa"	2	"崖呆埃挨[～時間]捱[～打]磑[碾磨：～胡椒]癌岩巖"
"nga"	"ŋa"	3	"矮"
"nga"	"ŋa"	5	"艾[(2)方興未～]礙[(2)阻～]愛藹隘"
"nga"	"ŋa"	6	"雁[～鵝：大雁]外[(1)～頭]艾[(1)～葉]礙[(1)～事]"
"nga"	"ŋa"	7	"鴨[(1)]嚙齩[(訓讀)]壓[(1)～歲錢]鍘[(訓讀)]"
"xa"	"xa"	2	"鞋孩還[～有]諧"
"xa"	"xa"	3	"海"
"xa"	"xa"	5	"害[(2)～怕]亥[(2)辛～革命]蟹[(2)]"
"xa"	"xa"	6	"害[(1)厲～]亥[(1)～時]蟹[(1)螃～]"
"xa"	"xa"	7	"瞎狹[(1)房好～]"
"a"	"a"	1	"娭[～毑：奶奶或老年婦女]唉[～呀：表驚訝、埋怨]"
"a"	"a"	5	"哎[～喲：表痛苦]"
"bia"	"pia"	7	"壁[(1)～頭：墻壁；～直：很直]噼[槍聲]"
"pia"	"pʰia"	7	"劈[(1)～柴]噼[鞭炮聲、大雨聲]"
"dia"	"tia"	1	"爹[～～：祖父或祖母]"
"dia"	"tia"	2	"提[(1)～水]"
"dia"	"tia"	7	"滴[(1)～水]"
"tia"	"tʰia"	7	"締[(1)捆：把他～哒；捕捉獵物的繩套：放～]狄[(1)姓]"
"lia"	"lia"	7	"楝[(訓讀)苦～樹]烈[(1)性格、思想等難以改變：她好～]累[(訓讀)好～人]"
"chia"	"tɕʰia"	5	"去[「去呀」的合音：～，看戲～]"
"chia"	"tɕʰia"	7	"喫[(1)好～]洽恰"
"gnia"	"ȵia"	7	"捏[(1)～白：說謊]入[交合：～孃，詈語]"
"ia"	"ia"	7	"呀[～嘞：表驚異]"
"gua"	"kua"	1	"乖"
"gua"	"kua"	3	"拐[～彎；歹毒]柺[～棍]"
"gua"	"kua"	5	"怪[～氣：聰明]"
"gua"	"kua"	7	"刮[(1)～皮]"
"kua"	"kʰua"	3	"塊擓[挎：一個包]蒯"
"kua"	"kʰua"	5	"快筷會[～計]劊"
"ua"	"ua"	1	"歪煨[(1)～藥]"
"ua"	"ua"	2	"懷[(1)～袱：懷裏]迴[(1)～來]"
"ua"	"ua"	3	"崴[扭：～嘚腳]"
"ua"	"ua"	6	"外[(2)～國]"
"ua"	"ua"	7	"襪滑猾挖[(1)～土；用爪抓取：貓～他一爪]"
"shya"	"ɕya"	1	"靴[(1)套～]"
"shya"	"ɕya"	3	"摔甩[(2)～手]"
"shya"	"ɕya"	5	"率[～領]"
"shya"	"ɕya"	7	"刷[迅速閃過的聲音：火車一～就過去嘚；～亮：很光亮]甩[(1)扇、抽：～耳巴子]"
"ya"	"ya"	5	"噦[～～哩：(講話)聲大、急促]"
"bao"	"pɑ"	1	"巴[鍋～飯]疤芭粑杷[枇～]琶[琵～]叭[喇～]"
"bao"	"pɑ"	2	"爬鈀耙[釘～]扒"
"bao"	"pɑ"	3	"把[～握]"
"bao"	"pɑ"	5	"霸把[柄]垻壩巴[肉，小兒語]"
"bao"	"pɑ"	6	"耙[～地]罷㞎[～～：糞便或髒物，小兒語]稗[～子]巴[泥～]"
"bao"	"pɑ"	7	"爸百[(1)幾～里]佰[(1)一～塊錢]伯[(1)～～]陌[生～人：陌生人]"
"pao"	"pʰɑ"	1	"趴"
"pao"	"pʰɑ"	5	"怕"
"pao"	"pʰɑ"	7	"帕[(1)手～]白[(1)～話：閑談、故事]拍[(1)～灰；～滿：很滿]"
"mao"	"mɑ"	1	"媽摸[(1)～子：瞎子]馬[～虎]麻[～噴：毛毛雨]嫲[牛～：呼牛聲]"
"mao"	"mɑ"	2	"麻[～繩]痳[～風病]"
"mao"	"mɑ"	3	"螞[～蟥]馬碼[疊放：～磚]"
"mao"	"mɑ"	5	"麼[～i[(3)(3)(1)]：排行最末的]蕒[萵～：葉用萵苣]"
"mao"	"mɑ"	6	"罵蟆[蛤～]"
"mao"	"mɑ"	7	"麥[(1)～子]"
"fao"	"fɑ"	1	"花[開～]髮[頭～]"
"fao"	"fɑ"	2	"華鏵划[～船]"
"fao"	"fɑ"	5	"化劃[(2)計～]花[夜～子：亂說亂做、惹是生非的人，詈語]"
"fao"	"fɑ"	6	"畫劃[(1)～玻璃]話[(2)]"
"fao"	"fɑ"	7	"劃[攪散：～蛋]"
"dao"	"tɑ"	1	"嗒[車鳴聲]"
"dao"	"tɑ"	3	"打"
"dao"	"tɑ"	5	"大[(3)～眾]噠[了：把門關～；着：挨～坐]"
"dao"	"tɑ"	6	"大[(2)～學]"
"tao"	"tʰɑ"	1	"他她它"
"lao"	"lɑ"	1	"拉[拖～機]"
"lao"	"lɑ"	2	"挪[(2)～動]"
"lao"	"lɑ"	5	"那"
"lao"	"lɑ"	6	"喇"
"lao"	"lɑ"	7	"拿[(訓讀)]納[(2)採～]捺[筆畫名]哪娜[(2)]吶[～喊]"
"zao"	"tsɑ"	1	"渣喳揸[用手指撮東西：～牌]抓[(1)～人]楂"
"zao"	"tsɑ"	2	"茶搽查"
"zao"	"tsɑ"	5	"蔗[(1)～筒：甘蔗]詐榨炸閘"
"zao"	"tsɑ"	7	"摘[(1)～茶]窄[(2)寬～]笮[壓：把書～噠]"
"cao"	"tsʰɑ"	1	"叉[鴨喫食物或啄人：～一口]杈釵差[～錯]"
"cao"	"tsʰɑ"	5	"岔衩杈[椏～：喻相好兩方出現的矛盾]"
"cao"	"tsʰɑ"	7	"拆[(1)～屋]擇[(1)挑選：～菜；～人]坼[開裂]"
"sao"	"sɑ"	1	"杉賒[(1)～賬]紗沙痧砂挱[(手、翅膀等)張開：～手]撒[(2)～網]"
"sao"	"sɑ"	2	"佘[(1)姓～]"
"sao"	"sɑ"	3	"耍嗩[～吶]"
"sao"	"sɑ"	6	"射[(1)～箭]麝[(1)～香]撒[(1)～尿]"
"sao"	"sɑ"	7	"薩刷射[投擲：～標槍]析[(白)瓣：一～橘子]"
"gao"	"kɑ"	1	"家[(1)親～]"
"gao"	"kɑ"	2	"蛤[～蟆]"
"gao"	"kɑ"	5	"嫁[(1)～女]架[(1)衣～子]駕[(1)～船]"
"gao"	"kɑ"	7	"隔[(1)～開]"
"kao"	"kʰɑ"	1	"抲[用虎口扼住：～頸]"
"kao"	"kʰɑ"	3	"卡咯[使東西從咽喉裏出來：～血]"
"kao"	"kʰɑ"	5	"胯[(1)～襠]"
"kao"	"kʰɑ"	7	"客[(1)做～]"
"ngao"	"ŋɑ"	1	"椏[樹枝]鴉[(1)～雀：喜雀]軛[牛～]丫[(1)張開：～口]疨[～痄：病痛]"
"ngao"	"ŋɑ"	2	"牙[(1)～齒]芽[(1)發～]伢[(1)～唧：男孩]衙[(1)～門]"
"ngao"	"ŋɑ"	3	"啞[(1)～巴]"
"ngao"	"ŋɑ"	5	"啊腌[～烏：極髒或極醜的人]"
"ngao"	"ŋɑ"	6	"砑[擦：～屁股；緊挨：～噠坐]軋[～油：煎油]"
"ngao"	"ŋɑ"	7	"額[(1)～頭]"
"xao"	"xɑ"	1	"蝦[(1)～公：蝦]哈[彎曲：～背]蛤[～氣：含油食物變壞的氣味]"
"xao"	"xɑ"	3	"哈[～巴：傻子]"
"xao"	"xɑ"	5	"哈[大笑聲；嘶啞：～喉嚨]"
"xao"	"xɑ"	6	"下[(1)～嶺；都：街上～是人]咸[(訓讀)都：街上～是人]"
"xao"	"xɑ"	7	"嚇[(1)～一跳]"
"ao"	"ɑ"	1	"阿[(2)～姨]"
"ao"	"ɑ"	6	"啊[表應諾；表疑問：你還冇走～？]"
"ziao"	"tsiɑ"	2	"斜[(1)～坡]邪[(1)～氣]"
"ziao"	"tsiɑ"	3	"姐[(1)～夫]"
"ziao"	"tsiɑ"	5	"借[(1)～錢]姐[(又)]"
"ziao"	"tsiɑ"	6	"謝[(1)～媒：答謝媒人]"
"ciao"	"tsʰiɑ"	1	"悄[(1)藏：～噠屋裏]"
"ciao"	"tsʰiɑ"	5	"笡[斜]"
"siao"	"siɑ"	1	"些[(1)～～：很多]"
"siao"	"siɑ"	2	"斜[(2)～視]"
"siao"	"siɑ"	3	"寫[(1)～字]"
"siao"	"siɑ"	5	"瀉[稀～：很稀或很亂]"
"siao"	"siɑ"	7	"錫[(1)～吊壺：錫水壺]"
"zhiao"	"tɕiɑ"	1	"遮[(1)～雨]加嘉佳家[(2)～長]"
"zhiao"	"tɕiɑ"	2	"茄瘸[(1)～子：手不靈便的人]"
"zhiao"	"tɕiɑ"	3	"假賈"
"zhiao"	"tɕiɑ"	5	"駕[(2)～雲]架[(2)招～]嫁[(2)～妝]稼價"
"zhiao"	"tɕiɑ"	6	"戛[水快速流出聲]"
"zhiao"	"tɕiɑ"	7	"夾[(2)～雜]甲[(2)～子年]隻[(1)一～豬]炙[(1)烤：～火]嘎[倔：～脾氣；歪：～腦殼]"
"chiao"	"tɕʰiɑ"	1	"車[(1)～子；轉：～身]"
"chiao"	"tɕʰiɑ"	3	"扯[(1)～閃：閃電]"
"chiao"	"tɕʰiɑ"	7	"尺[(1)～碼]赤[(1)～腳]"
"gniao"	"ȵiɑ"	1	"黏[～邊：粘邊]溺[溺愛、嬌氣：帶得～]"
"gniao"	"ȵiɑ"	2	"黏[粘：～灰；～背：立刻]"
"shiao"	"ɕiɑ"	1	"蝦[(2)龍～]"
"shiao"	"ɕiɑ"	2	"霞瑕蛇[(1)一條～]"
"shiao"	"ɕiɑ"	3	"捨[(1)～不得]"
"shiao"	"ɕiɑ"	5	"廈[(2)～門]"
"shiao"	"ɕiɑ"	6	"下[(2)～課]夏廈[(1)大～]"
"shiao"	"ɕiɑ"	7	"石[(1)～頭]轄狹[(2)～長]峽俠匣嚇[(2)威～]"
"iao"	"iɑ"	1	"鴉[(2)烏～]丫[(2)～鬟]呀[哎～]"
"iao"	"iɑ"	2	"爺[父(背稱)；大～：大伯、大叔或大姑]衙[(2)～役]涯牙[(2)～醫]伢[(2)]芽[(2)月～]"
"iao"	"iɑ"	3	"惹[(1)～禍]野[(1)～雞]也[(1)他～來]啞[(2)]"
"iao"	"iɑ"	5	"亞"
"iao"	"iɑ"	6	"夜[(1)半～]"
"iao"	"iɑ"	7	"押壓[(2)～倒]雅鴨[(2)烤～]訝"
"guao"	"kuɑ"	1	"瓜[～飽：很飽]呱"
"guao"	"kuɑ"	3	"寡剮"
"guao"	"kuɑ"	5	"掛褂卦"
"guao"	"kuɑ"	7	"刮[(2)蒐～]"
"kuao"	"kʰuɑ"	1	"夸誇"
