cid	character	initial	final	tone	note
1	多	t	uo	213	
2	拖	th	uo	213	
3	大	t	ᴀ	42	
4	锣	l	uo	52	
5	左	ts	uo	224	
6	歌	k	ɤ	213	
7	个	k	ɤ	42	
8	可	kh	ɤ	224	
9	鹅	ɣ	ɤ	52	
10	饿	ɣ	ɤ	42	
11	河	x	ɤ	52	
12	茄	tɕh	iᴇ	52	
13	破	ph	ɤ	42	
14	婆	ph	ɤ	52	
15	磨	m	ɤ	52	
16	磨	m	ɤ	42	
17	躲	t	uo	224	
18	螺	l	uo	52	
19	坐	ts	uo	42	
20	锁	s	uo	224	
21	果	k	uo	224	
22	过	k	uo	42	
23	课	kh	uo	42	白
23	课	kh	ɤ	42	文
24	火	x	uo	224	
25	货	x	uo	42	
26	祸	x	uo	42	
27	靴	ɕ	yo	213	
28	把	p	ᴀ	224	
29	爬	ph	ᴀ	52	
30	马	m	ᴀ	224	
31	骂	m	ᴀ	42	
32	茶	tʂh	ᴀ	52	
33	沙	ʂ	ᴀ	213	
34	假	tɕ	iᴀ	224	
35	嫁	tɕ	iᴀ	42	
36	牙	∅	iᴀ	52	
37	虾	ɕ	iᴀ	213	
38	下	ɕ	iᴀ	42	
39	夏	ɕ	iᴀ	42	
40	哑	∅	iᴀ	224	
41	姐	tɕ	iᴇ	224	
42	借	tɕ	iᴇ	42	
43	写	ɕ	iᴇ	224	
44	斜	ɕ	iᴇ	52	
45	谢	ɕ	iᴇ	42	
46	车	tʂh	ɤ	213	
47	蛇	ʂ	ɤ	52	
48	射	ʂ	ɤ	42	
49	爷	∅	iᴇ	52	
50	野	∅	iᴇ	224	
51	夜	∅	iᴇ	42	
52	瓜	k	uᴀ	213	
53	瓦	∅	uᴀ	224	
54	花	x	uᴀ	213	
55	化	x	uᴀ	42	
56	华	x	uᴀ	52	
57	谱	ph	u	224	
58	布	p	u	42	
59	铺	ph	u	213	
60	簿	p	u	42	
61	步	p	u	42	
62	赌	t	u	224	
63	土	th	u	224	
64	图	th	u	52	
65	杜	t	u	42	
66	奴	n	ũŋ	52	
67	路	l	u	42	
68	租	ts	u	213	
69	做	ts	u	42	白
69	做	ts	uo	42	文
70	错	tsh	uo	42	
71	箍	k	u	213	
72	古	k	u	224	
73	苦	kh	u	224	
74	裤	kh	u	42	
75	吴	∅	u	52	
76	五	∅	u	224	
77	虎	x	u	224	
78	壶	x	u	52	
79	户	x	u	42	
80	乌	∅	u	213	
81	女	ȵ	y	224	
82	吕	tɕ	y	224	
83	徐	ɕ	y	52	
84	猪	tʂ	u	213	
85	除	tʂh	u	52	
86	初	tʂh	uo	213	
87	锄	tʂh	uo	52	
88	所	ʂ	uo	224	
89	书	ʂ	u	213	
90	鼠	tʂh	u	224	白
90	鼠	ʂ	u	224	文
91	如	ʐ	u	52	
92	举	tɕ	y	224	
93	锯	tɕ	y	42	
94	去	tɕh	y	42	
95	渠	tɕh	y	52	
96	鱼	∅	y	52	
97	许	ɕ	y	224	
98	余	∅	y	52	
99	府	f	u	224	
100	付	f	u	42	
101	父	f	u	42	
102	武	∅	u	224	
103	雾	∅	u	42	
104	取	tɕh	y	224	
105	柱	tʂ	u	42	
106	住	tʂ	u	42	
107	数	ʂ	uo	224	
108	数	ʂ	uo	42	
109	主	tʂ	u	224	
110	输	ʐ	u	213	白，～赢。
110	输	ʂ	u	213	文，～赢；运～。
111	竖	ʂ	u	42	
112	树	ʂ	u	42	
113	句	tɕ	y	42	
114	区	tɕh	y	213	
115	遇	∅	y	42	
116	雨	∅	y	224	
117	芋	∅	y	42	
118	裕	∅	y	42	
119	胎	th	æ	213	
120	台	th	æ	52	
121	袋	t	æ	42	
122	来	l	æ	52	
123	菜	tsh	æ	42	
124	财	tsh	æ	52	
125	该	k	æ	213	
126	改	k	æ	224	
127	开	kh	æ	213	
128	海	x	æ	224	
129	爱	ɣ	æ	42	
130	贝	p	ei	42	
131	带	t	æ	42	
132	盖	k	æ	42	
133	害	x	æ	42	
134	拜	p	æ	42	
135	排	ph	æ	52	
136	埋	m	æ	52	
137	戒	tɕ	iᴇ	42	
138	摆	p	æ	224	
139	派	ph	æ	42	
140	牌	ph	æ	52	
141	买	m	æ	224	
142	卖	m	æ	42	
143	柴	tʂh	æ	52	
144	晒	ʂ	æ	42	
145	街	tɕ	iᴇ	213	
146	解	tɕ	iᴇ	224	
147	鞋	ɕ	iᴇ	52	
148	蟹	ɕ	iᴇ	224	
149	矮	∅	iᴇ	224	白
149	矮	ɣ	æ	224	文
150	败	p	æ	42	
151	币	p	i	42	
152	制	tʂ	ʅ	42	
153	世	ʂ	ʅ	42	
154	艺	∅	i	42	
155	米	m	i	224	
156	低	t	i	213	
157	梯	th	i	213	
158	剃	th	i	42	
159	弟	t	i	42	
160	递	t	i	42	
161	泥	ȵ	i	52	
162	犁	l	i	52	
163	西	ɕ	i	213	
164	洗	ɕ	i	224	
165	鸡	tɕ	i	213	
166	溪	ɕ	i	213	
167	契	tɕh	i	42	
168	系	ɕ	i	42	
169	杯	p	ei	213	
170	配	ph	ei	42	
171	赔	ph	ei	52	
172	背	p	ei	42	
173	煤	m	ei	52	
174	妹	m	ei	42	
175	对	t	uei	42	
176	雷	l	ei	52	
177	罪	ts	uei	42	
178	碎	s	uei	42	
179	灰	x	uei	213	
180	回	x	uei	52	
181	外	∅	uæ	42	
182	会	x	uei	42	
183	怪	k	uæ	42	
184	块	kh	uæ	42	
185	怀	x	uæ	52	
186	坏	x	uæ	42	
187	拐	k	uæ	224	
188	挂	k	uᴀ	42	
189	歪	∅	uæ	213	
190	画	x	uᴀ	42	
191	快	kh	uæ	42	
192	话	x	uᴀ	42	
193	岁	s	uei	42	
194	卫	∅	uei	42	
195	肺	f	ei	42	
196	桂	k	uei	42	
197	碑	p	ei	213	
198	皮	ph	i	52	
199	被	p	ei	42	
200	紫	ts	ɿ	224	
201	刺	tsh	ɿ	42	
202	知	tʂ	ʅ	213	
203	池	tʂh	ʅ	52	
204	纸	tʂ	ʅ	224	
205	儿	∅	ər	52	
206	寄	tɕ	i	42	
207	骑	tɕh	i	52	
208	蚁	∅	i	224	
209	义	∅	i	42	
210	戏	ɕ	i	42	
211	移	∅	i	52	
212	比	p	i	224	
213	屁	ph	i	42	
214	鼻	p	i	52	
215	眉	m	ei	52	
216	地	t	i	42	
217	梨	l	i	52	
218	资	ts	ɿ	213	
219	死	s	ɿ	224	
220	四	s	ɿ	42	
221	迟	tʂh	ʅ	52	
222	师	ʂ	ʅ	213	
223	指	tʂ	ʅ	224	
224	二	∅	ər	42	
225	饥	tɕ	i	213	
226	器	tɕh	i	42	
227	姨	∅	i	52	
228	李	l	i	224	
229	子	ts	ɿ	224	
230	字	ts	ɿ	42	
231	丝	s	ɿ	213	
232	祠	tsh	ɿ	52	
233	寺	s	ɿ	42	
234	治	tʂ	ʅ	42	
235	柿	ʂ	ʅ	42	
236	事	ʂ	ʅ	42	
237	使	tʂh	ʅ	224	又
237	使	ʂ	ʅ	224	又
238	试	ʂ	ʅ	42	
239	时	ʂ	ʅ	52	
240	市	ʂ	ʅ	42	
241	耳	∅	ər	224	
242	记	tɕ	i	42	
243	棋	tɕh	i	52	
244	喜	ɕ	i	224	
245	意	∅	i	42	
246	几	tɕ	i	224	
247	气	tɕh	i	42	
248	希	ɕ	i	213	
249	衣	∅	i	213	
250	嘴	ts	uei	224	
251	随	s	uei	52	
252	吹	tʂh	uei	213	
253	垂	tʂh	uei	52	
254	规	k	uei	213	
255	亏	kh	uei	213	
256	跪	k	uei	42	
257	危	∅	uei	224	
258	类	l	ei	42	
259	醉	ts	uei	42	
260	追	tʂ	uei	213	
261	锤	tʂh	uei	52	
262	水	ʂ	uei	224	
263	龟	k	uei	213	
264	季	tɕ	i	42	
265	柜	k	uei	42	
266	位	∅	uei	42	
267	飞	f	ei	213	
268	费	f	ei	42	
269	肥	f	ei	52	
270	尾	∅	uei	224	
271	味	∅	uei	42	
272	鬼	k	uei	224	
273	贵	k	uei	42	
274	围	∅	uei	52	
275	胃	∅	uei	42	
276	宝	p	ɔ	224	
277	抱	p	ɔ	42	
278	毛	m	ɔ	52	
279	帽	m	ɔ	42	
280	刀	t	ɔ	213	
281	讨	th	ɔ	52	
282	桃	th	ɔ	52	
283	道	t	ɔ	42	
284	脑	n	ɔ	224	
285	老	l	ɔ	224	
286	早	ts	ɔ	224	
287	灶	ts	ɔ	42	
288	草	tsh	ɔ	224	
289	糙	tsh	ɔ	42	
290	造	ts	ɔ	42	
291	嫂	s	ɔ	224	
292	高	k	ɔ	213	
293	靠	kh	ɔ	42	
294	熬	ɣ	ɔ	52	
295	好	x	ɔ	224	
296	号	x	ɔ	42	
297	包	p	ɔ	213	
298	饱	p	ɔ	224	
299	炮	ph	ɔ	42	
300	猫	m	ɔ	52	
301	闹	n	ɔ	42	
302	罩	tʂ	ɔ	42	
303	抓	tʂ	uᴀ	213	
304	找	tʂ	ɔ	224	
305	抄	tʂh	ɔ	213	
306	交	tɕ	iɔ	213	
307	敲	tɕh	iɔ	213	
308	孝	ɕ	iɔ	42	
309	校	ɕ	iɔ	42	
310	表	p	iɔ	224	
311	票	ph	iɔ	42	
