小韻號	字頭	切韻音系描述	攝	方音字彙描述	廣韻韻目	平水韻目	反切或直音	切韻拼音	白一平拼音	古韻羅馬字	有女羅馬字	高本漢	王力1957	王力1985	李榮	邵榮芬	蒲立本	鄭張尚芳	潘悟雲2000	潘悟雲2013	潘悟雲2023	unt2026RTR	unt2026ATR	unt通俗擬音	msoeg	釋義
2302	㾻	澄開三魚去	遇攝	遇合三去御澄	去聲9御	去声6御	遟倨切	dryoh	drjoH	drioh	divh	ȡʱi̯wo	ȡʱĭo	ȡi̯o	ȡiɔ	ȡiɔ	ɖɨə̆	ɖɨʌ	ɖiɔ	ɖiɤ	ɖiɤ	ɖə̀	ɖjə̀	ɖɨə̀	ɖɯɤh	痴㾻不達又丑御切
2302	除	澄開三魚去	遇攝	遇合三去御澄	去聲9御	去声6御	遟倨切	dryoh	drjoH	drioh	divh	ȡʱi̯wo	ȡʱĭo	ȡi̯o	ȡiɔ	ȡiɔ	ɖɨə̆	ɖɨʌ	ɖiɔ	ɖiɤ	ɖiɤ	ɖə̀	ɖjə̀	ɖɨə̀	ɖɯɤh	去也見詩
2303	遽	羣開三C魚去	遇攝	遇合三去御羣	去聲9御	去声6御	其據切	gyoh	gjoH	gioh	givh	ɡʱi̯wo	ɡʱĭo	ɡi̯o	ɡiɔ	ɡiɔ	gɨə̆	ɡɨʌ	ɡiɔ	ɡiɤ	ɡiɤ	ɡə̀	ɡɰə̀	ɡɨə̀	ɡɯɤh	急也疾也亦戰慄也窘也卒也其據切五
2303	勮	羣開三C魚去	遇攝	遇合三去御羣	去聲9御	去声6御	其據切	gyoh	gjoH	gioh	givh	ɡʱi̯wo	ɡʱĭo	ɡi̯o	ɡiɔ	ɡiɔ	gɨə̆	ɡɨʌ	ɡiɔ	ɡiɤ	ɡiɤ	ɡə̀	ɡɰə̀	ɡɨə̀	ɡɯɤh	勤務也又懼也疾也
2303	詎	羣開三C魚去	遇攝	遇合三去御羣	去聲9御	去声6御	其據切	gyoh	gjoH	gioh	givh	ɡʱi̯wo	ɡʱĭo	ɡi̯o	ɡiɔ	ɡiɔ	gɨə̆	ɡɨʌ	ɡiɔ	ɡiɤ	ɡiɤ	ɡə̀	ɡɰə̀	ɡɨə̀	ɡɯɤh	又其呂切
2303	醵	羣開三C魚去	遇攝	遇合三去御羣	去聲9御	去声6御	其據切	gyoh	gjoH	gioh	givh	ɡʱi̯wo	ɡʱĭo	ɡi̯o	ɡiɔ	ɡiɔ	gɨə̆	ɡɨʌ	ɡiɔ	ɡiɤ	ɡiɤ	ɡə̀	ɡɰə̀	ɡɨə̀	ɡɯɤh	斂錢飲酒又音渠又其虐切
2303	澽	羣開三C魚去	遇攝	遇合三去御羣	去聲9御	去声6御	其據切	gyoh	gjoH	gioh	givh	ɡʱi̯wo	ɡʱĭo	ɡi̯o	ɡiɔ	ɡiɔ	gɨə̆	ɡɨʌ	ɡiɔ	ɡiɤ	ɡiɤ	ɡə̀	ɡɰə̀	ɡɨə̀	ɡɯɤh	乾澽
2304	絮	心開三魚去	遇攝	遇合三去御心	去聲9御	去声6御	息據切	syoh	sjoH	sioh	sivh	si̯wo	sĭo	si̯o	siɔ	siɔ	sɨə̆	sɨʌ	siɔ	siɤ	siɤ	sə̀	sjə̀	sɨə̀	sɯɤh	說文曰敝緜也息據切又抽據尼恕二切一
2305	助	崇開三魚去	遇攝	遇合三去御崇	去聲9御	去声6御	牀據切	dzryoh	dzrjoH	zrioh	drvh	dʐʱi̯wo	dʒʱĭo	dʒi̯o	dʒiɔ	dʒiɔ	dʐɨə̆	dʒɨʌ	dʐiɔ	dʐiɤ	dʐiɤ	dʐə̀	dʐɹə̀	dʐɨə̀	dʐɯɤh	佐也益也牀據切三
2305	耡	崇開三魚去	遇攝	遇合三去御崇	去聲9御	去声6御	牀據切	dzryoh	dzrjoH	zrioh	drvh	dʐʱi̯wo	dʒʱĭo	dʒi̯o	dʒiɔ	dʒiɔ	dʐɨə̆	dʒɨʌ	dʐiɔ	dʐiɤ	dʐiɤ	dʐə̀	dʐɹə̀	dʐɨə̀	dʐɯɤh	又士魚切
2305	麆	崇開三魚去	遇攝	遇合三去御崇	去聲9御	去声6御	牀據切	dzryoh	dzrjoH	zrioh	drvh	dʐʱi̯wo	dʒʱĭo	dʒi̯o	dʒiɔ	dʒiɔ	dʐɨə̆	dʒɨʌ	dʐiɔ	dʐiɤ	dʐiɤ	dʐə̀	dʐɹə̀	dʐɨə̀	dʐɯɤh	爾雅云麕牡麌牝麋其子麆
2306	怚	精開三魚去	遇攝	遇合三去御精	去聲9御	去声6御	將預切	tsyoh	tsjoH	cioh	zivh	tsi̯wo	tsĭo	tsi̯o	tsiɔ	tsiɔ	tsɨə̆	tsɨʌ	tsiɔ	tsiɤ	tsiɤ	tsə̀	tsjə̀	tsɨə̀	tsɯɤh	憍也將預切二
2306	沮	精開三魚去	遇攝	遇合三去御精	去聲9御	去声6御	將預切	tsyoh	tsjoH	cioh	zivh	tsi̯wo	tsĭo	tsi̯o	tsiɔ	tsiɔ	tsɨə̆	tsɨʌ	tsiɔ	tsiɤ	tsiɤ	tsə̀	tsjə̀	tsɨə̀	tsɯɤh	沮洳漸濕亦作𣶝
2307	詛	莊開三魚去	遇攝	遇合三去御莊	去聲9御	去声6御	莊助切	tsryoh	tsrjoH	crioh	trvh	tʂi̯wo	tʃĭo	tʃi̯o	tʃiɔ	tʃiɔ	tʂɨə̆	tʃɨʌ	tʂiɔ	tʂiɤ	tʂiɤ	tʂə̀	tʂɹə̀	tʂɨə̀	tʂɯɤh	呪詛亦作𥛜莊助切二
2307	阻	莊開三魚去	遇攝	遇合三去御莊	去聲9御	去声6御	莊助切	tsryoh	tsrjoH	crioh	trvh	tʂi̯wo	tʃĭo	tʃi̯o	tʃiɔ	tʃiɔ	tʂɨə̆	tʃɨʌ	tʂiɔ	tʂiɤ	tʂiɤ	tʂə̀	tʂɹə̀	tʂɨə̀	tʂɯɤh	馬阻蹄又莊所切
2308	洳	日開三魚去	遇攝	遇合三去御日	去聲9御	去声6御	人恕切	njyoh	nyoH	njoh	rvh	ȵʑi̯wo	nʑĭo	ȵi̯o	ȵiɔ	ȵʑiɔ	ȵɨə̆	ȵɨʌ	ȵiɔ	ȵiɤ	ȵiɤ	ɲə̀	ɲjə̀	ɲɨə̀	ɲɯɤh	沮洳說文作𣹤漸濕也人恕切三
2308	茹	日開三魚去	遇攝	遇合三去御日	去聲9御	去声6御	人恕切	njyoh	nyoH	njoh	rvh	ȵʑi̯wo	nʑĭo	ȵi̯o	ȵiɔ	ȵʑiɔ	ȵɨə̆	ȵɨʌ	ȵiɔ	ȵiɤ	ȵiɤ	ɲə̀	ɲjə̀	ɲɨə̀	ɲɯɤh	飯牛又菜茹也
2308	如	日開三魚去	遇攝	遇合三去御日	去聲9御	去声6御	人恕切	njyoh	nyoH	njoh	rvh	ȵʑi̯wo	nʑĭo	ȵi̯o	ȵiɔ	ȵʑiɔ	ȵɨə̆	ȵɨʌ	ȵiɔ	ȵiɤ	ȵiɤ	ɲə̀	ɲjə̀	ɲɨə̀	ɲɯɤh	又尒諸切
2309	豫	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	逸也備先也辨也早也安也猒也敘也又州名尚書禹貢曰荊河爲豫州釋名云豫州在九州中京師東常安豫也秦爲三川郡漢爲河南郡後魏置司州又改爲豫州亦獸名象屬又姓晉有豫讓羊洳切二十
2309	預	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	安也先也廁也樂也佚也猒也怠也
2309	譽	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	稱美也又姓晉書有平原太守譽粹又音余
2309	礜	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	礜石藥名蠶食之肥鼠食之死
2309	𩦡	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	馬疾行皃
2309	輿	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	車輿又方輿縣名又音余
2309	鸒	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	爾雅曰鸒斯鵯鶋郭璞曰雅烏也小而多羣腹下白
2309	悆	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	悅也
2309	𪋮	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	大鹿
2309	𣝑	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	舁食者或作轝
2309	藇	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	藷藇又音序
2309	蕷	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	薯蕷俗（藷藇又音序）
2309	穥	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	穥穥黍稷美也
2309	𡱣	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	履屬
2309	忬	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	安也
2309	歟	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	歎也又音余
2309	悇	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	憂懼
2309	與	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	參與也
2309	澦	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	灩澦水名
2309	𡒊	以開三魚去	遇攝	遇合三去御以	去聲9御	去声6御	羊洳切	jyoh	yoH	joh	jvh	i̯wo	jĭo	ji̯o	iɔ	iɔ	jɨə̆	jɨʌ	jiɔ	jiɤ	jiɤ	jə̀	jə̀	jɨə̀	jɯɤh	高平
2310	噓	曉開三C魚去	遇攝	遇合三去御曉	去聲9御	去声6御	許御切	hyoh	xjoH	hioh	xivh	xi̯wo	xĭo	xi̯o	xiɔ	xiɔ	hɨə̆	hɨʌ	hiɔ	hiɤ	hiɤ	xə̀	xɰə̀	xɨə̀	xɯɤh	吹噓許御切又音虛一
2311	女	孃開三魚去	遇攝	遇合三去御泥	去聲9御	去声6御	尼據切	nryoh	nrjoH	nrioh	nivh	ȵi̯wo	nĭo	ni̯o	niɔ	niɔ	ɳɨə̆	ɳɨʌ	ɳiɔ	ɳiɤ	ɳiɤ	ɳə̀	ɳjə̀	ɳɨə̀	ɳɯɤh	以女妻人也尼據切二
2311	絮	孃開三魚去	遇攝	遇合三去御泥	去聲9御	去声6御	尼據切	nryoh	nrjoH	nrioh	nivh	ȵi̯wo	nĭo	ni̯o	niɔ	niɔ	ɳɨə̆	ɳɨʌ	ɳiɔ	ɳiɤ	ɳiɤ	ɳə̀	ɳjə̀	ɳɨə̀	ɳɯɤh	姓也漢有絮舜
2312	楚	初開三魚去	遇攝	遇合三去御初	去聲9御	去声6御	瘡據切	tsrhyoh	tsrhjoH	chrioh	chvh	tʂʰi̯wo	tʃʰĭo	tʃʰi̯o	tʃʰiɔ	tʃʰiɔ	tʂʰɨə̆	tʃʰɨʌ	tʂʰiɔ	tʂʰiɤ	tʂʰiɤ	tʂʰə̀	tʂʰɹə̀	tʂʰɨə̀	tʂʰɯɤh	楚利又木名出歷山瘡據切又瘡所切二
2312	儊	初開三魚去	遇攝	遇合三去御初	去聲9御	去声6御	瘡據切	tsrhyoh	tsrhjoH	chrioh	chvh	tʂʰi̯wo	tʃʰĭo	tʃʰi̯o	tʃʰiɔ	tʃʰiɔ	tʂʰɨə̆	tʃʰɨʌ	tʂʰiɔ	tʂʰiɤ	tʂʰiɤ	tʂʰə̀	tʂʰɹə̀	tʂʰɨə̀	tʂʰɯɤh	儊不滑也
2313	處	昌開三魚去	遇攝	遇合三去御昌	去聲9御	去声6御	昌據切	tjhyoh	tsyhoH	chjoh	tcvh	tɕʰi̯wo	tɕʰĭo	tɕʰi̯o	tɕʰiɔ	tɕʰiɔ	cʰɨə̆	tɕʰɨʌ	tɕʰiɔ	tɕʰiɤ	tɕʰiɤ	tɕʰə̀	tɕʰjə̀	tɕʰɨə̀	tɕʰɯɤh	處所也昌據切又音杵二
2313	䖏	昌開三魚去	遇攝	遇合三去御昌	去聲9御	去声6御	昌據切	tjhyoh	tsyhoH	chjoh	tcvh	tɕʰi̯wo	tɕʰĭo	tɕʰi̯o	tɕʰiɔ	tɕʰiɔ	cʰɨə̆	tɕʰɨʌ	tɕʰiɔ	tɕʰiɤ	tɕʰiɤ	tɕʰə̀	tɕʰjə̀	tɕʰɨə̀	tɕʰɯɤh	俗（處所也昌據切又音杵二）
2314	絮	徹開三魚去	遇攝	遇合三去御徹	去聲9御	去声6御	抽據切	trhyoh	trhjoH	thrioh	thivh	ȶʰi̯wo	ȶʰĭo	ȶʰi̯o	ȶʰiɔ	ȶʰiɔ	ʈʰɨə̆	ʈʰɨʌ	ʈʰiɔ	ʈʰiɤ	ʈʰiɤ	ʈʰə̀	ʈʰjə̀	ʈʰɨə̀	ʈʰɯɤh	和調食也抽據切三
2314	悇	徹開三魚去	遇攝	遇合三去御徹	去聲9御	去声6御	抽據切	trhyoh	trhjoH	thrioh	thivh	ȶʰi̯wo	ȶʰĭo	ȶʰi̯o	ȶʰiɔ	ȶʰiɔ	ʈʰɨə̆	ʈʰɨʌ	ʈʰiɔ	ʈʰiɤ	ʈʰiɤ	ʈʰə̀	ʈʰjə̀	ʈʰɨə̀	ʈʰɯɤh	憛悇憂也
2314	㾻	徹開三魚去	遇攝	遇合三去御徹	去聲9御	去声6御	抽據切	trhyoh	trhjoH	thrioh	thivh	ȶʰi̯wo	ȶʰĭo	ȶʰi̯o	ȶʰiɔ	ȶʰiɔ	ʈʰɨə̆	ʈʰɨʌ	ʈʰiɔ	ʈʰiɤ	ʈʰiɤ	ʈʰə̀	ʈʰjə̀	ʈʰɨə̀	ʈʰɯɤh	痴㾻不達
2315	𡲁〈𡱣〉	邪開三魚去	遇攝	遇合三去御邪	去聲9御	去声6御	徐預切	zyoh	zjoH	zsioh	szivh	zi̯wo	zĭo	zi̯o	ziɔ	ziɔ	zɨə̆	zɨʌ	ziɔ	ziɤ	ziɤ	zə̀	zjə̀	zɨə̀	zɯɤh	履屬徐預切一
2316	遇	疑合三C虞去	遇攝	遇合三去遇疑	去聲10遇	去声7遇	牛具切	nguoh	ngjuH	ngyoh	ngiuh	ŋi̯u	ŋĭu	ŋi̯u	ŋio	ŋio	ŋuə̆	ŋɨo	ŋiʊ	ŋiu̯o̝	ŋiʊ	ŋò	ŋɰò	ŋʉò	ŋuoh	不期而會又姓何氏姓苑云東莞人風俗通云漢有遇沖爲河內太守牛具切七
2316	寓	疑合三C虞去	遇攝	遇合三去遇疑	去聲10遇	去声7遇	牛具切	nguoh	ngjuH	ngyoh	ngiuh	ŋi̯u	ŋĭu	ŋi̯u	ŋio	ŋio	ŋuə̆	ŋɨo	ŋiʊ	ŋiu̯o̝	ŋiʊ	ŋò	ŋɰò	ŋʉò	ŋuoh	寄也
2316	庽	疑合三C虞去	遇攝	遇合三去遇疑	去聲10遇	去声7遇	牛具切	nguoh	ngjuH	ngyoh	ngiuh	ŋi̯u	ŋĭu	ŋi̯u	ŋio	ŋio	ŋuə̆	ŋɨo	ŋiʊ	ŋiu̯o̝	ŋiʊ	ŋò	ŋɰò	ŋʉò	ŋuoh	上同（寄也）
2316	媀	疑合三C虞去	遇攝	遇合三去遇疑	去聲10遇	去声7遇	牛具切	nguoh	ngjuH	ngyoh	ngiuh	ŋi̯u	ŋĭu	ŋi̯u	ŋio	ŋio	ŋuə̆	ŋɨo	ŋiʊ	ŋiu̯o̝	ŋiʊ	ŋò	ŋɰò	ŋʉò	ŋuoh	媀妬也女子妬男子
2316	𤸒	疑合三C虞去	遇攝	遇合三去遇疑	去聲10遇	去声7遇	牛具切	nguoh	ngjuH	ngyoh	ngiuh	ŋi̯u	ŋĭu	ŋi̯u	ŋio	ŋio	ŋuə̆	ŋɨo	ŋiʊ	ŋiu̯o̝	ŋiʊ	ŋò	ŋɰò	ŋʉò	ŋuoh	疣病
2316	禺	疑合三C虞去	遇攝	遇合三去遇疑	去聲10遇	去声7遇	牛具切	nguoh	ngjuH	ngyoh	ngiuh	ŋi̯u	ŋĭu	ŋi̯u	ŋio	ŋio	ŋuə̆	ŋɨo	ŋiʊ	ŋiu̯o̝	ŋiʊ	ŋò	ŋɰò	ŋʉò	ŋuoh	獸名毋猴屬也又音愚
2316	䴁	疑合三C虞去	遇攝	遇合三去遇疑	去聲10遇	去声7遇	牛具切	nguoh	ngjuH	ngyoh	ngiuh	ŋi̯u	ŋĭu	ŋi̯u	ŋio	ŋio	ŋuə̆	ŋɨo	ŋiʊ	ŋiu̯o̝	ŋiʊ	ŋò	ŋɰò	ŋʉò	ŋuoh	䴁鼠鳥名
2317	嫗	影合三C虞去	遇攝	遇合三去遇影	去聲10遇	去声7遇	衣遇切	quoh	'juH	qyoh	iuh	ʔi̯u	ĭu	ʔi̯u	ʔio	ʔio	ʔuə̆	ʔɨo	ʔiʊ	ʔiu̯o̝	ʔiʊ	ʔò	ʔɰò	ʔʉò	ʔuoh	老嫗也衣遇切三
2317	蓲	影合三C虞去	遇攝	遇合三去遇影	去聲10遇	去声7遇	衣遇切	quoh	'juH	qyoh	iuh	ʔi̯u	ĭu	ʔi̯u	ʔio	ʔio	ʔuə̆	ʔɨo	ʔiʊ	ʔiu̯o̝	ʔiʊ	ʔò	ʔɰò	ʔʉò	ʔuoh	荎也
2317	饇	影合三C虞去	遇攝	遇合三去遇影	去聲10遇	去声7遇	衣遇切	quoh	'juH	qyoh	iuh	ʔi̯u	ĭu	ʔi̯u	ʔio	ʔio	ʔuə̆	ʔɨo	ʔiʊ	ʔiu̯o̝	ʔiʊ	ʔò	ʔɰò	ʔʉò	ʔuoh	飽饇
2318	樹	常合三虞去	遇攝	遇合三去遇禅	去聲10遇	去声7遇	常句切	djuoh	dzyuH	zjyoh	zjuh	ʑi̯u	ʑĭu	ʑi̯u	ʑio	dʑio	dʑuə̆	dʑɨo	dʑiʊ	dʑiu̯o̝	dʑiʊ	dʑò	dʑjò	dʑʉò	dʑuoh	木摠名也立也又姓姓苑云今江東有之後魏官氏志樹洛干氏後改爲樹氏常句切五
2318	𦒸	常合三虞去	遇攝	遇合三去遇禅	去聲10遇	去声7遇	常句切	djuoh	dzyuH	zjyoh	zjuh	ʑi̯u	ʑĭu	ʑi̯u	ʑio	dʑio	dʑuə̆	dʑɨo	dʑiʊ	dʑiu̯o̝	dʑiʊ	dʑò	dʑjò	dʑʉò	dʑuoh	老人行皃
2318	澍	常合三虞去	遇攝	遇合三去遇禅	去聲10遇	去声7遇	常句切	djuoh	dzyuH	zjyoh	zjuh	ʑi̯u	ʑĭu	ʑi̯u	ʑio	dʑio	dʑuə̆	dʑɨo	dʑiʊ	dʑiu̯o̝	dʑiʊ	dʑò	dʑjò	dʑʉò	dʑuoh	時雨又音注
2318	尌	常合三虞去	遇攝	遇合三去遇禅	去聲10遇	去声7遇	常句切	djuoh	dzyuH	zjyoh	zjuh	ʑi̯u	ʑĭu	ʑi̯u	ʑio	dʑio	dʑuə̆	dʑɨo	dʑiʊ	dʑiu̯o̝	dʑiʊ	dʑò	dʑjò	dʑʉò	dʑuoh	立也又音住
2318	𠊪	常合三虞去	遇攝	遇合三去遇禅	去聲10遇	去声7遇	常句切	djuoh	dzyuH	zjyoh	zjuh	ʑi̯u	ʑĭu	ʑi̯u	ʑio	dʑio	dʑuə̆	dʑɨo	dʑiʊ	dʑiu̯o̝	dʑiʊ	dʑò	dʑjò	dʑʉò	dʑuoh	上同（立也又音住）
2319	住	澄合三虞去	遇攝	遇合三去遇澄	去聲10遇	去声7遇	持遇切	druoh	drjuH	dryoh	diuh	ȡʱi̯u	ȡʱĭu	ȡi̯u	ȡio	ȡio	ɖuə̆	ɖɨo	ɖiʊ	ɖiu̯o̝	ɖiʊ	ɖò	ɖjò	ɖʉò	ɖuoh	止也又姓出姓苑持遇切三
2319	牏	澄合三虞去	遇攝	遇合三去遇澄	去聲10遇	去声7遇	持遇切	druoh	drjuH	dryoh	diuh	ȡʱi̯u	ȡʱĭu	ȡi̯u	ȡio	ȡio	ɖuə̆	ɖɨo	ɖiʊ	ɖiu̯o̝	ɖiʊ	ɖò	ɖjò	ɖʉò	ɖuoh	築垣短板
2319	逗	澄合三虞去	遇攝	遇合三去遇澄	去聲10遇	去声7遇	持遇切	druoh	drjuH	dryoh	diuh	ȡʱi̯u	ȡʱĭu	ȡi̯u	ȡio	ȡio	ɖuə̆	ɖɨo	ɖiʊ	ɖiu̯o̝	ɖiʊ	ɖò	ɖjò	ɖʉò	ɖuoh	姓也出何承天纂文又音豆
2320	附	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	寄附又姓晉書有附都符遇切十一
2320	坿	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	白坿說文益也
2320	祔	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	祭名亦合葬也
2320	賻	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	贈死也助也
2320	駙	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	駙馬都尉官名漢武帝置掌駙馬晉尚公主者並加之駙副馬也一曰近也又疾也
2320	鮒	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	魚名
2320	䠵	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	䠵䠼著衣也
2320	蚹	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	蚹蛇腹下橫鱗可行者又爾雅曰蚹蠃螔蝓即蝸牛也
2320	跗	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	古之醫人俞跗出史記
2320	｛𠪻｝	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	小巵有蓋
2320	胕	並三C虞去	遇攝	遇合三去遇奉	去聲10遇	去声7遇	符遇切	buoh	bjuH	byoh	biuh	bʱi̯u	bʱĭu	bi̯u	bio	bio	buə̆	bɨo	biʊ	biu̯o̝	biʊ	bò	bɰò	bʉò	buoh	肺胕心膂
