// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	ŋ	x
@FIN	a
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
tʰ	ɔu	平聲	湯 堂 棠 螳 蹚 唐 糖 搪 塘 瑭 溏 淌{水流聲} □{麻~：一種油炸的類似油條的面食} □{西瓜熟過了}
tʰ	ɔu	上聲	倘{~使} 躺
tʰ	ɔu	去聲	燙 趟
n	ɔu	平聲	囊 饢 囔
n	ɔu	上聲	攮 □{~子：一種匕首}
l	ɔu	平聲	郎 廊 狼 娘 榔 啷 螂
l	ɔu	上聲	□{蹚水過}
l	ɔu	去聲	浪 朗{晴~}
ts	ɔu	平聲	髒 張 章 障 瘴 彰 漳 蟑 贓 臧 將{黑~來：天黑了}
ts	ɔu	上聲	長{生~} 漲 掌 □{漢~：舊指長工}
ts	ɔu	去聲	葬 藏{西~} 丈 仗 杖 脹 帳 賬 瘴 障 奘 □{~上飯：盛大米飯或燜麵}
tsʰ	ɔu	平聲	倉 蒼 藏{長~} 短 腸 場 瘡 昌 菖 常 償 唱 倡 廠 嘗 嫦 徜
tsʰ	ɔu	上聲	場 敞 氅
tsʰ	ɔu	去聲	唱 倡 暢 悵
s	ɔu	平聲	商 傷 喪{~失，婚~} 嘗 桑
s	ɔu	上聲	嗓 操 賞 晌 償
s	ɔu	去聲	尚 上 裳{衣~}
z	ɔu	平聲	瓤 穰
z	ɔu	上聲	攘 嚷 癢
z	ɔu	去聲	讓
k	ɔu	平聲	岡 崗 剛 綱 缸 □{~靠：魚肚白}
k	ɔu	上聲	港 □{塗抹}
k	ɔu	去聲	鋼{~刀} □{~紅：臉色潮紅}
kʰ	ɔu	平聲	康 糠 慷{~慨} 扛
kʰ	ɔu	去聲	抗 炕
ŋ	ɔu	平聲	骯 昂 □{應答聲} □{~迷：貪污}
ŋ	ɔu	去聲	盎
x	ɔu	平聲	行 夯 航 杭
x	ɔu	去聲	巷
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	Ø
@FIN	ər
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
Ø	ər	平聲	兒 而
Ø	ər	上聲	爾 耳 餌
Ø	ər	去聲	二 貳 □{笨}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	t	tʰ	l	ts	tsʰ	s	z	k	kʰ	ŋ	x
@FIN	əu
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
t	əu	平聲	都
t	əu	上聲	兜 斗{量具} 抖 蚪 陡
t	əu	去聲	豆 鬥{~爭} 逗 竇 痘
tʰ	əu	平聲	頭 投 偷 □{~犁：做犁}
tʰ	əu	去聲	透
l	əu	平聲	樓 婁 僂 螻 爐 廬 盧 蘆
l	əu	上聲	摟 簍 魯 滷 虜 □{~壺壺：沏茶的壺}
l	əu	去聲	漏 陋 露 路 □{收~：收拾}
ts	əu	平聲	州 周 洲 粥 舟 縐 鄒
ts	əu	上聲	肘 走
ts	əu	去聲	皺 驟 宙 晝 咒 紂 冑
tsʰ	əu	平聲	抽 稠 籌 愁 綢 酬 疇 仇 躊 惆 □{提起}
tsʰ	əu	上聲	丑
tsʰ	əu	去聲	臭 湊
s	əu	平聲	收 搜 艘 餿 嗖
s	əu	上聲	手 守 首 擻
s	əu	去聲	瘦 受 獸 壽 售 授 狩 嗽 受{實~：堅固}
z	əu	平聲	揉 柔 蹂
z	əu	去聲	肉
k	əu	平聲	勾 溝 鉤
k	əu	上聲	狗 苟
k	əu	去聲	夠 構 購 垢
kʰ	əu	平聲	摳 嘔
kʰ	əu	上聲	口
kʰ	əu	去聲	扣 叩 寇
ŋ	əu	平聲	歐 鷗 毆 甌
ŋ	əu	上聲	偶 嘔 □{~了：飯糊}
ŋ	əu	去聲	慪 漚
x	əu	平聲	候 喉 猴 瘊
x	əu	上聲	吼
x	əu	去聲	後 厚 候
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	f	v	t	tʰ	ts	s	z	k	kʰ	x
@FIN	əʔ
@TON	陰入	22
@TON	陽入	312

// Initial	Final	Tone	CharList (Space separated)
p	əʔ	陰入	不
pʰ	əʔ	陰入	朴 □{~家爛稀：家具}
pʰ	əʔ	陽入	□{左~□liəʔ22：左撇子}
m	əʔ	陰入	沒 目 穆 木{~著：蝗蟲}
m	əʔ	陽入	□{小~鴿子：女陰}
f	əʔ	陰入	縛{~住} 福
f	əʔ	陽入	佛 拂 幅 蝠 復 腹 覆 服 伏
v	əʔ	陰入	物 勿 屋 兀{遠指代詞} □{~熱：悶熱} 窩{安~子：地裡臨時搭建的看瓜用的棚子}
t	əʔ	陰入	去2{出~}
tʰ	əʔ	陰入	□{~拉鞋}
ts	əʔ	陰入	執 侄 側{~楞：側轉身體} 織 只 炙{~熱：非常熱} 吃 尺 □{~子：小女孩}
ts	əʔ	陽入	秩 質 則 植 直 值 職 殖 摘 責 汁 □{~子：小女孩}
s	əʔ	陰入	濕 虱 澀 室 色 嗇 識 式 飾 適 釋 豉{豆~}
s	əʔ	陽入	十 什 拾 實 食 蝕 射{一~一~地} 石 實{~受：堅固}
z	əʔ	陰入	日 □{~倒：哄}
k	əʔ	陰入	□{~□zɿ：打嗝}
kʰ	əʔ	陰入	刻 克 坷{土~拉：土塊} □{鍋~圪旯：灶上坐鍋處，鍋與火間的空間} □{~簍：斗}
kʰ	əʔ	陽入	□{~□tiəʔ312：非常}
x	əʔ	陰入	黑 核
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	v	t	tʰ	n	l	ts	tsʰ	s	k	kʰ	ŋ	x	Ø
@FIN	ɛ
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
p	ɛ	平聲	□{~哩：沒有成功，一點收穫也沒有}
p	ɛ	上聲	擺 伯{~~：父親的哥哥}
p	ɛ	去聲	拜 稗 敗
pʰ	ɛ	平聲	排 牌
pʰ	ɛ	上聲	派2{~調：安排}
pʰ	ɛ	去聲	派1 湃
m	ɛ	平聲	□{~哄：哄騙} □{~舅舅：舅媽的面稱}
m	ɛ	上聲	買
m	ɛ	去聲	賣 邁
v	ɛ	平聲	歪
v	ɛ	上聲	矮{~了腳}
v	ɛ	去聲	外 □{一~：一個}
t	ɛ	平聲	呆
t	ɛ	上聲	歹
t	ɛ	去聲	待 怠 殆 戴 貸 代 袋 帶 大{~夫} 逮 □{~見：喜愛}
tʰ	ɛ	平聲	胎 台{天~、~州} 臺{~階} 苔 舌{~抬} □ 藏 □{圪~骨：膝蓋}
tʰ	ɛ	去聲	態 太 泰 汰
n	ɛ	平聲	捱{~打} □{舅~：舅母的面稱}
n	ɛ	上聲	乃 奶
n	ɛ	去聲	耐 奈
l	ɛ	平聲	來 萊 睞
l	ɛ	上聲	□{不~：擺}
l	ɛ	去聲	賴 癩
ts	ɛ	平聲	災 栽 齋 哉
ts	ɛ	上聲	宰 載 年{~崽}
ts	ɛ	去聲	在 再 載{~重} 載 滿{~債} 賽
tsʰ	ɛ	平聲	才 材 財 裁 才 剛{~豺} 釵 差 出{~□~麵：和麵}
tsʰ	ɛ	上聲	猜 彩 采 睬 踩
tsʰ	ɛ	去聲	菜 蔡
s	ɛ	平聲	腮 鰓 柴 篩
s	ɛ	去聲	賽 曬
k	ɛ	平聲	該 賅
k	ɛ	上聲	改
k	ɛ	去聲	概 溉 蓋 丐 鈣
kʰ	ɛ	平聲	開
kʰ	ɛ	上聲	凱 慨 慷{~楷}
ŋ	ɛ	平聲	挨 哀 癌 埃
ŋ	ɛ	上聲	礙 矮 隘 藹{和~}
ŋ	ɛ	去聲	艾 愛
x	ɛ	平聲	孩
x	ɛ	上聲	海
x	ɛ	去聲	亥 害 駭{驚~}
Ø	ɛ	去聲	□{第~~：第一個}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	ŋ	x
@FIN	ɛɪ
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
p	ɛɪ	平聲	奔 崩 繃 嘣
p	ɛɪ	上聲	本
p	ɛɪ	去聲	笨 迸 泵 蹦
pʰ	ɛɪ	平聲	噴 盆 朋 烹 彭 膨 澎 嘭 棚 蓬 篷 鵬 砰 抨 蜂{地黃~}
pʰ	ɛɪ	上聲	捧
pʰ	ɛɪ	去聲	噴 碰
m	ɛɪ	平聲	門 萌 盟 蒙 悶{~住了} 打 朦 檬
m	ɛɪ	上聲	猛 懵{~懂} 蜢
m	ɛɪ	去聲	悶 氣{~孟} 夢 懣 燜{~飯：燜熟的小米乾飯}
f	ɛɪ	平聲	分 吩 份 芬 紛 焚 墳 風 楓 瘋 豐 馮 封 峰 蜂 烽 鋒 逢 縫{~衣服}
f	ɛɪ	上聲	粉 諷
f	ɛɪ	去聲	憤 忿 糞 奮 份 風 奉 俸 氛 縫{~隙} 分 二{~地}
v	ɛɪ	平聲	溫 瘟 文 紋 蚊 聞 翁 嗡 □{指稀飯變質有味或瓜壞了}
v	ɛɪ	上聲	穩 吻 刎 紊 蓊
v	ɛɪ	去聲	問 甕
t	ɛɪ	平聲	登 燈 蹬 噔
t	ɛɪ	上聲	等 戥
t	ɛɪ	去聲	凳 鐙 鄧 澄{~清} 瞪
tʰ	ɛɪ	平聲	吞 騰 滕 疼 謄 藤
n	ɛɪ	平聲	能 農 濃 膿 噥 □{~~：招呼剛會站立的幼兒站立的聲音} □{~~起：踮腳}
n	ɛɪ	去聲	嫩
l	ɛɪ	平聲	楞 稜 塄 □{鼻~：鼻子尖}
l	ɛɪ	上聲	冷
l	ɛɪ	去聲	楞 □{~大：太太}
ts	ɛɪ	平聲	針 斟 珍 榛 臻 真 曾{姓，~祖父} 增 贈 征 蒸 貞 偵 正 今{~年} 正{~月} 爭 等 睜 猙 箴 甄 □{發迷~：夢遊}
ts	ɛɪ	上聲	疹 拯 整 診
ts	ɛɪ	去聲	正{~確} 政 證 症 枕{~頭} 鎮 陣 振 震 鄭 箏{風~} 憎 圳 賑 朕 □{~辮子：紮辮子}
tsʰ	ɛɪ	平聲	沉 參{~差} 岑 深{~淺} 陳 塵 診 層 橙 撐 懲 稱{~呼} 承 丞 呈 程 成 城 誠 盛{~滿} 辰 晨 抻 琛 臣 澄{~清} 乘{~法} 曾{~經} 噌 瞠 成 □{現~：有孔的銅錢}
tsʰ	ɛɪ	上聲	逞 懲 騁 磣
tsʰ	ɛɪ	去聲	趁 襯 慎 蹭 稱{~秤~桿} 乘{~風破浪}
s	ɛɪ	平聲	參{人~} 森 深 僧 繩 升 生 牲 笙 甥 聲 身 伸 神 申 呻 紳 □ 圪{~：打顫}
s	ɛɪ	上聲	沈 審 嬸 省{~長}
s	ɛɪ	去聲	葚 甚 滲 腎 勝 剩 聖 盛 興{~慎}
z	ɛɪ	平聲	壬 任{姓~} 人 仁 仍 □{~~：疼痛得很厲害的樣子}
z	ɛɪ	上聲	忍 扔 荏
z	ɛɪ	去聲	任{責~} 刃 認 飪 韌 紉 仞
k	ɛɪ	平聲	跟 根 更{~改} 庚 羹 耕{~耘} 賡
k	ɛɪ	上聲	梗 埂 哽 耿
k	ɛɪ	去聲	更{~加} 亙 艮
kʰ	ɛɪ	平聲	坑 鏗 吭
kʰ	ɛɪ	上聲	懇 墾 肯
kʰ	ɛɪ	去聲	□{~下：介詞，往下、靠下}
ŋ	ɛɪ	平聲	恩 □{應答聲}
ŋ	ɛɪ	去聲	摁
x	ɛɪ	平聲	痕 恆 亨 哼{~~吱吱} 橫{~直} 衡
x	ɛɪ	上聲	很 狠
x	ɛɪ	去聲	恨 橫{蠻~} 哼{表示不滿的語氣詞}
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	v	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	ŋ	x
@FIN	ɤ
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
p	ɤ	平聲	波 菠 玻
p	ɤ	上聲	簸{~~}
p	ɤ	去聲	簸{~箕} 薄{~荷} 播
pʰ	ɤ	平聲	頗 坡 婆
pʰ	ɤ	上聲	□{~出來了；豁出去了}
m	ɤ	平聲	魔 磨{~刀} 摩 饃
m	ɤ	上聲	抹
m	ɤ	去聲	磨{石~}
v	ɤ	平聲	倭 窩 □{捲}
v	ɤ	上聲	□{~住：得了便宜}
v	ɤ	去聲	臥 兀3
t	ɤ	平聲	多
t	ɤ	去聲	馱{~子}
tʰ	ɤ	平聲	拖 馱{~起來}
tʰ	ɤ	去聲	駝 舵
n	ɤ	平聲	挪 哪{~吒}
l	ɤ	平聲	羅 鑼 籮 囉 騾 螺 肋{~肢：肋骨}
l	ɤ	上聲	裸
l	ɤ	去聲	摞{~起來}
ts	ɤ	平聲	遮 蔗
ts	ɤ	上聲	者
ts	ɤ	去聲	照 這1{：地名，~家莊}
tsʰ	ɤ	平聲	車{馬~} 奢
tsʰ	ɤ	上聲	扯
s	ɤ	平聲	蛇 賒 燒
s	ɤ	上聲	捨 少
s	ɤ	去聲	社 射 麝{~香} 赦 舍{宿~} 瑟
z	ɤ	上聲	惹
k	ɤ	平聲	歌
k	ɤ	上聲	哥 舸
k	ɤ	去聲	個{一~}
kʰ	ɤ	上聲	可
kʰ	ɤ	去聲	□{~世界：到處}
ŋ	ɤ	平聲	俄 鵝 阿{~膠} 訛 屙 哦
ŋ	ɤ	上聲	我
ŋ	ɤ	去聲	餓 □{~老支：體型比貓頭鷹小，黑色，白天活動，肉食，吃小雞}
x	ɤ	平聲	河 何 荷{~花、薄~} 禾 餄 呵{~水}
x	ɤ	去聲	賀
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	p	pʰ	m	n	ts	tsʰ	s	z
@FIN	ɿ
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
p	ɿ	平聲	屄{女陰} □{~斗：耳光}
p	ɿ	上聲	彼 鄙 秕{~穀} 蓖{~麻} 不 比
p	ɿ	去聲	被 婢 避 蔽 敝 幣 弊 斃 閉 箅 匕 弼 譬
pʰ	ɿ	平聲	坯 披 皮 痹 疲 脾 琵 批 箅 啤 眦 枇 砒 郫 □{小孩子穩重，不淘氣}
pʰ	ɿ	上聲	疲 脾 痞 庇
pʰ	ɿ	去聲	屁
m	ɿ	平聲	糜{~子} 麋 彌 摩 眉 楣 媚 迷 眯 咪 獼 弭
m	ɿ	上聲	米
m	ɿ	去聲	寐 圪{~} 謎 □{~橛：用於拴牲口的鐵樁} □{~：哨子} □{~唾：唾沫}
n	ɿ	平聲	泥 倪 誼 尼 疑 呢 擬 妮 霓 昵 怩 伲 宜
n	ɿ	上聲	你
n	ɿ	去聲	膩 □{抹~} 義 議 儀
ts	ɿ	平聲	雞 稽 資 姿 咨 飢 肌 茲 滋 之 芝 基 幾{~乎} 機 譏 輜{~重} 嘰 支 知 枝 芝 肢 蜘 孜 恣
ts	ɿ	上聲	擠 紫 姊 旨 指 子 梓 止 趾 址 幾{~個} 紙 脂 仔 梓 姊 籽 己{天干}
ts	ɿ	去聲	祭 際 滯 制 濟 劑 計 繼 智 寄 稚 至 自 致 至 冀 痔 紀 杞 字 置 治 志 痣 既 □{~先：早上} □{~回來：把雞鴨趕回來} 桎 窒 擲 滯 季 技 忌 系{~住} 妓 姬 嫉 悸
tsʰ	ɿ	平聲	妻 齊 臍 薺 雌 疵 瓷 遲 鰭 慈 磁 痴 持 嗤 欺 其 棋 期 旗 奇 池 齒 馳 答 企 騎 淒 歧 琪 祁 崎 綺 琦 蹊 乞 眦
tsʰ	ɿ	上聲	啟 此 恥 齒 起 豈 侈
tsʰ	ɿ	去聲	砌 契 刺 賜 翅 次 器 棄 氣 汽 伺
s	ɿ	平聲	溪 西 犀 斯 廝 撕 璽 私 師 獅 司 絲 思 辭 詞 祠 詩 時 鰣{~魚} 熙 伺 希 稀 畦 飼 兮 溪 攜 施 □{飯~氣了：飯菜變質有味了} □{面~：糊糊}
s	ɿ	上聲	洗 尸 死 矢 西 嬉 使 史 駛 始 喜 屎 璽 嘻 禧 熹
s	ɿ	去聲	世 勢 誓 逝 細 系 徙 戲 四 視 示 嗜 似 祀 巳 士 仕 柿 俟 市 寺 飼 嗣 試 侍 匙 肆 是 氏 恃 噬 峙
z	ɿ	平聲	移 夷 姨 醫 飴 矣 衣 依 遺 倚 日1{今~} 伊 裔 揖 貽 沂 漪 胰
z	ɿ	上聲	椅 已 以 尾 蟻
z	ɿ	去聲	易 肆{~業} 意 異 毅 藝 衣{青~旦} 憶 億 翼 詣 囈 彝 屹 噫
// HSD Syllabary Data Partition
// 地区：山西省-晉中市-榆社縣-城關
// 来源：李建校、崔容、郭鴻燕…《榆社方言研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	山西省-晉中市-榆社縣-城關
@SRC	李建校、崔容、郭鴻燕…《榆社方言研究》

@INI	ts	tsʰ	s	z
@FIN	ʮ
@TON	平聲	22
@TON	上聲	312
@TON	去聲	45

// Initial	Final	Tone	CharList (Space separated)
ts	ʮ	平聲	居 車{~馬炮} 拘 駒 矩
ts	ʮ	上聲	舉 嘴 沮 咀 狙
ts	ʮ	去聲	巨 櫃 距 據 鋸 俱 聚 句 具 懼 醉 炬 劇 據 鉅 瞿
tsʰ	ʮ	平聲	蛆 渠 趨 區 驅 軀 嶇 □{搓圪~子：搓澡}
tsʰ	ʮ	上聲	取 娶 趣
tsʰ	ʮ	去聲	去1
s	ʮ	平聲	徐 墟 虛 噓 須 鬚 需 隨 詡
s	ʮ	上聲	許 徐
s	ʮ	去聲	序 敘 緒 絮 婿 翊 穗 胥
z	ʮ	平聲	於{~此} 淤 餘 徐 愚 吁 迂 於 盂 榆 愉 芋 魚{~鐮：一種鐮} 漁 瑜 諛 愚
z	ʮ	上聲	語 宇 雨 禹 羽 予 與 嶼
z	ʮ	去聲	御 譽 預 豫 虞 娛 愈 喻 裕 遇 寓 餵{~豬} 玉 頤 愉 育 逾 馭 昱 蔚
