i
n[4]拟
ɬ[1]赊施尸诗[2]匙{(~匙)}匙{汤~,～羹}时蛇[3]屎始[4]是社[5]试世[6]逝氏豉示视
ʦ[1]知蜘支枝肢痴之芝车[2]池驰瓷滋迟持磁辞[3]扯紫雌此侈脂旨指耻止趾址齿[4]稚似痔[5]刺智翅致至置志痣借[6]治
ȵ[2]宜谊疑儿而[4]尔耳饵[6]仪义议二贰
Ǿ[1]爷

u
p[2]婆
m[2]磨{~刀}[6]磨{石~}墓[5]卧
t[3]朵[2]头[6]豆
f[1]夫肤敷俘孵麸[2]符扶芙[3]府俯腑斧釜辅[4]傅抚父[5]赋咐富副[6]付赴腐附驸妇负
ɬ[3]锁
l[2]橹
k[1]锅姑孤箍辜枯估棵[2]茄[3]果裹颗古估股鼓固[4]姑[5]过故锢雇顾
Ǿ[1]科蝌乎窝涡蜗呼乌坞[2]和{~气}禾和{~也}和{声相应}胡湖狐壶鬍蝴[3]火伙苦虎[4]户[5]课货祸库裤污[6]沪互护芋

a
p[1]巴芭疤笆爸[2]爬琶杷耙[3]把[5]霸壩坝怕帕
m[1]妈[2]麻痳蟆[4]马码[6]骂
t[1]他它[3]打
n[2]拿[3]哪那
ɬ[3]耍[5]洒
l[2]锣箩
ʦ[1]楂渣叉杈差{~别}差{～错}岔抓爪[2]茶查[5]诈榨[6]乍
k[1]家加嘉痂傢[3]假{非真也}假{休假也}[5]架驾嫁稼价
ŋ[2]牙芽[4]雅衙
h[1]虾哈瞎[4]下{底~}下{~降}[5]嫁[6]厦{旁屋}厦{~门}霞夏{姓}夏{春夏}
Ǿ[1]鸦丫[3]哑[5]亚[6]阿{~哥}
j[4]下{底~}下{~降}[6]厦{~门}夏{姓}夏{春夏}

ua
k[1]瓜寡夸跨[5]挂卦过{~逾}
ŋ[4]瓦{砖～}瓦{施~}
Ǿ[1]花蛙洼[2]华{中~}华{~山}[5]化[6]画话

e
t[1]爹[2]爹
n[1]捏
ɬ[1]些[3]写[4]社市[5]泻卸舍泄[6]射麝
ʦ[1]遮车奢[2]邪斜[3]姐且者[5]借蔗[6]谢
k[2]茄
ȵ[4]惹
h[6]夜
Ǿ[1]爷
j[4]也野

ue
k[1]瓜

o
p[1]波菠颇坡玻[2]婆[5]破簸
m[1]魔摩摸模{~子}模{~范}[2]磨{~刀}[6]磨{石~}卧
