pa⁵⁵疤爸巴
tɕiɛ²¹³杰洁结决诀掘
tɕʰiɛ²¹³茄瘸缺
ɕiɛ⁵⁵靴
ɕiɛ²¹³协胁歇血穴
tsiɛ²¹³捷节截劫接绝
tsiɛ⁵³姐
tsiɛ³⁵籍借
tsʰiɛ⁵³妾切且
siɛ³³些
siɛ²¹³薛雪屑{白读siao²¹³}邪斜泄
siɛ⁵³写
siɛ³⁵泻谢卸
iɛ²¹³爷叶页阅月粤越
iɛ⁵³野也
iɛ³⁵液夜
pu⁵³补
pu³⁵布部簿步
pʰu⁵⁵铺
pʰu²¹³朴曝仆卜勃扑
pʰu⁵³普谱
pʰu³⁵铺
mu²¹³没木目
mu⁵³母
fu⁵⁵肤麸
fu²¹³复福腹幅扶符覆服伏缚佛
fu³⁵傅附赴父富副妇负
tu⁵⁵都{都城、都是}
tu²¹³督毒独读
tu⁵³肚{猪肚}
tu³⁵肚{肚子}杜度{白读tɔ³⁵}渡
tʰu⁵⁵突
tʰu²¹³图途
tʰu⁵³土
tʰu³⁵吐
nu²¹³奴
lu²¹³炉芦鹿六陆绿录
lu⁵³卤
lu³⁵路露
ku⁵⁵姑箍
ku²¹³骨谷
ku⁵³古鼓
ku³⁵故雇顾
kʰu⁵⁵枯
kʰu²¹³哭
kʰu⁵³苦
kʰu³⁵裤
xu⁵⁵呼
xu²¹³胡湖糊狐忽
xu⁵³虎
xu³⁵户护获
tsu⁵⁵租
tsu²¹³卒足
tsu⁵³祖阻
tsu³⁵助
tsʰu⁵⁵粗初{白读tsʰɔ⁵⁵}
tsʰu²¹³族宿{宿舍}促
tsʰu³⁵醋
su⁵⁵苏
su²¹³速肃粟俗续束
su⁵³数{动词}
su³⁵素数{名词}
tʂu⁵⁵猪朱珠
tʂu²¹³竹筑逐轴祝粥烛触镯{白读tʂɔ²¹³}浊{白读tʂɔ²¹³}
tʂu⁵³苎煮主
tʂu³⁵著箸柱住蛀
tʂʰu²¹³除出
tʂʰu⁵³楚处{处理}暑鼠薯
tʂʰu³⁵处{处长}
ʂu⁵⁵书舒输
ʂu²¹³术秫叔熟赎属蜀
ʐu²¹³如入肉褥辱
ʐu⁵³乳
u⁵⁵乌
u²¹³吴无物屋
u⁵³五午
u³⁵误雾戊
tɕiu²¹³橘菊局
tɕʰiu²¹³窟屈曲
ɕiu²¹³畜蓄戌
iu²¹³域育狱浴
pai⁵³摆
pai³⁵拜稗败
pʰai²¹³排牌
pʰai³⁵派
mai²¹³埋
mai⁵³买
mai³⁵卖
nai⁵³奶
tai³⁵戴贷待代袋带
tʰai⁵⁵苔胎
tʰai²¹³台
tʰai³⁵态太泰
nai³⁵耐
lai²¹³来
lai³⁵赖
kai⁵⁵该阶街
kai⁵³改解
kai³⁵概{概括}
kʰai⁵⁵开
kʰai⁵³凯楷
kʰai³⁵概{大概}
xai²¹³孩鞋蟹
xai³⁵亥害
tsai⁵⁵灾栽
tsai⁵³宰载
tsai³⁵再载在
tsʰai⁵⁵猜
tsʰai²¹³才财裁
tsʰai⁵³彩
tsʰai³⁵菜蔡
sai³⁵塞{边塞}赛
tʂai⁵⁵斋
tʂai³⁵债寨
tʂʰai⁵⁵钗差
tʂʰai²¹³柴豺
ʂai⁵⁵筛
ʂai³⁵晒
ai⁵⁵哀
ai²¹³挨
ai⁵³矮
ai³⁵碍爱艾
kuai⁵⁵乖
kuai⁵³拐
kuai³⁵怪
kʰuai³⁵会快块
xuai²¹³还{还有}
xuai³⁵坏
ʂuai⁵⁵衰
ʂuai³⁵帅
uai³⁵外
uai⁵⁵歪
pei⁵⁵杯背碑悲卑
pei³⁵贝辈背倍焙臂被{被子}
pʰei⁵⁵胚
pʰei³⁵配沛佩
mei²¹³梅媒眉枚煤霉
mei⁵³每美
mei³⁵妹
fei⁵⁵飞非痱
fei²¹³肥
fei⁵³匪
fei³⁵废肺吠费
tuei⁵⁵堆
tuei³⁵对队
tʰuei⁵⁵推
tʰuei⁵³腿
tʰuei³⁵退褪
nuei³⁵内
luei²¹³雷
luei⁵³累
luei³⁵累类泪
kuei⁵⁵规龟归
kuei³⁵桂跪癸柜贵
kuei⁵³轨鬼
kʰuei⁵⁵亏
kʰuei²¹³括{又读kua²¹³}
xuei⁵⁵恢灰挥
xuei²¹³回
xuei⁵³悔毁
xuei³⁵汇会惠慧
tsuei⁵³嘴
tsuei³⁵罪最醉
tsʰuei⁵⁵催
tsʰuei³⁵翠脆
suei⁵⁵虽
suei²¹³随髓
suei³⁵岁碎隧穗
tʂuei⁵⁵追锥
tʂuei³⁵坠
tʂʰuei⁵⁵吹炊
tʂʰuei²¹³垂锤槌
ʂuei²¹³谁
ʂuei⁵³水
ʂuei³⁵税睡瑞
ʐuei²¹³蕊
uei⁵⁵微威
uei²¹³危为维围
uei⁵³委尾伟
uei³⁵卫为位味魏胃畏慰
kuæi²¹³国
kʰuæi²¹³阔
xuæi²¹³或
pɔ⁵⁵菠波
pɔ²¹³拨钵博剥驳蚌薄
pʰɔ⁵⁵坡颇剖
pʰɔ²¹³婆泼
pʰɔ³⁵破
mɔ²¹³魔磨摩模末沫莫膜
mɔ³⁵磨墓幕
tɔ⁵⁵多
tɔ²¹³夺
tɔ³⁵惰
tʰɔ⁵⁵拖
tʰɔ²¹³驼舵驮脱托
tʰɔ⁵³妥
nɔ³⁵糯
lɔ²¹³罗锣箩脶萝落乐{快乐}掠
kɔ⁵⁵歌哥鸽
kɔ²¹³割各郭角{牛角}
kɔ⁵³果
kɔ³⁵过个
kʰɔ⁵⁵柯颗棵稞科
kʰɔ²¹³磕渴扩壳
kʰɔ⁵³可
kʰɔ³⁵课
xɔ²¹³河何和禾荷活鹤霍合盒喝
xɔ⁵³火伙
xɔ³⁵贺货祸
ŋɔ⁵³我
tsɔ²¹³左作昨凿
tsɔ³⁵做坐座
tsʰɔ⁵⁵搓
tsʰɔ²¹³锄
tsʰɔ³⁵错
sɔ⁵⁵梭蓑梳
sɔ²¹³率{率领}索
sɔ⁵³锁
tʂɔ²¹³桌酌捉浊镯
tʂʰɔ²¹³戳
ʂɔ²¹³说勺
ʐɔ²¹³弱热
ɔ⁵⁵窝阿
ɔ²¹³蛾鹅儿耳鄂恶{凶恶}握沃
ɔ³⁵饿卧二
ȵiɔ²¹³虐
liɔ²¹³略
tɕiɔ²¹³脚觉角{一角钱}
tɕʰiɔ²¹³确
ɕiɔ²¹³学
tsiɔ²¹³嚼
tsʰiɔ²¹³雀鹊
siɔ²¹³削
iɔ²¹³约药岳乐{音乐}
tʂuɔ²¹³着
pao⁵⁵包
pao⁵³保宝饱
pao³⁵报抱豹爆雹
pʰao⁵⁵抛
pʰao²¹³袍
pʰao⁵³跑
pʰao³⁵泡炮
mao⁵⁵猫{白读miao⁵⁵}
mao²¹³毛茅矛
mao⁵³卯
mao³⁵帽冒貌
tao⁵⁵刀
tao⁵³岛倒导
tao³⁵到倒道稻
tʰao⁵⁵萄涛
tʰao²¹³桃逃淘
tʰao⁵³讨
tʰao³⁵套
nao⁵³脑恼
nao³⁵闹
lao²¹³劳
lao⁵³老
kao⁵⁵高膏糕
kao⁵³稿搞
kao³⁵告
kʰao⁵³考
kʰao³⁵靠
xao⁵⁵薅蒿
xao²¹³毫
xao⁵³好
xao³⁵号
tsao⁵⁵糟
tsao⁵³早枣蚤
tsao³⁵灶
tsʰao⁵⁵操
tsʰao²¹³曹槽
tsʰao⁵³草
tsʰao³⁵糙造
sao⁵⁵臊
sao⁵³嫂扫
tʂao⁵⁵朝召招
tʂao⁵³爪{又读tʂua⁵³}
tʂao³⁵赵照罩
tʂʰao⁵⁵抄
tʂʰao²¹³朝潮
tʂʰao⁵³吵炒
tʂʰao³⁵兆
ʂao⁵⁵烧
ʂao⁵³少绍
ʐao²¹³饶
ʐao⁵³扰
ao²¹³熬
ao⁵³袄
ao³⁵澳
piao⁵⁵标
piao⁵³表
pʰiao⁵⁵飘
pʰiao²¹³瓢
pʰiao³⁵票
miao²¹³苗
miao⁵³秒
miao³⁵庙妙
tiao⁵⁵雕
tiao³⁵钓吊调
tʰiao⁵⁵挑
tʰiao²¹³条调
tʰiao³⁵跳粜
ȵiao⁵³鸟
ȵiao³⁵尿{白读suei⁵⁵}
liao²¹³辽疗
liao³⁵料
tɕiao⁵⁵交胶教骄
tɕiao⁵³绞搅缴
tɕiao³⁵教校轿叫
tɕʰiao⁵⁵敲
tɕʰiao²¹³桥侨
tɕʰiao⁵³巧
tɕʰiao³⁵窍酵
ɕiao⁵³晓
ɕiao³⁵孝校
tsiao⁵⁵焦蕉椒
tsiao⁵³剿
tsʰiao⁵⁵悄
tsʰiao²¹³樵
siao⁵⁵消销萧箫
siao⁵³小
siao³⁵笑
iao⁵⁵妖要腰
iao²¹³摇窑尧
iao⁵³咬舀
iao³⁵要耀
mɛu²¹³谋
mɛu⁵³某亩
mɛu³⁵茂
fɛu²¹³浮
fɛu⁵³否
tɛu⁵³斗
tɛu³⁵斗豆
tʰɛu⁵⁵偷
tʰɛu²¹³投头
tʰɛu³⁵透
lɛu²¹³楼
lɛu³⁵漏
kɛu⁵⁵勾钩沟
kɛu⁵³狗
kɛu³⁵够构
kʰɛu⁵³口
kʰɛu³⁵扣
xɛu²¹³侯喉猴
xɛu³⁵后厚候
tsɛu⁵³走
tsɛu³⁵奏
tsʰɛu³⁵凑
sɛu⁵⁵搜
sɛu³⁵嗽瘦
tʂɛu⁵⁵周州
tʂɛu⁵³帚
tʂɛu³⁵咒
tʂɛu³⁵昼宙
tʂʰɛu⁵⁵抽
tʂʰɛu²¹³绸筹愁仇酬
tʂʰɛu⁵³丑
tʂʰɛu³⁵臭
ʂɛu⁵³手守首
ʂɛu³⁵售兽受寿
ʐɛu²¹³柔揉
ɛu⁵⁵欧呕沤
ɛu⁵³藕
piɛu⁵⁵彪
miɛu³⁵谬
ȵiɛu²¹³牛
ȵiɛu⁵³纽
liɛu²¹³流刘留榴馏
liɛu⁵³柳
tɕiɛu⁵⁵阄究
tɕiɛu⁵³九久韭灸纠
tɕiɛu³⁵救臼舅旧柩
tɕʰiɛu⁵⁵丘
tɕʰiɛu²¹³求球
ɕiɛu⁵⁵休
ɕiɛu⁵³朽
tsiɛu⁵³酒
tsiɛu³⁵就
tsʰiɛu⁵⁵秋
tsʰiɛu²¹³囚泅
siɛu⁵⁵修羞
siɛu³⁵秀绣袖宿锈
iɛu⁵⁵优幽
iɛu²¹³尤邮由油游
iɛu⁵³有友酉
iɛu³⁵又右柚幼
kɯ⁵³给
kʰɯ³⁵去
pan⁵⁵班斑般搬
pan⁵³板
pan³⁵扮办瓣半伴拌
pʰan⁵⁵攀潘
pʰan²¹³盘
pʰan³⁵盼贩
man²¹³蛮瞒
man⁵³满
man³⁵慢
fan⁵⁵翻番
fan²¹³凡烦矾繁
fan⁵³返
fan³⁵泛范犯饭
tan⁵⁵丹担
tan³⁵担淡旦弹蛋但
tʰan⁵⁵贪滩摊
tʰan²¹³潭谈痰弹檀坛
tʰan⁵³毯坦
tʰan³⁵探叹炭
nan²¹³南男难
lan²¹³蓝篮兰拦
lan⁵³揽览懒
lan³⁵烂滥
kan⁵⁵甘柑肝竿干
kan⁵³敢杆秆感
kan³⁵干
kʰan⁵⁵堪
kʰan⁵³砍坎
kʰan³⁵看
xan²¹³含寒韩衔
xan⁵³喊罕
xan³⁵汉旱焊汗
ŋan³⁵岸
tsan³⁵赞
tsʰan⁵⁵参餐
tsʰan²¹³蚕残
tsʰan⁵³惨
tsʰan³⁵灿
san⁵⁵三
san⁵³伞散
san³⁵散
tʂan⁵⁵毡黏
tʂan⁵³斩盏展
tʂan³⁵占
tʂan³⁵站占战
tʂʰan²¹³缠蝉
tʂʰan⁵³产铲
ʂan⁵⁵杉衫山删扇
ʂan⁵³陕闪
ʂan³⁵扇善膳
ʐan²¹³燃然
ʐan⁵³染
an⁵⁵庵安鞍
an³⁵暗案按
tuan⁵⁵端
tuan⁵³短
tuan³⁵断
tʰuan²¹³团
nuan⁵³暖卵
luan³⁵乱
kuan⁵⁵官关
kuan⁵³管棺
kuan³⁵贯灌罐惯
kʰuan⁵⁵宽
kʰuan⁵³款
xuan⁵⁵欢
xuan²¹³环还
xuan⁵³缓
xuan³⁵换幻患
tsuan⁵⁵钻
tsuan³⁵钻
suan⁵⁵酸
suan³⁵算蒜
tʂuan⁵⁵砖
tʂuan⁵³转
tʂuan³⁵赚转传
tʂʰuan⁵⁵川穿
tʂʰuan²¹³船
tʂʰuan⁵³喘
tʂʰuan³⁵篡创传串
ʂuan⁵⁵闩
ʐuan⁵³软阮
uan⁵⁵湾弯
uan²¹³玩丸
uan⁵³碗顽晚挽
uan³⁵万
pin⁵⁵彬宾槟鬓冰兵
pin⁵³丙柄饼贬
pin³⁵病并
pʰin²¹³贫凭平坪瓶
pʰin⁵³品
pʰin³⁵聘拼
min²¹³民明
min⁵³闽敏名
min³⁵命
tin⁵⁵钉丁
tin⁵³顶鼎
tin³⁵定钉
tʰin⁵⁵听厅
tʰin²¹³停亭廷庭
tʰin⁵³挺
lin²¹³林淋临邻鳞陵宁灵零铃
lin⁵³领岭
lin³⁵令
tɕin⁵⁵巾均今金京惊斤筋菌君军经
tɕin⁵³紧锦境景警谨
tɕin³⁵禁妗敬镜竞劲近俊径
tɕʰin⁵⁵钦卿轻
tɕʰin²¹³禽琴芹勤裙群
tɕʰin³⁵卿庆
ɕin⁵⁵欣熏兴倾
ɕin²¹³琼
ɕin⁵³省
ɕin³⁵训兴杏幸形刑
tsin⁵⁵津精晶睛
tsin⁵³井
tsin³⁵进晋尽静靖净
tsʰin⁵⁵亲清侵青蜻
tsʰin²¹³秦情晴
tsʰin⁵³请寝
tsʰin³⁵亲
sin⁵⁵心辛新薪星腥
sin²¹³旬巡寻
sin⁵³省醒
sin³⁵信姓性讯
in⁵⁵音阴莺英因姻{白读ien⁵⁵}鹰应蝇婴
in²¹³吟迎营萤银寅匀云盈赢
in⁵³饮影引隐允
in³⁵印韵运映
pien⁵⁵编鞭边
pien⁵³匾扁
pien³⁵变便辫
pʰien⁵⁵篇
pʰien²¹³便
pʰien³⁵骗遍片
mien²¹³棉
mien⁵³免
mien³⁵面
tien⁵⁵颠
tien⁵³点典
tien³⁵店电殿
tʰien⁵⁵天添
tʰien²¹³田甜填
ȵien⁵⁵拈
ȵien²¹³年
ȵien⁵³碾
ȵien³⁵念
lien²¹³廉镰连联怜{白读lin²¹³}莲
lien³⁵练恋楝
tɕien⁵⁵监兼艰间肩坚
tɕien⁵³减检俭简拣茧卷
tɕien³⁵鉴舰剑件建健见卷倦
tɕʰien⁵⁵谦牵圈铅
tɕʰien²¹³钳乾拳权
tɕʰien³⁵欠劝券
ɕien⁵⁵掀
ɕien²¹³咸衔嫌闲贤弦玄悬
ɕien⁵³险显
ɕien³⁵陷馅苋{白读xan³⁵}献宪现
tsien⁵⁵尖煎奸
tsien⁵³剪
tsien³⁵渐箭贱荐溅
tsʰien⁵⁵迁签千
tsʰien²¹³钱全泉前
tsʰien⁵³浅犬潜
sien⁵⁵仙鲜宣先
sien²¹³旋
sien⁵³癣选
sien³⁵线羡
ien⁵⁵淹阉冤渊烟
ien²¹³岩炎盐阎檐严颜延言园圆缘员沿元原源袁
ien⁵³掩眼演远
ien³⁵验厌焰雁晏谚燕宴院愿怨
pən⁵⁵奔
pən⁵³本
pən³⁵笨
pʰən²¹³盆
mən²¹³门
mən³⁵闷
fən⁵⁵分
fən²¹³坟焚
fən⁵³粉
fən³⁵分粪份
kən⁵⁵跟根
kən⁵³垦肯恳
xən²¹³痕
xən⁵³很
tsʰən³⁵衬
sən⁵⁵森参
tʂən⁵⁵针珍真
tʂən⁵³枕诊
tʂən³⁵镇阵振震
tʂʰən²¹³沉陈尘臣
tʂʰən³⁵趁
ʂən⁵⁵深身申
ʂən²¹³神辰
ʂən⁵³沈审
ʂən³⁵肾慎
ʐən²¹³任壬人仁
ʐən⁵³忍
ʐən³⁵认任
ən⁵⁵恩
ten⁵⁵灯
ten⁵³等
ten³⁵凳邓
tʰen²¹³藤
nen²¹³能
len⁵³冷
ken⁵⁵更耕庚
ken⁵³梗
kʰen⁵⁵坑
xen²¹³恒行{大行}
tsen⁵⁵曾增争
tsʰen²¹³曾层
sen⁵⁵生牲甥
sen⁵³省
tʂen⁵⁵征蒸正
tʂen⁵³整
tʂen³⁵证症郑正政
tʂʰen⁵⁵称
tʂʰen²¹³成程乘澄盛城橙
tʂʰen³⁵称承
ʂen⁵⁵升声
ʂen³⁵乘剩胜圣盛
en⁵³硬
tuən⁵⁵敦墩
tuən⁵³盾
tuən³⁵顿钝
tʰuən⁵⁵吞
tʰuən²¹³屯
nuən³⁵嫩
luən²¹³轮
luən³⁵论
kuən⁵³滚
kuən³⁵棍
kʰuən⁵⁵昆坤
kʰuən⁵³捆
kʰuən³⁵困
xuən⁵⁵婚
xuən²¹³魂横
xuən³⁵混
tsuən⁵⁵尊遵
tsʰuən⁵⁵村
tsʰuən²¹³存
tsʰuən³⁵寸
suən⁵⁵孙
suən⁵³损笋榫
tʂuən⁵³准
tʂʰuən⁵⁵春
tʂʰuən⁵³蠢
ʂuən²¹³顺纯
ʂuən⁵³唇
ʂuən³⁵舜
ʐuən³⁵润闰
uən⁵⁵温瘟
uən²¹³文蚊闻
uən⁵³稳吻
uən³⁵问
paŋ⁵⁵帮邦
paŋ⁵³榜
paŋ³⁵谤棒
pʰaŋ²¹³旁
maŋ²¹³忙
maŋ⁵³莽盲
faŋ⁵⁵方芳
faŋ²¹³房防
faŋ⁵³纺访
faŋ³⁵放
taŋ⁵⁵当耽
taŋ⁵³党胆
taŋ³⁵当荡
tʰaŋ⁵⁵汤
tʰaŋ²¹³堂糖塘
tʰaŋ³⁵烫
laŋ²¹³郎浪廊
laŋ⁵³朗
laŋ³⁵浪
kaŋ⁵⁵岗钢缸
kaŋ⁵³港
kaŋ³⁵杠
kʰaŋ⁵⁵康糠
kʰaŋ²¹³扛
kʰaŋ³⁵抗
xaŋ²¹³行航杭
xaŋ³⁵项巷
ŋan²¹³研{文读ien²¹³}
ŋaŋ⁵³仰
ŋan³⁵砚
tsaŋ⁵⁵脏葬
tsʰaŋ⁵⁵仓
saŋ⁵⁵桑丧
saŋ³⁵丧
tʂaŋ⁵⁵张章樟
tʂaŋ⁵³长掌暂
tʂaŋ³⁵胀丈杖障
tʂʰaŋ⁵⁵昌
tʂʰaŋ²¹³长肠常偿
tʂʰaŋ⁵³场厂
tʂʰaŋ³⁵畅唱
ʂaŋ⁵⁵伤商
ʂaŋ⁵³赏
ʂaŋ³⁵上尚
ʐaŋ⁵³嚷壤瓤
ʐaŋ³⁵让
ȵiaŋ²¹³娘
ȵiaŋ³⁵酿{白读ʐɑŋ⁵³}
liaŋ²¹³良粮凉梁量
liaŋ⁵³两
liaŋ³⁵量亮
tɕiaŋ⁵⁵姜江
tɕiaŋ⁵³讲
tɕiaŋ³⁵降
tɕʰiaŋ⁵⁵腔疆
tɕʰiaŋ⁵³强{强人所难}
tɕʰiaŋ³⁵强
ɕiaŋ⁵⁵香乡
ɕiaŋ²¹³降
ɕiaŋ⁵³响
ɕiaŋ³⁵向
tsiaŋ⁵⁵将浆
tsiaŋ⁵³奖蒋
tsiaŋ³⁵将酱匠
tsʰiaŋ⁵⁵枪
tsʰiaŋ²¹³墙
tsʰiaŋ⁵³抢
siaŋ⁵⁵箱相厢镶
siaŋ²¹³详祥
siaŋ⁵³想
siaŋ³⁵相象像
iaŋ⁵⁵央秧
iaŋ²¹³羊洋烊杨阳扬疡
iaŋ⁵³痒
iaŋ³⁵样
kuaŋ⁵⁵光
kuaŋ⁵³广
kʰuaŋ⁵⁵筐
kʰuaŋ²¹³狂
kʰuaŋ³⁵旷况矿
tʂuaŋ⁵⁵庄装桩
tʂuaŋ³⁵撞壮
tʂʰuaŋ⁵⁵疮窗
tʂʰuaŋ²¹³床
tʂʰuaŋ³⁵状
ʂuaŋ⁵⁵双霜
ʂuaŋ⁵³爽
xuaŋ⁵⁵荒
xuaŋ²¹³黄皇
uaŋ⁵⁵汪
uaŋ²¹³王亡往
uaŋ⁵³网枉
uaŋ³⁵望旺
poŋ⁵⁵崩
pʰoŋ²¹³朋棚彭篷
moŋ²¹³蒙
moŋ⁵³猛
moŋ³⁵梦
foŋ⁵⁵风枫丰封峰蜂
foŋ²¹³冯
foŋ³⁵缝凤
toŋ⁵⁵东冬
toŋ⁵³董
toŋ³⁵冻栋动洞
tʰoŋ⁵⁵通
tʰoŋ²¹³同铜筒桐
tʰoŋ⁵³桶统铳
tʰoŋ³⁵痛
noŋ²¹³浓农脓隆
loŋ²¹³笼龙聋
loŋ⁵³拢
loŋ³⁵弄
koŋ⁵⁵公工功宫恭共
koŋ³⁵贡共
kʰoŋ⁵⁵空
kʰoŋ⁵³孔恐
kʰoŋ³⁵控
xoŋ⁵⁵轰烘
xoŋ²¹³宏弘红洪
tsoŋ⁵⁵棕鬃宗
tsoŋ⁵³总
tsoŋ³⁵粽
tsʰoŋ⁵⁵聪葱
tsʰoŋ²¹³从丛
soŋ⁵⁵松
soŋ³⁵送宋颂
tʂoŋ⁵⁵中终钟
tʂoŋ⁵³种肿
tʂoŋ³⁵中众重种
tʂʰoŋ⁵⁵充舂
tʂʰoŋ²¹³虫崇重
tʂʰoŋ⁵³宠
ʐoŋ²¹³绒茸
oŋ⁵⁵翁
oŋ³⁵瓮
tɕʰioŋ²¹³穷
ɕioŋ⁵⁵胸匈兄
ɕioŋ²¹³雄熊
ioŋ²¹³容荣蓉拥勇
ioŋ⁵³永涌
ioŋ³⁵用
