多	t	o	35	
拖	tʰ	o	35	
大	t	a	13	
锣	n	o	21	
左	ts	o	42	
歌	k	o	35	
个	k	o	13	
可	kʰ	o	42	
鹅	∅	o	21	
饿	∅	o	13	
河	x	o	21	
茄	tɕʰ	y	21	
破	pʰ	o	13	
婆	pʰ	o	21	
磨	m	o	21	
磨	m	o	13	
躲	t	o	42	
螺	n	o	21	
坐	ts	o	13	
锁	s	o	42	
果	k	o	42	
过	k	o	13	
课	kʰ	o	13	
火	x	o	42	
货	x	o	13	
祸	x	o	13	
靴	ɕ	y	35	
把	p	a	42	
爬	p	a	35	向上～
爬	pʰ	a	21	地上～
马	m	a	42	
骂	m	a	13	
茶	tsʰ	a	21	
沙	s	a	35	
假	tɕ	ia	42	
嫁	tɕ	ia	13	
牙	∅	ia	21	
虾	ɕ	ia	35	
下	ɕ	ia	13	
下	x	a	13	白，一∽
夏	ɕ	ia	13	
哑	∅	ia	42	
姐	tɕ	i	42	
借	tɕ	i	13	
写	ɕ	i	42	
斜	ɕ	i	21	
谢	ɕ	i	13	
车	tsʰ	ei	35	
蛇	s	ei	21	
射	s	ei	21	
爷	∅	i	21	
野	∅	i	42	
夜	∅	i	13	
瓜	k	ua	35	
瓦	∅	ua	42	
花	x	ua	35	
化	x	ua	13	
华	x	ua	21	
谱	pʰ	uᶹ	42	
布	p	uᶹ	13	
铺	pʰ	uᶹ	35	
簿	p	uᶹ	13	
步	p	uᶹ	13	
赌	t	uᶹ	42	
土	tʰ	uᶹ	42	
图	tʰ	uᶹ	21	
杜	t	uᶹ	13	
奴	n	uᶹ	21	
路	n	uᶹ	13	
租	ts	uᶹ	35	
做	ts	uᶹ	13	
错	tsʰ	o	13	
箍	kʰ	uᶹ	35	
古	k	uᶹ	42	
苦	kʰ	uᶹ	42	
裤	kʰ	uᶹ	13	
吴	v	uᶹ	21	
五	v	uᶹ	42	
虎	f	uᶹ	42	
壶	f	uᶹ	21	
户	f	uᶹ	13	
乌	v	uᶹ	35	
女	n	y	42	
吕	n	uei	42	
徐	ɕ	y	21	
猪	ts	uᶹ	35	
除	tsʰ	uᶹ	21	
初	tsʰ	uᶹ	35	
锄	tsʰ	uᶹ	21	
所	s	o	42	
书	s	uᶹ	35	
鼠	s	uᶹ	42	
如	z	uᶹ	21	
举	tɕ	y	42	
锯	tɕ	y	13	
去	tɕʰ	i	13	白
去	tɕʰ	y	13	文
渠	tɕʰ	y	21	
鱼	∅	y	21	
许	ɕ	y	42	
余	∅	y	21	
府	f	uᶹ	42	
付	f	uᶹ	13	
父	f	uᶹ	13	
武	v	uᶹ	42	
雾	v	uᶹ	13	
取	tɕʰ	y	42	
柱	ts	uᶹ	13	
住	ts	uᶹ	13	
数	s	uᶹ	42	
数	s	uᶹ	13	
主	ts	uᶹ	42	
输	s	uᶹ	35	
竖	s	uᶹ	13	
树	s	uᶹ	13	
句	tɕ	y	13	
区	tɕʰ	y	35	
遇	∅	y	13	
雨	∅	y	42	
芋	∅	y	13	
裕	∅	yu	21	
胎	tʰ	ai	35	
台	tʰ	ai	21	
袋	t	ai	13	
来	n	ai	21	
菜	tsʰ	ai	13	
财	tsʰ	ai	21	
该	k	ai	35	
改	k	ai	42	
开	kʰ	ai	35	
海	x	ai	42	
爱	ŋ	ai	13	
贝	p	ei	13	
带	t	ai	13	
盖	k	ai	13	
害	x	ai	13	
拜	p	ai	13	
排	pʰ	ai	21	
埋	m	ai	21	
戒	k	ai	13	
摆	p	ai	42	
派	pʰ	ai	13	
牌	pʰ	ai	21	
买	m	ai	42	
卖	m	ai	13	
柴	tsʰ	ai	21	
晒	s	ai	13	
街	k	ai	35	
解	k	ai	42	
鞋	x	ai	21	
蟹	x	ai	42	
矮	ŋ	ai	42	
败	p	ai	13	
币	p	i	13	
制	ts	ɿ	13	
世	s	ɿ	13	
艺	∅	i	13	
米	m	i	42	
低	t	i	35	
梯	tʰ	i	35	
剃	tʰ	i	13	
弟	t	i	13	
递	t	i	13	
泥	n	i	21	
犁	n	i	21	
西	ɕ	i	35	
洗	ɕ	i	42	
鸡	tɕ	i	35	
溪	tɕʰ	i	35	白
溪	ɕ	i	35	文，小～
契	tɕʰ	i	13	
系	ɕ	i	13	
杯	p	ei	35	
配	pʰ	ei	13	
赔	pʰ	ei	21	
背	p	ei	13	
煤	m	ei	21	
妹	m	ei	13	
对	t	uei	13	
雷	n	uei	21	
罪	ts	uei	13	
碎	tsʰ	uei	13	白
碎	s	uei	13	文
灰	x	uei	35	
回	x	uei	21	
外	∅	uai	13	
会	x	uei	13	
怪	k	uai	13	
块	kʰ	uai	42	
怀	x	uai	21	
坏	x	uai	13	
拐	k	uai	42	
挂	k	ua	13	
歪	∅	uai	35	
画	x	ua	13	
快	kʰ	uai	13	
话	x	ua	13	
岁	s	uei	13	
卫	∅	uei	13	
肺	f	ei	13	
桂	k	uei	13	
碑	p	ei	35	
皮	pʰ	i	21	
被	p	ei	13	
紫	ts	ɿ	42	
刺	tsʰ	ɿ	13	
知	ts	ɿ	35	
池	tsʰ	ɿ	21	
纸	ts	ɿ	42	
儿	∅	ɚ	21	
寄	tɕ	i	13	
骑	tɕʰ	i	21	
蚁	∅	i	13	
义	n	i	13	白，遵～
义	∅	i	13	文，～气
戏	ɕ	i	13	
移	∅	i	21	
比	p	i	42	
屁	pʰ	i	13	
鼻	p	i	21	
眉	m	i	21	白
眉	m	ei	21	文
地	t	i	13	
梨	n	i	21	
资	ts	ɿ	35	
死	s	ɿ	42	
四	s	ɿ	13	
迟	tsʰ	ɿ	21	
师	s	ɿ	35	
指	ts	ɿ	42	
二	∅	ɚ	13	
饥	tɕ	i	35	
器	tɕʰ	i	13	
姨	∅	i	21	
李	n	i	42	
子	ts	ɿ	42	
字	ts	ɿ	13	
丝	s	ɿ	35	
祠	tsʰ	ɿ	21	
寺	s	ɿ	13	
治	ts	ɿ	13	
柿	s	ɿ	13	
事	s	ɿ	13	
使	s	ɿ	42	
试	s	ɿ	13	
时	s	ɿ	21	
市	s	ɿ	13	
耳	∅	ɚ	42	
记	tɕ	i	13	
棋	tɕʰ	i	21	
喜	ɕ	i	42	
意	∅	i	13	
几	tɕ	i	42	
气	tɕʰ	i	13	
希	ɕ	i	35	
衣	∅	i	35	
嘴	ts	uei	42	
随	s	uei	21	
吹	tsʰ	uei	35	
垂	tsʰ	uei	21	
规	k	uei	35	
亏	kʰ	uei	35	
跪	k	uei	13	
危	∅	uei	21	
类	n	uei	13	
醉	ts	uei	13	
追	n	uei	35	白
追	ts	uei	35	文
锤	tsʰ	uei	21	
水	s	uei	42	
龟	k	uei	35	
季	tɕ	i	13	
柜	k	uei	13	
位	∅	uei	13	
飞	f	ei	35	
费	f	ei	13	
肥	f	ei	21	
尾	∅	uei	42	
味	∅	uei	13	
鬼	k	uei	42	
贵	k	uei	13	
围	∅	uei	21	
胃	∅	uei	13	
宝	p	au	42	
抱	p	au	13	
毛	m	au	21	
帽	m	au	13	
刀	t	au	35	
讨	tʰ	au	42	
桃	tʰ	au	21	
道	t	au	13	
脑	n	au	42	
老	n	au	42	
早	ts	au	42	
灶	ts	au	13	
草	tsʰ	au	42	
糙	tsʰ	au	13	
造	tsʰ	au	13	
嫂	s	au	42	
高	k	au	35	
靠	kʰ	au	13	
熬	ŋ	au	21	
好	x	au	42	
号	x	au	13	
包	p	au	35	
饱	p	au	42	
炮	pʰ	au	13	
猫	m	au	35	
闹	n	au	13	
罩	ts	au	13	
抓	ts	ua	35	
找	ts	au	42	
抄	tsʰ	au	35	
交	tɕ	iau	35	
敲	kʰ	au	35	
孝	ɕ	iau	13	
校	ɕ	iau	13	
表	p	iau	42	
票	pʰ	iau	13	
庙	m	iau	13	
焦	tɕ	iau	35	
小	ɕ	iau	42	
笑	ɕ	iau	13	
朝	tsʰ	au	21	
照	ts	au	13	
烧	s	au	35	
绕	z	au	42	
桥	tɕʰ	iau	21	
轿	tɕ	iau	13	
腰	∅	iau	35	
要	∅	iau	13	
跃	∅	iau	13	
摇	∅	iau	21	
鸟	n	iau	42	
钓	t	iau	13	
条	tʰ	iau	21	
料	n	iau	13	
箫	ɕ	iau	35	
叫	tɕ	iau	13	
母	m	uᶹ	42	
抖	tʰ	əu̜	42	
偷	tʰ	əu̜	35	
头	tʰ	əu̜	21	
豆	t	əu̜	13	
楼	n	əu̜	21	
走	ts	əu̜	42	
凑	tsʰ	əu̜	13	
钩	k	əu̜	35	青男
钩	k	iəu̜	35	老男
狗	k	əu̜	42	青男
狗	k	iəu̜	42	老男
够	k	əu̜	13	青男
够	k	iəu̜	13	老男
口	kʰ	əu̜	42	青男
口	kʰ	iəu̜	42	老男
藕	ŋ	əu̜	42	青男
藕	ŋ	iəu̜	42	老男
后	x	əu̜	13	
厚	x	əu̜	13	
富	f	uᶹ	13	
副	f	uᶹ	13	
浮	f	uᶹ	21	
妇	f	uᶹ	13	
流	n	iəu̜	21	
酒	tɕ	iəu̜	42	
修	ɕ	iəu̜	35	
袖	ɕ	iəu̜	13	
抽	tsʰ	əu̜	35	
绸	tsʰ	əu̜	21	
愁	tsʰ	əu̜	21	
瘦	s	əu̜	13	
州	ts	əu̜	35	
臭	tsʰ	əu̜	13	
手	s	əu̜	42	
寿	s	əu̜	13	
九	tɕ	iəu̜	42	
球	tɕʰ	iəu̜	21	
舅	tɕ	iəu̜	13	
旧	tɕ	iəu̜	13	
牛	n	iəu̜	21	
休	ɕ	iəu̜	35	
优	∅	iəu̜	35	
有	∅	iəu̜	42	
右	∅	iəu̜	13	
油	∅	iəu̜	21	
丢	t	iəu̜	35	
幼	∅	iəu̜	13	
贪	tʰ	an	35	
潭	tʰ	an	21	
南	n	an	21	
蚕	tsʰ	an	21	
感	k	an	42	
含	x	an	21	
暗	ŋ	an	13	
搭	t	a	21	
踏	tʰ	a	21	
拉	n	a	35	
杂	ts	a	21	
鸽	k	o	21	
盒	x	o	21	
胆	t	an	42	
毯	tʰ	an	42	
淡	t	an	13	
蓝	n	an	21	
三	s	an	35	
甘	k	an	35	
敢	k	an	42	
喊	x	an	42	
塔	tʰ	a	21	
蜡	n	a	21	
赚	ts	uan	13	
杉	s	a	35	
减	tɕ	iɛn	42	
咸	ɕ	iɛn	21	
插	tsʰ	a	21	
闸	ts	a	21	
夹	tɕ	ia	21	
衫	s	an	35	
监	tɕ	iɛn	35	
岩	ŋ	ai	21	实为崖的训读字
甲	tɕ	ia	21	
鸭	∅	ia	21	
黏	n	iɛn	21	
尖	tɕ	iɛn	35	
签	tɕʰ	iɛn	35	
占	ts	an	13	
染	z	an	13	
钳	tɕʰ	iɛn	21	
验	n	iɛn	13	
险	ɕ	iɛn	42	
厌	∅	iɛn	13	
