	注释：-白读，=文读
h	[1]恢灰徽{安～}佛{如来～}核{果～；～桃，颗：一～珠}[2]回{下～分解，～来}晦{～气}[3]火伙{～食}回{一～生二～熟}茴贿悔□{～粽：包粽子}[5]□{陶瓷的全称}[6]汇{文～报；～款}会{开～}[7]或惑
∅	[1]煨{～米馃}□{用棍子打人}[2]杌{～子：单人坐的凳子}[3]儿{～童}节尔而{～且}耳={～机}饵{～料}□{（在桌上的范围内）拔拉}□{摩挲：～狗}[5]禾{～米：粳米}爱{可～}
#iu	
t	[1]丢[2]纣{商～王}[3]酬拄{抵（住）}[5]绸[6]住
tʰ	[1]柱抽馊-{饭～了}[3]丑{子～寅卯}[5]筹[6]□{凭屎～：蜣螂}
n	[1]□{拧，扭，掐，～花：包子上的褶}[3]纽扭[5]牛
l	[1]溜{～走，～冰}□{～水：给田灌水}[2]刘[3]流={～产，清～，～氓}留柳馏[5]榴{石～}琉{～璃}□{～□tyɔ55子：抓子儿}
ts	[1]珠{目～：眼睛}周舟州洲□{生～子：生痈}[3]酒帚[5]咒[6]就鸠咎
tsʰ	[1]秋{～天}鞦{～千}鳅{～子：泥鳅}□{～钱：攒钱}□{～子：瘊子}[3]仇{～敌}赎□{吸（气）}[6]树{大～}□{饭～子：刚煮好时在锅中呈中间高四周低的米饭}[7]囚
s	[1]修收受休[3]手首守[5]秀绣宿{星～}锈{铁～}兽[6]袖{领～}寿授售
k	[1]纠{～缠}舅{母～，～子：小舅子}[2]救求球□{虎～：蝗虫}[3]九久灸{针～}[5]究[6]旧
kʰ	[1]邱丘{一～塍}坵{一～塍}臼[3]□{掀}
h	[3]朽韭{～菜}
∅	[1]忧优悠{～久}幽[2]浮尤又犹酉游{姓，～击}[3]有友由游{仙～，旅～，～山玩水，上～}[5]邮油蓲{孵：～小鸡}[6]右祐诱柚釉幼
#ai	
p	[1]拔□{扽直}[2]排{～长；竹筏}牌簰{竹筏}[3]摆□{刮}[5]排{～毒，～除}[6]拜败[7]八
pʰ	[1]□{行为举止乖张}[5]排{～队}派[6]稗
m	[2]𣍐{～来□hu22：来不及}[3]买[6]卖
t	[1]呆{痴～}[2]待怠殆[3]底□{挡住}[5]蹄{～爪：猪肘子}□{往；从；沿着}
tʰ	[1]胎苔{舌～}[5]替苔{绿～}褪{色彩脱落}态{表～}
n	[3]乃奶{娘，妈妈}[5]泥{做～水：泥水匠}奶{妗～：舅妈}[6]耐奈
l	[5]犁□{～□li22：干净}[6]赖荔{～枝}
ts	[1]截{一～}斋□{镰刀；割；～草，～麦子}[2]在齐豺{水～：黄鼠狼；～狗}[3]滓{渣～洞}载{年～；～重}[5]债□{～一下：总共}[6]寨□{多}[7]节-{过～}
tsʰ	[1]钗差{出～}[3]猜采{～花大盗}
s	[1]洒筛{米～}西樨{木～花}□{间（苗）}[3]洗{～漆师傅：漆匠}[5]细
k	[1]该皆阶街鸡{～肾ẽĩ21□kʰu24：鸡内金}[2]丐{～帮}繫{拴，捆，绑，系：～鞋带}□{带鱼}[3]改解{讲～，～开}[5]溉介界{半～：半饱满；对～：两部分}尬{尴～}届戒疥钙□{～□li33䘆：蚯蚓}[7]荚{豆～萁：豆秸}
kʰ	[1]溪{小～}[3]楷凯[5]概慨{慷～，感～}契{～约}[6]□{东西，孰～：什么东西}
ŋ	[2]挨{～住，～骂}[5]呆{～板}倪□{木头不易被砍开}[6]碍
h	[1]蟹械薤{五辛（葱姜韭～姜）之一}[3]孩[7]瞎
∅	[1]哀埃[2]鞋□{（秤物时）秤尾低}[3]矮蔼[5]翳{目～，生～}[7]□{～□tsʰi55：喷嚏}
#uai	
k	[6]乖
kʰ	[3]蒯{姓}
h	[7]髮{结～夫妻}血
∅	[3]怀{～表}淮伪{虚～}为{作～}唯惟割{割：～破}
#œɛ	
p	[5]坝{堤}
pʰ	[1]被{～窝}[5]皮
m	[3]尾[6]妹
t	[6]渧{滴}□{狐～：刺猬}
tʰ	[7]獭{水～}
l	[2]舌[7]劣
k	[1]□{努：～喙}[2]岐徛{立，站：～柜台，～黑板；～尾：台阶；陡峭}饥{腹～：饿}崎{陡峭}[3]囝{泛指（无亲属关系的）小孩；嫩嫩～～：婴儿，小孩}[5]寄怪{～我}[7]掘羯{阉：～牛，～猪}
kʰ	[1]开{～手：开始；～门：钥匙}[5]快[7]阙{姓}
ŋ	[2]蚁{红～，白～}[5]鹅[6]外魏艾
h	[1]□{搅拌}[5]岁-{几～}[7]歇{～气，～工，～肩，～瞑：晚上睡觉}
#yœɛ	
n	[7]虐
I[7]掠	
ts	[1]绝[2]□{溅}[3]纸[5]漈{地名用字}□{旋转，噘嘴}[6]□{～尿：小孩子尿床}[7]爵䇽{晒谷子用的竹席}
tsʰ	[1]吹[7]□{喝}
s	[3]髓□{轻轻地挪动}[5]税[7]雪{～豆：豌豆}说{小～}
k	[7]决诀
kʰ	[7]缺
ŋ	[2]月
∅	[2]越{～来越好}[3]飞-{～过去}蕨[5]蛇秽{野～：野草}[6]为{～什么}[7]锐悦阅粤曰越{～南}
#ɑu	
p	[1]包胞[2]袍{龙～}暴爆曝={～光}[3]保堡宝饱□{□lɑu55～：忘记}[5]报豹□{□kʊ33栗～：打栗暴}[6]铇□{老鼠龈}
pʰ	[1]抱-{～囝}抛藨{□hu22～：覆盆子}[3]跑[5]泡{～骹，～茶}炮[6]抱={合～}泡{灯～}扑{～克}
m	[2]无{没有}□{～□tʰɑu22□siɑu22：非常}[3]卯[5]毛矛[6]冒帽貌
t	[1]刀[2]道盗萄□{远}[3]祷岛陶倒{𢫦～：打到，颠～}涛{人名}导{～游}□{圈、轮：一～麻将}[5]到倒{～水}
tʰ	[3]讨□{一～儿：一会儿}[5]套桃□{□mɑu42～□siɑu22：非常}[6]滔稻涛{胡锦～}导{领～}
n	[3]脑恼[6]闹
l	[1]捞□{～□pou21：忘记}□{～□pɑu42子：鸡的肾}[2]□{表示完成，昼～：下午}[3]扰劳老={～师}牢{～固}栳{栲～：针线筐}□{绞～丝：绞丝旁}[5]牢{坐～}涝痨流{～水}[6]□{找}□{□kʰɑu33～挨：难受}
ts	[1]遭[2]造[3]早枣皂{青红～白}爪{蹄～：猪肘子}□{稻子植株}□{油～瓜：油条}[5]罩笊曹{～操}槽
tsʰ	[1]操{体～}臊{鱼～气}抄[3]草剿钞炒吵[5]躁燥操{曹～}糙樵{柴火；讨～：砍柴}
s	[1]骚梢{乌～蛇}搜{～查；～集}□{搅；搅和}[3]扫{～地出门}[5]潲{～桶}
k	[1]高={姓}膏={牙～}篙羔糕交郊胶茭[2]咬{下巧切}[3]稿={草～}绞铰搞搅{～拌}较{比～}栲{～栳：针线筐}[5]告膏-{～油：猪油}教{～育，～师，～室}较{计～}珓{神～}□{大粪}
kʰ	[1]骹{脚；～腹头：膝盖}[2]犒[3]考□{～塘：把塘水放干}[5]烤靠□{～□uɔɛ42：高兴}[6]□{～□lɑu33挨：难受}
ŋ	[5]熬[6]傲鏊
h	[1]教{～书}[2]豪{土～}毫{一丝一～}耗{（杨）}浩[3]好{～坏}郝[5]豪{～杰}毫{～毛}好{喜～}耗{（张、曹）}酵孝[6]号{～码}校{～对；上～；学～}效
∅	[2]懊{～恼，～悔}奥[3]高-{个子～}稿-{麦～}豪{～栋：地名}袄拗{折}[7]□{乖}
#iɑu	
p	[1]膘{肥～}标{～准}镖彪[3]表{～格}錶{手～}俵{发：～汗；分发：～烟}
pʰ	[1]飘票漂{～亮}薸{米～}[3]薸{红～}[5]漂{～白}□{～□uẽĩ21：一种可以做斗笠的竹子}
m	[3]藐渺秒杳{～无音信}□{小～：小老婆}[5]苗描矛{～头}[6]庙妙谬□{收～子：地租}
t	[1]昭{王～君，司马～}赵貂刁雕[2]朝{改～换代}潮{～水}跳掉□{劫数}[3]□{～老：道士}[5]兆条调{～解}钓吊[6]召掉调{～动；音～}
tʰ	[1]超{～过}挑{～起，～刺儿}[3]挑{～拨}[5]粜
n	[5]饶{姓}[6]尿
l	[2]撩{惹：～祸}[3]燎{星星之火可以～原}疗聊辽绕瞭了{～结}□{蚬}[6]料廖{姓}
ts	[1]焦蕉椒招沼{～气}诏{～书}□{～料：佐料}□{大量煮：～茄}[3]□{液体溅出}[5]醮{食～：扫墓后一起吃饭}照
tsʰ	[1]缲{～边}烧樵{刘海砍～}[6]□{～目：眯缝着眼}
s	[1]鸮{山～：传说中像猫头鹰的一种鸟，叫声很吓人，也指鬼}梢{𢫦～：把植物的嫩枝打掉}俏消宵霄硝销嚣萧箫屑{～小之徒}□{蠓～屑：蠓虫}[3]小少{～年；多～}晓[5]笑鞘泅{游泳}□{□mɑu42□tʰɑu22～：非常}
k	[1]骄娇□{～椅：婴儿椅}[3]矫乔侨缴饺□{～□hʊ22碗：瓷质的碗}[5]桥□{撬：～门}[6]轿
kʰ	[3]巧窍
h	[1]侥
∅	[1]妖邀腰幺{～～零}吆鹞□{条：一～裤}[2]韶绍邵[3]谣姚舀尧[5]窑{瓦～}要{～求；重～}摇[6]耀跃
#ɔɛ	
p	[2]□{坡：山～}[3]發-{～芽}[5]簸{～一～}[7]钵拨泼{活～}□{擦：～火柴}
pʰ	[5]破[7]扑{～上去}泼{～水}□{扇（动词）}
m	[2]袜[5]磨{～刀}麻{芝～}[7]抹{～脸}
#uɔɛ	
t	[2]戴{～红领巾}□{金～：莙荙菜}□{推}[5]带{腰～，～领}戴{姓～}[6]大{～小；～夫，～黄}[7]达□{骂}
tʰ	[1]拖{～拉机}[5]太{～～，～好}泰[7]忒{～好}□{抛光，磨光}
n	[5]□{排泄：～尿}
l	[2]辣
ts	[1]坐灾{～害}[2]最财-{～主}□{蟑螂}[5]再[7]□{缠绕；～骹布：裹脚布}
tsʰ	[5]蔡[7]察擦{摩～}
s	[1]沙{～子，～县，长～}[7]杀{屠～}撒{～种}□{皱纹}
k	[2]芥{～菜}槐{～树}□{披}□{背：～书包}[3]柺[5]盖{～子}怪{妖～}[7]葛{～粉}
kʰ	[7]渴阔
h	[1]亥□{跛了脚}[3]海怀{彭德～}毁{～灭}[5]□{～食：讨饭}[6]害坏
∅	[1]□{脾气倔}□{～门：开门}[2]我□{□kʰɑu22～：高兴}[3]倚{斜靠}
#ãĩ	
p	[1]班斑颁冰斑{老年～}[2]朋瓶□{～肩：溜肩膀儿}[3]反-{～手：左手；～边：睡觉时翻身}板版崩□{瘸骹～手：手脚不灵}[6]办
pʰ	[6]瓣
m	[5]闽蛮猛孟[6]漫慢□{你去～去：你去不去（“未曾”合音）}
t	[1]蘸登灯丁钉{（名词），铁～；蚂蟥～：两头钉}疗汀{～州}[2]腾亭□{推}[3]等顶{头～}典{～当}戥{小型的秤}[5]殿填凳藤{钉（动词），～住}订□{墿～：门路}[6]垫{坐～}邓锭
tʰ	[1]蛏厅□{～子□kɔŋ21：窗户}[3]腆{～肚子}挺[5]潭澄{水浑，澄一澄}[6]垫{～钱，～腹：垫肚子}
n	[3]能宁{～静；～可}[6]酿
l	[3]冷{～空气}□{㔶kãĩ21～：菜罩子}[5]菱-{～角}莲-{～篷}零铃薐{菠～：菠菜}
ts	[1]争{斗～}臻榛曾{姓}罾{四角的网}[2]层{徛～：台阶}[3]盏剪[5]甑{饭～}□{撬，～棍：撬棍}[6]增憎曾{～经}赠僧
tsʰ	[1]千□{～皮：剥（动物的）皮}[5]衬塍{～梗：田埂；莳～：插秧}
s	[1]先{你～去}森参{人～}牲{牺～}生{～活，先～，学～，～旦净末丑，～意}星腥[3]省{福建～}[5]糁{～枯：山茶油渣}渗蝇擤{～鼻}[6]鳞{鱼～}
k	[1]肩跟艰{（曹、张）}间{中～；挑拨离～}奸庚耕□{～瞑朝：昨天}[2]衔[3]碱简柬谏锏{杀手～}梗{桔～}炯□{油碱：类似元宵的食品}㔶{～□lãĩ21：菜罩子}[5]更{自力～生；～好}
kʰ	[1]牵{搀；～花：映山红}[3]肯[5]□{才；～来：才来}
ŋ	[3]研{碾，擀（皮儿）}眼[5]颜□{帐～：帐檐儿}[6]岸硬雁
h	[1]亨{官运～通}[3]很狠[5]衅{挑～}□{～水：淬火}[6]恨限苋杏={银～，～花村}幸{三生有～}
∅	[1]恩莺{～歌燕舞}樱{～桃}□{～二胡：拉二胡}[2]闲□{嫌弃}□{之前的，～工：先前}[3]笕{以竹通水}衔{军～}饮{米汤}恒行{人～道，～为}[5]应{答～}[6]□{存放时间过久的；～饭：隔夜饭；～粟：陈粮}
#uãĩ	
h	[1]帆藩翻番{～椒：辣椒}罚幡{驮～子：掮幡竹}[3]反={正～，造～}[5]贩
∅	[2]环{门～}矾[3]凡环{～境，上～}[6]万
#ẽĩ	
p	[1]彬宾槟殡{～葬}浜{一条～}兵斌[2]便{～宜}贫{～血}屏並{～且}凭{口说无～}[3]扁{～担，～食：馄饨}丙秉平={邓小～}[5]殡{出～}
pʰ	[3]品频{～道}凭{文～}评萍苹[5]烹聘
m	[2]抿[3]免勉娩民悯敏鸣皿铭盟{结～，海誓山～}明={证～，～～，～白}[5]眠明={清～，透～，失～}[6]命={革～，～令}焖{～饼，～蛋}
t	[1]珍{～惜，李时～}诊疹徵{～求}惩贞侦□{～头杉：杉树桩边新长出的小杉树}砧{铁～：砧子}[2]罈{酒～}停□{抽抽～：发抖}[3]筵顶{牛以角相抵，（动词）}鼎={～立}庭廷艇[5]沉陈尘镇[6]阵□{～酒：温酒}□{楼～：类似檩的四角木条}
tʰ	[5]趁{～钱：赚钱}
n	[2]耳-{～朵}[3]忍[5]人仁[6]认
l	[2]□{𢫦凚～：打寒战}[3]临{～江门：地名}邻磷{～火，～肥}陵凌菱={～形}灵{～山}伶蛉翎[5]林淋莲={～花庙}霖苓{茯～：中药}[6]令另
ts	[1]针牮津真蒸筝精晶[2]秦尽{很；～热：很热}情={人～，有～}[3]枕尽{～你使}振成={～功}震拯{～救}整=□{稀饭～：稀饭稀，水尽～：水很清}[5]浸荐{推～}进晋证症政[6]净靖
tsʰ	[1]深亲{～情：亲戚；～家}称{～呼}清{～楚}[2]臣[3]逞{～能}呈趁{～早}乘成={～功}承丞[5]忖{思考}凊{～水：冷水}称{～重量，相～}秤{～杆}
s	[1]心辛新薪身申伸{～冤}升绅[2]神{～仙}辰□{慢慢～～：磨磨蹭蹭}[3]神{～经病}沈审婶□{～□kɔ24□kɔ24：形容神情呆滞的人}[5]信讯胜{～任；～败}囟{头～：囟门}圣城={～市}[6]甚肾慎剩{～余，过～}盛
k	[1]金襟{大～：对襟}妗{～奶：舅母}艰{（杨）}京荆鲸经{念～，～维}[2]鹹{～菜}琴凚{𢫦～□lẽĩ42：打寒战}[3]锦仅谨芹{西～，曹雪～}耿景警紧勤岑[5]禁{～不住；～止}劲{有～，～敌}敬□{一～～：故意，专门}[6]境竟竞径
kʰ	[1]钦卿[3]禽擒{七～孟获}恳{勤～}[5]擒{～拿}庆磬{钟～}□{提}
ŋ	[3]迎
h	[1]兴{～旺}[3]形型刑邢[5]兴{高～}馨欣□{用余热保温（有箅子隔着）：～菜}[6]眩
∅	[1]音阴荫窨{～花（动词）}因姻英□{不，～去，～肯，～食}唔{不，～去，～肯，～食}□{～□nia24目：眼睛乱转到处乱看}[2]肾{鸡～：鸡肫；鸡～□kʰu24：鸡内金}[3]饮{～酒}演引隐盈枧{地名用字}□{水蒸气}[5]阎印寅应{～当，～用，有求必～，报～}
#iẽĩ	
p	[1]鞭边{旁～，厝～仙：邻居}[2]范-{姓}辨辩汴辫{～□nia42：扎辫子}[3]贬扁{～鹊，压～}匾{牌～}[5]变[6]便{方～}
pʰ	[1]编篇偏遍{～地}[3]□{拍灰}[5]骗{～人}遍{一～}片[7]□{～子：瓶盖儿}□{～子：砧板}
m	[3]缅[5]绵棉[6]面{洗～}麵{～灰：面粉}□{～瓦ua42：砚}
t	[1]颠癫巅[2]缠{盘～}□{～□tɔŋ42：糊涂}[3]典{字～}[6]电{水～，～灯，～□tɔŋ55：电线杆}缠{～□liẽĩ33：缠绕}奠佃
tʰ	[1]添天[3]筅{～帚：刷锅的刷子}[5]□{～子：雪珠子}
n	[1]黏{～米，～起来}拈{～花惹草}[2]佞□{捏；挤；～牙膏：挤牙膏}[3]染辇[5]年[6]恋念{纪～}□{听，～见：听见，听到}
l	[2]赁{租～}[3]廉敛{收～}怜□{裤腰～：腰带}[5]帘连联{～系}臁{骹腹～：胫骨}[6]练炼□{缠～：缠绕}
ts	[1]煎{油～枣：糯米做的有馅儿的油炸成的圆形食品}尖歼瞻毡櫼{楔子}[2]渐[3]践{实～出真知}[5]占{～卜}佔{～领}钱箭饯{蜜～}战泉{～水：泉水}[6]贱
tsʰ	[1]簽{～字}籤{牙～}侵迁笺[3]潜寝浅遣[5]前[7]□{～～子：铙}
s	[1]仙鲜{新～}先{祖～，～生}[3]陕{～西}蟾{～宫折桂}鲜{朝～}婵{貂～}禅{～让，～位，刘～}[5]扇{（名词）蒲～}[6]善膳{～厅}羡□{驯服，牛狗等听话懂事}
k	[1]今{～朝：今天}坚□{～□niɛ42：怎么}[2]俭乾{～坤}[3]检[5]剑见[6]件
kʰ	[1]兼谦倾{～向，～家荡产}[5]钳{火～}欠歉
ŋ	[3]严[6]验
h	[1]锨{～塝：用锨铲塝上的草}[2]嫌贤{～慧}[3]险贤{普～菩萨，圣～}显[5]还{～钱}[6]现
∅	[1]阉焉{心不在～}烟鹦{～鹉}缨[2]壬[3]炎掩淫{奸～}然燃延颖吟[5]盐{～巴}厌淫{～羊霍}堰{都江～}燕{～子}□{紫～：万年青}[6]艳{鲜～}宴盐{醃}任{姓；责～}堰{围～}殷
#uẽĩ	
p	[1]扳般搬{～厝：搬家}[2]盘{～点}□{～早：给稻子脱粒}[5]盘{算～，磨～，六～山}半□{𢫦～斗：打跟斗}
pʰ	[1]潘{姓}[5]扮{～新娘：演新娘}盼判叛[6]伴拌{～面}
m	[3]满[5]瞒馒{～头}鳗[6]幔{帐～子}
t	[1]丹单{～位}端蹲{～点}[2]檀坛壇{天～}罈{酒～}[3]单{～身汉}□{跌}[5]旦[6]弹{～棉花，子～}
tʰ	[1]摊{分～}滩[3]团{～圆}[5]炭{～□sɛ24：黑色的鲶鱼}叹
n	[5]难{～易}□{疱}[6]难{患～}□{被虫子咬后起的疙瘩}
l	[2]鸾{金～殿}□{口水，～枷ka55：围嘴儿}[3]兰[5]拦栏[6]烂乱
ts	[5]赞
tsʰ	[3]铲□{～担：两头尖的扁担}[6]餐灿
s	[1]珊{人名用字}山[3]伞产[5]散{鞋带散了，分～}
k	[1]棺{合～：入敛}干{～支}乾{饼～；～湿}官观{参～}冠{～冕堂皇，衣～}关{～头，过～，开～}[2]寒{极冷，大～}[3]秆{稻草}赶-{～墟：赶集}管{～理，～仲}馆滚[5]贯灌罐观{道～}冠{～军}惯[6]汗-{出～}
kʰ	[1]宽[3]款
h	[1]肝欢[5]叹{～气}汉翰{～林}[6]汗={成吉思～}缓幻患宦愤奋唤焕
∅	[1]安鞍{马～山}氨[2]旱[3]韩碗稳刎□{□pʰiɑu22～：一种可以做斗笠的竹子}[5]按案□{～鱼：鳖}[6]焊{～铁壶}
#yẽĩ	
p	[1]分{～厝：分家}[6]饭
t	[1]瞪{～眼}□{弹：～指头}[2]懒{原文“惮”}□{门～：门槛}[3]传{祖～，～达}转{～眼，～送，～圈}[6]篆传{～记}
tʰ	[3]铲{～草：锄草}
n	[1]软{秤尾下垂}[3]软{～硬}阮[6]轫韧
l	[5]联{～衣裳：缝衣服}
ts	[1]专砖[2]全吮{吮吸}[5]泉[6]旋{头上的～}
tsʰ	[1]川□{～一圈：转一圈}[3]癣犬[5]窜篡串{～门，一～}穿{～针：穿针}
s	[1]鳝轩宣喧伸{～手}[3]选[5]线[6]僆{鸡～子：未成年的小母鸡}
k	[1]关{～灯，～门}捐根{～本，～据}筋近□{乌～豆：黑豆}[2]权□{较大的提手}[3]囝{儿子；指有亲属关系的孩子}捲{～起}[5]键建健拳眷卷{试～}绢娟券墘{～塍：梯田}[6]县
kʰ	[1]圈{圆～}[5]劝
ŋ	[2]□{～心：心甘情愿}[5]言元原源[6]愿
h	[2]悬{头～梁锥刺股}[3]掀{～帽：脱帽}芫{～荽子：香菜}䘆□{kai22□li33～：蚯蚓}[5]宪献弦园{幼儿～，公～}玄鼾楦{鞋～}
∅	[1]湾弯冤渊□{骹□nia21～：膝盖窝}[2]完船文{～武双全；人名用字}[3]袁辕援{～救}远{跳～}圆员䘼{袖子}□{□ua55～：一种比搪瓷更不容易生锈的金属}[5]丸{药～，弹～之地}缘沿铅晏{晚；～点：（车）晚点}□{博～：互相帮忙}[6]院怨
#ãŋ	
p	[1]□{跨；迈}[2]棒{～～糖}□{～□tʰiɔŋ55：鞭炮}[3]庞[5]柄[6]病
pʰ	[1]攀[3]螃[5]澎膨彭
m	[1]蒙{～目珠：蒙眼睛}[3]蜢{□kãŋ24～：螳螂}[5]暝{暗～：晚上，三十年～：除夕}芒{麦～儿}盲{～目}明-{～朝，～年}□{肩～头：肩膀}
t	[1]担{～任；挑～}□{（艾）灸}[2]耽谭淡痰甜蛋但诞[3]胆点[5]店
tʰ	[1]贪□{𢫦～着：够不着}[3]谈躺毯坦[5]探{试～}
n	[2]□{睁（眼）}[5]南楠男[6]念{～书}
l	[2]爁{不小心被火的尾巴烫到了；大火快烧}□{撩开}□{带汤煮：～鱼}[3]览揽榄缆[5]蓝[6]滥舰篮={～球}□{～子：小勺子}□{背阴}□{赤～：赤练蛇}
ts	[1]□{按}[2]暂静[3]□{头～：丧髻}簪斩展井[5]晴站{车～}[6]錾栈
tsʰ	[1]参{～加}青{～□tiɛ42：鲇鱼}[3]惨惭蝉{～连}醒残[5]蚕膻{臭～}[6]撑{～开}
s	[1]三{～叉草：莎草，～十年暝：除夕}杉衫生-{怕～面：怕生}甥牲{头～：牲口}珊{～瑚}□{对～：划拳}[3]闪省{节～}□{扁～：撮箕}[5]檐{屋～}删篮-{～子}
k	[1]尴更{三～半夜}羹{～子：汤匙}□{～酒：劝酒}[3]减哽埂梗{～塞}赶{追～}[5]幹{～部}降{～伏，～落伞}[6]监{～察，～狱；国子～}鉴[7]橄□{～蜢mãŋ21：螳螂}
kʰ	[1]坑{山～谷ku24□lu24磡：人迹罕至的深山；万人～}勘刊[3]抗坎砍{～头}□{点：～头}[5]堪
ŋ	[3]昂
h	[1]杏-{～子}[2]咸{～丰，老少～宜}[3]喊罕□{我～人：我们}[5]蚶酣夯{𢫦～}
∅	[1]□{～□mɛ24：小的癫蛤蟆}[2]桁{～条}[3]函[5]□{还有；还是}
#iãŋ	
p	[3]饼[5]坪{黍～：晒谷场}平-{～地；便宜}
pʰ	[1]拼{～命}栟{两柱之间的木板}[3]□{花～：门楼}
m	[5]名[6]命-{救～}
t	[1]㬹{手～曲：手肘；骹～：脚后跟}[2]掷[3]程{工～；姓}鼎-{～前公：灶王爷，～□ha55：锅箍}争{～喙：吵架}[6]定
tʰ	[5]□{松土}[6]郑听{～见}
n	[3]蔫
l	[2]领岭[3]咙{喉u42～管：喉咙}[5]□{～床：用纸扎的房子}[6]令{话～：行酒令}
ts	[1]正{～月}[3]整[5]情{亲～：亲戚}正{端～}
tsʰ	[1]声[3]请[6]□{活络}
s	[3]捨{～得}[5]渗性姓
k	[1]惊吓[2]行{～走}□{～□si22：富有}[5]擎{举，～天柱}镜
kʰ	[1]轻
h	[1]兄{（杨、张）}
∅	[2]成-{话～；谈～：}城-{浦～：地名}[5]眏{～牛：放牛}赢营{～长，军～}[6]焰{～刀：闪电}□{～刀：闪电}萤{火～虫}
#uãŋ	
k	[1]光[3]杆{秤～}广梗{～菜}[5]桄{一～线}□{床、梯子上的横档}
kʰ	[5]扩{～音器}矿况旷
h	[1]犯{～法}荒慌方芳{～草}[2]泛{～～之交}[3]谎晃{～目珠：晃眼睛}肪{脂～}纺访仿{模～；～佛；～效}妨[5]桓簧{弹～}横{～直}楻{木桶}[6]範{模～}犯{～人}
∅	[2]妄[3]皖玩{～具}顽晚挽宛蟥{蚂～钉：两头钉}文{～章，斯～}亡枉往纹闻{新～}[5]黄{大～，～芪}皇蝗王={姓}[6]汪姓忘望={希～}旺
#aœ̃ŋ	
p	[1]奔□{将半熟的食物弄熟：～饭}[2]盆{痰～：痰孟}□{𢫦～□laœ̃ŋ42：打滚}[3]本[5]粪{畚～箕子：簸箕}□{～眠：熬夜}[6]笨
pʰ	[5]喷{～水}
m	[3]盟{联～，山～海誓}[6]闷
t	[1]断{决～，～了，～案}敦墩中{～间}驐{～鸡：阉鸡}[2]重{～复}□{暖和}[3]钝冢{坟墓}[5]顿{停～}中{～奖}[6]段{一～}缎仲□{掉落；丢失}
tʰ	[1]吞窗□{放锅里重新加热}[5]团{一～乱麻，饭～}褪{～衣裳}
n	[3]□{纸～子：纸媒儿}□{捻（碎）}[5]浓[6]嫩润
l	[2]囵{囫～：圆（的）}□{𢫦□paœ̃ŋ42～：打滚}□{斜坡}[5]伦轮龙沦仑隆[6]论{～语；议～}□{～鸡：鸡娘，母鸡；～卵：探测鸡是否有蛋}
ts	[1]尊遵终钟[2]存从{跟～；～容}松{～树}荐{铺床铺的稻帘子}[3]准肿种{～子；～树}[5]钻{木工用具；～孔}俊众{种（动词），～花生}圳{深～；田边的水沟}[6]□{穿}
tsʰ	[1]村椿春充冲舂[3]蠢[5]寸铳
s	[1]卵{白煠～：水煮蛋}酸孙□{□kʰaœ̃ŋ55～花：木槿}[3]寻损荀笋榫旬循巡殉纯醇磉{柱下石}[5]算蒜汛{防～}[6]逊迅顺舜
k	[1]巾斤均钧君军弓躬宫恭[2]群郡琼囫{～囵：圆（的）}[3]合{八～一斗}管{水～}港拱□{水～：水瓢}[5]裙穷供{～爹奶：赡养父母，～销社}
kʰ	[1]昆坤菌□{～□saœ̃ŋ55花：木槿}[3]垦{～荒}[5]困熏{～人：呛人}
ŋ	[5]银
h	[1]昏婚分{～开；分关簿：阄书}芬纷荤兄{（曹）}胸凶{吉～}兇{～恶}[3]粉焚勋雄[5]痕魂训熊[6]份
∅	[1]温瘟翁{尊称辈分大年高的男子}雍壅{～火种}□{速度快}[2]浑云□{溺爱；娇惯}□{边沿，桌～：桌边}[3]匀允荣永泳咏营={～业}容蓉镕庸勇拥涌绒{灯芯～}茸{鹿～}[5]丸{～子}□{扶}□{围着；～身裙：围裙}[6]淹闰韵运用
#ɔŋ	
p	[1]帮邦蚌枋{栿}[2]房{填～}[3]榜旁防绑傍□{～刀布：鐾刀布}□{㮇笔}[5]放冯房{～道：地名}[6]磅{～秤}塝{田坎}
pʰ	[1]胖蜂[3]捧膀[5]篷{一～风顺：一帆风顺}棚蓬{朝气～勃}□{虚空；～子：秕子}[6]缝{一条～}
m	[1]□{捂住}[2]网[3]蚊忙莽蟒盲{文～}蒙{～古}懵[5]门芒{～种}茫□{丈～囝：男孩}[6]问望{～天椒}梦
t	[1]当{～时，～家师：住持}东{～司：厕所}冬重{轻～}[2]堂唐塘长{～短，～暝气：叹气}铜桐{梧～}动□{□tẽĩ42～：糊涂}[3]屯{上～：地名}党挡档棠撞董懂同童瞳[5]顿{牛～}当{～作，～铺}冻栋筒肠-{小～气：疝气}□{～事：珍惜，爱惜}□{□ki42～□a21：连接上下梁的柱子}[6]锻段{阶～，～长}盾遁洞荡{浪～汉}盪{涮洗；～雨：淋雨}[7]中{～央：中央}
tʰ	[1]汤通[3]桶捅统{长～靴}[5]烫糖痛桐{～油}虫
n	[3]暖农攘[5]囊{锦～}瓤{馅儿}[6]脓
l	[2]□{在汤中煮熟后再捞出凉拌的烹饪法}[3]朗拢攘□{装衣服、被品的箱子}[5]郎{儿～}廊垅砻陇笼狼{～箕：长老了的蕨}[6]浪弄{巷}
