正體	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	备注
傑	tɕʰiʔ	˧	tɕʰiʔ˧	33	8	
截	tɕʰiʔ	˧	tɕʰiʔ˧	33	8	
竭	tɕʰiʔ	˧	tɕʰiʔ˧	33	8	
絕	tɕʰiʔ	˧	tɕʰiʔ˧	33	8	白讀，滅門～戶，形容十分糟糕
瘸	tɕʰyɑ	˨˦	tɕʰyɑ˨˦	24	2	
屈	tɕʰyəʔ	˦˥	tɕʰyəʔ˦˥	45	7	
黢	tɕʰyəʔ	˦˥	tɕʰyəʔ˦˥	45	7	
倔	tɕʰyəʔ	˧	tɕʰyəʔ˧	33	8	
掘	tɕʰyəʔ	˧	tɕʰyəʔ˧	33	8	
絕	tɕʰyəʔ	˧	tɕʰyəʔ˧	33	8	文讀，～對
全	tɕʰyĩ	˨˦	tɕʰyĩ˨˦	24	2	
泉	tɕʰyĩ	˨˦	tɕʰyĩ˨˦	24	2	
痊	tɕʰyĩ	˨˦	tɕʰyĩ˨˦	24	2	
詮	tɕʰyĩ	˨˦	tɕʰyĩ˨˦	24	2	
悛	tɕʰyĩ	˨˩	tɕʰyĩ˨˩	21	1	
旋	tɕʰyĩ	˧	tɕʰyĩ˧	33	6	～動
絕	tɕʰyiʔ	˧	tɕʰyiʔ˧	33	8	舊音
脆	tɕʰyᶨ	˦˥	tɕʰyᶨ˦˥	45	5	白讀
去	tɕʰyᶨ	˦˥	tɕʰyᶨ˦˥	45	5	文讀
趣	tɕʰyᶨ	˦˥	tɕʰyᶨ˦˥	45	5	
脆	tɕʰyᶨ	˨˦	tɕʰyᶨ˨˦	24	2	白讀，～餅
渠	tɕʰyᶨ	˨˦	tɕʰyᶨ˨˦	24	2	
隨	tɕʰyᶨ	˨˦	tɕʰyᶨ˨˦	24	2	白讀
徐	tɕʰyᶨ	˨˦	tɕʰyᶨ˨˦	24	2	
催	tɕʰyᶨ	˨˩	tɕʰyᶨ˨˩	21	1	白讀
緒	tɕʰyᶨ	˨˩	tɕʰyᶨ˨˩	21	1	白讀，頭～
區	tɕʰyᶨ	˨˩	tɕʰyᶨ˨˩	21	1	
蛆	tɕʰyᶨ	˨˩	tɕʰyᶨ˨˩	21	1	
趨	tɕʰyᶨ	˨˩	tɕʰyᶨ˨˩	21	1	
軀	tɕʰyᶨ	˨˩	tɕʰyᶨ˨˩	21	1	
驅	tɕʰyᶨ	˨˩	tɕʰyᶨ˨˩	21	1	
推	tɕʰyᶨ	˨˩	tɕʰyᶨ˨˩	21	1	白讀
句	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	白讀
具	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	白讀
拒	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	白讀
距	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	
聚	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	
薺	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	又音，～菜
穗	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	白讀
序	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	
罪	tɕʰyᶨ	˧	tɕʰyᶨ˧	33	6	白讀
取	tɕʰyᶨ	˧˨˨	tɕʰyᶨ˧˨˨	322	3	
娶	tɕʰyᶨ	˧˨˨	tɕʰyᶨ˧˨˨	322	3	
芹	tɕʰyŋ	˨˦	tɕʰyŋ˨˦	24	2	
裙	tɕʰyŋ	˨˦	tɕʰyŋ˨˦	24	2	
羣	tɕʰyŋ	˨˦	tɕʰyŋ˨˦	24	2	
群	tɕʰyŋ	˨˦	tɕʰyŋ˨˦	24	2	
巡	tɕʰyŋ	˨˦	tɕʰyŋ˨˦	24	2	
皴	tɕʰyŋ	˨˩	tɕʰyŋ˨˩	21	1	
見	tɕĩ	˦˥	tɕĩ˦˥	45	5	~面
建	tɕĩ	˦˥	tɕĩ˦˥	45	5	
健	tɕĩ	˦˥	tɕĩ˦˥	45	5	
毽	tɕĩ	˦˥	tɕĩ˦˥	45	5	
箭	tɕĩ	˦˥	tɕĩ˦˥	45	5	
劍	tɕĩ	˦˥	tɕĩ˦˥	45	5	
薦	tɕĩ	˦˥	tɕĩ˦˥	45	5	
鍵	tɕĩ	˦˥	tɕĩ˦˥	45	5	
濺	tɕĩ	˦˥	tɕĩ˦˥	45	5	
尖	tɕĩ	˨˩	tɕĩ˨˩	21	1	
肩	tɕĩ	˨˩	tɕĩ˨˩	21	1	
兼	tɕĩ	˨˩	tɕĩ˨˩	21	1	
堅	tɕĩ	˨˩	tɕĩ˨˩	21	1	
搛	tɕĩ	˨˩	tɕĩ˨˩	21	1	用筷子夾
煎	tɕĩ	˨˩	tɕĩ˨˩	21	1	
境	tɕĩ	˨˩	tɕĩ˨˩	21	1	東~
苴	tɕĩ	˨˩	tɕĩ˨˩	21	1	訛“堅”，～鎮
剪	tɕĩ	˧˨˨	tɕĩ˧˨˨	322	3	
儉	tɕĩ	˧˨˨	tɕĩ˧˨˨	322	3	
撿	tɕĩ	˧˨˨	tɕĩ˧˨˨	322	3	
檢	tɕĩ	˧˨˨	tɕĩ˧˨˨	322	3	
謇	tɕĩ	˧˨˨	tɕĩ˧˨˨	322	3	張～
繭	tɕĩ	˧˨˨	tɕĩ˧˨˨	322	3	
假	tɕiɑ	˧˨˨	tɕiɑ˧˨˨	322	3	文
賈	tɕiɑ	˧˨˨	tɕiɑ˧˨˨	322	3	文讀
姐	tɕiɑ	˧˨˨	tɕiɑ˧˨˨	322	3	
將	tɕiæ̃	˦˥	tɕiæ̃˦˥	45	5	
降	tɕiæ̃	˦˥	tɕiæ̃˦˥	45	5	文讀
犟	tɕiæ̃	˦˥	tɕiæ̃˦˥	45	5	文讀
醬	tɕiæ̃	˦˥	tɕiæ̃˦˥	45	5	
薑	tɕiæ̃	˨˩	tɕiæ̃˨˩	21	1	
江	tɕiæ̃	˨˩	tɕiæ̃˨˩	21	1	文讀
姜	tɕiæ̃	˨˩	tɕiæ̃˨˩	21	1	
將	tɕiæ̃	˨˩	tɕiæ̃˨˩	21	1	
僵	tɕiæ̃	˨˩	tɕiæ̃˨˩	21	1	
漿	tɕiæ̃	˨˩	tɕiæ̃˨˩	21	1	
疆	tɕiæ̃	˨˩	tɕiæ̃˨˩	21	1	
架	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	文讀
嫁	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	文讀
價	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	文
駕	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	文讀
借	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	
袈	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	文讀
嘉	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	文
加	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	文讀
佳	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	文
枷	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	文讀
痂	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	文讀
家	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	文讀
稼	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	文讀
苴	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	地名，～鎮
蔣	tɕiæ̃	˧˨˨	tɕiæ̃˧˨˨	322	3	
槳	tɕiæ̃	˧˨˨	tɕiæ̃˧˨˨	322	3	
獎	tɕiæ̃	˧˨˨	tɕiæ̃˧˨˨	322	3	
講	tɕiæ̃	˧˨˨	tɕiæ̃˧˨˨	322	3	文讀
腳	tɕiæʔ	˦˥	tɕiæʔ˦˥	45	7	
爵	tɕiæʔ	˦˥	tɕiæʔ˦˥	45	7	
覺	tɕiæʔ	˦˥	tɕiæʔ˦˥	45	7	文讀
雀	tɕiæʔ	˦˥	tɕiæʔ˦˥	45	7	白讀
叫	tɕiɒ	˦˥	tɕiɒ˦˥	45	5	文讀
教	tɕiɒ	˦˥	tɕiɒ˦˥	45	5	文讀
較	tɕiɒ	˦˥	tɕiɒ˦˥	45	5	文讀
校	tɕiɒ	˦˥	tɕiɒ˦˥	45	5	文讀
交	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	文讀
郊	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	文
椒	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	
焦	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	
蕉	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	
膠	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	文讀
澆	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	
嬌	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	
驕	tɕiɒ	˨˩	tɕiɒ˨˩	21	1	
狡	tɕiɒ	˧˨˨	tɕiɒ˧˨˨	322	3	文讀
剿	tɕiɒ	˧˨˨	tɕiɒ˧˨˨	322	3	
僥	tɕiɒ	˧˨˨	tɕiɒ˧˨˨	322	3	
餃	tɕiɒ	˧˨˨	tɕiɒ˧˨˨	322	3	
矯	tɕiɒ	˧˨˨	tɕiɒ˧˨˨	322	3	
繳	tɕiɒ	˧˨˨	tɕiɒ˧˨˨	322	3	
攪	tɕiɒ	˧˨˨	tɕiɒ˧˨˨	322	3	文讀
窘	tɕiɔŋ	˧˨˨	tɕiɔŋ˧˨˨	322	3	
菊	tɕiɔʔ	˦˥	tɕiɔʔ˦˥	45	7	
趜	tɕiɔʔ	˦˥	tɕiɔʔ˦˥	45	7	待在某處，蜷縮
鋦	tɕiɔʔ	˦˥	tɕiɔʔ˦˥	45	7	修
圾	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
積	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
激	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
擊	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
吉	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
即	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
急	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
級	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
脊	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
勣	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
跡	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
績	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
蹟	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
鯽	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	
介	tɕiɛ	˦˥	tɕiɛ˦˥	45	5	文讀
屆	tɕiɛ	˦˥	tɕiɛ˦˥	45	5	文讀
界	tɕiɛ	˦˥	tɕiɛ˦˥	45	5	文讀
械	tɕiɛ	˦˥	tɕiɛ˦˥	45	5	文讀
皆	tɕiɛ	˨˩	tɕiɛ˨˩	21	1	文讀
階	tɕiɛ	˨˩	tɕiɛ˨˩	21	1	文讀
間	tɕiẽ	˦˥	tɕiẽ˦˥	45	5	文讀
監	tɕiẽ	˦˥	tɕiẽ˦˥	45	5	文讀
鑑	tɕiẽ	˦˥	tɕiẽ˦˥	45	5	文讀
奸	tɕiẽ	˨˩	tɕiẽ˨˩	21	1	文
間	tɕiẽ	˨˩	tɕiẽ˨˩	21	1	文讀
監	tɕiẽ	˨˩	tɕiẽ˨˩	21	1	文讀
艱	tɕiẽ	˨˩	tɕiẽ˨˩	21	1	文讀
解	tɕiɛ	˧˨˨	tɕiɛ˧˨˨	322	3	文讀
柬	tɕiẽ	˧˨˨	tɕiẽ˧˨˨	322	3	文
減	tɕiẽ	˧˨˨	tɕiẽ˧˨˨	322	3	文讀
簡	tɕiẽ	˧˨˨	tɕiẽ˧˨˨	322	3	文讀
鹼	tɕiẽ	˧˨˨	tɕiẽ˧˨˨	322	3	文讀
甲	tɕiɛʔ	˦˥	tɕiɛʔ˦˥	45	7	文讀，～乙
帝	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
季	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
計	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	～算
既	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
紀	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
記	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
祭	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
寄	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
際	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
濟	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
繫	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
鯚	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	鳜鱼
繼	tɕiᶨ	˦˥	tɕiᶨ˦˥	45	5	
低	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
肌	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
飢	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
姬	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
基	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
箕	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	畚～
稽	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
機	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
雞	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
譏	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
饑	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
幾	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
期	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
奇	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	
蜞	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	蟛～
薺	tɕiᶨ	˨˩	tɕiᶨ˨˩	21	1	荸～
抵	tɕiᶨ	˧˨˨	tɕiᶨ˧˨˨	322	3	
底	tɕiᶨ	˧˨˨	tɕiᶨ˧˨˨	322	3	
牴	tɕiᶨ	˧˨˨	tɕiᶨ˧˨˨	322	3	
几	tɕiᶨ	˧˨˨	tɕiᶨ˧˨˨	322	3	
己	tɕiᶨ	˧˨˨	tɕiᶨ˧˨˨	322	3	
幾	tɕiᶨ	˧˨˨	tɕiᶨ˧˨˨	322	3	
擠	tɕiᶨ	˧˨˨	tɕiᶨ˧˨˨	322	3	
見	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	看~
劤	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	有力氣
勁	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	強大
晉	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
浸	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
進	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
禁	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
逕	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
徑	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
竟	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
敬	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
境	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	環~
鏡	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	
競	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	文讀
巾	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
斤	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
今	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	文讀
金	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
津	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
筋	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
襟	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
禁	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
京	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
莖	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
惊	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
晶	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
睛	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
經	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
精	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
鯨	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
驚	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	
境	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	箇~
見	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	看不~
僅	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	
緊	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	
儘	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	文讀
錦	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	
謹	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	
井	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	
景	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	
頸	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	
警	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	
疚	tɕiʊ	˦˥	tɕiʊ˦˥	45	5	
救	tɕiʊ	˦˥	tɕiʊ˦˥	45	5	
㾭	tɕiʊ	˦˥	tɕiʊ˦˥	45	5	縮
究	tɕiʊ	˨˩	tɕiʊ˨˩	21	1	
糾	tɕiʊ	˨˩	tɕiʊ˨˩	21	1	
揪	tɕiʊ	˨˩	tɕiʊ˨˩	21	1	
鳩	tɕiʊ	˨˩	tɕiʊ˨˩	21	1	
鬏	tɕiʊ	˨˩	tɕiʊ˨˩	21	1	頭髮盤成的結
九	tɕiʊ	˧˨˨	tɕiʊ˧˨˨	322	3	
久	tɕiʊ	˧˨˨	tɕiʊ˧˨˨	322	3	
玖	tɕiʊ	˧˨˨	tɕiʊ˧˨˨	322	3	
灸	tɕiʊ	˧˨˨	tɕiʊ˧˨˨	322	3	
韭	tɕiʊ	˧˨˨	tɕiʊ˧˨˨	322	3	
酒	tɕiʊ	˧˨˨	tɕiʊ˧˨˨	322	3	
眷	tɕiʊ̃ᵘ̃	˦˥	tɕiʊ̃ᵘ̃˦˥	45	5	
絹	tɕiʊ̃ᵘ̃	˦˥	tɕiʊ̃ᵘ̃˦˥	45	5	
捐	tɕiʊ̃ᵘ̃	˨˩	tɕiʊ̃ᵘ̃˨˩	21	1	
娟	tɕiʊ̃ᵘ̃	˨˩	tɕiʊ̃ᵘ̃˨˩	21	1	
鵑	tɕiʊ̃ᵘ̃	˨˩	tɕiʊ̃ᵘ̃˨˩	21	1	
卷	tɕiʊ̃ᵘ̃	˧˨˨	tɕiʊ̃ᵘ̃˧˨˨	322	3	
捲	tɕiʊ̃ᵘ̃	˧˨˨	tɕiʊ̃ᵘ̃˧˨˨	322	3	
撅	tɕiʊʔ	˦˥	tɕiʊʔ˦˥	45	7	
決	tɕiʊʔ	˦˥	tɕiʊʔ˦˥	45	7	
訣	tɕiʊʔ	˦˥	tɕiʊʔ˦˥	45	7	
厥	tɕiʊʔ	˦˥	tɕiʊʔ˦˥	45	7	
接	tɕiʔ	˦˥	tɕiʔ˦˥	45	7	
揭	tɕiʔ	˦˥	tɕiʔ˦˥	45	7	
劫	tɕiʔ	˦˥	tɕiʔ˦˥	45	7	
結	tɕiʔ	˦˥	tɕiʔ˦˥	45	7	
節	tɕiʔ	˦˥	tɕiʔ˦˥	45	7	
潔	tɕiʔ	˦˥	tɕiʔ˦˥	45	7	
凍	tɔŋ	˦˥	tɔŋ˦˥	45	5	
棟	tɔŋ	˦˥	tɔŋ˦˥	45	5	
冬	tɔŋ	˨˩	tɔŋ˨˩	21	1	
東	tɔŋ	˨˩	tɔŋ˨˩	21	1	
咚	tɔŋ	˨˩	tɔŋ˨˩	21	1	
鼕	tɔŋ	˨˩	tɔŋ˨˩	21	1	
董	tɔŋ	˧˨˨	tɔŋ˧˨˨	322	3	
懂	tɔŋ	˧˨˨	tɔŋ˧˨˨	322	3	
橘	tɕyəʔ	˦˥	tɕyəʔ˦˥	45	7	
對	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	白讀
巨	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	文
句	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	文讀
拒	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	文讀
具	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	文讀
俱	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	
據	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	
鋸	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	文讀
懼	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	文
醉	tɕyᶨ	˦˥	tɕyᶨ˦˥	45	5	白讀
堆	tɕyᶨ	˨˩	tɕyᶨ˨˩	21	1	白讀
拘	tɕyᶨ	˨˩	tɕyᶨ˨˩	21	1	
居	tɕyᶨ	˨˩	tɕyᶨ˨˩	21	1	
沮	tɕyᶨ	˧˨˨	tɕyᶨ˧˨˨	322	3	
矩	tɕyᶨ	˧˨˨	tɕyᶨ˧˨˨	322	3	
舉	tɕyᶨ	˧˨˨	tɕyᶨ˧˨˨	322	3	
嘴	tɕyᶨ	˧˨˨	tɕyᶨ˧˨˨	322	3	白讀
俊	tɕyŋ	˦˥	tɕyŋ˦˥	45	5	
竣	tɕyŋ	˦˥	tɕyŋ˦˥	45	5	
均	tɕyŋ	˨˩	tɕyŋ˨˩	21	1	
君	tɕyŋ	˨˩	tɕyŋ˨˩	21	1	
軍	tɕyŋ	˨˩	tɕyŋ˨˩	21	1	
菌	tɕyŋ	˨˩	tɕyŋ˨˩	21	1	
儘	tɕyŋ	˧˨˨	tɕyŋ˧˨˨	322	3	白讀
準	tɕyŋ	˧˨˨	tɕyŋ˧˨˨	322	3	不～
督	tɔʔ	˦˥	tɔʔ˦˥	45	7	
篤	tɔʔ	˦˥	tɔʔ˦˥	45	7	
啄	tɔʔ	˦˥	tɔʔ˦˥	45	7	白讀
鬥	təɪ	˦˥	təɪ˦˥	45	5	
丟	təɪ	˨˩	təɪ˨˩	21	1	白讀
兜	təɪ	˨˩	təɪ˨˩	21	1	
抖	təɪ	˧˨˨	təɪ˧˨˨	322	3	
陡	təɪ	˧˨˨	təɪ˧˨˨	322	3	
蚪	təɪ	˧˨˨	təɪ˧˨˨	322	3	
斗	təɪ	˧˨˨	təɪ˧˨˨	322	3	
扽	təŋ	˦˥	təŋ˦˥	45	5	拉直
凳	təŋ	˦˥	təŋ˦˥	45	5	
瞪	təŋ	˦˥	təŋ˦˥	45	5	
燉	təŋ	˦˥	təŋ˦˥	45	5	
頓	təŋ	˦˥	təŋ˦˥	45	5	
登	təŋ	˨˩	təŋ˨˩	21	1	
瞪	təŋ	˨˩	təŋ˨˩	21	1	
燈	təŋ	˨˩	təŋ˨˩	21	1	
蹬	təŋ	˨˩	təŋ˨˩	21	1	
敦	təŋ	˨˩	təŋ˨˩	21	1	
墩	təŋ	˨˩	təŋ˨˩	21	1	
噸	təŋ	˨˩	təŋ˨˩	21	1	
蹾	təŋ	˨˩	təŋ˨˩	21	1	
蹲	təŋ	˨˩	təŋ˨˩	21	1	
等	təŋ	˧˨˨	təŋ˧˨˨	322	3	
戥	təŋ	˧˨˨	təŋ˧˨˨	322	3	
盹	təŋ	˧˨˨	təŋ˧˨˨	322	3	
得	təʔ	˦˥	təʔ˦˥	45	7	
德	təʔ	˦˥	təʔ˦˥	45	7	
虴	təʔ	˦˥	təʔ˦˥	45	7	~蛨：蚱蜢
只	təʔ	˦˥	təʔ˦˥	45	7	又音
帶	tɛ	˦˥	tɛ˦˥	45	5	
戴	tɛ	˦˥	tɛ˦˥	45	5	
呆	tɛ	˨˩	tɛ˨˩	21	1	
歹	tɛ	˧˨˨	tɛ˧˨˨	322	3	
逮	tɛ	˧˨˨	tɛ˧˨˨	322	3	捉
趟	tʰæ̃	˦˥	tʰæ̃˦˥	45	5	
燙	tʰæ̃	˦˥	tʰæ̃˦˥	45	5	
唐	tʰæ̃	˨˦	tʰæ̃˨˦	24	2	
堂	tʰæ̃	˨˦	tʰæ̃˨˦	24	2	
棠	tʰæ̃	˨˦	tʰæ̃˨˦	24	2	
塘	tʰæ̃	˨˦	tʰæ̃˨˦	24	2	
糖	tʰæ̃	˨˦	tʰæ̃˨˦	24	2	
螳	tʰæ̃	˨˦	tʰæ̃˨˦	24	2	
湯	tʰæ̃	˨˩	tʰæ̃˨˩	21	1	
蹚	tʰæ̃	˨˩	tʰæ̃˨˩	21	1	
他	tʰɑ	˨˩	tʰɑ˨˩	21	1	
它	tʰɑ	˨˩	tʰɑ˨˩	21	1	
她	tʰɑ	˨˩	tʰɑ˨˩	21	1	代詞
蕩	tʰæ̃	˧	tʰæ̃˧	33	6	
盪	tʰæ̃	˧	tʰæ̃˧	33	6	
淌	tʰæ̃	˧˨˨	tʰæ̃˧˨˨	322	3	
躺	tʰæ̃	˧˨˨	tʰæ̃˧˨˨	322	3	
拓	tʰæʔ	˦˥	tʰæʔ˦˥	45	7	
托	tʰæʔ	˦˥	tʰæʔ˦˥	45	7	
託	tʰæʔ	˦˥	tʰæʔ˦˥	45	7	
庹	tʰæʔ	˦˥	tʰæʔ˦˥	45	7	兩臂平伸的長度
度	tʰæʔ	˧	tʰæʔ˧	33	8	
凙	tʰæʔ	˧	tʰæʔ˧	33	8	凌～
踱	tʰæʔ	˧	tʰæʔ˧	33	8	
套	tʰɒ	˦˥	tʰɒ˦˥	45	5	
濤	tʰɒ	˨˦	tʰɒ˨˦	24	2	
逃	tʰɒ	˨˦	tʰɒ˨˦	24	2	
桃	tʰɒ	˨˦	tʰɒ˨˦	24	2	
陶	tʰɒ	˨˦	tʰɒ˨˦	24	2	
萄	tʰɒ	˨˦	tʰɒ˨˦	24	2	
淘	tʰɒ	˨˦	tʰɒ˨˦	24	2	
掏	tʰɒ	˨˩	tʰɒ˨˩	21	1	
滔	tʰɒ	˨˩	tʰɒ˨˩	21	1	
道	tʰɒ	˧	tʰɒ˧	33	6	
盜	tʰɒ	˧	tʰɒ˧	33	6	
稻	tʰɒ	˧	tʰɒ˧	33	6	
導	tʰɒ	˧˨˨	tʰɒ˧˨˨	322	3	
蹈	tʰɒ	˧˨˨	tʰɒ˧˨˨	322	3	
討	tʰɒ	˧˨˨	tʰɒ˧˨˨	322	3	
痛	tʰɔŋ	˦˥	tʰɔŋ˦˥	45	5	
蘣	tʰɔŋ	˦˥	tʰɔŋ˦˥	45	5	可愛，疼愛
同	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	
佟	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	
重	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	堆叠
桐	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	
童	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	
銅	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	
筒	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	
通	tʰɔŋ	˨˩	tʰɔŋ˨˩	21	1	
洞	tʰɔŋ	˧	tʰɔŋ˧	33	6	
動	tʰɔŋ	˧	tʰɔŋ˧	33	6	
捅	tʰɔŋ	˧˨˨	tʰɔŋ˧˨˨	322	3	
桶	tʰɔŋ	˧˨˨	tʰɔŋ˧˨˨	322	3	
