[pi34]悲陂{阪，坡，堤坝}碑卑
[ty13]砣{秤～}
[ty23]队{我～：我们}
[ty55]剁
[tʰy34]□{吐出}
[ny34]捼{搓}
[ny23]□{推}
[ny42]糯
[ly13]驴脶骡螺
[ly23]吕旅履稆□{～□y33：徒劳，白白}
[tsy34]珠猪诸诛蛛株朱褚硃
[tsy13]殊徐除储厨橱
[tsy44]主煮
[tsy23]柱坐座{～位}
[tsy42]座{量词}
[tsʰy34]蛆
[tsʰy44]取处{相～}
[tsʰy55]趣趋
[sy34]书舒输
[sy13]蜍薯如
[sy44]黍暑鼠戍
[sy23]儒懦汝
[ɬy34]须需鬚绥
[ɬy44]锁琐
[ɬy42]□{雨水冲刷}
[ȵy13]鱼渔虞娱
[ȵy23]语
[ky34]居
[ky13]佢{第三人称代词}
[ky44]举
[ky23]巨拒距渠
[ky42]惧{又}
[kʰy34]拘驹区驱枢
[kʰy44]矩
[hy34]墟虚嘘
[hy13]余馀
[hy44]许浒
[hy23]雨与宇禹羽
[hy42]誉预豫榆愉愈喻裕逾
[y34]迂于盂於
[y44]淤□{吃过量再不想吃了}□{□ly22～：徒劳，白白}
[pa34]巴芭疤笆爸
[pa13]爬琶杷耙
[pa44]把
[pa55]霸壩坝
[pa42]罢
[pʰa55]怕
[ma34]妈
[ma13]麻
[ma23]马码
[ma42]骂
[ta44]打
[tʰa34]它他
[na34]黏{粘着}
[na13]娜{陪～：丈夫的妈妈}拿
[na44]哪那=
[la55]□{焦煳味}
[tsa34]抓渣楂揸
[tsa13]茶搽查
[tsa55]诈榨炸
[tsa42]乍□{□ŋa22～：磨蹭}
[tsʰa34]叉差杈
[tsʰa55]岔
[sa34]沙纱
[sa44]耍
[sa55]洒
[ɬa34]卅
[ɬa42]□{～□ɬɐk2□kiɐŋ42疯玩的样子}
[ȵa34]□{手抓的一把}
[ȵa55]□{蔬菜老了纤维多；肉类炒老了塞牙②人不讲信用}
[ka34]傢加家嘉稼
[ka13]□{凶狠地吞吃}
[ka44]假
[ka23]□{这样，这么}
[ka55]价嫁架驾
[ka42]□{丢～：丢人，丢脸}
[kʰa34]卡
[ŋa34]□{分支}
[ŋa13]牙芽衙
[ŋa23]雅瓦-
[ha34]虾哈瘕{发～：咳嗽}
[ha13]霞遐暇
[ha55]罅
[ha42]下夏厦
[kʷʰa34]夸垮跨
[kʷʰa55]□{扒开；拨开}
[kʷa34]瓜
[kʷa13]□{①筢子②搔，挠③用手指或耙子搂}
[kʷa44]寡剮
[kʷa55]褂挂卦
[ja34]□{懒}
[ja44]下{～种}
[wa34]花蛙洼
[wa13]华{中～；姓}
[wa23]瓦=搲{伸开五指去抓物}
[wa55]化
[wa42]话
[a34]鸦丫
[a44]阿{～哥}哑亚
[pɔ34]波菠玻
[pɔ13]菩
[pɔ44]跛
[pɔ55]簸播
[pʰɔ34]坡
[pʰɔ44]颇
[pʰɔ55]破
[mɔ34]魔馍蟆摸摩
[mɔ13]磨{～难}
[mɔ44]□{口腔、舌头、脚底等表面接触疼痛}
[mɔ55]卧
[mɔ42]磨{石～}
[tɔ34]多
[tɔ13]驼驮椭
[tɔ23]舵
[tɔ42]堕惰
[tʰɔ34]拖
[tʰɔ44]妥
[nɔ34]□{陀～：陀螺}
[nɔ13]挪
[lɔ34]啰
[lɔ13]罗锣箩萝
[lɔ44]裸夥
[lɔ55]□{烧橡胶发出的焦臭味}
[tsɔ44]左佐
[tsɔ42]矬挫座{高朋满～}
[tsʰɔ34]搓
[tsʰɔ55]错措
[sɔ23]傻
[ɬɔ34]蓑梭唆
[ɬɔ44]所□{块状物碎成粉}
[kɔ34]哥歌戈
[kɔ55]个
[kʰɔ34]苛颗棵荷{负～}
[kʰɔ44]可
[ŋɔ13]娥蛾鹅俄
[ŋɔ23]我
[ŋɔ42]饿
[hɔ13]河何荷{～花}鬍
[hɔ42]贺
[wɔ34]倭蜗=涡莴窝{又}
[ɔ34]屙阿{～胶}
[ɔ55]□{没有火焰的燃烧，如：～垃圾}
[pe34]屄
[pe44]□{屎（用于跟幼儿说话）}
[pe42]□{肏}
[pʰe34]□{张开}
[me34]孖孭□{蛤～：小青蛙}□{背东西或人}
[me13]□{对外称母亲；老～儿：老婆婆}
[me44]□{□he13～：唢呐}□{[壮]歪，岔}
[me23]□{腰累}
[me55]孖□{两个连在一起。打～：交配；双～：植物并蒂}
[fe34]□{开状}
[fe23]□{□fɐn23～：过家家}
[te34]爹
[te13]□{胡□tɐm42～：覆盆子}
[ne34]呢
[le34]□{蹄子}
[le55]□{胳肢使人发痒}
[le42]□{割，划}
[tse34]嗟
[tse13]邪斜
[tse44]者
[tse42]姐
[tsʰe34]车奢
[tsʰe44]且
[tsʰe55]笡{歪}
[se44]捨
[se23]□{祭祀时作揖祈祷}
[se42]射麝
[ɬe34]些
[ɬe55]泻卸
[ȵe34]□{肉（用于跟幼儿说话）}
[ȵe23]惹饵{又}□{东西}
[ȵe55]□{瘕～：哮喘}
[ke13]痂茄□{固执，不听话}
[ke55]刏{割，划}
[ŋe34]伢
[ŋe55]□{拥挤；挤}
[he13]□{～□me33：唢呐}
[kʷʰe34]□{孤傲}
[kʷʰe55]□{扒开寻找}
[kʷe13]瘸
[je34]椰爷={老～}
[je23]野也
[we44]□{恶心}
[e34]□{不成熟}
[e55]□{肋～：胳肢窝}
[pø13]□{～□ɬø44蓬松}
[pø23]□{赶，如：～鸡}□{～凉：游泳}
[tø34]□{植物的根部，有时包括茎在内}
[tø44]朵躲垜
[lø44]□{口齿不清}
[tsʰø34]□{跟风；向目标猛扑过去}
[sø42]□{（用水、火等）喷射}
[ɬø23]似
[hø34]靴讹
[pai13]排牌簰
[pai44]摆
[pai23]□{一片地方}
[pai55]拜
[pai42]稗败
[pʰai44]派
[mai13]埋
[mai23]买
[mai42]卖
[tai13]臺怠台苔抬
[tai23]待贷代{～替}
[tai55]戴带
[tai42]大袋代{朝～}
[tʰai34]胎
[tʰai55]太态泰
[nai34]奶{又}
[nai23]奶{又}
[nai42]耐奈
[lai34]拉
[lai13]来
[lai23]濑□{大小便失禁}
[lai55]□{把成团或成卷儿的东西展开}
[lai42]赖獭
[tsai34]灾栽斋宰
[tsai13]才材财裁豺
[tsai23]在
[tsai55]载再债
[tsʰai34]猜钗差{出～}
[tsʰai44]彩采睬
[tsʰai55]菜蔡
[sai13]柴
[sai55]晒
[sai42]赛寨
[ɬai34]鳃腮崽□{费}
[ɬai44]洗玺
[ɬai55]细婿
[kai34]街皆阶佳揩楷
[kai13]□{抬}
[kai44]解
[kai23]蟹-
[kai55]介界芥尬疥届戒
[kʰai44]凯
[kʰai55]溉丐概慨
[ŋai34]嗜
[ŋai13]挨涯崖捱呆
[hai13]鞋
[hai23]蟹=谐懈械
[kʷʰai44]□{拿棍子甩过去}
[kʷʰai55]筷快=
[kʷai34]乖
[kʷai44]拐
[kʷai23]{水瓢；动词，勺（水，饭等）}
[kʷai55]怪
[wai34]歪
[wai13]怀槐淮
[wai55]快-块
[wai42]外坏
[ai34]艾埃
[ai44]矮
[ai55]隘
[tɔi23]□{袋子}
[nɔi23]女
[nɔi42]内
[lɔi34]□{倒霉}
[lɔi42]虑滤
[tsɔi55]著注蛀铸註驻
[tsɔi42]住箸序聚叙
[tsʰɔi55]处{住～}
[sɔi55]庶恕署
[sɔi42]竖树
[ɬɔi42]絮绪
[ȵɔi55]嗅□{网～：网篮}
[ɬɔi55]嗉
[ȵɔi42]遇寓御禦
[kɔi34]该
[kɔi44]改
[kɔi55]盖锯句
[kɔi42]据俱具惧{又}
[kʰɔi55]去{～归：回家}
[ŋɔi42]碍
[hɔi34]开
[hɔi44]海
[hɔi23]孩亥
[hɔi55]去{来～}
[hɔi42]害
[ɔi34]哀
[ɔi55]爱
[pɐi34]□{脚～：脚跛}
[pɐi23]□{挡住视线}
[pɐi55]秘蔽闭箅臂痹泌譬
[pɐi42]婢弊币毙避备蛰憋被{～动}
[pʰɐi34]陛批□{削}
[pʰɐi55]屁
[mɐi34]乜劘{削}
[mɐi13]迷谜
[mɐi23]米
[mɐi55]睸昧寐
[mɐi42]味未
[fɐi23]□{歪向一边；人不正经}
[fɐi55]废费肺
[fɐi42]吠
[tɐi34]低
[tɐi13]堤题提蹄啼
[tɐi44]抵牴
[tɐi23]弟第
[tɐi55]帝蒂
[tɐi42]地递逮隶
[tʰɐi34]锑梯
[tʰɐi44]睇体
[tʰɐi55]涕替剃嚏屉
[nɐi13]泥
[nɐi44]那-
[nɐi23]你
[nɐi42]腻
[lɐi13]犁黎
[lɐi44]戾
[lɐi23]礼
[lɐi55]□{鱼、蛇等扭动前进}
[lɐi42]脷利痢例厉励丽吏荔
[tsɐi34]挤剂
[tsɐi13]齐脐
[tsɐi44]子紫梓
[tsɐi55]痣祭际济制智至置志致
[tsɐi42]寺自牸祠滞痔治
[tsʰɐi34]妻凄差{参～}淒栖
[tsʰɐi55]砌刺次
[sɐi34]筛师
[sɐi44]使史驶
[sɐi55]世势誓逝试
[sɐi42]豉伺柿事侍氏示视仕祀
[ɬɐi34]狮西犀蛳
[ɬɐi13]□{从高处冲下去}
[ɬɐi44]死
[ɬɐi55]肆四赐
[ȵɐi34]□{ȵɐm33～：罗嗦}□{揉捏}
[kɐi34]鸡妓
[kɐi44]□{这，如：～时}
[kɐi55]计契继髻记既季
[kɐi42]忌技
[kʰɐi34]溪稽奚
[kʰɐi33]启
[kʰɐi55]契冀楔
[ŋɐi34]□{死乞白赖地要求}
[ŋɐi13]□{转个不停}
[ŋɐi23]蚁危桅魏
[ŋɐi42]艺
[hɐi34]□{女性生殖器}
[hɐi55]气戏器弃汽
[hɐi42]异係系易{容～}繫□{每，如：～次}
[kʷʰɐi34]盔规魁
[kʷʰɐi44]窥
[kʷʰɐi55]溃愧
[kʷɐi34]闺龟归圭
[kʷɐi13]葵奎逵携畦
[kʷɐi44]诡轨鬼傀
[kʷɐi55]贵桂癸
[kʷɐi42]柜柩跪
[jɐi13]□{[壮]差，质量低劣}
[wɐi34]挥辉徽亏麾覣{好看，漂亮}
[wɐi13]维唯围违苇惟为{以～，成～}
[wɐi44]毁萎委伟纬伪
[wɐi55]彗惠慧讳畏慰秽餵
[wɐi42]为{因～}卫位胃谓猬
[ɐi55]意
[pui34]杯
[pui13]陪培赔裴
[pui23]倍
[pui55]背{后～}贝焙
[pui42]背{～诵}辈
[pʰui34]坯胚□{灰色，灰暗}
[pʰui55]沛配佩
[mui13]脢梅枚媒煤霉玫莓
[mui23]每
[mui42]妹
[tui34]堆
[tui13]颓
[tui55]对碓
[tui42]兑队{～伍}
[tʰui34]推
[tʰui44]腿
[tʰui55]退蜕
[lui34]儡□{牛～：套住牛嘴的器具}
[lui13]雷擂
[lui23]类累屡
[lui42]泪
[tsui34]椎追锥
[tsui13]捶随髓垂槌锤□{□tsɐm13～：肮脏}
[tsui44]嘴
[tsui23]罪
[tsui55]最醉
[tsui42]赘坠
[tsʰui34]催崔吹炊
[tsʰui55]脆翠粹{纯～}
[sui34]衰
[sui13]谁唾
[sui44]水
[sui23]瑞
[sui55]帅税
[sui42]睡
[ɬui34]尿虽
[ɬui55]碎岁粹{纳～}
[ɬui42]遂穗隧
[ȵui23]蕊乳□{煨～：油剌剌的样子}
[kʰui55]绘刽桧
[hui34]灰恢
[hui13]回茴
[hui44]悔晦
[hui42]汇会彙
[jui42]锐
[ui34]煨
[pau34]包鲍胞苞
[pau13]刨鉋
[pau44]饱
[pau55]豹
[pʰau34]抛跑
[pʰau55]炮泡□{～饭：扒饭}
[mau13]茅矛
[mau23]卯某
[mau42]貌
[nau13]锚挠=
[nau42]闹
[lau34]□{大～：大衣}
[lau13]□{～是，～□kau42：马虎，随便}捞{又}
[tsau13]窠巢
[tsau44]走找
[tsau23]□{捡}
[tsau55]罩
[tsau42]棹櫂
[tsʰau34]抄钞
[tsʰau44]炒
[tsʰau55]吵
[sau34]稍梢悄捎筲□{把东西聚成圆锥形，如～饭}□{～翼：亮翅膀}
[sau55]潲鞘
[ɬau13]□{大口吃}
[ȵau34]挠-
[ȵau44]爪□{伸开五指去抓}
[ȵau55]□{～□ȵɐk4□kiɐŋ42：蚊子等多而猖狂；鱼、蚯蚓等剧烈扭动身体}
[kau34]交胶
[kau44]铰绞=狡搞搅校{～对}较饺郊
[kau55]教窖觉{睡～}
[ŋau13]肴淆
[ŋau23]咬
[ŋau55]□{～～□kiɐŋ42：形容烟、水等很浓重，直往上冒}
[ŋau42]效校{学～}
[hau34]酵烤敲
[hau13]□{下流，淫荡}
[hau44]考拷
[hau55]孝
[jau34]□{□jei44～：不正经}
[jau23]有{又}
[au44]拗{～短}
[au55]拗{抬杠}
[piau55]□{因漂亮等而炫耀}
[pʰiau44]□{[壮]彻底搬掉，彻底清除}
[pʰiau55]□{～齿：暴牙}
[miau34]猫{～儿}
[miau13]猫{滑～：狡猾}
[miau44]□{[壮]偏，不正，不准}
[tiau34]丢-
[tiau42]铫
[niau34]□{软而黏，呈胶状}
[niau13]□{条状物柔软有弹性}
[liau34]撩
[liau55]撂
[tsiau23]噍
[tsiau42]嚼=
[ɬiau55]□{禾～：稻穗}
[ȵiau34]□{钉耙}
[ȵiau55]嚼-
[kiau34]□{被淋湿的样子}
[kiau44]绞-{缠绕}
[kiau42]□{撬开}
[kʰiau55]窍
[ŋiau23]□{转头}
[hiau42]□{损，磨薄了}
[iau34]吆幺
[iau55]□{睡觉（用于对小孩说话）}
[pɔu34]煲褒脬
[pɔu13]袍
[pɔu44]宝保堡
[pɔu23]抱
[pɔu55]布怖报佈
[pɔu42]菢部簿步埠暴爆曝
[pʰɔu44]剖
[pʰɔu55]舖{店～}泡
[mɔu34]□{蹲}□{糠（发空），如：萝卜～心了}
[mɔu13]毛谋贸
[mɔu23]亩牡
[mɔu55]谬
[mɔu42]帽雾暮慕募茂冒务戊
[fɔu44]否
[fɔu55]赋赴富副
[fɔu42]腐付傅父附负驸咐
[tɔu34]刀
[tɔu13]掏桃逃淘陶萄綯{拴，缚}錭{锉，如：～锯}
[tɔu44]祷岛捣倒
[tɔu55]到
[tɔu42]道稻盗导杜度{温～}渡镀悼
[tʰɔu34]滔涛叨
[tʰɔu44]讨
[tʰɔu55]吐兔套
[nɔu23]脑恼
[nɔu42]怒
[lɔu34]捞唠□{掺杂，拌和}
[lɔu13]劳牢涝劳痨
[lɔu44]篓□{被～}
[lɔu23]老姥
[lɔu55]□{癞～：疥疮}□{用棍棒拨弄东西，如：～灰}
[lɔu42]路露鹭
[tsɔu34]遭糟
[tsɔu13]曹槽
[tsɔu44]早枣蚤
[tsɔu23]皂造
[tsɔu55]做灶
[tsʰɔu34]操懆{担心}
[tsʰɔu44]草
[tsʰɔu55]醋躁糙燥澡藻
[sɔu55]数{～字；～次}
[sɔu42]□{①扶正②教，授意}
[ɬɔu34]骚搔臊
[ɬɔu13]□{淘洗，过水}
[ɬɔu44]嫂
[ɬɔu55]素诉扫漱
[ȵɔu34]□{□ȵɐk4～□lou44：乱糟糟的样子}
[kɔu34]高膏羔糕
[kɔu44]稿
[kɔu55]故固锢告
[kɔu42]瓠
[kʰɔu55]雇顾靠犒
[ŋɔu13]傲熬{～傲}□{摇动}
[ŋɔu42]误悟熬{～酒}
[hɔu34]蒿篙薅
[hɔu13]豪壕毫嚎酷
[hɔu44]好{～人}祷
[hɔu55]裤戽好{爱～}耗库
[hɔu42]芋互护浩号
[ɔu44]袄奥懊
[ɔu55]恶{厌～}
[tɐu34]兜
[tɐu13]头投
[tɐu44]斗抖陡
[tɐu55]鬥逗□{窝}
[tɐu42]豆窦痘
[tʰɐu34]偷
[tʰɐu55]透
[nɐu34]□{怨恨；相仇怨}
[nɐu44]扭
[lɐu34]骝{马～：猴子}□{央求}
[lɐu13]楼流刘留榴硫琉
[lɐu44]搂缕
[lɐu23]柳
[lɐu55]□{寻找}
[lɐu42]漏陋
[tsɐu34]周邹舟州洲
[tsɐu13]囚求球绸稠泅
[tsɐu44]酒九久韭帚
[tsɐu23]舅臼
[tsɐu55]救奏咒昼纣骤凑
[tsɐu42]旧就袖
[tsʰɐu34]抽秋鞦鳅搊□{端起}
[tsʰɐu44]丑醜
[tsʰɐu55]臭
[sɐu34]收
[sɐu13]愁筹仇酬仇
[sɐu44]手首守
[sɐu55]瘦兽
[sɐu42]受授售
[ɬɐu34]修羞
[ɬɐu44]搜馊艘擞{抖动}
[ɬɐu55]秀绣锈嗽
[ȵɐu13]牛
[ȵɐu55]皱鼼{皱}
[kɐu34]勾沟鸠阄纠
[kɐu13]□{团，块。如：石～}
[kɐu44]狗苟
[kɐu55]够构购灸究垢
[kʰɐu34]抠
[kʰɐu44]□{颠簸、震动、振荡}
[kʰɐu55]叩扣寇
[ŋɐu34]钩□{弯刀}□{蹲}
[ŋɐu44]偶
[ŋɐu23]藕
[ŋɐu42]獃□{呆板，迟钝}
[hɐu13]喉侯候
[hɐu44]口
[hɐu23]厚
[hɐu55]候{焦急地等待}
[hɐu42]后候後
[jɐu34]丘休忧优幽蚯悠
[jɐu13]油柔揉尤邮由游犹釉
[jɐu44]贿朽莠
[jɐu23]有{又}友酉
[jɐu55]幼诱
[jɐu42]又右祐
[ɐu34]瓯欧鸥殴
[ɐu44]呕怄□{[壮]紫}
[ɐu55]沤{用较多的水熬煮}
[piu34]标錶彪膘□{迸射，溅，抽芽等}
[piu13]嫖
[piu44]表□{末梢，如：木～}
[piu23]瓢
[pʰiu34]飘漂
[pʰiu55]票
[miu34]苗{瓜～}
[miu13]苗{～族}描
[miu23]藐渺秒杳
[miu42]庙妙
[tiu34]刁貂雕丢=
[tiu13]调条
[tiu44]鸟{动词}
[tiu55]钓
[tiu42]掉
[tʰiu34]挑
[tʰiu55]跳
[liu34]溜
[liu13]燎疗聊辽撩瞭僚嘹
[liu23]了
[liu42]料廖
[tsiu34]朝{早上}蕉邵焦椒醮昭招樵
[tsiu13]瞧潮嘲朝{～代}
[tsiu44]剿
[tsiu55]照
[tsiu42]召赵兆
[tsʰiu34]超锹
[tsʰiu55]俏
[siu34]烧
[siu13]肇韶
[siu44]少{多～}
[siu55]少{年～}
[siu42]绍
[ɬiu34]宵消硝销萧霄逍箫
[ɬiu44]小
[ɬiu55]笑
[ȵiu13]饶尧
[ȵiu23]挠扰=绕
[kiu34]骄娇浇
[kiu13]乔侨桥荞
[kiu44]缴矫
[kiu55]叫
[kiu42]轿
[kʰiu34]翘
[kʰiu44]巧
[kʰiu55]□{孤高自傲}
[hiu34]嚣
[hiu13]窑摇谣姚遥
[hiu44]晓侥
[hiu23]舀
[hiu42]耀鹞
[iu34]腰妖邀要{～求}
[iu55]要{想～，重～}
[pam42]湴
[fam23]犯
[tam34]担{～任}耽
[tam13]谈潭谭痰罎
[tam44]胆
[tam23]淡
[tam55]担{～子，一～}
[tʰam34]贪
[tʰam55]探
[nam34]喃
[nam13]男南
[nam44]榄
[nam23]揇{拌和}
[nam55]□{跨，迈}
[lam34]爁{用火烤}
[lam13]蓝篮
[lam23]览揽
[lam42]缆滥
[tsam34]簪
[tsam13]蚕蝉缠劖{刺}
[tsam44]斩
[tsam42]站暂
[tsʰam34]参搀
[tsʰam44]惨□{聪明，才智过人}
[tsʰam55]杉渗
[sam34]衫
[sam13]谗
[ɬam34]三
[ɬam44]□{撒，如：～盐}
[kam34]监尴
[kam44]减
[kam55]鉴
[ŋam34]□{投机，知心；合适}
[ŋam13]癌岩
[ham13]咸函衔鹹
[ham55]喊
[ham42]陷馅掐□{用盐渍}
[tiam34]鹐□{衔，啄}
[tʰiam55]□{打探}
[niam34]拈
[niam44]蔫□{～吃：吃菜很省}□{蘸}
[niam23]□{逗引，装作要给而实际不给}
[niam55]拈{①用手指夹住②用长柄叉扭摘}
[liam13]□{边}
[siam44]闪陕
[siam55]□{瘦下去，瘪下去}
[kiam13]钳
[kiam23]舔
[iam34]蓭{～茅：茅草}
[kɔm34]甘柑
[kɔm44]感敢橄
[hɔm34]堪坎龛嵌
[hɔm13]含
[hɔm44]砍勘
[hɔm42]撼□{[壮]①拼合②包抄，包围}
[ɔm55]暗
[tɐm34]□{碰见}
[tɐm44]□{～哈：健忘}
[tɐm42]□{跺}
[tʰɐm34]□{撒}
[tʰɐm44]□{用勺、匙等伸进容器里舀}
[tʰɐm55]□{骗，哄}
[nɐm34]□{嫩芽}□{闭，如：～眼}
[nɐm13]□{[壮]软，烂熟}
[nɐm44]恁□{比瘿小的疮}□{萌生，如：～芽，～叶}
[nɐm55]□{捅}
[lɐm13]淋林临
[lɐm42]檩□{胡～子：杨桃}
[tsɐm34]针金{～瓜：南瓜}斟
[tsɐm13]寻沉□{～□tsui13：肮脏}
[tsɐm44]枕锦砧
[tsɐm23]妗
[tsɐm55]浸禁
[tsɐm42]沉{溺水}
[tsʰɐm34]襟侵森
[tsʰɐm44]寝
[sɐm34]森
[sɐm13]蟾
[sɐm44]婶沈审
[sɐm42]甚
[ɬɐm34]心
[ɬɐm44]吣沁
[ȵɐm13]壬吟
[ȵɐm44]饮□{～□ȵɐi44：啰嗦}
[ȵɐm42]任赁
[kɐm34]今金{黄～}
[kɐm13]岑琴禽擒
[kɐm42]□{[壮]压，按住}
[kʰɐm34]□{坚韧，不易断，不易破}
[ŋɐm34]□{俯，低头}
[hɐm34]钦揿欣□{拿}
[hɐm13]□{恨}
[jɐm34]阴音荫
[jɐm13]檐{蚊帐～：蚊帐上下垂的饰物}淫
[jɐm44]□{少量排泄，如：～尿}
[jɐm55]□{瘦小，瘦弱}
[ɐm44]揞{捂}喑鹌
[tim34]踮
[tim13]甜
[tim44]点典
[tim55]店
[tim42]垫掂
[tʰim34]添
[nim34]黏沾粘{～贴}
[nim13]严鲇
[nim42]验念
[lim13]镰廉帘联
[lim23]敛脸撵
[tsim34]尖瞻粘{～米}
[tsim13]挦
[tsim23]潜
[tsim55]占佔
[tsim42]渐
[tsʰim34]歼签迁籤纤
[ȵim23]染冉
[kim55]剑
[kim42]俭
[kʰim34]兼
[kʰim44]检
[him34]嫌谦
[him13]盐檐{屋～}
[him44]险
[him55]欠歉
[him42]阎炎焰砚
[im34]阉
[im44]厣魇掩魇庵
[im55]厌
[pum34]□{～筒，打气筒}
[pum42]□{用力把东西往下砸}
[mum34]□{饭（用于跟幼儿说话）}
[lum34]□{在水中或黑暗中摸}
[kum34]□{扑}
[pan34]班斑瘢
[pan13]□{爬行}
[pan44]板扳版
[pan55]颁掰扮
[pan42]办
[pʰan34]攀
[pʰan55]盼襻
[man34]□{扶}
[man13]蛮馒
[man23]晚
[man42]慢漫幔蔓曼万迈
[fan34]翻返番{～薯}
[fan13]帆烦繁矾
[fan44]反=
[fan55]泛范贩範
[fan42]饭
[tan34]单丹箪{大～：长方形的竹器}
[tan13]檀弹{～琴}
[tan55]旦诞
[tan42]蛋弹{子～}
[tʰan34]滩摊瘫
[tʰan44]毯坦
[tʰan55]叹炭
[nan13]难{困～}
[nan42]难{灾～}
[lan13]兰栏拦
[lan23]懒
[lan42]烂
[tsan13]惭残
[tsan44]盏攒
[tsan55]赞
[tsan42]赚
[tsʰan34]餐
[tsʰan55]灿
[san34]山删珊
[san55]栅
[ɬan44]散{～装}
[ɬan55]伞散{～开}
[kan34]艰间{中～}奸姦
[kan44]枧碱简柬拣谏茧
[kan55]间{～开}
[kʰan55]□{存放过久的猪油发出的气味}
[ŋan13]颜
[ŋan23]眼
[ŋan42]雁
[han13]闲
[han44]罕刊侃
[han42]限
[kʷan34]关闩
[kʷan55]惯
[jan13]□{～□jɐk2□kiɐŋ42：闪电时的样子}
[wan34]弯湾
[wan13]环顽还
[wan44]挽
[wan42]幻患宦
[an55]晏宴
[pian44]扁贬匾汴
[pʰian34]□{翻寻，如：～衫袋}
[pʰian44]□{扁平}
[pʰian55]片-
[mian34]□{小贩}□{扒开毛发等寻找，如：～虱}
[mian44]□{①娇宠②吻③娇态十足}
[fian44]反-
[tian55]□{碰，如：～跌}
[nian23]□{用力往下拉以够着}
[lian55]碾
[ȵian34]□{龇，露出牙齿；无赖}
[kian23]□{穷得紧}
[ŋian34]□{剜}
[ŋian13]研
[ŋian23]□{啃}
[hian44]蚬□{炫耀}
[wian44]□{（手，脚等）有残疾}
[mɔn23]□{脸皮厚}
[lɔn44]□{～□lɐk4□kiɐŋ42：游手好闲的样子}
[tsʰɔn34]□{～知：（我）怎么知道（用于反问）}
[tsʰɔn44]□{铲}
[kɔn34]干{～净}肝
[kɔn13]□{走～～：急走}
[kɔn44]竿杆秆赶
[kɔn55]干{～活}幹
[hɔn34]看{～守}
[hɔn13]寒
[hɔn23]旱
[hɔn44]罕{稀～}
[hɔn55]汉看{～见}
[hɔn42]汗韩焊岸翰憾
