#漢字	音標	解釋				
#簡稱	/	乐昌皈塘				
#全稱	/	乐昌皈塘话				
#版本	/	2022-5-31				
#聲母	/	#聲母順序，用逗號分開。如：b,p,m,f				
#韻母	/	#韻母順序，用逗號分開。如：a,o,e				
#聲調	/	13 1 1a 陰平 ꜀, 55 2 1b 陽平 ꜁, 33 3 2 上 ꜂, 21 5 3a 去  ꜂, 31 7 4a 入꜄#每個聲調包括：五度調值 八聲 四聲 漢字調類 四角調類，調內用空格分隔，調間用逗號分開。				
#說明	/	來源： 《中国语言资源保护工程采录展示平台》《宜章土话研究》#HTML格式，僅允許一行，用<br>換行				
多	tɔu1					
拖	tʰɔu1					
大	ta5					
锣	lɔu2					
左	tʃɔu3					
歌	kɔu1					
个	kʰɔu7					
可	kʰɔu3					
鹅	ŋɔu2					
饿	ŋɔu3					
河	hɔu2					
茄	kʰia2					
破	pʰɔu5					
婆	pɔu2					
磨	mɔu5					
磨	mɔu3					
躲	tɔu3					
螺	lɔu2					
坐	tʃʰɔu3					
锁	ʃɔu3					
果	kɔu3					
过	kɔu5					
课	kʰɔu5					
火	hɔu3					
货	kʰɔu5					
祸	hɔu5					
把	pɔ3					
爬	pɔ2					
马	mɔ3					
茶	tʃʰɔ2					
沙	ʃɔ1					
假	kɔ3					
嫁	kɔ5					
牙	ŋɔ2					
虾	hɔ1					
下	hɔ5	山~				
下	hɔ1	底~				
夏	hɔ5					
哑	ɔ3					
姐	tʃie3	文				
姐	ta1	白，本字可能是姼				
借	tʃua5					
写	ʃua3					
斜	tʃʰua2					
谢	tʃʰua5					
车	tʃʰɔ1					
蛇	ʃɔ2					
射	ʃɔ5					
爷	iɔ2					
野	iɔ3					
夜	iɔ5					
瓜	kua1					
瓦	ua3					
花	hua1					
化	hua5					
华	hua2					
谱	pʰuə3					
布	puə5					
铺	pʰuə1					
簿	puə3					
步	puə5					
赌	tuə3					
土	tʰuə3					
图	tuə2					
杜	tuə5					
奴	nuə2					
路	luə5					
租	tʃuə1					
做	tʃau7					
错	tʃʰɔ1					
箍	kuə1					
古	kuə3					
苦	fuə3	味~				
苦	kʰuə3	辛~				
裤	kʰuə5					
吴	uə2					
五	ŋ3					
虎	fuə3					
壶	fuə2					
户	huə5					
乌	uə1	灯灭				
乌	u1	~龟				
女	ny3					
吕	lu1					
吕	ly3					
徐	tʃʰy2					
猪	tu1					
除	tʃʰy2					
初	tʃʰuə1					
锄	tʃʰuə2					
所	ʃɔu3					
书	ʃy1					
鼠	ʃy3					
如	y3					
举	ky3					
锯	ku5					
锯	ka5					
去	fuə5					
鱼	ŋ̇2					
鱼	ṅ2	宜章方言研究记载				
许	hy3					
余	y2					
府	fuə3					
付	fuə5					
父	fuə5					
武	uə3					
雾	muə5					
取	tʃʰy3					
柱	tʃʰy3					
住	tʃʰy5					
数	ʃuə3					
