音標	調類	調值	
tʂʰəu	1	44	抽
tʂʰəu	2	13	綢疇儔仇讎誰酬籌售（白）
tʂʰəu	3	324	醜醜軸（文）
tʂʰəu	5	45	臭
tʂʰəu	7	42	觸束畜軸（白）
ʂəu	1	44	收
ʂəu	3	324	守手淑（文）屬（文）首蜀
ʂəu	5	45	壽（文）受（文）授獸售（文）
ʂəu	6	22	壽（白）受（白）
ʂəu	7	42	叔淑（白）熟塾屬（白）贖
ɻəu	3	324	育（文2）獄（文2）欲（文2）褥（文2）辱（文2）
lieu	1	44	溜₁
lieu	2	13	流留瑠榴硫琉劉瀏
lieu	4	21	柳
lieu	5	45	綹溜₂裏（地名用，如：灣～屋，在石井村）
lieu	6	22	溜₃
lieu	7	42	六陸綠
ʨieu	1	44	揪糾鳩
ʨieu	3	324	酒九久韭
ʨieu	5	45	舊（文）就（文）□（剩下）㲃救究臼咎柩灸舅
ʨʰieu	1	44	秋鰍丘邱
ʨʰieu	2	13	囚泅求球
ʨʰieu	3	324	曲（文）
ʨʰieu	5	45	梂雀（麻～）
ʨʰieu	6	22	舊（白）就（白）
ʨʰieu	7	42	蓄（白）曲（白）麯
ȵieu	1	44	妞
ȵieu	2	13	牛揉
ȵieu	4	21	扭（文）紐鈕
ȵieu	5	45	扭（白）
ȵieu	7	42	肉
ɕieu	1	44	修脩羞休
ɕieu	3	324	旭（文）朽
ɕieu	5	45	袖秀鏽繡嗅（文）
ɕieu	7	42	粟旭（白）蓄（文）蓄₂
ieu	1	44	悠幽優憂
ieu	2	13	尤遊猶郵由油柔₁游
ieu	3	324	育（文1）獄（文1）欲（文1）褥（文1）辱（文1）
ieu	4	21	有友酉
ieu	5	45	又（文）右（文）幼柚釉誘宥莠
ieu	6	22	又（白）右（白）
ieu	7	42	育（白）獄（白）欲（白）褥（白）辱（白）
yeu	2	13	柔₂
yeu	7	42	育（白）獄（白）欲（白）褥（白）辱（白）
pʰəu	3	324	剖
məu	2	13	謀眸鍪
məu	4	21	畝牡某
məu	5	45	茂貿
fəu	2	13	浮
təu	1	44	兜蔸逗₁
təu	3	324	抖陡斗
təu	5	45	鬥逗₂豆（文）
tʰəu	1	44	偷
tʰəu	2	13	投頭
tʰəu	3	324	敨
tʰəu	5	45	透
tʰəu	6	22	豆（白）
ləu	1	44	摟
ləu	2	13	樓
ləu	4	21	簍
ləu	5	45	陋
ləu	6	22	漏
ʦəu	1	44	鄒鯫諏
ʦəu	3	324	走
ʦəu	5	45	皺（文）
ʦʰəu	1	44	搊
ʦʰəu	2	13	愁（白）
ʦʰəu	5	45	奏湊
səu	1	44	搜餿
səu	3	324	叟
səu	5	45	瘦
kəu	1	44	鉤勾溝
kəu	3	324	狗枸苟
kəu	5	45	購夠
kʰəu	1	44	摳
kʰəu	2	13	□（～人）
kʰəu	3	324	口
kʰəu	5	45	扣叩蔻寇
ŋəu	1	44	謳歐
ŋəu	3	324	嘔
ŋəu	4	21	偶藕
ŋəu	5	45	慪
xəu	1	44	齁
xəu	2	13	猴喉䞀侯
xəu	3	324	吼否
xəu	4	21	厚（白）
xəu	5	45	后候（文）後（文）厚（文）
xəu	6	22	候（白）後（白）
pã	1	44	班斑頒扳
pã	3	324	板版
pã	5	45	扮絆瓣
pʰã	1	44	攀
pʰã	4	21	□（扔）
pʰã	5	45	盼襻
pʰã	6	22	辦
mã	2	13	蠻
mã	4	21	晚₁
mã	5	45	曼幔蔓（文）
mã	6	22	慢蔓（白）蟎
fã	1	44	番翻
fã	2	13	帆煩蕃藩樊繁凡
fã	3	324	反返□（罵人）
fã	5	45	犯（文）範販泛梵氾範（文）
fã	6	22	犯（白）範（白）飯
tã	1	44	擔耽丹單眈覘
tã	3	324	膽撣
tã	5	45	旦但（文）彈₁（文）擔蛋淡（文）憚萏
tʰã	1	44	灘攤貪坍
tʰã	2	13	彈₂潭痰檀壇譚談
tʰã	3	324	坦毯
tʰã	4	21	彈₁（白1）蛋（白）淡（白）
tʰã	5	45	探炭碳
tʰã	6	22	彈₁（白2）
lã	2	13	男藍南藍蘭攔難₁欄闌
lã	4	21	覽欖纜懶
lã	5	45	濫難₂（文）
lã	6	22	爛難₂（白）
ʦã	1	44	簪
ʦã	3	324	斬嶄盞
ʦã	5	45	贊站₁綻䋎
ʦʰã	1	44	參餐攙
ʦʰã	2	13	殘涎蠶饞讒□（昆蟲蜇人）慚
ʦʰã	3	324	慘產鏟
ʦʰã	4	21	□（擋住）
ʦʰã	5	45	燦懺粲
ʦʰã	6	22	站₂暫
sã	1	44	衫山訕三閂刪珊
sã	3	324	散₁傘
sã	5	45	散₂涮疝
kã	1	44	甘泔柑幹肝間₁奸尷竿干
kã	3	324	敢橄感杆減簡揀擀柬鹼（白）梘（白，洋梘：肥皂）
kã	5	45	間₂諫幹艦鑒監檻₁
kʰã	1	44	刊勘堪龕嵌艱
kʰã	3	324	坎侃砍檻₂
kʰã	5	45	看
ŋã	1	44	安鞍庵淹鵪諳
ŋã	2	13	顏（白）嚴（白）頑（白）
ŋã	4	21	眼掩（白）
ŋã	5	45	暗雁晏按案岸（文）
ŋã	6	22	岸（白）
xã	1	44	酣鼾憨
xã	2	13	鹹銜閑寒函含韓閒
xã	3	324	喊瞰
xã	5	45	漢旱（文）翰憾撼陷（文）限（文）汗（文）焊（文）菡
xã	6	22	早（白）焊（白）陷（白）限（白）汗（白）莧
kuã	1	44	關
kuã	5	45	慣
kʰuã	4	21	摜
uã	1	44	灣彎豌
uã	2	13	頑（文）玩
uã	3	324	腕
uã	4	21	晚挽
uã	5	45	萬（文）
uã	6	22	萬（白）
pə̃	1	44	般搬
pə̃	5	45	伴（文）半
pʰə̃	1	44	潘
pʰə̃	2	13	盤
pʰə̃	4	21	伴（白）
pʰə̃	5	45	判叛畔泮
mə̃	2	13	饅瞞
mə̃	4	21	滿
fə̃	1	44	歡₁
fə̃	2	13	桓₁完（文1）
fə̃	3	324	緩₁
fə̃	5	45	煥₁喚₁患₁浣₁幻₁
fə̃	6	22	換₁
tə̃	1	44	端燈（白）
tə̃	3	324	等短□（攔截）
tə̃	5	45	段（文）鍛緞斷₁凳
tʰə̃	1	44	吞□（延緩)
tʰə̃	2	13	團騰（白₁）藤
tʰə̃	3	324	磴震
tʰə̃	4	21	段（白）斷₂窞
tʰə̃	5	45	騰（白₂）稱₂□（～手：幫手、朋友等）
tʰə̃	6	22	塅
lə̃	2	13	鸞圞欒
lə̃	4	21	卵
lə̃	5	45	亂（文）
lə̃	6	22	亂（白）
ʦə̃	1	44	鑽₁
ʦə̃	3	324	䂎
ʦə̃	5	45	鑽₂（文）
ʦʰə̃	1	44	氽竄
ʦʰə̃	2	13	層
ʦʰə̃	3	324	□（程度深）
ʦʰə̃	4	21	捘
ʦʰə̃	5	45	篡
ʦʰə̃	6	22	鑽（白2）
sə̃	1	44	酸生（文1）參₂（白）
sə̃	5	45	蒜算
tʂə̃	1	44	瞻詹沾氈粘
tʂə̃	3	324	展輾
tʂə̃	5	45	占戰顫
tʂʰə̃	2	13	纏蟾嬋
tʂʰə̃	4	21	□（風刮）
ʂə̃	1	44	扇₁（～薄：很薄）
ʂə̃	3	324	閃陝
ʂə̃	5	45	扇蟮膳擅單₂善
kə̃	1	44	根（白）跟（白）更₁（文1）
kə̃	3	324	整₁
kə̃	5	45	更₂（白）
kʰə̃	3	324	肯啃
ŋə̃	3	324	□（硌）
xə̃	1	44	歡₂哼
xə̃	2	13	桓₂完₂
xə̃	3	324	緩₂狠
xə̃	5	45	煥₂浣₂患₂幻₂喚₂恨
xə̃	6	22	換₂
piẽ	1	44	邊蝙鞭蝙鲏（鳑～屎：魚名，即鳑鲏）
piẽ	3	324	扁貶比₂
piẽ	5	45	變辯辨辮（文）便₁（文）
pʰiẽ	1	44	偏篇編
pʰiẽ	2	13	便₂駢
pʰiẽ	3	324	匾
pʰiẽ	5	45	騙片汴遍避₂
pʰiẽ	6	22	便₁（白）辮（白）
miẽ	2	13	棉眠綿□（經允許拿人東西）
miẽ	4	21	免勉緬娩
miẽ	5	45	面（文）□（牽、拉）
miẽ	6	22	面（白）
tiẽ	1	44	癲巔顛
tiẽ	3	324	典點
tiẽ	5	45	店奠電殿（文）佃墊（文）
tʰiẽ	1	44	添天
tʰiẽ	2	13	田甜恬填忝
tʰiẽ	3	324	舔
tʰiẽ	4	21	簟
tʰiẽ	6	22	墊（白）殿（白）
liẽ	2	13	帘聯憐連鰱蓮漣簾濂廉鐮
liẽ	4	21	臉斂
liẽ	5	45	煉練戀
liẽ	6	22	鏈
ʨiẽ	1	44	尖煎₁肩兼堅𣚙前₂（灶門～：廚房，弱讀混入）蒹
ʨiẽ	3	324	踐剪繭儉堿（文）揀撿檢
ʨiẽ	5	45	濺賤煎₂漸薦僭箭健（文）鍵建劍見
ʨiẽ	7	42	梘（文，高～：地名，在今金井鎮石井村）
ʨʰiẽ	1	44	謙千牽₁殲簽遷纖箋
ʨʰiẽ	2	13	錢全泉痊挦鉗乾虔前₁
ʨʰiẽ	3	324	淺遣
ʨʰiẽ	5	45	歉牽₂欠芡
ʨʰiẽ	6	22	件旋（白）健（白）
ȵiẽ	1	44	粘研
ȵiẽ	2	13	年嚴（文）顏閻言（白）源（白）原（白）燃（白）
ȵiẽ	4	21	儼輦攆撚碾
ȵiẽ	5	45	念（文）硯（文）諺驗
ȵiẽ	6	22	念（白）硯（白）釅日（白：今～）
ɕiẽ	1	44	鮮₁先仙宣瑄軒掀
ɕiẽ	2	13	旋（文）旋賢嫌
ɕiẽ	3	324	選癬鮮₂險顯
ɕiẽ	5	45	線羨現（文）憲餡
ɕiẽ	6	22	縣現（白）
iẽ	1	44	煙胭閹醃焉
iẽ	2	13	鹽炎筵₁延簷芫言（文）
iẽ	4	21	演掩（文）
iẽ	5	45	豔宴焰厭咽
iẽ	6	22	筵₂（發客～，時音）
kuə̃	1	44	官棺觀₁冠₁
kuə̃	3	324	管館
kuə̃	5	45	貫灌罐觀₂冠₂
kʰuə̃	1	44	寬
kʰuə̃	2	13	□（彎曲）
kʰuə̃	3	324	款
kʰuə̃	5	45	墈
uə̃	3	324	碗婉
uə̃	4	21	婉宛
ɕyẽ	1	44	喧揎
ɕyẽ	2	13	玄懸眩椽弦絃
ɕyẽ	5	45	楦炫
ʨyẽ	1	44	捐磚涓娟
ʨyẽ	3	324	捲鬈轉₁
ʨyẽ	5	45	轉卷券眷絹倦傳₁（文)眷
ʨʰyẽ	1	44	圈釧川穿
ʨʰyẽ	2	13	傳₂船蟬顴拳
ʨʰyẽ	3	324	犬喘舛
ʨʰyẽ	5	45	傳₁（白）
ʨʰyẽ	6	22	串勸
yẽ	1	44	冤淵箢鴛
yẽ	2	13	元原（文）源（文）園（文）袁緣沿鉛援丸圓垣然燃（文）完（白）
yẽ	4	21	遠軟阮染
yẽ	5	45	院怨願（文）
yẽ	6	22	願（白）
pən	1	44	畚奔₁崩
pən	3	324	本□₁（氹氹～～：坑坑窪窪）
pən	5	45	笨（文）奔₂蹦
pʰən	1	44	噴（文）烹
pʰən	2	13	盆湓彭澎
pʰən	3	324	□₂（氹氹～～：坑坑窪窪）
pʰən	4	21	拌（白）
pʰən	5	45	噴₂碰
pʰən	6	22	笨（白）
mən	1	44	蚊
mən	2	13	萌盟門₁
mən	5	45	悶（文）
mən	6	22	悶（白）門₂
fən	1	44	分紛渾芬葷昏婚
fən	2	13	墳魂餛焚橫（文）文（～里屋：地名，在團山村）
fən	3	324	粉
fən	4	21	混
fən	5	45	奮糞忿憤噴（白）份（文）
fən	6	22	分₂份（白）
tən	1	44	敦（文）蹲登燈（文）
tən	3	324	等（文）戥礅
tən	5	45	頓盾遁鄧瞪噸敦（白）鈍₁
tʰən	1	44	腯
tʰən	2	13	屯鈍豚臀謄囤
tʰən	3	324	□（打～：停住）
tʰən	6	22	蹬
lən	2	13	輪論倫論₁侖能
lən	4	21	冷（文）
lən	5	45	論₂嫩（文）
lən	6	22	嫩（白）
ʦən	1	44	遵尊樽曾₁僧增爭箏睜
ʦən	3	324	怎
ʦən	5	45	贈憎俊浚竣
ʦʰən	1	44	村撐（文）皴
ʦʰən	2	13	存
ʦʰən	5	45	寸襯
sən	1	44	孫生（文2）甥笙參₂（文）
sən	2	13	旬詢荀巡循
sən	3	324	省（文）損筍
sən	5	45	遜（文）絢滲瘆
tʂən	1	44	真珍針偵貞臻榛蒸
tʂən	3	324	診枕整₁（文）
tʂən	5	45	正₁（文）症證陣（文）震₂振鎮疹鄭政
tʂʰən	1	44	稱₁抻蟶
tʂʰən	2	13	陳沉塵臣澄橙型呈誠城成（文）承（文）懲
tʂʰən	5	45	稱₂趁秤
tʂʰən	6	22	陣（白）
ʂən	1	44	身申伸深升勝₁聲（文）
ʂən	2	13	神晨辰唇乘繩承（白）
ʂən	3	324	沈審嬸
ʂən	4	21	甚（白）
ʂən	5	45	甚（文）勝₁葚聖盛慎腎剩（文）
ʂən	6	22	剩（白）
kən	1	44	根（文）跟（文）更₁（文2）耕庚（文）羹（文）
kən	3	324	耿哽（文）
kən	5	45	更₂（文）
kʰən	1	44	坑（文）
kʰən	3	324	肯（文）
ŋən	1	44	恩
ŋən	6	22	硬（文）
xən	1	44	亨
xən	2	13	痕衡恒
xən	3	324	很狠（文）
xən	5	45	恨（文）
pin	1	44	冰繽濱殯檳兵賓彬
pin	3	324	餅（文）丙柄稟
pin	5	45	並₁（文）迸病（文）鬢
pʰin	1	44	拼姘娉
pʰin	2	13	貧頻憑平（文）評萍蘋瓶屏
pʰin	3	324	品並₂
pʰin	5	45	聘牝
pʰin	6	22	並₁（白）
min	2	13	民泯鳴名（文）明（文）銘冥
min	4	21	敏（白）憫皿抿閩
min	5	45	命（文）
min	7	42	敏（文，限於人名）
tin	1	44	丁釘（文）砧
tin	3	324	頂鼎
tin	5	45	釘（文）訂（文）定（文）錠
tʰin	1	44	汀廳
tʰin	2	13	停婷亭廷蜓
tʰin	3	324	挺艇
tʰin	5	45	聽₁
tʰin	6	22	定（白1）訂（白1）
lin	1	44	□（ʨia⁴⁴～～：悄悄兒）
lin	2	13	淋林臨鄰鱗粼磷陵菱淩₁靈鈴零（文）翎
lin	4	21	領（文）嶺（文）凜檁廩
lin	5	45	令（文）另（文）
lin	6	22	令（白）淩₂另（白）
ʨin	1	44	精（文）睛（文）旌京鯨驚荊經兢津晶斤筋金襟今矜衿
ʨin	3	324	井（文）緊侭謹景頸（文）警錦
ʨin	5	45	莖竸徑靖勁竟境鏡敬禁近（文）進晉靜（文）淨（文）盡（文）
ʨʰin	1	44	親欽侵卿清（文）蜻青（文）
ʨʰin	2	13	尋情晴（文）秦禽擒芹勤芹擎（文）
ʨʰin	3	324	欽請（文）寢
ʨʰin	4	21	近（白）噤
ʨʰin	5	45	慶罄磬僅浸
ʨʰin	6	22	盡（白）靜（白）淨（白1）
ȵin	2	13	寧銀凝吟人（白）
ȵin	4	21	擰
ȵin	5	45	佞
ȵin	6	22	認（白）
ɕin	1	44	心新薪辛欣馨興₁星（文）
ɕin	2	13	型形刑行₂
ɕin	3	324	醒（文）擤
ɕin	4	21	杏（白）□（蠢）
ɕin	5	45	幸杏（文）興₂腥（文）性（文）姓迅訊信
in	1	44	因姻殷音陰蔭₁英鷹鶯嬰櫻纓鸚
in	2	13	寅繩迎淫贏盈
in	3	324	隱（白）
in	4	21	隱（文）引影（文）飲₁穎尹
in	5	45	印蔭₂映應飲₂
kuən	3	324	滾袞鯀
kuən	5	45	棍
kʰuən	1	44	昆坤鯤焜堃琨傾（文1）
kʰuən	3	324	捆
kʰuən	5	45	困睏
uən	1	44	溫
uən	2	13	紋文聞雯玟
uən	3	324	穩
uən	4	21	吻刎
uən	5	45	汶問（文）
uən	6	22	問（白）
ɕyen	1	44	勳熏薰
ɕyen	3	324	迥（白）
ɕyen	5	45	訓馴
ɕyen	7	42	迥（文，僅限人名）
ʨyen	1	44	諄
ʨyen	3	324	准
ʨʰyen	1	44	春
ʨʰyen	3	324	蠢
ɕyen	2	13	純淳醇
ɕyen	3	324	瞬
ɕyen	5	45	舜順（文）
ɕyen	6	22	順（白）
ʨyen	1	44	軍君均鈞
ʨyen	5	45	菌（文）窘郡
ʨʰyen	1	44	傾（文2）
ʨʰyen	2	13	群裙
ʨʰyen	3	324	頃
ʨʰyen	4	21	菌（白）
yen	1	44	暈
yen	2	13	雲勻（文）螢（文）瑩熒縈（文）仁任人（文）壬榮瀠溁
yen	4	21	允
yen	5	45	運（文）韻熨刃泳詠潤（文）孕韌仞紉韞慍醞氳蘊
yen	6	22	潤（白）運（白）閏認（文）
pɑŋ	1	44	繃（白）浜
pʰɑŋ	2	13	旁龐螃鳑棚（白）朋（白）
pʰɑŋ	4	21	閛蚌
pʰɑŋ	7	42	乓
mɑŋ	1	44	□（蒙上）
mɑŋ	2	13	芒茫盲
mɑŋ	4	21	莽蟒
mɑŋ	5	45	□（蒙上：三角～：內褲）
fɑŋ	1	44	芳方荒
fɑŋ	2	13	黃簧皇凰防妨
fɑŋ	3	324	仿彷恍
fɑŋ	5	45	放
tɑŋ	5	45	蕩（文）
tʰɑŋ	5	45	趟
ʦɑŋ	1	44	髒爭（白）
ʦɑŋ	3	324	早₂
ʦɑŋ	5	45	葬（文）藏
ʦʰɑŋ	1	44	撐（白）
ʦʰɑŋ	2	13	藏
ʦʰɑŋ	5	45	牚
sɑŋ	1	44	生（白₁）
sɑŋ	3	324	省
sɑŋ	5	45	喪₂（文）
tʂɑŋ	1	44	朝₃正₁
tʂɑŋ	3	324	整（白）
tʂɑŋ	5	45	正₂（白）
tʂʰɑŋ	5	45	悵
ʂɑŋ	1	44	聲（白）
ʂɑŋ	2	13	成（白）嘗償（文）裳常
ʂɑŋ	3	324	賞
ʂɑŋ	5	45	尚（文）
kɑŋ	1	44	更₁（白1）羹（白）
kɑŋ	3	324	哽港（文）
kɑŋ	5	45	□（淩～：冰淩）
kʰɑŋ	1	44	坑（文）慷
kʰɑŋ	3	324	□（咳嗽）
kʰɑŋ	5	45	抗炕（文）
ŋɑŋ	1	44	肮
ŋɑŋ	2	13	昂
ŋɑŋ	6	22	硬（白）
xɑŋ	1	44	夯
xɑŋ	2	13	行₂杭航
xɑŋ	5	45	項（白）
piã	3	324	餅□₁（一～：很多）
pʰiã	2	13	坪平（白）
pʰiã	3	324	□₂（一～：很多）
pʰiã	6	22	病（白）
miã	2	13	明（白）名（白）
miã	6	22	命（白）
tiã	1	44	釘（白1）丁（白）翎（白1，蟬～：蟬）
tiã	5	45	釘（白2）
tʰiã	2	13	翎（白2，～胛：翅膀）
tʰiã	3	324	挺（白）
tʰiã	5	45	聽₂
tʰiã	6	22	定（白2）
liã	2	13	零（白）
liã	4	21	冷（白）領（白）嶺（白）
ʨiã	1	44	精（白）睛（白）
ʨiã	3	324	頸（白）井（白）
ʨiã	5	45	降₁將₂（文）
ʨʰiã	1	44	清（白）青（白）輕（白）
ʨʰiã	2	13	晴（白）擎（白）
ʨʰiã	3	324	請（白）
ʨʰiã	5	45	戧₁
ʨʰiã	6	22	淨（白）
ȵiã	3	324	□₁（閒逛）
ȵiã	5	45	□₂（閒逛）
ɕiã	1	44	星（白）
ɕiã	3	324	醒（白）
ɕiã	5	45	性（白）腥（白）
iã	2	13	贏（白1）
iã	3	324	影（白1）
kuɑŋ	1	44	光（更₁（白）
kuɑŋ	3	324	廣梗（白）
kʰuɑŋ	1	44	匡傾（白）
kʰuɑŋ	2	13	狂
kʰuɑŋ	4	21	哐
kʰuɑŋ	5	45	曠況礦
uɑŋ	1	44	汪（文）
uɑŋ	2	13	橫（白1）王忘亡
uɑŋ	4	21	往枉網惘
uɑŋ	5	45	望（文）旺
uɑŋ	6	22	橫（白2）
ɕyɑŋ	1	44	雙（文）霜（文）孀閂（文）刪（文）
ʨyɑŋ	1	44	裝（文）莊（文）妝（文）粧（文）
ʨyɑŋ	5	45	狀（文）壯（文）撞（文）
ʨʰyɑŋ	1	44	窗（文）
ʨʰyɑŋ	3	324	創（文）闖
yɑŋ	1	44	縈（白）
yɑŋ	2	13	螢（白）贏（白2）
yɑŋ	3	324	影（白2）
yɑŋ	4	21	壤攘讓（文）
pɑŋ	1	44	幫梆邦
pɑŋ	3	324	綁榜
pɑŋ	5	45	棒
pʰɑŋ	5	45	胖
pʰɑŋ	6	22	塝傍
mɑŋ	2	13	忙
tɑŋ	1	44	當₁
tɑŋ	3	324	擋₁檔₁黨
tɑŋ	5	45	當₂檔₂
tʰɑŋ	1	44	湯
tʰɑŋ	2	13	糖唐塘溏堂螳搪
tʰɑŋ	3	324	擋₂
tʰɑŋ	4	21	蕩（白1）
tʰɑŋ	5	45	燙盪
tʰɑŋ	6	22	蕩（白2）
lɑŋ	2	13	郎囊狼
lɑŋ	4	21	□（搖晃）
lɑŋ	5	45	浪（文）
lɑŋ	6	22	浪（白）
ʦɑŋ	1	44	裝（白1）莊（白）樁贓妝（白）粧（白）
ʦɑŋ	5	45	壯（白）葬（白）
ʦʰɑŋ	1	44	倉蒼瘡窗（白）
ʦʰɑŋ	2	13	床
ʦʰɑŋ	3	324	創（白）
ʦʰɑŋ	4	21	撞（白）
ʦʰɑŋ	6	22	狀（白）
sɑŋ	1	44	雙（白）霜（白）喪₁桑
sɑŋ	3	324	爽嗓搡顙磉
sɑŋ	5	45	喪₂（白）
tʂɑŋ	1	44	張章樟彰裝（白2）薑
tʂɑŋ	3	324	長₁漲
tʂɑŋ	5	45	脹瘴
tʂʰɑŋ	1	44	倡昌猖
tʂʰɑŋ	2	13	長₂場腸
tʂʰɑŋ	3	324	廠敞
tʂʰɑŋ	4	21	丈
tʂʰɑŋ	5	45	唱暢
ʂɑŋ	1	44	商傷
ʂɑŋ	2	13	償（白1）
ʂɑŋ	4	21	上₁
ʂɑŋ	5	45	上₂（最～庵：雙江廟名）
ʂɑŋ	6	22	上₃尚（白）
kɑŋ	1	44	鋼缸港（白，社～：瀏陽鎮名）江（白，平～，双～口：平江地名）
kɑŋ	3	324	講
kɑŋ	5	45	虹
kʰɑŋ	1	44	康糠匡
kʰɑŋ	2	13	□（彎曲)
kʰɑŋ	4	21	□（狗叫：外孫狗，吃著～～走（童謠）)
kʰɑŋ	5	45	炕（白）
xɑŋ	1	44	方荒坊
xɑŋ	2	13	房
xɑŋ	4	21	巷₁（～子）
xɑŋ	5	45	放
xɑŋ	6	22	巷₂（～口：地名，在金井鎮王梓園村）
liɑŋ	2	13	糧涼梁粱樑量
liɑŋ	4	21	兩
liɑŋ	5	45	量（文）
liɑŋ	6	22	諒亮量（白）
ʨiɑŋ	1	44	將₁
ʨiɑŋ	3	324	講奬槳
ʨiɑŋ	5	45	醬將₂匠
ʨʰiɑŋ	1	44	槍腔疆羌韁
ʨʰiɑŋ	2	13	牆強翔詳祥
ʨʰiɑŋ	3	324	搶
ʨʰiɑŋ	4	21	像
ʨʰiɑŋ	5	45	戧₂
ʨʰiɑŋ	6	22	匠（白）
ȵiɑŋ	2	13	娘
ȵiɑŋ	6	22	釀讓（白）
ɕiɑŋ	1	44	香湘（白）相₁廂商₂鄉（白）
ɕiɑŋ	2	13	償降
ɕiɑŋ	3	324	響想
ɕiɑŋ	5	45	向相₂
iɑŋ	1	44	秧殃鴦
iɑŋ	2	13	洋羊陽（白）楊
iɑŋ	4	21	養癢
iɑŋ	5	45	樣（文）漾恙
iɑŋ	6	22	樣（白）
pən	1	44	繃（文）
pən	5	45	蹦
pən	7	42	□（象聲詞）
pʰən	2	13	棚（文）朋（文）蓬鵬
pʰən	3	324	捧
pʰən	5	45	碰
mən	1	44	蒙₁
mən	2	13	蒙₂
mən	4	21	猛懵
mən	5	45	夢（文）孟
mən	6	22	夢（白）
tən	1	44	冬東
tən	3	324	董懂抍
tən	5	45	棟凍動（文）洞（文）
tʰən	1	44	通
tʰən	2	13	同筒桐銅童瞳
tʰən	3	324	桶統捅
tʰən	4	21	動（白）
tʰən	5	45	痛
tʰən	6	22	洞（白）
lən	1	44	聾
lən	2	13	龍籠隆農膿儂穠濃
lən	3	324	□（蘸)
lən	4	21	攏壟隴
lən	5	45	怒弄
ʦən	1	44	棕₁蹤淙宗鬃
ʦən	3	324	總
ʦən	5	45	棕₂縱皺（白）
ʦʰən	1	44	聰驄匆蔥從
ʦʰən	2	13	從松（白）崇
ʦʰən	3	324	□（推）
sən	1	44	松（文）嵩鬆
sən	2	13	慫
sən	3	324	聳
sən	5	45	送誦頌宋
tʂən	1	44	中₁終忠種盅
tʂən	3	324	腫種₁塚
tʂən	5	45	仲中₂重₁（文）種₂
tʂʰən	1	44	充沖₁舂囪
tʂʰən	2	13	蟲重₂
tʂʰən	3	324	寵
tʂʰən	4	21	重₁（白）
tʂʰən	5	45	沖₂
kən	1	44	公₁工攻功弓躬恭供宮
kən	3	324	鞏拱汞
kən	4	21	公₂
kən	5	45	供貢共（文）公₃羾
kʰən	1	44	空₁
kʰən	3	324	恐孔
kʰən	4	21	□（攪）
kʰən	5	45	控空₂
kʰən	6	22	共（白）
xən	1	44	轟烘豐風瘋楓封峰鋒蜂
xən	2	13	紅洪宏泓弘虹（文）鴻馮逢縫₁
xən	3	324	哄諷
xən	5	45	俸奉（文）鳳（文）
xən	6	22	鳳（白）縫蕻奉（白）
ən	1	44	翁
ən	5	45	蓊甕
ʨʰin	2	13	穹窮
ɕin	1	44	胸匈凶兄洶
ɕin	2	13	熊雄鱅
ɕin	5	45	嗅（白）
in	1	44	雍
in	2	13	戎絨融茸容溶庸
in	4	21	勇冗甬湧擁
in	5	45	用（文）
in	6	22	用（白）
m̩	1	44	姆（～媽）
n̩	3	324	毋
n̩	4	21	爾₂
