cid	character	initial	final	tone	note
1	多	t	uo	214	
2	拖	th	uo	214	
3	大	t	ɑ	51	
4	锣	l	uo	55	
5	左	ts	uo	35	
6	歌	k	ɤ	214	
7	个	k	ɤ	51	
8	可	kh	ɤ	35	
9	鹅	n	ɤ	55	
10	饿	n	ɤ	51	
11	河	x	ɤ	55	
12	茄	tɕh	iᴇ	55	
13	破	ph	ɤ	51	
14	婆	ph	ɤ	55	
15	磨	m	ɤ	55	
16	磨	m	ɤ	51	
17	躲	t	uo	35	
18	螺	l	uo	55	
19	坐	ts	uo	51	
20	锁	s	uo	35	
21	果	k	uo	35	
22	过	k	ɤ	51	白
22	过	k	uo	51	文
23	课	kh	ɤ	51	
24	火	x	uo	35	
25	货	x	uo	51	
26	祸	x	uo	51	
27	靴	ɕ	yᴇ	214	
28	把	p	ɑ	35	
29	爬	ph	ɑ	55	
30	马	m	ɑ	35	
31	骂	m	ɑ	51	
32	茶	tʂh	ɑ	55	
33	沙	ʂ	ɑ	214	
34	假	tɕ	iɑ	35	
35	嫁	tɕ	iɑ	51	
36	牙	∅	iɑ	55	
37	虾	ɕ	iɑ	51	
38	下	ɕ	iɑ	51	
39	夏	ɕ	iɑ	51	
40	哑	∅	iɑ	35	
41	姐	tɕ	iᴇ	35	
42	借	tɕ	iᴇ	51	
43	写	ɕ	iᴇ	35	
44	斜	ɕ	iᴇ	55	
45	谢	ɕ	iᴇ	51	
46	车	tʂh	ɤ	214	
47	蛇	ʂ	ɤ	55	
48	射	ʂ	ɤ	51	
49	爷	∅	iᴇ	55	
50	野	∅	iᴇ	35	
51	夜	∅	iᴇ	51	
52	瓜	k	uɑ	214	
53	瓦	v	ɑ	35	
54	花	x	uɑ	214	
55	化	x	uɑ	51	
56	华	x	uɑ	55	
57	谱	ph	u	35	
58	布	p	u	51	
59	铺	ph	u	214	
60	簿	p	ɤ	51	
61	步	p	u	51	
62	赌	t	u	35	
63	土	th	u	35	
64	图	th	u	55	
65	杜	t	u	51	
66	奴	n	u	55	
67	路	l	u	51	
68	租	ts	u	214	
69	做	ts	ou	51	白
69	做	ts	uo	51	文
70	错	tsh	uo	51	
71	箍	k	u	214	
72	古	k	u	35	
73	苦	kh	u	35	
74	裤	kh	u	51	
75	吴	v	u	55	
76	五	v	u	35	
77	虎	x	u	35	
78	壶	x	u	55	
79	户	x	u	51	
80	乌	v	u	214	
81	女	ȵ	y	35	
82	吕	l	y	35	
83	徐	ɕ	y	55	
84	猪	tʂ	u	214	
85	除	tʂh	u	55	
86	初	tʂh	u	214	
87	锄	tʂh	u	55	
88	所	s	uo	35	
89	书	ʂ	u	214	
90	鼠	ʂ	u	35	
91	如	ʐ	u	51	
92	举	tɕ	y	35	
93	锯	tɕ	y	51	
94	去	tɕh	y	51	
95	渠	tɕh	y	55	
96	鱼	∅	y	55	
97	许	ɕ	y	35	
98	余	∅	y	55	
99	府	f	u	35	
100	付	f	u	51	
