#ɿ				
kʰ	[1]溪[5]契			
h	[3]蟹{阴去变阴上}			
0	[2]鞋[3]矮[6]解-{会}会-{本字解，能}			
#ie				
0	[2]牙芽[5]个-{~别}颗届			
#ue				
p	[1]悲杯飞{~机，~行}[2]赔[3]跛[5]辈[6]背焙			
pʰ	[1]胚坏[2]皮培陪[5]配倍佩[6]被-{棉~}			
b	[3]每			
m	[2]糜[6]妹			
t	[5]缀-{跟，~人去}			
ts	[6]罪			
tsʰ	[1]吹炊[6]𢶀{找}			
s	[1]衰[5]赛税			
k	[3]裹[5]果过{~去}告			
h	[1]恢灰[2]蛔回茴和-{~尚}[3]火伙[5l]货岁[6]会{不会}			
0	[1]锅[2]梅={~花}枚媒煤玫莓[3]煨尾			
#ɛ				
p	[1]巴[2]爬[3]把-{火~}[6]耙父			
pʰ	[2]芭疤杷[5]帕			
m	[2]暝[6]骂			
t	[2]茶			
l	[2]罅			
ts	[1]楂渣灾斋[5]债[6]寨			
tsʰ	[1]叉差岔[2]查			
v	[1]码[3]马			
k	[1]家加嘉佳-{~音}[3]假{真假}贾[5]假{放假}架驾嫁价稼			
h	[1]哮[2]虾霞[6]厦=夏{~天，姓}			
0	[1]亚[3]哑[6]下厦-			
#ɔ				
p	[1]宝播波菠坡玻褒[2]堡[3]簸{颠~}堡补甫保[5]布怖讣报[6]部步哺			
pʰ	[1]铺{~路}[2]蒲脯{菜~}浮{轻~，~起来}仆[3]谱普[5]铺{店~}[6]簿抱={~囡仔}			
b	[2]无戊[3]亩母媒			
m	[1]模摸{偷偷~~，~来~去}[2]蘑魔摩慕毛[5]墓冒			
t	[1]刀[2]途图[3]躲左-{~手}肚{肚子}岛[5]倒[6]度{长~}渡镀道导度{思~}			
tʰ	[1]挑-{~花}[2]驼舵妥椭徒陶萄塗桃[3]讨土[5]吐兔套吐			
n	[2]挪奴[3]脑恼[6]两			
l	[1]蜗[2]罗锣骡脶啰[5]卤[6]路露鹭			
ts	[1]组租资[3]左={~右}租枣佐[5]做[6]助			
tsʰ	[1]粗初-{年~}[2]曹[3]础[5]糙醋措[6]造			
s	[1]唆苏酥蔬疏梭梳={~洗}疏司{公~}丝私思伺[3]想={思~}锁琐所嫂			
v	[6]磨={石~}帽			
k	[1]哥孤姑篙菇呼-{~鸡}[3]古牯故鼓[5]股稿固锢雇顾			
kʰ	[1]科估枯[3]许苦[5]可课库裤			
g	[2]蛾鹅俄吴梧[6]饿五伍误悟			
ŋ	[3]午			
h	[2]湖=蝴=胡荷何和={~平}豪壕毫[3]好耗虎[5]贺[6]祸雨-{落~}号			
0	[1]乌污[5]奥澳懊[6]芋			
#iɔ				
p	[1]錶{手~}彪[3]表{图~}			
pʰ	[1]标飘漂[2]嫖剖[5]漂票			
b	[2]贸谋谬[3]妙			
t	[2]朝潮-{受~}[5]钓			
tʰ	[5]粜			
ts	[1]蕉椒招={招待}[5]照			
tsʰ	[5]笑肖			
s	[1]霄-{云~}烧相-{~往来}[5]少{少年}			
v	[2]苗描[3]秒[6]庙			
k	[2]茄			
kʰ	[6]扣			
0	[1]腰么{~二三}幺{~二三}[2]摇窑[6]尿			
#ai				
p	[2]排牌[5]拜{拜年}摆[6]败			
pʰ	[5]沛派			
m	[2]埋[5]迈勿			
t	[1]呆[2]台[6]待治{~鸡}			
tʰ	[1]筛𥭘{筛子}苔[2]治刣[3]癞-{~哥：麻疯}[5]态太泰			
n	[5]捺[6]耐奈			
l	[2]来梨狸[6]内{训里}里			
ts	[1]栽知{通~，~道}[2]再才材财豺脐[3]指[5]宰载{一年半，~乘，满~}[6]在			
tsʰ	[1]采钗差[2]裁[3]彩睬[5]菜			
s	[1]腮鳃筛西狮[3]屎使驶[5]婿帅[6]侍			
v	[1]歪[2]眉			
k	[1]阶解该佳={~哉}皆楷[3]改={~日}[5]介界盖={~世}尬疥戒{~指}			
kʰ	[5]概溉凯慨			
ŋ	[2]涯[6]碍			
h	[3]海[5]械懈[6]亥害坏			
0	[1]哀埃挨[5]爱蔼			
#ui				
p	[2]肥[5]贝痱[6]吠			
pʰ	[5]肺屁			
t	[2]槌锤重-{倒~来}[5]对碓			
tʰ	[1]梯推[3]腿[6]坠			
n	[3]软			
l	[2]雷[3]蕊[5]垒[6]累{劳~，积~，连~}类			
ts	[1]追锥{~锤}[3]水[5]缀={点~}醉[6]赘			
tsʰ	[1]催崔摧[2]垂[3]碎脆嘴翠悴粹喙			
s	[1]虽衰[2]髓随隧[3]水[6]瑞			
ʒ	[6]锐			
k	[1]龟圭规[3]诡鬼[5]桂轨贵[6]跪柜			
kʰ	[1]闺亏开[2]魁奎癸逵葵[5]溃气愧			
h	[1]妃盔非挥辉徽[3]翡匪[5]悔汇废秽惠慧费汇沸			
0	[1]医委威[2]为维惟唯违围[6]卫位[3]为慰苇纬胃萎[5]讳畏谓			
#au				
p	[1]包胞[2]雹[3]饱={~满}[5]豹鲍			
pʰ	[1]抛[2]刨袍[5]泡炮[6]抱-{~不平}			
m	[2]茅锚矛[3]卯吼={怒~}[6]貌藐			
t	[1]兜蔸[3]斗{量具}[5]槽巢鬥{~争}昼窦[6]豆逗痘			
tʰ	[1]涛滔偷[2]头[3]投敨㪗[5]透			
n	[6]恼闹[3]老			
l	[1]褛[2]撈楼篓流刘留硫琉馏[6]老缕漏			
ts	[1]遭糟昭邹[3]蚤走[5]灶竈笊			
tsʰ	[1]操抄[2]愁[3]草[5]躁奏凑丑骤醜臭兽			
s	[1]骚稍[3]扫{~地}[5]扫{~把}哨沼嗽			
k	[1]较{比~}构购勾交郊钩沟[2]猴[5]遘[3]九垢狗[6]厚			
kʰ	[1]阄[3]口[5]考烤靠犒叩扣寇			
ŋ	[1]藕[2]熬[5]偶[6]傲			
h	[1]浩[2]酵淆[3]哭-{~穷}吼-{狮~}[5]好{爱好}孝={~敬}[6]效后後			
0	[1]欧凹瓯[2]喉侯[5]沤怄[6]後{~天}后{皇~}			
#iu				
t	[2]绸筹纣仇酬[6]秞丈粙{稻谷}			
tʰ	[1]抽			
l	[3]溜[5]榴[6]柳			
ts	[1]皱周舟州洲[3]黍酒守-{~暝}[5]绉咒			
tsʰ	[1]鬚秋[2]泅[3]手[5]宙[6]树就袖			
s	[1]收首修羞[3]守={保~}[5]秀绣锈[6]受寿授售			
dz	[2]又			
k	[1]纠鸠究[3]灸[5]救			
kʰ	[2]求球			
h	[1]休[2]袭[5]朽			
0	[2]优忧幽尤邮由油柔揉魷[3]舀友酉[5]诱幼[6]右佑柚釉			
#iau				
m	[6]貌			
t	[1]雕刁貂[2]朝条-{椅~}[5]吊掉调{音~}[6]调			
tʰ	[1]挑={~拨}[2]调{~和}条={~文}[5]跳			
l	[2]燎疗聊辽撩瞭[3]撩[6]寮寥了料廖			
ts	[1]招-{~呼}焦鸟-{~笼}诏[3]鸟={花~}[5]罩剿			
tsʰ	[2]潮={~湿}[6]超赵召			
dz	[3]爪-{鸡~}			
s	[1]消宵霄={重~}硝销肖鞘屑萧箫搜捎[5]数{算数}[6]韶绍邵			
k	[1]娇矫骄[3]缴饺[5]珓[6]绞翘挢侥			
kʰ	[5]翘			
ŋ	[1]猫[2]饶			
h	[1]靴[2]嚣			
0	[1]邀妖[2]谣尧[5]扰要{重~}耀			
#uai				
k	[1]瓜蹩乖[3]拐{~卖，~脚}[5]怪			
kʰ	[5]会{~计}刽桧绘快			
h	[1]花[2]怀槐淮[5]化			
0	[6]画话{笑~，讲~}			
#ã				
p	[3]饱-{食~}			
pʰ	[5]绊冇{中空}泛{中空}			
t	[1]担-{~水}当{现在}□{现在}[3]胆			
n	[2]篮-[3]榄			
ts	[3]早			
tsʰ	[1]炒			
s	[1]三衫			
k	[1]监膏羔糕[3]敢搞			
kʰ	[1]听厅汀[5]终			
n	[3]领岭			
ts	[1]正-{~月}[3]淡-{~水}[5]正-{~正}正-{~好}			
tsʰ	[3]清			
s	[1]声[2]成城			
k	[1]京惊惊[2]行-{~行}[3]田-{~地}[5]镜[6]件碰戗饯-{~行}			
h	[1]兄[2]蚊[6]瓦艾蜈			
0	[2]迎赢营[3]影			
#ĩ				
p	[1]边偏[3]扁[5]变			
pʰ	[5]片={~段}[6]鼻			
m	[2]绵棉[6]麵{~条}			
tʰ	[1]天			
n	[2]年			
ts	[2]钱[3]子[5l]箭			
s	[6]豉[5]搧扇			
k	[1]墘{边缘}舷{边缘}[5]见			
h	[2]弦			
0	[2]丸圆[6]院			
#ɛ̃				
p	[2]平{和~}坪[5]丙柄[6]病			
m	[2]明-{~年}冥{夜晚}暝{夜晚}			
t	[6]郑			
tʰ	[5]撑杖			
ts	[1]争[2]睛晴[3]井㬹踭			
tsʰ	[1]生-{~水}青-{~草}星-{流~}[3]醒[5]腥			
s	[1]生={学~}生={~死}牲-{头~}[3]省{~长，反~}[5]姓			
k	[1]更-{五~}庚耕[3]哽[5]径经			
kʰ	[1]坑			
ŋ	[6]硬			
#iã				
p	[2]平-{~本}[3]饼			
m	[2]名[6]命			
t	[6]定			
t	[1]听厅汀[5]疼□{痛}			
n	[3]领岭			
ts	[1]正{~月}[3]䭕{咸~}𩟗{咸~}[5]正{立~，~好}			
tsh	[3]请			
s	[1]声[2]成城			
k	[1]京惊[2]行{行走}[3]囝{子女}[5]镜[6]件键腱健-{勇~}			
h	[1]兄[2]蚁[6]瓦艾蜈			
0	[2]迎赢营[3]影			
#uã				
p	[1]般搬[2]盘[5]贩半叛			
pʰ	[1]攀潘[5]盼判-{审~}[6]胖伴{~随，做~}			
m	[2]嫲[3]瞒满			
n	[5]僆{小鸡}			
t	[1]丹单[2]弹{~琴，子~}[5]疸			
tʰ	[1]滩摊[5]炭			
n	[2]栏			
ts	[2]泉			
s	[1]山[3]产[5]散{药~，分~}			
k	[1]歌乾-{饼~}肝竿杆官棺[2]寒[6]汗			
kʰ	[1]宽[5]看{~见}看{看~}			
h	[1]欢_{#n}[6]罕焊换罕_{#n}			
0	[6]换_{#n}换_{#t}换_{#k}[5]案碗			
#iũ				
t	[1]张装[2]场[3]掌[5]涨账胀嶂			
n	[2]娘粮[3]纽两[6]辆			
ts	[3]蒋奖桨[5]浆[6]上{~山，安~}痒			
tsʰ	[1]枪[2]墙[3]抢唱[6]匠象{大~}象{印~}像橡			
s	[1]箱镶[6]想-{~法}尚			
k	[1]薑			
kʰ	[1]腔			
h	[1]乡			
0	[2]羊杨-{~梅}洋[6]样			
#uĩ				
p	[6]饭			
m	[2]门[6]问			
t	[3]转[5]屯[6]断			
tʰ	[5]脱			
n	[6]卵			
ts	[1]砖[5]钻{~孔，电~}			
s	[1]荽酸蓑[5]算			
k	[1]光-{~圈}			
kʰ	[1]筐眶			
ŋ	[2]桅危[3]伪[5]魏			
h	[2]园[6]远遥			
0	[2]黄簧			
#uaĩ				
k	[1]关[3]杆			
0	[2]拦横{~直}横{蛮~}			
#am				
t	[1]担={~保}耽[2]澹			
tʰ	[1]贪坍[2]谈痰潭谭[5]探			
n	[2]南腩			
l	[2]蓝淋[5]览揽濫舰[6]缆			
ts	[1]沾[5]斩[6]站{车站}			
tsʰ	[1]参{~加}渗[2]蚕[3]惭惨[6]杉			
s	[3]糁			
k	[1]甘尴监柑[2]含-澹{湿}[3]感[5]鉴			
kʰ	[1]堪龛勘[5]坎			
ŋ	[2]岩			
h	[1]蚶[2]衔含={包~}函[5]陷撼憾			
0	[1]庵[2]颔[5]暗			
#im				
t	[2]沉			
l	[2]林临			
ts	[1]砧[5]浸枕			
tsʰ	[1]侵深			
s	[1]心[3]婶[5]沈审甚			
k	[1]金襟[3]锦[5]禁{不~，~止}			
kʰ	[1]钦[2]琴禽			
ŋ	[2]吟琴壬			
0	[1]音阴荫[2]淫{~乱}[5]饮[6]任			
#em				
s	[1]森参{人~}			
0	[1]揞{手覆}			
#iam				
t	[2]甜[3]点[5]踮店			
tʰ	[1]添			
n	[2]鲇[6]念腍			
l	[2]镰廉帘[6]敛殓			
ts	[1]尖簪针[5]蘸占佔			
tsʰ	[1]歼籤簽迁[6]暂渐			
s	[2]潜[5]陕			
k	[1]兼[2]鹹[3]碱检[5]剑			
kʰ	[1]谦[2]钳[5]欠[6]俭			
ŋ	[2]檐严[6]染验酽			
h	[2]咸嫌禅[3]险[5]喊			
0	[1]阉掩腌[3]闰炎盐[5]厌阎艳焰[6]揞{撒粉末}			
#an				
p	[1]班斑平{便宜}鬓[3]板[5]颁扳版			
pʰ	[1]藩番{~禺}[5]扮判={~别}拌			
m	[2]蛮闽[3]浼[5]蔓馒鳗漫			
t	[1]旦[2]但陈-{姓}[5]诞[3]等			
tʰ	[1]瘫[2]坛[5]叹毯趁			
n	[2]难			
l	[2]兰[3]懒[6]烂			
ts	[1]曾{姓}增赠[2]曾{~经}层-{~次}[3]绽[5]赞盏攒憎			
tsʰ	[1]残单蝉塍{田地}[3]铲灿蹭			
s	[1]删珊[3]㾪			
v	[6]慢万			
k	[1]乾={~杯}干奸姦橄艰间={空~}[3]锏[6]芥			
kʰ	[1]刊牵			
ŋ	[2]颜[6]岸			
h	[2]韩还{还书，还有}[3]罕={稀~}[5]翰汉[6]限			
0	[1]安鞍[5]按			
#in				
p	[2]平={~均}[5]禀秉并			
pʰ	[1]拼[2]贫频屏[3]品[5]聘			
m	[2]眠[6]面			
t	[2]尘藤亭[5]镇振-{振动}[6]阵={~势}			
n	[2]宁{宁波}			
l	[1]磷鳞[2]龙-{~眼干}怜邻陵凌菱灵翎[5]赁伶[6]凛			
ts	[1]珍诊疹征蒸振津臻真精晶贞侦征[5]进晋振={~动}震证症整[6]尽			
tsʰ	[1]青={~翠}亲{~生，~家}称{~心，~呼}[2]秦臣惩逞呈-{~文}程-{~度，姓}诚陈={~列}[5]颤={~栗}秤乘{~机，~除}[6]趁			
dz	[2]仁[6]认			
s	[1]辛新牲={~畜}申升馨[2]神娠辰晨绳承蝇[5]讯肾迅圣			
k	[1]今巾斤筋更={~换}[2]根鲸[3]紧[5]警竟[6]近{~视，远~}			
kʰ	[1]轻{年~，不重}[2]芹[5]庆			
h	[5]衅			
0	[1]缨莺樱鹦殷应{~当}[2]盈龈银[5]印引应{~用}映颖			
#un				
p	[1]奔分-{~开，给}[3]本[5]笨			
pʰ	[2]盆坟[5]喷			
t	[1]敦墩[3]顿囤盾[6]炖			
tʰ	[1]吞[2]豚[6]钝{不锋利}			
l	[2]仑伦沦轮[6]论-{~论}论-{~语}			
ts	[1]尊遵[2]船[3]抖准準[5]俊圳颤-{各各~}[6]阵{时~}			
tsʰ	[1]村椿春伸-{~手}[2]储存纯醇[3]刺[5]寸蠢[6]侟			
s	[1]孙[2]旬循巡询[3]笋榫[5]逊殉[6]顺			
ʒ	[5]刃[6]忍韧允			
k	[1]均钧君军郡[2]裙[3]滚[5]棍			
kʰ	[1]昆坤[2]群郡琼[3]捆菌[5]困			
h	[1]晕昏婚芬纷熏烟分={~钟，分数}薰[2]魂云雲浑{~浊，水~}[3]粉{~笔，~松}[5]奋愤忿训[6]份			
0	[1]温瘟[2]闻[3]稳隐瘾[5]润韵运[6]混			
#en				
p	[1]兵逩彬槟滨殡冰[3]扳			
pʰ	[2]苹平-{~头}评朋凭=萍{浮~，~水相逢}[6]凭-			
m	[2]民萌明盟铭[3]敏[5]闷孟[6]命			
t	[1]颠登灯橙瞪丁钉叮[2]庭[3]等={~次}[5]订顶鼎长{~辈}[6]邓			
tʰ	[2]腾澄停廷挺[6]澄			
n	[1]𬂌{奶}奶[2]宁			
l	[2]零铃[3]冷[6]令另			
ts	[2]前-{~门}情[5]政[6]静靖净			
tsʰ	[1]清{~楚，~明}千			
s	[1]甥身星={~期}伸={~缩}薪僧[2]成{~功}成{做~}[5]胜性盛			
k	[1]经{念~，~纬，~丝}[3]卷简境景[5]劲梗耿敬			
kʰ	[1]倾[3]肯={~定}[5]恳垦顷			
h	[1]兴{~旺}[2]恒衡杏形型刑[3]肯-{不~}[5]兴{高~}幸[6]苋			
0	[1]婴恩因英[2]闲			
#uan				
t	[1]端[3]断锻[6]段缎			
tʰ	[2]团			
l	[6]乱			
ts	[1]专[2]全			
tsʰ	[1]餐川[2]传{~达}[5]篆喘篡			
s	[2]旋[3]选[5]蒜			
k	[1]观[2]悬[3]管馆[5]冠贯灌罐惯[6]县			
kʰ	[2]权[3]款			
h	[1]番{~薯}番{一~被}欢={~呼}[2]烦繁凡帆犯桓环[3]反[5]缓幻[6]范範犯焕患			
0	[1]弯冤[2]芫然燃延言捻完顽湾员缘元原源袁[3]皖腕晚[5]挽阮[6]愿			
#ien				
p	[1]鞭蝙[3]匾[5]辨汴办遍[6]便			
pʰ	[1]编{主~}篇[5]片-{唱~}骗辩瓣			
m	[6]娩缅免勉			
t	[1]癫[3]典腆[5]殿奠[6]电			
tʰ	[2]填{~空}			
l	[2]连联怜莲[6]练炼链楝恋			
ts	[1]煎笺毡[2]前={~进}[3]栈剪展[5]荐践战			
tsʰ	[3]浅癣[5]溅贱			
s	[1]喧廯鲜{新~，朝~}宣仙先[5]线羡信[6]善膳			
k	[1]绢肩坚捐趼间-{房~}[5]券建[6]健={~康}			
kʰ	[1]圈[2]乾[3]倦[5]劝遣卷犬			
ŋ	[1]研			
h	[1]轩掀[2]贤悬眩玄[3]显[5]宪献[6]现			
0	[1]烟咽渊铅胭[2]援沿辕[5]雁晏演堰燕宴怨			
#iun				
k	[5]谨			
h	[1]欣熏勋			
0	[5]咏			
#aŋ				
p	[1]浜崩[2]房{~间，姓}帆[5]放-{~手}棒			
pʰ	[1]芳蜂-{~王}[2]庞彭膨棚蓬			
b	[6]梦			
m	[1]蚊[2]盲氓[3]蠓莽[5]蟒忘猛[6]忘			
t	[1]东冬[2]铜筒同-{合~}[3]等-{~人}[5]挡顶崬[6]重{~量}			
tʰ	[1]汤窗[2]虫桐{~油}[3]桶[5]荡[6]柱			
l	[2]侬{人}聋笼[5]弄			
ts	[1]鬃[2]丛[5]粽糉			
tsʰ	[1]葱仓={~皇}			
s	[1]鬆{轻~}[5]送			
v	[6]网望			
k	[1]蚣工公-{~鸡}[2]雄-{鸭~仔}[5]项{~链}[6]共			
kʰ	[1]慷空-{破~}孔[5]抗			
h	[2]行{银行}杭[6]巷			
0	[1]罂翁={渔~}[2]红			
#ɔŋ				
p	[1]枫[5]榜绑捧奉			
pʰ	[2]滂鸿冯[5]谤			
m	[2]忙芒茫亡虻[6]妄			
t	[1]桐={梧~树}童同={~胞}[3]党档董[5]冻栋[6]动			
tʰ	[1]通[2]塘[3]洞统[5]倘躺烫趟瞳			
n	[2]农{~村}脓囊			
l	[2]郎廊狼隆[5]拢垄[6]朗浪			
ts	[1]综崇[3]总碾[5]壮			
tsʰ	[1]苍冲聪[2]丛[5]创[6]闯撞			
s	[5l]爽宋			
k	[1]公={~安}攻[3]讲[5]钢降巩贡汞			
kʰ	[1]空={~间}[5]恐控			
ŋ	[1]翁{老~}[5]昂			
h	[1]丰封峰锋风蜂={~起}疯[2]航皇虹弘轰宏烘洪逢凰 縫{裁~，~隙}[5]讽[6]凤俸			
0	[1]翁-{丈夫}[2]王			
#uŋ				
m	[2]懵			
t	[5]懂			
#əŋ				
p	[1]帮邦			
pʰ	[2]旁			
t	[1]当[2]堂棠唐长{~期}肠[5]裆当[6]荡丈			
tʰ	[1]汤[2]糖			
n	[6]裆瓤[3]女			
ts	[1]赃妆桩{打~}[5]葬[6]藏臟状			
tsʰ	[1]仓-{~库}疮[2]床{河~}			
s	[1]桑丧{~事}嗓丧{~失}霜孀[3]损			
k	[1]冈岗刚纲缸江扛[5]杠港降			
kʰ	[1]康糠[5]囥			
#iaŋ				
tʰ	[5]艇			
l	[2]良凉量梁粱[6]谅亮量{数量}			
ts	[1]将庄章樟[3]长{生~}[5]酱将仗障瘴			
tsʰ	[1]昌菖[2]淙潨潀[3]廠			
s	[1]相{互~}双厢湘襄商伤[2]详祥常呈={~报}[3]赏偿[5]相{~貌}像[6]上			
k	[1]疆僵缰姜[3]强[5]强			
h	[1]亨[3]响饷享[5]向			
0	[1]央殃萦{~线}[2]阳扬疡杨={白~}[3]壤养仰[6]酿让			
#uaŋ				
k	[1]光={~辉}[5]广			
kʰ	[1]匡[2]狂[5]旷况矿			
h	[1]慌荒={~凉}[2]蝗肪防[5]谎仿放={解~}妨纺倣彷访			
0	[1]瓮汪[3]枉往[6]旺			
#iɔŋ				
t	[1]中-{~间}忠鍾={~情}[2]层={~出不穷}重={~复}[5]中-{~暑}			
l	[2]龙={~灯}			
ts	[1]舂椶棕宗终鐘-{~表}盅踪[[3]种{~类}肿[5]种{~田}众纵怂中={射~}			
tsʰ	[1]充[2]从{~容，跟~}松{~树}[6]像仲穿[5]铳			
s	[1]蒿[5]讼[6]诵颂			
k	[1]弓躬宫恭供[2]穷[3]拱供			
h	[1]胸凶[2]熊雄=			
0	[1]庸[2]榕荣绒融茸容蓉镕雍浓[3]永捅拥涌[6]蕹{~菜}用{用处}			
#aʔ				
p	[7]北			
pʰ	[7]拍			
b	[7]肉密-{~斗}			
t	[7]帖答搭[8]踏贴-{~邮票}			
tʰ	[7]塔塌沓-{~悬}			
l	[8]腊纳-{出~}			
ts	[8]闸			
tsʰ	[7]插			
s	[7]萨煞[8]煠			
k	[7]恰甲胛夹={照~}			
kʰ	[7]蛤鸽			
h	[8]合-{真~}			
0	[7]鸭压			
#iʔ				
p	[7]鳖			
m	[8]物-{~件}			
t	[7]滴[8]值={~班}			
tʰ	[7]扯铁			
n	[7]捏			
l	[8]役-{差~}裂力={~争}			
ts	[8]舌			
s	[7]塞={~责}			
k	[7]砌寂			
0	[8]翼=			
#uʔ				
t	[7]啄			
tʰ	[7]凸突			
l	[7]捋			
ts	[7]捽			
tsʰ	[7]猝			
#ɔʔ				
p	[7]剥驳[8]勃			
pʰ	[7]粕{渣滓}			
t	[7]桌[8]着择			
ts	[7]卓琢			
s	[7]索			
0	[7]恶[8]学			
#eʔ				
p	[7]八[8]拔-{~草}			
t	[7]掇			
n	[7]𥍉			
l	[7]劣			
ts	[8]绝节-{~气}			
tsʰ	[7]妾切			
s	[7]薛楔雪櫼			
h	[7]核歇			
0	[8]狭			
#ɛʔ				
p	[7]百伯柏擘{~开}[8]泊={漂~}白			
pʰ	[8]泊-{落~}魄			
m	[8]麦脉			
ts	[7]绩			
tsʰ	[7]册			
v	[8]袜月			
k	[7]格{空~}隔			
kʰ	[7]客			
h	[7]吓			
0	[7]轭			
#iaʔ				
tʰ	[7]拆[8]蝶-			
l	[8]掠			
ts	[7]迹			
s	[7]泄锡			
k	[8]剧			
0	[8]额页			
#uaʔ				
p	[7]钵拨[8]跋發-{~病}			
pʰ	[7]拨={~河}泼			
m	[7]抹			
tʰ	[7]屉			
l	[8]獭猎={涉~}[7]辣			
ts	[8]□{虼~：蟑螂}蚻{虼~：蟑螂}			
tsʰ	[7]察撮			
s	[7]杀			
ʒ	[7]热-{~天}			
k	[7]割			
kʰ	[7]渴阔			
0	[7]末[8]活			
#iɔʔ				
tʰ	[7]籴			
ts	[7]借爵[8]石			
tsʰ	[8]蓆{草~}席-{草~}			
kʰ	[7]抾挈			
h	[8]箬			
0	[7]约跃[8]药			
#ieʔ				
ŋ	[7]挟[8]夹-{~子}			
