字	片	区	小片	方言点	声母	韵母	调值	调类	备注
古	海外閩語			曼谷(潮州話)	k	ou	53	陰上	
召	海外閩語			曼谷(潮州話)	t	iau	35/11	陽去陽上	
后	海外閩語			曼谷(潮州話)	0	au	35	陽上	
吳	海外閩語			曼谷(潮州話)	g	ou	55	陽平	
吼	海外閩語			曼谷(潮州話)	h	ou	55	陽平	
哽	海外閩語			曼谷(潮州話)	k	ẽ	213	陰去	骨哽在喉。
善	海外閩語			曼谷(潮州話)	s	iaŋ	35	陽上	
喬	海外閩語			曼谷(潮州話)	kʰ	iau	55	陽平	
围	海外閩語			曼谷(潮州話)	0	ui	55	陽平	
圓	海外閩語			曼谷(潮州話)	z	ĩ	55	陽平	
地	海外閩語			曼谷(潮州話)	t	i	11	陽去	
坠	海外閩語			曼谷(潮州話)	t	ui	11	陽去	與墮異。
堵	海外閩語			曼谷(潮州話)	t	u	53	陰上	
声	海外閩語			曼谷(潮州話)	s	ĩã	33	陰平	
天	海外閩語			曼谷(潮州話)	tʰ	ĩ/iaŋ	33	陰平	
夫	海外閩語			曼谷(潮州話)	h	u	33	陰平	
奈	海外閩語			曼谷(潮州話)	n	ai	35	陽上	
姑	海外閩語			曼谷(潮州話)	k	ou	33	陰平	
姚	海外閩語			曼谷(潮州話)	0	ie	55	陽平	
威	海外閩語			曼谷(潮州話)	0	ui	33	陰平	
婆	海外閩語			曼谷(潮州話)	pʰ	ua	55	陽平	
宜	海外閩語			曼谷(潮州話)	z	i	55	陽平	
宠	海外閩語			曼谷(潮州話)	tʰ	uŋ	53	陰上	
寄	海外閩語			曼谷(潮州話)	k	ia	213	陰去	
尾	海外閩語			曼谷(潮州話)	b	ue	53	陰上	
尿	海外閩語			曼谷(潮州話)	ts	io	11	陽去	
峯	海外閩語			曼谷(潮州話)	h	uŋ	33	陰平	
峰	海外閩語			曼谷(潮州話)	h	uŋ	33	陰平	
巖	海外閩語			曼谷(潮州話)	ŋ	am	55	陽平	
工	海外閩語			曼谷(潮州話)	k	aŋ	33	陰平	
左	海外閩語			曼谷(潮州話)	ts	o	53	陰上	
巫	海外閩語			曼谷(潮州話)	m	u	55	陽平	
己	海外閩語			曼谷(潮州話)	k	i	53	陰上	
布	海外閩語			曼谷(潮州話)	p	ou	213	陰去	
帐	海外閩語			曼谷(潮州話)	t	ĩẽ	213	陰去	
平	海外閩語			曼谷(潮州話)	pʰ	eŋ	55	陽平	
幺	海外閩語			曼谷(潮州話)	z	au	33	陰平	么二三。
幼	海外閩語			曼谷(潮州話)	z	iu	213	陰去	
废	海外閩語			曼谷(潮州話)	h	ui	213	陰去	
庭	海外閩語			曼谷(潮州話)	tʰ	eŋ	55	陽平	
康	海外閩語			曼谷(潮州話)	kʰ	aŋ	33	陰平	
廝	海外閩語			曼谷(潮州話)	s	ɤ	33	陰平	
开	海外閩語			曼谷(潮州話)	kʰ	ui/ai	33	陰平陰平	
弦	海外閩語			曼谷(潮州話)	h	ĩ	55	陽平	
当	海外閩語			曼谷(潮州話)	t	ɤŋ	33	陰平	當時、應當讀音亦同。
往	海外閩語			曼谷(潮州話)	0	uaŋ	53	陰上	
很	海外閩語			曼谷(潮州話)	h	ɤŋ	53	陰上	
忍	海外閩語			曼谷(潮州話)	z	im	35	陽上	
忠	海外閩語			曼谷(潮州話)	t	uŋ	33	陰平	
思	海外閩語			曼谷(潮州話)	s	ɤ	33	陰平	
怪	海外閩語			曼谷(潮州話)	k	uai	213	陰去	
恋	海外閩語			曼谷(潮州話)	l	uaŋ	11	陽去	
悶	海外閩語			曼谷(潮州話)	m	uŋ	11	陽去	
應	海外閩語			曼谷(潮州話)	z	eŋ	33	陰平	應當、應用讀音亦同。
懵	海外閩語			曼谷(潮州話)	m	uŋ	35/53	陽上/陰上	懵懂。
懶	海外閩語			曼谷(潮州話)	t	ũã	35	陽上	
戍	海外閩語			曼谷(潮州話)	s	uʔ	2	陰入	
我	海外閩語			曼谷(潮州話)	0	ua	53	陰上	
房	海外閩語			曼谷(潮州話)	p	aŋ	55	陽平	
扁	海外閩語			曼谷(潮州話)	p	ĩ	53	陰上	
才	海外閩語			曼谷(潮州話)	tsʰ	ai	55	陽平	
打	海外閩語			曼谷(潮州話)	pʰ	aʔ	2	陰入	
披	海外閩語			曼谷(潮州話)	pʰ	i	33	陰平	
拏	海外閩語			曼谷(潮州話)	n	a	53	陰上	
择	海外閩語			曼谷(潮州話)	t	oʔ	5	陽入	擇菜、選擇讀音亦同。
拳	海外閩語			曼谷(潮州話)	kʰ	uŋ	55	陽平	
挽	海外閩語			曼谷(潮州話)	m	aŋ	53	陰上	
捐	海外閩語			曼谷(潮州話)	k	iaŋ	33	陰平	
捞	海外閩語			曼谷(潮州話)	l	au	55	陽平	
损	海外閩語			曼谷(潮州話)	s	uŋ	53	陰上	
握	海外閩語			曼谷(潮州話)	0	uʔ	2	陰入	
搅	海外閩語			曼谷(潮州話)	k	a	53	陰上	
搓	海外閩語			曼谷(潮州話)	tsʰ	o	33	陰平	
搜	海外閩語			曼谷(潮州話)	s	iau	33	陰平	
撦	海外閩語			曼谷(潮州話)	tsʰ	ia	53	陰上	
攻	海外閩語			曼谷(潮州話)	k	uŋ	33	陰平	攻擊。
救	海外閩語			曼谷(潮州話)	k	iu	213	陰去	
敲	海外閩語			曼谷(潮州話)	kʰ	iau	33	陰平	
斋	海外閩語			曼谷(潮州話)	ts	e	33	陰平	
新	海外閩語			曼谷(潮州話)	s	iŋ	33	陰平	
施	海外閩語			曼谷(潮州話)	s	i	33	陰平	
昏	海外閩語			曼谷(潮州話)	h	uŋ	33	陰平	
普	海外閩語			曼谷(潮州話)	pʰ	ou	53	陰上	
曹	海外閩語			曼谷(潮州話)	tsʰ	au	33	陰平	
朱	海外閩語			曼谷(潮州話)	ts	u	33	陰平	
杏	海外閩語			曼谷(潮州話)	h	eŋ	35	陽上	
柔	海外閩語			曼谷(潮州話)	z	iu	55	陽平	
柳	海外閩語			曼谷(潮州話)	l	iu	53	陰上	
桑	海外閩語			曼谷(潮州話)	s	aŋ	33	陰平	
桓	海外閩語			曼谷(潮州話)	h	uaŋ	55	陽平	
桶	海外閩語			曼谷(潮州話)	tʰ	aŋ	53	陰上	
梅	海外閩語			曼谷(潮州話)	m	ue	55	陽平	
梗	海外閩語			曼谷(潮州話)	k	ẽ	53	陰上	莖。
械	海外閩語			曼谷(潮州話)	h	ai	35	陽上	
椿	海外閩語			曼谷(潮州話)	tsʰ	uŋ	33	陰平	椿樹。
極	海外閩語			曼谷(潮州話)	k	ek	5	陽入	
歎	海外閩語			曼谷(潮州話)	tʰ	aŋ	213	陰去	
歼	海外閩語			曼谷(潮州話)	tsʰ	iam	33	陰平	殲滅。
毕	海外閩語			曼谷(潮州話)	p	iʔ	2	陰入	
汁	海外閩語			曼谷(潮州話)	ts	ap	2	陰入	
江	海外閩語			曼谷(潮州話)	k	aŋ	33	陰平	
沉	海外閩語			曼谷(潮州話)	t	im	55	陽平	
沾	海外閩語			曼谷(潮州話)	n	iam	55	陽平	
泛	海外閩語			曼谷(潮州話)	h	uam	35	陽上	
波	海外閩語			曼谷(潮州話)	p	o	33	陰平	
涼	海外閩語			曼谷(潮州話)	l	iaŋ	55	陽平	
溜	海外閩語			曼谷(潮州話)	l	iu	33	陰平	
潭	海外閩語			曼谷(潮州話)	tʰ	am	55	陽平	
灯	海外閩語			曼谷(潮州話)	t	eŋ	33	陰平	
烂	海外閩語			曼谷(潮州話)	l	aŋ	11	陽去	
焯	海外閩語			曼谷(潮州話)					開水焯菜。
焰	海外閩語			曼谷(潮州話)	z	am	11	陽去	
熏	海外閩語			曼谷(潮州話)	h	ŋ̩	33	陰平	
燃	海外閩語			曼谷(潮州話)	j	in	55	陽平	
牯	海外閩語			曼谷(潮州話)	k	ou	53	陰上	
猛	海外閩語			曼谷(潮州話)	m	ẽ	53	陰上	
猷	海外閩語			曼谷(潮州話)	z	iu	55	陽平	
玉	海外閩語			曼谷(潮州話)	ŋ	eʔ	5	陽入	
珠	海外閩語			曼谷(潮州話)	ts	u	33	陰平	
璚	海外閩語			曼谷(潮州話)	kʰ	eŋ	55	陽平	
瓦	海外閩語			曼谷(潮州話)	h	ia	35	陽上	
瓶	海外閩語			曼谷(潮州話)	p	aŋ	55	陽平	
甥	海外閩語			曼谷(潮州話)	s	eŋ	33	陰平	
疲	海外閩語			曼谷(潮州話)	pʰ	i	55	陽平	
痰	海外閩語			曼谷(潮州話)	tʰ	am	55	陽平	
登	海外閩語			曼谷(潮州話)	t	eŋ	33	陰平	
百	海外閩語			曼谷(潮州話)	p	eʔ	2	陰入	
皇	海外閩語			曼谷(潮州話)	0	uaŋ	55	陽平	
眉	海外閩語			曼谷(潮州話)	b	ai	55	陽平	
眾	海外閩語			曼谷(潮州話)	ts	eŋ	213	陰去	
睡	海外閩語			曼谷(潮州話)	s	ui	35	陽上	
矛	海外閩語			曼谷(潮州話)	m	au	55	陽平	
矮	海外閩語			曼谷(潮州話)	0	oi	53	陰上	
石	海外閩語			曼谷(潮州話)	ts	ieʔ	5	陽入	
磉	海外閩語			曼谷(潮州話)					柱下石。
私	海外閩語			曼谷(潮州話)	s	ɤ	55	陽平	
秧	海外閩語			曼谷(潮州話)	z	aŋ	33	陰平	
秫	海外閩語			曼谷(潮州話)	s	uʔ	5	陽入	
穴	海外閩語			曼谷(潮州話)	0	uaʔ	5	陽入	
空	海外閩語			曼谷(潮州話)	kʰ	aŋ/uŋ	33	陰平	空虛。
笠	海外閩語			曼谷(潮州話)	l	ip	5	陽入	
篾	海外閩語			曼谷(潮州話)	m	iʔ	5	陽入	竹篾。
粗	海外閩語			曼谷(潮州話)	tsʰ	ou	33	陰平	
糟	海外閩語			曼谷(潮州話)	ts	au	33	陰平	
糠	海外閩語			曼谷(潮州話)	kʰ	ɤŋ	33	陰平	
緊	海外閩語			曼谷(潮州話)	k	iŋ	53	陰上	
纹	海外閩語			曼谷(潮州話)	m	uŋ	55	陽平	
纽	海外閩語			曼谷(潮州話)	n	iu	53	陰上	
细	海外閩語			曼谷(潮州話)	s	oi	213	陰去	
翁	海外閩語			曼谷(潮州話)	0	uŋ	33	陰平	
翠	海外閩語			曼谷(潮州話)	tsʰ	ui	213	陰去	
肃	海外閩語			曼谷(潮州話)	s	uʔ	2	陰入	
肄	海外閩語			曼谷(潮州話)	z	i	11	陽去	肄業。
肝	海外閩語			曼谷(潮州話)	k	ũã	33	陰平	
腕	海外閩語			曼谷(潮州話)	0	uaŋ	53	陰上	
腻	海外閩語			曼谷(潮州話)	0	ɤ	213	陰去	
舅	海外閩語			曼谷(潮州話)	k	u	35	陽上	
舍	海外閩語			曼谷(潮州話)	s	ia	213	陰去	
舰	海外閩語			曼谷(潮州話)	l	am	53	陰上	
芭	海外閩語			曼谷(潮州話)	p	a	33	陰平	
若	海外閩語			曼谷(潮州話)	z	aʔ	5	陽入	
范	海外閩語			曼谷(潮州話)	h	uam	35	陽上	
茅	海外閩語			曼谷(潮州話)	m	au	33	陰平	
荥	海外閩語			曼谷(潮州話)	z	uŋ	55	陽平	滎陽。
莫	海外閩語			曼谷(潮州話)	m	oʔ	5	陽入	
菊	海外閩語			曼谷(潮州話)	k	eʔ	2	陰入	
菢	海外閩語			曼谷(潮州話)	p	u	11	陽去	
萤	海外閩語			曼谷(潮州話)	z	uŋ	55	陽平	
葉	海外閩語			曼谷(潮州話)	h	ieʔ	5	陽入	
蓝	海外閩語			曼谷(潮州話)	l	am	55	陽平	
蔽	海外閩語			曼谷(潮州話)	p	i	11	陽去	
薅	海外閩語			曼谷(潮州話)					除田草。
藤	海外閩語			曼谷(潮州話)	tʰ	eŋ	55	陽平	
虛	海外閩語			曼谷(潮州話)	h	ɤ	33	陰平	
虞	海外閩語			曼谷(潮州話)	ŋ	o	55	陽平	
蛙	海外閩語			曼谷(潮州話)	0	ua	33	陰平	
蛰	海外閩語			曼谷(潮州話)	t	iʔ	5	陽入	驚蟄。
蝶	海外閩語			曼谷(潮州話)	t	iap	5	陽入	
螺	海外閩語			曼谷(潮州話)	l	o	55	陽平	螺螄。
衝	海外閩語			曼谷(潮州話)	tsʰ	uŋ	33	陰平	
衣	海外閩語			曼谷(潮州話)	z	i	33	陰平	
补	海外閩語			曼谷(潮州話)	p	ou	53	陰上	
衬	海外閩語			曼谷(潮州話)	tsʰ	uŋ	213	陰去	
衰	海外閩語			曼谷(潮州話)	s	uai	33	陰平	
袄	海外閩語			曼谷(潮州話)	0	o	53	陰上	
袍	海外閩語			曼谷(潮州話)	pʰ	au	55	陽平	
袖	海外閩語			曼谷(潮州話)	s	iu	11	陽去	
袴	海外閩語			曼谷(潮州話)	kʰ	ou	213	陰去	
裹	海外閩語			曼谷(潮州話)	k	ue	53	陰上	
要	海外閩語			曼谷(潮州話)	0	iau	33	陰平	要求。
觅	海外閩語			曼谷(潮州話)	tsʰ	ue	11	陽去	
訖	海外閩語			曼谷(潮州話)	kʰ	ɤʔ	2	陰入	
許	海外閩語			曼谷(潮州話)	kʰ	ou	53	陰上	
誰	海外閩語			曼谷(潮州話)	s	ui	55	陽平	
謂	海外閩語			曼谷(潮州話)	0	ui	11	陽去	
謄	海外閩語			曼谷(潮州話)	tʰ	eŋ	55	陽平	
认	海外閩語			曼谷(潮州話)	z	iŋ	11	陽去	
让	海外閩語			曼谷(潮州話)	z	aŋ	35/11	陽去陽上	
讫	海外閩語			曼谷(潮州話)	kʰ	ɤʔ	2	陰入	
讯	海外閩語			曼谷(潮州話)	s	iŋ	213	陰去	
讲	海外閩語			曼谷(潮州話)	k	aŋ	53	陰上	
许	海外閩語			曼谷(潮州話)	kʰ	ou	53	陰上	
豪	海外閩語			曼谷(潮州話)	h	au	55	陽平	
貳	海外閩語			曼谷(潮州話)	n	o	35/11	陽去陽上	貳心。
赖	海外閩語			曼谷(潮州話)	l	ai	35	陽上	
赵	海外閩語			曼谷(潮州話)	t	ie	35	陽上	
起	海外閩語			曼谷(潮州話)	kʰ	i	53	陰上	
蹲	海外閩語			曼谷(潮州話)	ts	uŋ	33	陰平	
轉	海外閩語			曼谷(潮州話)	ts	uaŋ	53	陰上	轉送。
车	海外閩語			曼谷(潮州話)	tsʰ	ia	33	陰平	車馬炮。
辉	海外閩語			曼谷(潮州話)	h	ui	33	陰平	
输	海外閩語			曼谷(潮州話)	s	u	33	陰平	
过	海外閩語			曼谷(潮州話)	k	ue	213	陰去	
迎	海外閩語			曼谷(潮州話)	ŋ	eŋ	55	陽平	
迷	海外閩語			曼谷(潮州話)	m	i	55	陽平	
逵	海外閩語			曼谷(潮州話)	kʰ	ui	55	陽平	
遂	海外閩語			曼谷(潮州話)	t	ui	11	陽去	
邻	海外閩語			曼谷(潮州話)	l	iŋ	55	陽平	
郎	海外閩語			曼谷(潮州話)	l	ɤŋ/aŋ	55	陽平	
釁	海外閩語			曼谷(潮州話)	h	iŋ	11	陽去	
釜	海外閩語			曼谷(潮州話)	p	ou	53	陰上	
鉴	海外閩語			曼谷(潮州話)	k	am	213	陰去	
鐵	海外閩語			曼谷(潮州話)	tʰ	iʔ	2	陰入	
钵	海外閩語			曼谷(潮州話)	p	uaʔ	2	陰入	
铭	海外閩語			曼谷(潮州話)	m	eŋ	55	陽平	
铳	海外閩語			曼谷(潮州話)	tsʰ	eŋ	213	陰去	放銃。
银	海外閩語			曼谷(潮州話)	ŋ	ɤŋ	55	陽平	
锁	海外閩語			曼谷(潮州話)	s	o	53	陰上	
锄	海外閩語			曼谷(潮州話)	t	ɤ	55	陽平	
锅	海外閩語			曼谷(潮州話)	0	ue	33	陰平	
锥	海外閩語			曼谷(潮州話)	ts	ui	33	陰平	
镰	海外閩語			曼谷(潮州話)	l	iam	55	陽平	
門	海外閩語			曼谷(潮州話)	m	uŋ	55	陽平	
閑	海外閩語			曼谷(潮州話)	0	õĩ	55	陽平	
闷	海外閩語			曼谷(潮州話)	m	uŋ	11	陽去	
闽	海外閩語			曼谷(潮州話)	m	aŋ	55	陽平	閩越。
隔	海外閩語			曼谷(潮州話)	k	eʔ	2	陰入	
險	海外閩語			曼谷(潮州話)	h	iam	53	陰上	
雀	海外閩語			曼谷(潮州話)	tsʰ	iaʔ	2	陰入	麻雀。
雞	海外閩語			曼谷(潮州話)	k	oi	33	陰平	
零	海外閩語			曼谷(潮州話)	l	eŋ	55	陽平	
靖	海外閩語			曼谷(潮州話)	ts	eŋ	35	陽上	
順	海外閩語			曼谷(潮州話)	s	uŋ	11	陽去	
颧	海外閩語			曼谷(潮州話)	kʰ	uaŋ	55	陽平	顴骨。
饮	海外閩語			曼谷(潮州話)	z	im	53	陰上	飲酒、米湯讀音亦同。
饼	海外閩語			曼谷(潮州話)	p	ĩã	53	陰上	
騰	海外閩語			曼谷(潮州話)	tʰ	eŋ	55	陽平	
驢	海外閩語			曼谷(潮州話)	l	ou	55	陽平	
鬆	海外閩語			曼谷(潮州話)	s	uŋ	33	陰平	
鲁	海外閩語			曼谷(潮州話)	l	u	53	陰上	
鳥	海外閩語			曼谷(潮州話)	ts	iau	53	陰上	
鸞	海外閩語			曼谷(潮州話)	l	uaŋ	55	陽平	
鸠	海外閩語			曼谷(潮州話)	k	au	33	陰平	
鹅	海外閩語			曼谷(潮州話)	g	o	55	陽平	
麻	海外閩語			曼谷(潮州話)	m	ua	55	陽平	
齐	海外閩語			曼谷(潮州話)	ts	oi	55	陽平	
齿	海外閩語			曼谷(潮州話)	kʰ	i	53	陰上	
一	海外闽语			曼谷(潮州话)	z	iʔ	2	阴入	
丁	海外闽语			曼谷(潮州话)	t	eŋ	33	阴平	
七	海外闽语			曼谷(潮州话)	tsʰ	iʔ	2	阴入	
丄	海外闽语			曼谷(潮州话)	ts	ĩẽ	35	阳上	上山。
丅	海外闽语			曼谷(潮州话)	0	e	35	阳上	底下。
三	海外闽语			曼谷(潮州话)	s	ã	33	阴平	
上	海外闽语			曼谷(潮州话)	s	iaŋ	35/11	阳上/阳去	上面。
下	海外闽语			曼谷(潮州话)	0	e	35	阳上	底下。
与	海外闽语			曼谷(潮州话)	0	ɤ	53	阴上	给与。
丐	海外闽语			曼谷(潮州话)	k	ai	213	阴去	乞丐。
丑	海外闽语			曼谷(潮州话)	tʰ	iu	53	阴上	
专	海外闽语			曼谷(潮州话)	ts	uaŋ	33	阴平	
且	海外闽语			曼谷(潮州话)	tsʰ	e	53	阴上	
丕	海外闽语			曼谷(潮州话)	pʰ	oi	33	阴平	
世	海外闽语			曼谷(潮州话)	s	i	11	阳去	
丗	海外闽语			曼谷(潮州话)	s	i	11	阳去	
丙	海外闽语			曼谷(潮州话)	p	ĩã	53	阴上	
业	海外闽语			曼谷(潮州话)	ŋ	iap	5	阳入	
丛	海外闽语			曼谷(潮州话)	ts	aŋ	55	阳平	
东	海外闽语			曼谷(潮州话)	t	aŋ	33	阴平	
丝	海外闽语			曼谷(潮州话)	s	i	33	阴平	
丞	海外闽语			曼谷(潮州话)	s	eŋ	33	阴平	
丠	海外闽语			曼谷(潮州话)	kʰ	u	33	阴平	
丣	海外闽语			曼谷(潮州话)	z	iu	53	阴上	
两	海外闽语			曼谷(潮州话)	l	ĩẽ/iaŋ	53	阴上	两个、几两几钱读音亦同。
严	海外闽语			曼谷(潮州话)	ŋ	iam	55	阳平	
並	海外闽语			曼谷(潮州话)	p	eŋ	35	阳上	
丧	海外闽语			曼谷(潮州话)	s	aŋ	33	阴平	丧失。
丩	海外闽语			曼谷(潮州话)	kʰ	iu	33	阴平	纠缠。
丫	海外闽语			曼谷(潮州话)	0	a	33	阴平	丫头。
中	海外闽语			曼谷(潮州话)	t	uŋ	33	阴平	当中。
串	海外闽语			曼谷(潮州话)	tsʰ	uaŋ	213	阴去	
临	海外闽语			曼谷(潮州话)	l	im	55	阳平	
丸	海外闽语			曼谷(潮州话)	z	ĩ	55	阳平	肉丸。
为	海外闽语			曼谷(潮州话)	0	ui	33	阴平	作为。
主	海外闽语			曼谷(潮州话)	ts	u	53	阴上	
丼	海外闽语			曼谷(潮州话)	ts	ɛŋ	35	阳上	
丽	海外闽语			曼谷(潮州话)	l	i	35	阳上	美丽。
举	海外闽语			曼谷(潮州话)	k	ɤ	53	阴上	
乃	海外闽语			曼谷(潮州话)	n	ai	35	阳上	
久	海外闽语			曼谷(潮州话)	k	u	53	阴上	
义	海外闽语			曼谷(潮州话)	ŋ	i	11	阳去	
之	海外闽语			曼谷(潮州话)	ts	ɤ	33	阴平	
乌	海外闽语			曼谷(潮州话)	0	ou	33	阴平	
乍	海外闽语			曼谷(潮州话)	ts	a	213	阴去	
乎	海外闽语			曼谷(潮州话)	h	u	55	阳平	
乏	海外闽语			曼谷(潮州话)	h	uaʔ	5	阳入	
乐	海外闽语			曼谷(潮州话)	l	ak	5	阳入	音乐。
乔	海外闽语			曼谷(潮州话)	kʰ	iau	55	阳平	
乗	海外闽语			曼谷(潮州话)	s	eŋ	55	阳平	
乘	海外闽语			曼谷(潮州话)	s	eŋ	55	阳平	
乙	海外闽语			曼谷(潮州话)	z	iʔ	2	阴入	
九	海外闽语			曼谷(潮州话)	k	au	53	阴上	
乞	海外闽语			曼谷(潮州话)	kʰ	ɤʔ	2	阴入	
也	海外闽语			曼谷(潮州话)	0	ia	35	阳上	也是。
习	海外闽语			曼谷(潮州话)	s	ip	5	阳入	
乡	海外闽语			曼谷(潮州话)	h	ĩẽ	33	阴平	
书	海外闽语			曼谷(潮州话)	ts	ɤ	33	阴平	
买	海外闽语			曼谷(潮州话)	b	oi	53	阴上	
乱	海外闽语			曼谷(潮州话)	l	uaŋ	35/11	阳去阳上	
乳	海外闽语			曼谷(潮州话)	z	u	53	阴上	
乾	海外闽语			曼谷(潮州话)	kʰ	iaŋ	55	阳平	乾坤。
亂	海外闽语			曼谷(潮州话)	l	uaŋ	35/11	阳去阳上	
了	海外闽语			曼谷(潮州话)	l	iau	53	阴上	了结。
事	海外闽语			曼谷(潮州话)	s	ɤ	11	阳去	
二	海外闽语			曼谷(潮州话)	z	i	35/11	阳上/阳去	
于	海外闽语			曼谷(潮州话)	0	u	33	阴平	
亏	海外闽语			曼谷(潮州话)	kʰ	ui	33	阴平	
云	海外闽语			曼谷(潮州话)	h	uŋ	55	阳平	
互	海外闽语			曼谷(潮州话)	h	u	35	阳上	
五	海外闽语			曼谷(潮州话)	ŋ	ou	35	阳上	
井	海外闽语			曼谷(潮州话)	ts	ɛŋ	35	阳上	
亖	海外闽语			曼谷(潮州话)	s	i	213	阴去	
亚	海外闽语			曼谷(潮州话)	0	a	33	阴平	
亞	海外闽语			曼谷(潮州话)	0	a	33	阴平	
亡	海外闽语			曼谷(潮州话)	m	uaŋ	55	阳平	
交	海外闽语			曼谷(潮州话)	k	au	33	阴平	
亥	海外闽语			曼谷(潮州话)	h	ai	11	阳去	
产	海外闽语			曼谷(潮州话)	s	ũã	53	阴上	
亨	海外闽语			曼谷(潮州话)	h	eŋ	33	阴平	
享	海外闽语			曼谷(潮州话)	h	iaŋ	53	阴上	
京	海外闽语			曼谷(潮州话)	k	ĩã	33	阴平	
亭	海外闽语			曼谷(潮州话)	t	eŋ	55	阳平	
亮	海外闽语			曼谷(潮州话)	l	iaŋ	35	阳上	
亯	海外闽语			曼谷(潮州话)	h	iaŋ	53	阴上	
亿	海外闽语			曼谷(潮州话)	z	eʔ	5	阳入	
什	海外闽语			曼谷(潮州话)	ts	ap	5	阳入	什物。
仁	海外闽语			曼谷(潮州话)	z	in	55	阳平	
仅	海外闽语			曼谷(潮州话)	k	ɤŋ	53	阴上	
仇	海外闽语			曼谷(潮州话)					姓。
今	海外闽语			曼谷(潮州话)	k	im	33	阴平	
介	海外闽语			曼谷(潮州话)	k	ai	213	阴去	
仍	海外闽语			曼谷(潮州话)	z	aŋ	55	阳平	
从	海外闽语			曼谷(潮州话)	tsʰ	uŋ	55	阳平	跟从。
仓	海外闽语			曼谷(潮州话)	tsʰ	aŋ	55	阳平	
仕	海外闽语			曼谷(潮州话)	s	ɤ	11	阳去	
仗	海外闽语			曼谷(潮州话)	ts	iaŋ	35	阳上	
仙	海外闽语			曼谷(潮州话)	s	iaŋ	33	阴平	
代	海外闽语			曼谷(潮州话)	tʰ	oi	11	阳去	
令	海外闽语			曼谷(潮州话)	l	eŋ	35/11	阳去阳上	
以	海外闽语			曼谷(潮州话)	z	i	53	阴上	
仰	海外闽语			曼谷(潮州话)	ŋ	iaŋ	53	阴上	
仲	海外闽语			曼谷(潮州话)	t	uŋ	35	阳上	
件	海外闽语			曼谷(潮州话)	k	ĩã	35	阳上	
任	海外闽语			曼谷(潮州话)	z	im	35	阳上	责任。
仿	海外闽语			曼谷(潮州话)	h	uaŋ	53	阴上	相似。
企	海外闽语			曼谷(潮州话)	k	ia	35	阳上	
伍	海外闽语			曼谷(潮州话)	ŋ	ou	53	阴上	
伏	海外闽语			曼谷(潮州话)	h	uʔ	5	阳入	
伐	海外闽语			曼谷(潮州话)	h	uaʔ	5	阳入	
休	海外闽语			曼谷(潮州话)	h	iu	33	阴平	
会	海外闽语			曼谷(潮州话)	0/h	oi/ue	35	阳上阳上	开会，会不会。
伞	海外闽语			曼谷(潮州话)	s	ũã	213	阴去	
伟	海外闽语			曼谷(潮州话)	0	ui	53	阴上	
