// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	z	tʂ	k	kʰ	x	∅
@FIN	a
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
@FIN	iəʔ
@TON	入聲	3

// Initial	Final	Tone	CharList (Space separated)
p	iəʔ	入聲	筆 畢 必 粥{又} 逼 碧 壁 璧 臂-
pʰ	iəʔ	入聲	鼻 匹 迫 辟 劈 霹 魄{又}
m	iəʔ	入聲	秘 泌 密 蜜 墨 陌{又} 默 苜{又}
t	iəʔ	入聲	的{目~} 嫡 笛 敵 狄
tʰ	iəʔ	入聲	踢 剔 惕
n	iəʔ	入聲	膩 逆 溺 □{“你的”合音}
l	iəʔ	入聲	立 粒 力 歷 笠 靂 栗 荔
tɕ	iəʔ	入聲	捷 輯 急 級 汲 及 疾 吉 集 即 積 極 跡 脊 籍 藉 績 緝{通~} 寂 擊 激 吃{口吃:~磕} 亟 指{~甲}
tɕʰ	iəʔ	入聲	祈 緝{~鞋口子} 七 漆 膝 乞 訖 迄 惜{~氣：過分客氣} 戚 濕 □{地~囕}
ɕ	iəʔ	入聲	習 襲 吸 悉 息 熄 媳 熄 惜{珍~} 昔 席 夕 錫 蟋 翁 支{敲打:~一把子} 析 晰 相{~打}
∅	iəʔ	入聲	一 壹 溢 乙 益 縊 亦
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	∅	m	v	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	x
@FIN	u
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52
@TON	輕聲	0

// Initial	Final	Tone	CharList (Space separated)
p	u	陰平上	補 捕 哺 逋
p	u	去聲	布 佈 怖 步
pʰ	u	陽平	蒲 葡 匍 菩{~薩} 扑{~克} 呼{吹氣聲}
pʰ	u	陰平上	譜 鋪{~設} 普 浦 脯{雞~} 圃 埔 堡 璞
pʰ	u	去聲	鋪{~子} 部 簿 卜{蘿~}
∅	u	陽平	嗼 模{~子} 謀 牟
∅	u	陰平上	某 畝 牡 母 姆
∅	u	去聲	暮 慕 墓 募 幕 牧 □{~腦子}
m	u	陽平	傅 敷 孚 俘 浮 孵 呼{又} 扶 鳧 咐{安~} 撫
m	u	陰平上	夫{~人} 肤 跗 府 俯 腑 甫 斧 麩 芙 釜 腐 輔 否 蝠{夜蝙~} 阜 蜉{蚍~}
m	u	去聲	付 賦 赴 訃 符 父 附 富 副 婦 負 駙 咐{吩~}
v	u	陽平	吳 蜈 無 兀{那兒}
v	u	陰平上	五 伍 午 仵 鳥 污 武 舞 侮 鴒{~絲} 鸕 吾 鳴{~咽} 泉{村名}
v	u	去聲	悟 梧 誤 惡{可~} 巫 誣 務 霧 戊 勿 毋 晤 嗚{哭聲} 烏{~排：黑鷹}
t	u	陽平	嘟{象聲詞}
t	u	陰平上	都{~城} 堵 賭 睹 肚{羊~子} 犢 嘟{~囔} 篤
t	u	去聲	肚{~囊肉} 妒 杜 度 渡 鍍 蠹 嘟{冒水聲音}
tʰ	u	陽平	徒 屠 途 涂 圖 荼
tʰ	u	陰平上	土 吐
tʰ	u	去聲	兔
n	u	陰平上	努{憋氣鼓勁}
n	u	去聲	怒
l	u	去聲	鹿
ts	u	陰平上	租 祖 組 阻 俎 沮 豬 諸 煮 誅 蛛 株 拄 朱 硃 珠 主
ts	u	去聲	帚{笤~} 著 駐 注 柱 住 蛀 鑄 箸
tsʰ	u	陽平	除 儲 廚 櫥 雛 芻 覷 □{象聲詞}
tsʰ	u	陰平上	粗 楚 礎 處{相~} 杵{~子} 殊 暑{又} 褚 如{強~：強似} □{炮~囕}
tsʰ	u	去聲	處 誅{挑唆，煽動} □{灰~~}
tsʰ	u	輕聲	帚{掃~}
s	u	陰平上	蘇 酥 疏 蔬{~菜} 書 舒 暑 署 鼠 黍 庶 署 曙 樞 輸
s	u	去聲	素 訴 塑 嗦 粟 朔 夙 漱 恕 戍 豎 樹
z	u	陽平	如{~果} 茹{放：填~}
z	u	陰平上	汝 儒 孺 乳 如{手圪~} 擩{~哩兩圪堵}
z	u	去聲	孺 茹{塞：~哪裏囕}
k	u	陽平	咕{象聲詞}
k	u	陰平上	姑 辜 孤 箍 古 估 枯 骷 咕 股{又} 鼓 皷 罟{~人}
k	u	去聲	故 固 雇 顧
k	u	輕聲	菇{蘑~}
kʰ	u	陰平上	苦
kʰ	u	去聲	庫 褲
x	u	陽平	胡 湖 糊{~窗子} 瑚 蝴 鶘 蝴{~墈} 狐 弧 壺 和{~牌} 斛 午{晌~} 會{多~兒}
x	u	陰平上	呼 乎 虎 唬{嚇~} 琥{~珀} 滸
x	u	去聲	戶 滬 扈 互 護 糊{~弄} 黍 互{黏：米湯~}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	ts	tsʰ	s	z	k	kʰ	x
@FIN	ua
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
ts	ua	陽平	□{水滴得~~價}
ts	ua	陰平上	鬆 抓 爪 咋{“怎麼”合音}
tsʰ	ua	陽平	茬{谷~}
tsʰ	ua	陰平上	欔{剝離，去掉} □{鞭子~}
tsʰ	ua	去聲	□{象聲詞}
s	ua	陽平	刷 縮 唰 □{扔：~口寬}
s	ua	陰平上	耍
s	ua	去聲	唰{象聲詞}
z	ua	陽平	擩 □{吃得~~價}
z	ua	去聲	□{吃得臉蛋~奶奶價}
k	ua	陽平	刮 呱
k	ua	陰平上	瓜 寡 剛 刮{又} 趁{~囕}
k	ua	去聲	蝸{~~牛} 掛 卦 褂
kʰ	ua	陰平上	夸 侉 垮 胯 跨
kʰ	ua	去聲	掛{又} 跨{又} 挎
x	ua	陽平	鏵 劃{~爛} 滑 猾 踝{~二骨}
x	ua	陰平上	花 華
x	ua	去聲	化 華{~山} 樺 畫 話 劃{計~}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	t	ts	tsʰ	s	k	kʰ	x
@FIN	uai
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
t	uai	陽平	□{吊得~~價}
ts	uai	去聲	拽
tsʰ	uai	陰平上	揣
s	uai	陰平上	衰 摔 甩
s	uai	去聲	帥 率 蟀
k	uai	陰平上	乖 拐
k	uai	去聲	怪
kʰ	uai	陰平上	會{~計} 塊{石~子} 蒯
kʰ	uai	去聲	塊 快 筷 膾
x	uai	陽平	懷 槐 淮 徊
x	uai	去聲	壞
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	x
@FIN	uei
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
t	uei	陰平上	堆
t	uei	去聲	對 隊 兌
tʰ	uei	陰平上	推 腿
tʰ	uei	去聲	退 蛻 褪 煙
n	uei	去聲	內
l	uei	陽平	雷
l	uei	陰平上	屢 累{積~} 壘 儡
l	uei	去聲	擂 累{連~} 類 淚 漉{~黃酒}
ts	uei	陰平上	嘴 追 錐 贅 最{又，~你的大}
ts	uei	去聲	最 罪 醉 啐{過~兒} 墜 綴
tsʰ	uei	陽平	垂 槌 錘 捶
tsʰ	uei	陰平上	咀 催 崔 摧 吹 炊 槯{~樹}
tsʰ	uei	去聲	脆 翠 粹 悴 瘁
s	uei	陽平	遂 隧 隨 隋 誰 須{圪~~兒價}
s	uei	陰平上	雖 綏 髓 水
s	uei	去聲	碎 歲 祟 穗 荽{莞~} 稅 睡 瑞{又}
z	uei	陰平上	蕊
z	uei	去聲	芮 銳 瑞
k	uei	陰平上	圭 閨 規 龜 軌 歸 詭 鬼
k	uei	去聲	瑰{玫~} 劊 劌 桂 櫃 貴 劊{又}
kʰ	uei	陰平上	盔 魁 奎 虧 窺 逵 葵 睽 癸 傀
kʰ	uei	去聲	跪 愧 饋 劊
x	uei	陽平	回 茴 蛔
x	uei	陰平上	灰 麾 輝 徽 恢 詼 悔 毀 揮
x	uei	去聲	賄 晦 匯 潰{流膿~水} 會 繪 穢 惠 慧 諱 燴 卉 噲{圪~~} □{~水：游泳}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	v	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	x
@FIN	uo
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
p	uo	陽平	脖 薄
p	uo	陰平上	波 菠{~菜} 啵 簸{~一~} 玻{~璃}
p	uo	去聲	簸{~箕} 播{~節目}
pʰ	uo	陽平	婆 勃 餑{面~} 魄
pʰ	uo	陰平上	頗 跛 頗{準備：~命}
pʰ	uo	去聲	破{~爛}
m	uo	陽平	魔 磨{~刀} 莫 漠 寞 蘑{~菇} 摩{~托}
m	uo	陰平上	摹{~仿} 摩{觀~} 摸 陌 抹{塗} 頗{又，~命} 坡{路修得~~價}
m	uo	去聲	磨{石~} 拓{~哩一棍} 抹{~地上口寬}
v	uo	陽平	搯{~茄苗} □{~干草：稱量東西時稱得很高}
v	uo	陰平上	窩 萵{~筍} 蹺{腳~定囕} 倭{用力使彎曲} 卧{發酵：~麵}
v	uo	去聲	卧
t	uo	陽平	奪 鐸 度{~量} 胰 豕 跺{指頭~} □{矗立；插}
t	uo	陰平上	朵 躲 齬{齒~}
t	uo	去聲	剁 垛{柴~} 跺 惰 掇 墮
tʰ	uo	陽平	脫 陀 佗 砣 飥{圪~} 舵 托{又，摩~}
tʰ	uo	陰平上	妥 橢
tʰ	uo	去聲	唾
n	uo	去聲	諾 喏 懦
l	uo	陰平上	囉 裸
ts	uo	陽平	撮 拙 桌 倬 捉 琢 酌{斟~}
ts	uo	去聲	坐 座 助
tsʰ	uo	陽平	矬{~不塌} 鐲 鋤 綽 戳
tsʰ	uo	陰平上	初
tsʰ	uo	去聲	措 錯 挫
s	uo	陽平	說
s	uo	陰平上	梭 唆 嗦 鎖 瑣 所 索 梳 數{動詞} 蔬{菜~}
s	uo	去聲	數{名詞} 碩
z	uo	陽平	倭{~的前，的後}
k	uo	陽平	聒 郭 國 嘓
k	uo	陰平上	鍋 戈 果 菓 裹 粿
k	uo	去聲	過
kʰ	uo	陽平	括 闊 廓 擴
kʰ	uo	陰平上	科 窠 粿 顆 稞 骰{敲擊}
kʰ	uo	去聲	課 嗑 喋
x	uo	陽平	和{~氣} 禾 豁 活 剟{刀~開} 或
x	uo	陰平上	火 伙
x	uo	去聲	貨 禍 和{~面：湯面} 荒{~地} 紅{~火} 伙{壓哩兩~兒錢錢}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	t	tʰ	n	l	ts	tsʰ	s	ʐ	k	kʰ	x
@FIN	uæ
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
t	uæ	陰平上	端 短
t	uæ	去聲	斷 鍛 段 緞 椴 破{~磨}
tʰ	uæ	陽平	團
tʰ	uæ	陰平上	湍
n	uæ	陰平上	暖
l	uæ	陽平	欒 鸞 攣 孿 鑾 圏{聚積、集中}
l	uæ	陰平上	卵
l	uæ	去聲	亂
ts	uæ	陰平上	鉆 轉 專 磚
ts	uæ	去聲	賺 鉆{~兒} 攥 撰 饌 轉 纂 傳{~記} 漱{水~囕}
tsʰ	uæ	陽平	攢{齊全，集中；量詞} 傳{~遞} 椽 船
tsʰ	uæ	陰平上	攢{集中} 汆 撺 攛{猫不上樹狗~這叻} 川 穿 喘 釧 舛 算 支{去皮、雜質等：~黍召黍米} □{鍛煉：~練}
tsʰ	uæ	去聲	纂 篡 竄 躥 串
s	uæ	陰平上	酸 閂 拴 栓
s	uæ	去聲	算 蒜 涮
ʐ	uæ	陽平	□{嘴嚼的樣子}
ʐ	uæ	陰平上	阮 軟 蔓{地~：類似木耳而小} 軟 □{嘴嚼的樣子}
k	uæ	陰平上	官 棺 觀{~音} 管 館 冠{雞~子} 鰥 關 綸
k	uæ	去聲	貫 灌 罐 冠 慣 摜 躐{~哩一跤}
kʰ	uæ	陰平上	寬 款
x	uæ	陽平	桓 還 環 寰 喚{聲~}
x	uæ	陰平上	歡 緩
x	uæ	去聲	喚{呼~} 煥 換 渙 瘓 幻 患 宦
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	x
@FIN	uŋ
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
t	uŋ	陰平上	敦 墩 盹 暾 蹲 東 董{圪~} 懂 冬 □{陰麻圪~}
t	uŋ	去聲	頓 屯 鈍 囤 沌 鈍 盾 遁 炖 凍 棟 動 洞 咚
tʰ	uŋ	陽平	豚 臀 同 銅 桐 童 瞳 僮 潼 彤
tʰ	uŋ	陰平上	通 桶 插 筒 統 筩{~瓦}
tʰ	uŋ	去聲	痛 嗵
n	uŋ	陽平	膿 濃
n	uŋ	去聲	嫩 膿{軟~~}
l	uŋ	陽平	籠{蒸~} 聾 農 龍 □{突~：嗵}
l	uŋ	陰平上	籠{~子} 攏 隴 壠 隆
l	uŋ	去聲	弄 隆{忽~~}
ts	uŋ	陰平上	尊 遵 准 諄 總 椶 鬃 總 宗 綜 蹤 中 忠 衷 終 冢 鍾 盅 種{~類} 腫
ts	uŋ	去聲	椶 綜 中{~計} 仲 眾 縱{~橫，放~} 重{輕~} 種{~地}
tsʰ	uŋ	陽平	存 從{~容} 唇 純 醇 虫 崇 重{~新}
tsʰ	uŋ	陰平上	村 寸 皴 聰 忽 蔥 囪 匆 屯{大：土圪瘩可~叻} 椿 春 蠢 充 寵 沖 春
tsʰ	uŋ	去聲	忖 丛 寸{~草不收} 銃
s	uŋ	陽平	□{精液} 訟{~人}
s	uŋ	陰平上	孫 損 松{~樹，~開} 嵩 筍 筍 榫 吮
s	uŋ	去聲	送 宋 忪 誦 頌 訟 聳 搜{推：~哩一把} 順 順 舜 瞬
z	uŋ	陽平	戎 絨 茸 仍{~然}
z	uŋ	陰平上	冗{~~煩煩}
z	uŋ	去聲	潤 閏
k	uŋ	陰平上	滾 衮 磙 公 蚣 工 功 攻 弓 躬 官 禾 龔 恭 拱 供{~書}
k	uŋ	去聲	棍 貢 供{~應} 共
kʰ	uŋ	陰平上	昆 坤 哨 崑 琨 捆 空{~虛} 孔 巩 恐
kʰ	uŋ	去聲	困 控 空{沒~}
x	uŋ	陽平	魂 餛 渾{~身} 弘 宏 橫{~~} 紅 虹 洪 鴻
x	uŋ	陰平上	昏 婚 葷 烘 哄{~騙} 渾{~濁}
x	uŋ	去聲	混 渾 橫{~山縣} 轟 掏 哄{起~} 烘{暖~~} □{荒廢：~人}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	ts	tsʰ	s	z	k	kʰ	x
@FIN	uɔ
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
ts	uɔ	陰平上	莊 裝 樁 妝
ts	uɔ	去聲	壯 狀 裝{~褲：棉褲}
tsʰ	uɔ	陽平	床
tsʰ	uɔ	陰平上	瘡 闖 窗 撞
tsʰ	uɔ	去聲	創 撞 □{摸，挨}
s	uɔ	陰平上	霜 孀 礵 爽 雙 縮{~定}
s	uɔ	去聲	雙{~生}
z	uɔ	陽平	□{大口吃的樣子}
k	uɔ	陰平上	光 廣 胱
k	uɔ	去聲	逛 □{滑：路上~哩一下} □{~眼：失眠}
kʰ	uɔ	陽平	狂 匡 哐{象聲詞}
kʰ	uɔ	陰平上	筐
kʰ	uɔ	去聲	桄{一~兒線} 曠 眶 框 哐 況 礦
x	uɔ	陽平	黃 簧 潢 璜 磺{硫~} 蝗 皇 凰 隍 癀 煌 惶
x	uɔ	陰平上	荒 慌 謊 幌{~子} 恍
x	uɔ	去聲	晃
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	m	f	t	tʰ	n	l	ts	tsʰ	s	z	k	kʰ	x
@FIN	uəʔ
@TON	入聲	3
@TON	輕聲	0

// Initial	Final	Tone	CharList (Space separated)
m	uəʔ	入聲	摸{又}
f	uəʔ	入聲	縛
t	uəʔ	入聲	獨 讀 督 胰{又} 毒 嘟{~唻唻}
tʰ	uəʔ	入聲	禿 突 凸 疕{頭疕} 鈯{尖兒鈍：~腦子} 矢出{長度變短}
n	uəʔ	入聲	枘{~哩一囊鹽}
l	uəʔ	入聲	律 率 祿 陸 綠 錄 碌 轆
l	uəʔ	輕聲	鏟{轆~}
ts	uəʔ	入聲	做 卒 足 琢 啄 濁 竹 築 逐 祝 燭 觸 蜀 蜀 支{擊打} 祝{堵塞}
tsʰ	uəʔ	入聲	猝 族 簇 促 出 絀{草草地縫} 搐
s	uəʔ	入聲	術{算~} 述 叔 熟 淑 囑 贖 束 蜀{又} 屬
z	uəʔ	入聲	辱 褥 入
k	uəʔ	入聲	個{一~} 骨 谷 錮{~露鍋} □{~略：蜷}
kʰ	uəʔ	入聲	窟 哭 酷 骷
x	uəʔ	入聲	豁{又} 忽 霍 攉{~斥：灑} 藿 惑 核{棗~子} 獲 鵠{~突} 瓠{瓢~蘆} 胡{~蘆} 囫{~圇}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	n	l	tɕ	tɕʰ	ɕ	∅
@FIN	y
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
n	y	陰平上	女
l	y	陰平上	呂 侶 鋁 履 旅 屢 縷
l	y	去聲	慮 濾
tɕ	y	陽平	橛
tɕ	y	陰平上	租 居 車{~馬炮} 舉 拘 駒 齶{筷子抄}
tɕ	y	去聲	據 鋸 刷 巨 苣{甜~} 拒 距 矩 炬 聚 俱 具 懼 狠 句 瞿{姓} 遽 颶
tɕʰ	y	陽平	渠 區 嶇 覷{又} □{活~~}
tɕʰ	y	陰平上	粗 趨 取 娶 驅 軀
tɕʰ	y	去聲	去 趣 醋
ɕ	y	陽平	徐 須 鬚 需 栩
ɕ	y	陰平上	酥 墟 虛 噓 吁 許
ɕ	y	去聲	絮 序 敘 緒 恤 嘯 素 續{~親親}
∅	y	陽平	驢 魚 漁 餘 盂 禺 愚 愉 逾 迂 竽
∅	y	陰平上	語 於 淤 與 吁{呼~} 予 雨 宇 羽 禹 嶼 與 緯 葦
∅	y	去聲	御 馭 譽 預 豫 娛 遇 寓 逾 愉 愈 喻 癒 瑜 俞 裕 虞 芋{洋~} 魏{~家峁,地名} 緯{~線} 慰 育 郁 玉 獄 毓 臾
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	l	tɕ	tɕʰ	ɕ
@FIN	ya
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
l	ya	陽平	□{瞎~；不着天地地瞎說}
tɕ	ya	陽平	角{羊~}
tɕ	ya	陰平上	角{圪~腦} □{硬~~價}
tɕʰ	ya	陽平	瘸{~子} □{咳得~~價}
ɕ	ya	陽平	橫{~腦} □{吃得~~價}
ɕ	ya	去聲	□{挾制：叫人家~定囕}
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	n	l	tɕ	tɕʰ	ɕ	∅
@FIN	ye
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
n	ye	去聲	虐 瘧
l	ye	陽平	聯 戀{~愛} 略 掠 □{卷屈：骨~~}
l	ye	去聲	戀{~人：親近人} 戀{米湯熬得~~價}
tɕ	ye	陽平	鵑 絕 捲 厥 撅 蹶 噘 掘 決 爵 角 崛
tɕ	ye	陰平上	捲 娟 絹 捐 綣{~刃}
tɕ	ye	去聲	絹{~羅} 卷 圈 眷 倦 券 決 倔 □{挾持住}
tɕʰ	ye	陽平	全 詮 泉 旋{~風} 拳 權 顴 瘸 闕 閣 缺 卻 確 榷 鵲
tɕʰ	ye	陰平上	犬 圈 雀
tɕʰ	ye	去聲	勸 □{修建}
ɕ	ye	陽平	薛{姓} 旋{~渦} 玄 懸 眩 血{又} 穴 雪 踅
ɕ	ye	陰平上	軒 宣 選 喧 靴 諼{~謊} 蓿{苜~}
ɕ	ye	去聲	镟 選{~下的沒人要} 旋{~來} 楦 桊{牛鼻~}
∅	ye	陽平	圓 員 元 原 塬 源 苑 鴛 猿 袁 襄 鑲 園 援 垣 淵 悅 閱 月 越 曰 粵 虐{又：~待}
∅	ye	陰平上	冤 遠
∅	ye	去聲	院 願 怨
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	l	tɕ	tɕʰ	ɕ	∅
@FIN	yŋ
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52

// Initial	Final	Tone	CharList (Space separated)
l	yŋ	陽平	侖 論{訴訟：你~去告去} 倫 淪 輪 圇 崳 硫{又，~磺}
l	yŋ	陰平上	掄 攏{~攢}
l	yŋ	去聲	論{議~}
tɕ	yŋ	陰平上	均 鈞 菌 窘 窘 君 軍 迥 炯 郡 綹{織布的四十根經線為一~}
tɕ	yŋ	去聲	俊 峻 駿 竣
tɕʰ	yŋ	陽平	群 群 瓊 窮
tɕʰ	yŋ	陰平上	□{慢火燜；悶熱}
ɕ	yŋ	陽平	荀 旬 詢 殉 循 巡 勛 熊 雄 胸 匈
ɕ	yŋ	陰平上	熏 薰 兄 凶 洶
ɕ	yŋ	去聲	遜 訓 馴 燻{~乾} □{~甜}
∅	yŋ	陽平	勻{均~} 雲 耘 榮 融 癰{腐爛：南瓜~囕} 容 蓉 鎔 溶 庸
∅	yŋ	陰平上	允 永 泳 詠 雍 擁 佣 甬 勇 涌 俑 恿{慫~} 蛹 臃
∅	yŋ	去聲	熨 韻 運 暈 用 佣 隕
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	l	tɕ	tɕʰ	ɕ	∅
@FIN	yəʔ
@TON	入聲	3

// Initial	Final	Tone	CharList (Space separated)
l	yəʔ	3	捋
tɕ	yəʔ	3	橘 菊 掬 鞠 足 局
tɕʰ	yəʔ	3	屈 麴 曲 黢{~黑}
ɕ	yəʔ	3	續 削{刀~} 肅 旭 宿 畜 蓄 粟 俗 續 戌 速 穴
∅	yəʔ	3	域 欲 浴 裕 峪
// HSD Syllabary Data Partition
// 地区：陝西省-榆林市-綏德縣-義合鎮
// 来源：黑維強《綏德義合話同音字彙》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-榆林市-綏德縣-義合鎮
@SRC	黑維強《綏德義合話同音字彙》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	z	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x	∅
@FIN	æ
@TON	陽平	33
@TON	陰平上	213
@TON	去聲	52
@TON	輕聲	0

// Initial	Final	Tone	CharList (Space separated)
p	æ	陰平上	班 斑 頒 扳 般 搬 板 版 瘢 癍 扁 □{女陰}
p	æ	去聲	扮 瓣 辦 半 絆 伴 拌 畔
pʰ	æ	陽平	盤 磐 蟠 半{太~}
pʰ	æ	陰平上	攀 扳{拿繩~定} 潘
pʰ	æ	去聲	盼 襻 判 叛 □{正：~走著跌倒囕}
m	æ	陽平	蠻 瞞 饅 蔓{~菁} 鞔
m	æ	陰平上	滿
m	æ	去聲	慢 漫 謾 曼
f	æ	陽平	凡 帆 梵 煩 藩 樊 繁 礬 番
f	æ	陰平上	反 返 翻 幡
f	æ	去聲	範 犯 泛 販 飯 痄{心上圪~~價}
v	æ	陽平	玩 完 丸 頑
v	æ	陰平上	碗 剜 彎 灣 皖 畹 晚 挽 宛 婉 惋 綰 □{目宛：瞅}
v	æ	去聲	腕 萬 蔓{~子} 卍{勾連~字}
t	æ	陰平上	耽 担{~水} 丹 單 膽{~量} 疸 旦{又} 誕 眈 聘
t	æ	去聲	旦 担{空懸：~空裏} 淡 但 丹{山~~} 石{量詞} 彈 蛋 胆{苦~} 掭{使毛筆尖調整到合適或去掉墨汁到合適} □{羅子~} □{粗略磨：~刀子} □{從：~腦院過去}
tʰ	æ	陽平	潭 譚 談 痰 檀 壇 彈{~簧}
tʰ	æ	陰平上	貪 坍 灘 攤 毯 坦 撥{以拳相擊}
tʰ	æ	去聲	探 炭 嘆 舔 舔{吐：~舌頭}
n	æ	陽平	南 男 難{不~}
n	æ	去聲	難{困~}
l	æ	陽平	藍 籃 蘭 攔 欄 婪 瀾
