字	注释	音
崩		pɐŋ45
朋		pʰɐŋ21
鵬		pʰɐŋ21
肯		hɐŋ13
凳		tɐŋ33
蹬	蹬三轮车	tɐŋ45
蹬	蹬蹭	tɐŋ21
鄧		tɐŋ21
贈		ʦɐŋ21
德		tɐk5
得		tɐk5
特		tɐk2
肋		lɐk2
勒		lɐk2
則		ʦɐk5
賊		ʦʰɐk2
國		kɔk3
剋		hɐk5
刻		hɐk5
克		hɐk5
黑		hɐk5
惑		ʋak2
或		ʋak2
北		pɐk5
蔔		pak2
墨		mɐk2
默		mɐk2
凌		lɪŋ21
陵		lɪŋ21
菱		lɪŋ21
徵	徵求	ʦɪŋ45
徵	古代五音之一	ʦi13
癥		ʦɪŋ45
懲		ʦʰɪŋ21
蒸		ʦɪŋ45
稱	稱呼	ʦʰɪŋ45
稱	稱職	ʦʰɪŋ33
丞		sɪŋ21
承		sɪŋ21
升		sɪŋ45
昇		sɪŋ45
勝	勝任	sɪŋ33
勝	勝利	sɪŋ33
繩		sɪŋ21
乘	乘車	sɪŋ21
乘	萬乘之國	sɪŋ21
仍		ȵɪŋ21
仍		jɪŋ21
扔		ȵɪŋ21
扔		jɪŋ21
扔	訓讀：扔丟（扔掉）	tɐp2
兢		kɪŋ45
凝	文讀	ȵɪŋ21
凝	文讀	jɪŋ21
凝	白讀	kʰɪŋ21
興	興旺	hɪŋ45
興	助興；高興	hɪŋ33
應	應該	jɪŋ45
應	回應	jɪŋ33
應	白讀	ɪŋ33
鷹		jɪŋ45
蠅		jɪŋ45
冰		pɪŋ45
憑	文讀	pʰɐŋ21
憑	白讀：倚靠	pɐŋ21
拯		ʦɪŋ13
證		ʦɪŋ33
秤	地秤	ʦʰɪŋ33
秤	天秤	pʰɪŋ21
剩	文讀	sɪŋ21
剩	白讀	ʦɪŋ21
孕		jɐŋ21
匿		nɪk2
匿		nɪk5
力		lɪk2
即		ʦɪk5
熄		ɬɪk5
熄		sɪk5
息		ɬɪk5
息		sɪk5
敕		ʦʰɪk5
直		ʦɪk2
側		ʦɐk5
惻		ʦʰɐk5
測		ʦʰɐk5
嗇		sɪk5
色		sɪk5
職		ʦɪk5
殖		ʦɪk2
軾		sɪk5
飾		sɪk5
式		sɪk5
拭		sɪk5
蝕		sɪk2
蝕	蝕本	sik2
棘		kɪk5
億		jɪk5
憶		jɪk5
抑		jɪk5
域		ʋɪk2
翌		jɪk2
翼		jɪk2
逼		pɪk5
極		kɪk2
榴		lɐu21
流		lɐu21
劉		lɐu21
瘤		lɐu21
瀏		lɐu21
留		lɐu21
硫		lɐu21
啾		ʦɐu45
鰍		nɐu45
秋		ʦʰɐu45
脩		ɬɐu45
脩		sɐu45
羞		ɬɐu45
羞		sɐu45
修		ɬɐu45
修		sɐu45
囚		ʦʰɐu21
惆		ʦʰɐu21
抽		ʦʰɐu45
躊		ʦʰɐu21
稠		ʦʰɐu21
籌		ʦʰɐu21
疇		ʦʰɐu21
鄒		ʦɐu45
愁		sɐu21
颼		sɐu45
搜		sɐu13
蒐		sɐu13
州		ʦɐu45
洲		ʦɐu45
舟		ʦɐu45
周		ʦɐu45
酬		ʦʰɐu21
收		sɐu45
柔		jɐu21
揉		jɐu21
鳩		kɐu45
蚯		jɐu45
丘		jɐu45
邱		jɐu45
牛		ŋɐu21
休	文讀	jɐu45
休	白讀	hɐu45
咻	一傅眾咻	jɐu45
優		jɐu45
憂		jɐu45
疣		jɐu21
尤		jɐu21
郵		jɐu21
遊		jɐu21
悠		jɐu21
悠		jɐu45
攸		jɐu21
攸		jɐu45
游		jɐu21
猶		jɐu21
油		jɐu21
由		jɐu21
不		pɐk5
浮	文讀	fɐu21
浮	白讀；浮魚、浮頭	pʰou21
繆	繆論	mɐu21
繆	未雨綢繆	mɐu21
謀		mɐu21
矛		mau21
牟		mɐu21
求		kʰɐu21
仇	仇人	sɐu21
仇	仇姓	kʰɐu21
球		kʰɐu21
毬		kʰɐu21
鈕		nɐu13
紐		nɐu13
扭	文讀	nɐu13
扭	白讀；扭到腳	nɔ13
柳		lɐu13
酒		ʦɐu13
肘		ʦɐu13
丑		ʦʰɐu13
紂		ʦɐu21
醜		ʦʰɐu13
壽		sɐu21
受		sɐu21
守		sɐu13
守		sɐu13
手		sɐu13
首		sɐu13
灸		kɐu33
九		kɐu13
韭		kɐu13
玖		kɐu13
久		kɐu13
糗		ʦʰɐu13
朽		hau13
有		jɐu13
有		jɐu13
右		jɐu21
友		jɐu13
琇		ɬɐu33
琇		sɐu33
誘		jɐu33
酉		jɐu13
負		fu21
婦	文讀	fu13
婦	白讀	pʰou13
舅		kʰɐu13
臼		kɐu33
溜		lɐu33
溜		liu45
鷲		ʦɐu21
就		ʦɐu21
繡		ɬɐu33
繡		sɐu33
宿	星宿	ɬɐu33
宿	星宿	sɐu33
宿	住宿	ɬʊk5
宿	住宿	sʊk5
秀		ɬɐu33
秀		sɐu33
袖		ʦɐu21
晝		ʦɐu33
畜		ʦʰʊk5
冑		ʦɐu21
宙		ʦɐu21
皺	文讀	ʦɐu33
皺	白讀	ȵɐu33
驟		ʦɐu21
瘦		sɐu33
漱		sɐu33
祝		ʦʊk5
臭		ʦʰɐu33
授		sɐu21
售		sɐu21
獸		sɐu33
狩		sɐu33
疚		kɐu33
救		kɐu33
究		kɐu33
祐		jɐu21
佑		jɐu21
又		jɐu21
柚		jɐu21
柚	口語變調：沙田柚	jɐu13
輻		fʊk5
富		fu33
複		fʊk5
復	復原	fʊk5
復	回復	fʊk5
伏	文讀	fʊk2
伏	白讀	pʊk2
覆		fʊk5
副		fu33
舊		kɐu21
兜		tɐu45
偷		tʰɐu45
投		tʰɐu21
頭		tʰɐu21
嘍		lɐu21
樓		lɐu21
簍		lɐu13
溝	水溝	kɐu45
溝	溝通	kʰɐu45
篝		kɐu45
枸		kɐu13
鉤		ŋɐu45
夠		kɐu33
喉		hɐu21
猴		hɐu21
侯		hɐu21
歐		ɐu45
嘔	嘔吐	ɐu13
嘔	嘔氣	ɐu33
謳		ɐu45
鷗		ɐu45
斗		tɐu13
陡		tɐu13
蚪		tɐu13
抖		tɐu13
走		ʦɐu13
趣		ʦʰui33
擻	抖擻	ɬɐu13
擻	抖擻	sɐu13
叟		sɐu13
垢		kɐu33
苟		kɐu13
狗		kɐu13
口		hɐu13
叩		kʰɐu33
扣		kʰɐu33
藕		ŋɐu13
偶		ŋɐu13
吼		hɐu33
後		hɐu21
厚		hɐu13
后		hɐu21
某		mɐu13
牡		mɐu13
畝		mɐu13
拇		mou13
母		mou13
鬥		tɐu33
透		tʰɐu33
豆		tɐu21
竇		tɐu21
荳		tɐu21
陋		lɐu21
漏		lɐu21
奏		ʦɐu33
湊		ʦʰɐu33
嗽		ɬɐu33
嗽		sɐu33
搆		kʰɐu33
構		kʰɐu33
購		kʰɐu33
寇		kʰɐu33
蔻		kʰɐu33
逅		hɐu21
候		hɐu21
姆		mou13
茂		mɐu21
貿		mɐu21
戊		mɐu21
幽		jɐu45
彪		piu45
糾		tɐu13
赳		kɐu13
幼		jɐu33
謬		mɐu21
淋		lɐm21
琳		lɐm21
臨		lɐm21
霖		lɐm21
林		lɐm21
浸		ʦɐm33
侵		ʦʰɐm45
心		ɬɐm45
心		sɐm45
尋		ʦʰɐm21
針		ʦɐm45
斟		ʦɐm45
忱		sɐm21
深		sɐm45
任	信任	ȵɐm21
任	信任	jɐm21
壬		jɐm21
淫		jɐm21
撢	雞毛撢子	taŋ21
霪		jɐm21
寢		ʦʰɐm13
甚		sɐm21
審		sɐm13
葚		sɐm21
飪		ȵɐm21
飪		jɐm21
稔	稔子	niɐm45
稔	文讀	nɐm13
沁		sɐm33
笠		lɐp5
粒		nɐp5
立		lɐp2
緝		ʦʰɐp5
集		ʦɐp2
集		ʦap2
輯		ʦʰɐp5
襲		ʦap2
習		ʦɐp2
習		ʦap2
汁		ʦɐp5
執		ʦɐp5
什	喀什	sɐp2
什	什錦	ʦɐp2
什	什麼	sɐm21
十		sɐp2
拾		sɐp2
褶	皺褶	ʦip3
褶	夾衣	tip2
溼		sɐp5
濕		sɐp5
入		ȵɐp2
入		jɐp2
廿		ȵa21
廿		ja21
揖		jɐp5
湛		ʦam33
沉		ʦʰɐm21
沈		sɐm13
枕	枕頭	ʦɐm13
枕	枕頭	ʦɐm33
涔		sɐm21
森		sɐm45
參	人參	sɐm45
參	參加	ʦʰam45
參	參差	ʦʰɐm45
參	三的大寫	ɬam45
參	三的大寫	sam45
金		kɐm45
襟		kʰɐm45
今		kɐm45
禁	禁止	kɐm33
禁	禁著	kʰɐm45
欽		hɐm45
吟	吟詩	ȵɐm21
吟	吟詩	jɐm21
吟	吟吟沉沉	ŋɐm21
陰		jɐm45
瘖		jɐm45
音		jɐm45
擒		kʰɐm21
琴		kʰɐm21
凜		lɐm13
禽		kʰɐm21
朕		ʦɐm21
錦		kɐm13
飲	飲水	jɐm13
稟		pɐŋ13
品		pʰɐŋ13
闖		ʦʰɔŋ13
滲	文讀	sɐm33
滲	白讀	jɐm33
蔭		jɐm45
蟄		ʦɪk2
澀		kip3
汲		kʰɐp5
急		kɐp5
給		kʰɐp5
級	等級	kʰɐp5
級	樓梯級	ŋɐp5
泣		jɐp5
岌	岌岌可危	kʰɐp5
岌	岌頭：點頭	ŋɐp2
吸		kʰɐp5
邑		jɐp5
苙		lɐp5
及		kɐp2
擔	擔水；擔心	tam45
擔	重擔	tam33
淡	冷淡	tam21
淡	好淡	tʰam13
談		tʰam21
痰		tʰam21
澹		tam21
藍		lam21
籃		lam21
慚		ʦʰam21
三		ɬam45
三		sam45
柑		kam45
甘		kam45
憨		hɐm45
酣		hɐm21
膽		tam13
毯		tʰaŋ13
攬		lam13
覽		lam13
欖		lam13
橄		kam13
敢		kam13
喊		ham33
暫		ʦam21
瞰		hɐm33
榻		tʰap3
搭		tap3
塔		tʰap3
蹋		tap2
臘		lap2
蠟		lap2
砝		fak3
閘		ʦap2
嗑		hɐp3
闔		hɐp2
嚴		jim21
儼		jim13
欠		him33
脅		hip2
脅		hip3
劫		kip3
怯		hip3
業		jip2
帆		faŋ21
凡		faŋ21
氾	氾濫	faŋ33
犯		faŋ21
範		faŋ21
范		faŋ21
泛		faŋ21
法		fak3
乏		fak2
衫		sam45
監	監獄	kam45
監	太監	kam33
鑑		kam33
鑒		kam33
嵌		hɐm21
巖		ŋam21
銜		ham21
艦		lam21
檻	牛檻；文讀	lam21
檻	門檻；白讀	kʰɐm13
檻	門檻；白讀	kʰiɐm13
濫		lam21
甲		kap3
匣		hap2
鴨		ap3
壓		ak3
押		ak3
押	表『強迫』之意	ap3
喃		nam21
攙		ʦʰam45
饞		ʦʰam21
杉		ʦʰam33
摻		ʦʰam45
緘		kam45
鹹		ham21
咸		ham21
斬		ʦam13
減		kam13
站		ʦam21
蘸		ʦam33
陷		hɐm21
眨		ʦam13
插		ʦʰap3
夾	夾硬；夾萬	kap3
夾	文讀	kiap2
夾	文讀	kiɐp2
恰		hɐp5
恰		hɐp3
洽		hɐp5
峽		hap2
狹		hap2
凹		nɐp5
廉		lim21
鐮		lim21
簾		lim21
尖		ʦim45
漸	逐漸	ʦim21
漸	漸車帷裳	ʦim21
鹼		kaŋ13
臉		lim13
籤		ʦʰim45
潛		ʦʰim21
纖		ʦʰim45
詹		ʦim45
瞻		ʦim45
蟾		sim21
占	占卜	ʦim45
占	占領	ʦim33
冉		jim13
鹽		jim21
閻		jim21
簷		jim21
撿		kim13
斂		lim13
陝		sim13
閃		sim13
染		ȵim13
厭		jim33
燄		jim21
殮		lim13
塹		ʦʰim33
焰		jim21
豔		jim21
獵		lik2
接		ʦip3
睫		ʦik3
妾		ʦʰip3
捷	捷徑	ʦik2
捷	快捷	ʦik3
懾		sip3
涉		sip3
攝		sip3
靨		jip3
葉		jip2
粘		ʦim45
黏		nim45
沾		ʦim45
淹		jim45
醃		jip3
炎		jim21
拑		kʰiɐm21
拑		kʰiam21
鉗		kʰiɐm21
鉗		kʰiam21
諂		ʦʰim13
檢		kim13
瞼		kim13
險		him13
掩		jim13
奄	奄奄一息	jim13
奄	奄有	jim13
貶	文讀	piŋ13
儉		kim21
芡	打芡，勾芡	hiŋ33
芡	芡實	ʦʰi33
驗	文讀	jim21
驗	白讀	nim21
躡		nip2
聶		nip2
輒		ʦip3
霎		sap3
佔		ʦim33
添		tʰim45
恬		tʰim21
甜		tʰim21
拈	拈花惹草；文讀	nim45
拈	拈線；白讀；白拈仔	niɐm45
兼		kim45
謙		him45
嫌		him21
玷		tim33
點		tim13
歉		him33
店		tim33
墊		tʰim13
念		nim21
帖		tʰip3
蝶		tip2
貼		tʰip3
疊		tip2
喋		tip2
頰		kiap2
頰		kiɐp2
莢		kiap2
莢		kiɐp2
愜		hip3
挾		hip3
挾		hip2
俠		hap2
協		hip2
耽		tam45
探		tʰam33
貪		tʰam45
譚		tʰam21
眈		tam45
潭		tʰam21
南		nam21
楠		nam21
男		nam21
嵐		lam21
婪		lam21
蠶		ʦʰam21
堪		hɐm45
龕		hɐm45
函		ham21
涵		ham21
含		hɐm21
庵		ɐm45
諳		ɐm45
纜		lam13
慘		ʦʰam13
感		kam13
坎		hɐm33
撼		hɐm21
勘		hɐm33
憾		hɐm21
暗		ɐm33
答		tap3
踏		tap2
沓		tap2
納		nap2
摺		ʦip3
拉		lai45
雜		ʦap2
卅		ɬa45
卅		sa45
鴿		kɐp3
閤	閤眼	hɐp2
閤	閤樓	kɔk3
蛤	圓蛤；花蛤螺	kap3
蛤	蛤蟆；蛤乸	kɐp5
哈		ha45
盒		hɐp2
合	合格	hɐp2
圇		lɐŋ21
圾		ɬap3
圾		sap3
歹		tai13
圳		ʦɐŋ33
劍		kim33
享		hiøŋ13
踩	文讀	ʦʰai13
踩	白讀	ȵai13
踩	白讀	jai13
踮		tim33
螂		lɔŋ21
踴		jʊŋ13
鴕		tʰɔ21
糕		kou45
柿		si13
柿		si33
糬		si21
糯		nɔ21
妞		nɐu13
焙		pʰui21
妳		nei13
妮		nɐi21
歪	文讀	ʋai45
歪	白讀	mɛ13
疤		pa45
污		ʋu45
污		wu45
汽		hei33
粑		pa45
桕		kʰɐu13
棕		ʦʊŋ45
撇		pʰik3
撒		sak3
撐		ʦʰaŋ45
囫		fɐk5
砸		ʦap2
砲		pʰau33
饈		ɬɐu45
饈		sɐu45
掙	掙脫；掙扎	ʦɐŋ45
掙	掙錢；掙銭	ʦaŋ21
砍		hɐm13
聯		liŋ21
棋		kʰei21
蹦		pɐŋ45
週		ʦɐu45
她		tʰa45
奶		nai13
剷		ʦʰaŋ13
闆		paŋ13
剎		sak3
磁		ʦʰi21
骷		fu45
嘩		ʋa45
磚		ʦiŋ45
躲		tɔ13
磺		ʋɔŋ21
躺		tʰɔŋ13
罕		hɔŋ13
耙		pʰa21
嘴		ʦui13
瑪		ma13
間	空間	kaŋ45
間	間接	kaŋ33
籽		ʦi13
瑙		nou13
啤		pɛ45
餃		kau13
揪		ʦɐu45
餵		ʋɐi33
揍		ʦɐu33
餡		hɐm21
淌		tʰɔŋ13
嶄		ʦam13
淘		tʰou21
釉		jɐu21
擤		ɬɐŋ33
擤		sɐŋ33
擦		ʦʰak3
嚕		lou45
嚐		siøŋ21
擱		kɔk3
嚎		hou21
擂		lui21
桿		kɔŋ45
胸		hʊŋ45
刨		pʰau21
胚		pʰui45
挖		ʋak3
碗		ʋuŋ13
碗		wuŋ13
碟		tip2
碘		tiŋ13
碳		tʰaŋ33
碰		pʰʊŋ33
觔		kɐŋ45
熔		jʊŋ21
颳		kʷak3
琉		lɐu21
嗖		sɐu45
榕		jʊŋ21
缽		puk3
您		nei13
搧		siŋ33
搬		puŋ45
噹		tɔŋ45
噸		tɐŋ45
搗		tou13
跺		tɔ13
褂		kʷa33
搞		kau13
舔	文讀	tʰim13
舔	白讀	liɐm13
舔	白讀	liam13
鞍		ɔŋ45
捱		ŋai21
捆		kʰʷɐŋ13
癱		tʰaŋ45
灶		ʦou33
峰		fʊŋ45
壟		lʊŋ13
肇		siu21
摹		mou21
嘀	擬聲：嘀嗒	tik5
摀		ʋu13
摀		wu13
嘟		tu45
嘛	喇嘛	ma21
摔		sɐk5
腺		ɬiŋ33
腺		siŋ33
槓		kɔŋ33
輛		liøŋ13
騙		pʰiŋ33
筷		fai33
惦		tim33
霉	文讀	mui21
霉	白讀	mui45
霉	白讀	mou45
瀟		ɬiu45
瀟		siu45
瀕		pʰɐŋ21
籐		tʰɐŋ21
鋁		lui13
錶		piu45
崑		kʰʷɐŋ45
崙		lɐŋ21
崁		hɐm33
簑		sɔ45
群		kʰʷɐŋ21
怎		ʦɐm13
嗨		hai45
嗨		hɐi45
嗯		ŋ̍21
嗡		jʊŋ45
嗡	擬聲詞	ʋʊŋ45
嗡	擬聲詞	wʊŋ45
嗦	動詞：吸	ɬɔk3
嗦	動詞：吸	sɔk3
嗦	囉嗦	sɔ45
嗶	擬聲字	pi45
嗎	助詞	ma45
嗎	嗎啡	ma13
嗆	食急氣逆	ʦʰiøŋ45
嗆	嗆鼻	ʦʰiøŋ33
嗅		ʦʰɐu33
齣		ʦʰɐk5
嗓		sɔŋ13
獗		kʰik3
峇		pa45
鱷		ŋɔk2
舺		kap3
溯		sɔk3
峪		jʊk2
塭		ʋɐŋ45
烤		hau45
烯		hei45
烷		jiŋ21
烹		pʰaŋ45
塌		tʰap3
膛		tʰɔŋ21
篛		jɔk2
辣	文讀	lak2
辣	白讀	lak3
匆		ʦʰʊŋ45
睬		ʦʰɔi13
銲		hɔŋ21
睏		kʰʷɐŋ33
謊		fɔŋ13
裡		lui13
裏		lui13
儘	儘管	ʦɐŋ13
儘	儘量	ʦɐŋ21
岔		ʦʰa45
滾		kʷɐŋ13
岩		ŋam21
喲		jɔ45
喳		ʦa45
喂	語氣詞：接電話時第一個講的詞；表疑問	ʋei13
喂	語氣詞：接電話時第一個講的詞；表疑問	wei13
喇	喇叭	la33
臟		ʦɔŋ21
罈		tʰam21
迤	斜行延伸	ji13
迤	逶迤	ji21
蛋		taŋ21
僱		ku33
魂		ʋɐŋ21
魷		jɐu21
啦		la45
啊		a45
啃		hɐŋ13
啟		kʰɐi13
啓		kʰɐi13
矽		ʦɪk2
鈾		jɐu21
孢		pau45
蹧		ʦou45
屜		tʰɐi33
忑		tʰɪk5
忐		tʰaŋ13
唷		jɔ45
唔		m̍21
蝴		fu21
鬍		fu21
懂		tʊŋ13
鏽		ɬɐu33
鏽		sɐu33
糰		tʰiŋ21
傢		ka45
伙		fɔ13
櫥		ʦʰi21
櫥		ʦʰui21
湧		jʊŋ13
燙	文讀	tʰɔŋ33
燙	白讀	tʰɔŋ45
尷		kam33
愣		lɪŋ21
哼	哼歌	hɐŋ45
哼	感歎詞	hŋ̍45
哪	哪裡	na13
哪	天哪；哪吒	na21
哪	哪吒；天哪	na33
哩	英哩	lei13
哩	哩嚕	li45
勾	勾劃	ŋɐu45
哞		mɐu21
瞄		miu21
瞌		hɐp5
瞧		ʦʰiu21
靛		tiŋ21
嬤		ma45
耍		sa13
稿		kou13
另		lɪŋ21
叭	語氣助詞	pʰa45
茉		muk2
叼		tiu45
覷		ʦʰui33
茼	茼蒿	tʰɔŋ21
茲	在茲	ʦi45
螞	螞蟻	ma13
艙		ʦʰɔŋ45
你		nei13
佣		jʊŋ21
佣		jʊŋ45
樣		jiøŋ21
僞		ŋɐi21
票		pʰiu33
祂		tʰa45
颱		tʰɔi21
嘿	嘿嘿	hei45
嘿	通「默」	mɐk2
燜		muŋ21
褲		fu33
癌		ŋam21
癒		ji21
蠕		ji21
蠔		hou21
嫦		siøŋ21
嫻		haŋ21
倆		liøŋ13
橛	木橛子	kʰik3
橛	兩橛；量詞	kʰiɐk5
倘		tʰɔŋ13
們		muŋ21
濾		lui21
厘		lei21
咯	助詞	lɔ45
咯	咯咯笑	kɔk3
咩		mɛ45
咪		mi45
咕		ku45
咖		ka33
咐		fu33
咒		ʦɐu33
咚		tʊŋ45
喵		miau45
緡		mɐŋ21
癮		jɐŋ13
瘋		fʊŋ45
腮		ɬɔi45
腮		sɔi45
簽		ʦʰim45
媳		sɪk5
賠		pʰui21
窗		ʦʰɔŋ45
賬		ʦiøŋ33
賺		ʦaŋ21
做		ʦou21
做		ʦou33
窩		ʋɔ45
俐		lei21
玫		mui21
鍘		ʦap2
綁		pɔŋ13
綑		kʰʷɐŋ13
埕		ʦʰɪŋ21
埔		pʰou13
殼		hɔk3
埡		a33
埠	商埠，外埠	fɐu21
埠	船埠，埠頭	pou21
抬		tʰɔi21
礁		ʦiu45
啪	句末語氣助詞	pʰa45
啪	擬聲字	pʰak5
呃		ak5
呃		ɐk5
呆		ŋɔi21
呆		tai45
錨		mau21
婷		tʰɪŋ21
婿		ɬɐi33
婿		sɐi33
袱		fʊk2
漩		ɬiŋ21
漩		siŋ21
卡		kʰa45
鷥		si45
牠		tʰa45
吩		fɐŋ45
瞇		mei45
吔		ja45
吊		tiu33
吆	文讀	jiu45
吆	白讀	ʔiɐu45
晌		hiøŋ13
晒		sai33
壩		pa33
晰		sɪk5
晾		lɔŋ21
拿		na21
拷		hau45
秘		pei33
拆		ʦʰak3
爺		jɛ21
葡		pʰou21
嬸		sɐm13
蟑		ʦiøŋ45
錳		mɐŋ13
錳		maŋ13
垃		lap2
丟		tiu45
毽		kiŋ33
垮		kʰʷa45
菠		pɔ45
菫		kɐŋ13
哎		ai45
菇		ku45
潑		pʰuk3
戳		ʦʰɔk3
戳		ʦʰiøk3
鵪		ɐm45
裙		kʰʷɐŋ21
皂		ʦou21
皓		hou21
炸		ʦa33
甦		sou45
甩		lɐk5
褪	褪色	tʰui33
褪	褪落來；褪後	tʰɐŋ33
耗		hou33
狠		hɐŋ13
蒂		tɐi33
坏	同「坯」	pʰui45
乒		pɪŋ45
乓		pɔŋ45
么	句末語氣助詞	mɔ45
么	十三么	jiu45
趴		pʰa45
痺		pei33
症		ʦɪŋ33
趕		kuŋ13
痘		tɐu21
硼		pʰaŋ21
找		ʦau13
扼		ɐk5
扯		ʦʰɛ13
托		tʰɔk3
硓		lou13
蚜		ŋa21
氧		jiøŋ13
氯		lʊk2
氫		hɪŋ45
煉		liŋ21
煲		pou45
煮		ʦi13
饃		mɔ21
饃		mɔk21
剁		tiøk3
垛		tɔ13
腡		lɔ21
瘰		lɔ13
摞		lɔ21
銼		ʦʰɔ33
莝		ʦʰɔ33
矬		ʦʰɔ21
唆		sɔ45
窠		ʋɔ45
倭		ʋɔ45
涴	涴演：（水流）曲折蜿蜒	ʋuŋ13
涴	涴演：（水流）曲折蜿蜒	wuŋ13
涴	涴水	jiŋ45
涴	污染、弄髒	ʋɔ33
瘸		kʰɛ21
欛		pa33
垻		pa33
鈀		pa13
痳	古同“麻”	ma21
痳	同“淋”	lɐm21
搽		ʦʰa21
杈		ʦʰa45
汊		ʦʰa45
痂		ka45
稼		ka33
迓		ŋa21
廈		ha21
嗟		ʦɛ45
麝		sɛ21
賒		sɛ45
佘		sɛ21
剮		kʷa13
侉		kʰʷa13
鏵		ʋa21
蠹		tou33
鸕		lou21
鹵		lou13
嗉		ɬou33
嗉		sou33
牯		ku13
蠱		ku13
疽		ʦui45
胥		ɬui45
胥		sui45
褚		ʦʰi13
苧	同“苎”	ʦʰi13
苧	一種有機化合物	nɪŋ21
箸		ʦi21
淤		ji45
跗		fu45
腑		fu13
麩		fu45
訃		fu21
釜		fu13
鎢		ʋu45
鎢		wu45
誅		ʦi45
芻	芻口：髒話	ʦʰɔ45
硃		ʦi45
戍		si33
駒		kʰui45
獃		tai45
獃		ŋɔi21
纔		ʦʰɔi21
愷		hɔi13
靄		ɔi13
豺		ʦʰai21
疥		kai33
揩		hai45
稗		pai21
釵		ʦʰai45
曬		sai33
隘		ai33
穄		ʦɐi33
囈		ŋɐi21
箅		pei33
凄		ʦʰɐi45
薺		ʦʰɐi21
詣		ŋɐi21
瞖	古同“翳”	ɐi33
坯		pʰui45
裴		pʰui21
碓		tui33
頽		tʰui21
詼		fui45
茴		ʋui21
茴		wui21
煨		ʋui45
煨		wui45
劊		kʰui33
芮		ȵui21
芮		jui21
奎		kʰʷɐi21
裨		pʰei21
俾		pei13
荔		lɐi21
璽		ɬai13
璽		sai13
梔		ʦi45
豕		ʦʰi13
豉		si21
羈		kei45
岐		kʰei21
痹		pei33
秕		pei13
轡		pei33
丕		pʰei45
牝		pʰɐŋ13
篦		pei21
咨		ʦi45
糍		ʦʰi21
雉		ʦi33
鴟		ʦʰi45
尸		si45
鈰		si13
祁		kʰei21
耆		kʰei21
肄		ji21
牸		ʦi21
癡		ʦʰi45
痔		ʦi21
輜		ʦi45
俟		si21
痣		ʦi33
痣	訓讀	kei33
鰣		si21
沂		ji21
麾		fɐi45
綏		ɬui21
綏		sui21
夔		kʰʷɐi21
榧		fei13
痱		fɐi33
菢		pou21
澇		lou21
臊		ɬou45
臊		sou45
犒		hou33
薅		hou45
壕		hou21
爊		ŋou21
麅		pʰau21
鉋	“刨”的古字	pʰau21
鐃		nau21
笊		ʦau33
捎		sau45
潲		sau33
鉸	鉸剪	kau33
坳		au33
拗	拗斷	au13
拗	拗口	au33
臕		piu45
飈		piu45
嫖		pʰiu21
鰾		piu45
藐		miu13
剿		ʦiu13
醮		ʦiu33
鍬		ʦʰiu45
繰	同繅字	sou45
鞘		ʦʰiu33
詔		ʦiu21
橈		nau21
蕎		kʰiu21
枵		hiu45
鷂		jiu21
糶		tʰiu33
敨		tʰɐu13
耨		nɐu21
耬		lɐu21
彀		kɐu33
媾		kɐu33
瞘		kʰɐu45
甌		ɐu45
毆		ɐu45
漚		ɐu33
慪		ɐu33
阜		fɐu21
眸		mɐu21
餾		lɐu21
揫	古通“揪”	ʦɐu45
鞦		ʦʰɐu45
泅		ʦʰɐu21
搊	搊褲：束紧褲子	ʦʰɐu45
餿	文讀	sɐu45
餿	訓讀	ɬʊk5
餿	訓讀	sʊk5
帚		ʦɐu13
讎	同“仇”	sɐu21
鬮		ʦɐu45
柩		kɐu33
宥		jɐu21
莠		jɐu13
丢		tiu45
搨		tʰap3
簪		ʦam45
坍		tʰaŋ45
盍		hɐp2
鑞		lap2
鏨		ʦam21
泔		kam45
蚶		hɐm45
邯		hɔŋ21
埯	同“垵”，量詞，表示數量“一點兒”	ɐm45
劄		ʦak3
讒		ʦʰam21
裌	「袷 」的異體字；同「夾」	kiap2
裌	「袷 」的異體字；同「夾」	kiɐp2
袷	同「夾」	kiap2
袷	同「夾」	kiɐp2
懺		ʦʰam33
胛		kap3
狎		hap2
鑷		nip2
奩		lim21
殲		ʦʰim45
僉		ʦʰim45
暹		sim45
贍		sim21
閹		jim45
魘		jim13
檐		jim21
艷		jim21
釅		jim21
鍁		hiŋ45
杴		hiŋ45
腌		jim45
崦		jim45
掂		tim21
忝		tʰim13
㮇		tʰim13
簟		tʰim13
牒		tip2
諜		tip2
鮎		nim21
蒹		kim45
搛		kim45
僭		ʦim33
賃		ȵɐm21
賃		jɐm21
檁		lɐm13
廪		lɐm13
蕈		ʦʰɐm13
蕈		sɐŋ33
吣		ʦʰɐm33
琛		sɐm45
簪		ʦam45
岑		sɐm21
妊		ȵɐm21
妊		jɐm21
紝		ȵɐm21
紝		jɐm21
撳		kɐm21
妗		kʰɐm13
窨		jɐm33
窨	同「熏 」	fɐŋ45
灒		ʦaŋ33
擀		kɔŋ13
曷		hɔk3
襇		kaŋ13
柬		kaŋ13
閑		haŋ21
莧		hiŋ21
扳	扳手	paŋ13
扳	扳回一局	paŋ45
襻		pʰaŋ33
爿		paŋ21
疝		saŋ33
鐧	殺手鐧	kaŋ13
鱉		pik3
憋	文讀	pik3
憋	白讀	pɐi33
娩		miŋ13
澠	澠池	mɐŋ13
澠	河川名	sɪŋ21
輦		liŋ13
