1陰平33	
[kɔ1]勾溝鉤鳩[kɔ3]九久糾狗玖苟韭[kɔ5]構究救夠灸疚垢臼[kɔ6]舊	
[kʰɔ1]摳[kʰɔ2]求球[kʰɔ5]扣購寇舅靠	
[ŋɔ1]歐毆鷗[ŋɔ2]牛[ŋɔ3]嘔[ŋɔ5]偶藕襖	
[hɔ2]喉猴侯[hɔ3]口[hɔ5]吼厚[hɔ6]後后候	
[jɔ1]休憂丘優蚯幽[jɔ2]由郵猶油柔悠揉遊蹂尤[jɔ5]友幼有誘[jɔ6]又右佑	
#a	
[pa1]巴爸芭笆疤[pa3]把靶[pa6]吧罷[pa10]叭	
[pʰa1]趴[pʰa2]扒耙爬	
[ma2]麻[ma5]碼馬螞瑪[ma6]罵[ma10]媽嗎	
[fa1]花	
[va1]娃蛙窪嘩[va2]華樺[va6]話[va10]畫{名}	
[ta3]打	
[tʰa1]他它她	
[la2]拿娜[la5]那哪[la10]啦喇	
[tʃa1]抓咱渣碴	
[tʃʰa1]叉岔差{差錯}杈衩[tʃʰa2]茶查	
[ʃa1]沙紗砂[ʃa3]耍灑	
[ka1]瓜加家傢嘉枷[ka3]假{真假}賈寡	
[kʰa1]誇垮挎跨胯[kʰa10]卡	
[ŋa1]亞鴉阿[ŋa2]牙芽射衙[ŋa3]啞[ŋa5]雅訝[ŋa6]啊呀	
[ha1]蝦[ha2]霞暇[ha6]下夏廈[ha10]哈	
[ja5]也	
#ɛ	
[pɛ10]啤{白}	
[fɛ10]啡{白}	
[tɛ10]爹	
[tʃɛ1]遮[tʃɛ3]者姐[tʃɛ5]這借蔗[tʃɛ6]謝	
[tʃʰɛ1]車奢[tʃʰɛ2]邪斜[tʃʰɛ3]且扯	
[ʃɛ1]些賒[ʃɛ2]蛇[ʃɛ3]寫捨[ʃɛ5]社瀉卸赦舍[ʃɛ6]射	
[kʰɛ2]茄瘸	
[hɛ1]靴	
[jɛ2]爺椰[jɛ5]冶惹野[jɛ6]夜	
#i	
[li10]呢	
[tʃi1]之支朱硃芝枝知珠株脂諸豬蛛蜘嘰吱肢[tʃi3]止主拄指煮趾旨址紙滓只[tʃi5]志誌至注註治駐致著鑄智置摯蛀稚[tʃi6]住	
[tʃʰi1]癡雌嗤[tʃʰi2]池馳遲持除{乘除}匙廚弛櫥[tʃʰi3]齒恥侈[tʃʰi5]處刺幟柱翅儲貯賜署曙	
[ʃi1]屍書師詩施舒輸抒樞[ʃi2]時殊薯[3]史使{指使}始暑鼠矢屎黍[ʃi5]試市使{大使}[ʃi6]士氏示侍視樹豎是伺恃恕庶嗜	
[ji1]於衣醫依迂伊[ji2]兒儀而如余餘魚宜誼娛移漁愉榆愚疑夷胰隅寓輿豫儒蠕姨[ji3]倚椅淤[ji5]義與已以予議宇羽雨意爾語[ji6]二異易預遇御禦裕愈譽籲擬貳喻逾肄	
#au	
[pau1]包苞胞[pau3]飽[pau5]爆	
[pʰau1]拋咆[pʰau2]刨[pʰau3]跑[pʰau5]泡炮豹	
[mau10]貓[mau2]矛茅謀錨[mau5]某牡刨[mau6]茂貿貌	
[lau2]撓撈[lau6]鬧	
[tʃau1]嘲[tʃau3]爪找帚[tʃau5]罩[tʃau6]驟	
[tʃʰau1]抄鈔[tʃʰau2]巢[tʃʰau3]吵炒	
[ʃau1]捎梢[ʃau3]稍[ʃau5]哨	
[kau1]交郊膠[kau3]狡餃絞攪搞[kau5]較教窖校{校正}	
[kʰau5]銬	
[ŋau2]肴淆熬[ŋau5]拗咬	
[hau1]敲烤拷哮酵[hau3]巧考[hau5]孝[hau6]校{學校}效	
#əu	
[pəu1]褒[pəu3]補寶保堡[pəu5]布報怖[pəu6]步捕部暴哺簿埠	
[pʰəu1]鋪[pʰəu2]葡袍蒲菩[pʰəu3]普譜甫圃脯[pʰəu5]抱浦	
[məu2]無毛模蕪巫摹誣[məu5]武母侮姥舞拇姆鵡[məu6]務冒帽墓霧慕暮募[məu10]蟆	
[təu1]刀都[təu3]島倒堵賭搗睹[təu5]到[təu6]杜導度{溫度}盜悼道渡稻蹈妒鍍	
[tʰəu1]叨滔[tʰəu2]圖逃陡桃徒途濤塗陶掏萄淘屠[tʰəu3]土討禱[tʰəu5]吐肚兔套透	
[ləu2]奴蘆勞牢驢爐澇盧廬顱[ləu5]老努惱腦魯鹵虜[ləu6]怒路露賂	
[tʃəu1]遭糟租[tʃəu3]早棗組祖蚤[tʃəu5]灶做	
[tʃʰəu1]粗操[tʃʰəu2]曹槽[tʃʰəu3]草[tʃʰəu5]皂造醋澡燥躁措噪糙藻	
[ʃəu1]蘇搔酥騷臊[ʃəu3]嫂[ʃəu5]掃訴素數	
[kəu1]高膏稿糕羔篙[kəu5]告	
[ŋəu6]傲奧澳懊	
[həu1]蒿[həu2]毫豪壕嚎[həu3]好{美好}[həu5]耗好{愛好}[həu6]號浩酷	
#iu	
[piu1]標彪[piu3]表	
[pʰiu1]漂飄[pʰiu2]瓢[pʰiu5]票	
[miu2]苗描瞄[miu3]藐[miu5]渺秒[miu6]妙廟謬	
[tiu1]叼刁雕碉[tiu5]吊釣[tiu6]丟調掉	
[tʰiu1]挑[tʰiu2]條管[tʰiu5]跳	
[liu2]遼僚聊寥療撩嘹潦燎瞭鐐[liu3]繚[liu5]了鳥[liu6]尿料	
[tʃiu1]招椒焦蕉朝{朝陽}澆[tʃiu3]沼剿[tʃiu5]照[tʃiu6]召趙	
[tʃʰiu1]超悄鍬昭[tʃʰiu2]朝{朝向}潮瞧憔礁[tʃʰiu5]肖俏峭	
[ʃiu1]燒消宵銷蕭嘯硝簫[ʃiu3]小少{多少}[ʃiu5]少{少年}紹笑[ʃiu6]兆	
[kiu1]嬌驕[kiu3]繳轎矯[kiu5]叫	
[kʰiu2]喬僑橋養[kʰiu5]竅翹	
[hiu1]僥囂[hiu3]曉	
[jiu1]腰邀吆[jiu2]窯謠搖遙饒姚[jiu3]擾妖繞夭[jiu5]要舀[jiu6]耀	
#ui	
[pui1]杯[pui5]貝背輩狽[pui6]焙	
[pʰui1]坯胚[pʰui2]徘陪培賠[pʰui5]佩配倍沛	
[mui2]梅煤黴玫枚媒[mui5]每[mui6]妹	
[fui1]開灰恢魁[fui3]海[fui6]悔害誨晦	
[vui2]回茴蛔徊[vui5]愛會{學會}[vui6]會{會議}外匯彙礙	
[tui1]堆[tui5]對兌[tui6]隊代待怠袋	
[tʰui1]推胎[tʰui2]臺抬苔頹[tʰui3]腿[tʰui5]退蛻褪	
[lui2]雷擂萊蕾[lui5]女來壘旅屢呂侶鋁餒儡[lui6]內淚類慮累濾	
[tʃui1]災追栽椎錐[tʃui3]載{十載}宰詛沮蛆[tʃui5]再最醉嘴[tʃui6]在嶼序敘罪聚載{載重}墜贅	
[tʃʰui1]吹炊趨催摧崔維[tʃʰui2]才材財徐除{除外}隨錘豺捶裁[tʃʰui3]取采彩睬娶[tʃʰui5]脆菜賽翠趣	
[ʃui1]雖須衰需腮[ʃui2]垂誰髓[ʃui3]水[ʃui5]帥歲稅絮碎悴粹[ʃui6]緒瑞睡穗遂墅隧祟	
[kui1]居該[kui3]改矩舉[kui5]句鋸[kui6]巨具據距懼炬	
[kʰui1]區驅拘俱駒軀嶇[kʰui2]渠[kʰui3]繪賄概劊潰[kʰui5]拒蓋溉慨丐鈣	
[ŋui1]哀[ŋui2]獃呆	
[hui1]虛[hui3]許凱藹[hui5]去	
[jui5]乳蕊[jui6]銳	
#ɔi	
[pɔi1]跛[pɔi5]閉[pɔi6]幣斃蔽弊	
[pʰɔi1]批	
[mɔi1]眯[mɔi2]迷謎[mɔi5]米	
[fɔi1]揮輝徽[fɔi5]肺廢費[fɔi6]吠	
[vɔi1]威[vɔi2]違圍維唯遺為{為人}[vɔi3]委萎[vɔi5]偉畏慰諱葦緯穢蔚偎尉喂[vɔi6]衛為{為了}位胃惠慧謂蝟	
[tɔi1]低[tɔi3]抵底[tɔi5]締帝[tɔi6]弟隸遞第逮	
[tʰɔi1]梯[tʰɔi2]蹄提堤題啼[tʰɔi3]體[tʰɔi5]剃替屜涕蒂	
[lɔi2]尼泥黎犁[lɔi5]禮[lɔi6]厲麗勵例	
[tʃɔi1]擠劑[tʃɔi3]仔[tʃɔi5]際制製濟祭[tʃɔi6]滯	
[tʃʰɔi1]妻棲淒[tʃʰɔi2]齊	
[ʃɔi1]西篩犀嘶[ʃɔi2]柿[ʃɔi3]駛洗使{使用}[ʃɔi5]世細婿[ʃɔi6]勢逝誓	
[kɔi1]歸龜雞閨矽[kɔi3]軌鬼詭[kɔi5]計季貴桂繼瑰[kɔi6]櫃跪	
[kʰɔi1]虧規溪盔窺稽[kʰɔi2]葵攜[kʰɔi3]啟[kʰɔi5]契愧	
[ŋɔi2]危桅巍[ŋɔi5]蟻隘[ŋɔi6]藝偽毅魏	
[hɔi6]系係	
#ai	
[pai3]擺[pai5]拜[pai6]敗	
[pʰai2]排牌[pʰai5]派湃	
[mai2]埋[mai5]買[mai6]邁賣	
[fai5]塊快傀[fai6]筷	
[vai2]淮懷槐[vai3]歪[vai6]壞	
[tai3]歹[tai5]帶戴[tai6]大	
[tʰai5]太態貸泰汰	
[lai1]拉[lai5]乃奶[lai6]耐賴奈荔癩	
[tʃai1]齋[tʃai6]債寨	
[tʃʰai1]差{出差}猜[tʃʰai2]柴[tʃʰai3]踩	
[ʃai3]徙[ʃai5]曬	
[kai1]乖佳階皆街[kai3]拐解{解決}[kai5]介戒怪屆界芥誡解{押解}	
[kʰai1]揩[kʰai3]楷	
[ŋai1]挨唉埃[ŋai2]崖涯[ŋai3]矮[ŋai6]艾哎	
[hai2]孩鞋諧[hai5]駭蟹亥[hai6]械懈	
#ɐi	
[pɐi1]碑卑悲[pɐi3]比{比較}秕[pɐi5]臂秘痹蔑泌匕庇比{比鄰}[pɐi6]備被鼻避憊	
[pʰɐi1]披[pʰɐi2]皮疲脾[pʰɐi3]彼鄙[pʰɐi5]屁譬	
[mɐi2]微眉彌媚楣薇糜[mɐi5]尾美靡[mɐi6]未味味	
[fɐi1]非菲[fɐi2]肥[fɐi3]匪毀誹	
[tɐi6]地	
[lɐi2]厘狸離梨璃漓籬[lɐi5]李裏里你您理鯉履[lɐi6]利吏俐莉痢膩餌	
[tʃɐi1]飼姿資滋咨[tʃɐi3]子紫姊籽[tʃɐi6]寺白字	
[tʃʰɐi2]詞辭慈磁祠臍瓷[tʃʰɐi3]此[tʃʰɐi5]似次廁砌	
[ʃɐi1]絲司私思獅斯撕[ʃɐi3]死[ʃɐi5]四肆[ʃɐi6]事	
[kɐi1]肌饑飢機箕基譏[kɐi3]紀[kɐi5]記既寄[kɐi6]技忌妓	
[kʰɐi1]崎畸[kʰɐi2]奇騎期棋旗歧祈鰭其[kʰɐi5]企冀	
[ŋɐi5]耳	
[hɐi1]欺希犧嬉熙稀[hɐi3]豈起喜[hɐi5]氣戲棄汽器	
#on	
[pon1]幫邦梆[pon3]綁榜[pon6]謗磅	
[pʰon2]旁傍螃膀房{阿房宮}[pʰon5]蚌	
[mon2]亡芒忙忘茫[mon5]網妄莽[mon6]望	
[fon1]方坊芳荒謊慌肪[fon2]防妨房[fon3]仿訪紡晃恍幌[fon5]況放	
[von1]汪[von2]王皇黃煌凰惶蝗蟥[von3]枉[von5]往[von6]旺	
[ton1]當襠鐺[ton3]擋檔黨[ton6]蕩	
[tʰon1]湯[tʰon2]唐堂塘膛糖棠[tʰon3]倘敞躺淌搪[tʰon5]燙趟	
[lon2]郎狼廊囊琅榔[lon5]朗凜[lon6]浪	
[tʃon1]莊髒裝妝樁贓[tʃon5]壯葬[tʃon6]狀撞藏{西藏}	
[tʃʰon1]倉蒼瘡艙滄[tʃʰon2]床藏{埋藏}[tʃʰon3]廠創闖	
[ʃon1]桑嗓霜[ʃon3]爽[ʃon5]喪	
[kon1]岡光剛江崗綱光肛扛[kon3]廣講港[kon5]杠降鋼	
[kʰon2]狂[kʰon5]擴抗曠礦炕	
[ŋon2]昂	
[hon1]框康筐糠慷肮眶腔夯[hon2]航杭行{銀行}[hon6]項巷	
#ɔn	
[pɔn1]乓崩[pɔn10]泵	
[pʰɔn2]憑龐硼	
[fɔn2]宏	
[tɔn1]燈登瞪蹬[tɔn3]等[tɔn5]凳[tɔn6]鄧	
[tʰɔn2]騰藤譽	
[lɔn2]林臨能淋琳	
[tʃɔn1]針增斟憎僧曾{姓}[tʃɔn3]枕怎[5]浸[tʃɔn6]贈	
[tʃʰɔn1]侵[tʃʰɔn2]尋沉層曾{曾經}[tʃʰɔn3]寢[tʃʰɔn5]蹭	
[ʃɔn1]心深森芯[ʃɔn2]忱[ʃɔn3]沈瀋審嬸[ʃɔn5]滲[ʃɔn6]甚	
[kɔn1]今金[kɔn3]錦[kɔn5]更{更加}禁	
[kʰɔn1]襟[kʰɔn2]琴禽擒	
[ŋɔn1]鶯庵[ŋɔn5]暗	
[hɔn1]堪坎欽[hɔn2]含恒銜衡[hɔn3]砍肯啃[hɔn5]勘[hɔn6]杏幸嵌行{品行}	
[jɔn1]陰音[jɔn2]吟淫[jɔn3]飲[jɔn6]任	
#an	
[pan1]班斑扳頒[pan3]板版[pan6]辦扮	
[pʰan1]攀烹砰[pʰan2]朋棚膨彭鵬澎[pʰan5]盼棒	
[man2]盲蠻[man5]孟猛猛晚[man6]萬饅漫慢曼蔓幔	
[fan1]番翻[fan2]凡帆樊煩繁礬[fan3]反返販[fan6]犯飯泛範瓣	
[van1]彎灣[van2]還環橫[van3]玩[van5]挽[van6]幻患宦	
[tan1]單丹擔耽[tan3]膽[tan5]誕[tan6]旦但彈{彈弓}撣蛋淡	
[tʰan1]貪攤灘[tʰan2]彈{彈指}談壇痰曇譚潭檀[tʰan3]坦袒毯癱[tʰan5]歎炭探氮碳	
[lan2]男蘭攔南欄難藍籃瀾[lan3]欖[lan5]冷覽懶攬[lan6]爛艦濫纜	
[tʃan1]爭掙箏猙[tʃan3]斬眨盞嶄棧[tʃan5]贊撰[tʃan6]站暫賺綻	
[tʃʰan1]參餐攙[tʃʰan2]殘蠶慚饞橙[tʃʰan3]產鏟慘杉[tʃʰan5]燦撐篡	
[ʃan1]三山生刪衫拴牲叁珊笙甥[ʃan3]省{省會}[ʃan5]傘散涮	
[kan1]甘關奸更{更正}間耕監柑羹艱埂[kan3]揀繭減簡敢感柬澗堿橄[kan5]慣鑒	
[ŋan2]岩頑癌顏[ŋan5]眼[ŋan6]硬雁	
[han1]坑憨哼酣[han2]行{行走}閑鹹函涵[han5]喊[han6]限陷餡撼憾	
#ɛn	
[pɛn1]餅[pɛn5]柄[pɛn6]病	
[tɛn1]釘{動}[tɛn6]訂[tɛn10]釘{名}	
[tʰɛn1]廳[tʰɛn5]艇[tʰɛn10]廳	
[lɛn2]良涼娘梁量糧粱[lɛn3]輛[lɛn5]兩嶺倆[lɛn6]亮諒晾	
[tʃɛn1]張將漿章樟彰[tʃɛn3]井獎槳掌蔣阱[tʃɛn5]帳脹漲醬賬障仗[tʃɛn6]丈匠鄭象像橡杖	
[tʃʰɛn1]槍昌倡窗猖嗆[tʃʰɛn2]長場腸詳祥牆翔[tʃʰɛn3]搶[tʃʰɛn5]暢唱	
[ʃɛn1]相{相互}雙傷腥商箱廂湘鑲[ʃɛn2]嘗常償裳[ʃɛn3]想賞[ʃɛn5]相{相貌}[ʃɛn6]上尚	
[kɛn1]薑姜僵疆韁[kɛn3]頸[kɛn5]鏡	
[kʰɛn2]強{強大}[kʰɛn5]強{勉強}	
[hɛn1]鄉香[hɛn3]享響晌[hɛn5]向	
[jɛn1]央殃秧鴦[jɛn2]揚羊陽楊洋[jɛn5]仰養氧癢[jɛn6]讓樣釀壤嚷漾攘瓢	
#ən	
[pən1]般搬[pən3]本捧[pən5]半[pən6]伴拌胖叛絆畔	
[pʰən1]潘[pʰən2]盆盤篷[pʰən5]判碰	
[mən2]門們蒙瞞檬朦[mən5]滿[mən6]悶夢	
[fən1]豐風歡封瘋峰寬鋒蜂楓[fən2]寒逢蓬縫馮韓[fən3]罕刊款煥[fən5]漢早看[fən6]鳳汗諷奉捍悍焊翰	
[vən1]安鞍氨[vən2]援緩[vən3]碗豌腕[vən5]按案甕[vən6]岸換喚渙瘓	
[tən1]東冬[tən3]董懂[tən5]凍[tən6]動棟洞幢	
[tʰən1]通[tʰən2]同桐銅筒童彤瞳[tʰən3]桶統捅[tʰən5]痛	
[lən2]龍農籠濃聾隆嚨朧膿[lən3]攏[lən5]壟[lən6]弄[lən10]窿	
[tʃən1]中忠宗終鐘棕蹤盅綜[tʃən3]腫種{種子}總[tʃən5]眾縱種{種植}[tʃən6]重{重要}誦頌仲	
[tʃʰən1]匆沖充蔥聰衷囪湧{河湧}[tʃʰən2]從叢蟲重{重複}松[tʃʰən3]寵[tʃʰən5]重{重量}	
[ʃən1]鬆[ʃən2]崇[3]聳[ʃən5]宋送	
[kən1]乾工弓公功觀{參觀}杆肝攻供官竿宮恭躬蚣棺[kən3]管稈趕館拱[kən5]貢幹觀{道觀}貫冠灌罐汞[kən6]共	
[kʰən2]窮[kʰən3]孔鞏[kʰən5]訟	
[jən1]翁嗡[jən2]傭絨容庸熔熊融茸蓉溶榕[jən3]擁湧{湧現}蛹踴[jən5]勇冗[jən6]用	
#ɐn	
[pɐn1]乒冰兵奔賓濱蹦彬繽[pɐn3]丙秉稟[pɐn5]鬢[pɐn6]笨	
[pʰɐn2]平評坪蘋貧瓶萍屏頻瀕[pʰɐn3]品[pʰɐn5]并併拼噴聘	
[mɐn2]文民名紋明鳴聞萌盟螟[mɐn5]敏皿吻閩紊憫銘[mɐn6]問命[mɐn10]蚊	
[fɐn1]分芬吩紛昏婚氛勳熏葷[fɐn2]墳焚[fɐn3]粉[fɐn5]訓奮糞憤忿[fɐn6]份	
[vɐn1]溫瘟[vɐn2]雲勻暈魂耘[vɐn3]穩蘊[vɐn5]允永隕醞穎[vɐn6]運詠泳渾混韻	
[tɐn1]丁叮盯蹲敦墩[tɐn3]頂鼎[tɐn6]定錠頓鈍[tɐn10]噸	
[tʰɐn1]吞[tʰɐn2]停蜓廷亭庭[tʰɐn3]挺[tʰɐn5]聽盾	
[lɐn2]寧伶鄰靈輪鈴陵零齡侖倫淪獰濘玲淩菱棱楞磷鱗掄翎蛉檸[lɐn5]領[lɐn6]另令擰論吝賃躪	
[tʃɐn1]偵貞征津真睜晶蒸睛精珍諄榛怔[tʃɐn3]准整[tʃɐn5]正進證政俊振晉症震鎮駿峻竣[tʃɐn6]盡陣淨靜靖	
[tʃʰɐn1]清青春親蜻椿[tʃʰɐn2]塵陳情晴程懲循巡呈秦澄[tʃʰɐn3]逞疹診請蠢拯[tʃʰɐn5]襯秤稱趁	
[ʃɐn1]申升聲伸身辛星新薪呻紳鋅猩[ʃɐn2]臣成辰純誠承城神唇乘晨繩淳醇馴[ʃɐn3]筍醒省{反省}[ʃɐn5]訊聖旬迅性詢姓信勝汛遜殉瞬[ʃɐn6]剩腎順盛慎	
[kɐn1]巾斤軍均君轟京經根鈞驚筋跟荊[kɐn3]僅緊竟景滾謹境警耿梗[kɐn5]莖徑敬棍[kɐn6]近勁競兢	
[kʰɐn1]傾昆坤[kʰɐn2]芹裙勤群瓊擎鯨[kʰɐn3]頃捆菌[kʰɐn5]困窘	
[ŋɐn2]銀	
[hɐn1]兄興欣輕氫卿[hɐn2]痕[hɐn3]很狠墾懇[hɐn5]慶[hɐn6]恨	
[jɐn1]因應{應該}英姻恩櫻鷹茵殷嬰纓鸚[jɐn2]人仁仍扔刑型榮盈營蠅凝熒瑩螢形迎贏邢[jɐn3]忍映隱影[jɐn5]引印應{回應}蚓癮[jɐn6]刃認孕潤紉韌閏	
#in	
[pin1]邊鞭[pin3]扁貶匾[pin5]變[pin6]便{便利}辨辯	
[pin10]辮	
[pʰin1]偏編篇蝙翩[pʰin2]便{便宜}[pʰin5]片遍騙	
[min2]明眠綿棉[min5]免勉娩冕緬[min6]面麪麵	
[tin1]端顛[tin3]典點短碘[tin5]店[tin6]電墊段斷{果斷}緞殿鍛甸掂澱惦奠佃	
[tʰin1]天添[tʰin2]田團甜屯填囤臀恬[tʰin5]舔斷{折斷}	
[lin1]粘[lin2]年連憐簾蓮聯廉鐮巒[lin3]卵戀[lin5]暖臉斂碾[lin6]亂念練煉嫩[lin10]鏈	
[tʃin1]專尖沾磚氈尊煎瞻遵顫[tʃin3]轉蘸展剪[tʃin5]佔占戰鑽箭[tʃin6]薦賤漸踐濺	
[tʃʰin1]川千遷纖村殲穿簽籤[tʃʰin2]存傳全泉前錢纏潛痊[tʃʰin3]淺竄喘[tʃʰin5]寸串	
[ʃin1]仙先孫宣酸鮮[ʃin2]船旋闡蟬漩簷[ʃin3]閃陝選損癬銑[ʃin5]線扇算腺吮[ʃin6]善羨擅膳贍[ʃin10]蒜	
[kin1]堅肩捐兼絹[kin3]卷檢撿[kin5]見建劍[kin6]券件儉倦健鍵眷[kin10]鵑	
[kʰin2]權鉗拳乾黔	
[hin1]牽掀圈謙軒喧[hin2]嫌[hin3]犬顯險遣譴[hin5]欠勸憲獻歉[hin6]現	
[jin1]咽煙冤鴛淵蔫[jin2]元延嚴園員言完賢研炎沿弦鹽原圓鉛懸然蜒緣源燃玄涎袁舷閻猿轅[jin3]院縣掩淹演燕宛惋婉偃奄[jin5]厭遠軟染[jin6]唁怨豔宴驗焰願硯衍諺堰炫[jin10]丸	
#oʔ	
[poʔ7b]博搏膊播駁縛[poʔ8]泊薄雹	
[pʰoʔ7b]撲樸	
[moʔ7a]剝[moʔ8]莫幕漠膜寞	
[foʔ8]霍	
[voʔ8]獲	
[toʔ8]度{量度}踱	
[tʰoʔ7b]托託拓	
[loʔ]樂絡駱胳落洛烙諾酪	
[tʃoʔ7b]作昨[tʃoʔ8]鑿	
[tʃʰoʔ7b]戳	
[ʃoʔ7b]索塑溯	
[koʔ7b]各角國閣覺擱郭	
[kʰoʔ7b]確廓	
[ŋoʔ7b]惡[ŋoʔ8]噩嶽岳愕鱷	
[hoʔ7b]殼鶴[hoʔ8]學	
#ɔʔ	
[pɔʔ7a]北	
[mɔʔ8]脈墨默陌	
[tɔʔ7a]德得[tɔʔ8]特	
[lɔʔ7a]粒凹[lɔʔ8]立	
[tʃɔʔ7a]鯽汁則側執測[tʃɔʔ8]習襲集	
[tʃʰɔʔ7a]輯[tʃʰɔʔ8]賊	
[ʃɔʔ7a]濕塞[ʃɔʔ8]十什{什麼}拾	
[kɔʔ7a]急	
[kʰɔʔ7a]吸級給[kʰɔʔ8]及	
[hɔʔ7a]黑赫克刻乞[hɔʔ8]核	
[jɔʔ7a]泣揖[jɔʔ8]入	
#aʔ	
[paʔ7b]八百壩垻伯霸捌[paʔ8]白拔跋	
[pʰaʔ7b]拍怕柏魄帕舶	
[maʔ8]麥罵襪	
[faʔ7b]化發髮法[faʔ8]罰乏伐閥筏	
[vaʔ7b]挖[vaʔ8]劃划或畫{動}域惑猾滑	
[taʔ7b]搭答[taʔ8]達踏蹋	
[tʰaʔ7b]塔塌	
[laʔ8]納垃{訓讀}臘蠟辣肋呐鈉捺	
[tʃaʔ7b]紮軋責炸窄榨乍詐砸[tʃaʔ8]宅擇閘摘鋤雜什{日什}澤	
[tʃʰaʔ7b]冊拆刷插策察擦	
[ʃaʔ7b]圾{訓讀}殺撒刹薩煞霎颯	
[kaʔ7b]甲夾價刮駕掛革架格鴿隔嫁稼卦莢鉀咖{咖啡}蛤頰	
[kʰaʔ8]掐	
[ŋaʔ7a]握扼[ŋaʔ7b]瓦壓押鴨遏[ŋaʔ8]額	
[haʔ7a]洽恰[haʔ7b]嚇客[haʔ8]合峽狹盒瞎匣俠轄	
#ɛʔ	
[pʰɛʔ7b]劈	
[tɛʔ7b]啄琢[tɛʔ8]笛	
[tʰɛʔ7b]踢唾	
[lɛʔ8]劣掠略瀝	
[tʃɛʔ7b]隻桌著{穿著}脊嚼芍卓酌爵灼[tʃɛʔ8]著{著地}	
[tʃʰɛʔ7b]尺赤雀鵲綽	
[ʃɛʔ7b]削[ʃɛʔ8]勺石錫爍碩	
[kɛʔ7b]腳	
[kʰɛʔ7b]卻[kʰɛʔ8]劇	
[jɛʔ7b]躍[jɛʔ8]約若藥鑰弱瘧虐	
#əʔ	
[pəʔ7a]卜[pəʔ8]勃撥僕瀑	
[pʰəʔ7b]潑	
[məʔ7b]抹[məʔ8]木末目沒牧沫沐茉睦穆	
[fəʔ7a]幅複復腹福覆蝠輻[fəʔ7b]喝闊渴褐[fəʔ8]伏服袱	
[vəʔ8]活	
[təʔ7a]督[təʔ8]毒獨讀牘	
[tʰəʔ7a]禿	
[ləʔ7a]碌[ləʔ8]六陸錄鹿綠氯	
[tʃəʔ7a]竹足祝捉燭築粥囑[tʃəʔ8]濁	
[tʃʰəʔ7a]束促矗速畜蓄[tʃʰəʔ8]俗逐族續觸軸簇	
[ʃəʔ7a]叔肅宿粟縮[ʃəʔ8]屬熟淑贖蜀	
[kəʔ7a]穀谷菊鞠[kəʔ7b]葛割	
[kʰəʔ7a]曲麴[kʰəʔ7b]括豁[kʰəʔ8]局侷	
[ŋəʔ7a]屋	
[həʔ7a]哭	
[jəʔ7a]沃旭郁[jəʔ8]玉肉育獄辱浴欲慾褥	
#ɐʔ	
[pɐʔ7a]不畢迫筆逼碧壁[pɐʔ8]脖渤	
[pʰɐʔ7a]匹辟僻壁霹	
[mɐʔ8]勿物密蜜	
[fɐʔ7a]忽沸拂窟[fɐʔ8]佛	
[vɐʔ7a]屈	
[tɐʔ7a]的嫡[tɐʔ8]滴滌	
