ɑ
p[1]巴芭疤吧笆琶杷[3]把[5]垻欛坝爸罢[7]八
pʰ[2]爬钯耙螃[5]怕帕[7]拔
m[1]妈[2]麻痲[3]马码[5]骂
f[7]法乏发{头~}发{~财}伐罚
t[3]打[5]大[7]搭答沓达
tʰ[1]他[7]踏塔榻遢塌
l[1]拉垃[2]哪拿[3]哪[5]那蜡[7]纳腊辣
ʦ[3]眨[7]杂札扎
ʦʰ[2]插察[7]擦
s[1]杉萨[3]洒洒撒
tʂ[1]查渣[5]诈榨炸乍闸煠
tʂʰ[1]叉杈差差钗[2]茶搽茬查[5]岔
ʂ[1]沙纱痧砂[3]傻[7]杀
x[1]虾
Ǿ[1]阿

i
p[1]憋逼[2]鼻[3]彼鄙比[5]蔽敝弊币毙闭箅陛鐾俾臂避庇备篦[7]笔毕必碧璧壁
pʰ[1]批屄[2]皮疲脾秕琵枇[3]匹[5]譬痹屁痞癖[7]霹
m[2]迷谜糜弥靡[3]米[5]秘泌觅[7]密蜜
t[1]爹低[2]滴嫡籴[3]底抵[5]帝蒂弟第递地[7]的狄笛敌涤
tʰ[1]梯涕[2]堤题提蹄啼[3]体[5]替剃屉剔[7]踢
n[2]泥倪尼呢梨疑[3]你拟[5]谊腻
l[2]犂黎离篱璃离厘貍[3]礼李里理里鲤[5]例厉励丽隷莉荔利痢吏立笠历历[7]栗力
ʨ[1]鷄稽羁奇飢肌几基箕姬机讥饥几[3]姐挤己纪几虮缴[5]藉祭际穄济荠剂计继髻寄徛妓冀记忌既季寂[7]集辑急级及疾吉即棘极戟脊迹积绩激击
ʨʰ[1]妻凄凄栖溪奚欺期[2]齐脐奇骑岐祁棋旗其祈[3]啓起杞岂[5]砌契企器弃气汽泣乞[7]七漆膝戚
ɕ[1]些西犀兮畦牺嬉熙嘻希稀蟋[2]褯婿[3]写洗玺禧喜蟢[5]泻卸细系系系系戏泄[7]吸歇悉熄媳昔惜席析锡
Ǿ[1]衣医[3]蚁椅倚[5]义议

u
p[3]补[5]布布怖部簿步
pʰ[1]铺[2]蒲菩脯葡[3]谱普浦捕脯[5]铺
m[2]模[3]母拇[5]暮慕墓募
f[1]呼夫肤敷俘孵麸[2]胡湖糊狐壶乎葫蝴胡殕符扶芙浮[3]虎浒府腑俯甫斧抚釜腐辅[5]戽户沪互护瓠跗付赋傅咐赴讣父附富副妇仆
v[1]乌污坞巫诬[2]吴蜈吾梧无[3]五伍午武舞侮鹉[5]误悟务雾戊勿物
t[1]都[3]堵赌肚[5]妒杜肚度渡镀度督笃毒
tʰ[2]途屠徒涂图[3]土吐吐[5]兔秃
l[2]奴卢炉芦鸬庐驴[3]努鲁橹虏卤[5]怒路赂露鹭
ʦ[1]租猪[3]祖组阻[5]做着苎箸助
ʦʰ[1]初粗[2]除储锄[3]褚楚础[5]醋畜
s[1]梳疏蔬疏苏酥[3]数蜀[5]数素诉塑嗉漱赎
tʂ[1]诸诛蛛株朱硃珠[3]煮拄主[5]驻柱住注蛀铸
tʂʰ[2]厨橱雏[3]处杵处
ʂ[1]书舒枢输输殊[2]黍[3]鼠暑墅署薯[5]庶恕戍竖树术
ʐ[2]如儒擩[3]汝乳辱褥[5]入
k[1]姑孤辜[3]古估牯股鼓贾[5]故固雇顾
kʰ[1]箍枯[3]苦[5]库裤酷

y
ȵ[3]女
l[3]吕旅缕屡履[5]虑滤
ʨ[1]居车拘驹跔[3]举矩[5]据锯拒聚俱句具惧距苣剧剧[7]橘鞠掬
ʨʰ[1]蛆趋区驱躯[2]渠佢衢[3]取娶[5]去趣[7]屈曲曲
ɕ[1]墟须须需吁虚嘘[2]徐[3]许[5]絮序叙绪蓄畜[7]续
