a
p      ①胞雹包褒③饱保堡宝⑤报抱菢暴曝爆龅鲍豹
pʰ     ①泡{灯～，又 pʰau꜄}抛②咆刨袍③跑⑤泡{～茶，又꜀pʰau }炮 
m     ①猫②茅矛毛③卯□{不和、生矛盾}⑤帽冒貌
t       ①叨刀③倒{～下，又 tau꜄}捣岛⑤蹈到倒{～水，又꜀tau }稻道铸{又tsu꜄}盗 
tʰ     ①滔涛詜{骂}掏②淘桃逃萄陶③讨⑤导套
n      ①捞{又}②唠涝捞{又}劳牢③恼脑老⑤闹□{毒害}
ts     ①召沼招昭遭糟朝{～气，又꜁tsʰau}②着-{表被动}③澡枣找蚤早爪⑤皂诏罩灶照造{～孽，又tsʰ au꜄}赵兆
tsʰ     ①操抄超钞②嘲潮巢槽曹朝{～代，又꜀仍au}③吵草炒⑤躁造{制～，又仍au꜄}糙耖{～锅、～地}
s         ①梢捎艄稍臊烧骚筲{～箕 }②苕韶{～山 }③嫂扫{～地，又 sau꜄}少{多～，sau꜄}⑤哨潲绍扫{～把，又꜂sau }少{～爷，꜂sau}
ɹ         ②饶挠{不屈不~ }③绕扰
k        ①膏篙糕高羔②殽-{混合、米糊，又꜁kʰau}③搅-{即“搞”本字，又꜂ʨiau }稿⑤告较-{尝试，又ʨiau꜄}窖 
kʰ      ①敲{又꜀ʨʰiau}②殽-{混合、米糊，又꜁kau}③烤考⑤铐靠
x        ①蒿薅②嚎壕豪毫③好{～坏，又 xau꜄}郝⑤好{爱～，又꜂xau }号浩耗 
ŋ        ①熝{炼}②熬敖翱③咬-{又꜂ȵŋau }袄⑤澳懊傲拗坳奥

iau
p        ①标猋膘{肥～}彪③表
pʰ      ①漂{水～，又 pʰiau꜄}鳔飘②嫖瓢③瞟熛⑤漂{～亮，又꜀pʰiau }票 s
m       ①喵②描苗瞄③渺秒藐眇⑤妙庙
t         ①雕碉刁貂③屌⑤吊调{～动，又꜁tʰiau }掉钓 
tʰ        ①挑②条调{～整，又 tiau꜄}③斢{～换}⑤跳
n        ①敹{缝 }□{~子：故意 }②疗撩燎寥聊辽③了{～解}咬{又꜂ŋau }鸟⑤撂尿廖料
ʨ       ①姣浇椒跤胶蕉焦骄矫交教{～书，又ʨiau꜄}娇郊②□{嘴硬、不服管教}③绞缴饺剿搅{又꜂kau  }狡 铰侥⑤嚼噍叫校-{学～，又ɕiau꜄}教{～育，又꜀ʨiau }觉{睡～，又꜁ʨio }较{又 kau꜄}轿
ʨʰ      ①橇跷悄撬敲{～诈，又꜀kʰau  }锹②桥谯瞧樵侨荞翘{不整齐，又ʨʰiau꜄}乔③巧⑤俏藠{～头}翘{又꜁ʨʰ ŋau }窍
ɕ        ①啸嚣消硝肖萧宵箫销霄②淆③晓小⑤校{又ʨiau꜄}效笑酵孝
∅        ①妖要{～求，又꜀ŋau  }吆腰邀幺夭姚谣摇遥窑尧③舀⑤要{～不～，又 ŋau꜄}跃耀

əu
t         ①逗{～笑，又 təu꜄}兜都{又꜀tu }篼③蚪斗{漏～，又 təu꜄ }陡⑤痘逗{～留，又꜀təu }斗{战~, ꜂təu }豆
tʰ       ①偷②投头③抖敨{～整：打理}⑤透 
n        ②楼□{脏}③搂篓⑤漏陋
ʦ        ①周洲粥{又꜁ʦu }舟州邹③肘走帚⑤咒昼宙奏
ʦʰ      ①搊{推}抽②绸愁仇稠筹酬③丑⑤嗅揍臭骤凑 
s         ①搜收③手擞首守⑤嗽兽售瘦授受寿
ɹ         ②柔揉⑤肉{又꜁ɹu}
k        ①沟钩勾③狗□{吝啬}⑤购构苟够垢 
kʰ      ①抠②□{东西向下倒放}③口⑤叩扣寇
x        ①齁②喉侯猴③吼⑤后候厚 
ŋ        ①欧③沤偶藕殴⑤呕怄

iəu
m       ⑤谬
t         ①丢
n        ①溜②流榴瘤馏硫刘琉留牛③柳纽扭⑤□{动、扭动 }
ʨ       ①纠灸鸠髻 ᪶ ᪶{儿}③疚酒久九韭⑤旧救究就舅臼	 
ʨʰ      ①揪秋蚯瞅丘邱②球求
ɕ        ①修休羞②囚泅③朽⑤绣秀锈袖
∅        ①忧悠优幽②游油犹鱿尤由邮③有友酉⑤柚佑又右釉幼诱

an
p        ①搬扳班斑颁般③版板拚{～命}⑤绊瓣办伴拌扮畔半蚌{～壳儿 }
pʰ      ①潘攀藩②蟠盘⑤判盼叛
m       ②馒蛮瞒③满螨⑤漫{又 mən꜄}慢蔓曼谩
f        ①番翻②繁烦樊帆凡③反返⑤贩泛梵{～殿公社}饭犯范
t         ①担{～柴，又꜀tan }耽{又꜀taŋ}丹单③胆⑤诞但担{扁～，又 tan꜄}蛋旦弹{子～，又꜁tʰan}
tʰ       ①贪滩瘫摊探坍②潭檀痰谭谈坛弹{～琴，又 tan꜄}③坦毯⑤淡叹炭碳  
n        ②栏难{～度，又 nan꜄}拦蓝男篮南兰③缆榄懒揽{又꜂naŋ}览⑤滥难{灾～，又꜁nan }烂
ʦ        ①赡沾瞻簪毡詹②攒{～劲，又꜂ʦan}③攒{～钱，又꜁ʦan }斩展盏⑤赞占灒{溅出}栈蘸暂颤站战 
ʦʰ      ①餐掺参{～加，又꜀sən}搀②缠谗惭馋残蚕潺③惨摌{～耳光}产⑤忏灿
s         ①搧{～耳光}煽山衫三②蝉禅③伞闪陕散{懒～，又 san꜄}⑤缮骟鳝散{～开，又꜂san }汕扇善膳 
ɹ         ②然燃③染冉
k        ①甘柑橄杆{桅～，又꜂kan }肝竿干{～净，又 kan꜄}③杆{腰～，又꜀kan }感擀赶敢⑤间-{～开：隔开、～天：隔一天， 又꜀ʨiɛn、ʨiɛn꜄}幹{～事情，又꜀kan}
kʰ      ①堪勘刊龛{神～子}嵌③砍坎⑤看
x        ①鼾憨酣②含涵韩寒衔-{～接，又꜁ɕiɛn、꜁xaŋ}咸函③喊撼罕⑤汉汗憾悍苋旱陷-{又ɕiɛn꜄}限-{又 ɕiɛn꜄}
ŋ        ①淊{～水}庵桉安鞍②严-{门关～，又꜁ȵŋɛn }谙⑤案雁-{～鹅，又 ŋɛn꜄}按暗晏-{晚，又 ŋɛn꜄}岸 

iɛn
p        ①编边鞭③贬蝙匾扁⑤辨辫辩便{方～，又꜁pʰiɛn }变汴
pʰ      ①偏篇②便{～宜，又 piɛn꜄}③㓲{砍削}⑤骗遍片 
m       ②绵棉眠③缅勉免⑤面
t         ①癫颠滇巅③典碘腆点⑤淀惦佃臀垫店殿奠电 
tʰ       ①添天②填甜田③舔
n        ①研拈②莲连怜{又꜁nin  }廉镰鲢联帘年阎严{又꜁ŋan}③碾撵⑤练恋炼链敛念砚念谚 验酽{浓稠状}
ʨ      ①奸坚煎{～蛋，又ʨiɛn꜄}尖间{时～，又 kan꜄、ʨiɛn꜄}监兼艰③检践{实～，又ʨiɛn꜄}剪俭拣茧简减柬涧⑤ 贱渐溅践{～踏，又꜀ʨiɛn }饯剑件健煎{～油，又꜀ʨiɛn }间{～接，又꜀kan、kan꜄、꜀ʨiɛn }箭见鉴键舰毽建荐腱{~子肉}
ʨʰ    ①谦歼迁签铅{又꜁yɛn }牵千②潜钱钳黔前乾③浅谴遣⑤欠歉倩茜
ɕ      ①仙先②贤嫌衔{又꜁xan、꜁xaŊ}闲③显险⑤线县献宪陷{又 xan꜄ }限{又 xan꜄}现羡馅
Ǿ      ①淹腌胭蔫{食物不新鮮、花萎}炎烟焉嫣②沿檐{又꜁ŋaŋ}言芫颜盐延涎③演眼衍掩⑤咽雁{~ 南飞，又ŋan꜄}厌晏{～家乡：地名，又ŋan꜄}堰焰燕宴筵艳

uan
t       ①端②剸{拦截，又꜀tuan}③剸{拦截，又꜁tuan }短⑤锻段 
tʰ      ②团③䜝{巴结、说好话}
n      ②銮③暖卵⑤乱
ts     ①砖钻{～空子，又tsuan꜄}专③转{～手，又tsuan꜄}⑤赚转{～圈，又꜀tsuan }传{～记，又꜁tsʰuan }钻{电～，又꜀tsuan }
tsʰ    ①汆{～汤肉 }川穿②传{～达，又tsuan꜄}船③铲⑤篡窜串
s      ①删拴珊酸⑤涮蒜闩算 
ɹ      ③阮软
k      ①棺官关观冠{鸡～，又 kuan꜄}③馆管⑤贯灌惯罐冠{～军，又꜀kuan }
kʰ     ①宽③款浣皖
x      ①欢{喜～，又꜀xuai}②横-{～顺：不管如何，又꜁xuƏn }还环③缓⑤唤涣痪患换焕宦幻 
Ǿ      ①湾弯豌②完顽玩③婉娩碗惋宛挽腕晚⑤万院{法～，又 yɛn꜄}

yɛn
ʨ      ①捐腃{蜷缩}鹃绢肩③卷{～起来，又ʨyɛn꜄}⑤券倦圈{猪～，又꜀ʨʰyɛn }卷{～子，又꜀ʨyɛn }眷 
ʨʰ    ①圈{圆～，又ʨyɛn꜄}②泉权全拳醛③犬⑤劝
ɕ      ①喧掀宣轩鲜②漩悬旋{凯～，又ɕyɛn꜄}弦玄③癣选⑤旋{～吃～做，又꜁ɕyɛn}
Ǿ      ①渊鸳冤②员源缘原援猿圆园铅{又꜀ʨʰiɛn }袁丸元③远⑤愿怨院{～子，又 uan꜄}

Ən
p      ①绷{～带，又꜀poŋ}奔{～跑，又 pƏn꜄}崩③本⑤坌{和物}奔{拼搏，又꜀pƏn }笨
pʰ     ①烹□{靠}喷{又}②膨盆彭
m     ①扪闷{少言语，又꜀mƏn}②们明-{～天，又꜁min }门⑤漫-{水溢出，又 man꜄ }闷{～热，又 mƏn꜄ }
f      ①吩分{～数，又 fƏn꜄}芬②坟焚③粉⑤喷{又}分{本～，又꜀fƏn }愤份奋粪
t       ①蹬蹲墩{又꜀tƏn }敦灯登②□{~大： 很大，又꜁toŋ}③等墩{桥～，又꜀tƏn}⑤吨囤瞪盾炖邓钝顿遁凳 
tʰ      ①吞②疼誊藤滕腾③□{颠簸}⑤□{攀比、竞争 }□{停顿}
n      ①捻{手指搓摩}②沦棱{～角 }伦轮能楞③冷⑤嫩论
ts     ①赠贞诊争侦挣{～扎，又tsən꜄}尊樽蒸曾{姓，又꜁tsʰƏn }增臻睁遵真征筝珍针斟疹③枕怎振 拯整震⑤澄{～水：使水中杂质沉淀，又꜁tsʰƏn }症甑证正挣{～钱，又꜀tsən }罾{搬～公社}憎阵郑政镇
tsʰ    ①村伸{手～出来，又꜀sƏn}撑称皴②呈澄{～清，又tsən꜄}存橙诚承{～建，又꜁sƏn }程曾{～经，又꜀tsən }尘城层陈 丞臣成③惩揿{用力按}逞⑤秤寸趁衬慎
s       ①僧深孙森伸{～冤，又꜀tsʰƏn }声申牲身参{人～，又꜀tsʰan }生甥升②乘神承{～重，又꜁tsən }晨辰③婶沈榫损省审笋⑤剩肾甚葚圣胜盛
ɹ      ②任{姓～，又 zƏn꜄}仁人壬仍③纫忍刃⑤认任{责～，又꜁zƏn }扔 
k      ①根跟更{～换，又 kƏn꜄}庚耕③哽{吞咽}梗耿埂⑤更{～多，又꜀kƏn }
kʰ     ①坑③啃恳肯垦
x      ①亨②痕恒衡③狠很⑤杏{又ɕin꜄}恨
ŋ      ①樱-{～桃儿，又꜀in } -鹦-{～哥儿：鹦鹉，又꜀in }恩③□{硌人}⑤硬

in
p      ①滨兵彬槟殡宾鬓冰斌③柄饼炳丙禀秉⑤并病 
pʰ     ①拼②贫瓶评凭苹萍坪屏频平③品⑤聘
m     ①□{~甜：很甜}②鸣名明{又 mƏn }瞑民岷铭盟冥③闽抿敏悯⑤命
t       ①叮盯{又꜁tin }钉{～子，又 tin꜄}丁②盯-{又꜀tin}③鼎顶⑤订□{抛掷}定钉{～钉子，又꜀tin }锭 
tʰ     ①听厅②蜓庭霆廷亭婷停③挺艇⑤□{掌掴，又 tʰiaŊ꜄}
n      ②林磷灵临翎{～膀：翅膀}宁邻陵玲铃鳞零麟凌菱凝怜{又꜁niɛn } -笠-{斗～，又꜁ni}③领⑤令吝另 毅{又 in꜄}
ʨ     ①津经惊荆斤茎晶旌巾筋精金鲸今京③紧谨警仅景境竟锦颈井⑤禁擎{又}进 近劲敬镜竞尽净静径
ʨʰ    ①清蜻亲钦轻卿青②情擒秦芹晴禽勤琴擎{～天柱，又}③请寝⑤浸濪{冰～：水冰凉}侵庆 靖{李~}
ɕ      ①心辛欣新馨腥薪星兴{～奋，又ɕin꜄}②刑寻-{寻找，又꜀ɕyn  }型行{～为，又꜁xaŊ}形③擤{～鼻涕}醒⑤姓 性杏{又 xƏn꜄}幸信衅兴{高～，又꜀ɕin}
Ǿ      ①姻婴缨樱{又꜀ŊƏn }鹦{又꜀ŊƏn }因蝇莺英阴鹰殷音蚁-{蚂～，又 ni꜄}②赢淫迎寅银盈③瘾饮蚓 隐引影颖{又꜀yn}⑤映应印毅{又 nin꜄}

uƏn
ts     ①谆③准
tsʰ    ①椿春③蠢
s      ②唇纯绳鹑醇③瞬⑤顺舜 
ɹ      ⑤润孕闰
k      ③滚⑤棍
kʰ     ①昆琨坤②浑-{～吞：整个吞下，又꜀xuƏn 、꜁xuƏn}③捆⑤困
