a
p        ①杷疤芭琶巴{又꜁pʰa }粑②爸八③把㞎{儿语粪便}⑤坝罢霸 
pʰ      ①{软}②跋拔爬耙巴{下～，又꜀pa } -筏-{～子}③趴⑤怕帕
m       ①妈②麻㩢{～桌子，又꜂mo}③码蚂马⑤骂
f        ②罚伐发乏法
t         ②搭达沓{一～纸，又꜁tʰa }答③打⑤大{又꜂tʰaŋ }
tʰ        ①他②踏沓{拖～，又꜁ta }塌塔
n        ①拉②拿蜡腊辣纳捺③哪⑤那
ʦ        ①渣奓{嘴张开}②咋乍闸扎砸眨煠{油～}铡杂③鲊⑤榨诈炸{～弹}
ʦʰ      ①杈差{～别，又꜀ʦʰaŋ }叉衩{裤～～，又꜂ʦʰa}②查插擦茶察搽③诧{口无遮拦}衩{～～裤，又꜀ʦʰa}⑤岔 
s         ①沙纱杉鲨萨{菩～，又꜂sa}②煞杀③洒傻撒萨{～德、～达姆，又꜁sa } -晌-{～午，又꜂ɕiaŋ}⑤啥
k        ②噶{寻求肯定}搳{搔腋下使发痒，又 xa}③尬{尴~ }□{~~：儿语肉}
kʰ       ①㮟{～～角角，又꜀ʨʰia }咖③卡
x        ①哈般{点头～腰}②搳{搔腋下使发痒，又꜁ka}③□{傻}⑤下-{等一～，又ɕia꜄ }
∅        ①阿{～妹、～拉伯，又꜀o}②啊

ia
p        ③瘪{扁}
pʰ       ③□{打耳光声}
t         ①扚{提，又꜀tiaŋ}⑤滴-{又-꜁-tie}
n        ①□{撒娇、嗲、粘贴}②□{~脱：蒙混过}③□{舔、讨好}
ʨ       ①枷佳稼加嘉家②挟狭-{沟～：沟深且窄或贫瘠，又꜁ɕia }夹甲③贾假⑤嫁架价驾 
ʨʰ      ①㮟{～～角角，又꜀kʰa}②䠍{跨步}洽恰掐⑤髂{裆部}
ɕ        ①虾□{手乱刨}②霞狭{又꜁ʨia  }匣峡瞎辖③□{水～下来}⑤吓{惊～}夏下{上～，又 xa꜄ }
∅        ①鸦丫②涯衙牙芽押鸭③哑雅⑤压亚

ua
ʦ        ①吒抓②啄{又꜁ʦo}⑤□{“做啥”的合音 \}
ʦʰ      ③□{使齐整 }□{批评人 }□{响声}
s         ②刷③耍厦 
ɹ         ②捼{推揉}
k        ①瓜②刮③剐寡⑤挂卦 
kʰ      ①夸②□{刮取}③垮⑤跨
x      ①花划{～柴，又꜁xua、xua꜄}②划{～船，又꜀xua、xua꜄}猾滑⑤话划{计～，又꜀xua、꜁xua }化画 
Ǿ      ①洼{又 ua꜄}挖蛙②娃袜③瓦搲{舀}⑤洼{～～头：坑头，又꜀ua}

ya
ʨʰ     ②瘸-{手指不能屈伸}

e
p      ②伯柏陌百白北
pʰ     ②泊拍迫魄 
m     ②麦脉墨默 
t       ②德得
tʰ     ②特{～务，又꜁tʰie }
n      ②肋勒劣
ts     ①遮②仄责哲浙则侧摘折{～断，又꜁se }窄贼{又꜁tsuƏŋ }蔗③者⑤这 
tsʰ    ①车{火～，又꜀ʨy}②测泽厕拆择撤澈辙宅册彻策③扯
s       ①赊奢②蛇佘啬塞{又 saŋ꜄}涩瑟虱色设摄舌涉折{丢失，又꜁仍e}③舍{～得，又 se꜄}⑤社射舍{宿～，又꜀se }赦麝
ɹ      ②热③惹
k      ①给{又꜁ʨie}②格隔革③嗝⑤锯-{又ʨy꜄ }
kʰ     ②咳刻客克
x      ②嚇{恐～}核赫劾黑骇 
ŋ      ②扼额

ie
p      ①憋逼-{又꜁pi }鳖蓖②别⑤毙{枪~ }□{蹦}
pʰ     ②辟{开～}僻撇别-{～人：识人}③擗{折断}⑤孬{不好，差 }
m     ①搣{掰，又꜀mie}②灭蔑③搣{掰，又꜀mie}
t       ①爹②碟谍蝶叠笛敌滴{又 tia꜄ }
tʰ      ②贴踢跌帖铁特{～别，又꜁tʰe}
n      ②列烈裂猎聂镊逆业孽涅
ʨ     ②寂{又꜁ʨi}迹{꜁ʨie}鲫集{又꜁ʨi}籍{又꜁ʨi}藉即{又꜁ʨi}及{又꜁ʨi}积{又꜁ʨi}脊{又꜁ʨi }吉激-{又꜁ʨi}疾{又꜁ʨi}缉绩{又꜁ʨi}级桔洁杰接妾揭节结截{一～，又꜁ʨʰie}③姐⑤借
ʨʰ    ②茄□{~蟆子：青蛙}切劫怯捷截{～止，又꜁ʨie}③且⑤去-{又ʨʰy꜄}
ɕ      ①蝎罅{～起：仅留小缝}些{又꜀ɕi}②邪斜谐协歇楔{～子}穴③写⑤泻泄谢卸 
Ǿ      ①椰②爷叶页③野也⑤液腋夜

ue
k      ②国
kʰ     ②括扩阔 
x      ②惑或

ye
ʨ      ②绝诀决撅 
ʨʰ    ②缺掘阙
ɕ      ①靴②血恤雪薛屑
Ǿ      ①曰□{迂腐}②越阅悦月粤③抈{折断}

o
p      ①波㩧{用手指背敲击}菠玻②剥博簿搏拨驳钵薄缚③跛簸 
pʰ     ①坡②婆泼⑤破剖
m     ①摸摩②馍蘑磨{～刀，又 mo꜄}魔沫漠末膜寞茉莫没{沉~ }③抹{涂～，又꜁ma }□{吃～和：占便宜}⑤磨{推～，又 mo}
t       ①多②剟{刺 }㞘{~~：底部}③躲垛⑤惰剁堕舵 
tʰ      ①拖②沱坨驼脱托夺铎拓③妥椭⑤唾
n      ①啰②螺脶{手指螺纹}萝骡锣罗洛络骆赂落烙{～铁}乐{快～，又꜁io}③裸⑤懦摞糯诺
ts     ②桌作着卓捉啄{꜁tsua }琢逐镯昨酌绰③左佐⑤坐座
tsʰ    ①蹉搓②浊{水浑～，又꜁tsʰu }凿龊{～龊}撮矬{矮～～}戳拙⑤错
s      ①唆梭蓑②索缩束硕说烁芍勺率{功～，又 suaŋ꜄}蟀③所锁 
ɹ      ②溺若弱
k      ①歌哥锅戈②各割葛鸽角-{㮟㮟～～，又꜁ʨio }桷{黄～树}阁佮{～得来：能够相处}郭③果裹⑤过个 
kʰ     ①科②渴磕壳瞌瞌毃{꜁ni～：敲打头}③可棵颗⑤课搁
x      ①喝呵蠚②何河和禾荷活获鹤合盒藿{～香}③伙火⑤货贺祸霍 
ŋ      ②恶{又 u꜄}鳄噩③我
Ǿ      ①屙窝阿{～弥陀佛，又꜀a}蜗倭②沃鹅涹{长期间浸泡而发臭}讹俄蛾握鄂⑤饿卧 

io
n      ②略
ʨ      ②觉{～得，又ʨiau꜄ }爵角{又꜁ko } -足-{～球，又꜁ʨy }脚 
ʨʰ    ②雀确鹊却③□{小觑}
ɕ      ②学削
Ǿ      ②约疟岳药钥虐育-{教～、体～，又꜁y }疫-{防～站，又꜁y }狱-{监～，又꜁y }乐{音～，又꜁io }

ɿ/Ə
ts     ①资姿咨知只{一～，又꜀tsɿ}滋兹淄枝栀痴蜘支肢脂之芝②质汁织植侄值执殖置直 职掷③姊只{～有，又꜀仍1}滓紫纸子梓止指旨址趾⑤治字自痔痣志制稚蛰{惊～}智致至翅
ʦʰ     ①摛{伸出手或脚}②池雌疵{瑕～ }瓷糍{～粑}磁慈辞词祠侈持驰迟斥赤秩吃尺③此耻齿⑤ 赐滞刺次伺
s        ①嘶斯厮司丝思诗师撕私狮尸施②时匙食石识拾适十失室实释湿蚀{腐~ }③ 始使死史驶屎⑤柿饲饰试誓示视似仕四肆寺侍恃士事市是逝氏世势式
ɹ         ②日
∅        ②儿而③耳饵尔⑤二

i
p        ②泌滗{过滤}鼻碧必笔逼{又꜀pie }毕璧壁③比⑤蔽避闭弊币备被{又 pəŋ꜄}
pʰ     ①批{又꜀pʰəŋ}丕屄②枇疲痞脾皮琵匹愎辟{复～}弼{～马温}③痹彼鄙庇⑤屁 
m       ①眯□{小}②谜眉{又꜁məŋ }迷弥秘{又 pəŋ꜄}蜜密觅③米⑤沕{～水}
t         ①低②的狄③抵底⑤隶地递帝第弟 
tʰ      ①梯锑②涕蹄提堤屉题③体⑤剃替
n        ①剺{划开、撕開}②梨离厘璃犁黎栗力历立笠{又 nin  }粒泥谊仪尼宜疑倪狸③李礼理里鲤你拟⑤痢利例厉荔丽励议蚁{又꜀nin }腻艺义
ʨ        ①机饥讥杞稽肌基鸡几{～乎，又꜂ʨi}②集{又꜁ʨie }极绩{又꜁ʨie }吸激{又꜁ʨie }急寂{又꜁ʨie }及{又꜁ʨie }给{供~, 又꜀ke }疾{又꜁ʨie }击积{又꜁ʨie }辑即{又꜁ʨie }脊{又꜁ʨie }迹{又꜁ʨie }籍{又꜁ʨie}③纪挤几{～个，又꜀ʨi  }己⑤妓济继季忌计记祭剂技寄际既
ʨʰ    ①妻溪欺期②其棋脐{肚脐～儿}骑旗奇祁歧齐漆七戚乞③启岂起⑤器汽砌企契 弃气
ɕ        ①兮稀希犀西些-{又꜀ɕie}②徙婿膝媳析悉息惜昔熄席袭夕习锡③洗喜携⑤细系 戏
∅        ①伊依衣医②姨移遗逸亦抑揖一益乙译③椅以已⑤翼意忆亿异易

u
p        ①卜{萝~ }②不③补⑤怖步捕部布
pʰ      ①铺{～床，又 pʰu꜄}②蒲朴仆扑渤勃瀑菩葡赴③浦谱脯普甫⑤铺{店～，又꜀pʰu }
m       ②目木穆模③姆拇牡母⑤慕墓幕暮牧
f        ①呼孵肤俘敷麸夫乎②浮湖浒扶狐壶胡芙葫符斛忽鹄佛蝠腹复佛福幅覆 伏服③俯斧抚腐府辅虎⑤负妇副付傅护富附父户互赋
t         ①都{又꜀təu}②读犊独督毒笃③赌肚{鱼～，又 tu꜄}堵⑤妒渡杜踱肚{～皮，又꜂tu }度镀 
tʰ       ②涂图途屠徒突秃③吐土⑤兔
n        ②奴泸芦颅炉驴禄律鹿录陆绿六③鲁努弩庐卤虏⑤路鹭怒露
ʦ        ①株朱诸诛租猪蛛珠②祝烛筑室{鼻子不通}竹轴触粥{又꜀ʦəu}③煮组诅祖阻主⑤注柱 做住蛀苎著驻助铸{又 tau꜄}
ʦʰ      ①粗初②厨储除锄出促族畜{～牲，又꜁ɕy }浊{又꜁ʦʰo}③础拄处{相～，又ʦʰu꜄}楚⑤措处{～所，꜂ʦʰu }醋
s         ①梳枢疏殊苏蔬舒输酥书②嘱淑蜀属叔熟粟③薯暑署数{～钱，又 su꜄ }鼠⑤漱素树 恕诉塑竖庶述术数{～字，又꜂su}
ɹ         ②如㾒{无力}擩茹入肉{肌～，又 zəu꜄ }□{受潮}③汝乳辱褥⑤儒裕{又꜁y }
k        ①姑孤辜跍{蹲}菇②谷骨③古估鼓股⑤雇固故顾
kʰ      ①枯箍骷②跍{蹲}哭窟③苦⑤库裤
∅        ①污诬乌巫②吴吾梧蜈无芜物勿屋③武侮伍鹉舞五午⑤悟恶{可～，又꜁ŋo }误务雾

y
n        ③吕履旅女⑤滤虑
ʨ        ①拘驹居锥-{针～人，又꜀ʦuəi }车{象棋子，又꜀ʦʰe}②足{又꜁ʨio }橘菊局卒㰵{吮吸}③举矩⑤句距巨惧剧 据拒具锯{又 ke꜄ }聚娶{又꜂ʨʰy}
ʨʰ      ①蛆驱趋区黢{～黑，又꜁ʨʰy}②渠屈倔掘崛黢{～黑，又꜀ʨʰy  }曲③娶{又ʨy꜄}取⑤趣去{又ʨʰie꜄        }
ɕ        ①嘘墟须需虚②徐续俗肃蓄{～水池}速宿畜{～牧局，又꜁ʦʰu }戌③许⑤绪絮叙遂隧序 
ȵ        ③女
∅        ①淤②娱吁渔渝愚愉隅鱼谀余于迂育{又꜁io }欲浴狱{又꜁io }郁役域疫{又꜁io }裕{又ɹu꜄}③语禹 羽宇雨与⑤誉喻愈逾慰{又 uəi꜄}遇寓御玉预豫芋

ai
p        ①跛{跛足}③摆⑤拜稗败 
pʰ      ①□{碰、摸}②牌排⑤派	 
m       ②埋③买⑤卖迈
t         ①呆②逮{捉、拿住}③歹逮⑤贷怠代在-{又ʦai꜄}待带戴袋
tʰ        ①胎苔{舌～，又꜁tʰai}②台抬苔{青～，又꜀tʰai}③大-{又 ta꜄ }□{先放着不管}⑤泰汰态太 
n        ①奶{乳房，又꜂nai}②来③奶{～粉，又꜀nai }乃⑤赖癞奈耐
ʦ        ①栽斋灾③宰崽⑤债在{又 tai꜄}寨载再
ʦʰ      ①差{出～，又꜀ʦʰa }猜钗②财材柴裁才豺③踩睬采彩⑤菜蔡 
s         ①腮筛鳃⑤赛晒塞{又꜁se}
k        ①该街阶-{～檐，又꜀  ʨiɛi}③解-{～开，又꜂ʨiɛi }改⑤丐盖 
kʰ      ①揩开③凯楷⑤溉概慨
x        ①咍{～袍哥、～老大}②孩鞋③嗨海蟹-{爬～：螃蟹，又꜁ɕiɛi}⑤害亥
ŋ        ①哀挨{～得近}艾{陈～，又ŋai꜄}埃②癌捱{～打}崖岩③蔼矮⑤碍爱艾{～草，又꜀ŋai }

iɛi
ʨ        ①阶{又꜀kai}③解{又꜂kai}⑤械疥介戒芥届界 
ɕ         ②蟹{又꜂xai}

uai
ʦ        ①□{跌}②□{~实：结实、壮实}③跩拽{洋气，又}⑤拽{～你两个包：打你两个包}
tsʰ    ①揣③喘
s       ①衰③甩⑤疝{～气}帅率{表～，又꜁so}
k      ①乖②□{~着走：脚尖向内走}③□{螺丝～：脚踝}拐⑤怪 
kʰ     ③块⑤桧刽快筷会{～计，又 xuƏi꜄}
x      ①欢-{～喜：高兴，又꜀xuan}②淮槐怀⑤坏
Ǿ      ①歪□{凶}③崴{～脚 }□{~货：质量不好的东西 }⑤外

Əŋ
p      ①杯碑悲卑③□{摆弄}⑤贝倍背{～叛，又}臂辈秘{～密，又꜁mi }焙佩被{又 pi꜄ }
pʰ     ①披批{又꜀pʰi }胚②赔培陪裴③呸⑤配譬
m     ②媒梅眉{又 mi}枚煤玫霉莓③美每⑤妹昧媚
f      ①妃非飞②肥③翡匪⑤费痱{～子}肺废 

uƏi
t       ①堆③趸{～货：把剩下货物全部买下 }⑤对兑队 
tʰ      ①推③腿⑤退褪蜕
n      ①□{滚动}②雷③累{～积，又 nuƏi꜄}儡蕊垒⑤泪累{疲～，又꜀nuƏi }类内
ts     ①追锥{又꜀ʨy}②贼-{又仍e꜁}③嘴⑤罪最坠醉碎{又   }
tsʰ    ①吹催摧炊崔②垂锤槌⑤碎{又}猝脆翠粹 
s      ①虽②谁随隋③水髓⑤税睡瑞岁
ɹ      ⑤锐芮
k      ①归闺规龟③诡轨鬼⑤贵桂柜圭{石～公社}
kʰ     ①魁奎盔亏窥②葵逵癸夔③傀⑤溃跪愧
x      ①恢挥灰徽辉②回蛔茴③悔毁⑤贿汇绘惠慧穗秽会{～不～，又 kʰuai꜄}
Ǿ      ①萎{～了：凋了，又꜀uƏi }煨威②唯维惟桅苇违围微危为{作～，又 uƏi꜄}③委纬韦伟苇萎{枯～，又꜀u Əi }尾⑤味喂未慰{又 y꜄}谓伪位胃卫魏畏为{～什么，又꜁uƏi}

au
