#a							
ɓ	[33]巴疤芭[11]饱[31]摆缚绑{训“缚”}[13]霸坝[51]卜[35]簸北幅爸						
pʰ	[11]琶杷[31]葩{朵}朵{训“葩”}[51]曝晒{训“曝”}[35]拍打{训“拍”}						
m	[11]麻{脚麻了}[51]目						
v	[51]墨						
ɗ	[33]担[31]胆[51]踏毒[35]搭						
t	[33]昨[31]早[51]杂[35]扎						
tʰ	[51]沓读						
n	[33]□{只有}只{训，只有}[13]哪那						
l	[11]篮箩{训“篮”}[51]蜡六□{猪～：猪圈}栏{训，猪～：猪圈}[35]落						
ts	[33]楂渣[13]诈榨炸[35]烛{新派}						
tsʰ	[33]叉岔差{差别}钗[11]查柴{训}[31]炒[51]凿咳{训}□{咳}[35]插						
s	[33]衫三						
k	[33]咳铰[11]搅敢[31]□{扔}弃{训，扔}[13]教[51]咬[35]甲角桷{椽}椽{训“桷”}						
kʰ	[33]骹{脚}脚{训}[31]巧[35]壳						
h	[51]鹤						
Ø	[33]阿亚[35]沃{浇}浇{训}鸭押闸						
#o							
ɓ	[33]波菠玻[31]保宝榜[13]报[51]薄[35]博泊驳柏						
pʰ	[33]坡[11]婆[51]颇抱[35]朴扑仆仆{伏，倒}伏{训}醭{霉菌}霉{训}						
m	[33]望[11]毛摩[31]魔[13]磨{碾}膜[51]馍沫默[35]寞穆牧□{躲藏}躲{训}						
v	[11]无[51]复覆服[35]福						
ɗ	[33]刀[11]塘长{长短}肠[31]着[51]丈特独[35]卓督独田{训}□{田}独□{刺}剔{训，刺}						
t	[33]装[11]堂[31]阻左佐[51]椭助族朵[35]做作粥						
tʰ	[33]汤[11]妥糖棠[31]讨驼[13]烫[51]杖[35]托						
n	[11]挪[51]两腻{训“两”}二{训“两”}贰{训“两”}诺匿						
l	[33]啰[11]罗锣[51]落禄录[35]乐{快乐}陆洛						
ts	[51]蜀[35]祝						
tsʰ	[33]仓疮[11]础桌{训“床”}床[31]楚[13]锉措错糙[35]鹊畜蓄促触						
s	[33]蔬霜疏[31]锁所嫂[13]朔塑[51]俗属[35]索绳{训“索”}速缩束肃						
k	[33]杠篙杆{训“篙”}歌哥戈扛竿缸[31]稿[13]告钢阁虹[35]各国						
kʰ	[33]糠[31]可[51]局[35]藿确						
ŋ	[33]饿[11]鹅俄[51]蛾[35]鄂叩						
h	[33]号[11]河何[31]好{好坏}[51]贺或惑						
Ø	[33]荷鸦蜗秧[31]□{扭}扭{训}影[13]恶[51]学[35]恶握						
#ɛ							
ɓ	[33]病[11]钯耙{划平}[13]柄[51]父白[35]剥{训“擘”}百伯擘{掰，剥}掰{训“擘”}						
pʰ	[11]爬[13]帕[35]魄□{扑克牌}牌{训，扑克牌}						
m	[33]骂[11]暝夜{训“暝”}[51]灭[35]□{辫子}辫{训}□{原文无注}						
v	[31]马码[51]麦脉						
ɗ	[33]爹袋[11]茶[31]短[13]□{量词，块、处所}处{处长}块{训}[51]敌[35]谍德滴矺						
t	[33]斋争[31]井[13]债[51]坐莝座						
tʰ	[33]筛{筛米}[35]帖贴澈洁{训“澈”}						
n	[51]□{掐，捏}掐{训}馅{俗}捏扼逆[35]孽						
l	[11]脶螺[51]历粒列[35]列烈裂劣肋勒						
ts	[33]积姐[31]者[51]值职[35]逝{俗}捷折{打折}汁铡哲浙泽责积夕斥{斥责}绩						
tsʰ	[33]青{瞎}星[31]且醒[51]砌[35]刺妾切策册戚侧测彻撤						
s	[33]纱生甥[13]性姓[51]谢社舍懈[35]涉袭涩薛设说色						
k	[33]加更[31]假哽{噎}[13]假架驾嫁价[51]决遐{俗}[35]劫杰揭诀劫{抢}格革隔						
kʰ	[33]□{枝，杈}[51]狭{窄}峡搛夹[35]刻克客						
ŋ	[11]蜈牙芽衙[51]业硬[35]□{眨}眨{训}						
h	[33]虾[51]胁协[35]吓歇赫宿{训“歇”}						
Ø	[11]喉[31]哑而[51]下[35]隘益						
#i							
ɓ	[33]边[11]脾鄙[31]比[13]蔽敝弊币毙闭痹[51]被{被人打了}备弊[35]笔毕必逼碧						
pʰ	[33]胚鼻{嗅}[11]疲[31]疕{痂}[51]丕庇[35]撇匹辟避						
m	[33]面[11]迷谜糜弥棉[35]密						
v	[33]味[31]米						
ɗ	[11]迟[13]戴帝[51]直{直，竖}弟递地[35]得						
t	[51]弟						
tʰ	[33]添天[11]苔蜓啼{哭}[31]体[13]剃[35]铁						
n	[11]倪尼[31]女[35]□{些}些{训}						
l	[33]滤[11]吕旅离篱璃厘[31]李礼狸理[13]虑隶吏栗励丽梨[51]厉利立[35]痢						
