cid	character	initial	final	tone	note
1	多	ʔd	u	445	
2	拖	th	ɑ	445	白
2	拖	th	u	445	文
3	大	d	u	22	
4	锣	l	u	21	
5	左	ts	u	454	
6	歌	k	u	445	
7	个	k	ɑ	33	
8	可	kh	u	454	
9	鹅	ŋ	u	21	
10	饿	ŋ	uæi	22	
11	河	∅	u	21	
12	茄	dʑ	iu	21	
13	破	ph	ɑ	33	～了
13	破	ph	u	33	～坏
14	婆	b	u	21	
15	磨	∅	m	21	
16	磨	∅	m	22	
17	躲	ʔd	u	454	文
18	螺	l	u	21	
19	坐	z	u	343	
20	锁	s	u	454	
21	果	k	u	454	
22	过	k	u	33	
23	课	kh	u	33	
24	火	x	u	454	
25	货	x	u	33	
26	祸	∅	u	454	
27	靴	ɕ	iu	445	
28	把	ʔb	u	454	
29	爬	b	u	21	
30	马	m	u	454	
32	茶	dz	u	21	
33	沙	s	u	445	
34	假	k	u	454	
35	嫁	k	u	33	
36	牙	ŋ	u	21	
38	下	∅	u	454	
39	夏	∅	u	22	
40	哑	∅	u	454	
42	借	tɕ	iu	33	
43	写	ɕ	iu	454	
44	斜	∅	iu	21	
45	谢	∅	iu	22	
46	车	tɕh	iu	445	
47	蛇	∅	iu	21	
48	射	∅	iu	22	
49	爷	∅	iu	21	老～
50	野	∅	iu	454	
51	夜	∅	iu	22	
52	瓜	k	u	445	
53	瓦	ŋ	u	454	
54	花	x	u	445	
55	化	x	u	33	
56	华	∅	u	21	
57	谱	ph	ø	454	
58	布	ʔb	ø	33	
59	铺	ph	ø	445	
60	簿	b	ø	343	
61	步	b	ø	22	
62	赌	ʔb	eu	454	
63	土	th	eu	454	
64	图	d	eu	21	
65	杜	d	eu	343	
66	奴	n	u	21	
67	路	l	eu	22	
68	租	ts	eu	445	
69	做	ts	u	33	
70	错	tsh	u	33	
71	箍	kh	ø	445	
72	古	k	ø	454	
73	苦	kh	ø	454	
74	裤	kh	ø	33	
75	吴	ŋ	ø	21	
76	五	ŋ	ø	454	
77	虎	f	u	454	
78	壶	v	u	21	
79	户	v	u	343	
80	乌	v	u	445	
81	女	ȵ	ieu	454	
82	吕	l	eu	454	
83	徐	z	ɿ	21	
84	猪	ʔd	i	445	
85	除	dz	ʮ	21	
86	初	tsh	u	445	
87	锄	z	ʮ	21	
88	所	s	u	454	
89	书	s	ʮ	445	
90	鼠	tsh	ɿ	454	
91	如	z	ʮ	21	
92	举	ts	ʮ	454	
93	锯	k	ɛ	33	
94	去	kh	i	33	
95	渠	dz	ʮ	21	
96	鱼	ŋ	ɛ	21	
97	许	s	ʮ	454	
98	余	v	u	21	
99	府	f	u	454	
100	付	f	u	33	
101	父	v	u	343	
102	武	v	u	343	
103	雾	∅	m	22	
104	取	tsh	ʮ	454	
105	柱	dz	ʮ	343	
106	住	dz	ʮ	22	
107	数	s	ʮ	454	
108	数	s	eu	33	
109	主	ts	ʮ	454	
110	输	s	ʮ	445	
111	竖	z	ʮ	343	
112	树	z	ʮ	22	
113	句	ts	ʮ	33	
114	区	tsh	ʮ	445	
115	遇	ȵ	ieu	22	
116	雨	v	u	343	
117	芋	v	u	22	
118	裕	∅	ioʔ	31	
119	胎	th	ɛ	445	
120	台	d	ɛ	21	
121	袋	d	ɛ	22	
122	来	l	i	21	
123	菜	tsh	ɛ	33	
124	财	z	ɛ	21	
125	该	k	ɛ	445	
126	改	k	ɛ	454	
127	开	kh	ɛ	445	
128	海	x	ɛ	454	
129	爱	∅	ɛ	33	
130	贝	ʔb	æi	33	
131	带	ʔd	ɑ	33	
132	盖	k	ɛ	33	
133	害	∅	ɛ	22	
134	拜	ʔb	ɑ	33	
135	排	b	ɑ	21	
136	埋	m	ɑ	21	
137	戒	k	ɑ	33	
138	摆	ʔb	ɑ	454	
139	派	ph	ɑ	33	
140	牌	b	ɑ	21	
141	买	m	ɑ	454	
142	卖	m	ɑ	22	
143	柴	z	ɑ	21	
144	晒	s	ɑ	33	
145	街	k	ɑ	445	
146	解	k	ɑ	454	
147	鞋	∅	ɑ	21	
148	蟹	x	ɑ	454	
149	矮	∅	ɑ	454	
150	败	b	ɑ	22	
151	币	b	i	22	
152	制	ts	ɿ	33	
153	世	s	ɿ	33	
154	艺	ȵ	i	22	
155	米	m	i	454	
156	低	ʔd	i	445	
157	梯	th	i	445	
158	剃	th	i	33	
159	弟	d	i	343	
160	递	d	i	22	
161	泥	ȵ	i	21	
162	犁	l	i	21	
163	西	s	ɿ	445	
164	洗	s	ɿ	454	
165	鸡	ts	ɿ	445	
166	溪	tsh	ɿ	445	
167	契	tsh	ɿ	33	
168	系	∅	i	33	
169	杯	ʔb	æi	445	
170	配	ph	æi	33	
171	赔	b	æi	21	
172	背	b	æi	22	
173	煤	m	ɛ	21	
174	妹	m	ɛ	22	
175	对	ʔd	æi	33	
176	雷	l	æi	21	
177	罪	z	æi	343	
178	碎	s	æi	33	
179	灰	x	uæi	445	
180	回	∅	uæi	21	
181	外	∅	uɑ	22	
182	会	∅	uæi	22	
183	怪	k	uɑ	33	
184	块	kh	uæi	33	
185	怀	ɡ	uɑ	21	
185	怀	∅	uɑ	21	
186	坏	∅	uɑ	22	
187	拐	k	uɑ	454	
188	挂	ɡ	u	22	
189	歪	∅	uɑ	445	
190	画	∅	u	22	
191	快	kh	uɑ	33	
192	话	∅	u	22	
193	岁	s	ʮ	33	
194	卫	v	u	22	
195	肺	f	i	33	
196	桂	k	uæi	33	
197	碑	ʔb	æi	445	
198	皮	b	i	21	
199	被	b	i	343	
200	紫	ts	ɿ	454	
201	刺	tsh	ɿ	33	
202	知	ts	ɿ	445	
203	池	dz	ɿ	21	
204	纸	ts	ɿ	454	
205	儿	∅	n	21	
206	寄	ts	ɿ	33	
207	骑	dz	ɿ	21	
208	蚁	ŋ	ɑ	445	
209	义	∅	n	22	
