#ɿ			
ts	①资支知之隻这{白} ③子纸只紫指 ⑤自字治至致志翅制		
tsʰ	①雌 ②迟辞词持 ③此耻齿 ⑤滞次赐制		
s	①思师狮斯施诗 ②时匙 ③死使始矢 ⑤世示视士事伺四似寺侍是式试饰		
#i			
p	③比彼 ⑤蔽闭备幣被		
pʰ	②皮 ③擗{折，把树枝～断} ⑤片		
m	①揻{掰，把橘子～开，把馒头～开} ②迷 ③米 ⑤谜		
t	①低爹 ③底点 ⑤帝地弟第隷		
tʰ	①梯天 ②堤提题 ③体 ⑤替		
n	②離梨泥尼疑宜 ③里理裹礼李你 ⑤利例艺议义		
tɕ	①鸡 ③几己姐 ⑤祭计忌继寄季借戒		
tɕʰ	①棲妻欺溪 ②齐其旗奇茄 ③且起 ⑤器气		
ɕ	①希西奚兮些 ②邪 ③洗喜徙写玺 ⑤系细戏謝		
Ø	①衣依医 ②夷移遗爷 ③以矣已也野椅 ⑤意忆夜		
#uᶹ			
p	③补 ⑤布步部		
pʰ	③普谱 ⑤铺		
m	③母 ⑤暮墓慕		
f	①呼夫肤 ②胡狐乎扶符 ③虎府腐 ⑤父妇户附负		
t	①都 ③赌肚 ⑤杜度肚		
tʰ	②图 ③土 ⑤吐		
n	②奴卢 ③努 ⑤路怒		
k	①孤 ③古 ⑤故		
kʰ	①箍枯 ②跍{蹲} ③苦 ⑤褲庫		
ts	①租诸猪 ③祖主煮 ⑤做柱住注助		
tsʰ	①初粗 ②锄除 ③楚 ⑤醋		
s	①书殊苏 ③鼠署黍 ⑤树素数		
z	②如儒 ③乳		
v	①乌 ②吴 ③武五 ⑤雾		
#y			
tɕ	①拘居 ③举 ⑤巨句聚娶		
tɕʰ	①区枢 ②渠 ③取 ⑤趣去		
ɕ	①虽须虚靴 ②徐 ③许 ⑤序遂		
n	②驢 ③吕履女 ⑤虑		
Ø	②余餘於魚愚 ③羽雨与 ⑤遇玉		
#yi			
tɕ	③捲		
tɕʰ	②权全		
ɕ	③选		
Ø	②圆园原 ③远		
#ᴀ			
p	①巴 ②爸 ③把 ⑤罢		
pʰ	②爬 ③趴 ⑤怕		
m	①妈 ②麻 ③马 ⑤骂		
t	③打 ⑤大		
tʰ	①他		
n	①拉他{白}那{白} ②拿 ③哪 ⑤那		
kʰ	②䠍{跨过高物：从门槛上～过去}		
x	⑤下{白，等一~}		
Ø	①他{白}那{白}		
ts	⑤炸		
tsʰ	②茶查		
s	①沙 ③撒		
#iᴀ			
tɕ	①家佳嗟 ③假 ⑤架驾		
ɕ	①蝦 ②斜 ⑤下		
Ø	①鸦 ②牙涯		
#uᴀ			
k	①瓜 ③寡 ⑤挂		
kʰ	①夸		
x	①花 ②華 ⑤化话畫		
ts	①抓		
s	③耍厦		
z	②挼{揉，～面做馒头等}		
Ø	①蛙挖 ②娃 ③瓦		
#o			
p	①波菠玻		
pʰ	①坡 ②婆 ③颇 ⑤剖破		
m	①摸 ②磨 ⑤暮磨{~子}		
t	①多 ③朶躲 ⑤舵		
tʰ	①拖 ②驼 ③妥		
n	②罗骡 ⑤诺		
k	①哥歌锅 ③果 ⑤过个		
kʰ	①科 ③可 ⑤课		
x	①喝 ②河何和 ③火 ⑤货贺祸		
ŋ	③我		
ts	③左 ⑤坐		
tsʰ	①搓 ⑤错		
s	③所		
Ø	①窝 ②鹅 ⑤卧饿		
#ɵ			
p	⑦剥缚薄拨薄		
pʰ	⑦勃扑仆卜瀑曝泼		
m	⑦末莫没木目牧		
f	⑦佛拂服福		
t	⑦笃读夺毒督		
tʰ	⑦脱讬突秃		
n	⑦落洛律鹿陆绿六禄		
k	⑦骨谷割各鸽		
kʰ	⑦哭酷壳磕渴		
ŋ	⑦恶		
x	⑦忽斛活合或鹤霍获		
ts	⑦作昨桌酌着捉竹烛触酌		
tsʰ	⑦出促族戳拙		
s	⑦说缩熟		
z	⑦若弱入肉辱		
#uɵ			
Ø	⑦沃物屋握		
#iɵ			
tɕ	⑦觉脚足局卒鞠橘		
tɕʰ	⑦确雀却曲屈掘菊鹊黢		
ɕ	⑦学俗速戌畜肃旭		
n	⑦略虐		
Ø	⑦岳约育药域郁欲狱役疫		
#a			
p	⑦八		
pʰ	⑦拔		
m	⑦抹		
f	⑦法发伐罚		
t	⑦达答搭沓		
tʰ	⑦塔踏塌		
n	⑦辣蜡纳腊捺		
ts	⑦扎闸铡杂炸眨折{白，~耳根}		
tsʰ	⑦擦察插		
s	⑦杀刹		
#ia			
tɕ	⑦夹甲挟		
tɕʰ	⑦恰		
ɕ	⑦匣瞎狭		
Ø	⑦鸭		
#ua			
k	⑦刮		
x	⑦滑		
s	⑦刷		
Ø	⑦袜挖{旧}		
#æ̞			
p	⑦八		
pʰ	⑦拔		
m	⑦抹		
f	⑦法发伐罚		
t	⑦达答搭沓		
tʰ	⑦塔踏塌		
n	⑦辣蜡纳腊捺		
ts	⑦扎闸铡杂炸眨		
tsʰ	⑦擦察插		
s	⑦杀刹		
#iæ̞			
tɕ	⑦夹甲挟		
tɕʰ	⑦恰		
ɕ	⑦匣瞎狭		
Ø	⑦鸭		
#uæ̞			
k	⑦刮		
x	⑦滑		
s	⑦刷		
Ø	⑦袜挖{旧}		
#æ			
t	①单 ③胆 ⑤旦淡		
tʰ	①贪 ②谈谭 ⑤叹		
n	②南兰难篮男蓝 ⑤烂		
ts	①沾簪 ③斩展 ⑤暂赞站綻栈		
tsʰ	①餐 ②蚕 ③惨产		
s	①三衫山 ②蝉禅 ③陕閃 ⑤散扇		
z	②然 ③染		
k	①干间{白} ③感敢		
kʰ	①看 ⑤看		
ŋ	①安庵 ⑤暗岸晏雁		
x	①酣 ②含衔鹹寒 ⑤陷漢旱汗		
p	①班 ③板 ⑤半伴办		
pʰ	②盘 ⑤盼判叛		
m	③满 ⑤慢		
f	①翻 ②凡 ③反 ⑤范犯贩饭		
#uæ			
t	①端 ③短 ⑤断		
tʰ	②团		
n	③嗳 ⑤乱		
k	①官關觀 ③管 ⑤罐贯惯		
kʰ	①宽		
x	①欢 ②还环 ③缓 ⑤换唤幻		
ts	①专 ⑤篆		
tsʰ	②船 ③铲		
s	①删酸 ⑤算闩		
z	③软阮		
Ø	①弯 ②玩完 ③碗晚 ⑤万		
#ə			
ts	⑦直质侄值执		
tsʰ	⑦吃斥尺		
s	⑦十释实食石湿失识		
z	⑦日		
#e			
t	③点{白，这~}		
n	⑦的{白}		
kʰ	⑤去{白}		
#eɛ			
p	⑦白陌百北		
pʰ	⑦拍迫		
m	⑦麦墨		
t	⑦得		
tʰ	⑦特		
n	⑦勒劣		
k	⑦格革		
kʰ	⑦客		
x	⑦黑赫		
ŋ	⑦额		
ts	⑦则哲浙责贼折		
tsʰ	⑦拆辙择泽测策徹测		
s	⑦塞涉涩瑟色摄舌		
z	⑦热		
#ie			
p	⑦别笔逼必鼻壁碧		
pʰ	⑦匹辟僻撇		
m	⑦灭密泌		
t	⑦跌笛的		
tʰ	⑦踢铁帖		
