#i	
p	[1]卑碑俾悲{~傷}[2]脾{1，~胃}[3]彼鄙比庇□{嗅}譬[6]備啡{咖~店：茶館、早餐店}[5]婢匪蔽敝幣斃篦弊閉箅陛痺秘{~書}
pʰ	[1]琵枇丕胚坯披{讀字}秕{飽滿}[2]皮=裴鼻疲{~勞}[5]屁脾{2，~氣}
m	[1]靡微維{2，~他：Vitamin}薇[2]糜彌迷謎眉楣黴{黴菌}惟遺唯維{1，~持}[3]米美[5]未=味媚
t	[1]知[2]遲{~到}[3]□{□sɔ²¹□lɔ⁰~風：旋風}[5]地治稚置智致痔{2}□{~□mɛiŋ²¹³：早晚}
tʰ	[1]癡堤蜘{~蛛}[2]馳持
n	[1]□{□kui²¹³~：馬來語，包豐}[2]二貳[5]□{□ky²¹³~墿：捷徑路}□{連讀音，~夥：多少}[3]餌[6]膩
l	[1]喱{咖~}[2]狸來-{~~去去}梨[3]履李里裡鯉[6]吏[5]利痢莉理{道~}[10]□{□lɔi³³~：調皮}
ts	[1]之□{□ŋuo⁵⁵~：彈珠}[3]旨只止址趾指{1，~頭}[6]字[5]雉志誌痣
tsʰ	[1]鰭癡{~呆}[6]市□{拍~：打噴嚏}[5]豕矢嗤試
s	[1]尸屍司={公~}絲詩[2]璽時鰣[3]死[6]是恃寺視氏示[5]四痔{1，~瘡}
k	[1]基箕飢饑機譏肌祁岐葵祈沂逵期{星~}[2]奇其旗棋[3]几幾=己杞[6]忌冀既[5]技妓紀記
kʰ	[1]欺[3]起豈齒[6]柿[5]器棄氣汽迄
ŋ	[2]疑儀宜{便~}[3]耳{1，~朵}二
x	[1]犧徙畦熙希稀非妃兮奚=飛={~機}[3]喜
0	[1]伊醫衣依[2]而姨{變調，阿~}姨{~~}兒{讀字，~子：囝囝}[3]爾以已耳{2}[5]未-憶意異毅
#u	
p	[2]醭孵輔{~導}蚨{~蠅屎：雀斑}[6]婦-{新~：媳婦}[5]菢腹{~佬：肚子}
pʰ	[1]浮瓠[2]菩[3]僕{~人}俘殕{東西腐敗長白膜}
m	[3]牡拇母=姆{阿~：伯母、老太太}[6]未
t	[1]都{~城}[2]徒{~弟}途塗圖[3]賭堵[5]妬{嫉妒}渡鍍都{~是}[6]度肚{魚~；腹~}杜
tʰ	[3]土[5]吐兔
n	[2]奴[3]努[6]怒
l	[2]廬爐蘆廬櫨[3]魯虜滷[5]露鷺
ts	[1]租={出~}[3]祖組阻主[5]註蛀
tsʰ	[1]粗[3]楚[5]醋
s	[1]蔬蘇酥穌[3]數{1，~一~}[5]訴嗉數{2，~學}
k	[1]姑孤牯菇[3]久-古估股鼓攪{~動}[6]舅-[5]故固錮雇顧
kʰ	[1]箍枯[3]苦[5]庫褲
ŋ	[2]梧吳蜈牛-[3]午杵吾[6]五伍
