pi412變
tɐ33刀
tʰɐ32討
dɐ224桃
dɐ212道
nɐ212腦鬧
lɐ32老蠟
tsɐ52早
tsɐ33竈
tsɐ412罩找照
tsʰɐ32草
tsʰɐ412糙
tsʰɐ33抄
sɐ33造
sɐ412嫂
sɐ33燒
kɐ33高交
kʰɐ33靠敲
ŋɐ224熬
xɐ52好
ɦɐ212號
piɐ412表
pʰiɐ212票
miɐ212廟
tiɐ52鳥
tiɐ412釣
diɐ224條
liɐ224料
tsiɐ33焦
siɐ412笑
siɐ52小
siɐ33蕭
tɕiɐ412叫
tɕiɐ33交
dʑiɐ224橋轎
ɕiɐ412孝
ȵiɐ212繞
iɐ33腰要
iɐ212摇
pɔ412拜
pɔ52擺
pɔ412敗
pʰɔ212派
bɔ224排牌
mɔ32買
mɔ212賣
mɔ33摸
tɔ412帶
dɔ212讀
tsɔ52抓作
zɔ224柴
kɔ52假
kɔ412嫁
kɔ33街
ɡɔ224茄
ŋɔ224牙
ŋɔ212外
xɔ52蟹
ɦɔ224鞋
ɔ52矮
tsiɔ52姐
tsiɔ412借戒
siɔ52寫
ziɔ212謝
ziɔ224斜
iɔ224爺
iɔ212夜
iɔ32約
kuɔ412怪拐
kʰuɔ212快
uɔ224懷
uɔ212壞
uɔ33歪
uɔ412劃
pɛ52貝
pɛ33杯
pɛ52背
pɛ33碑
pɛ412扮
pɛ33班
pɛ52板
pʰɛ212配
bɛ224賠
bɛ212辦
mɛ224煤妹
mɛ212慢
fɛ52反
fɛ33翻
vɛ212飯犯
tɛ412對
tɛ33單
tʰɛ33胎
tʰɛ32毯
tʰɛ33炭
dɛ224台
dɛ212袋
dɛ224膽彈
nɛ224難
lɛ224藍來雷
lɛ212類
lɛ224蘭
lɛ32懶爛
tsɛ412醉
tsɛ33追摘
tsʰɛ212菜
tsʰɛ32鏟産
sɛ33三
sɛ412碎歲
sɛ33杉衫
sɛ52傘
sɛ33山
zɛ32罪
zɛ224財
zɛ32罪
zɛ224隨垂
zɛ32賺
zɛ224纏
kɛ33該
kɛ52改蓋减
kɛ33監
kʰɛ33開鉛
ŋɛ224野
ŋɛ32眼
ŋɛ224顔
xɛ52海
ɦɛ212害
ɦɛ224咸
ɛ412愛
ɛ212限
ɛ412晚
kuɛ412桂
kuɛ33規龜
kuɛ412櫃
kuɛ33關
kuɛ412慣
kʰuɛ33虧
xuɛ33灰
uɛ224回
uɛ212衛
uɛ33危
uɛ412位
uɛ212胃
uɛ224還
uɛ33彎
uɛ412位
uɛ212圍
bã224朋棚
tã52打
lã32冷
tsã33張
tsʰã212廠
sã33生
zã224長
zã33剩
ŋã212硬
liã212亮
tsiã412漿匠
tsʰiã32搶
siã52想
ziã32像
tɕiã33姜
ɕiã52響向
iã33秧
ɦuã224横
pɑ̃33幫
pɑ̃52綁
pʰɑ̃212胖
bɑ̃32棒
mɑ̃224忙
mɑ̃32網
fɑ̃33方
fɑ̃412放
fɑ̃52紡
vɑ̃224房
vɑ̃212防
tɑ̃52黨
tʰɑ̃33湯
dɑ̃224糖
lɑ̃212浪
tsɑ̃33裝
tsɑ̃412壯
tsɑ̃33章樁
tsʰɑ̃33倉瘡
tsʰɑ̃212唱
tsʰɑ̃33窗
sɑ̃33雙霜傷
zɑ̃224牀嘗
zɑ̃212上
zɑ̃32撞
kɑ̃33鋼江
kɑ̃52講
kʰɑ̃33糠
ɦɑ̃212項
ȵiɑ̃224娘
ȵiɑ̃212讓
iɑ̃224癢樣
kuɑ̃33光
kʰuɑ̃33筐
ɡuɑ̃212狂
xuɑ̃33慌
ɦuɑ̃224王黄
ɦuɑ̃212旺
tɐi52抖
tʰɐi33偷
dɐi224頭
dɐi212豆
lɐi224樓流
tsɐi52酒走
tsɐi33州
tsʰɐi33抽
tsʰɐi212凑
tsʰɐi33抽臭
sɐi52手
sɐi33修
sɐi412瘦
zɐi212袖
zɐi224綢愁
zɐi32壽
kɐi33鈎
kɐi52狗
kɐi33够
kʰɐi32口
ŋɐi32藕
ɦɐi32後
ɦɐi212厚
pin33兵冰
pin52柄餅
pʰin52品
bin212病
bin224貧平
bin212病
bin224瓶
min224明民
min212命
min224名
tin33釘
tin52頂
tʰin33廳聽
din224停挺
din32定
lin224林鄰
lin32領零
tsin412浸
tsin33進
tsin52井
tsʰin33清親清青
sin33心新
sin412姓
sin33星
zin224尋
zin32静
tɕin33金
tɕin52緊
tɕin33筋鏡經
tɕʰin33輕
tɕʰin212慶
tɕʰin33輕
dʑin32近
dʑin224琴勤
ȵin224人
ȵin212認
in33音
in224銀
in32印
in412引隱
in33蠅
in212行迎
in32影
in224贏
in32形
in224營
tɕyn412俊
tɕyn33均軍
dʑyn224裙
ɕyn33熏
yn224雲匀
yn212運
pən412本
bən224盆蓬
mən224門
mən212問
mən224蚊
mən32猛
fən33分
fən52粉
fən412糞
vən224墳
tən33燈墩蹲
tən52等
tən33凳
tʰən33吞
dən224藤
nən212嫩
lən224輪
tsən33争針
tsən412鎮震證
tsən33争貞
tsən52整
tsʰən33春
tsʰən212寸
tsʰən33春
tsʰən33村
tsʰən212秤
sən33深升身孫
sən52筍
sən33僧聲
zən212順
zən224城沉陳神辰唇
zən212順
zən224純層繩程城
kən33根更
kən52梗
kən33耕
kʰən52肯
kʰən33坑
ɦən212恨
ən33恩
luən212閏
kuən52滚
kʰuən212困
xuən33婚
uən33温
uən224魂
uən33翁
vaʔ3萬
taʔ5搭達
tʰaʔ3塔踏
tsaʔ5扎
zaʔ3雜
aʔ5鴨
ziaʔ3協
tɕiaʔ5甲
ȵiaʔ3捏
iaʔ3益
kuaʔ5刮
uaʔ5滑挖
poʔ5八撥剥北
pʰoʔ3潑
moʔ3木目
foʔ5副
voʔ3佛縛福服
tʰoʔ3托
doʔ3奪
loʔ3六緑拉落弱鹿
tsoʔ5竹卒桌粥足燭
soʔ5索縮叔
zoʔ3勺鐲族熟贖
koʔ5骨郭谷角谷
kʰoʔ3哭
ɦoʔ3學畫
oʔ3握
oʔ5屋
tɕioʔ5橘菊
dʑioʔ3局
ȵioʔ3肉玉
ioʔ5幼
ioʔ3育浴
pɪʔ5憋筆逼壁
pʰɪʔ3匹劈
bɪʔ3鼻
mɪʔ3滅篾密
tɪʔ5跌
tʰɪʔ3貼鐵踢
dɪʔ3碟笛
lɪʔ3立列栗力歷
tsɪʔ5節接
tsʰɪʔ3切七
sɪʔ5錫雪錫
zɪʔ3習席
tɕɪʔ5急集及杰截結吉極積擊
tɕʰɪʔ3吃
ɕɪʔ5吸息惜
ɪʔ3葉
ɪʔ5一
məʔ3墨
vəʔ3物
tʰəʔ3特
dəʔ3得
tsəʔ5汁
tsəʔ3撤
tsʰəʔ3側測策
səʔ5色設蝨失塞式
zəʔ3賊十直入舌侄實日賊直擇
kəʔ5鴿割
kʰəʔ3刻殼殼
xəʔ5黑
ɕiəʔ3歇
ȵiəʔ3熱業孽
kuəʔ5國
kʰuəʔ3闊
xuəʔ5霍
ɦuəʔ3活
uəʔ3或
lyəʔ3律
tɕyəʔ5决劇
tɕʰyəʔ3缺曲
dʑyəʔ3絶
ɕyəʔ5血
yəʔ3越
ləoʔ3褥
pɐʔ5百
pʰɐʔ3拍
bɐʔ3白
mɐʔ3麥末襪
fɐʔ5法發
vɐʔ3罰罰
tʰɐʔ3脱
lɐʔ3辣
tsʰɐʔ3拆插擦尺
sɐʔ5殺刷
zɐʔ3閘石
kɐʔ5夾各格
kɐʔ3隔
kʰɐʔ3渴客
ŋɐʔ3月額
hɐʔ5瞎鶴
ɦɐʔ3盒窄
tsʰiɐʔ3雀
siɐʔ5削
tɕiɐʔ5脚
iɐʔ3藥
moŋ212夢
foŋ33風蜂豐
foŋ412鳳
foŋ33封
voŋ212縫
toŋ33東
toŋ52懂凍
toŋ33東
toŋ33冬
tʰoŋ33通
tʰoŋ52統
tʰoŋ212痛
tʰoŋ33桶
tʰoŋ32統
doŋ224銅
doŋ32動
doŋ32動
doŋ224洞
noŋ212弄
noŋ224膿濃
loŋ224龍聾
tsoŋ33粽中終
tsoŋ52腫種
tsʰoŋ33葱充衝
soŋ412送
soŋ33松
soŋ412宋
zoŋ224蟲
zoŋ212重
koŋ33公宫恭共
kʰoŋ32孔
xoŋ33烘
ɦoŋ224紅
oŋ33翁
dʑioŋ224窮
ɕioŋ33兄凶
ioŋ212用
ioŋ224榮
ioŋ32永
ioŋ224熊雄
ioŋ33擁
ioŋ224容
ioŋ212用
