
i
t      [33]都{~城}猪箸{筷子}□ {pɔi55nia44~ ：一种詈语（儿）}[21]厨橱□{噘}[31]堵赌睹[44]□{螺~：螺号}[42]妒度{长~}渡-{过~ ，另读 teu33 }镀□{在}[55]□{鸟突然飞起的声音}
tʰ     [21]徒屠途涂图[31]土-{~地，另读 tʰeu31 }□{踩踏}[44]杜[42]□{~肠头：脱肛}
n     [21]奴-{~隶，另读 neu21 }努{[（集）农都切]}[31]□{用牙床磨}[55]怒
l      [33]□{捞}[21]卢芦泸颅轳庐驴闾儿-{~童，另读ȵi21 }□{头~~ ：低着头的样子}[31]鲁-{~莽，另 读 leu31 }橹虏掳卤汝{你，另读 ni21 }尔-{另读ȵi31 }而[44]蛀-{另读 tsu44}[42]露-{揭短，另读 leu33、 leu44}[55]□{~~：唤狗声}
ts     [33]书诛蛛株朱硃珠侏[21]薯蜍茨{~菇，另读ɬu44}[31]煮主拄[44]驻注{~释}注{~射}蛀- {另读 lu44}炷铸□{茭~ ：干草编织的手提袋}[55]□{膨胀}
tsʰ    [33]蛆趋疽刍雏□{滑倒}□{小刺}[21]徐除滁□{无臭~ ：能力一点也够不上}[31]鼠杵□{推进 去}[44]厝{房屋}[55]□{伸进去}
ɬ      [33]苏酥输斯-{~文，另读ɬi33 }资姿咨师-{~傅，另读ɬi33 } -司-{拍官~ ：打官司，另读ɬi33 }丝-{~粉：粉 丝，另读ɬi33 }之芝[21]瓷糍兹滋慈磁辞词祠饲{~料（又），另读 tsʰi33}[31]数{责骂}此子-{侄~, 另读 tsi31 }史始[44]素诉嗉{鸡~}恕赐次茨{~实（又），另读 tsu21 }示视[42]自士-{护~ ，另读 hi42 }仕恃伺{~候}寺-{另读ɬi42 }嗣事-{故~，另读 tai33 、tai42 }侍[55]□{唆使}
ȵ     [21]□{凌乱}
k     [33]姑-{~娘，另读 keu33 }菇-{香~，另读 keu33}孤沽辜车{象棋子名}龟{金~：金龟子[居求切]}旧□{拄 }[21]牛□{粟~虫：甘薯象甲}[31]古-{~代，另读 keu31 }股鼓-{~励，另读 keu31 }蛊久[44]故固顾锯 句灸-{~火：艾灸[居佑切]，另读 kiu44 }□{量词，用于计量睡醒的次数}[42]舅[55]蛄-{猴~ ：蝼蛄， 另读 keu33 }菰{茨~ }□{目~~ ：眼睛直视的样子}
kʰ    [33]枯估{~计，另读 keu31 }丘-{量词，用于计量由田埂分隔开的一块块农田的数量，另读 kʰiu33}[31] 苦-{~练，另读 kʰeu31}[44]去[42]臼[55]□{笑声}
ŋ     [21]吾梧[31]忤[44]□{用锯子切割}[42]误悟晤寤互[55]肟{蹲}
h     [33]呼-{~吸，另读 kʰeu33 }乎墟{集市}夫肤敷-{另读 pʰu33 }俘孵麸{麦~}烌{火~：草木灰}□ {ma33~：马 虎，漫不经心}[21]胡-{姓，另读 heu21}湖狐壶葫胡-{~子，另读 heu21 }蝴瑚糊-{浆~ ，另读 keu21 }弧 鱼渔符-{~合，另读 peu21}扶-{~持，另读 pʰeu21 }芙[31]浒府腑俯釜[44]赋富副咐驸[42]扈 沪护父腐辅付傅赴讣附妇-{~女，另读 pu42 }负[55]□{大风声}
∅     [33]乌-{~鸦，另读 eu33 }污-{~染，另读ɔ33 }呜□{骹~头：膝盖}[21]□{飞机轰鸣声}[44]坞恶{可~ }□{水：把土铲开让水流过来}[42]有[55]□{哑~~：结结巴巴的样子}

a
p     [33]巴芭疤{伤~ ，另读 pa55 }笆苞-{~萝：菠萝蜜，另读 pau33 }□{触摸}[21]无{语气词，表疑问，另 读 pɔ21 }猫蝥{斑~}[31]把-{~握，另读 pɛ31 }靶饱[44]霸坝{堤}豹[42]罢[55]疤{~naŋ55：伤疤（又）， 另读 pa33}爸叭扒趴
pʰ   [33]葩{奇~}抛-{~鱼：撒网捕鱼，另读 pʰau33}[21]爬-{攀~，另读 pɛ21 }琶杷[44]怕□{粟~ ：中空的稻谷}[42]□ {lan42~：阴囊}□{目~ ：浮肿的眼眶}[55]拍-{打，另读 pʰak5}
m    [33]□{~~：差强人意}□{~hu33：马虎，漫不经心}[21]麻-{~痹，另读 mua21 }□{~ɬa21：看东西模糊}[31] 妈{祖母}[44]妈{外祖母}[42]□{牛哞声}[55]妈
w     [33]外-{~头：外面，另读ŋuai42 }□{语气词，表强调}[31]我-{~侬：我们，另读ŋɔ31}[42]□{~久：多久}[55]□{语气词，表揣测}
t      [33]奈{无~何：比不过，胜任不了[奴箇切]}担-{~担：挑担子，另读 tam33 }□{~悬头：抬起头}[21]□ {叼，衔}[31]胆[44]担{量词}□{喉~舌洘：口干舌燥}[42]大-{~学，另读 tua33 }踏{[（集）达合切]}[55] 答搭褡{无袖的衣服}瘩{背~ ：长在背部的痈疮}
tʰ     [33]他她它[44]抄{翻找[初教切]}[42]叠-{另读 tiap21、tʰiap21}[55]塔
n     [21]拿篮-{菜~，另读 lam21 }林-{~投：露兜树的一种变种，叶子常用来做粽叶，另读 lim21}[31]哪那 榄-{甘~ ，另读 lam31}[44]□{只，仅}□{再，表示承接前一个动作}[55]捺-{汉字笔画名，另读 nat5 }□{更 加}□{刚}□{衫~ ：衣架}
l      [21]膫{油脂}□{饱~：饱而生厌}□{胡~：不公正}□{~ɬap5：垃圾}[31]□{语气词，表揣测}[44]軂{~kʰia44： 身体过高，与年龄不相配}□{担~ ：满一担}□{语气词，表疑问}[42]闹-{吵~ ，另读 nau42 }腊蜡□{用棒等搅动或扑打}[55]拉啦喇
ts     [33]楂渣抓□{~peu31：妻子}□{~暝昏：昨晚}[21]□{~tsa44：走路（儿）}[31]早[44]诈-{~骗，另读 tɛ44 }榨-{~菜，另读 tɛ44 }炸{~弹}乍罩□{奔跑}[42]闸铡{~刀}□{遮掩}[55]抸{搬动}□{量词，剂 }
tsʰ    [33]差{~别}□{~盲：眼瞎}[21]查□{柴}[31]炒吵[55]插衩
ɬ      [33]三-{~斤，另读ɬam33 、ɬam55 }衫□{摸索}□{~牛：黄牛}□{~ɛ33：蜻蜓}□{~抸：一种农具，用来把 土拢高}[21]□ {ma21~：看东西模糊}[31]洒耍[44]□{箅子}□{~牙：牙齿不正}[42]煠{用清水煮}[55] □{大口吃}□{~力：努力}□{鞋~：残破的鞋子}
ȵ     [33]□{拿}[21]□{举起}[31]惹[42]絮{ȵu21~ ：头发等相互纠缠貌[乃亚切]}
j      [33]□{也}[21]□{语气词，表疑问}[31]□{语气词，表感叹}[44]呀{哎~}[55]□{近指指示词，这}□{语 气词，表疑问}
k     [33]胶铰{~刀：剪刀[古肴切]}鲛{马~鱼}茭{~tsu44：干草编织的手提袋}甘-{~榄，另读 kam33 }□{~tsʰui33： 屁股}□{~tsua42：蟑螂}[21]□{搂抱}[31]绞-{~线，另读 kiau31 }搅-{~拌，另读 kiau31 }搞敢-{无~ ：不敢， 另读 kam31}[44]教{~书}教{~育}校-{~钟：校准时钟，另读 kiau44 }□{粥等稀}[42]咬{[（集）下巧切]}[55] 甲胛钾□{~被：盖被子}□{~ki33： 自己}□{~man33：保险柜}
kʰ    [33]骹{脚}□{欺负}□{量词，指筷子等成对使用的物品中的一只}□{~篮：盛放食物的篮子}□{~pua44： 棉花}[21]□{笑~~ ：笑哈哈}[44]敲{[苦教切]}[55]籗{鱼~ ：鱼篓}卡
ŋ      [21]衙-{~ 门，另读kɛ21}雅{另读ŋa31 }□{置于胯下}[31]雅{（又），另读ŋa21 } -瓦-{~煲：砂锅，另读hia42}[42] 讶□{~骹：走路不直走}[55]丫{~头}□{甜~：甜度过高}□{喙~~ ：口微张，微笑貌}
h     [21]□{哈气}□{吃}□{粙~ ：捆成一束的水稻}[31]□{吃}[44]孝-{黄麻~ ：一种丧礼，另读 hiau44}[42] 縖{束紧}[55]哈□{远指指示词，那}□{芋、香蕉等带叶柄的叶片}□{~ 囝：婴儿}
∅     [33]阿{~姨}鸦桠{~杈}亚[31]拗[44]詏{强辩}□{定语标记，相当于“ 的 ”}[55]鸭押-{~送，另读 at5}


ia
p     [33]兵[31]丙饼□{量词，用于计量长度较短的鞭炮的数量}[44]□{搬运}[55]壁□{用荆条、竹枝 等编成的遮拦物}
pʰ    [33]□{椅~ ：椅子的靠背}□{无成~：不成功}[21]坪-{岭~：山坡，另读 pʰen21}[55]𩩍{掩~骨：肋骨}僻- {另读 pʰet5}
m    [33]命-{救~ ，另读 men42}[21]名[55]□{什么呀}
t      [33]爹{~娘，另读 tia55 }定-{限~ ，另读 ten42}[21]程-{特~：特意，另读 tsʰen21 }□ {ka33~：平地，多用 于晒谷物}[31]鼎-{铁锅，另读 ten31}[44]碇□{拍~ ：从酒席带回的饼干等物}[55]爹{伯伯（又），另 读 tia33}
tʰ     [33]听{~见}厅[44]□{疼痛}[55]拆
n     [31]领-{衫风~ ：领子，另读 len31 }岭[44]□ {pɔi55~tu33：一种詈语（儿）}[55]□{一点点 }l      [42]籴搦{捕捉}□{张开的大拇指与中指之间的距离}[55]㔏{削}
ts     [33]遮谢-{姓，另读ɬia42 }正{~月}[21]情-{亲~ ：亲戚，另读 tsɛ21 、tsʰen21 }成-{完~ ，另读 tsʰen21}[31] 姐-{老~ ：母亲，另读 tsɛ31、tsɛ55 }飷{味道淡}整-{齐~ ，另读 tsen31}[44]蔗正-{改~ ，另读 tsen44 }□{犁~： 连接犁辕与犁底的直竖构件，可以调节犁头入土的深浅}[42]食-{吃，另读ɬet21}[55]脊-{腰~骨：脊柱， 另读 tsit5 }只{量词}
tsʰ    [33]车{汽~}[21]邪斜[31]请[55]赤刺{织[七迹切]}
ɬ      [33]畲奢赊声-{名~ ，另读ɬen33 }□{溅}[21]佘城[31]写舍{~弃}[44]泻卸赦舍{宿~}圣-{问~ ：一种 迷信行为，另读ɬen44}[42]社谢-{感~ ，另读 tsia33 }榭射麝[55]锡-{~纸，另读ɬet5}
k     [33]惊-{害怕，另读 ken33}猄{黄~：一种鹿科动物}[21]行{~为}行{品~}檠{簸箕等竹器边沿的支架，用竹 片或树枝做成}[31]囝{儿子}[44]寄镜{镜子，另读 kɛ44}[42]崎{陡峭}屐□{目~~ ：受惊吓时呆滞的眼 神}[55]揭-{~开，另读 kʰit5}
kʰ    [33]徛-{把物体竖立或一端靠在墙面等支撑物上斜立，另读 kʰia42}[21]骑[44]□{軂~ ：身体过高， 与年龄不相配}[42]徛-{站立，另读 kʰia33}[55]隙
h     [33]艾-{塍~ ：鼠麴草，另读ŋai55 }兄[21]霞瑕遐暇[44]吓{~~ ：害怕，另读 hɛ55}[42]下-{~面，另 读ɛ42 }夏{姓}厦{~ 门}下-{~ 降，另读 hɛ42、ɛ33 }夏{春~}瓦-{瓦片，另读ŋa31 }蚁额-{头~：额头，另读ŋak21}[55]歇-{休息，另读 hɛ55、kʰit5}
∅     [33]赢营-{兵~ ，另读jen21}[31]野-{~ 囝：私生子，另读 ia42、jɛ31 }魇{发~哭：小孩子梦中啼哭}[42] 野-{野~ ：蛮不讲理，另读 ia31、jɛ31 } -易-{~经：书名，另读jet21 }□{~手：招手}

ua
p     [33]□{~刀：菜刀}[21]磨-{~刀，另读 mɔ21 }磨{石~}盘-{托~ ，另读 pʰun21}[31]粄{各类糕点的统称}[44] 簸{动词}簸{~箕}半□ {kʰa33~ ：棉花}[42]跋-{摔倒，另读 pat21}[55]钵
 pʰ   [33]潘-{姓，另读 pʰun33 }番-{~ 禺：地名，另读 huan33}[44]破[42]伴拌□{整批估价购买}[55]拨泼- {~水，另读 pʰut5}
m    [33]□{披着}[21]麻-{~布，另读 ma21 }麻{~风}瞒[31]满-{~意，另读 mun31}[55]抹-{另读 mat5}
t      [33]大-{~方，另读 ta42 }单-{学费~ ，另读 tan33}[21]弹-{被炮等弹击，另读 tan21、tʰan21 }坛-{斋~ ：临时 设置的做法事场所，另读 tʰan21}[44]带-{海~ ，另读 tai44}
tʰ     [33]拖摊-{~平，另读 tʰan33}[31]铲-{~草：锄草，另读 tsʰan31}[44]炭碳[55]獭{鱼~ ：水獭}
n     [33]赖-{放~ ：耍无赖，另读 lai42 }烂-{破，另读 lan42}[31]摊{揉[奴但切]}[44]僆{未生过蛋的母禽 }
l      [42]辣{~椒，另读 lua55 }□{涎~ ：唾沫}[55]辣{~毛虫：毛毛虫（又），另读 lua42}
ts     [33]□{量词，犁所犁的一列}[21]蛇移-{挪动，另读ji21 }残-{糜~：碗里的剩饭，另读 tsʰan21}[31]纸[42] 渍{~开：洇开，另读 tset5 }□ {ka33~ ：蟑螂}□{身皮~ ：身体不舒服}[55]□{阔~ ：大方，排场大}
tsʰ    [33]䉔{小刺}□{带领}[31]癣-{狗~ ：一种皮癣，另读ɬin31 }□{歪}[44]蔡[42]鳝-{黄~ ，另读ɬin42}[55] 擦-{~澈：擦干净，另读 tsʰat5}
ɬ      [33]蓑莎沙纱{另读ɬɛ33 }痧砂鲨裟山-{~岭，另读ɬan33}[31]徙-{~骹：挪动脚步，另读ɬi31}[44]散{~装，另读ɬan31 }散-{分~ ，另读ɬan44}伞线-{针~ ，另读ɬin44 }腺[55]撒煞杀-{另读ɬat5 }刹-{另读ɬat5}
k     [33]歌-{唱~ ，另读 kɔ33 }锅肝杆-{秤~ ，另读 kan33 }汗- -{lau44~ ：流汗，另读 han42 }官{另读 kun55 }棺 {另读 kuɛ33}[21]寒-{冷，另读 han21}[31]果裹赶-{时间紧，另读 kan31 }管-{~理，另读 kun31}[44]盖-{盖 儿，另读 kai44 }灌-{~水，另读 kun44 }旰{上~：上午}□ {tsɔi42~：处境悲惨}[42]□{提}[55]芥-{~菜，另读 kai44 }割葛{~薯：凉薯，另读 kut5}
kʰ    [33]科蝌夸跨[44]课[55]渴阔扩{另读 kʰuaŋ44 }
ŋ     [55]刈{用镰刀割}
h     [33]岸-{河~，另读ŋan42 }扞{扶着}[21]和{~平}华{中~}桦{[户花切]}铧华{~ 山}[31]□{~牛：喝令牛停下来 }[44]□{尿~ ：尿骚味}□ {pɛ42leu33~：眼镜蛇}[42]乏-{累，另读 huat21}[55]喝{~彩}□{~刀：磨刀}
∅     [33]窝蜗涡莴蛙洼娲娃鞍[21]何-{无奈~ ：比不过，胜任不了，另读 hɔ21}[31]倚-{靠着，另读 i31 }碗[44]案晏{晚[乌旰切]}[42]祸旱-{天~ ，另读 han42 }活-{快~ ：安闲，另读 wut21}

ɛ
p     [33]病[21]爬-{~ 山，另读 pʰa21 }耙{犁~}平-{~整：平坦，另读 pʰɛ21 、pʰen21}[31]把-{拦住，另读 pa31 }马码玛蚂□{~早：早晨}□{~子：子弹}[44]柄[42]爸{两~ 囝：父子俩[捕可切]}白麦-{面~ ：麦子， 另读 mak5 }脉□{~niam21：扒手}□{~leu33hua44：眼镜蛇}[55]百-{数词，另读 pɔk5 }柏伯-{叔~ ，另读 pɔk5 }□{~酒：啤酒}
pʰ    [33]□{两臂张开的长度}[21]平-{平坦，另读 pɛ21、pʰen21}[44]帕[55]魄
m    [33]骂[21]盲-{青~ ：眼瞎，另读maŋ21 } -明-{~年，另读 men21 }暝{~ 昏：晚上}[31]猛-{精力充沛，另读 maŋ31 }蜢[44]□{背负}[55]□{撕开}
w    [21]□{语气词，表疑问}[55]□{小孩子的哭声}
t      [33]姼{翁~ ：岳父}代-{朝~ ，另读 tai42 }袋䭔{煎~ ：麻团}□{骹~ ：脚后跟}[21]茶[31]□{短}[44]诈-{假 装，另读 tsa44 }榨-{~油，另读 tsa44 }□{地方，所在}□{量词，用于计量板块状物体的数量}□{定语标记， 相当于“ 的 ”}[55]箦{床~ ：用厚篾片编成的铺板}矺{压}
tʰ     [33]䖳{~母：海蜇}胎苔{舌~}推-{推辞，另读 tʰui33 }撑-{~船，另读 tsʰaŋ33}[21]□{倒退}□{照射}[44]牚 {支撑}□{睁开}[42]宅-{房子，另读 tsak21}[55]彻-{食~ ：吃光，另读 tsʰit5 }澈-{~洁：干净，另读 tsʰet5}
n     [21]□{晾}□{把热的东西放一会儿，使温度降低}□{语气词，表强调}□{语气词，表疑问}[31]冷-{~~㵾 㵾：冷冷清清，另读 laŋ31}[44]□{憋住劲}[42]捏-{另读 net5}
l      [21]螺-{塍~ ：田螺，另读 nɔ21 、lɔ21 }脶{手~ ：指纹}□{舌}~{：舌头}[44]□{垫}□{~kʰau33：打架}[55] □{缝隙}
ts     [33]斋争-{~kʰau33：吵架，另读 tsaŋ33 、tsaŋ55}[21]搽情-{无知~ ：不知情，另读 tsia21 、tsʰen21 }□ {kam21~：知了}□ {mɔŋ33~：蕨类植物}[31]姐-{小~，另读 tsia31、tsɛ55 }者这井阱[44]债□{小妾}[42] 坐[55]姐{姐姐（又），另读 tsia31、tsɛ31 }窄绩-{~麻，另读 tset5 }仄
tsʰ    [33]叉杈钗差{出~}生-{半~熟，另读 tsʰi33 、ɬɛ33 、ɬaŋ33 }青-{~色，另读 tsʰen33 }星-{天~ ：星星，另读ɬen33 }□{放置，盛放}□{忘恩负义}[21]□{警察}[31]且扯省{反~}醒[44]脆-{不坚牢，另读 tsʰui44 }□ {ŋaŋ21~~ ：下巴颏突出}[42]□ {kʰam44~ ：钹}[55]策册
ɬ      [33]纱{（又），另读ɬua33 }生-{学~，另读 tsʰi33、tsʰɛ33、ɬaŋ33 }牲-{畜~，另读ɬaŋ33 }甥[21]□{丈夫}[44] 性-{记~ ，另读ɬen44 }姓□{天~~ ：雨后天空有点光亮的样子}[55]些色-{~子，另读ɬet5 }□{~食：食欲好 }□{~锯：板锯}□{掩~骨：肋骨}
ȵ     [44]□{背负}□{ȵam21~ ：以食物等向别人炫耀}[55]□{粪便（儿） }j      [21]耶爷椰[31]也野-{~外，另读 ia31、ia42 }冶
k     [33]家加痂嘉枷袈稼更-{三~ ，另读 kaŋ33 }□ {niɔ21~ ：女婿}[21]牙芽蚜衙-{大~ ：地名，另读 ŋa21 }椵{枷锁}蜈□{作~ŋen55：用不严肃的态度对待}[31]假{真~}贾{姓}假{放~ }哽{食物等堵住喉咙}[44] 架驾嫁价镜{晏~岭：山名（又），另读 kia44}迳{七~ ：地名}[42]□{拦住}□{编织}[55]格隔膈
kʰ    [33]坑[21]茄□{~kʰɛ44~：睡觉（儿）}[44]□ {kʰɛ21~：睡觉（儿）}[55]客
ŋ     [21]捱-{~时间，另读ŋai21 }□{用竹竿扭夹}[31]□{吃}[42]硬
h      [33]贺-{博~：地名，另读 hɔ42}瘕{咳嗽，另读 hɛ55}[21]虾{鱼~ }□{苞萝~：菠萝蜜里面的丝}□{敨气 hi21~： 气喘吁吁}[31]□{随意欺负}[44]□{~ 囝：好一阵}□{~pɔ31：哮喘}[42]下-{~秧：撒稻种，另读 hia42 、 ɛ33 }喏{应答声，表答应}[55]吓{~侬：吓人（又），另读 hia44 }瘕 {maŋ55~ ：咳嗽（又），另读 hɛ33}歇-{~乏（又）：休息，另读 hia55、kʰit5 }赫吓{恐}
∅     [33]下-{量词，次，另读 hia42、hɛ42 }□{ɬa33~：蜻蜓}□{叹词，表同意}[21]桁{檩子}□ {i44~：二胡}[31] 哑□{叹词，提醒对方注意}□{语气词，表祈使}[44]□ {i44~：安蝉}[42]下-{~册，另读 hia42}[55]扼-{控 制，另读 at5 }轭{牛~ }□{打（儿）}

uɛ
k     [33]瓜棺{（又），另读 kua33 }关-{~ 门，另读 kuan33 } -菅-{粙~草：稻草，另读 kuan33}[31]寡剐梗-{卡住，另读 kaŋ31}[44]挂卦褂[55]□{小孩子哭泣声 }kʰ    [21]□{鼾声}[44]快-{~慢，另读 kʰuai44、kʰɔi44}
h     [33]花□{牚儿，桌椅等腿中间的横木}[21]横{~直}[44]化□{~塗：鸡等用爪子刨地}
∅     [33]话[44]□{~喉：吃东西吃腻了}□{海~：深入陆地的狭长海湾}[42]划{~船}画划-{计~，另读 wet21、 uet21}[55]哕-{干~，另读 wet5 、uet5 }□{树~ ：树枝}

e
p     [42]□ {tse42~ 日：昨天}
m    [44]□{语气词，表疑问}
n     [44]□{叹词，提醒对方注意}
