tsɿ	1	资姿咨兹滋辎		#来源 罗常培著《临川音系》1958年版			
	3	姊-子紫梓		#转录者 版筑陈			
	5	做		#声调	1阴平	31	
tsʰɿ	1	雌疵			2阳平	24	
	2	慈磁辞词脐-			3上声	45	
	3	此			5阴去	41	
	5	次刺厕			6阳去	12	
	6	自字巳			7阴入	32	
sɿ	1	私师狮司思丝伺撕			8阳入	4	
	2	词		#据原文，凡白话音字，后标记“-”，相同字未标记者为读书音。			
	3	死使史驶					
	5	四肆					
	6	寺嗣饲事似祀士俟					
ŋ̍	3	五伍午					
ɘ	2	如儒而儿					
	3	汝乳耳尔					
	6	二贰饵					
pi	1	卑碑婢悲杯					
	3	比鄙彼俾					
	5	庇秘泌臂辈背蔽闭					
pʰi	1	丕披被胚批					
	2	琵裨皮脾疲陪培赔					
	5	屁譬配					
	6	鼻备避倍佩蔽弊币毙陛					
mi	2	眉弥糜弭梅玫枚媒谜					
	3	美靡每米					
	6	寐媚妹昧谜					
ti	1	脂之芝知支枝肢低					
	2	梨厘离璃篱犁黎驴					
	3	旨指履李里理徵止趾纸只底抵礼吕旅缕					
	5	致至志置智制虑滤屡					
	6	利痢类泪荔吏例丽					
tʰi	1	鸱痴嗤					
	2	迟持池驰堤题提蹄					
	3	耻齿侈体					
	5	翅涕替剃梯滞					
	6	地稚治雉痔峙弟悌递第隶					
tsi	1	脐疽					
	3	姊嘴挤					
	5	祭济					
tsʰi	1	妻凄栖蛆趋					
	2	齐					
	3	取					
	5	砌翠趣娶					
	6	悴荠聚					
si	1	尸诗施匙西犀胥需须					
	2	时随髓徐					
	3	矢屎始玺徙屣豕洗					
	5	试世势细					
	6	示谥视嗜遂侍市恃是氏誓逝序叙绪					
tɕi	1	肌基姬羁几机讥鸡稽居车俱拘驹					
	3	几己纪举矩					
	5	冀季记寄既计继系-据锯遽句					
tɕʰi	1	欺区驱溪					
	2	耆其期棋旗奇骑岐祈沂渠瞿					
	3	起杞企岂启					
	5	器弃气契去					
	6	忌技妓具惧巨拒距					
ȵi	2	疑仪宜倪鱼渔愚虞					
	3	拟蚁语御					
	6	义谊议毅艺刈御遇寓					
ɕi	1	嘻嬉熙禧牺希稀墟虚嘘					
	2	奚兮					
	3	喜许					
	5	戏					
	6	系					
i	1	伊医衣依于淤迂					
	2	夷姨胰怡贻移余榆逾臾					
	3	已以矣椅与愈雨宇禹羽					
	5	懿意缢					
	6	肄异易誉预豫喻裕芋					
pu	3	补					
	5	布怖					
pʰu	1	逋铺薄捕					
	2	蒲菩					
	3	谱普浦甫					
	6	步部					
mu	2	模					
	3	姥母拇					
	6	暮慕募					
fu	1	呼夫肤敷俘					
	2	胡湖狐壶乎符扶					
	3	虎浒府俯甫斧抚釜腐					
	5	付傅赋赴讣富副					
	6	互护户沪附父辅妇负					
tu	1	都猪诸诛蛛株朱珠					
	3	堵赌肚褚煮主					
	5	妒蠹贮伫著箸驻注铸					
tʰu	1	枢柱-					
	2	徒屠涂图除厨					
	3	土处					
	5	吐兔处					
	6	度渡杜住柱					
lu	2	奴庐炉					
	3	努鲁橹卤虏					
	6	怒路赂露					
tsu	1	租					
	3	祖组阻					
tsʰu	1	粗初刍					
	2	徂锄雏					
	3	楚					
	5	醋措					
	6	助					
su	1	苏酥梳蔬书舒输					
	2	储殊					
	3	所暑鼠黍数					
	5	素诉愬梳庶恕数戍					
	6	署墅树竖					
ku	1	姑箍辜孤					
	3	古估股鼓					
	5	故固顾雇					
kʰu	1	枯					
	3	苦					
	5	库绔					
ŋu	2	吴吾梧					
	6	悟娱					
u	1	乌污					
	2	无巫诬					
	3	武舞侮					
	5	恶					
	6	务雾戊					
po	1	波玻坡跛					
	5	播簸					
pʰo	2	婆					
	3	颇					
	5	破					
mo	2	魔摩磨					
	6	磨					
fo	2	和					
	3	火伙					
	5	货					
	6	和祸					
to	1	多					
	3	朵					
tʰo	1	拖					
	2	驼陀驮					
	3	妥					
	5	堕唾					
	6	惰柁					
lo	2	罗骡螺					
	3	裸					
tso	3	左					
	5	佐					
tsʰo	5	锉搓					
	6	坐座					
so	1	娑蓑梭					
	3	琐锁					
ko	1	歌哥					
	5	个					
kʰo	1	轲					
	3	可					
ŋo	2	蛾鹅俄					
	3	我					
	6	饿					
ho	2	何河荷					
	6	荷柁-贺					
o	1	阿					
kuo	1	锅戈					
	3	果菓裹					
	5	过					
kʰuo	1	科					
	5	课颗					
ŋuo	2	讹					
	6	卧					
uo	1	倭窝窠蜗					
	2	禾					
