寫	sia3	sia3	sia3	sia3	sia3	sia3	sia3	siɑ3	
斜	tshia2	tshia2	tshia2	tshia2	tshia2	/	tshia2	tshiɑ2	
笡	/	/	/	/	/	tshia5	/	/	
謝	tsia1	tsia1	tsia1	tsia1	tsia1	tsia1	/	/	姓氏
謝	sia1	sia1	sia1	sia1	sia1	sia1	/	/	多謝
謝	/	/	/	/	/	/	sia6	siɑ6	姓氏，多謝
遮	tsia1	tsia1	tsa1	tsa1	tsa1	tsa1	tsuo1	tʃo1	
蔗	tsiã5	tsia5	tsa5	tsa5	tsã5	tsã5	tsuo5	tʃo5	
車	tshia1	tshia1	tsha1	tsha1	tsha1	tsha1	tshuo1	tʃho1	
蛇	tsua2	tsua2	tsɔ2	tsua2	tsua2	tso2	suo2	ʃo2	
射	sia1	sia1	sa1	sa1	sa1	sa1	suo6	ʃo6	
社	sia4	sia4	sa4	sa4	sa4	sa4	suo6	ʃo6	
野	gia3	gia3	gia3	gia3	gia3	gia3	gio3	io3	
瓜	kue1	kua1	kuɛ1	kue1	kue1	kue1	kuo1	ko1	
瓦	gue4	gia4	guɛ4	gue4	hue4	hue4	vuo3	vo3	
花	hue1	hua1	huɛ1	hue1	hue1	hue1	fuo1	fo1	
華	hua2	hua2	hua2	hua2	hua2	hua2	fuo2	ho2	
補	pɔ3	pu3	pu3	pu3	pu3	pou3	pu3	pu3	
布	pɔ5	pu5	pu5	pu5	pu5	pou5	pu5	pu5	
鋪	phɔ1	phu1	phu1	phu1	phu1	phou1	phu1	phu1	鋪著
普	phɔ3	phu3	phu3	phu3	phu3	phou3	phu3	phu3	
鋪	phɔ5	phu5	phu5	phu5	phu5	phou5	phu5	phu5	店鋪
部	pɔ4	pu4	pu4	pu4	pu4	phɯ4	pu6	pu6	
步	pɔ1	pu1	pu1	pu1	pu1	pou1	/	/	一步
步	pɔ4	pu4	pu4	pu4	pu4	pou4	/	/	進步
步	/	/	/	/	/	/	pu6	pu6	一步，進步
模	mɔ̃2	mɔ̃2	bu2	mũ2	mũ2	moũ2	muõ2	mo2	
墓	boŋ5	bu5	bu5	bu5	mũ5	/	/	/	
都	tɔ1	tu1	tau1	tu1	tu1	tou1	tu1	tu1	
賭	tɔ3	tu3	tu3	tu3	tu3	tou3	tu3	tu3	
4. 肚、土等									
肚	tɔ3	tu3	tau3	tu3	tu3	tou3	tu3	tu3	
土	thɔ3	thu3	thau3	thu3	thu3	thou3	thu3	thu3	
吐	thɔ5	thu5	thau5	thu5	thu5	thou5	thu5	thu5	
兔	thɔ5	thu5	thu5	thu5	thu5	thou5	/	/	
圖	tɔ2	tu2	tau2	tu2	tu2	tou2	tu2	tu2	
努	nɔ̃3	nũ3	/	nũ3	nũ3	lɯ3	nũ3	nu3	
爐	lɔ2	lu2	lau2	lu2	lu2	lou2	lu2	lu2	
滷	lɔ3	lu3	lau3	lu3	lu3	lou3	lu3	lu3	
路	lɔ1	lu1	lau1	lu1	lu1	lou1	lu6	lu6	
露	lɔ5	lu5	lau5	lu5	lu5	lou5	lu5	lu5	
租	tsɔ1	tsu1	tsɯ1	tsu1	tsu1	tsou1	tsɿ1	tsɿ1	
祖	tsɔ3	tsu3	tsɯ3	tsu3	tsu3	tsou3	tsɿ3	tsɿ3	
做	tsuo5	tsɯ5	tsɯ5	tsɤ5	tsu5	tsɯ5	tsɯ5	tsɤ5	
粗	tshɔ1	tshu1	tshau1	tshu1	tshu1	tshou1	tshɿ1	tshɿ1	
醋	tshɔ5	tshu5	tshau5	tshu5	tshu5	tshou5	tshɿ5	tshɿ5	
蘇	sɔ1	su1	sɯ1	su1	su1	sou1	sɿ1	sɿ1	
素	sɔ5	su5	sau5	su5	su5	sou5	sɿ5	sɿ5	
姑	kɔ1	ku1	ku1	ku1	ku1	kou1	ku1	ku1	
古	kɔ3	ku3	ku3	ku3	ku3	kou3	ku3	ku3	
牯	kɔ3	ku3	ku3	ku3	ku3	kou3	ku3	ku3	
鼓	kɔ3	ku3	ku3	ku3	ku3	kou3	ku3	ku3	
故	kɔ5	ku5	ku5	ku5	ku5	kou5	ku5	ku5	
顧	kɔ5	ku5	ku5	ku5	ku5	kou5	ku5	ku5	
苦	khɔ3	khu3	khu3	khu3	khu3	khou3	khu5	khu5	
褲	khɔ5	khu5	khu5	khu5	khu5	khou5	khu5	khu5	
五	gɔ4	gu4	gu4	gu4	ŋ̍4	gou4	aŋ3	ɑŋ3	
午	ŋɔ̃3	gu3	bu3	gu3	gu3	gou3	aŋ3	ɑŋ3	
虎	hɔ3	hu3	hu3	hu3	hu3	hou3	hu3	fu3	
5. 義、湖等									
黏	kɔ2	ku2	ku2	ku2	ku2	kou2	ku2	ku2	黏貼
湖	hɔ2	hu2	hu2	hu2	hu2	hou2	fu2	fu2	
壺	hɔ2	hu2	hu2	hu2	hu2	hou2	fu2	fu2	
戶	hɔ4	hu4	hu4	hu4	hu4	hou4	fu6	fu6	
互	hɔ4	hu4	hu4	hu4	hu4	hou4	fu6	fu6	
護	hɔ4	hu4	hu4	hu4	hu4	hou4	fu6	fu6	
烏	ɔ1	u1	u1	u1	u1	ou1	u1	u1	
女	nĩ3	nɨ̃3	/	nĩ3	li3	lei3	n̩3	ŋy3	婦女
汝	li3	lɨ3	li3	li3	li3	lei3	n̩1	ŋ̍1	你
你	li3	lɨ3	li3	li3	li3	lei3	n̩1	ŋ̍1	
旅	li3	lɨ3	li3	li3	li3	lei3	li3	/	
豬	ti1	tɨ1	tiau1	ti1	ti1	tei1	ku1	ky1	
除	ti2	tɨ2	tiau2	ti2	ti2	tei2	ku2	ku2	
箸	ti1	tɨ1	tiau1	ti1	ti1	tei4	ku6	ku6	
初	tshie1	tshuɨ1	tshai1	tshuɪ1	tshɪ1	tshui1	/	/	初一
初	tshu1	tshu1	tshɯ1	tshui1	tshu1	tshou1	/	/	初中
初	/	/	/	/	/	/	tshɿ1	tshɿ1	初一，初中
助	tsɔ4	tsu4	/	tsu4	tsi4	/	tsu6	tsu6	
梳	sue1	si1	sai1	sui1	sɪ1	sui1	fu1	fy1	
所	suo3	sɯ3	sɯ3	sɤ3	so3	sou3	sɯ3	sɤ3	
煮	tsi3	tsɨ3	/	/	tsi3	tsei3	/	/	
書	si1	sɨ1	/	si1	si1	sei1	fu1	fy1	
鼠	tshi3	tshɨ3	tshau3	tshi3	tshi3	tshei3	khu3	khy3	
薯	tsi2	tsɨ2	tsau2	tsi2	tsi2	tsei2	fu2	fy2	番薯
𧄔	tsi2	tsɨ2	tsau2	tsi2	tsi2	tsei2	fu2	fy2	番薯
鋸	ki5	kɨ5	kiau5	ki5	ki5	kei5	ku5	ky5	
墟	hi1	hɨ1	hiau1	hi1	hi1	hei1	/	/	
去	khi5	khɨ5	khiau5	khi5	khi5	khei5	khɯ5	khɤ5	
魚	hi2	hɨ2	hiau2	hi2	hi2	hei2	n̩2	ŋy2	
虛	hi1	hɨ1	hiau1	hi1	hi1	hei1	fu1	fy1	
許	khɔ3	khu3	khu3	khu3	khu3	/	/	/	姓氏
許	/	/	/	/	hi3	hei3	fu3	fy3	姓氏
6. 膚、府等									
膚	hu1	hu1	hu1	hu1	hu1	hou1	fu1	fu1	
府	hu3	hu3	hu3	hu3	hu3	hou3	fu3	fu3	
傅	hu4	hu4	hu4	hu4	hu4	hou4	fu6	fu6	
赴	hu5	hu5	hu5	hu5	hu5	hou5	fu5	fu5	
符	hu2	hu2	hu2	hu2	hu2	hou2	pu2	pu2	
父	pu4	pu4	pu4	pu4	pu4	pu4	/	/	伯父
父	hu4	hu4	hu4	hu4	hu4	hou4	fu6	fu6	
腐	hu1	hu1	hu1	hu1	hu1	hou5	fu6	fu6	
無	buo2	bɯ2	bɯ2	bɤ2	bɯ2	bɯ2	mŋ̍2	mɤ2	
武	bu3	bu3	bu3	bu3	bu3	bou3	u3	u3	
舞	bu3	bu3	bu3	bu3	bu3	bou3	u3	u3	
娶	tshua5	tshua5	tshɔ5	tshua5	tshua5	tsho5	/	/	
𤆬	tshua5	tshua5	tshɔ5	tshua5	tshua5	tsho5	/	/	娶
鬚	tshiu1	tshiu1	tshiau1	tshiu1	tshiu1	tshiu1	tshiu1	tshiu1	
廚	tu2	tɨ2	tiau2	ti2	tu2	tei2	ku2	ky2	
柱	thiau4	thiɔ4	thiɔ4	thiau4	thiau4	thiau4	tshiau8	khy1	
數	sɔ5	su5	/	su5	su5	sou5	sɿ5	sɿ5	
珠	tsiu1	tsiu1	/	tsiu1	tsu1	tsiou1	tsu1	tsu1	目珠
睭	tsiu1	tsiu1	tsau1	tsiu1	tsu1	tsiou1	/	/	目珠
珠	tsu1	tsu1	/	tsu1	tsi1	tsei1	ku1	ky1	珍珠
珠	/	/	tsau1	/	/	/	/	/	目珠，珍珠
主	/	/	tsau3	/	/	/	/	/	做主
主	/	/	tsu3	/	/	/	/	/	主席
主	tsu3	tsu3	/	tsi3	tsi3	tse3	ku3	ky3	做主，主席
蛀	tsiu5	tsiu5	tsau5	tsiu5	tsiu5	tsiou5	tsu5	tsu5	
輸	/	su1	/	/	su1	/	/	/	輸贏
輸	/	sɨ1	/	/	si1	/	/	/	運輸
輸	su1	/	sau1	si1	/	sou1	fu1	fy1	輸贏，運輸
戍	tshu5	tshɨ5	tshau5	tshi5	/	tshei5	/	/	
厝	tshu5	tshɨ5	tshau5	tshi5	/	tshei5	/	/	
殊	su2	su2	sɯ2	su2	tshi2	/	fy2	ʃiu2	
樹	tshiu5	tshiu5	tshau5	tshiu5	tshu1	tshiou1	fu6	fy6	
矩	ki3	kɨ3	ki3	ki3	ki3	kei3	ku3	ky3	
句	ku5	ku5	ku5	ki5	ku5	kei5	ku5	ku5	
7. 區、雨等									
區	khi1	khɨ1	khi1	khi1	khi1	khei1	khu1	khy1	
雨	hɔ4	hu4	hu4	hu4	hu4	hou4	u3	u3	
芋	ɔ1	u1	u4	u1	u1	gou1	u6	u6	
戴	ti5	tɛ5	ti5	ti5	tai5	tei5	tiɛ5	tɑ5	
戴	/	tɨ5	/	/	/	/	/	tɑi5	
胎	thai1	thɛ1	thɛ1	thai1	thai1	thai1	thiɛ1	thɑi1	
胎	/	/	/	/	thɪ1	/	/	/	
態	thai5	thɛ5	thɛ5	thai5	thai5	thai5	tha5	thɑ5	
貸	tai5	tɛ5	tɛ5	tai5	tai5	tai5	tiɛ6	tɑi6	
臺	thai2	thɛ2	thɛ2	thai2	thai2	thai2	ta2	tɑ2	
袋	tai4	tɛ4	tɛ4	tai4	tɪ1	/	tiɛ6	tɑ6	
代	tai4	tɛ4	tɛ4	tai4	tai4	tai4	tiɛ6	tɑ6	
代	/	/	/	/	/	/	/	tɑi6	
來	lai2	lɛ2	lei2	lie2	lai2	lei2	liɛ2	li2	
災	tsai1	tsɛ1	tsiɛ1	tsai1	tsai1	tsai1	tsa1	tsɑi1	
災	/	/	/	/	/	/	tsai1	/	
栽	tsai1	tsɛ1	tsiɛ1	tsai1	tsai1	tsai1	tsi1	tsi1	
載	tsai5	tsɛ5	tsiɛ5	tsai5	tsai5	tsai5	tsiɛ5	tsɑi5	
彩	tshai3	tshɛ3	tshiɛ3	tshai3	tshai3	tshai3	tsha3	tshɑ3	
菜	tshai5	tshɛ5	tshiɛ5	tshai5	tshai5	tshai5	tshi5	tshi5	
才	tsai2	tshɛ2	tsiɛ2	tsai2	tshai2	tsai2	tshai2	tshɑi2	
材	tshai2	tshɛ2	tshiɛ2	tshai2	tshai2	tshai2	tshai2	tshɑi2	
財	/	/	/	/	tsai2	/	/	/	橫財
財	/	/	/	/	tshai2	/	/	/	財源
財	tsai2	tsɛ2	tshiɛ2	tshai2	/	tsai2	tsa2	tsɑ2	橫財，財源
賽	sai5	sɛ5	sɛ5	sai5	sai5	sai5	sai5	sɑi5	
該	kai1	kɛ1	kɛ1	kai1	kai1	kai1	kiɛ1	/	
改	kai3	kɛ3	kɛ3	kai3	kai3	kai3	kai3	kɑi3	
開	khui1	khuɨ1	khuai1	khui1	khui1	khue1	khuɛ1	khuɑi1	
海	hai3	hɛ3	hɛ3	hai3	hai3	hai3	hiɛ̃3	hɑi3	
愛	aĩ5	ɛ5	ɛ5	ai5	ai5	ŋaĩ5	iɛ̃5	ɑi5	
8. 貝、帶等									
貝	pue5	pui5	pue5	pue5	pɯi5	pui5	piɛ̃5	/	
帶	tua5	tua5	tɔ5	tua5	tua5	to5	ta5	tɑ5	
帶	/	/	tɛ5	/	/	/	/	/	
太	thai5	thɛ5	thɛ5	thai5	thai5	thai5	tha5	thɑ5	
太	/	/	/	/	/	/	/	thɑi5	
泰	thai5	thɛ5	thɛ5	thai5	thai5	thai5	tai5	tɑi5	
賴	naĩ5	nɛ̃4	lɔ1	lua1	lua1	lua1	nã6	/	
蔡	tshai5	tshɛ5	tshɛ5	tshua5	tshua5	tsho5	tsha5	tshɑ5	
艾	hiã5	hia5	/	hiaũ5	sua5	ŋiõ5	giɛ̃5	ɑi5	
害	hai1	hɛ1	hɛ1	hai1	hai1	hai1	hiɛ̃6	hɑi6	
拜	pai5	pɛ5	pɛ5	pai5	pai5	pai5	pi5	pi5	
排	pai2	pɛ2	pɛ2	pai2	pai2	pai2	pi2	pi2	
齋	tse1	tsɛ1	tse1	tse1	tsie1	tsie1	tsa1	tsɑ1	
介	kai5	kɛ5	kɛ5	kai5	kai5	kai5	ka5	kɑ5	
界	kai5	kɛ5	kɛ5	kai5	kai5	kai5	ka5	kɑi5	
戒	kai5	kɛ5	kɛ5	kai5	kai5	kai5	ka5	ki5	
派	phai5	phɛ5	phɛ5	phai5	phai5	phai5	pha5	phɑ5	
牌	pai2	pɛ2	pɛ2	pai2	pai2	pai2	pi2	pi2	
買	bie3	bi3	bei3	bie3	bie3	bi3	mĩ3	mi3	
賣	bie1	bi1	bei1	bie1	bɪ1	bi1	mĩ6	mi6	
債	tse5	tsia5	tse5	/	tsie5	tsie5	tsa5	tsɑ5	
差	tshai1	tshɛ1	tshiɛ1	tshai1	tshai1	tshai1	tsa1	tsɑ1	出差
柴	tsha2	tsha2	tsha2	tsha2	tsha2	tsha2	/	/	本字樵
樵	tsha2	tsha2	tsha2	tsha2	tsha2	tsha2	/	/	
篩	thai1	thɛ1	thɛ1	thai1	thai1	thai1	tshi1	tshi1	動詞
𥭘	thai1	thɛ1	thɛ1	thai1	thai1	thai1	/	/	動詞
街	kie1	khi1	kei1	kie1	kɪ1	khi1	ki1	ki1	
解	kai3	kɛ3	kɛ3	kai3	kai3	kai3	kai3	kɑi3	
鞋	ie2	i2	ei2	ie2	ɪ2	i2	i2	i2	
矮	ie3	i3	ei3	ie3	e3	i3	i3	i3	
敗	pai4	pɛ4	pɛ4	pai4	pai4	pai4	pa6	pɑ6	
9. 幣、屘等									
幣	pi4	pɨ4	pi4	pi4	pi4	pei4	pi6	pi6	
厲	li4	lɨ4	li4	li4	li4	lei4	li6	li6	
勵	lie4	li4	lei4	lie4	lɪ4	li4	li6	li6	
世	si5	sɨ5	si5	si5	si5	sei5	sɿ5	ʃʅ5	
誓	si4	sɨ4	sɯ4	si5	si5	sei5	sɿ6	ʃʅ6	
批	phie1	phi1	phei1	phie1	phɪ1	phi1	/	/	
米	bi3	bɨ3	bi3	bi3	bi3	bei3	mĩ3	mi3	
底	tie3	ti3	tei3	tie3	tie3	ti3	ti3	ti3	
帝	tie5	ti5	tei5	tie5	tɪ5	ti5	ti5	ti5	
梯	thui1	thuɨ1	thai1	thui1	thui1	thui1	thiɛ1	thɑi1	
體	thie3	thi3	thei3	thie3	thie3	thi3	thi3	thi3	
替	thie5	thi5	thei5	thie5	thɪ5	thi5	thi5	thi5	
題	tie2	ti2	tei2	tie2	tɪ2	ti2	ti2	ti2	
弟	ti4	tɨ4	ti4	ti4	ti4	tei4	thi6	thi6	
第	tie4	ti4	tei4	tie4	tɪ4	tei4	ti6	ti6	
禮	lie3	li3	lei3	lie3	lie3	li3	li3	li3	
麗	lie4	li4	lei4	lie4	lɪ4	li4	li6	li6	
齊	tsie2	tsi2	tsei2	tsie2	tsɪ2	tsi2	tsi2	tsi2	
臍	tsai2	tsɛ2	tsiɛ2	tsai2	tsai2	tsai2	/	/	
西	sie1	si1	sei1	sie1	sɪ1	si1	si1	si1	
洗	sie3	si3	sei3	sie3	sie3	si3	si3	si3	
細	sie5	si5	sei5	sie5	sɪ5	si5	si5	si5	
婿	sai5	sɛ5	sɛ5	sai5	sai5	sai5	si5	si5	女婿
雞	kie1	ki1	ki1	kie1	kɪ1	ki1	ki1	ki1	
計	kie5	ki5	ki5	kie5	kɪ5	kei5	ki5	ki5	
溪	khie1	khi1	khei1	khie1	khɪ1	khi1	khi1	khi1	
杯	pue1	pui1	pue1	puɪ1	pui1	pui1	piɛ1	pɑi1	
輩	pue5	pui5	pue5	puɪ5	pɯi5	pui5	piɛ5	pɑi5	
1. 背、配等									
背	pue5	pui5	pue5	puɪ5	pɯi5	pui5	piɛ5	pɑi3	背後
配	phue5	phui5	phue5	phuɪ5	phɯi5	phui5	pʰiɛ5	pʰɑi5	
陪	pue2	pui2	pue2	puɪ2	pɯi2	pui2	piɛ2	pɑi2	
賠	pue2	pui2	pue2	puɪ2	pɯi2	pui2	piɛ2	pɑi2	
倍	pue4	pui4	pue4	puɪ4	pɯi4	pui4	piɛ8	pɑi6	
背	pue4	pui4	pue4	puɪ4	pɯi4	pui4	piɛ6	pɑi6	背誦
梅	bue2	m̩2	ŋ̍2	buɪ2	gɯi2	bui2	miɛ̃2	mɑi2	
煤	bue2	bui2	bue2	buɪ2	gɯi2	gui2	miɛ̃2	mɑi2	
妹	muẽ5	bui5	maĩ5	muĩ5	gun4	muẽ5	miɛ̃5	mɑi5	
腿	thui3	thuɨ3	thai3	thui3	thui3	thui3	thiɛ3	thɑi3	
退	thui5	thuɨ5	thue5	thuɪ5	thɪ5	thui5	thiɛ5	thɑi5	
隊	tui4	tuɨ4	tai4	tui4	tui4	tui4	ti6	tɑi6	
內	lai4	lɛ4	lɛ4	lai4	lai4	lai4	/	/	
內	naĩ4	/	/	/	/	/	niɛ̃6	nɑi6	
雷	lui2	luɨ2	lai2	lui2	lui2	lui2	liɛ2	lɑi2	
罪	tsue4	tsui4	tsue4	tsuɪ4	tsui4	tsui4	tsiɛ6	tsɑi6	
灰	hue1	hui1	hue1	huɪ1	/	/	/	/	灰芋
灰	hui1	huɨ1	/	hui1	/	/	/	/	石灰
灰	/	/	/	/	hɯi1	hui1	fiɛ1	fɑi1	灰芋，石灰
悔	hui3	huɨ3	huai3	hue3	hɯi3	hui3	fiɛ3	fɑi3	
匯	hue4	hui4	hue4	huɪ4	hɯi4	hui4	fiɛ6	fɑi6	
外	gua1	gua4	/	gua1	gia1	gio1	/	ŋiɑ6	
外	/	guɛ4	guɛ4	/	/	/	ŋuɛ̃6	ŋuɑi6	
會	hue4	hui4	hue4	huɪ4	hɯi4	hui4	fiɛ6	fɑi6	開會
會	ie4	i4	ei4	ie4	ɪ4	i4	fa8	fɑ8	不會
解	ie4	i4	ei4	ie4	ɪ4	i4	fa8	fɑ8	不會
乖	kuai1	kuɛ1	kuɛ1	kuai1	kuai1	kuai1	kua1	kuɑi1	
怪	khuai5	kuɛ5	kuɛ5	khuai5	khuai5	khuai5	kuai5	kuɑi5	
掛	kue5	kui5	kue5	kue5	kue5	kue5	kuo5	ko5	
畫	gue1	gua1	guɛ1	gue1	gue1	gue1	fuo6	fo6	
快	khuai5	khuɛ5	khuɛ5	khuai5	khuai5	khuai5	khuɛ5	khuɑi5	
11. 話、脫等									
話	gue1	gua1	guɛ1	gue1	gue1	gue1	vuo6	vo6	
脫	tshui5	tshuɨ5	tshai5	tshui5	tshui5	/	tshiɛ5	/	
歲	hue5	hui5	hue5	huɪ5	hɯi5	hui5	si5	si5	
稅	sue5	sui5	sue5	suɪ5	sɪ5	sui5	fi5	fi5	
衛	gui4	guɨ4	guai4	gui4	gɯi4	gui1	vi6	vi6	
肺	hi5	huɨ5	huai5	hui5	hui5	hue5	fi5	fi5	
吠	pui1	puɨ1	pai1	pui1	pui1	/	/	/	
桂	kui5	kuɨ5	kuai5	kui5	kui5	kue5	kui5	kui5	
碑	pue1	pui1	pue1	puɪ1	pi1	/	piɛ1	pɑi1	
皮	phue2	phui2	phue2	phuɪ2	phɯi2	phui2	phi2	phi2	
被	phue4	phui4	phue4	phuɪ4	phɯi4	phui4	phiɛ3	phɑi3	
糜	muẽ2	bui2	bue2	muĩ2	maĩ1	bui2	miɛ̃2	mɑi2	
離	li2	lɨ2	li2	li2	li2	lei2	li2	li2	
荔	lie1	li1	li1	li1	li1	lei1	li6	li6	
徙	sua3	sua3	sɔ3	sua3	sua3	/	/	/	
刺	tshi5	tshɨ5	tshi5	tshi5	tshi5	tshei5	/	/	
知	tsai1	tsɛ1	tsiɛ1	tsai1	tsai1	tsai1	ti1	ti1	
池	ti2	tɨ2	ti2	ti2	ti2	tei2	tshɿ2	tʃhʅ2	
支	ki1	kɨ1	ki1	ki1	ki1	tsi1	ki1	ki1	
枝	ki1	kɨ1	ki1	ki1	ki1	ki1	ki1	ki1	
紙	tsua3	tsua3	tsua3	tsua3	tsua3	tso3	tsi3	tʃi3	
是	si4	sɨ4	si4	si4	si4	sei4	hi6	hi6	
是	/	/	/	/	/	/	/	ʃʅ6	
寄	kia5	kia5	kia5	kia5	kia5	kio5	ki5	ki5	
奇	ki2	kɨ2	khi2	khi2	ki2	ki2	khi2	khi2	
徛	khia4	khia4	khiɔ4	khiau4	khia4	khio4	khi1	khi6	站
崎	kia4	kia4	kiɔ4	kiau4	kia4	kio4	/	/	
蟻	hia4	hia4	hiɔ4	hiaũ4	sua4	ŋiõ4	giɛ3	ŋi3	
桸	hia1	hia1	hiɔ1	hiau1	/	hio1	fia1	/	杓子
1. 戲、倚等									
戲	hi5	hi5	hi5	hi5	hi5	hei5	hi5	hi5	
倚	ua3	ua3	ua3	ua3	ua3	/	/	/	閩南西片少用「倚」字，一般常用的是「靠」
椅	i3	ɨ3	i3	i3	i3	ei3	i3	i3	
悲	pui1	puɨ1	pai1	puɪ1	pui1	pui1	pi1	pi1	
比	pi3	pɨ3	pi3	pi3	pi3	pei3	pi3	pi3	
屁	phui5	phuɨ5	phai5	phui5	phui5	phue5	phi5	phi5	
鼻	phi5	phɨ5	phi5	phi5	phi5	phei5	phi6	phi6	
備	pi4	pɨ4	pi4	pi4	pi4	pei4	pi6	pi6	
眉	bue2	mɛ̃2	bɛ2	bai2	/	bai2	mĩ2	mi2	
地	tie4	ti4	ti4	ti4	ti4	tei4	ti6	ti6	
梨	lai2	lɛ2	lɛ2	lai2	lai2	lai2	li2	li2	
利	lai1	lɛ1	lɛ1	lai1	lai1	lai1	/	/	刀利
利	li4	lɨ4	li4	li4	li4	lai5	/	/	利益
利	/	/	/	/	/	/	li6	li6	刀利，利益
