字	片	区	小片	方言点	声母	韵母	调值	调类	备注
一	闽东区	侯官片		福州	0/s	iʔ/uɔʔ	23/4	阴入/阳入	正,俗
丁	闽东区	侯官片		福州	t	iŋ	44	阴平	
七	闽东区	侯官片		福州	tsʰ	eiʔ	23	阴入	
丈	閩東區	侯官片		福州	t/tʰ	uɔŋ	242	陽去	文,文,白
三	闽东区	侯官片		福州	s	aŋ	44	阴平	
上	闽东区	侯官片		福州	s	uɔŋ	242	阳去	
不	閩東區	侯官片		福州	p	ouʔ	23	陰入	
丑	闽东区	侯官片		福州	tʰ	ieu	31	上	
专	闽东区	侯官片		福州	ts	uɔŋ	44	阴平	
且	闽东区	侯官片		福州	tsʰ	ia	31	上	
世	闽东区	侯官片		福州	s	ie	213	阴去	
丗	闽东区	侯官片		福州	s	ie	213	阴去	
丘	閩東區	侯官片		福州	kʰ	ieu/u	54	陰平	文,白
丙	闽东区	侯官片		福州	p	iŋ	31	上	
业	闽东区	侯官片		福州	ŋ	ieʔ	4	阳入	
丛	闽东区	侯官片		福州	ts	uŋ	52	阳平	
东	闽东区	侯官片		福州	t	uŋ/øyŋ	44	阴平	文,白
丝	闽东区	侯官片		福州	s	i/ɛ	44	阴平	文,白
两	闽东区	侯官片		福州	l	uɔŋ/aŋ	31/242	上/阳去	文,白.两斤之两有文白二读,斤两之两只有文读读法
严	闽东区	侯官片		福州	ŋ	ieŋ	52	阳平	
並	闽东区	侯官片		福州	p/pʰ	eiŋ/iaŋ	213/242	阴去/阳去	文,白
丧	闽东区	侯官片		福州	s	auŋ	213	阴去	丧失
丫	闽东区	侯官片		福州	0	a	44	阴平	
中	闽东区	侯官片		福州	t	yŋ/ouŋ	44	阴平	文,白.当中
串	闽东区	侯官片		福州	tsʰ	uɔŋ/øyŋ	213	阴去	文,白
临	闽东区	侯官片		福州	l	iŋ/ieŋ	52	阳平	文,白
丸	闽东区	侯官片		福州	0	uɔŋ	52	阳平	
丹	閩東區	侯官片		福州	t	aŋ	44	陰平	
主	闽东区	侯官片		福州	ts	y/uɔ	31	上	文,白
丼	闽东区	侯官片		福州	ts	iŋ/aŋ	31	上	文,白
丽	闽东区	侯官片		福州	l	a	242	阳去	
举	闽东区	侯官片		福州	k	y	31	上	
乃	闽东区	侯官片		福州	n	ai	31	上	
久	闽东区	侯官片		福州	k	ieu/u	31	上	文,白
义	闽东区	侯官片		福州	ŋ	ie	242	阳去	
之	闽东区	侯官片		福州	ts	i	44	阴平	
乌	闽东区	侯官片		福州	0	u	44	阴平	
乏	闽东区	侯官片		福州	x	uaʔ	4	阳入	
乐	闽东区	侯官片		福州	ŋ	ouʔ	4	阳入	音乐
乔	闽东区	侯官片		福州	k	ieu	52	阳平	
乖	閩東區	侯官片		福州	k	uai	44	陰平	
乗	闽东区	侯官片		福州	s	iŋ	52	阳平	
乘	闽东区	侯官片		福州	s	iŋ	52	阳平	
乙	闽东区	侯官片		福州	0	eiʔ	23	阴入	
九	闽东区	侯官片		福州	k	ieu/au	31	上	文,白
乞	闽东区	侯官片		福州	kʰ	øyʔ	23	阴入	
也	闽东区	侯官片		福州	0	ia	31/242	上/阳去	文,白
习	闽东区	侯官片		福州	s	iʔ	4	阳入	
书	闽东区	侯官片		福州	ts	y	44	阴平	
买	闽东区	侯官片		福州	m	ai/ɛ	31	上	文,白
乱	闽东区	侯官片		福州	l	uaŋ/auŋ	242	阳去	文,白
乳	闽东区	侯官片		福州	0	y	31	上	
乾	闽东区	侯官片		福州	k	ieŋ	52	阳平	乾坤
亂	闽东区	侯官片		福州	l	uaŋ/auŋ	242	阳去	文,白
了	闽东区	侯官片		福州	l	ieu/au	31	上	文,白。了结
事	闽东区	侯官片		福州	s/t	øy/ai	242	阳去	文,白
二	闽东区	侯官片		福州	n	ei	242	阳去	
于	闽东区	侯官片		福州	0	y	44	阴平	
亏	闽东区	侯官片		福州	kʰ	uei	44	阴平	
互	闽东区	侯官片		福州	x	ou	242	阳去	
五	闽东区	侯官片		福州	ŋ	u/ou	31/242	上/阳去	文,白
井	闽东区	侯官片		福州	ts	iŋ/aŋ	31	上	文,白
亚	闽东区	侯官片		福州	0	a	31	上	
亞	闽东区	侯官片		福州	0	a	31	上	
亡	闽东区	侯官片		福州	0	uɔŋ	52	阳平	
交	闽东区	侯官片		福州	k	au/a	44	阴平	文,白
亦	閩東區	侯官片		福州	0	iʔ/ia	4/242	陽入/陽去	文,白.白讀為"也"訓讀,羊者切
产	闽东区	侯官片		福州	s	aŋ	31	上	
享	闽东区	侯官片		福州	x	yɔŋ	31	上	
京	闽东区	侯官片		福州	k	iŋ	44	阴平	
亭	闽东区	侯官片		福州	t	iŋ	52	阳平	
亮	闽东区	侯官片		福州	l	uɔŋ/iaŋ	242	阳去	文,白
亲	閩東區	侯官片		福州	tsʰ	iŋ	44	陰平	親切
人	閩東區	侯官片		福州	0/n	iŋ/øyŋ	52	陽平	文,白.白讀為"農"訓讀,奴冬切
亿	闽东区	侯官片		福州	0	ei	213	阴去	
仁	闽东区	侯官片		福州	0/n	iŋ	52	阳平	文,白
仅	闽东区	侯官片		福州	k	iŋ	31	上	
仇	闽东区	侯官片		福州	s	ieu	52	阳平	
今	闽东区	侯官片		福州	k	iŋ	44	阴平	
介	闽东区	侯官片		福州	k	ai	213	阴去	
仍	闽东区	侯官片		福州	0	iŋ	44	阴平	
仓	闽东区	侯官片		福州	tsʰ	ouŋ	44	阴平	
他	閩東區	侯官片		福州	tʰ	a	44	陰平	
仗	闽东区	侯官片		福州	tʰ	uɔŋ	242	阳去	依仗
付	閩東區	侯官片		福州	x	ou	213	陰去	
仙	闽东区	侯官片		福州	s	ieŋ	44	阴平	
代	闽东区	侯官片		福州	t	ai/œy	242	阳去	文,白
令	闽东区	侯官片		福州	l	eiŋ	242	阳去	
以	闽东区	侯官片		福州	0	i	31	上	
仪	閩東區	侯官片		福州	ŋ	i	52	陽平	
仰	闽东区	侯官片		福州	ŋ	yɔŋ	31	上	
仲	闽东区	侯官片		福州	t	øyŋ	242	阳去	
件	闽东区	侯官片		福州	0/k	yɔŋ	242	阳去	文,白
任	闽东区	侯官片		福州	0	eiŋ	242	阳去	责任
份	闽东区	侯官片		福州	x	ouŋ	242	阳去	
仿	闽东区	侯官片		福州	x	uɔŋ	31	上	
企	闽东区	侯官片		福州	kʰ	ie	31/242	上/阳去	正,俗
伍	闽东区	侯官片		福州	ŋ	u	31	上	
伏	闽东区	侯官片		福州	p/x	ou/uʔ	242/4	阳去/阳入	未注明异读原因
伐	闽东区	侯官片		福州	pʰ/x	uaʔ	4	阳入	
休	闽东区	侯官片		福州	x	ieu	44	阴平	
会	闽东区	侯官片		福州	0/x	a/uei	242	阳去	正,俗.俗读为"解"训读,晓也
伞	闽东区	侯官片		福州	s	aŋ	31	上	
伟	闽东区	侯官片		福州	0	uei	31	上	
传	闽东区	侯官片		福州	t	uɔŋ	242	阳去	传记
伤	闽东区	侯官片		福州	s	uɔŋ	44	阴平	
伦	闽东区	侯官片		福州	l	uŋ	52	阳平	
伪	闽东区	侯官片		福州	ŋ	uei	242	阳去	
伯	闽东区	侯官片		福州	p	aiʔ/aʔ	23	阴入	文,白
估	闽东区	侯官片		福州	k	u	31	上	
伱	闽东区	侯官片		福州	n	i	31	上	
伴	闽东区	侯官片		福州	pʰ	uaŋ	242	阳去	
伸	闽东区	侯官片		福州	s	iŋ	44	阴平	
似	闽东区	侯官片		福州	a	øy	242	阳去	
位	闽东区	侯官片		福州	0	uei	242	阳去	
低	闽东区	侯官片		福州	t	i/ɛ	44	阴平	文,白
住	闽东区	侯官片		福州	t/ts	ieu/øy	242	阳去	文,白
余	閩東區	侯官片		福州	0	y	52	陽平	
佛	闽东区	侯官片		福州	x	uʔ	4	阳入	
你	闽东区	侯官片		福州	n	i	31	上	
佩	闽东区	侯官片		福州	p	uei	242	阳去	
佳	闽东区	侯官片		福州	k	a	44	阴平	
使	闽东区	侯官片		福州	s	y/ai	31	上	文,白.使用
來	闽东区	侯官片		福州	l	ai/i	52	阳平	文,白
例	闽东区	侯官片		福州	l	ie	242	阳去	
供	闽东区	侯官片		福州	k	øyŋ	213	阴去	供养
依	闽东区	侯官片		福州	0	i	44	阴平	
侦	闽东区	侯官片		福州	t	iŋ/iaŋ	44/31	阴平/上	文,白
侧	闽东区	侯官片		福州	ts/tsʰ	aiʔ	23	阴入	未注明异读原因
侨	闽东区	侯官片		福州	k	ieu	52	阳平	
侯	闽东区	侯官片		福州	x	ɛu	52	阳平	
侵	闽东区	侯官片		福州	ts/tsʰ	iŋ	44	阴平	未注明异读原因
便	闽东区	侯官片		福州	pʰ	ieŋ/eiŋ	55	阳平	便宜
促	闽东区	侯官片		福州	tsʰ	øyʔ	23	阴入	
俊	闽东区	侯官片		福州	ts	ouŋ	213	阴去	
俗	闽东区	侯官片		福州	s	yʔ	4	阳入	
保	闽东区	侯官片		福州	p	ɔ	31	上	
信	闽东区	侯官片		福州	s	eiŋ	213	阴去	
俭	闽东区	侯官片		福州	k	ieŋ	242	阳去	
修	闽东区	侯官片		福州	s	ieu	44	阴平	
俯	闽东区	侯官片		福州	x	u	31	上	
倉	闽东区	侯官片		福州	tsʰ	ouŋ	44	阴平	
個	闽东区	侯官片		福州	k	ɔ/a	213	阴去	文,白
倍	閩東區	侯官片		福州	p	uei	242	陽去	
倒	闽东区	侯官片		福州	t	ɔ	31	上	
候	閩東區	侯官片		福州	x	au	242	陽去	
倚	闽东区	侯官片		福州	0	i/ai	31	上	文,白
借	闽东区	侯官片		福州	ts	uɔʔ	23	阴入	借用
倡	闽东区	侯官片		福州	tsʰ	uɔŋ	213	阴去	提倡
倣	闽东区	侯官片		福州	x	uɔŋ	31	上	
倦	闽东区	侯官片		福州	k	uɔŋ	242	阳去	
倫	闽东区	侯官片		福州	l	uŋ	52	阳平	
债	闽东区	侯官片		福州	ts	ai	213	阴去	
值	闽东区	侯官片		福州	s/t	iʔ	4	阳入	文,文,白
倾	闽东区	侯官片		福州	kʰ	iŋ	44	阴平	
假	闽东区	侯官片		福州	k	a	31	上	真假
偉	闽东区	侯官片		福州	0	uei	31	上	
偏	闽东区	侯官片		福州	pʰ	ieŋ	44	阴平	
停	闽东区	侯官片		福州	t	iŋ	52	阳平	
健	闽东区	侯官片		福州	k	yɔŋ/iaŋ	242	阳去	文,白
側	闽东区	侯官片		福州	ts/tsʰ	aiʔ	23	阴入	未注明异读原因
偵	闽东区	侯官片		福州	t	iŋ/iaŋ	44/31	阴平/上	文,白
偶	闽东区	侯官片		福州	ŋ	ɛu	31	上	配偶
偷	闽东区	侯官片		福州	tʰ	ɛu/au	44	阴平	文,白
偿	闽东区	侯官片		福州	s	uɔŋ	52	阳平	
傅	閩東區	侯官片		福州	x	ou	213	陰去	
傘	闽东区	侯官片		福州	s	aŋ	31	上	
備	闽东区	侯官片		福州	p	ei	242	阳去	
储	闽东区	侯官片		福州	th/ts	y	31/52	上/阳平	未注明异读原因
催	闽东区	侯官片		福州	tsʰ	uei/øy	44	阴平	文,白
傲	闽东区	侯官片		福州	ŋ	ɔ	242/213	阳去/阴去	文,白
傳	闽东区	侯官片		福州	t	uɔŋ	242	阳去	传记
債	闽东区	侯官片		福州	ts	ai	213	阴去	
傷	闽东区	侯官片		福州	s	uɔŋ	44	阴平	
傻	閩東區	侯官片		福州	s	a	44	陰平	
傾	闽东区	侯官片		福州	kʰ	iŋ	44	阴平	
僅	闽东区	侯官片		福州	k	iŋ	31	上	
像	閩東區	侯官片		福州	tsʰ	uɔŋ	242	陽去	
僑	闽东区	侯官片		福州	k	ieu	52	阳平	
僕	闽东区	侯官片		福州	p	uʔ	4	阳入	
僞	闽东区	侯官片		福州	ŋ	uei	242	阳去	
僧	闽东区	侯官片		福州	ts	eiŋ	44	阴平	
僵	闽东区	侯官片		福州	k	yɔŋ	44	阴平	
價	闽东区	侯官片		福州	k	a	213	阴去	
僻	闽东区	侯官片		福州	pʰ	eiʔ/ieʔ/iaʔ	23	阴入	文,白,白
儀	闽东区	侯官片		福州	ŋ	i	52	阳平	
億	闽东区	侯官片		福州	0	ei	213	阴去	
儉	闽东区	侯官片		福州	k	ieŋ	242	阳去	
儒	閩東區	侯官片		福州	0	y	52	陽平	
償	闽东区	侯官片		福州	s	uɔŋ	52	阳平	
優	闽东区	侯官片		福州	0	ieu	44	阴平	
儲	闽东区	侯官片		福州	th/ts	y	31/52	上/阳平	未注明异读原因
允	闽东区	侯官片		福州	0	yŋ	31	上	
元	闽东区	侯官片		福州	ŋ	uɔŋ	52	阳平	
兄	闽东区	侯官片		福州	x	iŋ/iaŋ	44	阴平	文,白
充	闽东区	侯官片		福州	tsʰ	yŋ	44	阴平	
兆	閩東區	侯官片		福州	t	ieu	242	陽去	
兇	闽东区	侯官片		福州	x	yŋ	44	阴平	凶恶
先	闽东区	侯官片		福州	s	eiŋ/ieŋ/iŋ	44	阴平	文,白,白
光	闽东区	侯官片		福州	k	uɔŋ	44	阴平	
克	闽东区	侯官片		福州	kʰ	aiʔ	23	阴入	
兌	闽东区	侯官片		福州	t	œy	242	阳去	
免	闽东区	侯官片		福州	m	ieŋ	31	上	
兒	闽东区	侯官片		福州	0/n	i/ie	52	阳平	文,白
兔	闽东区	侯官片		福州	tʰ	ou	213	阴去	
兜	闽东区	侯官片		福州	t	ɛu/au	44	阴平	文,白
兢	闽东区	侯官片		福州	k	eiŋ	242	阳去	
入	闽东区	侯官片		福州	0/n	iʔ	4	阳入	文,白
內	闽东区	侯官片		福州	n	œy	242	阳去	
全	闽东区	侯官片		福州	ts	uɔŋ	52	阳平	
兩	闽东区	侯官片		福州	l	uɔŋ/aŋ	31/242	上/阳去	文,白.两斤之两有文白二读,斤两之两只有文读读法
八	闽东区	侯官片		福州	p	aiʔ	23	阴入	
公	闽东区	侯官片		福州	k	øyŋ/uŋ	44	阴平	文,白,白
六	闽东区	侯官片		福州	l	yʔ/øyʔ	4	阳入	文,白
兰	闽东区	侯官片		福州	l	aŋ	52	阳平	
共	閩東區	侯官片		福州	k	œyŋ/øyŋ	242	陽去	文,白
关	闽东区	侯官片		福州	k	uɔŋ/uaŋ	44	阴平	文,白
兴	闽东区	侯官片		福州	x	iŋ	44	阴平	兴旺
兵	闽东区	侯官片		福州	p	iŋ	44	阴平	
具	闽东区	侯官片		福州	k	øy	4	阳入	
典	闽东区	侯官片		福州	t	ieŋ/eiŋ	31	上	文,白
养	闽东区	侯官片		福州	0	yɔŋ	31	上	
兼	闽东区	侯官片		福州	k	ieŋ	44	阴平	
兽	闽东区	侯官片		福州	s	ieu	213	阴去	
内	闽东区	侯官片		福州	n	œy	242	阳去	
冊	闽东区	侯官片		福州	tsʰ	aiʔ	23	阴入	
册	闽东区	侯官片		福州	tsʰ	aiʔ	23	阴入	
再	闽东区	侯官片		福州	ts	ai	213	阴去	
冒	閩東區	侯官片		福州	m	ɔ	242	陽去	
写	闽东区	侯官片		福州	s	ia	31	上	
军	闽东区	侯官片		福州	k	uŋ	44	阴平	
农	闽东区	侯官片		福州	n	uŋ/øyŋ	52	阳平	文,白
冠	闽东区	侯官片		福州	k	uaŋ	44	阴平	衣冠
冤	闽东区	侯官片		福州	0	uɔŋ	44	阴平	
冥	闽东区	侯官片		福州	m	iŋ/aŋ	52	阳平	文,白
冬	閩東區	侯官片		福州	t	uŋ/øyŋ	44	陰平	文,白
冰	闽东区	侯官片		福州	p	iŋ/iaŋ	44	阴平	文,白
冲	闽东区	侯官片		福州	tsʰ	yŋ	44	阴平	
冷	闽东区	侯官片		福州	l	eiŋ	31	上	
冻	闽东区	侯官片		福州	t	ouŋ/œyŋ	213	阴去	文,白
凄	闽东区	侯官片		福州	tsʰ	ɛ	44	阴平	
准	闽东区	侯官片		福州	ts	uŋ	31	上	
凌	闽东区	侯官片		福州	l	iŋ	52	阳平	
凍	闽东区	侯官片		福州	t	ouŋ/œyŋ	213	阴去	文,白
凝	闽东区	侯官片		福州	ŋ	iŋ/iʔ	52/4	阳平/阳入	文,白
凡	闽东区	侯官片		福州	x	uaŋ	52	阳平	
凤	闽东区	侯官片		福州	x	ouŋ	242	阳去	
凳	闽东区	侯官片		福州	t	aiŋ	213	阴去	
凶	闽东区	侯官片		福州	x	yŋ	44	阴平	吉凶
出	闽东区	侯官片		福州	tsʰ	ouʔ	23	阴入	
击	闽东区	侯官片		福州	k	eiʔ	23	阴入	
函	闽东区	侯官片		福州	x	aŋ	52	阳平	
凿	闽东区	侯官片		福州	ts/tsʰ	ouʔ/øyʔ	4	阳入	文,白
刀	闽东区	侯官片		福州	t	ɔ	44	阴平	
刁	闽东区	侯官片		福州	t/tʰ	ieu	44	阴平	未注明异读原因
刃	闽东区	侯官片		福州	0	eiŋ	242	阳去	
分	闽东区	侯官片		福州	p/x	ouŋ/uɔŋ/uŋ	44	阴平	文,白,白.xouŋ242为"份"训读,扶问切
切	闽东区	侯官片		福州	tsʰ	ieʔ	23	阴入	切开
刊	闽东区	侯官片		福州	kʰ	aŋ	44	阴平	
刑	闽东区	侯官片		福州	x	iŋ	52	阳平	
刘	闽东区	侯官片		福州	l	ieu/au	52	阳平	文,白
则	闽东区	侯官片		福州	ts	aiʔ	23	阴入	
刚	闽东区	侯官片		福州	k	ouŋ	44	阴平	
创	闽东区	侯官片		福州	tsʰ	ouŋ	44	阴平	创伤
初	闽东区	侯官片		福州	tsʰ	u/œ	44	阴平	文,白
删	闽东区	侯官片		福州	s	aŋ	44	阴平	
判	闽东区	侯官片		福州	pʰ	uaŋ	213	阴去	
別	闽东区	侯官片		福州	p	ieʔ	4	阳入	离别
利	閩東區	侯官片		福州	l	ei	242/213	陽去/陰去	文,白
刪	闽东区	侯官片		福州	s	aŋ	44	阴平	
刮	闽东区	侯官片		福州	k	uaʔ/auʔ	23	阴入	文,白
到	闽东区	侯官片		福州	k/t	au/ɔ	213	阴去	正,俗
制	閩東區	侯官片		福州	ts	ie	213	陰去	制度
刷	闽东区	侯官片		福州	s	auʔ	23	阴入	
券	闽东区	侯官片		福州	k	uɔŋ	213	阴去	
刺	閩東區	侯官片		福州	tsʰ	ie/øy/ieʔ	213	陰去	文,白,白
刻	闽东区	侯官片		福州	kʰ	aiʔ	23	阴入	
剃	闽东区	侯官片		福州	tʰ	ie	213	阴去	
則	闽东区	侯官片		福州	ts	aiʔ	23	阴入	
削	闽东区	侯官片		福州	s	uɔʔ/ieʔ	23	阴入	
前	闽东区	侯官片		福州	s/ts	eiŋ/ieŋ	52	阳平	文,白
剔	闽东区	侯官片		福州	tʰ	eiʔ/iʔ	23/4	阴入/阳入	文,白
剛	闽东区	侯官片		福州	k	ouŋ	44	阴平	
剝	闽东区	侯官片		福州	p	uɔʔ	23	阴入	
剧	闽东区	侯官片		福州	kʰ	yɔʔ	4	阳入	
剩	闽东区	侯官片		福州	s	eiŋ	242	阳去	
剪	闽东区	侯官片		福州	ts	ieŋ/eiŋ	31	上	文,白
割	闽东区	侯官片		福州	k	aʔ	23	阴入	
創	闽东区	侯官片		福州	tsʰ	ouŋ	44	阴平	创伤
劃	闽东区	侯官片		福州	00/x	uaʔ/eiʔ	4	阳入	文,白
劇	闽东区	侯官片		福州	kʰ	yɔʔ	4	阳入	
劈	闽东区	侯官片		福州	pʰ	eiʔ/ieʔ	23	阴入	文,白
劉	闽东区	侯官片		福州	l	ieu/au	52	阳平	文,白
劍	闽东区	侯官片		福州	k	ieŋ	213	阴去	
劒	闽东区	侯官片		福州	k	ieŋ	213	阴去	
劔	闽东区	侯官片		福州	k	ieŋ	213	阴去	
力	閩東區	侯官片		福州	l	iʔ	42	陽入	
劝	闽东区	侯官片		福州	kʰ	uɔŋ	213	阴去	
办	闽东区	侯官片		福州	p	aiŋ	242	阳去	
功	闽东区	侯官片		福州	k	uŋ/øyŋ	44	阴平	文,白
加	闽东区	侯官片		福州	k	a	44	阴平	
务	闽东区	侯官片		福州	0	ou	242	阳去	
劣	闽东区	侯官片		福州	l	uɔʔ	23	阴入	
动	闽东区	侯官片		福州	t	ouŋ/œyŋ	242	阳去	文,白
助	闽东区	侯官片		福州	ts	ou/ɔ	242	阳去	文,白
努	閩東區	侯官片		福州	n	u	31	上	
劫	闽东区	侯官片		福州	k	ieʔ	23	阴入	
励	闽东区	侯官片		福州	l	a	242	阳去	
劲	闽东区	侯官片		福州	k	eiŋ	213	阴去	
劳	闽东区	侯官片		福州	l	ɔ	52	阳平	
势	闽东区	侯官片		福州	s	ie	213	阴去	
勁	闽东区	侯官片		福州	k	eiŋ	213	阴去	
勃	闽东区	侯官片		福州	p	uɔʔ	4	阳入	
勇	闽东区	侯官片		福州	0	yŋ	31	上	
勉	闽东区	侯官片		福州	m	ieŋ	31	上	
勋	闽东区	侯官片		福州	x	yŋ	44	阴平	
勒	闽东区	侯官片		福州	l	eiʔ	4	阳入	
動	閩東區	侯官片		福州	t	ouŋ/œyŋ	242	陽去	文,白
勘	閩東區	侯官片		福州	kʰ	aŋ	44	陰平	
務	闽东区	侯官片		福州	0	ou	242	阳去	
勛	闽东区	侯官片		福州	x	yŋ	44	阴平	
勞	闽东区	侯官片		福州	l	ɔ	52	阳平	
募	闽东区	侯官片		福州	m	uɔ	242	阳去	
勢	闽东区	侯官片		福州	s	ie	213	阴去	
勤	闽东区	侯官片		福州	kʰ	yŋ	52	阳平	
勵	闽东区	侯官片		福州	l	a	242	阳去	
勸	闽东区	侯官片		福州	kʰ	uɔŋ	213	阴去	
勺	闽东区	侯官片		福州	tsʰ	uɔʔ	23	阴入	
勻	闽东区	侯官片		福州	0	yŋ	52	阳平	
勿	闽东区	侯官片		福州	0	uʔ	4	阳入	
包	闽东区	侯官片		福州	p	au	44	阴平	
匈	闽东区	侯官片		福州	x	yŋ	44	阴平	
化	闽东区	侯官片		福州	x	ua	213	阴去	
北	闽东区	侯官片		福州	p	œyʔ	23	阴入	
匙	闽东区	侯官片		福州	s	ie	52	阳平	
