[ti{35}]呧{些}
[tʃi{21}]遮
[tʃi{55}]姐
[tʃi{35}]蔗鹧借□{奶}
[tʃʰi{21}]奢车{马车}
[tʃʰi{55}]扯
[tʃʰi{22}]雉
[tʃʰi{33}]谢
[ȵi{22}]嘢{东西，物件}
[ʃi{21}]赊
[ʃi{42}]蛇佘畲
[ʃi{55}]捨
[ʃi{22}]社
[ʃi{35}]舍赦騇{嫖騇：嫖娼}
[ʃi{33}]射麝
[ɬi{55}]写
[i{33}]夜
[pu{21}]杯
[pu{35}]贝辈狈簸背{脊背}
[pʰu{21}]胚坯
[pʰu{42}]婆陪培赔裴菩
[pʰu{22}]倍
[pʰu{35}]破配佩沛
[pʰu{33}]焙背{背书}
[mu{21}]枚霉
[mu{42}]梅媒玫莓脢煤
[mu{22}]每侮唔{不}
[mu{35}]□{嗅}
[mu{33}]妹
[fu{55}]火伙
[fu{35}]货诲课悔贿
[vu{21}]科蝌窝蜗涡莴倭灰恢诙魁煨於淤瘀迂
[vu{42}]回和
[vu{22}]祸
[vu{33}]会汇
[tu{21}]堆
[tu{35}]对碓兑
[tʰu{21}]推
[tʰu{55}]腿
[tʰu{35}]退蜕
[tʰu{33}]队
[nu{22}]女语
[nu{33}]糯内
[lu{42}]雷蕾擂萝{萝卜}
[lu{22}]吕侣榈铝旅履屡磊垒
[lu{33}]泪类累虑滤
[tʃu{21}]朱诛株珠猪诸硃蛛追锥椎
[tʃu{55}]主煮嘴
[tʃu{35}]赘最注驻蛀铸箸醉著
[tʃʰu{21}]崔催蛆趋吹炊
[tʃʰu{42}]除厨杵徐捶槌锤随隋搥
[tʃʰu{55}]取
[tʃʰu{22}]储褚柱苎坐
[tʃʰu{35}]脆趣翠处
[tʃʰu{33}]罪聚序住叙坠
[ȵu{42}]如茹鱼渔虞娱于盂
[ȵu{22}]乳汝语蕊
[ȵu{33}]预寓遇御驭愉逾榆瑜愈誉豫喻儒孺禺愚舆
[ʃu{21}]书舒衰抒输
[ʃu{42}]殊薯陲垂蜍谁
[ʃu{55}]鼠水黍
[ʃu{35}]税暑署曙帅戍恕庶
[ʃu{33}]睡竖
[ɬu{21}]需须虽绥
[ɬu{55}]锁
[ɬu{22}]髓
[ɬu{35}]岁碎嗉淬
[ɬu{33}]绪遂隧墅瑞絮粹
[ku{21}]居车{象棋}
[ku{55}]举矩果
[ku{35}]句锯过
[kʰu{21}]拘区驱岖躯驹俱枢
[kʰu{22}]巨拒炬距渠瞿
[kʰu{35}]据刽绘烩桧
[kʰu{33}]具惧飓
[hu{21}]虚墟嘘
[hu{42}]禾余馀予
[hu{55}]浒许
[hu{22}]雨禹予宇羽与
[ju{33}]锐裕
[pa{21}]巴芭疤吧豝
[pa{55}]把靶爸
[pa{35}]霸
[pʰa{21}]趴钯
[pʰa{42}]杷爬耙琶筢扒
[pʰa{35}]怕
[pʰa{33}]罢
[ma{42}]麻蔴
[ma{55}]妈
[ma{22}]马码蚂
[ma{33}]骂
[va{21}]花蛙娃洼划{划船}
[va{42}]华哗铧
[va{22}]瓦
[va{35}]化
[va{33}]话画划{计划}
[ta{55}]打
[tʰa{21}]他它
[na{42}]拿哪乸{雌性}
[na{55}]那
[la{21}]喇
[la{55}]啦
[tʃa{21}]楂渣
[tʃa{35}]诈榨炸
[tʃʰa{21}]叉杈岔汊衩差{差别}
[tʃʰa{42}]茶查
[ʃa{21}]沙纱砂痧裟鲨
[ɬa{21}]卅
[ɬa{55}]洒
[ka{21}]加家嘉枷袈
[ka{55}]假贾{姓}
[ka{35}]价驾架嫁稼贾{商贾}
[kʰa{21}]卡{名词}
[kʰa{35}]卡{动词}
[ŋa{21}]桠
[ŋa{42}]牙芽衙伢
[ŋa{22}]雅讶
[ha{21}]虾吓{欺负}
[ha{55}]哈
[ha{35}]瘕
[ha{33}]霞夏厦下
[kva{21}]瓜
[kva{55}]剐寡
[kva{35}]卦挂
[kʰva{21}]夸跨胯
[a{21}]丫鸦屙阿{阿哥}
[a{42}]啊
[a{55}]哑
[a{35}]亚
[po{21}]波玻菠
[po{55}]跛
[po{35}]播
[pʰo{21}]坡
[mo{21}]摸摩魔
[mo{42}]磨{磨刀}
[mo{33}]磨{石磨}
[to{21}]多
[to{55}]躲朵跺
[to{35}]剁
[tʰo{21}]拖
[tʰo{42}]佗陀驼鸵砣坨驮舵椭
[tʰo{55}]妥
[tʰo{33}]堕惰垛
[no{21}]捼{搓}
[no{42}]娜挪傩
[lo{42}]罗啰锣箩逻螺脶骡萝{藤}
[lo{55}]攞
[lo{35}]裸
[lo{33}]摞
[tʃo{21}]租
[tʃo{55}]组祖阻
[tʃo{35}]咗左佐
[tʃʰo{21}]搓初磋雏
[tʃʰo{55}]楚础
[tʃʰo{35}]错挫锉
[tʃʰo{33}]座锄助
[ʃo{21}]梳疏蔬
[ʃo{55}]所琐
[ʃo{22}]傻
[ʃo{33}]树
[ɬo{21}]梭蓑唆
[ko{21}]哥歌
[ko{35}]个箇{这}嗰{的}
[kʰo{21}]戈棵颗锅
[ŋo{42}]俄鹅蛾娥峨讹
[ŋo{22}]我
[ŋo{33}]饿卧
[ho{42}]何河荷
[ho{55}]可呵
[ho{33}]贺
[o{21}]苛柯舸阿{阿胶}
[o{42}]啊喔
[puɔ{21}]褒煲
[puɔ{55}]宝保堡葆褓
[puɔ{35}]报
[pʰuɔ{42}]袍
[pʰuɔ{22}]抱
[pʰuɔ{35}]爆泡疱
[pʰuɔ{33}]瀑暴菢{孵}
[muɔ{42}]毛旄髦
[muɔ{33}]冒帽
[tuɔ{21}]刀
[tuɔ{55}]捣岛倒{打倒}
[tuɔ{35}]到倒{倒过来}
[tʰuɔ{21}]滔叨蹈
[tʰuɔ{42}]逃桃淘陶绹萄焘涛掏
[tʰuɔ{55}]讨祷
[tʰuɔ{35}]套
[tʰuɔ{33}]导道悼盗稻
[nuɔ{22}]脑恼
[luɔ{21}]捞{捞钱}
[luɔ{42}]劳痨唠涝牢
[luɔ{22}]老佬
[tʃuɔ{21}]糟遭
[tʃuɔ{55}]早枣蚤
[tʃuɔ{35}]灶
[tʃʰuɔ{21}]操
[tʃʰuɔ{42}]嘈槽曹
[tʃʰuɔ{55}]草
[tʃʰuɔ{35}]燥躁澡藻糙
[tʃʰuɔ{33}]造皂
[ɬuɔ{21}]骚臊搔
[ɬuɔ{55}]嫂
[ɬuɔ{35}]扫
[kuɔ{21}]高膏糕羔篙
[kuɔ{55}]稿
[kuɔ{35}]告诰
[kʰuɔ{35}]靠
[ŋuɔ{42}]敖
[ŋuɔ{33}]傲熬
[huɔ{21}]蒿薅
[huɔ{42}]毫豪蚝嚎壕
[huɔ{55}]好{不坏}
[huɔ{35}]耗好{爱好}
[huɔ{33}]号浩皓
[uɔ{55}]袄
[uɔ{35}]奥澳懊
[me{55}]咩{疑问语气词}
[te{21}]爹
[ne{55}]呢{那}
[tʃe{21}]这
[tʃe{55}]者
[tʃʰe{42}]斜邪
[tʃʰe{55}]趄
[tʃʰe{33}]尺{尺寸}
[ɬe{21}]些
[ɬe{55}]且
[ɬe{35}]泻卸
[ke{35}]嘅
[kʰe{42}]茄
[he{21}]靴
[je{42}]椰爷
[je{22}]也野冶惹
[pai{55}]摆
[pai{35}]拜
[pʰai{42}]排牌
[pʰai{55}]挀{庹}
[pʰai{35}]派
[pʰai{33}]败
[mai{21}]□{瓢}
[mai{42}]埋
[mai{22}]买卖
[mai{33}]迈
[vai{42}]怀淮槐
[vai{55}]歪
[vai{35}]快块
[vai{33}]坏外
[tai{21}]獃
[tai{35}]带戴歹
[tai{33}]大
[tʰai{21}]胎
[tʰai{42}]台枱抬
[tʰai{55}]怠殆
[tʰai{35}]太态泰
[tʰai{33}]代待袋贷岱黛
[nai{22}]乃奶
[nai{33}]奈耐
[lai{21}]拉
[lai{42}]来
[lai{22}]攋
[lai{35}]癞
[lai{33}]赖荔
[tʃai{21}]灾栽斋哉
[tʃai{55}]宰
[tʃai{35}]再载债
[tʃʰai{21}]猜钗差{公差}
[tʃʰai{42}]才材财裁豺
[tʃʰai{55}]睬踩采彩採
[tʃʰai{35}]菜蔡
[tʃʰai{33}]在
[ʃai{42}]柴
[ʃai{35}]晒
[ʃai{33}]寨赛塞{边塞}
[ɬai{21}]腮鳃
[ɬai{55}]徙玺
[kai{21}]佳皆街楷阶
[kai{55}]解{解开}
[kai{35}]介戒芥界届疥蚧鎅{锯板}
[ŋai{42}]捱崖涯
[hai{21}]揩懈谐
[hai{42}]孩鞋
[hai{22}]蟹械解{姓}
[kvai{21}]乖
[kvai{55}]拐枴
[kvai{35}]怪
[kʰvai{35}]筷
[ai{21}]埃挨
[ai{42}]唉
[ai{55}]矮
[kɔi{21}]该
[kɔi{55}]改
[kɔi{35}]盖
[kʰɔi{35}]溉丐
[ŋɔi{33}]艾碍呆
[hɔi{21}]开
[hɔi{55}]海铠凯
[hɔi{22}]亥骇
[hɔi{33}]害
[ɔi{21}]哀
[ɔi{55}]蔼
[ɔi{35}]爱
[pɐi{35}]闭蔽
[pʰɐi{21}]批砒秕
[pʰɐi{33}]币弊敝毙陛痱
[mɐi{42}]迷谜
[mɐi{22}]米
[mɐi{35}]眯
[vɐi{21}]挥辉威晖徽媁{漂亮}
[vɐi{42}]韦围惟维帷唯遗违涠苇讳为{作为}
[vɐi{55}]伟纬委萎卉毁
[vɐi{35}]畏尉慰彗餵
[vɐi{33}]惠卫穗位胃谓渭猬为{为了}
[tɐi{21}]低姼{外婆叫婆姼}
[tɐi{55}]诋底抵邸牴
[tɐi{35}]帝蒂缔
[tʰɐi{21}]梯锑
[tʰɐi{42}]提堤蹄啼题
[tʰɐi{55}]体睇
[tʰɐi{22}]弟第
[tʰɐi{35}]剃替涕
[tʰɐi{33}]递隶逮
[nɐi{42}]尼泥
[nɐi{33}]腻
[lɐi{42}]黎犁
[lɐi{22}]礼
[lɐi{33}]例丽厉励
[tʃɐi{21}]挤剂
[tʃɐi{55}]崽
[tʃɐi{35}]济祭际制
[tʃʰɐi{21}]妻凄萋栖
[tʃʰɐi{42}]齐脐侪
[tʃʰɐi{35}]砌
[tʃʰɐi{33}]滞
[ʃɐi{21}]筛师狮蛳
[ʃɐi{55}]驶使
[ʃɐi{22}]逝誓
[ʃɐi{35}]势
[ʃɐi{33}]士仕事
[ɬɐi{21}]西犀嘶荽{芫荽}
[ɬɐi{55}]洗
[ɬɐi{35}]细婿
[kɐi{21}]鸡
[kɐi{22}]偈{聊天叫倾偈}
[kɐi{35}]继计髻
[kʰɐi{21}]蹊奚溪稽
[kʰɐi{55}]启
[kʰɐi{35}]契去
[kʰɐi{33}]柜跪
[ŋɐi{42}]桅危倪霓
[ŋɐi{22}]蚁
[ŋɐi{33}]伪艺魏
[hɐi{35}]喺{给予}
[hɐi{33}]系
[kvɐi{21}]闺归龟
[kvɐi{55}]诡鬼轨
[kvɐi{35}]桂贵瑰季
[kʰvɐi{21}]规亏窥盔
[kʰvɐi{42}]奎葵逵携癸
[kʰvɐi{35}]愧溃
[ɐi{35}]隘
[poi{21}]卑悲碑陂{堤坝}
[poi{55}]比匕妣
[poi{35}]蓖庇痹臂泌秘
[pʰoi{21}]披疲
[pʰoi{42}]皮枇琵脾
[pʰoi{55}]彼俾鄙
[pʰoi{22}]被{棉被}
[pʰoi{35}]屁譬
[pʰoi{33}]稗备婢避被{被动}鼻{又}
[moi{42}]靡糜微眉媚
[moi{22}]美尾
[moi{35}]味{嗅}
[moi{33}]寐未昧魅味{味道}
[foi{21}]啡飞妃非菲翡霏绯
[foi{42}]肥
[foi{55}]匪诽
[foi{35}]废肺晦费
[foi{33}]吠
[tʰoi{33}]地
[noi{42}]弥猕
[noi{22}]尔你
[loi{42}]厘梨莉璃篱狸离漓
[loi{22}]李里理鲤
[loi{33}]利痢俐蜊吏
[tʃoi{21}]之支芝枝知脂咨姿资滋肢栀蜘兹
[tʃoi{55}]止旨纸指子紫祉梓址趾姊只徵{五音之一}
[tʃoi{35}]至智痣置致志
[tʃʰoi{21}]雌嗤痴疵黐{黏}
[tʃʰoi{42}]池驰弛迟祠瓷慈磁鹚茨糍词饲嗣辞持寺
[tʃʰoi{55}]侈此矢齿耻始
[tʃʰoi{22}]巳
[tʃʰoi{35}]次刺赐侍似翅厕
[tʃʰoi{33}]治字自牸祀痔稚
[ȵoi{42}]儿而宜谊仪疑
[ȵoi{22}]耳洱拟议
[ȵoi{33}]二贰义
[ʃoi{21}]尸施诗
[ʃoi{42}]时莳匙
[ʃoi{55}]史屎
[ʃoi{22}]是
[ʃoi{35}]试世
[ʃoi{33}]视嗜氏柿示市豉
[ɬoi{21}]丝司私思斯撕鸶
[ɬoi{55}]死
[ɬoi{35}]四肆
[koi{21}]机肌基讥箕饥几{茶几}奇{奇数}
[koi{55}]杞纪己几{几个}
[koi{35}]记寄既暨
[kʰoi{42}]祁崎骑棋旗蜞鳍祈其麒期祺歧
[kʰoi{22}]企
[kʰoi{35}]冀
[kʰoi{33}]忌妓技
[hoi{21}]希稀欺牺熙嬉
[hoi{42}]移胰夷姨
[hoi{55}]起喜岂
[hoi{22}]以已
[hoi{35}]气弃汽器戏
[hoi{33}]异易{容易}
[oi{21}]伊衣医依
[oi{55}]倚椅
[oi{35}]意懿
[pau{21}]包胞鲍苞
[pau{55}]饱
[pau{35}]豹
[pʰau{21}]抛脬{尿脬}
[pʰau{42}]刨
[pʰau{55}]跑
[pʰau{35}]炮砲泡疱
[pʰau{33}]龅
[mau{42}]矛茅
[mau{22}]冇{没有}
[mau{33}]貌牡
[nau{33}]闹
[lau{42}]捞{捞鱼}
[tʃau{21}]嘲
[tʃau{55}]找肘
[tʃau{35}]罩
[tʃʰau{21}]抄钞
[tʃʰau{42}]巢
[tʃʰau{55}]吵炒
[tʃʰau{22}]舅
[tʃʰau{35}]耖{再翻土}
[tʃʰau{33}]骤櫂{行船}
[ʃau{21}]筲
[ʃau{55}]哨潲捎
[kau{21}]交胶郊蛟
[kau{55}]狡饺绞铰搅搞姣{貌美}
[kau{35}]较窖教校{校对}觉{睡觉}骹{骨节}珓{卦具}
[ŋau{42}]肴淆
[hau{21}]敲
[hau{42}]姣{淫荡}
[hau{55}]考拷烤巧
[hau{35}]孝哮酵
[hau{33}]效校{学校}
[au{35}]拗{不顺}
[miau{35}]猫
[tiau{33}]掉调{调动}
[liau{35}]鹩
[ȵiau{55}]爪
[ȵiau{22}]咬
[ʃiau{21}]梢艄
[kiau{55}]缴
[kʰiau{35}]撬{动作大}
[kʰiau{33}]撬{动作小}
[iau{55}]拗{拗折}
