	ɑ			
	阴平45	阳平31	上声42	去声24
p	巴疤粑芭	爸	把耙靶	爸罢霸拔坝八吧
pʰ	□{软。他在家～得很}	爬	啪	怕帕
m	妈	麻	马码玛	骂
f	□{一∽财即一买子）。我等你一～财}			法发发乏罚伐
t			打	大答搭达鞑瘩
tʰ	他			塔塌塔榻
n	拉他{白}	拿	喇	纳钠辣腊衲呐捺
k			□{∽∽，肉。我们今天吃∽∽}	
kʰ	旮{被两面所夹。我的脚∽在门里边了 }			
x	哈铪	搳{瘙痒。我最怕别个来∽我 }	傻{白，傻、痴。只有你这么{tsoŋ¹⁴}个∽了。}	
ŋ	□{压。今天车子∽死了一只狗。}			
ts				铡杂
tsʰ	嚓			擦
s			洒撒飒	萨卅靸
tʂ	渣		鲊{粉蒸肉。我们今天吃∽。 }	诈榨炸闸札乍蔗{甘∽杆}
tʂʰ	叉杈差	茶搽查	衩	岔插察诧姹
ʂ	沙纱杉莎鲨		傻	杀煞啥霎
Ø	阿			
	an			
	阴平45	阳平31	上声42	去声24
p	班斑搬般颁扳		板版坂	伴拌扮半瓣
pʰ	攀潘	盘槃磐蟠蹒		绊判畔盼
m		蛮瞒馒	满	慢漫幔曼
f	翻番	凡帆烦繁樊	反返	犯泛饭贩范
t	耽丹担单郸		胆疸	淡旦蛋担但氮弹惮
tʰ	坍贪滩摊瘫探	潭谭覃痰谈谈檀	毯坦袒	炭叹碳
n	□{麻∽篼}	男南蓝篮难兰拦栏	览揽榄懒	难烂
k	甘柑泔干竿肝尴杆		敢感赶秆杆	干绀
kʰ	堪刊龛勘		坎砍	看
x	憨鼾酣	含函衔寒韩咸晗	喊罕	旱汗汉捍撼憾翰
ŋ	庵安鞍桉铵氨	谙{看准时机或猜测。他～斗起你要吃饭，就先煮好了。 }		暗按岸案黯雁
ts	簪		□{感叹语气词。～，他好凶喔！}	赞暂
tsʰ	参餐骖	惭残	惨	灿孱璨
s	三叁		散伞馓	散
tʂ	沾		斩展盏	站蘸战绽栈
tʂʰ	搀	缠	产	
ʂ	衫山钐舢	婵蝉禅	闪陕	善扇膳骟剡擅
ʐ		然燃	染	
	aŋ			
	阴平45	阳平31	上声42	去声24
p	帮邦梆		榜绑膀	棒蚌谤磅
pʰ		旁庞彷		胖
m		忙芒茫盲	莽	
f	方芳	妨房	仿访纺妨	放
t	当		党挡	荡当
tʰ	汤	糖唐堂塘	躺	趟烫
n	躼{最小的，最后的。这次比赛他跑了个～巴儿。}	囊狼郎廊	朗	浪阆
k	刚缸纲钢岗		港	杠
kʰ	康糠慷	扛		抗
x	夯	行杭航		巷项
ŋ	肮	昂		
ts	脏赃臧			葬藏
tsʰ	仓苍伧沧舱	藏		
s	桑丧			丧
tʂ	章樟獐张彰蟑		掌涨长胀	仗丈杖障账帐胀
tʂʰ	昌娼倡猖	肠长场	厂	唱倡畅
ʂ	商伤	常偿尝裳嫦	赏	上尚
ʐ		瓤	壤嚷	让
	iɑ			
	阴平45	阳平31	上声42	去声24
n	□{小孩撒骄：这个娃娃∽得很}			
ʨ	家嘉加佳		贾假	价驾假架嫁夹甲胛
tɕʰ			卡	洽恰掐
ɕ	虾	霞		下夏瞎匣狭峡辖
Ø	鸦丫	牙芽涯	雅哑	亚鸭压轧押
	iaʊ			
	阴平45	阳平31	上声42	去声24
p	标彪	□{要是，假如。～他不知道我来就糟了。}	表	□{不要，劝阻意味很深。}
pʰ	飘	瓢嫖	瞟	漂票
m	喵	苗描	秒渺	妙庙
t	雕刁			掉吊调
tʰ	挑	条	调{训读}	跳
n		瞭燎聊寮	了鸟	料尿
ʨ	胶交郊教焦蕉椒娇浇	狡{白。∽扯：滑头滑脑}	绞狡搅缴侥□{～扯，油头滑脑。}	教较酵校觉叫轿
