诗sɿ³³
杂ʦʰa⁴⁴
读tʰəu⁴⁴
白pʰa⁴⁴{白}/pʰø⁴⁴{文}
合xø⁴⁴
舌sø⁴⁴
俗səu⁴⁴
服fu⁴⁴
巴{～结}pa³³
疤pa³³
把{～握}pa²⁴
把{刀～}pa²⁴
霸pa¹¹
坝pa¹¹
爸pa⁴⁴
罢{～工，～官}pʰa¹¹
爬pʰa⁴⁵
怕pʰa¹¹
妈ma³³
麻ma⁴⁵
马ma²⁴
骂ma¹¹
打ta²⁴
大tʰai¹¹
他xa³³
拿la⁴⁴
洒{～水}sai²⁴
渣ʦa³³
诈ʦa¹¹
榨ʦa¹¹
炸{～酱面，用油～}ʦa¹¹
炸{爆～}ʦa¹¹
叉{交～，刀～}ʦʰa³³
茶ʦʰa⁴⁵
搽ʦʰa⁴⁵
查{调～}ʦʰa⁴⁵
岔{～路}ʦʰa³³
沙sa³³
纱sa³³
傻sa²⁴
加kia³³
嘉kia³³
家ka³³{白}/kia³³{文}
佳kia³³
假{真～}kia²⁴
贾{姓～}kia²⁴
架ka¹¹
假{放～}kia²⁴
嫁ka¹¹{白}/kia¹¹{文}
驾kia¹¹
价kia¹¹
卡{关～；～车}kʰa²⁴
虾tʰa³³{白}/ɕia³³{文}
霞ɕia⁴⁵
夏ɕia¹¹
下{底～，～降}xa¹¹{白}/ɕia¹¹{文}
鸦{乌～，～片}ia³³
牙ŋa⁴⁵
芽ŋa⁴⁵
雅{～座，文～}ŋa²⁴{白}/ia²⁴{文}
哑ŋa²⁴
亚ia¹¹
抓ʦa³³
耍sa²⁴
瓜ka³³
寡ka²⁴
挂ka¹¹
卦ka¹¹
夸kʰa³³
花fa³³
华{中～}fa⁴⁵
画fa¹¹
化fa¹¹
话va¹¹
瓦{～片}ŋa²⁴
遮ta³³
者{记～}ta²⁴
车tʰa³³
扯tʰa²⁴
蛇sa⁴⁵
舍{～得}sa²⁴
赦{～免，大～}sa¹¹
舍{宿～}sa¹¹
社sa¹¹
惹ȵia²⁴
歌ko³³
科kʰo³³
颗{～粒，一～牙齿}kʰo²⁴
可kʰo²⁴
课kʰo¹¹
河xo⁴⁵
何xo⁴⁵
荷{～花}xo⁴⁵
禾o⁴⁵
和{～气}xo⁴⁵
贺xo¹¹
蛾ŋo⁴⁵
鹅ŋo⁴⁵
俄ŋo⁴⁵
饿ŋo¹¹
波po³³
播po¹¹
玻po³³
坡pʰo³³
婆pʰo⁴⁵
破pʰo¹¹
魔mo⁴⁵
模{～范；～子}mo⁴⁵
摩{按～，～托}mo⁴⁵
磨{～刀}mo⁴⁵
磨{石～}mo¹¹
多to³³
朵təu²⁴{白}/to²⁴{文}
躲to²⁴
惰{懒～}tʰo¹¹
舵{船～，～手}tʰo¹¹
拖tʰo³³
驼{～背}tʰo⁴⁵
驮{～运；～子}tʰo⁴⁵
妥tʰo²⁴
糯lo¹¹
骡lo⁴⁵
罗lo⁴⁵
锣lo⁴⁵
箩lo⁴⁵
左ʦo²⁴
坐ʦʰo¹¹
做{～事，～人}ʦəu¹¹
座ʦʰo¹¹
搓{～衣板}ʦʰo³³
错{～误，～过}ʦʰo³³
蓑{～衣}so³³
梭so³³
锁so²⁴
琐{烦～，～碎}so²⁴
所so²⁴
锅{高压～，～炉}o³³
果{水～}ko²⁴
裹ko²⁴
过ku¹¹
火xo²⁴
祸xo¹¹
货xo¹¹
我ŋo¹¹{白}/ŋo²⁴{文}
卧ŋo¹¹
爹tia³³{白}/tie³³{文}
街kai³³
阶kai³³
解{～决，～鞋带}kai²⁴
姐ʨia²⁴
借{～钱，～贷，～口}ʨia¹¹
介kai¹¹
界kai¹¹
芥{～菜}kai¹¹
戒kai¹¹
茄{～子}kʰio⁴⁵
且ʨʰia²⁴
些ɕia³³
鞋xai⁴⁵
邪ʨʰia⁴⁵
写ɕia²⁴
泻ɕia¹¹{白}/ɕie⁴⁴{文}
卸ɕia¹¹
谢ʨʰia¹¹
蟹xai²⁴
野ia²⁴
也ia²⁴
夜ia¹¹
靴sa³³
姿ʦɿ³³
资ʦɿ³³
滋ʦɿ³³
紫ʦɿ²⁴
姊{～妹}ʦɿ²⁴
子{～孙}ʦɿ²⁴
字ʦʰɿ¹¹
自ʦʰɿ¹¹
雌ʦʰɿ⁴⁵
瓷ʦʰɿ⁴⁵
慈ʦʰɿ⁴⁵
磁{～铁，～带}ʦʰɿ⁴⁵
辞ʦʰɿ⁴⁵
词ʦʰɿ⁴⁵
祠ʦʰɿ⁴⁵
此ʦʰɿ²⁴
刺ʦʰɿ¹¹
赐ʦʰɿ¹¹
次ʦʰɿ¹¹
斯{～文}sɿ³³
撕sɿ³³
私sɿ³³
司sɿ³³
丝sɿ³³
思sɿ³³
死sɿ²⁴
祀sɿ¹¹
寺ʦʰɿ¹¹
饲{～料，～养员}ʦʰɿ¹¹
四sɿ¹¹
支ʦɿ³³
枝ʦɿ³³
肢ʦɿ³³
脂{～肪；胭～}ʦɿ²⁴
之ʦɿ³³
芝ʦɿ³³
知ʦɿ³³
纸ʦɿ²⁴
旨ʦɿ²⁴
指ʦɿ²⁴
址ʦɿ²⁴
止ʦɿ²⁴
治ʦʰɿ¹¹
制ʦɿ¹¹
智ʦɿ¹¹
致{～敬}ʦɿ¹¹
至{～少，冬～}ʦɿ¹¹
志ʦɿ¹¹
痣ʦɿ¹¹
置ʦɿ¹¹
池ʦʰɿ⁴⁵
驰ʦʰɿ⁴⁵
迟ʦʰɿ⁴⁵
匙{汤～；钥～}ʦʰɿ⁴⁵
耻ʦʰɿ²⁴
齿ʦʰɿ²⁴
师sɿ³³
狮sɿ³³
施sɿ³³
诗sɿ³³
时sɿ⁴⁵
史sɿ²⁴
使sɿ²⁴
驶sɿ²⁴
始sɿ²⁴
世sɿ¹¹
势sɿ¹¹
誓sɿ¹¹
是sɿ¹¹
示sɿ¹¹
视sɿ¹¹
士sɿ¹¹
柿ʦʰɿ¹¹
试sɿ¹¹
市sɿ¹¹
事sɿ¹¹
而y⁴⁵
儿y⁴⁵
耳y²⁴
二y¹¹
鼻pʰi⁴⁴
彼pʰi²⁴
比pi²⁴
蔽（无）
弊{舞～，利～}pʰei¹¹
币pʰei¹¹
毙pʰei¹¹
闭pʰei¹¹
避pʰei¹¹
批pʰi³³
披pʰi³³
皮pʰi⁴⁵
疲pʰi⁴⁵
脾pʰi⁴⁵
屁pʰi¹¹
迷mei⁴⁵
谜{猜～}mei¹¹
米mi²⁴
秘pei¹¹
低ti³³
底ti²⁴
抵ti²⁴
地tʰi¹¹
帝tʰi¹¹
弟tʰi¹¹
第tʰi¹¹
递tʰi¹¹
梯tʰi¹¹
题tʰi⁴⁵
提tʰia⁴⁵{白}/tʰi⁴⁵{文}
啼tʰi⁴⁵
蹄tʰi⁴⁵
堤tʰi⁴⁵
体tʰi²⁴
替tʰi¹¹
剃tʰi¹¹
泥ȵi⁴⁵
尼{～姑，～龙}ȵi⁴⁵
你n̩¹¹{白，}m̩¹¹{白}/ȵi²⁴{文}
腻（无）
犁li⁴⁵
黎li⁴⁵
离li⁴⁵
篱li⁴⁵
梨li⁴⁵
厘li⁴⁵
狸li²⁴
礼li²⁴
李li²⁴
里{屋～，学校～}li²⁴
里{一～路}li²⁴
理li²⁴
鲤li²⁴
例li¹¹
厉li¹¹
励li¹¹
丽li¹¹
隶tʰi¹¹
利li¹¹
痢{～疾}li¹¹
吏li¹¹
几{～乎}ki²⁴
鸡ki³³
机ki³³
讥ki³³
饥ki³³
基ki³³
挤ʨi²⁴
己ki²⁴
几{～个}ki²⁴
祭ʨi¹¹
际ʨi¹¹
济{救～}ʨi¹¹
剂ʨi¹¹
计ki¹¹
继ki¹¹
寄ki¹¹
技kʰi¹¹
纪{～律，年～}ki¹¹/ki²⁴
记ki¹¹
忌{～妒，禁～}kʰi¹¹
既ki¹¹
季ki¹¹
欺kʰi³³
妻ʨʰi³³
凄{～凉，～惨}ʨʰi³³
齐ʨʰi⁴⁵
脐{～带}ʨʰi⁴⁵
奇kʰi⁴⁵
骑kʰi⁴⁵
旗kʰi⁴⁵
其kʰi⁴⁵
期{日～，～末}kʰi⁴⁵
棋kʰi⁴⁵
麒kʰi⁴⁵
起kʰi²⁴
岂kʰi²⁴
契kʰi¹¹
器kʰi¹¹
弃kʰi¹¹
气kʰi¹¹
汽kʰi¹¹
西ɕi³³
溪ɕi³³
牺{～牲}ɕi³³
希ɕi³³
稀ɕi³³
洗ɕi²⁴
喜kʰi²⁴
细ɕi¹¹
戏kʰi¹¹
医i³³
衣i³³
依i³³
宜ŋi⁴⁵
移i⁴⁵
姨i⁴⁵
疑ŋi⁴⁵
遗{～失}i⁴⁵
湴{泥~，烂泥田，容易陷进去的烂泥地}pʰã¹¹
椅i²⁴
已i²⁴
以i²⁴
艺ŋi¹¹
义ŋi¹¹
议ŋi¹¹
易{容～}i¹¹
意i¹¹
异i¹¹
补pu²⁴
捕{被～，～鱼}pu³³
布pu¹¹
怖pu¹¹
部pʰu¹¹
簿{作业～，账～}pʰu¹¹
步pʰu¹¹
埠pʰu¹¹
铺{～床}pʰu³³
蒲pʰu⁴⁵
普pʰu²⁴
谱pʰu²⁴
铺{店～}pʰu¹¹
母mo²⁴
亩miau²⁴
暮mo¹¹
慕mo¹¹
墓mo¹¹
募{～捐，招～}mo¹¹
夫{～妻}fu³³
肤fu³³
敷{～药}fu³³
麸{麦～}fu³³
孵{～化}pʰau¹¹
浮pʰau⁴⁵{白}/sau⁴⁵{文}
扶fu⁴⁵
符fu⁴⁵
府fu²⁴
斧fu²⁴
腐{～化}fu²⁴{白}/fu¹¹{文}
辅pʰu²⁴
父fu¹¹
附fu¹¹
付fu¹¹
富fu¹¹
妇fu¹¹
负fu¹¹
都{首～}təu³³
赌təu²⁴
堵təu²⁴
肚{猪～}təu²⁴
杜tʰəu¹¹
肚{大～子}təu²⁴
度tʰəu¹¹
渡tʰəu¹¹
镀tʰəu¹¹
徒tʰəu⁴⁵
途tʰəu⁴⁵
涂tʰəu⁴⁵
图tʰəu⁴⁵
屠tʰəu⁴⁵
土tʰəu²⁴
吐{～痰}tʰəu²⁴
吐{呕～}tʰəu²⁴
兔tʰəu¹¹
奴ləu⁴⁵
努ləu²⁴
怒ləu¹¹
卢ləu⁴⁵
炉ləu⁴⁵
芦ləu⁴⁵
鲁ləu²⁴
橹ləu²⁴
卤{～菜}ləu²⁴
路ləu¹¹
露ləu¹¹
租ʦəu³³
祖ʦəu²⁴
组ʦəu²⁴
阻ʦəu²⁴
粗ʦʰəu³³
醋ʦʰəu¹¹
苏səu³³
酥səu³³
素səu¹¹
诉səu¹¹
塑{～料}so⁴⁴
诸{～位，～葛（姓）}ky³³
猪ky³³
蛛ky³³
株ky³³
朱ky³³
珠ky³³
主ky²⁴
煮ky²⁴
著{显～，～名}ky¹¹
注ky¹¹
柱ky¹¹
住kʰy¹¹
蛀ky¹¹
铸ky¹¹
助ʦʰəu¹¹
初ʦʰəu³³
锄ʦʰəu⁴⁵
除kʰy⁴⁵
厨kʰy⁴⁵
储kʰy⁴⁵
楚ʦʰəu²⁴
础ʦʰəu²⁴
处{～理}kʰy²⁴
处{～所}kʰy¹¹
梳səu³³
舒fy³³
输{运～，～钱}fy³³
书fy³³
殊fy³³
暑fy²⁴
鼠fy²⁴
数{动词，～一～}səu²⁴
树fy¹¹
数{名词，～字}səu¹¹
竖{横～，一～}fy¹¹
如y⁴⁵
乳y²⁴
姑ku³³
孤ku³³
股ku²⁴
鼓ku²⁴
古ku²⁴
故ku¹¹
固ku¹¹
雇ku¹¹
顾ku¹¹
枯kʰu³³
苦kʰu²⁴
库kʰu¹¹
裤kʰu¹¹
呼fu³³
胡{姓～}fu⁴⁵
湖fu⁴⁵
糊{～涂}fu⁴⁵
狐fu⁴⁵
葫{～芦}fu⁴⁵
壶fu⁴⁵
胡{～子}vu⁴⁵
虎fu²⁴
户fu¹¹
互fu¹¹
护fu¹¹
乌ŋu³³
吴ŋu⁴⁵
梧{～桐树}ŋu⁴⁵
无vu⁴⁵
伍{队～}ŋu²⁴
舞vu²⁴
武ŋu²⁴
五ŋ̍²⁴
午ŋu²⁴
误ŋu¹¹
悟ŋu¹¹
务vu¹¹
雾vu¹¹
女ŋy²⁴
吕{姓～}lei²⁴
旅li²⁴
虑li¹¹{白}/lei¹¹{文}
滤{过～}li¹¹
居ky³³
拘ky³³
举ky²⁴
句ky¹¹
锯{一把～，～断}kie¹¹{白}/ky¹¹{文}
聚ʨʰi¹¹
据{拮～}ky¹¹
巨ky¹¹
据{根～，凭～}ky¹¹
距ky¹¹
具ky¹¹
蛆ʨʰi³³
区{～别}kʰy³³
渠kʰy⁴⁵
取ʨʰi²⁴
娶ʨʰi²⁴
趣ʨʰi¹¹
去kʰie¹¹
虚fy³³
须{必～}ɕi³³
须{胡～}ɕi³³
需ɕi³³
徐ʨʰi⁴⁵
许fy²⁴
絮ɕi¹¹
序ɕi¹¹
叙ɕi¹¹
绪ɕi¹¹
婿ɕi⁴⁴
余{姓～}y⁴⁵
余{多～}y⁴⁵
愚y⁴⁵
娱y⁴⁵
鱼ŋy⁴⁵
于{姓～。等～}y²⁴
盂（无）
榆y⁴⁵
愉y⁴⁵
语ŋy²⁴
雨y²⁴
誉y¹¹
预y¹¹
遇ŋy¹¹
裕y¹¹
喻{比～}ŋy¹¹
摆pai²⁴
拜pai¹¹
败pʰai¹¹
稗{～子，～草}pʰa¹¹
牌pʰai⁴⁵
排pʰai⁴⁵
派pʰai¹¹
埋mai⁴⁵
买mai²⁴
卖mai¹¹
歹tai²⁴
戴tai¹¹
带tai¹¹
贷tʰai¹¹
待tʰai¹¹
代tʰai¹¹
袋tʰai¹¹
胎tʰai³³
抬tʰai⁴⁵
台{舞～}tʰai⁴⁵
太tʰai¹¹
泰tʰai¹¹
态tʰai¹¹
奶lai²⁴
耐{～心}lai¹¹
奈{～何，无～}lai¹¹
来lai⁴⁵
赖lai¹¹
灾ʦai³³
宰ʦai²⁴
载{三年五～，记～}ʦai¹¹
在ʦʰai¹¹
再ʦai¹¹
载{～重，～客}ʦai¹¹
猜ʦʰai³³
才ʦʰai⁴⁵
财ʦʰai⁴⁵
材ʦʰai⁴⁵
裁ʦʰai⁴⁵
彩ʦʰai²⁴
采ʦʰai²⁴
睬ʦʰai²⁴
菜ʦʰai¹¹
蔡ʦʰai¹¹
鳃{鱼～}sai³³
赛sai¹¹
塞{边～，～外}sai¹¹
斋ʦai³³
债ʦai¹¹
差{出～}ʦʰai³³
柴ʦʰai⁴⁵
筛sai³³
晒sai¹¹
该kai³³
改kai²⁴
概{大～，～括}kʰai¹¹
盖kai¹¹
开kʰai³³
揩kʰai³³
孩xai⁴⁵
海xai²⁴
害xai¹¹
哀ŋai³³
挨{～着坐}ŋai³³
矮ŋai²⁴
爱ŋai¹¹
碍ŋai¹¹
衰sai³³
帅sai³³
率{～领}so⁴⁴
乖kai³³
拐kai²⁴
怪kai¹¹
会{～计}kʰai¹¹
块{一～钱}kʰai²⁴
快kʰai¹¹
筷kʰai¹¹
怀fai⁴⁵
槐fai⁴⁵
淮fai⁴⁵
坏fai¹¹
歪vai³³
外vai¹¹
杯pei³³
卑{～鄙，自～}pei³³
碑pei³³
悲pei³³
倍pʰei¹¹
贝pei¹¹
辈pei¹¹
背{～心，后～}pei¹¹
被{～窝，～动}pʰei¹¹
备pʰei¹¹
培pʰei⁴⁵
陪pʰei⁴⁵
赔pʰei⁴⁵
配pʰei¹¹
佩pʰei¹¹
梅mei⁴⁵
媒mei⁴⁵
眉mi⁴⁵{白}/mei⁴⁵{文}
霉mei⁴⁵
美mei²⁴
每mei²⁴
妹mai¹¹
非fei³³
飞fei³³
肥fei⁴⁵
匪fei²⁴
费fei¹¹
肺fei¹¹
废fei¹¹
痱{～子粉}pei¹¹
内lei¹¹
雷li⁴⁵{白}/lei⁴⁵{文}
累{积～}lei¹¹
类lei¹¹
累{劳～}li¹¹{白}/lei¹¹{文}
泪li¹¹{白}/lei¹¹{文}
堆tei³³
对tei¹¹
队tei¹¹
推tʰei³³
腿tʰai²⁴
退tʰei¹¹
嘴ʨi²⁴
最ʦei¹¹
罪ʦʰei¹¹
醉ʦi¹¹
催ʦʰei³³
崔ʦʰei³³
脆ʦʰei¹¹
翠ʦʰei¹¹
虽sei³³
随ʨʰi⁴⁵{白}/sei⁴⁵{文}
碎ʦʰei¹¹
岁ɕi¹¹{白}/sei¹¹{文}
追tei³³
吹kʰy³³{白}/tʰei³³{文}
炊tʰei³³
垂tʰei⁴⁵
锤tʰei⁴⁵
谁sei⁴⁵
水fy²⁴
税sei¹¹
睡sei¹¹
规kei³³
龟{乌～}kei³³
归kei³³
鬼kei²⁴
轨kei²⁴
桂kei¹¹
贵kei¹¹
跪kʰei²⁴
柜{大衣～}kʰei¹¹
亏kʰei³³
葵kʰei⁴⁵
愧kʰei¹¹
溃{崩～，～烂}kʰei¹¹
灰fei³³
挥fei³³
辉fei³³
徽fei³³
回fei⁴⁵
毁fei²⁴
悔fei²⁴
贿fei²⁴
汇fei¹¹
会{开～}fei¹¹
惠fei¹¹
微vei³³
危vei⁴⁵
威vei³³
围vei⁴⁵
为{作～}vei⁴⁵
维{～护，～修}vei⁴⁵
惟{～一}vei⁴⁵
违vei⁴⁵
委vei²⁴
尾vei²⁴
伟vei²⁴
苇vei²⁴
位vei¹¹
卫vei¹¹
为{～什么}vei¹¹
未{辰巳午～}vei¹¹
味vei¹¹
魏vei¹¹
胃vei¹¹
谓{无所～}vei¹¹
包pau³³
饱pau²⁴
保pau²⁴
宝pau²⁴
堡{～垒}pau²⁴
报pau¹¹
暴{～露，～躁}pʰau¹¹
豹pau¹¹
爆{～炸}pʰau¹¹
泡{气～，灯～}pʰau¹¹
袍pʰau⁴⁵
跑pʰau²⁴
泡{～茶，～药酒}pʰau¹¹
炮{大～}pʰau¹¹
猫mau³³
毛mau⁴⁵
茅mau⁴⁵
矛mau⁴⁵
卯mau²⁴
冒{～险，～充}mau¹¹
帽mau¹¹
貌mau¹¹
茂miau¹¹
贸miau¹¹
刀tau³³
导tʰau¹¹
岛tau²⁴
倒{打～，墙～了}tau²⁴
捣tau²⁴
道tʰau¹¹
到tau¹¹
倒{～水}tau¹¹
稻tʰau¹¹
盗tʰau¹¹
桃tʰau⁴⁵
逃tʰau⁴⁵
陶tʰau⁴⁵
讨tʰau²⁴
套tʰau¹¹
脑lau²⁴
恼lau²⁴
闹lau¹¹
捞{～起来}lau⁴⁵
劳lau⁴⁵
牢lau⁴⁵
老lau²⁴
糟ʦau³³
遭ʦau³³
早ʦau²⁴
枣ʦau²⁴
躁ʦau¹¹
灶ʦau¹¹
皂ʦʰau¹¹
造ʦʰau¹¹
操ʦʰau³³
糙{～米}ʦʰau³³
曹ʦʰau⁴⁵
槽ʦʰau⁴⁵
草ʦʰau²⁴
骚{～货，风～}sau³³
臊{气味～}sau³³
扫{～地}sau¹¹
嫂sau²⁴
扫{～把，～帚}sau¹¹
朝{～霞，今～}tʰau⁴⁵
招tau³³
昭{～山，王～君，～雪}tau³³
爪{张牙舞～}ʦau²⁴
爪{鸡～子}ʦau²⁴
找ʦau²⁴
照tau¹¹
罩ʦau¹¹
赵tʰau¹¹
兆tʰau¹¹
抄{～家，～写}ʦʰau³³
钞{～票}ʦʰau³³
超tʰau³³
潮tʰau⁴⁵
朝{～代}tʰau⁴⁵
巢ʦʰau²⁴
炒ʦʰau²⁴
吵ʦʰau²⁴
烧sau³³
稍sau³³
少{多～}sau²⁴
少{～年}sau¹¹
绍sau¹¹
饶{求～，富～}ȵiau⁴⁵
扰iau²⁴
绕iau²⁴
高kau³³
膏{～药}kau³³
糕kau³³
稿kau²⁴
搞kau²⁴
告kau¹¹
考kʰau²⁴
烤kʰau²⁴
靠kʰau¹¹
蒿kau³³
豪xau⁴⁵
毫xau⁴⁵
好{～坏}xau²⁴
好{爱～}xau¹¹
号{～码}xau¹¹
熬{～药，煎～}ŋau²⁴
袄ŋau²⁴
傲ŋau¹¹
标piau³³
彪piau³³
表{申请～，～扬}piau²⁴
表{手～}piau²⁴
飘pʰiau³³
瓢pʰiau⁴⁵
漂{～白，～洗}pʰiau³³
票pʰiau¹¹
漂{～亮}pʰiau¹¹
苗miau⁴⁵
描miau⁴⁵
秒miau²⁴
庙miau¹¹
妙miau¹¹
刁tiau³³
貂tiau³³
雕tiau³³
钓tiau¹¹
吊tiau¹¹
掉tʰiau¹¹
调{～动}tiau¹¹
挑{～水}tʰiau³³
条tʰiau⁴⁵
调{～和}tiau⁴⁵
跳tʰiau¹¹
鸟tiau²⁴{白}/ȵiau²⁴{文}
辽liau⁴⁵
疗liau⁴⁵
了{～解}liau²⁴
料liau¹¹
焦ʨiau³³
蕉ʨiau³³
椒ʨiau³³
交kiau³³
郊kiau³³
胶kiau³³
教{～书}kiau¹¹
骄{～傲}kiau³³
娇{～气，～生惯养}kiau³³
浇kiau³³
绞kiau²⁴
狡kiau²⁴
搅kiau²⁴
叫kiau¹¹
教{～育}kau¹¹{白}/kiau¹¹{文}
校{～对}kiau¹¹
较kiau¹¹
轿kʰiau¹¹
敲kʰau³³
桥kʰiau⁴⁵
樵{刘海砍～，～夫}ʨʰiau⁴⁵
乔kʰiau⁴⁵
侨{华～}kʰiau⁴⁵
巧kʰiau²⁴
窍{开～}kʰiau¹¹
消ɕiau³³
宵{元～，夜～}ɕiau³³
硝ɕiau³³
霄{罗～山脉，云～}ɕiau³³
销ɕiau³³
萧ɕiau³³
箫ɕiau³³
小ɕiau²⁴
晓ɕiau²⁴
笑ɕiau¹¹
孝xau¹¹{白}/ɕiau¹¹{文}
效ɕiau¹¹
校{学～}kiau¹¹
妖iau³³
邀iau³³
腰iau³³
要{～求}iau³³
幺{老～}iau³³
摇iau⁴⁵
谣{造～}iau⁴⁵
窑iau⁴⁵
遥iau⁴⁵
姚iau⁴⁵
咬ŋau²⁴
舀{～一瓢水}iau²⁴
要{想～，重～}iau¹¹
谋miau⁴⁵
某miau²⁴
否{～决}sau²⁴
都{～是}təu³³
兜tiau³³
抖tiau²⁴
陡tiau²⁴
斗{一～米}tiau²⁴
斗{～争}tiau¹¹
豆tʰiau¹¹
痘{青春～，牛～}tʰiau¹¹
偷tʰiau³³
头tʰiau⁴⁵
