#ɿ	
ts	[1]资滋[3]子
tsʰ	[1]自[2]瓷磁
s	[1]事师私司思伺撕士事[3]使史柿
#i	
p	[1]碑卑蓖蜱[3]比庇痹臂秘闭蔽币毙弊
pʰ	[1]披被{棉～；～打}批备鼻[2]皮脾枇[3]屁
m	[2]迷谜埋-眉弥[3]米
t	[1]知[3]帝
tʰ	[1]弟=替第地递[2]题提蹄堤[3]体
l	[1]利痢虑滤例厉俐脷蚁{～公：蚂蚁的统称}[2]泥梨尼离篱璃厘鲤□{□pʰat5～：番石榴，芭乐，原文词表作“石榴”}[3]吕旅礼李里理
ts	[1]姿蜘支枝之芝[3]纸姊指紫聚志痣置止趾
tsʰ	[1]妻赐刺痔治厕[2]糍迟辞池[3]似取娶齿始耻翅
s	[1]诗是寺西丝尸侍誓序豉筛[2]时匙[3]试四死屎市
z	[1]衣易誉预依御医喻裕寓[2]移余姨淤仪愉儿如愚娱[3]以意乳与羽
k	[1]机饥几{茶～}基箕技妓居车[2]渠{他}佢{他}[3]举幾{～只}既纪记杞忌已锯据寄矩句髻
kʰ	[1]欺佢距徛{站}区具[2]旗棋渠骑蜞[3]岂
ŋ	[1]异义议二遇你[2]疑你{原文见词表}[3]语饵女蚁耳
h	[1]稀虚牺墟[3]去器气汽许起戏喜
∅	[3]迩{近指代词，这}
#u	
p	[3]布斧补怖
pʰ	[1]步菢孵铺{～盖}部[2]扶-{原文作文读，似有误}蒲菩□{煨}炮{煨}[3]脯{果～}辅谱普浦铺{店～}簿捕
m	[1]务雾墓[2]抚巫诬[3]舞牡拇武侮母
f	[1]夫腐附妇肤呼户护芋敷父[2]扶=胡戽湖狐壶糊符芙斛浮=[3]府富付附虎腑傅副
v	[1]乌污
t	[1]都[3]杜赌肚{～胈pʰak3：肚子；猪～}赌堵
tʰ	[1]度渡[2]屠涂图徒[3]土兔
l	[1]路露鹭[2]芦鸬炉庐驴[3]鲁橹卤努
ts	[1]朱租猪珠蛛株诸[3]注祖主组蛀煮
tsʰ	[1]柱住字粗拄[2]除徐厨饲祠[3]醋处{到～；相～}次鼠
s	[1]书狮苏须输竖树舒[2]殊薯蜍[3]素诉数暑
k	[1]姑孤[3]古估牯股鼓故固
kʰ	[1]箍麸[3]苦库裤
ŋ	[1]误
#a	
p	[1]巴疤爸[3]霸罢
pʰ	[2]爬筢杷[3]怕=
m	[1]妈马码[2]嫲麻痲[3]骂=
f	[1]花[2]华桦[3]化画
v	[1]话蛙
t	[3]打
tʰ	[1]他
l	[1]拿拉邏{～蠼：蜘蛛}
ts	[1]楂渣遮[3]诈榨炸蔗炸
tsʰ	[1]叉差岔车[2]茶搽查[3]扯
s	[1]赊社射沙纱麝[2]蛇[3]舍{宿～}舍{舍～}洒
z	[1]野也夜[2]椰爷[3]□{～筢：搂筢，农具的一种，有齿}
k	[1]家加瓜[3]假{真～；放～}架卦寡驾嫁价
kʰ	[1]下-{屋～}夸跨
ŋ	[1]鸦丫桠[2]牙芽衙伢砑[3]瓦
h	[1]夏虾下厦
∅	[1]阿{～哥}[3]哑亚
#ia	
t	[1]爹
tsʰ	[1]谢[2]笡邪斜
kʰ	[2]蠼□{□la33～：蜘蛛，原文作“蠼”}
s	[3]写泻
ŋ	[1]惹
#ɔ	
p	[1]坡玻波
pʰ	[1]坡{又读}[2]婆[3]劐破
m	[1]摸[2]磨魔冇无模
f	[2]和[3]火伙货
v	[1]祸窝脶蜗[2]禾
t	[1]多刀[3]到躲
tʰ	[1]拖[2]驼陀[3]妥
l	[1]糯[2]罗锣箩[3]佬老
