tsɿ	1	知之芝支枝肢脂资							
tsɿ	3	只（~有）纸旨指（∽示）止址子紫姊梓							
tsɿ	5	制智稚至致志痣治滞置（~办）自字□（~牛）							
tsɿ	7	直值植殖置（布∽）质织职掷指（手∽）只（又音，~是）							
tsʰɿ	1	痴疵差（参∽）摛（伸，~手来）							
tsʰɿ	2	池驰迟持瓷慈磁词辞							
tsʰɿ	3	齿耻此侈							
tsʰɿ	5	次刺赐							
tsʰɿ	7	赤尺斥秩吃							
sɿ	1	尸诗施匙（钥∽）师狮司私思丝□（厕，茅∽）斯撕							
sɿ	2	时							
sɿ	3	史使驶始屎死							
sɿ	5	世势逝誓是氏示视市饰嗜士仕式试事侍待恃四肆似饲							
sɿ	7	十拾湿失室实食蚀石识适释豉（豆∽）时（背~）							
zɿ	7	日							
pi	1	屄（又读）							
pi	2	鼻							
pi	3	比彼匕							
pi	5	闭币敝蔽弊毙篦庇避备被（∽动）秘（∽密）							
pi	7	笔必毕逼碧璧壁弼（又音）鼻（又音）							
pʰi	1	屄							
pʰi	2	皮疲脾痹枇弼琵鼻（~涕）							
pʰi	3	鄙							
pʰi	5	屁							
pʰi	7	匹辟劈僻霹廦							
mi	1	眯咪							
mi	2	迷眉弥							
mi	3	米女							
mi	5	谜							
mi	7	密蜜觅							
vi	1	迂淤							
vi	2	鱼渔于盂余娱愉榆愚							
vi	3	雨宇羽语与屿禹							
vi	5	玉芋预誉寓（~言）遇喻御裕							
ti	1	低							
ti	3	底抵							
ti	5	弟第递涕帝地隶棣							
ti	7	笛敌滴嫡的（目~）狄涤							
tʰi	1	梯剔（∽骨头）							
tʰi	2	提堤题蹄啼屉							
tʰi	3	体							
tʰi	5	替剃剔（挑~）嚏							
tʰi	7	踢惕屉（又读，抽~）							
ni	2	尼泥倪疑（老）							
ni	3	你拟							
ni	5	腻艺（老）义（老）							
ni	7	溺匿逆							
li	1	□（酸~~）							
li	2	梨犁黎离（∽开）篱璃厘							
li	3	礼里理鲤李履旅							
li	5	厉励例丽荔利痢俐吏离（∽开）滤（又读）虑（又读）隶（新）							
li	7	立粒笠力历栗雳沥率（圆周～）							
tɕi	1	鸡几（茶∽，几∽）机叽讥饥肌基稽荠羁箕姬							
tɕi	3	己纪几（∽个）挤							
tɕi	5	计祭际济剂继伎技妓寄记忌既季冀祭							
tɕi	7	及吸级极急集辑给（借~）吉即鲫疾积绩迹脊籍击寂激棘亟指（白读，~甲）							
tɕʰi	1	妻凄欺期蛆趋溪栖							
tɕʰi	2	齐奇骑其棋旗祈祁徐岐麒							
tɕʰi	3	起启取娶岂							
tɕʰi	5	气汽器弃契砌趣企							
tɕʰi	7	七乞讫戚漆膝喫（少用，城郊音）□（划∽∽，石头剪刀布）							
ɕi	1	西牺希稀奚犀熙须需溪（新）绥□（喷）							
ɕi	2	徐							
ɕi	3	洗喜玺徙屣□（拳打）							
ɕi	5	细系（联~）戏序叙绪婿							
ɕi	7	习悉息媳熄昔惜夕席析锡戌恤袭隙							
i	1	衣依医伊倚爷（父亲）							
i	2	移夷姨胰仪饴							
i	3	以已椅蚁矣							
i	5	易异意亿忆艺翼义议谊 □（火灭，火□了）							
i	7	一乙亦益抑译液逸揖（作~）邑浥悒驿溢奕							
ki	1	叽							
ŋi	3	□（~~哑哑，吵）							
puᶹ	3	补辅（又读）							
puᶹ	5	布怖步部捕簿卜（萝~）□（偷看）							
puᶹ	7	不卜							
pʰuᶹ	1	铺（∽路）							
pʰuᶹ	2	葡蒲菩脯蝴（~蝶）胡（花里~哨）□（溢出，～出来）							
pʰuᶹ	3	普谱甫浦堡捕							
pʰuᶹ	5	铺（店∽）							
pʰuᶹ	7	卜仆扑朴瀑璞蹼伏（~地下）							
muᶹ	2	模（~子、∽范）谋							
muᶹ	3	母拇某亩牡							
muᶹ	5	幕墓募慕暮茂贸							
muᶹ	7	木沐目牧穆没（∽收）膜							
fuᶹ	1	夫肤麸乎呼俘敷孵							
