	参考资料：《如皋方言的音韵地理研究》、《江苏如皋东南边界方言的卷舌音声母》					
	阴平	阳平	上声	阴去	阴入	阳入
	31	24	33	44	5	24
tsɿ	资姿咨（~询）滋锱龇（天天嘴~叨点儿）		子籽仔（~细）梓（~树）姊紫纸	自=		
tsʰɿ	雌疵字治（~病）自-寺-（~庙）跐（打趔趄，滑）（落嘎雨，路上一~一滑的）差（参~）士-巳蚩	词祠嗣慈瓷治（~鱼：杀鱼）糍（~粑）茨（~菰）辞饲（猪~料）	此	次刺伺（~候）赐		
sɿ	司思丝私斯撕柿士=师事蛳（螺~）似巳寺-仕狮	莳（~秧）	死史使驶	四世示势试寺=祀视誓嗜		
tʂʅ	知蜘支枝肢之芝脂（胭~）栀疻（~水儿）		纸止址纸旨指脂（~肪）	志痣制至致智置翅（~膀）滞炙		
tʂʰʅ	痴痔峙	池匙（钥~）迟持弛	齿耻侈	稚（幼~）		
ʂʅ	尸是诗施氏市	时鲥	屎始			
ni			你			
piᶨ	屄		比鄙（~人）彼	闭=毙=背（运气不好）（运气~）避=匕秘（~书、~密）弊币泌		
pʰiᶨ	披被批焙痱篦（~夹）背（~书）毙-（枪~）避-坯（土~）胚丕	赔-陪-裴啤（~酒）皮疲便（~宜）纰（~漏）	痞癖（坏~）庇（包~）	配-屁		
miᶨ	眯妹-□（小口饮酒）□（~猫：母猫）咪	迷谜弥梅-薇-（蔷~花）眉-霉-媒-靡	米	秘（书）（~书、~密）		
niᶨ	腻	泥尼呢倪		腻=匿		
liᶨ	例厉励丽利隶荔痢吏离-（~得远）泪-（眼~）	离=璃篱漓鹂犁梨黎厘	里理李礼鲤狸（~猫）			
tɕiᶨ	机肌讥饥（~饿）几（书）（~乎）鸡基期（小孩满一周年）（年~）虮（蚂~）蜞（蟛~）穄（芦~）稽乩奇（~偶）姬箕叽（卡~）低	□（象声词，动物的叫声）	己挤几（茶~）姐=（小~）底抵	计济继际系（~带子）寄既季记悸冀暨剂=纪（世~）祭际穄（~子）忌=荠=		
tɕʰiᶨ	妻凄欺期棲萋歧技溪-（古~(地名)）企蹊（跷~）忌-觑（~嘴：撇嘴、~~眼儿：近视眼）奚（姓）弟地	齐脐奇（稀~）崎骑祈祁蕲其棋题提啼蹄	启起岂砌（~屋）体	气汽器弃憩（书）契剃替帝（皇~）		
ɕiᶨ	西系（系于农具上做提梁用的绳子）（粪桶~，答子~）溪=（~水）牺兮希稀熙熹犀羲嘻		洗喜蟢（~~儿：蜘蛛）玺禧徙（书）	戏细系（~统）		
iᶨ	衣依医议异义艺毅益=	仪宜饴遗移疑姨夷胰	已倚椅以蚁乙=	易意亿忆异翳		
puᵝ			补捕=（~鱼）	布怖		
pʰuᵝ	铺（~床）步部簿孵-（~小鸡）潽	葡蒲菩	普谱甫-捕-浦匍脯辅-	铺（店~）		
fuᵝ	父夫麸肤妇	扶芙浮符巫	斧府甫=腐孵=辅=	付附负富傅阜副讣		
vuᵝ	乌污瓠（~子）护-（~短）	无芜吴梧蜈胡（~蜂：马蜂）毋	午忤（~逆）五伍武舞	恶雾悟捂悟误鹜		
tuᵝ	都（~市）都（~去）		堵赌睹肚=	渡=镀=妒		
tʰuᵝ	杜度渡-镀-肚-	涂途图徒屠	吐土	兔		
luᵝ	路露（~水）潞鹭赂	卢芦炉庐	鲁橹卤			
tsuᵝ	租		祖诅组阻俎			
tsʰuᵝ	粗初	锄雏	楚础	醋		
suᵝ	苏疏酥梳树		数（~数）	素诉塑漱数（~字）		
tʂuᵝ	朱珠诛蛛株猪		主煮拄（~拐棒）	驻注助=著柱=蛀铸□（~钮子：钉扣）		
tʂʰuᵝ	住助-柱-箸（~笼：筷笼）	除厨橱储	处（~理）暑鼠杵	处（~长）		
ʂuᵝ	书树竖输抒舒殊		薯黍	恕墅庶		
ʐuᵝ		如茹儒孺	乳汝			
kuᵝ	姑估菇咕孤辜箍		古估（~下子多重?）诂鼓股	顾故雇固锢		
kʰuᵝ	枯骷（~髅头）		苦	库裤		
