[pʰi{44}]□{手、脚向两边分开}
[ha{35}]霞□{亚～儿：小孩}
[ha{23}]下{～种}
[ha{21}]夏厦下{～边}
[kva{44}]瓜
[kva{33}]剐寡
[kva{52}]挂卦
[kʰva{44}]跨夸垮胯
[a{44}]桠阿鸦丫
[a{33}]哑
[a{52}]亚
[tɛ{23}]□{亲热、亲昵}
[nɛ{44}]昵
[ɬɛ{44}]些
[ɬɛ{52}]卸泻
[tʃɛ{33}]者这
[tʃʰɛ{35}]斜邪
[tʃʰɛ{33}]且
[tʃʰɛ{52}]趣
[ȵɛ{44}]惹
[kʰɛ{35}]茄
[kʰɛ{21}]□{缝隙}
[ŋɛ{52}]□{挤}
[hɛ{44}]靴
[jɛ{23}]也冶
[pai{33}]摆
[pai{52}]拜
[pʰai{35}]牌排
[pʰai{23}]□{山野小路}
[pʰai{52}]派
[pʰai{21}]败
[mai{44}]□{瓢}
[mai{35}]埋
[mai{23}]买
[mai{21}]卖迈
[fai{52}]快
[fai{21}]坏外
[vai{44}]歪
[vai{35}]怀槐淮
[tai{44}]呆
[tai{33}]歹
[tai{52}]带戴
[tʰai{52}]太泰态汰
[tʰai{21}]大
[nai{23}]乃奶
[nai{52}]□{挨近}
[lai{44}]拉
[lai{35}]攋{遗尿叫～尿}
[lai{52}]癞
[lai{21}]赖荔
[tʃai{44}]斋
[tʃai{33}]崽
[tʃai{52}]债
[tʃʰai{44}]钗猜差{出～}搋{搓揉}
[tʃʰai{35}]豺
[tʃʰai{33}]踩
[ȵai{52}]□{咀嚼}
[ʃai{35}]柴
[ʃai{33}]□{歪、不正}
[ʃai{52}]晒
[ʃai{21}]寨赛
[kai{44}]皆街阶佳
[kai{33}]解
[kai{52}]届蚧介界芥疥戒鎅
[kʰai{33}]楷凯铠启
[kʰai{52}]概慨丐
[ŋai{44}]挨
[ŋai{35}]崖涯捱
[ŋai{52}]爱
[hai{35}]谐鞋孩
[hai{23}]蟹
[hai{21}]械懈
[kvai{44}]乖
[kvai{52}]怪
[kʰvai{33}]拐
[kʰvai{52}]筷刽桧
[ai{44}]埃
[ai{33}]矮
[ai{52}]隘唉
[lɔi{35}]来
[lɔi{21}]在
[kɔi{44}]该
[ɔi{44}]哀
[ɔi{52}]爱{又}
[pɐi{44}]跛
[pɐi{33}]□{引水}
[pɐi{52}]闭秘
[pɐi{21}]□{不妙}
[pʰɐi{44}]砒批
[pʰɐi{21}]稗痱
[mɐi{44}]米{公尺}□{削}
[mɐi{35}]迷{入～}
[mɐi{23}]米{稻～}
[mɐi{52}]□{眼困}
[fɐi{23}]□{木板干后扭曲不平直}
[fɐi{52}]废费□{不正经}
[vɐi{44}]威媁{美}
[vɐi{35}]维唯惟帷帏韦苇遗围涠为{做}
[vɐi{23}]伟委慰尉违讳纬萎
[vɐi{52}]畏猬餵
[vɐi{21}]位卫胃谓渭为{～了}
[tɐi{44}]低呧{东西}
[tɐi{33}]诋邸牴底抵
[tɐi{52}]蒂帝缔
[tʰɐi{44}]梯锑
[tʰɐi{35}]题提啼蹄堤
[tʰɐi{33}]体睇{看}
[tʰɐi{23}]弟
[tʰɐi{52}]替涕剃
[tʰɐi{21}]隶第递
[nɐi{35}]泥尼倪霓
[nɐi{52}]腻
[lɐi{44}]□{游玩}
[lɐi{35}]犂黎犁
[lɐi{23}]礼
[lɐi{21}]例荔{又}
[ɬɐi{44}]荽西犀
[ɬɐi{33}]洗玺徙
[ɬɐi{52}]细婿
[tʃɐi{44}]剂挤
[tʃɐi{52}]祭际济制
[tʃɐi{21}]滞
[tʃʰɐi{44}]妻凄栖
[tʃʰɐi{35}]齐脐
[tʃʰɐi{52}]砌
[ʃɐi{44}]筛
[ʃɐi{33}]使驶
[ʃɐi{52}]世势
[ʃɐi{21}]逝誓
[kɐi{44}]鸡
[kɐi{52}]计髻继
[kɐi{21}]偈{聊天叫倾～}
[kʰɐi{44}]溪稽
[kʰɐi{52}]契
[ŋɐi{44}]□{请求}
[ŋɐi{35}]危
[ŋɐi{23}]蚁
[ŋɐi{21}]艺魏伪毅
[hɐi{44}]奚{女阴}
[hɐi{35}]吃{又读}
[hɐi{21}]系
[kvɐi{44}]闺归龟
[kvɐi{33}]傀轨鬼诡
[kvɐi{52}]桂贵季鳜
[kʰvɐi{44}]窥亏规盔
[kʰvɐi{35}]葵逵奎魁携癸
[kʰvɐi{52}]愧瑰溃
[kʰvɐi{21}]跪柜
[jɐi{21}]□{差，次}
[pei{44}]椑碑卑悲陂{坝}
[pei{33}]匕妣比庇
[pei{52}]痹泌臂
[pei{21}]蓖陛
[pʰei{44}]披脾
[pʰei{35}]枇琵皮疲
[pʰei{33}]痞彼
[pʰei{23}]被鄙被{棉～}
[pʰei{52}]屁
[pʰei{21}]婢弊蔽敝币毙备避被{～告}
[mei{44}]眯咩
[mei{35}]迷谜糜爢微眉□{不要}
[mei{33}]尾
[mei{52}]氼{潜}
[mei{21}]魅昧未味
[fei{44}]绯菲霏飞非妃辉挥晖徽
[fei{35}]肥
[fei{52}]肺
[fei{21}]吠
[tʰei{21}]地哋{们}
[nei{44}]呢{些}
[nei{35}]弥猕呢{～绒}
[nei{33}]呢{那}
[nei{23}]你尔汝馁
[lei{44}]厘璃
[lei{35}]漓蜊榈梨篱狸离
[lei{23}]侣履旅吕李理鲤里裏
[lei{21}]俐丽厉励虑滤利痢吏莉
[ɬei{44}]鸶撕思私司丝斯嘶
[ɬei{33}]死
[ɬei{52}]赐伺四肆似
[tʃei{44}]资姿咨滋兹栀支知蜘枝肢芝脂
[tʃei{33}]紫子梓趾仔秭纸旨指址止祉
[tʃei{52}]至置致智痣志
[tʃʰei{44}]痴奢雌眵侈疵扯嗤稚黐{黏}差{参～}
[tʃʰei{35}]茨辞鹚瓷糍慈磁词祠迟池驰持饲弛
[tʃʰei{33}]此齿耻
[tʃʰei{52}]次刺翅
[tʃʰei{21}]巳祀嗣痔牸自字治
[ȵei{44}]儿{词尾}
[ȵei{35}]宜仪谊疑而儿{～子}
[ȵei{23}]耳洱议
[ȵei{21}]二贰义
[ʃei{44}]蛳师诗尸狮
[ʃei{35}]莳时匙
[ʃei{33}]史屎始
[ʃei{52}]试
[ʃei{21}]侍嗜氏豉事柿士仕视示市是寺
[kei{44}]基箕肌机讥饥几
[kei{33}]剞麂己纪几杞
[kei{52}]暨寄既记
[kʰei{35}]鳍旗棋麒期其骑祈奇
[kʰei{23}]企
[kʰei{21}]忌妓技苣冀
[hei{44}]煕欺希稀牺嬉熙
[hei{35}]移姨夷姨
[hei{33}]喜起岂许{姓}
[hei{52}]弃气汽器戏去
[jei{21}]异易{容～}
[ei{44}]衣依医伊
[ei{33}]椅倚
[ei{52}]瞖意
[pui{44}]杯
[pui{52}]狈贝辈佩背{～后}
[pʰui{44}]胚坯
[pʰui{35}]裴培陪赔
[pʰui{23}]倍
[pʰui{52}]沛配
[pʰui{21}]焙背{～书}
[mui{44}]枚
[mui{35}]玫莓脢煤梅媒霉
[mui{33}]溦{毛毛雨叫～～雨}
[mui{23}]每美
[mui{21}]妹
[fui{44}]灰恢诙
[fui{33}]悔贿诲匪诽毁
[vui{35}]回
[vui{21}]绘汇会绘惠慧彗
[tui{44}]堆
[tui{52}]对碓兑
[tʰui{44}]推胎
[tʰui{35}]台抬苔枱怠骀{不聪明}
[tʰui{33}]腿
[tʰui{52}]退蜕
[tʰui{21}]队代待袋贷殆黛
[nui{52}]□{腿脚疲累}
[nui{21}]内耐奈
[lui{44}]□{牛嘴罩叫牛嘴～}
[lui{35}]雷擂蕾儡
[lui{23}]垒磊蕾累{～计}
[lui{52}]□{注意}
[lui{21}]类泪傫累{连～}
[ɬui{44}]荽虽尿腮鳃
[ɬui{52}]岁碎
[ɬui{21}]隧遂穗瑞髓
[tʃui{44}]追锥椎栽哉灾
[tʃui{33}]嘴宰
[tʃui{52}]最缀醉再载
[tʃui{21}]赘
[tʃʰui{44}]趋催崔摧吹炊
[tʃʰui{35}]搥槌锤捶随隋才财材裁
[tʃʰui{33}]揣采彩採
[tʃʰui{52}]淬脆翠粹菜蔡
[tʃʰui{21}]缒聚序叙坠罪
[ȵui{44}]□{刺穿}
[ȵui{33}]乳
[ʃui{44}]衰
[ʃui{35}]谁垂陲
[ʃui{33}]水
[ʃui{52}]税絮帅
[ʃui{21}]睡
[kui{44}]该
[kui{33}]改
[kui{52}]盖
[kʰui{44}]诙盔魁
[kʰui{52}]溉
[ŋui{35}]桅
[ŋui{21}]艾碍
[hui{44}]开
[hui{33}]海
[hui{23}]亥
[hui{21}]害
[jui{21}]锐
[pau{44}]苞鲍包胞雹
[pau{33}]饱
[pau{52}]豹
[pʰau{44}]脬抛
[pʰau{35}]龅刨
[pʰau{23}]跑
[pʰau{52}]疱炮砲泡
[mau{35}]矛茅
[mau{23}]卯铆
[mau{21}]貌
[nau{21}]闹
[lau{44}]捞{打～}
[lau{23}]□{开玩笑叫～笑}
[tʃau{33}]走
[tʃau{52}]罩
[tʃʰau{44}]抄钞
[tʃʰau{35}]巢
[tʃʰau{33}]炒吵
[tʃʰau{52}]耖
[tʃʰau{21}]櫂{行船}
[ȵau{44}]□{痒}
[ȵau{23}]咬
[ʃau{44}]捎稍梢艄筲
[ʃau{52}]哨潲
[ʃau{21}]□{看，瞅}
[kau{44}]蛟交郊胶
[kau{33}]铰绞狡搅搞较饺校{学～}
[kau{52}]珓窖骹教觉{睡～}校{～对}
[kʰau{52}]靠
[ŋau{21}]傲熬淆
[hau{44}]敲拷烤哮酵
[hau{35}]姣{女人放浪叫发～}
[hau{33}]考
[hau{52}]孝
[hau{21}]效
[au{33}]拗
[au{52}]坳拗{不顺}
[piau{52}]□{乖，漂亮}
[pʰiau{33}]□{倒，弄倒}
[pʰiau{52}]鳔疱
[pʰiau{21}]龅
[miau{44}]猫
[miau{33}]□{歪斜}
[miau{52}]□{猪拱土}
[tiau{44}]鸟
[niau{44}]□{糊状有粘性}
[niau{35}]□{有弹性}
[niau{23}]鸟{文}
[niau{21}]尿
[liau{44}]撂□{摘(果子)}
[liau{21}]了
[kiau{33}]绞{白}
[kʰiau{44}]□{糖～：糖果}
[kʰiau{33}]巧
[kʰiau{23}]□{～瓦：歪扭的瓦}
[kʰiau{52}]窍撬
[hiau{44}]翘
[mɐu{44}]□{松软不实}
[mɐu{35}]谋
[mɐu{23}]亩某冇
[mɐu{21}]茂贸牡
[fɐu{33}]否
[tɐu{44}]兜篼
[tɐu{33}]抖陡蚪斗
[tɐu{23}]□{抓住}
[tɐu{52}]鬥
[tʰɐu{44}]偷
[tʰɐu{35}]头投
[tʰɐu{33}]敨{休息}
[tʰɐu{52}]透
[tʰɐu{21}]豆逗痘窦
[nɐu{44}]嫐{生气}
[nɐu{35}]□{水混浊}
[nɐu{33}]扭纽钮
[lɐu{44}]褛
[lɐu{35}]骝瘤娄楼流刘留榴硫琉
[lɐu{23}]篓缕柳屡
[lɐu{52}]溜{物体向低处移动}
[lɐu{21}]陋漏
[ɬɐu{44}]羞修
[ɬɐu{35}]□{游荡}
[ɬɐu{33}]擞薮搜艘
[ɬɐu{52}]绣锈秀
[tʃɐu{44}]邹周舟洲州
[tʃɐu{33}]酒肘
[tʃɐu{52}]咒奏昼骤
[tʃʰɐu{44}]鳅鞦秋抽揪
[tʃʰɐu{35}]囚泅绸稠筹酬愁仇售
[tʃʰɐu{33}]丑
[tʃʰɐu{52}]凑臭
[tʃʰɐu{21}]纣就袖宙
[ȵɐu{44}]□{抓}
[ȵɐu{35}]牛
[ȵɐu{52}]鼼{皱}
[ʃɐu{44}]收
[ʃɐu{33}]手首守狩
[ʃɐu{52}]兽瘦
[ʃɐu{21}]绶受授寿
[kɐu{44}]沟钩鸠赳阄揪
[kɐu{33}]笱玖狗九久韭枸
[kɐu{52}]构购够究救
[kɐu{21}]□{不高兴地看人}
[kʰɐu{44}]抠
[kʰɐu{35}]裘求球
[kʰɐu{23}]臼舅
[kʰɐu{52}]寇扣叩
[kʰɐu{21}]旧
[ŋɐu{44}]□{蹲}
[ŋɐu{23}]偶朽
[ŋɐu{52}]□{凑拢}
[ŋɐu{21}]藕
[hɐu{44}]邱蚯丘休
[hɐu{35}]侯喉猴瘊睺
[hɐu{33}]口吼
[hɐu{23}]厚
[hɐu{21}]候鲎后
[jɐu{44}]忧优悠幽
[jɐu{35}]柔揉油犹尤邮由游柚蹂釉
[jɐu{23}]酉有友
[jɐu{52}]幼诱
[jɐu{21}]右又佑
[ɐu{44}]眍讴欧瓯鸥
[ɐu{33}]殴呕
[ɐu{52}]熰沤奥澳懊
[pəu{33}]补
[pəu{52}]布佈怖
[pʰəu{44}]铺豧{鼾声}
[pʰəu{35}]匍葡蒲
[pʰəu{33}]普浦捕甫辅谱脯圃
[pʰəu{52}]舖
[pʰəu{21}]埠部步簿
[məu{44}]摹诬巫模
[məu{35}]谟无
[məu{23}]姆侮鹉母舞武
[məu{21}]务雾暮墓慕募戊
[fəu{44}]伕孵俘夫敷肤呼乎
[fəu{35}]浮扶符芙蜉抚
[fəu{33}]俯府腑斧釜
[fəu{52}]咐副赋富付
[fəu{21}]驸负妇附腐父傅付赴
[vəu{44}]呜
[təu{44}]都
[təu{33}]睹赌堵到{补语}
[təu{52}]妬妒
[tʰəu{35}]徒途涂图屠
[tʰəu{33}]土
[tʰəu{23}]肚
[tʰəu{52}]兔吐
[tʰəu{21}]杜渡镀度
[nəu{35}]奴
[nəu{23}]努女
[nəu{21}]怒
[ləu{44}]□{骂}
[ləu{35}]泸鸬颅驴卢炉芦庐黸{锅烟子叫镬～}
[ləu{23}]虏掳鲁橹卤
[ləu{21}]赂鹭路露
[ɬəu{44}]苏酥需须
[ɬəu{52}]塑素诉嗉绪漱
[tʃəu{44}]朱硃租猪诛株珠诸蛛
[tʃəu{33}]祖主煮
[tʃəu{52}]蛀做铸著注
[tʃʰəu{44}]粗蛆
[tʃʰəu{35}]锄除徐厨雏
[tʃʰəu{33}]娶取楚础
[tʃʰəu{23}]柱苎储杵褚
[tʃʰəu{52}]醋处
[tʃʰəu{21}]助箸驻住
[ȵəu{35}]鱼渔
[ȵəu{23}]语
[ȵəu{52}]□{病态，不精神}
[ʃəu{44}]抒书舒输
[ʃəu{35}]蜍殊薯
[ʃəu{33}]黍鼠暑署曙
[ʃəu{52}]漱恕庶戍数墅
[ʃəu{21}]竖树
[kəu{44}]沽轱鸪菇酤姑辜孤估居车
[kəu{33}]牯蛊古股鼓举矩
[kəu{52}]僱故固雇顾锯句
[kʰəu{44}]岖躯拘驹驱枢箍区
[kʰəu{35}]渠□{把谷物等聚拢或拨开}
[kʰəu{52}]戽
[kʰəu{21}]炬飓巨具惧距据拒俱
[ŋəu{44}]□{嗅}
[ŋəu{35}]吴梧蜈吾
[ŋəu{23}]伍五午
[ŋəu{52}]□{嗅}
[ŋəu{21}]捂娱误悟遇
[həu{44}]嘘虚墟枯
[həu{35}]弧猢蝴湖糊葫壶狐胡
[həu{33}]浒虎苦许{～可}
[həu{23}]雨
[həu{52}]裤库
[həu{21}]户护互沪芋
[jəu{44}]□{玩笑}
[jəu{35}]茹儒盂逾榆瑜舆余如愚禺虞寓孺于
[jəu{23}]予
[jəu{21}]驭裕誉预豫喻愉愈懿
[əu{44}]乌污坞迂淤瘀於
[əu{52}]恶{厌～}汙{涴，脏}
[piu{44}]猋熛膘镖穮彪标滮錶
[piu{33}]婊裱表
[pʰiu{44}]飘漂
[pʰiu{35}]滮薸瓢嫖
[pʰiu{52}]漂票
[miu{44}]苗
[miu{35}]锚描苗瞄
[miu{23}]秒渺藐妙
[miu{21}]谬庙
[tiu{44}]凋彫碉刁雕貂丢
[tiu{33}]屌
[tiu{52}]钓吊
[tʰiu{44}]挑
[tʰiu{35}]条
[tʰiu{52}]跳粜
[tʰiu{21}]掉调
[liu{44}]溜
[liu{35}]僚嘹寮撩燎鹩聊辽疗瞭
[liu{23}]了{～解}
[liu{21}]廖镣料
[ɬiu{44}]逍箫霄魈消宵硝销萧萧
[ɬiu{33}]小
[ɬiu{52}]鞘啸笑
[tʃiu{44}]瞧樵招昭沼焦蕉椒浇醮朝（{～夕}）
[tʃiu{33}]剿
[tʃiu{52}]照
[tʃʰiu{44}]缲超锹悄钊
[tʃʰiu{35}]劁潮嘲朝（{～代}）
[tʃʰiu{23}]赵
[tʃʰiu{52}]峭俏
[tʃʰiu{21}]兆召
[ȵiu{35}]饶尧
[ȵiu{23}]扰绕
[ʃiu{44}]烧
[ʃiu{35}]韶
[ʃiu{33}]少{多～}
[ʃiu{52}]少{～年}
[ʃiu{21}]邵绍肇
[kiu{44}]娇骄矫
[kiu{33}]缴□{渔具}
[kiu{52}]叫
[kʰiu{35}]桥乔侨荞
[kʰiu{21}]轿蕌
[hiu{44}]跷蹻嚣
[hiu{33}]晓
[jiu{44}]吆幺妖邀腰要{～求}
[jiu{35}]遥瑶摇谣窑姚
[jiu{33}]舀
[jiu{52}]要{需～}
[jiu{21}]耀鹞
[pʰam{21}]湴{烂泥}
[fam{21}]犯范
[tam{44}]眈儋耽担
[tam{33}]胆
[tam{52}]担
[tam{21}]啖
[tʰam{44}]贪
[tʰam{35}]罈潭谭谈痰
[tʰam{23}]淡
[tʰam{52}]探
[nam{44}]喃
[nam{35}]楠諵南男
[nam{33}]腩
[nam{52}]□{量词，步}
[lam{44}]□{把物体从火焰上晃过}
[lam{35}]篮蓝
[lam{23}]览榄揽
[lam{21}]滥缆舰
[ɬam{44}]三
[ɬam{33}]□{做饼撒芝麻叫～上芝麻}
[tʃam{44}]簪
[tʃam{33}]斩崭
[tʃam{52}]蘸
[tʃʰam{44}]搀参
[tʃʰam{35}]谗馋劖蚕
[tʃʰam{33}]惨
[tʃʰam{23}]錾{截断硬物}
[tʃʰam{52}]渗掺
[tʃʰam{21}]暂站
[ʃam{44}]衫
[ʃam{35}]婪
[kam{44}]监尴
[kam{33}]减
[kam{52}]鉴
[ŋam{44}]啱{刚刚}
[ŋam{35}]癌岩
[ham{35}]勘
[ham{35}]衔函咸涵
[ham{33}]喊
[ham{21}]陷馅憾撼
[tiam{44}]鹐{啄}
[tiam{33}]点典
[tʰiam{52}]探{口语}
[niam{33}]□{节约}
[liam{35}]□{边沿}
[tʃiam{44}]櫼{楔子}
[tʃiam{52}]櫼{楔，动词}
[tʃʰiam{35}]挦{拔}({毛或草等})
[kʰiam{35}]钳黔
[kʰiam{33}]□{舔}
[lɔm{33}]□{捋(袖子或裤脚等)}
[ʃɔm{21}]□{看}
[kɔm{44}]疳甘柑
[kɔm{33}]敢橄感咁{这样}
[kɔm{21}]□{闭合}
[kʰɔm{35}]冚{遮盖}
[kʰɔm{23}]□{牙齿不好，慢慢咀嚼}
[hɔm{44}]坎
[hɔm{35}]含
[hɔm{33}]□{碰撞}
[hɔm{52}]墈
[ɔm{44}]庵鹌□{抱}
[ɔm{33}]揞{捂，掩盖}
[ɔm{52}]暗
[tɐm{44}]□{遇见}
[tɐm{33}]□{拦截}
[tɐm{52}]□{尽头}
[tʰɐm{35}]□{重复}
[tʰɐm{33}]□{陷入}
[tʰɐm{52}]□{欺骗}
[nɐm{44}]□{动作慢}
[nɐm{35}]腍{软烂}
[nɐm{33}]谂{想}
[nɐm{23}]囡{儿子}□{腐朽}
[nɐm{52}]□{刺，戮}
[nɐm{21}]□{不爱说话}
[lɐm{35}]林淋临
[lɐm{23}]凛
[lɐm{52}]□{崩塌}
[lɐm{21}]□{整齐地码起来}
[ɬɐm{44}]心
[ɬɐm{52}]囟
[tʃɐm{44}]砧针斟
[tʃɐm{33}]枕
[tʃɐm{52}]浸
[tʃʰɐm{44}]侵
[tʃʰɐm{35}]岑浔寻沉
[tʃʰɐm{23}]寝
[ȵɐm{35}]壬淫吟
[ȵɐm{33}]饮
[ȵɐm{23}]饪腍
[ȵɐm{21}]任饪
[ʃɐm{44}]深森参{人～}
[ʃɐm{33}]婶审沈
[ʃɐm{52}]□{窥探}
[ʃɐm{21}]甚
[kɐm{44}]今金
[kɐm{33}]锦
[kɐm{52}]禁
[kʰɐm{44}]襟
[kʰɐm{35}]擒蠄禽琴□{探望}
[kʰɐm{23}]妗
[kʰɐm{21}]揿
[ŋɐm{44}]□{商量}
[ŋɐm{21}]□{自言自语}
[hɐm{44}]钦鑫欣掀堪
[jɐm{44}]音阴
[tim{44}]掂{给小孩把尿叫～尿}
[tim{52}]店
[tim{21}]掂{妥当}
[tʰim{44}]添
[tʰim{35}]甜
[tʰim{23}]垫
[nim{44}]拈黏
[nim{35}]鲇
[nim{21}]念验
[lim{35}]廉镰帘簾
[lim{23}]脸敛殓
[tʃim{44}]沾詹尖瞻粘
[tʃim{52}]佔
[tʃʰim{44}]籖签迁笺
[tʃʰim{35}]挦潜
[tʃʰim{21}]惭渐
[ȵim{35}]严
[ȵim{23}]染冉
[ʃim{35}]蟾蝉
[ʃim{33}]闪陕
[ʃim{21}]阐
[kim{44}]兼搛
[kim{33}]捡检
[kim{52}]剑
[kʰim{21}]俭
[him{44}]谦嫌
[him{33}]险
[him{52}]欠
[im{44}]阉淹
[im{35}]盐檐阎炎闫
[im{33}]掩厣{螺蛳的软盖}
[im{52}]厌餍{吃够了}
[im{21}]焰
[pan{44}]攽班斑颁扳
[pan{33}]舨板版
[pan{52}]拌{掷}
[pʰan{44}]攀
[pʰan{35}]蹒{爬行}
[pʰan{52}]襻盼扮
[pʰan{21}]瓣办
[man{44}]□{晾晒东西的竹编具}
[man{35}]蛮顽
[man{23}]晚
[man{21}]曼慢漫幔万鳗馒
[fan{44}]幡翻番
[fan{35}]矾樊烦繁凡帆
[fan{33}]返反
[fan{52}]贩
[fan{21}]饭泛
[van{44}]弯湾
[van{35}]环还
[van{23}]挽鲩
[van{21}]幻患宦
[tan{44}]郸箪丹单
[tan{52}]旦诞
[tʰan{44}]瘫滩摊
[tʰan{35}]檀昙弹{～簧}
[tʰan{33}]坦毯疸
[tʰan{52}]炭叹碳
[tʰan{21}]蛋但弹{子～}
[nan{35}]难{～题}
[nan{21}]难{灾～}
[lan{44}]栏
[lan{35}]兰栏拦岚
[lan{23}]懒
[lan{21}]烂
[ɬan{33}]散{～开}
[ɬan{52}]伞散{～会}
[tʃan{33}]盏
[tʃan{52}]赞撰
[tʃʰan{44}]餐
[tʃʰan{35}]潺残缠
[tʃʰan{33}]穇铲产
[tʃʰan{52}]篡灿
[tʃʰan{21}]栈赚
[ȵan{23}]眼{又读}
[ʃan{44}]珊删山闩栓拴
[ʃan{35}]漦{口水}
[ʃan{52}]汕疝
[kan{44}]菅艰奸间
[kan{33}]简柬拣碱茧笕枧研
[kan{52}]谏涧间
[kʰan{44}]刊
[kʰan{33}]侃
[ŋan{35}]颜研
[ŋan{23}]眼
[ŋan{21}]赝雁
[han{44}]悭嬜{节省}
[han{35}]闲
[han{33}]罕
[kvan{44}]关鳏
[kvan{52}]惯惯灌贯
[an{52}]晏
[pɔn{44}]般搬
[pɔn{33}]苯本
[pɔn{52}]半
[pʰɔn{44}]潘锛
[pʰɔn{35}]瘢湓盘盆
[pʰɔn{23}]伴绊拌{搅～}
[pʰɔn{52}]胖判叛
[mɔn{35}]瞒
[mɔn{23}]满
[tʰɔn{33}]□{从斜坡上坐地往下滑}
[tʃʰɔn{33}]□{人走路头部向前}
[kɔn{44}]竿肝干杆
[kɔn{33}]秆桿赶
[kɔn{52}]幹
[ŋɔn{21}]岸
[hɔn{44}]看{～守}
[hɔn{35}]韩寒
[hɔn{33}]罕
[hɔn{23}]旱
[hɔn{52}]汉看
[hɔn{21}]捍焊瀚汗翰
[ɔn{44}]安鞍
[ɔn{52}]按案
[pɐn{44}]斌滨濒兵冰奔宾彬槟缤膑殡鬓
[pɐn{33}]炳禀饼丙秉
