a
[1]	[2]	[3]	[5]
p	巴芭疤	八拔	把{把手，一把}	爸坝壩罢
pʰ		爬琶杷{枇杷}	耙{耙子}	怕帕
m	妈	麻蟆抹{抹布}
f	发{发展}	阀筏罚乏	法	发{头发}
t	搭耷	答沓达
tʰ	榻塌溻遢		塔獭	踏搨
n		拿		纳捺衲
l	拉			腊蜡镴辣
ʦ		杂
ʦʰ	擦
s	撒		洒	萨
tʂ	楂札紮	眨闸炸{油炸}		炸榨乍
tʂʰ	查叉杈差{差别}插	茶搽茬察{观察}		岔
ʂ	沙纱杀		傻	厦霎
k
kʰ			卡
x	哈
Ø	啊阿

o
[1]	[2]	[3]	[5]
p	钵拨泊鈸剥	勃博伯薄驳伯帛		簸
pʰ	泼颇	婆		迫魄
m	摸	膜模{模子}模{模范}摹{摹仿}磨{磨刀}	抹{抹掉}	没{沉没}寞莫墨默陌末沫
f	佛

ɛ
[1]	[2]	[3]	[5]
t		得德
tʰ				忒特
l				肋勒
ʦ		则泽择责
ʦʰ				厕侧测策册
s				涩塞色啬
tʂ	遮蛰蜇{蜜蜂蜇人}	折{折叠}哲折{折断}辙	者褶	蔗浙
tʂʰ	车{马车}		扯	彻撤
ʂ	奢赊	佘{姓}蛇舌折{弄折了}	捨社	射麝{麝香}摄涉赦舍{寒舍}设
ʐ			惹	热
k	鸽割搁胳	阁格革隔	葛	各
kʰ	磕		渴	刻{时刻}刻{用刀刻}克客
x	喝{喝酒}	合蛤合盒核{审核}核{果核}		喝{喝彩}郝{姓}鹤赫吓{恐吓}
Ø		额		鄂恶{善恶}扼轭

ɿ
[1]	[2]	[3]	[5]
ʦ	姿咨兹滋辎		紫姊子梓滓	自字
ʦʰ	雌疵差{参差}慈磁	瓷辞词祠	此	刺赐次伺
s	斯厮撕私司丝思		死	四肆似祀巳寺嗣饲俟寺嗣祀巳

ʅ
[1]	[2]	[3]	[5]
tʂ	知蜘支枝肢栀之汁芝织只	脂执侄直值职殖植	纸只旨指止趾址	滞制製智豕雉致稚至痔置志痣治秩质掷炙
tʂʰ	眵{眼眵}痴嗤吃	池驰迟持耻	侈豉齿尺	翅赤斥
ʂ	世势誓逝施师狮尸屍诗湿虱失	匙时鲥什{什物}拾十实食蚀识石	屎矢始	舐是氏示视嗜士仕柿使史驶事市恃试侍室式饰适释
ʐ				日

ai
[1]	[2]	[3]	[5]
p		白	摆百柏	拜稗{一种植物}败
pʰ	拍	牌排		派
m		埋	买	卖迈麦脉
t	獃{同“呆”}			待怠殆戴贷代袋大{大夫}
