#45陰平，13陽平，33陰上，22陽上，53陰去，31陽去，3陰入，2陽入
i
p[1]碑卑悲滗(去除多余的水分)[2]皮[3]鄙比秕畀[4]被(棉~)婢[5]蓖臂髀秘泌痹[6]避琵枇备鼻
pʰ[1]胚坯丕[2]疲脾□(米煮得过烂,一般指只粥)[3]彼[5]庇屁
m[2]靡眉楣媚微薇□(θiu33~,小气、吝啬)[4]美尾[6]寐未味
f[1]非飞妃菲[2]肥[3]匪翡[5]废肺吠痱沸费
t[6]地
tʰ[5]刺次岂此厕
n[2]尼[4]腻你尔
θ[1]斯厮撕资姿咨私兹滋司丝思伺雌紫姊[2]瓷茨慈似祀巳磁辞[3]死子梓[4]词柿(~子)祠嗣饲[5]四肆肄[6]自字牸寺
l[1]□(东西开胶,裂开)[2]离(别~)篱璃梨厘狸□(toŋ22~,蜻蜓)[4]李里(公~,家~)理鲤[6]莉利痢吏履
ʧ[1]知蜘支枝肢栀之芝痴[2]池驰岐迟持[3]扯脂旨指纸只止趾址[4]峙痔辎[5]智致雉致至志(同~,杂~)痣置[6]稚治侍
ʧʰ[1]眵嗤[3]矢耻齿侈始[5]翅
ȵ[2]倪儿宜谊而疑[4]拟仪议耳饵[6]义二贰
ʃ[1]兮施尸诗[2]匙(钥~)时鲥[3]屎□(哪。~nɛ13,哪里;~个,哪个)[4]是氏市[5]试[6]豉示视□(lau31~,随便)
k[1]羁饥(~饿)肌基箕姬机讥几(茶~)[2]奇=(~怪)骑祁其棋期旗祈[3]己杞几(老~)纪[4]徛企[5]寄记既[6]技妓忌
kʰ[5]冀
h[1]牺欺嬉嘻希稀熙禧[3]起喜[5]汽气戏器弃
Ø[1]伊医衣依[2]移夷姨饴怡贻[3]倚椅[4]已以[5]懿意[6]易异

u
p[3]补蒲辅[5]布(蓝~,宣~)怖[6]部簿步埠葡
pʰ[1]敷-[2]脯(胸~)[3]谱普浦甫脯(果~)捕[5]铺(床~,店~)
m[1]模(~子,劳~)摹巫诬[2]无[4]武舞鹉母拇[6]暮慕墓募务雾戊
f[1]夫肤俘孵敷=[2]符扶芙[3]府腑俯斧抚釜[4]妇父[5]付赋赴讣富副[6]傅咐腐附负
