id	ini	fn	pt	单字	IPA	注释		小學堂	甘網處理後	issame	isui
				𣻣	sip3					1	False
				躡	nit2					1	False
				襵	tsip3					1	False
				叶	hip3					1	False
				曡	tit2					1	False
				䨐	hɐp5					1	False
				陜	hap2					1	False
				陿	hap2					1	False
				牐	tsɐp3					1	False
				袷	kap3					1	False
				㸣	jip2					1	False
				㹤	hip2					1	False
				䱒	jip3					1	False
				灋	fat3					1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
										1	False
