声韵	调	#漢字	解釋
tɕʰi	3	豈	
tɕʰi	3	起	
tɕʰi	3	取	
tɕʰi	5	企	
tɕʰi	5	器	
tɕʰi	5	契	
tɕʰi	5	氣	
tɕʰi	5	汽	
tɕʰi	5	契器氣	
tɕʰi	7	乞	
tɕʰi	7	及	
tɕʰi	7	吸	
tɕʰi	7	喫	
tɕʰi	7	極	
tɕʰi	7	泣	
tɕʰi	7	及七極	
tɕʰian	1	匡	
tɕʰian	1	羌	
tɕʰian	1	腔	
tɕʰian	1	輕	
tɕʰian	1	靑	
tɕʰian	3	強	
tɕʰian	5	磬	
tɕʰiã	1	清輕青	
tɕʰiã	3	搶	
tɕʰiɒ	1	敲	
tɕʰiɒ	3	巧	
tɕʰiɒ	5	竅	
tɕʰiɒ	5	翹	
tɕʰie	5	去	
tɕʰie	5	怯	
tɕʰie	5	去	
tɕʰie	7	傑	
tɕʰie	7	傑切截	
tɕʰiẽ	1	牽	
tɕʰiẽ	1	謙	
tɕʰiẽ	2	乾	
tɕʰiẽ	2	虔	
tɕʰiẽ	3	歉	
tɕʰiẽ	3	遣	
tɕʰiẽ	5	欠	
tɕʰiẽ	5	牽	
tɕʰin	1	卿	
tɕʰin	1	欽	
tɕʰin	1	輕	
tɕʰin	1	靑	
tɕʰin	1	親清輕青	
tɕʰin	5	僅	
tɕʰin	5	慶	
tɕʰin	5	罄	
tɕʰin	5	慶	
tɕʰio	7	卻	
tɕʰio	7	綽	
tɕʰio	7	覺	
tɕʰio	7	雀	
tɕʰĩ	1	簽牽	
tɕʰĩ	3	淺	
tɕʰĩ	5	欠	
tɕʰiɔ	7	吃	
tɕʰiɔ	7	洽	
tɕʰiɔ	7	吃	
tɕʰiɘ	1	丘	
tɕʰiɘ	7	曲	
tɕʰiɘ	7	麴	
tɕʰiɘ	7	曲	
tɕʰy	1	區	
tɕʰy	1	樞	
tɕʰy	1	驅	
tɕʰy	1	區	
tɕʰy	3	杵	
tɕʰy	3	處	
tɕʰy	5	去	
tɕʰy	5	處	
tɕʰy	5	去	
tɕʰy	7	出	
tɕʰy	7	屈	
tɕʰy	7	出	
tɕʰye	7	缺	
tɕʰyĩ	1	圈	
tɕʰyĩ	1	川	
tɕʰyĩ	1	穿	
tɕʰyĩ	1	圈	
tɕʰyĩ	3	喘	
tɕʰyĩ	3	犬	
tɕʰyĩ	5	串	
tɕʰyĩ	5	勸	
tɕʰyĩ	5	勸	
tɕʰyn	1	傾	
tɕʰyn	1	春	
tɕʰyn	1	椿	
tɕʰyn	1	春	
tɕʰyn	3	蠢	
tɕʰyn	3	頃	
tɕʰya	7	厥	
tɕʰya	7	穴	
tɕʰya	7	缺	
tɕʰyɜ	1	吹	
tɕʰyɜ	1	炊	
tɕʰyɜ	1	吹	
tɜ	1	堆	
tɜ	2	抬	
tɜ	3	躉	
tɜ	5	兌	
tɜ	5	對	
tɜ	5	碓	
tɜ	5	隊	
tɜ	5	對	
tɜ	6	袋	
tɜ	6	袋	
tən	1	冬	
tən	1	東	
tən	1	燈	
tən	1	登	
tən	1	飩	
tən	1	墩蹲燈東冬	
tən	2	同	
tən	2	桐	
tən	2	澄	
tən	2	瞳	
tən	2	童	
tən	2	筒	
tən	2	藤	
tən	2	謄	
tən	2	豚	
tən	2	銅	
tən	2	騰	
tən	2	藤銅	
tən	3	墩	
tən	3	懂	
tən	3	等	
tən	3	董	
tən	3	等懂	
tən	5	凍	
tən	5	凳	
tən	5	敦	
tən	5	棟	
tən	5	盾	
tən	5	瞪	
tən	5	鄧	
tən	5	頓	
tən	5	凳凍動洞	
tən	6	動	
tən	6	洞	
tən	6	遁	
tən	6	鈍	
tən	6	動洞	
tɘ	1	兜	
tɘ	1	逗	
tɘ	1	都	
tɘ	2	圖	
tɘ	2	塗	
tɘ	2	屠	
tɘ	2	徒	
tɘ	2	投	
tɘ	2	途	
tɘ	2	頭	
tɘ	2	圖頭	
tɘ	3	堵	
tɘ	3	抖	
tɘ	3	斗	
tɘ	3	犢	
tɘ	3	肚	
tɘ	3	賭	
tɘ	3	陡	
tɘ	3	賭抖	
tɘ	5	妬	
tɘ	5	度	
tɘ	5	杜	
tɘ	5	渡	
tɘ	5	鍍	
tɘ	5	鬥	
tɘ	5	杜	
tɘ	6	渡	
tɘ	6	肚	
tɘ	6	豆	
tɘ	6	豆	
tɘ	7	毒	
tɘ	7	牘	
tɘ	7	獨	
tɘ	7	督	
tɘ	7	讀	
tɘ	7	讀毒	
tʰa	1	胎	
tʰa	1	苔	
tʰa	1	胎	
tʰa	5	太	
tʰa	5	態	
tʰa	5	泰	
tʰan	1	攤	
tʰan	1	灘	
tʰan	1	貪	
tʰan	3	坦	
tʰan	3	毯	
tʰan	5	嘆	
tʰan	5	探	
tʰan	5	炭	
tʰã	1	貪	
tʰã	3	毯	
tʰã	5	炭	
tʰɒ	1	叨	
tʰɒ	1	滔	
tʰɒ	3	討	
tʰɒ	3	討	
tʰɒ	5	套	
tʰi	1	梯	
tʰi	1	梯	
tʰi	3	體	
tʰi	5	剃	
tʰi	5	屉	
tʰi	5	替	
tʰi	5	涕	
tʰi	5	隸	
tʰi	5	剃	
tʰi	7	剔	
tʰi	7	踢	
tʰi	7	踢	
tʰian	5	聽	
tʰiã	3	挺	
tʰiã	5	聽	
tʰiɒ	1	挑	
tʰiɒ	3	斢	
tʰiɒ	5	糶	
tʰiɒ	5	跳	
tʰie	5	碟	
tʰie	7	帖	
tʰie	7	牒	
tʰie	7	蝶	
tʰie	7	諜	
tʰie	7	貼	
tʰie	7	鐵	
tʰie	7	貼鐵	
tʰiẽ	1	天	
tʰiẽ	1	添	
tʰiẽ	3	梯	
tʰiẽ	3	舔	
tʰin	1	廳	
tʰin	1	廳	
tʰin	3	挺	
tʰin	3	艇	
tʰin	3	挺	
tʰin	5	聽	
tʰin	5	聽	
tʰĩ	1	添天	
tʰiɔ	7	踢	
tʰo	1	拖	
tʰo	1	拖	
tʰo	3	妥	
tʰo	3	橢	
tʰo	5	唾	
tʰo	7	托	
tʰo	7	脫	
tʰo	7	託	
tʰo	7	脫托	
tʰõ	1	湯	
tʰa	7	特	
tʰa	7	特	
tʰɔ	1	他	
tʰɔ	1	它	
tʰɔ	5	遢	
tʰɔ	5	踏	
tʰɔ	7	塌	
tʰɔ	7	塔	
tʰɔ	7	榻	
tʰɔ	7	踏	
tʰɔ	7	踏塔	
tʰɜ	1	推	
tʰɜ	3	腿	
tʰɜ	5	蛻	
tʰɜ	5	蟬	
tʰɜ	5	退	
tʰən	1	吞	
tʰən	1	通	
tʰən	1	吞通	
tʰən	3	捅	
tʰən	3	桶	
tʰən	3	統	
tʰən	3	桶統	
tʰən	5	痛	
tʰən	5	痛	
tʰɘ	1	偸	
tʰɘ	1	偷	
tʰɘ	3	㪗	
tʰɘ	3	吐	
tʰɘ	3	土	
tʰɘ	3	土	
tʰɘ	5	兔	
tʰɘ	5	透	
tʰɘ	7	禿	
tʰɘ	7	突	
tʰõ	1	湯	
tʰõ	3	倘	
tʰõ	3	淌	
tʰõ	3	躺	
tʰõ	5	燙	
tʰõ	5	趟	
tø̃	1	端	
tø̃	3	短	
tø̃	5	斷	
tø̃	6	斷	
tõ	1	當	
tõ	1	端	
tõ	2	唐	
tõ	2	團	
tõ	2	堂	
tõ	2	塘	
tõ	2	棠	
tõ	2	糖	
tõ	2	糰	
tõ	2	螳	
tõ	3	擋	
tõ	3	短	
tõ	3	黨	
tõ	5	壋	
tõ	5	斷	
tõ	5	當	
tõ	5	鍛	
tõ	6	斷	
tõ	6	椴	
tõ	6	段	
tõ	6	氹	
tõ	6	緞	
tõ	6	蕩	
tʂɒ	1	招	
tʂɒ	1	昭	
tʂɒ	1	朝	
tʂɒ	1	沼	
tʂɒ	1	詔	
tʂɒ	2	朝	
tʂɒ	2	潮	
tʂɒ	2	朝	
tʂɒ	5	召	
tʂɒ	5	照	
tʂɒ	5	趙	
tʂɒ	5	照	
tʂɒ	6	兆	
tʂe	3	者	
tʂẽ	2	纏	
tʂo	5	刴	
tʂo	7	拙	
tʂo	7	酌	
tʂo	7	著	
tʂõ	1	張章	
tʂõ	2	長	
tʂa	7	哲	
tʂa	7	折	
tʂa	7	摺	
tʂa	7	浙	
tʂa	7	褶	
tʂa	7	折	
tʂɔ	5	蔗	
tʂɔ	7	劄	
tʂɔ	7	隻	
tʂən	1	中	
tʂən	1	偵	
tʂən	1	征	
tʂən	1	忠	
tʂən	1	斟	
tʂən	1	正	
tʂən	1	珍	
tʂən	1	盅	
tʂən	1	眞	
tʂən	1	終	
tʂən	1	蒸	
tʂən	1	貞	
tʂən	1	針	
tʂən	1	鍾	
tʂən	1	鐘	
tʂən	1	針中終	
tʂən	2	丞	
tʂən	2	呈	
tʂən	2	城	
tʂən	2	塵	
tʂən	2	成	
tʂən	2	承	
tʂən	2	沉	
tʂən	2	程	
tʂən	2	臣	
tʂən	2	蟲	
tʂən	2	誠	
tʂən	2	重	
tʂən	2	陳	
tʂən	2	沉陳程城蟲	
tʂən	3	冢	
tʂən	3	拯	
tʂən	3	整	
tʂən	3	枕	
tʂən	3	疹	
tʂən	3	種	
tʂən	3	腫	
tʂən	3	診	
tʂən	3	整腫種	
tʂən	5	中	
tʂən	5	仲	
tʂən	5	振	
tʂən	5	政	
tʂən	5	正	
tʂən	5	症	
tʂən	5	眾	
tʂən	5	種	
tʂən	5	證	
tʂən	5	鄭	
tʂən	5	鎭	
tʂən	5	震	
tʂən	5	鎮震證正	
tʂən	6	重	
tʂən	6	陣	
tʂən	6	重	
tʂɘ	1	周	
tʂɘ	1	州	
tʂɘ	1	洲	
tʂɘ	1	舟	
tʂɘ	1	州	
tʂɘ	2	仇	
tʂɘ	2	售	
tʂɘ	2	稠	
tʂɘ	2	籌	
tʂɘ	2	綢	
tʂɘ	2	酬	
tʂɘ	2	綢	
tʂɘ	3	帚	
tʂɘ	3	肘	
tʂɘ	5	咒	
tʂɘ	5	宙	
tʂɘ	5	晝	
tʂɘ	6	紂	
tʂɘ	7	囑	
tʂɘ	7	燭	
tʂɘ	7	祝	
tʂɘ	7	竹	
tʂɘ	7	築	
tʂɘ	7	粥	
tʂɘ	7	鼬	
tʂɘ	7	竹粥燭	
tʂʰɒ	1	㪕	
tʂʰɒ	1	超	
tʂʰe	1	畲	
tʂʰe	1	車	
tʂʰe	1	車	
tʂʰo	5	着	
tʂʰo	7	濁	
tʂʰo	7	焯	
tʂʰõ	3	廠	
tʂʰõ	5	唱	
tʂʰa	7	徹	
tʂʰa	7	撤	
tʂʰa	7	轍	
tʂʰa	7	撤	
tʂʰɔ	1	車	
tʂʰɔ	3	扯	
tʂʰɔ	7	尺	
tʂʰɔ	7	赤	
tʂʰɔ	7	尺	
tʂʰən	1	充	
tʂʰən	1	稱	
tʂʰən	1	舂	
tʂʰən	1	衝	
tʂʰən	1	逞	
tʂʰən	1	充沖	
tʂʰən	3	寵	
tʂʰən	3	逞	
tʂʰən	5	秤	
tʂʰən	5	稱	
tʂʰən	5	趁	
tʂʰən	5	銃	
tʂʰən	5	秤	
tʂʰɘ	1	抽	
tʂʰɘ	1	抽	
tʂʰɘ	3	丑	
tʂʰɘ	3	醜	
tʂʰɘ	5	臭	
tʂʰɘ	5	臭	
tʂʰɘ	7	束	
tʂʰɘ	7	畜	
tʂʰɘ	7	觸	
tʂʰɘ	7	軸	
tʂʰɘ	7	逐	
tʂʰɘ	7	畜	
tʂʰõ	1	倡	
tʂʰõ	1	娼	
tʂʰõ	1	昌	
tʂʰõ	1	窗	
tʂʰõ	1	菖	
tʂʰõ	3	廠	
tʂʰõ	3	闖	
tʂʰõ	5	唱	
tʂʰõ	5	暢	
tʂʰʅ	1	嗤	
tʂʰʅ	1	癡	
tʂʰʅ	3	恥	
tʂʰʅ	3	齒	
tʂʰʅ	5	直	
tʂʰʅ	5	直	
tʂʰʅ	7	値	
tʂʰʅ	7	斥	
tʂʰʅ	7	殖	
tʂʰʅ	7	秩	
tʂʰʅ	7	赤	
tʂʰʅ	7	直尺	
tʂõ	1	張	
tʂõ	1	樟	
tʂõ	1	章	
tʂõ	2	場	
tʂõ	2	牀	
tʂõ	2	腸	
tʂõ	2	長	
tʂõ	3	掌	
tʂõ	3	整	
tʂõ	3	漲	
tʂõ	3	長	
tʂõ	5	丈	
tʂõ	5	仗	
tʂõ	5	帳	
tʂõ	5	杖	
tʂõ	5	瘴	
tʂõ	5	脹	
tʂõ	5	賬	
tʂõ	5	障	
tʂõ	6	丈	
tʂʅ	1	之	
tʂʅ	1	支	
tʂʅ	1	枝	
tʂʅ	1	梔	
tʂʅ	1	知	
tʂʅ	1	肢	
tʂʅ	1	芝	
tʂʅ	1	知	
tʂʅ	2	持	
tʂʅ	2	池	
tʂʅ	2	遲	
tʂʅ	2	馳	
tʂʅ	2	池遲	
tʂʅ	3	址	
tʂʅ	3	指	
tʂʅ	3	旨	
tʂʅ	3	止	
tʂʅ	3	紙	
tʂʅ	3	脂	
tʂʅ	3	紙指	
tʂʅ	5	制	
tʂʅ	5	志	
tʂʅ	5	指	
tʂʅ	5	智	
tʂʅ	5	治	
tʂʅ	5	滯	
tʂʅ	5	痣	
tʂʅ	5	稚	
tʂʅ	5	置	
tʂʅ	5	翅	
tʂʅ	5	至	
tʂʅ	5	致	
tʂʅ	5	蟄	
tʂʅ	5	製	
tʂʅ	5	誌	
tʂʅ	5	趾	
tʂʅ	5	制治	
tʂʅ	6	痔	
tʂʅ	7	只	
tʂʅ	7	執	
tʂʅ	7	姪	
tʂʅ	7	汁	
tʂʅ	7	炙	
tʂʅ	7	織	
tʂʅ	7	職	
tʂʅ	7	蜘	
tʂʅ	7	質	
tʂʅ	7	汁侄織	
u	1	巫	
u	1	污	
u	1	烏	
u	1	誣	
u	2	吳	
u	2	吾	
u	2	梧	
u	2	無	
u	2	蜈	
u	3	五	
u	3	伍	
u	3	侮	
u	3	午	
u	3	武	
u	3	舞	
u	3	鵡	
u	5	務	
u	5	悟	
u	5	誤	
u	6	戊	
u	6	霧	
u	7	勿	
u	7	屋	
u	7	物	
ua	1	歪	
ua	6	外	
uan	1	彎	
uan	1	灣	
uan	1	豌	
uan	2	完	
uan	2	玩	
uan	2	頑	
uan	3	挽	
uan	3	晚	
uan	6	萬	
uɔ	1	挖	
uɔ	1	窪	
uɔ	1	蛙	
uɔ	3	瓦	
uɔ	5	滑	
uɔ	5	猾	
uɔ	5	軛	
uɔ	6	話	
uɔ	7	襪	
uɜ	1	威	
uɜ	1	煨	
uɜ	2	危	
uɜ	2	唯	
uɜ	2	圍	
uɜ	2	微	
uɜ	2	惟	
uɜ	2	桅	
uɜ	2	爲	
uɜ	2	維	
uɜ	2	葦	
uɜ	2	違	
uɜ	3	偉	
uɜ	3	委	
uɜ	3	尾	
uɜ	3	緯	
uɜ	3	諱	
uɜ	5	僞	
uɜ	5	慰	
uɜ	5	畏	
uɜ	5	胃	
uɜ	5	蜎	
uɜ	5	衛	
uɜ	5	謂	
uɜ	5	魏	
uɜ	6	位	
uɜ	6	味	
uɜ	6	未	
uən	1	溫	
uən	1	瘟	
uən	1	翁	
uən	2	文	
uən	2	紋	
uən	2	聞	
uən	2	蚊	
uən	3	刎	
uən	3	吻	
uən	3	穩	
uən	5	問	
uən	5	甕	
uən	5	齆	
uõ	1	汪	
uõ	2	亡	
uõ	2	忘	
uõ	2	王	
uõ	3	往	
uõ	3	枉	
uõ	3	腕	
uõ	5	妄	
uõ	5	旺	
uõ	6	望	
xa	2	孩	
xa	2	諧	
xa	2	還	
xa	2	鞋	
xa	2	駭	
xa	2	鞋還	
xa	3	海	
xa	3	蟹	
xa	3	海蟹	
xa	5	懈	
xa	6	亥	
xa	6	害	
xa	6	害	
xan	1	憨	
xan	1	酣	
xan	1	鼾	
xan	2	函	
xan	2	含	
xan	2	咸	
xan	2	寒	
xan	2	銜	
xan	2	閒	
xan	2	韓	
xan	2	鹹	
xan	3	喊	
xan	3	罕	
xan	5	憾	
xan	5	撼	
xan	5	旱	
xan	5	漢	
xan	5	翰	
xan	5	限	
xan	5	陷	
xan	6	汗	
xan	6	莧	
xan	6	銲	
xã	2	含鹹	
xã	3	喊	
xã	5	漢限	
xã	6	汗限	
xɒ	1	蒿	
xɒ	1	薅	
xɒ	2	壕	
xɒ	2	毫	
xɒ	2	號	
xɒ	2	豪	
xɒ	3	好	
xɒ	3	郝	
xɒ	3	好	
xɒ	5	好	
xɒ	5	浩	
xɒ	5	耗	
xɒ	6	號	
xɒ	6	號	
xo	1	蠚	
xo	1	豁	
xo	2	何	
xo	2	和	
xo	2	河	
xo	2	荷	
xo	2	河	
xo	3	夥	
xo	3	火	
xo	3	火	
xo	5	活	
xo	5	盒	
xo	5	縛	
xo	5	貨	
xo	5	貨活	
xo	6	禍	
xo	6	賀	
xo	6	禍	
xo	7	合	
xo	7	喝	
xo	7	惑	
xo	7	或	
xo	7	獲	
xo	7	藿	
xo	7	霍	
xo	7	鶴	
xo	7	鴿盒活霍或	
xõ	1	慌方	
xõ	2	房防	
xõ	3	紡	
xõ	5	放項	
xuɔ	1	花	
xuɜ	5	惠	
xa	7	嚇	
xa	7	核	
xa	7	赫	
xa	7	黑	
xa	7	黑	
xɔ	1	蝦	
xɔ	1	蝦	
xɔ	3	蛤	
xɔ	5	狹	
xɔ	6	下	
xɔ	6	下	
xɔ	7	嚇	
xɔ	7	瞎	
xɔ	7	轄	
xɔ	7	瞎	
xən	1	亨	
xən	1	揈	
xən	1	烘	
xən	1	轟	
xən	1	烘	
xən	2	宏	
xən	2	弘	
xən	2	恆	
xən	2	洪	
xən	2	痕	
xən	2	紅	
xən	2	衡	
xən	2	鴻	
xən	2	紅	
xən	3	哄	
xən	3	很	
xən	5	恨	
xən	5	恨	
xən	6	閧	
xɘ	2	侯	
xɘ	2	喉	
xɘ	2	猴	
xɘ	3	吼	
xɘ	5	候	
xɘ	5	后	
xɘ	5	厚	
xɘ	6	厚	
xɘ	6	後	
xɘ	6	後厚	
xõ	1	夯	
xõ	1	慌	
xõ	1	方	
xõ	1	歡	
xõ	1	芳	
xõ	1	荒	
xõ	2	妨	
xõ	2	房	
xõ	2	杭	
xõ	2	皇	
xõ	2	簧	
xõ	2	肪	
xõ	2	航	
xõ	2	蝗	
xõ	2	行	
xõ	2	防	
xõ	2	黃	
xõ	3	倣	
xõ	3	彷	
xõ	3	晃	
xõ	3	紡	
xõ	3	緩	
xõ	3	訪	
xõ	3	謊	
xõ	6	巷	
xõ	6	換	
y	1	淤	
y	1	盂	
y	1	迂	
y	2	于	
y	2	余	
y	2	儒	
y	2	喩	
y	2	如	
y	2	娛	
y	2	愈	
y	2	愉	
y	2	愚	
y	2	於	
y	2	楡	
y	2	漁	
y	2	虞	
y	2	裕	
y	2	逾	
y	2	餘	
y	2	魚	
y	3	乳	
y	3	宇	
y	3	汝	
y	3	禹	
y	3	羽	
y	3	與	
y	3	雨	
y	6	芋	
y	7	入	
y	7	域	
y	7	役	
y	7	疫	
yĩ	1	冤	
yĩ	1	淵	
yĩ	2	丸	
yĩ	2	元	
yĩ	2	原	
yĩ	2	員	
yĩ	2	園	
yĩ	2	圓	
yĩ	2	完	
yĩ	2	援	
yĩ	2	沿	
yĩ	2	源	
yĩ	2	緣	
yĩ	2	袁	
yĩ	2	轅	
yĩ	2	鉛	
yĩ	3	遠	
yĩ	3	阮	
yĩ	5	怨	
yĩ	5	院	
yĩ	5	願	
yn	1	暈	
yn	2	云	
yn	2	勻	
yn	2	榮	
yn	2	營	
yn	2	瑩	
yn	2	螢	
yn	2	雲	
yn	3	允	
yn	3	尹	
yn	3	永	
yn	5	孕	
yn	5	泳	
yn	5	熨	
yn	5	詠	
yn	5	運	
yn	5	韻	
yn	6	潤	
yn	6	閏	
ya	7	悅	
ya	7	曰	
ya	7	月	
ya	7	粵	
ya	7	越	
ya	7	閱	
ɔ	1	阿	
ɔ	6	二	
ɕi	1	兮	
ɕi	1	嬉	
ɕi	1	希	
ɕi	1	煕	
ɕi	1	犧	
ɕi	1	稀	
ɕi	1	西希	
ɕi	2	奚	
ɕi	2	攜	
ɕi	2	溪	
ɕi	2	徐	
ɕi	3	喜	
ɕi	3	洗喜	
ɕi	5	戲	
ɕi	5	棄	
ɕi	5	繫	
ɕi	5	系戲	
ɕi	7	膝	
ɕi	7	溪習吸息惜席錫	
ɕian	2	降	
ɕian	3	餉	
ɕian	5	向	
ɕiã	1	星	
ɕiã	2	降	
ɕiã	3	想響	
ɕiã	5	像向項	
ɕiɒ	1	僥	
ɕiɒ	1	囂	
ɕiɒ	1	簫	
ɕiɒ	2	淆	
ɕiɒ	2	肴	
ɕiɒ	3	曉	
ɕiɒ	3	小	
ɕiɒ	5	孝	
ɕiɒ	5	效	
ɕiɒ	5	校	
ɕiɒ	5	較	
ɕiɒ	5	酵	
ɕiɒ	5	孝校笑	
ɕie	3	寫	
ɕie	5	謝	
ɕie	7	協	
ɕie	7	歇	
ɕie	7	脅	
ɕie	7	協歇雪	
ɕiẽ	1	先	
ɕiẽ	1	喧	
ɕiẽ	1	掀	
ɕiẽ	1	軒	
ɕiẽ	2	嫌	
ɕiẽ	2	弦	
ɕiẽ	2	賢	
ɕiẽ	3	險	
ɕiẽ	3	顯	
ɕiẽ	5	憲	
ɕiẽ	5	獻	
ɕiẽ	5	現	
ɕiẽ	6	現	
ɕiẽ	6	縣	
ɕin	1	兄	
ɕin	1	兇	
ɕin	1	凶	
ɕin	1	欣	
ɕin	1	胸	
ɕin	1	興	
ɕin	1	馨	
ɕin	1	心參新星兄兇	
ɕin	2	型	
ɕin	2	形	
ɕin	2	熊	
ɕin	2	行	
ɕin	2	郉	
ɕin	2	雄	
ɕin	2	行形熊雄	
ɕin	3	省	
ɕin	5	嗅	
ɕin	5	幸	
ɕin	5	杏	
ɕin	5	興	
ɕin	5	釁	
ɕin	5	興姓	
ɕio	5	勺	
ɕio	7	學	
ɕio	7	削學	
ɕĩ	1	鮮先	
ɕĩ	2	嫌	
ɕĩ	3	險顯選	
ɕĩ	5	線現	
ɕĩ	6	現縣	
ɕiɔ	1	蝦	
ɕiɔ	2	狹	
ɕiɔ	2	瑕	
ɕiɔ	2	蝦	
ɕiɔ	2	遐	
ɕiɔ	2	霞	
ɕiɔ	5	廈	
ɕiɔ	5	夏	
ɕiɔ	6	夏	
ɕiɔ	6	下	
ɕiɘ	1	休	
ɕiɘ	1	修休	
ɕiɘ	3	朽	
ɕiɘ	5	嗅	
ɕiɘ	5	袖	
ɕiɘ	7	畜	
ɕiɘ	7	蓄	
ɕy	1	吁	
ɕy	1	噓	
ɕy	1	書	
ɕy	1	殊	
ɕy	1	舒	
ɕy	1	虛	
ɕy	1	輸	
ɕy	1	書輸	
ɕy	2	薯	
ɕy	3	暑	
ɕy	3	水	
ɕy	3	許	
ɕy	3	鼠許水	
ɕy	5	序	
ɕy	5	庶	
ɕy	5	恕	
ɕy	5	敍	
ɕy	5	緖	
ɕy	5	署	
ɕy	5	術	
ɕy	5	鼠	
ɕy	5	豎	
ɕy	6	樹	
ɕy	6	薯	
ɕy	6	樹	
ɕy	7	術	
ɕy	7	述	
ɕye	7	血	
ɕyĩ	1	喧	
ɕyĩ	1	搧	
ɕyĩ	2	懸	
ɕyĩ	2	椽	
ɕyĩ	2	玄	
ɕyĩ	2	眩	
ɕyĩ	2	禪	
ɕyĩ	2	蟬	
ɕyĩ	2	鏇	
ɕyĩ	3	閃	
ɕyĩ	3	陝	
ɕyĩ	5	善	
ʂã	5	善[語保普化音]	
ɕyĩ	5	扇	
ɕyĩ	5	楦	
ɕyĩ	5	膳	
ɕyĩ	5	扇	
ɕyn	1	勳	
ɕyn	1	熏	
ɕyn	1	薰	
ɕyn	1	熏	
ɕyn	2	純	
ɕyn	2	醇	
ɕyn	2	純	
ɕyn	3	盾	
ɕyn	3	迴	
ɕyn	5	舜	
ɕyn	5	訓	
ɕyn	5	順	
ɕyn	5	順	
ɕyn	6	順	
ɕya	7	血	
ɕya	7	說	
ɕya	7	血	
ɕyɔ	1	靴	
ɕyɔ	1	靴	
ɕyɜ	2	誰	
ɕyɜ	3	水	
ɕyɜ	3	水	
ɕyɜ	5	瑞	
ɕyɜ	5	睡	
ɕyɜ	5	稅	
ɕyɜ	5	銳	
ȵi	2	倪	
ȵi	2	儀	
ȵi	2	宜	
ȵi	2	泥	
ȵi	2	疑	
ȵi	2	鮎	
ȵi	2	泥	
ȵi	3	擬	
ȵi	3	蟻	
ȵi	5	毅	
ȵi	5	膩	
ȵi	5	藝	
ȵi	5	蟻義	
ȵi	6	藝	
ȵi	7	匿	
ȵi	7	溺	
ȵi	7	逆	
ȵian	2	娘	
ȵian	3	仰	
ȵian	5	釀	
ȵiã	2	娘	
ȵiɒ	2	堯	
ȵiɒ	3	鳥	
ȵiɒ	3	鳥	
ȵiɒ	6	尿	
ȵie	7	孽	
ȵie	7	捏	
ȵie	7	業	
ȵie	7	聶	
ȵie	7	鑷	
ȵie	7	孽	
ȵiẽ	1	拈	
ȵiẽ	1	硏	
ȵiẽ	2	嚴	
ȵiẽ	2	尼	
ȵiẽ	2	年	
ȵiẽ	2	言	
ȵiẽ	2	誼	
ȵiẽ	2	閻	
ȵiẽ	3	儼	
ȵiẽ	3	撚	
ȵiẽ	3	碾	
ȵiẽ	3	輦	
ȵiẽ	5	義	
ȵiẽ	5	諺	
ȵiẽ	5	議	
ȵiẽ	5	驗	
ȵiẽ	6	念	
ȵiẽ	6	硯	
ȵiẽ	6	釅	
ȵin	2	凝	
ȵin	2	吟	
ȵin	2	寧	
ȵin	2	迎	
ȵin	2	銀	
ȵin	2	迎	
ȵio	7	弱	
ȵio	7	瘧	
ȵio	7	虐	
ȵio	7	弱	
ȵĩ	2	言年	
ȵĩ	3	染捏	
ȵĩ	5	驗念	
ȵĩ	6	黏念	
ȵĩ	7	業	
ȵiɘ	2	牛	
ȵiɘ	2	牛	
ȵiɘ	3	扭	
ȵiɘ	3	紐	
ȵy	3	女	
ȵy	3	語	
ȵy	3	女	
ȵyĩ	3	軟	
ŋa	1	哀	
ŋa	1	娭	
ŋa	1	挨	
ŋa	2	呆	
ŋa	2	埃	
ŋa	2	崖	
ŋa	2	巖	
ŋa	2	捱	
ŋa	2	岩	
ŋa	3	矮	
ŋa	3	藹	
ŋa	3	矮	
ŋa	5	愛	
ŋa	5	隘	
ŋa	5	愛	
ŋa	6	礙	
ŋa	6	艾	
ŋan	1	安	
ŋan	1	庵	
ŋan	1	淹	
ŋan	1	鞍	
ŋan	2	顏	
ŋan	3	埯	
ŋan	3	眼	
ŋan	5	堰	
ŋan	5	按	
ŋan	5	晏	
ŋan	5	暗	
ŋan	5	案	
ŋan	6	岸	
ŋan	6	雁	
ŋã	1	安	
ŋã	2	顏	
ŋã	3	眼	
ŋã	5	暗	
ŋã	6	岸	
ŋɒ	1	爊	
ŋɒ	2	熬	
ŋɒ	2	熬	
ŋɒ	3	襖	
ŋɒ	5	傲	
ŋɒ	5	坳	
ŋɒ	5	奧	
ŋɒ	5	懊	
ŋo	2	俄	
ŋo	2	蛾	
ŋo	2	訛	
ŋo	2	鵝	
ŋo	2	鵝	
ŋo	3	我	
ŋo	5	臥	
ŋo	6	餓	
ŋo	6	餓	
ŋo	7	鄂	
ŋa	7	扼	
ŋa	7	額	
ŋa	7	額	
ŋɔ	1	椏	
ŋɔ	2	伢	
ŋɔ	2	牙	
ŋɔ	2	芽	
ŋɔ	2	衙	
ŋɔ	2	牙	
ŋɔ	3	啞	
ŋɔ	3	啞	
ŋɔ	5	咬	
ŋɔ	5	軋	
ŋɔ	6	砑	
ŋɔ	7	壓	
ŋɔ	7	鴨	
ŋɔ	7	鴨	
ŋən	1	恩	
ŋən	1	恩	
ŋən	6	硬	
ŋən	6	硬	
