i
p[31]鄙比[53]弊毙闭
pʰ[45]批披被[21]皮疲脾[31]痞[53]蔽币避屁备鼻
m[21]迷弥媚[31]米[53]秘
t[45]知{知道}□{我~}[53]帝
tʰ[45]趋妻[21]题提齐雌瓷糍慈辞祠词[31]取娶体此[53]趣替弟第递刺地次
n[21]你[31]女[53]腻
θ[45]须需西斯私蛳滋思丝[21]饲[31]紫死子[53]序绪聚四似寺
l[45]里理[21]离梨厘[31]吕旅礼李[53]虑滤例厉励丽隶莉荔利
ʧ[45]知支枝脂之[31]纸只指旨止[53]智致致至置痔志痣
ʧʰ[21]池驰匙迟持[31]耻齿始[53]治
ʃ[45]施尸[21]时□{~但；随便}[31]屎史[53]世势誓氏示视士柿试市
k[45]居车{车马炮}拘饥肌几基机饥几[21]佢[31]举挤己[53]锯句计继寄妓纪记季
kʰ[45]距区徛□{陡峭}[21]渠奇骑棋其期[31]矩企[53]据拒俱具技
ŋ[21]愚儿宜仪蚁谊而疑[31]语耳[53]遇寓艺义议二毅
h[45]墟虚与于溪欺希[21]徐如于余娱愉俞移姨[31]许雨宇禹羽启起喜[53]去誉预喻裕契系戏器弃气汽
∅[45]医衣[31]椅以已[53]御易意异
u
p[31]补捕[53]布埠
pʰ[45]铺簿[21]菩浮[31]谱普浦[53]部步
m[21]无[31]武舞[53]墓务雾
f[45]呼乎夫敷孵[21]壶胡俘符扶[31]虎府甫斧抚腐辅[53]裤户互护付傅讣父附富副负妇
t[45]都[21]肚[31]堵赌
tʰ[45]粗[21]途徒涂图[31]土[53]吐兔杜度渡醋
n[21]奴[31]努[53]怒
θ[45]租苏[31]祖组使[53]素助漱
l[21]卢炉庐驴[31]鲁卤[53]路露
ʧ[45]猪朱珠周州[31]阻煮拄主[53]著驻注
ʧʰ[45]柱抽[21]除锄厨筹[31]楚处丑丑[53]住臭
ȵ[21]牛
ʃ[45]书枢输殊师收[21]薯[31]鼠暑手首守数{动词}[53]数{~目}竖树受寿
k[45]姑孤[31]古牯股鼓□{这里}[53]故固顾
kʰ[45]箍[31]苦[53]库
ŋ[53]误悟
∅[45]乌[53]芋
ɨ
θ[45]资姿司思[31]姊[53]自字事
a
p[45]巴疤爸[21]□{背}[31]把[53]坝
pʰ[21]爬扒{扒饭}[53]怕
m[45]妈马码[21]麻[53]骂
f[45]花[53]化
t[31]
tʰ[45]他
n[45]□{头~}拿□{粘贴}
θ[45]沙纱□{抓紧}[31]洒洒
l[45]拉[31]□{顺手拿别人的东西}[53]□{缝隙}
ʧ[45]渣遮[31]者□{占地方}[53]榨炸蔗炸
ʧʰ[45]差车[21]茶查[31]扯[53]岔
ʃ[45]赊社[21]蛇[31]舍[53]射
k[45]家加嘉[31]贾假[53]架驾嫁价
ŋ[45]雅□{我個}[21]牙芽[31]哑[53]亚
h[45]虾下[21]霞[53]厦夏
∅[45]鸦
ia
tʰ[21]邪斜[31]且[53]谢
θ[31]姐写□{~公；外公}[53]借
l[53]□{缝隙}
k[45]□{他的}
ȵ[45]惹□{你的}
∅[45]野[21]爷□{抓痒}[53]夜
ua
k[45]瓜[31]寡[53]挂卦
kʰ[45]夸[31]垮
ŋ[31]瓦
∅[45]洼[21]娃华[53]画话
ɛ
l[53]□{~口水}
θ[31]洗[53]际济剂细婿
ʧ[53]制
k[31]嘅{的}[53]□{倾~；谈天}
kʰ[21]茄
ɔ
p[45]波菠玻[53]播
pʰ[45]坡棵[21]婆[53]破
m[45]魔摩摸□{晏~~；天黑}[21]磨模
f[21]和禾[31]火伙[53]货祸
t[45]多[31]朵躲[53]舵
tʰ[45]拖坐[53]座措错错
n[53]糯
θ[45]蓑梳[31]左锁所[53]做
l[21]罗锣箩螺脶
ʧ[31]□{阻碍}
ʧʰ[45]初
k[45]歌哥锅[31]果[53]个过
kʰ[45]科[21]颗[31]可[53]课
ŋ[21]鹅[53]饿卧
h[21]何河荷[53]贺
∅[45]阿屙
uɔ
∅[45]窝
ai
p[45]□{瘸}[31]摆[53]拜
pʰ[21]排排牌[53]派败
m[45]买[21]埋[53]卖
f[21]怀淮[53]坏
t[53]戴带
tʰ[53]大态太泰大
n[45]奶[53]奈
θ [45]□{浪费}[53]晒
l[53]赖□{~尿}
ʧ[45]斋[53]债寨
ʧʰ[21]豺柴[31]踩
ʃ[45]□{用舌取物}
k[45]皆阶佳街[31]改械解解□{~样}[53]介界届戒
kʰ[45]揩[21]楷[31]凯[53]概慨
ŋ[21]我涯崖
h[45]□{女阴}[21]鞋[31]蟹
∅[31]矮
uai
p[53]簸背
pʰ[21]赔[53]背
m[21]梅媒煤眉霉[53]妹
f[45]灰
tʰ[45]胎猜在梯[21]台抬才材财裁[31]彩采□{好~}[53]贷待代袋菜蔡
n[53]耐
θ[45]腮鳃[21]灾栽载[53]再赛岁
l[21]来
ʧ[31]嘴
ʧʰ[31]□{疮}
ʃ[53]税睡帅
