// HSD Syllabary Data Partition
// 地区：新疆維吾爾自治區-烏魯木齊市
// 来源：劉俐李《回民烏魯木齊語言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	新疆維吾爾自治區-烏魯木齊市
@SRC	劉俐李《回民烏魯木齊語言志》

@INI	p	pʰ	m	f	t	l	ts	tsʰ	s	k	kʰ	x
@FIN	ei
@TON	陰平	21
@TON	陽平	24
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	ei	陰平	北1 百
p	ei	陽平	北2 杯 悲 卑 白 伯 柏 貝 碑
p	ei	去聲	輩 背 被2 褙
pʰ	ei	陽平	坯 披 迫 拍 培 陪 倍 賠
pʰ	ei	去聲	佩 配
m	ei	陰平	麥 墨
m	ei	陽平	梅 霉 枚 脈 眉2 昧 媒 煤
m	ei	上聲	美 每
m	ei	去聲	妹
f	ei	陰平	飛
f	ei	陽平	肥 誰 非 匪
f	ei	上聲	水
f	ei	去聲	肺 稅 費 睡 廢 痱
t	ei	陰平	德
t	ei	陽平	得
l	ei	陽平	肋 勒2
ts	ei	陰平	窄
ts	ei	陽平	賊 擇 澤 責 則 摘
tsʰ	ei	陰平	策 冊 側 廁
tsʰ	ei	陽平	拆 測
s	ei	陰平	篩 骰 蝨 澀 塞 瑟 吝
s	ei	陽平	色 嗇 腮
k	ei	陽平	隔
k	ei	上聲	給
kʰ	ei	陰平	刻2 客 剋
x	ei	陰平	黑
x	ei	陽平	核2{~桃}
// HSD Syllabary Data Partition
// 地区：新疆維吾爾自治區-烏魯木齊市
// 来源：劉俐李《回民烏魯木齊語言志》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	新疆維吾爾自治區-烏魯木齊市
@SRC	劉俐李《回民烏魯木齊語言志》

@INI	p	pʰ	m	l	tɕ	tɕʰ	ȵ	ɕ	j
@FIN	i
@TON	陰平	21
@TON	陽平	24
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	i	陰平	筆
p	i	陽平	逼 鼻 鄙1 蔽 幣 必 臂 避 壁 璧
p	i	上聲	比 鄙2 彼
