韵调声	ɿ
韵调声	阴平 52	阳平 312	上声 31	去声 33
ts	资姿咨		紫姊子滓趾址	自兹滋字牸{母牛}
tsʰ		瓷瓷器磁{磁石}辞词祠	此	雌疵{吹毛求疵}刺赐次慈伺秩


s	思斯私司丝撕厮巳{辰巳}思饲侍		死	鐾{鐾刀布,把刀鐾鐾}四肆祀{祭祀}寺似

韵调声	ʅ
韵调声	阴平 52	阳平 312	上声 31	去声 33
tʂ	知蜘{蜘蛛}支枝肢脂致至痴之志{志永志不忘}支	稚{幼稚}浞{水湿}	纸旨指	滞{停滞,积滞}制{制造}智雉{雉鸡}芝痔止治痣
tʂʰ		池眵{眼眵}迟	耻	驰侈{奢侈}翅持嗤{嗤笑}齿
ʂ	室师狮尸{尸体}始	诗	屎使史驶	时式世势誓逝施是氏示视嗜士仕柿市恃事试
ʐ				日

韵调声	i
韵调声	阴平 52	阳平 312	上声 31	去声 33
p	陛{陛下}		比{比较}	蔽敝弊币毙蓖{蓖麻}闭箅{箅子}卑彼被{被子,被卧}婢臂避鄙秕{秕子,秕谷}泌鼻篦必弼逼碧璧辟壁
pʰ	批披琵{琵琶}枇{枇杷}	皮疲匹{一匹}		脾譬{譬喻}庇痹{麻痹}屁
m	糜{糜烂}弥	迷	米	谜觅
t		笛	底抵	低弟帝屉{抽屉,笼屉}第递地
tʰ	梯	提蹄啼涕{鼻涕}	体	堤题替剃
n		泥仪尼凝		腻你拟匿逆{顺逆,逆风}溺
l	离{离别}篱厘	犁黎荔{荔枝}离{离开半寸}梨狸{野猫}	礼李里{里面}理鲤	厉励丽{美丽}隶璃{玻璃}利痢吏
tɕ	饥{饥饿}机鸡肌基稽	及	挤几{几个}	辑{编辑}寂祭际济剂{一剂药,面剂子}计系{系鞋带}髻寄几{茶几}冀己记忌几{几乎}讥饥{饥荒}既季即鲫迹绩
tɕʰ	契{契约}弃欺	齐妻齐骑期{时期}旗祈	启企岂	脐奇岐祁器其棋起杞气汽泣乞戚
ɕ	西栖牺希稀悉	犀细析	喜{喜蛛}	溪奚洗系{系统，系连}系系{确系实情}畦{菜畦}玺徙戏嬉熙喜袭夕
ø	伊医意衣逸	倪疑已遗揖{作揖}		誉{荣誉}崖{山崖}艺缢宜{便宜}移蚁倚椅谊义议易{难易}夷姨以异依毅乙忆亿抑翼益亦译易{交易}疫役

韵调声	u
韵调声	阴平 52	阳平 312	上声 31	去声 33
p		部	补脯{杏脯}	簿布佈怖{恐怖}步埠{商埠}


pʰ	铺{铺设}赴讣朴仆		谱普浦	蒲菩{菩萨}脯{胸脯}铺{店铺}捕朴{朴素}醭{醋生白醭}
m	模{模子}谋		牡母	暮慕墓募某亩拇幕目穆牧
f	腐赋	麸{麦麸子}符抚釜辅浮阜佛{仿佛}	腑俯	夫肤跗{跗面,脚面}敷俘{俘虏}孵{孵小鸡}扶芙{芙蓉}府甫斧父付傅附否妇负富副缚幅蝠{蝙蝠}
t	读	独笃毒	堵赌	都{都城}肚{鱼肚子}杜肚{腹肚}妒度渡镀踱犊{牛犊子}督
tʰ	吐{呕吐}	涂徒屠途图	吐{吐痰}土	兔
n		奴努		怒
l		卢芦{芦苇}庐{茅庐,庐山}	鲁卤	炉橹虏路露鹭{鹭鸶}
ts	租	卒{兵卒}	组祖	助阻
tsʰ	促			醋猝{仓猝}族
s	苏酥素塑{塑像}蔬肃			诉漱{漱口}宿束
tʂ	猪储{储蓄}诸著显著株朱蛛珠术{白术,苍术}烛嘱	轴	主	褚姓苎{苎麻}煮诛蛛拄{拄拐杖}柱驻注{注释}住蛀铸祝
tʂʰ	粗初锄楚杵畜{畜牲}	除处{处所}厨雏		础{柱下石}处{相处}
