#ɿ
ts [1]支芝枝肢吱姿资咨辎淄锱兹滋孜[2]字[3]子止趾旨指只姊籽紫纸[5]志自至磁辞
tsʰ [1]龇[2]祠瓷慈词嗣此饲[3]雌匙[5]刺翅赐侍
s [1]私丝诗尸司师思斯撕[2]巳事时市[3]屎使史始驶[5]是示视士试四氏似
#a
p [1]扒疤[2]拔[3]把八[5]巴霸爸
pʰ [1]趴[2]爬[5]怕啪
m [1]妈麻[2]骂[3]马码蟆
f [2]乏[3]发法砝
t [1]搭耷[3]打答瘩[5]大
tʰ [1]他它她[3]蹋遢塔塌沓[5]踏
n [1]拿[2]纳娜钠捺[3]哪那
l [1]拉{屎}[3]垃喇拉{一把}[5]腊蜡辣
k [1]嘎[3]割尬蛤{～蜊}疙
kʰ [3]渴跬卡瞌
x [1]哈呵[3]喝蛤{～蟆}
ts [1]渣喳猹楂[2]咱榨铡乍诈杂砸[3]扎札闸眨匝[5]炸栅蚱
tsʰ [1]嚓叉{名}差姹[2]查察茬茶[3]擦搽插衩[5]叉{动}权诧岔
s [1]沙纱砂裟鲨[3]撤洒萨杀煞[5]卅飒厦霎
Ø [1]啊
#ə
p [1]波玻饽菠播渤簸{颠簸}[2]伯驳脖博薄[3]拨钵勃舶膊北柏掰[5]簸{簸箕}剥
pʰ [1]坡颇[2]婆[3]泼叵迫珀魄拍[5]破
m [1]磨{动}摹[2]馍模么磨{名}蘑魔莫蓦漠[3]摸摩抹[5]末茉沫陌寞默墨麦魅脉
f [2]佛
t [2]夺[3]得德
tʰ [2]特[3]脱[5]忑
l [1]勒肋[3]了
k [1]嗝[3]革格隔胳鸽
kʰ [2]颏[3]坷客刻咳
x [3]黑
ts [2]责贼择泽啧[3]则
tsʰ [3]册[5]侧测恻策
s [1]塞{动}[3]色涩啬瑟
#ɛ
p [2]拜败[3]摆
pʰ [1]湃[2]徘牌排派
m [1]埋霾[2]卖[3]买
t [1]呆[2]袋[3]歹傣怠逮[5]代带贷待戴黛
tʰ [1]胎态[2]台抬苔[3]太[5]汰泰
n [1]奶{奶奶}[3]乃氖奶{奶水}[5]耐奈
l [1]来[2]莱赖癞籁
k [1]该[3]改[5]丐钙盖溉概
kʰ [1]开[3]楷凯慨楷[5]忾
x [2]孩骸骇氦害[3]海[5]嘻嗨
ts [1]灾栽[3]哉宰患载[5]再在
tsʰ [1]猜钗[2]才材财裁柴豺[3]采彩睬踩[5]菜蔡
s [1]腮塞鳃筛[5]赛晒
Ø [1]艾唉癌[3]碍隘皑蔼霭[5]爱
#ɚ
Ø [1]儿[2]二贰[3]耳而尔洱
#ɔ
p [1]包苞胞[2]雹抱[3]褒饱宝保葆堡褓[5]报趵豹暴爆
pʰ [1]抛疱[2]刨咆袍[3]狍跑[5]炮泡
m [1]毛猫牦锚[2]矛茅髦[3]卯铆冒贸帽[5]茂貌
f [3]否
t [1]刀[2]道稻[3]导岛捣倒祷蹈[5]到盗悼
tʰ [1]涛滔掏韬[2]逃桃陶淘萄啕[3]讨[5]套
n [1]挠孬[3]恼脑瑙[5]闹
l [1]捞痨唠[2]劳牢涝[3]老佬姥
k [1]皋高羔膏糕[3]搞槁镐[5]告
kʰ [3]考拷[5]铐靠犒
x [1]蒿薅[2]毫{量}嗥豪壕嚎[3]毫好[5]吴耗浩皓号
ts [1]糟遭[3]早枣澡藻[5]蚤皂灶造噪燥躁
tsʰ [1]抄钞操剿[2]曹[3]吵炒糙草嘈
s [1]骚缫臊{～味}[3]扫嫂[5]臊{害～}
Ø [1]熬嗷[2]翱鏖[3]袄[5]傲澳懊骜
#ei
p [1]杯卑悲碑背{动}[2]被[5]贝狈备背{名/动}钡倍辈惫蓓
pʰ [1]披坯胚裴[2]陪培赔[5]沛佩配呸
f [1]飞非啡绯扉蜚霏斐翡[2]肥吠[3]妃匪诽痱[5]肺废沸费
t [1]堆[2]队兑[5]对
tʰ [1]推[2]颓[3]腿[5]退蜕
l [1]雷擂[2]累泪[3]镭赢耒垒磊蕾儡[5]类
k [3]给
ts [2]罪[3]嘴[5]最醉
tsʰ [1]摧崔催璀[5]脆萃淬悴瘁粹翠
s [1]虽[2]绥隋随髓祟遂隧邃[5]岁碎
#əu
t [1]兜都[2]豆痘窦[3]抖斗{量}陡蚪[5]逗斗{动}
tʰ [1]偷[2]头投骰[5]透
l [1]耧[2]楼陋漏[3]娄蝼髅搂篓
k [1]勾钩沟篝[3]苟狗[5]构购后垢够媾
kʰ [1]扣抠眍[3]口[5]寇
x [2]侯候喉猴厚[3]吼[5]后逅
ts [1]诌皱邹[3]走[5]奏揍
tsʰ [2]愁[3]瞅[5]凑
s [1]搜嗖飕艘叟[3]擞[5]瘦嗽
Ø [1]欧讴殴鸥[3]呕偶藕[5]沤怄
#ɛ̃
p [1]扳搬班颁般斑癍[2]办扮伴拌瓣[3]阪坂板版[5]半绊
pʰ [1]潘攀[2]盘磐蹒[5]判盼叛畔
m [1]嫚瞒[2]蛮馒鳗谩幔慢[3]满[5]漫迈
f [1]帆番藩翻蕃[2]凡矾钒烦樊繁饭范[3]反返[5]犯泛贩
t [1]丹单眈耽郸旦但[2]淡蛋弹[3]胆疸[5]担殚诞氮
tʰ [1]贪摊滩瘫[2]弹坛昙谈谭潭檀[3]掸忐坦袒毯[5]痰叹炭探碳
n [1]南楠[2]男难[3]喃赧
l [1]蓝[2]篮烂[3]澜褴确览揽缆榄懒峦孪栾挛銮卵[5]滥乱
k [1]肝杆甘干{形}泔柑竿尴秆橄[3]赶感[5]赣
kʰ [1]看{照看}堪瞰[3]刊勘坎侃砍[5]看
x [1]酣憨鼾邯罕[2]含函涵韩寒汗旱捍悍焊颔撼瀚[3]喊[5]汉
ts [1]簪[2]暂[3]攒盏崭[5]赞绽湛蘸
tsʰ [1]参餐惨搀[2]残蚕惭馋[3]谗潺产铲诏[5]灿粲
s [1]三叁山杉衫[3]散[5]散删
Ø [1]安氨庵鞍[3]俺[5]岸按案暗黯
#aŋ
p [1]帮邦梆浜[2]棒磅蚌[3]绑榜膀[5]傍谤
pʰ [1]乓[2]滂彷庞旁螃[3]耪[5]胖
m [1]忙芒茫[3]盲莽蟒
f [1]方芳妨[2]肪房[3]坊防仿访纺舫[5]放
t [1]当铛裆[3]挡党档[5]宕荡
tʰ [1]汤[2]唐堂棠塘膛糖[3]搪倘淌躺[5]烫趟
n [3]囊囔攮
l [1]狼[2]啷郎廊榔浪[3]朗螂
k [1]纲刚肛钢缸[3]冈岗港[5]杠
kʰ [1]康慷糠亢[5]扛炕抗
x [1]夯沆[2]杭航[5]吭
ts [1]赃脏[5]葬
tsʰ [1]仓沧舱[5]藏
s [1]桑[3]嗓搡[5]丧
Ø [1]肮昂盎
#əŋ
p [1]崩绷嘣[3]甭[5]泵迸蹦
pʰ [1]坪怦砰烹澎[2]朋彭棚蓬硼鹏篷膨[3]捧[5]碰
m [1]懵[2]萌孟梦[3]虻蒙盟檬朦朦猛锰蜢
f [1]丰风枫封疯峰烽锋讽[2]冯逢缝[3]讽[5]凤奉俸
t [1]灯登蹬[2]瞪[3]等戥[5]邓凳磴
tʰ [2]腾誊藤[5]疼
n [2]能
l [1]扔[2]棱[3]冷[5]愣
k [1]更耕[3]庚羹埂耿哽梗鲠[5]更
kʰ [1]坑铿
x [1]哼亨[2]恒横衡
ts [1]增曾争睁狰睁铮诤[3]筝[5]憎赠挣
tsʰ [1]撑瞠[3]层[5]蹭
s [1]僧生牲笙[2]甥[3]省
#ə̃
p [1]锛[2]奔笨[3]本
pʰ [1]喷[2]盆
m [1]扪[2]闷焖们懑
f [1]分芬吩纷[2]坟份[3]汾焚粉[5]氛奋愤粪
t [1]吨敦墩蹲[2]囤炖饨[3]盹[5]盾顿遁
tʰ [1]吞[2]屯豚臀[5]褪
n [3]馁[5]内
l [1]抡伦沦[2]嫩仑囵纶轮[5]论
k [1]根跟亘
kʰ [3]肯垦恳啃
x [2]恨[3]痕很狠
ts [1]尊遵
tsʰ [1]村[2]存忖寸[5]衬
s [1]孙狲[5]肾渗蜃
#i
p [1]逼[2]荸鼻彼鄙哔陛筚弼蓖[3]匕比妣笔[5]币必毕闭毖毙敝婢
愎碧蔽弊篦壁避臂璧
pʰ [1]丕批披砒匹[2]皮枇疲啤琵脾罴痞[3]劈霹毗譬[5]癖媲僻
m [1]咪眯篾泥[2]弥迷谜汨[3]糜靡米[5]觅泌秘密蜜
t [1]低堤[2]狄迪籴敌地涤笛嫡翟的[2]递谛蒂缔棣[3]滴嘀邸底砥[5]弟帝第
tʰ [1]梯剃[2]提啼题蹄涕[3]踢体屉嚏[5]剔惕替
l [1]梨犁鹂沥[2]厘离漓黎篱藜黎娌历隶蛎[3]狸礼李里理鲤璃[5]力厉立吏丽励利例戾荔俐莅栗砺砾痢
c [1]讥击叽饥圾机肌鸡姬屐基激级[2]急及吉亟稽[3]几戟已虮[5]嫉计记伎妓纪技悸系忌既继祭寄寂冀
c ʰ [1]期欺乞[2]岐奇棋旗麒绮祈[3]其崎岂企启起[5]气弃泣汽契器迄
ç [1]希牺稀溪熙蟋曦[3]嘻嬉蹊喜系[5]戏隙
ȵ [1]霓[2]腻溺[3]你[5]逆匿
Ø [1]衣医依咿揖姨移[2]沂怡饴贻胰遗颐疑彝蚁亿邑[3]漪一乙已以逸倚椅亦[5]仪意宜义艺忆议屹异抑役易诣绎疫弈奕益谊逸溢毅翼
#ia
l [3]俩
c [1]加佳枷家[3]夹袈荚颊甲贾钾假胛稼[5]嘉价驾架嫁
cʰ [1]掐[3]卡[5]恰洽
ç [1]虾[2]匣侠峡狭遐瑕辖暇霞[3]瞎[5]吓夏
ʃ [2]啥[3]傻
Ø [1]丫鸦鸭芽蚜崖涯牙[2]衙轧[3]压呀押雅亚
#iə
p [1]瘪[2]别蹩[3]憋鳖
pʰ [3]敝瞥
m [1]咩[5]灭篾
t [1]爹[2]迭谍喋牒碟蝶叠[3]跌
tʰ [3]贴铁帖
l [3]劣咧[5]列裂烈冽猎趔
c [2]杰诘洁竭[3]揭拮结碣疖
cʰ [2]茄[5]怯
ç [2]协胁挟[3]蝎血
ȵ [5]捏聂涅镊摄镍蹑孳蘖
tʃ [1]遮[2]捷睫截折哲辄蜇擢辙浙[3]接节姐蛰蔗[5]借
tʃʰ [2]车[3]切且趄扯[5]窃妾彻掣撤澈
ʃ [1]些[2]邪斜奢蛇[3]楔写赊佘舍[5]泄泻卸亵谢榭瀣设社射涉赦麝
Ø [1]爷[2]噎页曳掖腋[3]椰也冶野惹[5]业叶液热’
#iɛ
